Item,Early Ship,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
050702,,,,2,OR,5,Juniperus horizontalis 'Wiltonii'                           ,Blue Rug Juniper                                            ,CON,CON,03,    , $15.87 ,,,,014949507025,31,0,0,          ,0,          ,0,          ,, $13.25 , $2.62 
050202,,,,2,OR,5,Juniperus horizontalis 'Youngstown'                         ,Youngstown Andorra Juniper                                  ,CON,CON,03,    , $15.87 ,,,,014949502020,12,0,0,          ,0,          ,0,          ,, $13.25 , $2.62 
050901,,,,1,CA,10,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,CON,04,    , $7.59 , $7.59 , $7.16 ,,014949509012,0,56,56,03/01/15  ,0,          ,0,          ,, $6.50 , $1.09 
050902,,,,2,CA,5,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,CON,04,    , $15.87 , $15.98 , $14.91 ,,014949509029,0,16,16,03/01/15  ,0,          ,0,          ,, $13.25 , $2.73 
050902ST,,,,2 ST,CA,5,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,CON,04,    ,, $20.23 ,,,014949509128,5,0,0,          ,0,          ,0,          ,, $17.50 , $2.73 
050905,,,,5,CA,5,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,CON,04,    ,, $23.71 , $21.57 ,,014949509050,44,0,0,          ,0,          ,0,          ,, $18.25 , $5.46 
050905ST,,,,5 ST,CA,5,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,CON,04,    ,, $33.96 ,,,014949509159,37,37,37,02/01/15  ,0,          ,0,          ,, $28.50 , $5.46 
051601,,,,1,OR,10,Juniperus sabina 'Broadmoor'                                ,Broadmoor Juniper                                           ,CON,CON,03,    , $7.30 ,,,,014949516010,1,3,3,05/01/15  ,0,          ,0,          ,, $6.25 , $1.05 
051602,,,,2,OR,5,Juniperus sabina 'Broadmoor'                                ,Broadmoor Juniper                                           ,CON,con,03,    , $15.87 ,,,,014949516027,20,0,0,          ,0,          ,0,          ,, $13.25 , $2.62 
051605,,,,5,OR,5,Juniperus sabina 'Broadmoor'                                ,Broadmoor Juniper                                           ,CON,CON,03,    , $23.48 ,,,,014949516058,14,14,14,06/01/15  ,0,          ,0,          ,, $18.25 , $5.23 
051702,,,,2,OR,5,Juniperus sabina 'Buffalo'                                  ,Buffalo Juniper                                             ,CON,CON,03,    , $15.87 ,,,,014949517024,0,1,1,05/15/15  ,0,          ,0,          ,, $13.25 , $2.62 
051751,,,,1,CA,10,Juniperus sabina Calgary Carpet®                    ,Calgary Carpet®  Juniper,CON,CON,03,    ,, $7.34 ,,,014949517512,4,0,0,          ,0,          ,0,          ,, $6.25 , $1.09 
051752,,,,2,CA,5,Juniperus sabina Calgary Carpet®                    ,Calgary Carpet®  Juniper,CON,CON,03,    , $15.87 , $15.98 ,,,014949517529,268,0,0,          ,0,          ,0,          ,, $13.25 , $2.73 
051755,,,,5,CA,5,Juniperus sabina Calgary Carpet®                    ,Calgary Carpet®  Juniper,CON,CON,03,    ,, $23.71 ,,,014949517550,13,0,0,          ,0,          ,0,          ,, $18.25 , $5.46 
051652,,,,2,CA,5,Juniperus sabina Moor-Dense®                 ,Moor-Dense®  Juniper,CON,CON,03,    ,, $15.98 ,,,014949516522,32,0,0,          ,0,          ,0,          ,, $13.25 , $2.73 
052001,,,,1,CA,10,Juniperus sabina var. tamariscifolia 'New Blue'             ,New Blue Tamarix Juniper                                    ,CON,CON,03,    ,, $7.34 ,,,014949520017,0,10,10,03/01/15  ,0,          ,0,          ,, $6.25 , $1.09 
052002,,,,2,CA,5,Juniperus sabina var. tamariscifolia 'New Blue'             ,New Blue Tamarix Juniper                                    ,CON,CON,03,    ,, $15.98 ,,,014949520024,1431,1431,1431,03/01/15  ,0,          ,0,          ,, $13.25 , $2.73 
052005,,,,5,CA,5,Juniperus sabina var. tamariscifolia 'New Blue'             ,New Blue Tamarix Juniper                                    ,CON,CON,03,    ,, $23.71 ,,,014949520055,0,1,1,03/01/15  ,0,          ,0,          ,, $18.25 , $5.46 
052307,,,,7,CA,2,Juniperus scopulorum 'Cologreen'                            ,Cologreen Juniper                                           ,CON,CON,03,    ,, $72.66 ,,,014949523070,0,2,2,04/01/15  ,0,          ,0,          ,, $59.00 , $13.66 
052505,,,,5,CA,5,Juniperus scopulorum 'Gray Gleam'                           ,Gray Gleam Juniper                                          ,CON,CON,04,    ,, $31.96 ,,,014949525050,0,27,27,05/01/15  ,0,          ,0,          ,, $26.50 , $5.46 
052507,,,,7,CA,2,Juniperus scopulorum 'Gray Gleam'                           ,Gray Gleam Juniper                                          ,CON,CON,04,    ,, $72.66 ,,,014949525074,17,0,0,          ,0,          ,0,          ,, $59.00 , $13.66 
052705,,,,5,CA,5,Juniperus scopulorum 'Medora'                               ,Medora Juniper                                              ,CON,CON,03,    ,, $31.96 ,,,014949527054,0,9,9,04/01/15  ,0,          ,0,          ,, $26.50 , $5.46 
052759,,,,15,CA,1,Juniperus scopulorum 'Moonglow'                             ,Moonglow Juniper                                            ,CON,CON,03,    ,, $118.31 ,,,014949527597,2,0,0,          ,0,          ,0,          ,, $91.00 , $27.31 
052755,,,,5,CA,5,Juniperus scopulorum 'Moonglow'                             ,Moonglow Juniper                                            ,CON,CON,03,    ,, $31.96 ,,,014949527559,1269,1269,1269,04/01/15  ,0,          ,0,          ,, $26.50 , $5.46 
404243,,,,3,CT,5,Juniperus scopulorum 'Sky High',Sky High Juniper,CON,CON,03,    ,,,, * ,014949393697,0,795,795,09/01/14  ,0,          ,0,          ,, * , $1.54 
054009,,,,15,CA,1,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,CON,04,    ,, $118.31 ,,,014949540091,13,13,13,03/01/15  ,0,          ,0,          ,, $91.00 , $27.31 
054005,,,,5,CA,5,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,CON,04,    ,, $31.96 ,,,014949540053,0,49,49,04/01/15  ,0,          ,0,          ,, $26.50 , $5.46 
054007,,,,7,CA,2,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,CON,04,    ,, $72.66 ,,,014949540077,0,3,3,03/01/15  ,0,          ,0,          ,, $59.00 , $13.66 
053309,,,,15,CA,1,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,CON,03,    ,, $118.31 ,,,014949533093,0,3,3,11/25/14  ,0,          ,0,          ,, $91.00 , $27.31 
053305,,,,5,CA,5,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,CON,03,    , $31.73 , $31.96 ,,,014949533055,38,38,38,03/01/15  ,0,          ,0,          ,, $26.50 , $5.46 
053307,,,,7,CA,2,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,CON,03,    ,, $72.66 ,,,014949533079,1,2,2,11/25/14  ,0,          ,0,          ,, $59.00 , $13.66 
053391,,,,1,OR,10,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,CON,04,    , $7.30 ,,,,014949533918,567,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
053392,,,,2,OR,5,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,CON,04,    , $15.87 ,,, $14.36 ,014949533925,229,0,0,          ,0,          ,0,          ,, $13.25 , $2.62 
053395,,,,5,OR,5,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,CON,04,    , $23.48 ,,,,014949533956,81,0,0,          ,0,          ,0,          ,, $18.25 , $5.23 
05365M,,,,10 Squat,CA,2,Juniperus virginiana 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,CON,04,    ,, $84.66 ,,,014949536582,26,0,0,          ,0,          ,0,          ,, $65.00 , $19.66 
053659,,,,15,CA,1,Juniperus virginiana 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,CON,04,    ,, $118.31 ,,,014949536599,0,15,15,04/01/15  ,0,          ,0,          ,, $91.00 , $27.31 
053655,,,,5,CA,5,Juniperus virginiana 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,CON,04,    ,, $31.96 ,,,014949536551,0,29,29,11/25/14  ,0,          ,0,          ,, $26.50 , $5.46 
054141,,,,1,GA,10,Juniperus virginiana 'Grey Owl'                             ,Grey Owl Juniper                                            ,CON,CON,04,    ,,, $6.91 ,,014949541418,0,682,32,09/01/14  ,325,01/01/15  ,325,05/15/15  ,, $6.25 , $0.66 
054145,,,,5,GA,5,Juniperus virginiana 'Grey Owl'                             ,Grey Owl Juniper                                            ,CON,CON,04,    ,,, $21.57 ,,014949217306,0,6,6,05/15/15  ,0,          ,0,          ,, $18.25 , $3.32 
036845,,,,5,CA,5,Juniperus virginiana 'Taylor'                               ,Taylor Juniper                                              ,CON,CON,03,    ,, $31.96 ,,,014949230985,9,0,0,          ,0,          ,0,          ,, $26.50 , $5.46 
046901,,,,1,OR,10,Juniperus x Gold Coast®,Gold Coast®  Juniper,CON,CON,03,    , $7.30 ,,,,014949469019,0,12,12,09/01/14  ,0,          ,0,          ,, $6.25 , $1.05 
046905,,,,5,OR,5,Juniperus x Gold Coast®,Gold Coast®  Juniper,CON,CON,03,    , $23.48 ,,,,014949469057,7,0,0,          ,0,          ,0,          ,, $18.25 , $5.23 
048131,,,,1,OR,10,Juniperus x Sea Of Gold®,Sea Of Gold®  Juniper,CON,CON,03,    , $7.55 ,,,,014949481318,0,20,20,06/01/15  ,0,          ,0,          ,, $6.50 , $1.05 
048132,,,,2,GA,5,Juniperus x Sea Of Gold®,Sea Of Gold®  Juniper,CON,CON,03,    ,,, $15.41 ,,014949065693,27,56,27,11/01/14  ,29,01/01/15  ,0,          ,, $13.75 , $1.66 
048135,,,,5,CA,5,Juniperus x Sea Of Gold®,Sea Of Gold®  Juniper,CON,CON,03,    , $24.21 , $24.21 ,,,014949481356,0,247,247,02/01/15  ,0,          ,0,          ,, $18.75 , $5.46 
057275,,,,5,OR,5,Larix decidua 'Pendula'                                     ,Weeping European Larch                                      ,CON,CON,03,    , $57.23 ,,,,014949572757,8,0,0,          ,0,          ,0,          ,, $52.00 , $5.23 
057277,,,,7,OR,2,Larix decidua 'Pendula'                                     ,Weeping European Larch                                      ,CON,CON,03,    , $99.08 ,,,,014949572771,2,2,2,01/01/15  ,0,          ,0,          ,, $86.00 , $13.08 
052565,,,,5,OR,5,Larix kaempferi 'Diana'                                     ,Diana Japanese Larch                                        ,CON,CON,04,2011, $46.73 ,,,,014949278734,5,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
036165,,,,5,OR,5,Metasequoia glyptostroboides 'Gold Rush'                    ,Gold Rush Dawn Redwood                                      ,CON,con,03,2011, $32.73 ,,,,014949274668,13,0,0,          ,0,          ,0,          ,, $27.50 , $5.23 
061622,,,,2,CT,5,Microbiota decussata                                        ,Siberian Carpet Cypress                                     ,CON,CON,03,    ,,,, $14.36 ,014949616222,200,0,0,          ,0,          ,0,          ,, $13.25 , $1.11 
061625,,,,5,CT,5,Microbiota decussata                                        ,Siberian Carpet Cypress                                     ,CON,con,03,    ,,,, $30.05 ,014949406397,0,697,697,06/15/15  ,0,          ,0,          ,, $27.00 , $3.05 
038512,,,,2,OR,5,Microbiota decussata Drew's Blue™,Drew's Blue™  Siberian Carpet Cypress,CON,CON,02,2012, $19.12 ,,,,014949222348,14,0,0,          ,0,          ,0,          ,, $16.50 , $2.62 
038515,,,,5,OR,5,Microbiota decussata Drew's Blue™,Drew's Blue™  Siberian Carpet Cypress,CON,CON,02,2012, $28.73 ,,,,014949271834,16,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
038502,,,,2,OR,5,Microbiota decussata Fuzzball™,Fuzzball™  Siberian Carpet Cypress,CON,CON,02,2012, $19.12 ,,,,014949222331,15,0,0,          ,0,          ,0,          ,, $16.50 , $2.62 
038505,,,,5,OR,5,Microbiota decussata Fuzzball™,Fuzzball™  Siberian Carpet Cypress,CON,con,02,2012, $28.73 ,,,,014949266892,13,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
064525,,,,5,OR,5,Picea abies                                                 ,Norway Spruce                                               ,CON,CON,02,    , $30.73 ,,,,014949211960,0,89,89,05/01/15  ,0,          ,0,          ,, $25.50 , $5.23 
064545,,,,5,OR,5,Picea abies 'Cupressina'                                    ,Columnar Norway Spruce                                      ,CON,CON,02,    , $30.73 ,,,,014949645451,14,14,14,05/01/15  ,0,          ,0,          ,, $25.50 , $5.23 
064551,,,,1,OR,10,Picea abies 'Little Gem'                                    ,Little Gem Norway Spruce                                    ,CON,CON,02,    , $10.05 ,,,,014949645512,19,0,0,          ,0,          ,0,          ,, $9.00 , $1.05 
064552,,,,2,OR,5,Picea abies 'Little Gem'                                    ,Little Gem Norway Spruce                                    ,CON,CON,02,    , $21.62 ,,,,014949645529,0,45,45,05/01/15  ,0,          ,0,          ,, $19.00 , $2.62 
064561,,,,1,OR,10,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,CON,02,    , $7.55 ,,,,014949645611,30,30,30,01/01/15  ,0,          ,0,          ,, $6.50 , $1.05 
064562,,,,2,OR,5,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,CON,02,    , $16.62 ,,,,014949645628,90,0,0,          ,0,          ,0,          ,, $14.00 , $2.62 
064565,,,,5,OR,5,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,CON,02,    , $24.98 ,,,,014949645659,39,0,0,          ,0,          ,0,          ,, $19.75 , $5.23 
064575ST,,,,5 ST,OR,5,Picea abies 'Pendula'                                       ,Weeping Norway Spruce                                       ,CON,con,02,    , $48.23 ,,,,014949645758,3,0,0,          ,0,          ,0,          ,, $43.00 , $5.23 
064577ST,,,,7 ST,OR,2,Picea abies 'Pendula'                                       ,Weeping Norway Spruce                                       ,CON,CON,02,    , $104.08 ,,,,014949645772,23,23,23,01/01/15  ,0,          ,0,          ,, $91.00 , $13.08 
064582,,,,2,OR,5,Picea abies 'Pumila'                                        ,Dwarf Norway Spruce                                         ,CON,CON,02,    , $18.62 ,,,,014949645826,12,0,0,          ,0,          ,0,          ,, $16.00 , $2.62 
033265,,,,5,OR,5,Picea engelmannii 'Bush's Lace'                             ,Bush's Lace Engleman Spruce                                 ,CON,CON,03,2010, $46.73 ,,,,014949274606,11,11,11,05/01/15  ,0,          ,0,          ,, $41.50 , $5.23 
064621,,,,1,OR,10,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,CON,02,    , $9.05 ,,,,014949646212,514,0,0,          ,0,          ,0,          ,, $8.00 , $1.05 
06462M,,,,10 Squat,OR,2,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,CON,02,    , $94.84 ,,, $81.21 ,014949645574,0,75,75,05/01/15  ,0,          ,0,          ,, $76.00 , $18.84 
064622,,,,2,OR,5,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,CON,02,    , $20.62 ,,,,014949646229,353,0,0,          ,0,          ,0,          ,, $18.00 , $2.62 
064623,,,,3,CT,5,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,CON,02,    ,,,, $26.04 ,014949646236,0,30,30,06/01/15  ,0,          ,0,          ,, $24.50 , $1.54 
064625,,,,5,OR,5,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,CON,02,    , $33.73 ,,,,014949646250,177,0,0,          ,0,          ,0,          ,, $28.50 , $5.23 
01937UT,,,,LittleOne,OR,16,Picea glauca conica 'Tiny Tower®,Tiny Tower®  Alberta Spruce,CON,con,03,2012, $5.58 ,,,,014949368817,0,17,17,04/01/15  ,0,          ,0,          ,, $4.80 , $0.78 
019372,,,,2,OR,5,Picea glauca conica Tiny Tower® ,Tiny Tower®  Alberta Spruce,CON,CON,03,2012, $21.12 ,,,,014949232866,0,49,49,05/15/15  ,0,          ,0,          ,, $18.50 , $2.62 
01937E,,,,"7"" T Cotta",OR,10,Picea glauca conica Tiny Tower® ,Tiny Tower®  Alberta Spruce,CON,CON,03,2012, $17.30 ,,,,014949263730,42,42,42,10/01/14  ,0,          ,0,          ,, $16.25 , $1.05 
06465M,,,,10 Squat,OR,2,Picea glauca 'Densata'                                      ,Black Hills Spruce                                          ,CON,CON,02,    , $93.84 ,,,,014949646878,152,165,165,05/15/15  ,0,          ,0,          ,, $75.00 , $18.84 
064652,,,,2,OR,5,Picea glauca 'Densata'                                      ,Black Hills Spruce                                          ,CON,con,02,    , $20.37 ,,,,014949646526,0,25,25,05/15/15  ,0,          ,0,          ,, $17.75 , $2.62 
064655,,,,5,OR,5,Picea glauca 'Densata'                                      ,Black Hills Spruce                                          ,CON,CON,02,    , $31.73 ,,,,014949646557,6,0,0,          ,0,          ,0,          ,, $26.50 , $5.23 
033275,,,,5,OR,5,Picea glauca 'Wells' Weeper'                                ,Wells' Weeper Spruce                                        ,CON,CON,02,2013, $46.73 ,,,,014949342466,32,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
064472,,,,2,OR,5,Picea mariana 'Nana'                                        ,Dwarf Black Spruce                                          ,CON,CON,03,    , $20.37 ,,,,014949644720,5,0,0,          ,0,          ,0,          ,, $17.75 , $2.62 
064475,,,,5,OR,5,Picea mariana 'Nana'                                        ,Dwarf Black Spruce                                          ,CON,CON,03,    , $30.73 ,,,,014949644751,13,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
06487M,,,,10 Squat,OR,2,Picea omorika 'Bruns'                                       ,Bruns Serbian Spruce                                        ,CON,CON,04,    , $97.84 ,,,,014949780176,62,62,62,05/01/15  ,0,          ,0,          ,, $79.00 , $18.84 
06481M,,,,10 Squat,OR,2,Picea orientalis 'Atrovirens'                               ,Oriental Spruce                                             ,CON,con,02,    , $97.84 ,,,,014949648186,2,0,0,          ,0,          ,0,          ,, $79.00 , $18.84 
064815,,,,5,OR,5,Picea orientalis 'Atrovirens'                               ,Oriental Spruce                                             ,CON,CON,02,    , $51.73 ,,,,014949648155,9,0,0,          ,0,          ,0,          ,, $46.50 , $5.23 
06478M,,,,10 Squat,OR,2,Picea pungens 'Fat Albert'                                  ,Fat Albert Colorado Blue Spruce                             ,CON,CON,02,    , $97.84 ,,,,014949647882,24,0,0,          ,0,          ,0,          ,, $79.00 , $18.84 
064789,,,,15,OR,1,Picea pungens 'Fat Albert'                                  ,Fat Albert Colorado Blue Spruce                             ,CON,CON,02,    , $153.16 ,,,,014949647899,2,0,0,          ,0,          ,0,          ,, $127.00 , $26.16 
064665,,,,5,OR,5,Picea pungens 'Glauca'                                      ,Colorado Blue Spruce                                        ,CON,CON,02,    , $30.73 ,,,,014949646656,8,8,8,05/01/15  ,0,          ,0,          ,, $25.50 , $5.23 
06469M,,,,10 Squat,OR,2,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,CON,02,    , $97.84 ,,,,014949646960,1,0,0,          ,0,          ,0,          ,, $79.00 , $18.84 
06469MPT,,,,10 Squat PT,OR,2,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,CON,02,    , $175.26 ,,,,014949646984,150,0,0,          ,0,          ,0,          ,, $147.00 , $28.26 
064692,,,,2,OR,5,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,CON,02,    , $30.12 ,,,,014949646922,0,143,143,05/15/15  ,0,          ,0,          ,, $27.50 , $2.62 
06471M,,,,10 Squat,OR,2,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,CON,02,    , $97.84 ,,,,014949647189,22,0,0,          ,0,          ,0,          ,, $79.00 , $18.84 
064719,,,,15,OR,1,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,CON,02,    , $153.16 ,,,,014949647196,3,0,0,          ,0,          ,0,          ,, $127.00 , $26.16 
064715,,,,5,OR,5,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,CON,02,    , $46.73 ,,,,014949647158,0,47,47,05/01/15  ,0,          ,0,          ,, $41.50 , $5.23 
04463M,,,,10 Squat,OR,2,Picea pungens 'Iseli fastigiate'                            ,Iseli Fastigiate Spruce                                     ,CON,CON,03,2012, $97.84 ,,,,014949273142,12,12,12,01/01/15  ,0,          ,0,          ,, $79.00 , $18.84 
044635,,,,5,OR,5,Picea pungens 'Iseli fastigiate'                            ,Iseli Fastigiate Spruce                                     ,CON,CON,03,2012, $46.73 ,,,,014949274682,41,41,41,05/01/15  ,0,          ,0,          ,, $41.50 , $5.23 
064765,,,,5,OR,5,Picea pungens 'Moerheim'                                    ,Moerheim Blue Spruce                                        ,CON,CON,02,    , $46.73 ,,,,014949647653,5,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
064725,,,,5,OR,5,Picea pungens 'Montgomery'                                  ,Montgomery Blue Spruce                                      ,CON,CON,02,    , $46.73 ,,,,014949647257,50,50,50,05/01/15  ,0,          ,0,          ,, $41.50 , $5.23 
019385PT,,,,5 PT,CT,2,Picea pungens 'Mrs. Cesarini'                               ,Mrs. Cesarini Blue Spruce                                   ,CON,CON,02,    ,,,, $77.57 ,014949016503,48,0,0,          ,0,          ,0,          ,, $73.00 , $4.57 
01939M,,,,10 Squat,OR,2,Picea pungens 'The Blues'                                   ,The Blues Blue Spruce                                       ,CON,CON,02,2010, $97.84 ,,,,014949016596,77,77,77,05/01/15  ,0,          ,0,          ,, $79.00 , $18.84 
019395,,,,5,OR,5,Picea pungens 'The Blues'                                   ,The Blues Blue Spruce                                       ,CON,CON,02,2010, $46.73 ,,,,014949016589,16,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
04737M,,,,10 Squat,OR,2,Picea pungens 'Thompsenii'                                  ,Thompsen Blue Spruce                                        ,CON,CON,02,2013, $97.84 ,,,,014949282083,4,0,0,          ,0,          ,0,          ,, $79.00 , $18.84 
028561,,,,1,OR,10,Picea pungens 'Waldbrunn'                                   ,Waldbrunn Dwarf Blue Spruce                                 ,CON,con,02,2011, $12.55 ,,,,014949063958,106,0,0,          ,0,          ,0,          ,, $11.50 , $1.05 
028565,,,,5,OR,5,Picea pungens 'Waldbrunn'                                   ,Waldbrunn Dwarf Blue Spruce                                 ,CON,CON,02,2011, $46.73 ,,,,014949273197,5,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
06578MPT,,,,10 Squat PT,OR,2,Pinus densiflora 'Umbraculifera Compacta'                   ,Compact Tanyosho Pine                                       ,CON,CON,05,    , $129.26 ,,,,014949657874,3,0,0,          ,0,          ,0,          ,, $101.00 , $28.26 
065555,,,,5,OR,5,Pinus leucodermis                                           ,Bosnian Pine                                                ,CON,con,04,    , $30.73 ,,,,014949655559,6,6,6,05/15/15  ,0,          ,0,          ,, $25.50 , $5.23 
01940M,,,,10 Squat,OR,2,Pinus monophylla                                            ,Singleleaf Pinyon                                           ,CON,CON,05,    , $107.84 ,,,,014949041352,28,0,0,          ,0,          ,0,          ,, $89.00 , $18.84 
049095,,,,5,OR,5,Pinus mugo 'Big Tuna                                        ,Big Tuna Mugo Pine                                          ,CON,con,02,2012, $28.73 ,,,,014949267189,5,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
049572,,,,2,OR,5,Pinus mugo 'Jakobsen'                                       ,Jakobsen Mugo Pine                                          ,CON,CON,03,2012, $21.62 ,,,,014949272992,26,26,26,05/01/15  ,0,          ,0,          ,, $19.00 , $2.62 
06545M,,,,10 Squat,OR,2,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,CON,02,    , $65.34 ,,,,014949654569,10,0,0,          ,0,          ,0,          ,, $46.50 , $18.84 
065452,,,,2,OR,5,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,CON,02,    , $20.12 ,,,,014949654521,227,0,0,          ,0,          ,0,          ,, $17.50 , $2.62 
065453,,,,3,OR,5,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,CON,02,    , $25.69 ,,,,014949654538,14,14,14,01/01/15  ,0,          ,0,          ,, $21.50 , $4.19 
065455,,,,5,OR,5,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,CON,02,    , $28.73 ,,,,014949654552,52,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
06545UT,,,,LittleOne,OR,16,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,con,02,    , $5.58 ,,,,014949069226,6,0,0,          ,0,          ,0,          ,, $4.80 , $0.78 
06545MNT,,,,10 Squat Natural,OR,2,Pinus mugo pumilio  Natural                                        ,Dwarf Mugo Pine   Natural                                     ,CON,CON,02,    , $65.34 ,,,,014949654583,19,0,0,          ,0,          ,0,          ,, $46.50 , $18.84 
065465,,,,5,OR,5,Pinus nigra                                                 ,Austrian Pine                                               ,CON,CON,04,    , $27.23 ,,,,014949654651,30,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
025685,,,,5,OR,5,Pinus parviflora 'Blue Angel',Blue Angel White Pine                                       ,CON,CON,04,    , $46.73 ,,,,014949052747,5,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
046425,,,,5,OR,5,Pinus parviflora 'Glauca Nana'                              ,Dwarf Japanese White Pine                                   ,CON,CON,04,    , $46.73 ,,,,014949240861,0,5,5,05/15/15  ,0,          ,0,          ,, $41.50 , $5.23 
065485,,,,5,OR,5,Pinus strobus                                               ,Eastern White Pine                                          ,CON,con,03,    , $30.73 ,,,,014949654859,7,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
065561,,,,1,OR,10,Pinus strobus 'Fastigiata'                                  ,Columnar Eastern White Pine                                 ,CON,con,03,    , $12.55 ,,,,014949655610,494,0,0,          ,0,          ,0,          ,, $11.50 , $1.05 
065565,,,,5,OR,5,Pinus strobus 'Fastigiata'                                  ,Columnar Eastern White Pine                                 ,CON,CON,03,    , $46.73 ,,,,014949655658,30,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
049605,,,,5,OR,5,Pinus strobus 'Tiny Kurls'                                  ,Tiny Kurls Eastern White Pine                               ,CON,CON,03,2013, $46.73 ,,,,014949342800,10,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
065525,,,,5,OR,5,Pinus sylvestris 'French Blue'                              ,French Blue Scotch Pine                                     ,CON,CON,02,    , $30.73 ,,,,014949655252,191,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
0655224BX,,,,"24"" Box",OR,0,Pinus sylvestris 'French Blue'                              ,French Blue Scotch Pine                                     ,CON,CON,02,    , $280.93 ,,,,014949350645,1,0,0,          ,0,          ,0,          ,, $185.00 , $95.93 
065665,,,,5,OR,5,Pinus thunbergii Majestic Beauty®                 ,Majestic Beauty®  Japanese Black Pine,CON,CON,05,    , $46.73 ,,,,014949656655,8,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
035142,,,,2,OR,5,Podocarpus alpinus 'Blue Gem'                               ,Blue Gem Alpine Plum Yew                                    ,CON,con,07,2011, $15.12 ,,,,014949205921,452,0,0,          ,0,          ,0,          ,, $12.50 , $2.62 
035142ST,,,,2 ST,OR,5,Podocarpus alpinus 'Blue Gem'                               ,Blue Gem Alpine Plum Yew                                    ,CON,CON,07,2011, $18.62 ,,,,014949233030,628,0,0,          ,0,          ,0,          ,, $16.00 , $2.62 
