Item,Early Ship,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
035145,,,,5,OR,5,Podocarpus alpinus 'Blue Gem'                               ,Blue Gem Alpine Plum Yew                                    ,CON,CON,07,2011, $24.48 ,,,,014949232194,353,0,0,          ,0,          ,0,          ,, $19.25 , $5.23 
035112,,,,2,OR,5,Podocarpus lawrencei 'Blue Treasure'                        ,Blue Treasure Mountain Plum Pine                            ,CON,CON,07,2012, $15.12 ,,,,014949205884,515,0,0,          ,0,          ,0,          ,, $12.50 , $2.62 
035162ST,,,,2 ST,OR,5,Podocarpus lawrencii 'Purple King'                          ,Purple King Mountain Plum Pine                              ,CON,CON,07,2010, $18.62 ,,,,014949233047,139,0,0,          ,0,          ,0,          ,, $16.00 , $2.62 
070867,,,,7,OR,2,Sequoiadendron giganteum 'Pendulum'                         ,Weeping Giant Sequoia                                       ,CON,CON,06,    , $114.08 ,,,,014949708675,1,0,0,          ,0,          ,0,          ,, $101.00 , $13.08 
050115,,,,5,OR,5,Taxodium distichum 'Peve Minaret'                           ,Peve Minaret Dwarf Bald Cypress                             ,CON,con,05,2012, $46.73 ,,,,014949268803,50,0,0,          ,0,          ,0,          ,, $41.50 , $5.23 
072391,,,,1,OR,10,Taxus cuspidata 'Capitata'                                  ,Capitata Yew                                                ,CON,con,04,    , $8.80 ,,,,014949785713,0,342,342,05/01/15  ,0,          ,0,          ,, $7.75 , $1.05 
072395,,,,5,OR,5,Taxus cuspidata 'Capitata'                                  ,Capitata Yew                                                ,CON,CON,04,    , $27.23 ,,,,014949785751,15,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
072341,,,,1,OR,10,Taxus cuspidata Emerald Spreader®,Emerald Spreader®  Japanese Yew,CON,CON,04,    , $8.55 ,,,,014949723418,0,11040,5117,05/01/15  ,5923,06/01/15  ,0,          ,, $7.50 , $1.05 
072342,,,,2,OR,5,Taxus cuspidata Emerald Spreader®,Emerald Spreader®  Japanese Yew,CON,CON,04,    , $17.62 ,,,,014949723425,0,57,57,06/01/15  ,0,          ,0,          ,, $15.00 , $2.62 
072345,,,,5,OR,5,Taxus cuspidata Emerald Spreader®,Emerald Spreader®  Japanese Yew,CON,CON,04,    , $27.23 ,,,,014949723456,21,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
012402,,,,2,OR,5,Taxus x media 'Berryhillii'                                 ,Berryhill Yew                                               ,CON,CON,04,    , $18.62 ,,,,014949214138,162,162,162,09/01/14  ,0,          ,0,          ,, $16.00 , $2.62 
012405,,,,5,OR,5,Taxus x media 'Berryhillii'                                 ,Berryhill Yew                                               ,CON,CON,04,    , $27.23 ,,,,014949024669,1,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
072305,,,,5,OR,5,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,CON,CON,04,    , $27.23 ,,,,014949723050,6,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
072325,,,,5,OR,5,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,CON,CON,04,    , $27.23 ,,,,014949723258,19,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
07233M,,,,10 Squat,OR,2,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON,CON,04,    , $65.34 ,,,,014949723388,4,4,4,05/01/15  ,0,          ,0,          ,, $46.50 , $18.84 
072332,,,,2,OR,5,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON,CON,04,    , $19.12 ,,,,014949723326,27,27,27,09/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
028851,,,,1,OR,10,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,CON,CON,04,2012, $9.55 ,,,,014949065112,278,413,413,05/15/15  ,0,          ,0,          ,, $8.50 , $1.05 
028852,,,,2,OR,5,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,CON,CON,04,2012, $20.12 ,,,,014949065136,0,39,39,05/15/15  ,0,          ,0,          ,, $17.50 , $2.62 
012591,,,,1,GA,10,Thuja  'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,con,04,    ,,, $8.41 ,,014949025154,19,0,0,          ,0,          ,0,          ,, $7.75 , $0.66 
01259M,,,,10 Squat,OR,2,Thuja  'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,CON,04,    , $73.84 ,,,,014949071977,15,0,0,          ,0,          ,0,          ,, $55.00 , $18.84 
012599,,,,15,OR,1,Thuja  'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,CON,04,    , $108.16 ,, $101.26 ,,014949025185,1,0,0,          ,0,          ,0,          ,, $82.00 , $26.16 
012595,,,,5,OR,5,Thuja  'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,CON,04,    , $27.23 ,, $25.32 ,,014949025161,38,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
012597,,,,7,GA,2,Thuja  'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,CON,04,    ,,, $57.41 ,,014949025178,13,13,13,05/15/15  ,0,          ,0,          ,, $48.00 , $9.41 
055142,,,,2,OR,5,Thuja Ember Waves™,Ember Waves™  Western Arborvitae,CON,con,05,2014, $17.37 ,,,,014949343326,268,268,268,09/01/14  ,0,          ,0,          ,, $14.75 , $2.62 
087051,,,,1,OR,10,Thuja koraiensis                                            ,Korean Arborvitae                                           ,CON,con,05,2011, $7.30 ,,,,014949051467,90,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
087055,,,,5,OR,5,Thuja koraiensis                                            ,Korean Arborvitae                                           ,CON,CON,05,2011, $27.23 ,,,,014949051474,43,86,43,10/01/14  ,43,01/01/15  ,0,          ,, $22.00 , $5.23 
073061,,,,1,OR,10,Thuja occidentalis 'Brandon'                                ,Brandon's Arborvitae                                        ,CON,con,03,    , $7.30 ,,,,014949730614,741,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
073065,,,,5,OR,5,Thuja occidentalis 'Brandon'                                ,Brandon's Arborvitae                                        ,CON,CON,03,    , $27.23 ,,,,014949730652,24,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
072941,,,,1,OR,10,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,CON,CON,04,    , $7.30 ,,,,014949729410,350,708,358,09/01/14  ,350,10/01/14  ,0,          ,, $6.25 , $1.05 
072942,,,,2,OR,5,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,CON,CON,04,    , $16.62 ,,,,014949729427,87,0,0,          ,0,          ,0,          ,, $14.00 , $2.62 
072945,,,,5,OR,5,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,CON,CON,04,    , $27.23 ,,,,014949729458,88,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
07281M,,,,10 Squat,OR,2,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,CON,03,    , $73.84 ,,,,014949048054,0,2,2,05/12/15  ,0,          ,0,          ,, $55.00 , $18.84 
072815,,,,5,OR,5,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,CON,03,    , $27.23 ,, $25.32 ,,014949728154,85,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
073011,,,,1,OR,10,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,CON,CON,04,    , $7.30 ,,,,014949730119,174,174,174,05/15/15  ,0,          ,0,          ,, $6.25 , $1.05 
07301M,,,,10 Squat,OR,2,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,CON,CON,04,    , $79.84 ,,,,014949730188,109,0,0,          ,0,          ,0,          ,, $61.00 , $18.84 
073019,,,,15,OR,1,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,CON,con,04,    , $105.16 ,,,,014949730195,20,0,0,          ,0,          ,0,          ,, $79.00 , $26.16 
073012,,,,2,OR,5,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,CON,CON,04,    , $16.87 ,,,,014949730126,115,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
073013,,,,3,CT,5,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,CON,CON,04,    ,,,, $16.79 ,014949730133,0,1495,1495,06/01/15  ,0,          ,0,          ,, $15.25 , $1.54 
073015,,,,5,OR,5,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,CON,CON,04,    , $27.23 ,,,,014949730157,938,938,938,01/01/15  ,0,          ,0,          ,, $22.00 , $5.23 
072835PT,,,,5 PT,CA,2,Thuja occidentalis 'Filiformis'                             ,Weeping Threadleaf Arborvitae                               ,CON,CON,04,    ,, $67.19 ,,,014949728352,0,2,2,04/01/15  ,0,          ,0,          ,, $59.00 , $8.19 
047442,,,,2,CT,5,Thuja occidentalis Fire Chief™,Fire Chief™  Globe Arborvitae,CON,CON,04,2011,,,, $15.61 ,014949255841,5,0,0,          ,0,          ,0,          ,, $14.50 , $1.11 
047441,,,,1,OR,10,Thuja occidentalis 'Fire Chief'™,Fire Chief™  Globe Arborvitae,CON,con,04,2011, $8.05 ,,,,014949353639,7,0,0,          ,0,          ,0,          ,, $7.00 , $1.05 
072861,,,,1,OR,10,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON,CON,04,    , $7.30 ,,,,014949728611,152,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
072862,,,,2,OR,5,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON,CON,04,    , $16.87 ,,,,014949728628,69,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
072865,,,,5,OR,5,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON,CON,04,    , $27.23 ,,,,014949728659,43,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
055972,,,,2,OR,5,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON,CON,03,2013, $16.87 ,,,,014949287156,51,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
072922,,,,2,OR,5,Thuja occidentalis 'Hetz Midget'                            ,Hetz Midget Arborvitae                                      ,CON,CON,03,    , $16.87 ,,,,014949729229,39,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
072925,,,,5,OR,5,Thuja occidentalis 'Hetz Midget'                            ,Hetz Midget Arborvitae                                      ,CON,CON,03,    , $27.23 ,,,,014949729267,142,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
072932,,,,2,OR,5,Thuja occidentalis 'Holmstrup'                              ,Holmstrup Eastern Arborvitae                                ,CON,CON,03,    , $16.87 ,,,,014949729328,1,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
072935,,,,5,OR,5,Thuja occidentalis 'Holmstrup'                              ,Holmstrup Eastern Arborvitae                                ,CON,CON,03,    , $27.23 ,,,,014949729359,0,96,96,05/01/15  ,0,          ,0,          ,, $22.00 , $5.23 
053932,,,,2,CT,5,Thuja occidentalis 'Janed Gold' ,Janed Gold Highlights™  Arborvitae,CON,CON,05,2014,,,, * ,014949357842,0,92,92,09/01/14  ,0,          ,0,          ,, * , $1.11 
053933,,,,3,CT,5,Thuja occidentalis 'Janed Gold' ,Janed Gold Highlights™  Arborvitae,CON,CON,05,2014,,,, $19.04 ,014949409701,0,2,2,09/01/14  ,0,          ,0,          ,, $17.50 , $1.54 
053935,,,,5,CT,5,Thuja occidentalis 'Janed Gold' ,Janed Gold Highlights™  Arborvitae,CON,CON,05,2014,,,, $26.55 ,014949348710,30,795,795,06/15/15  ,0,          ,0,          ,, $23.50 , $3.05 
072871,,,,1,OR,10,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,CON,03,    , $7.30 ,,,,014949728710,10,10,10,05/01/15  ,0,          ,0,          ,, $6.25 , $1.05 
072872,,,,2,OR,5,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,CON,03,    , $16.87 ,,,,014949728727,19,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
072875,,,,5,OR,5,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,CON,03,    , $27.23 ,,,,014949728758,10,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
022171,,,,1,OR,10,Thuja occidentalis Mr. Bowling Ball™ ,Mr. Bowling Ball™  Arborvitae,CON,con,03,2010, $8.05 ,,,,014949359914,21,0,0,          ,0,          ,0,          ,, $7.00 , $1.05 
022175,,,,5,OR,5,Thuja occidentalis Mr. Bowling Ball™              ,Mr. Bowling Ball™  Arborvitae,CON,CON,03,2010, $28.73 ,,, $26.55 ,014949250419,91,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
075052S,,,,Super 2,OR,5,Thuja occidentalis 'North Pole'™,North Pole™  Arborvitae,CON,con,03,2013, $20.49 ,,,,014949337318,19,0,0,          ,0,          ,0,          ,, $17.00 , $3.49 
075057,,,,7,CT,2,Thuja occidentalis North Pole™                  ,North Pole™  Arborvitae,CON,CON,03,2013,,,, $49.54 ,014949409787,0,102,102,09/01/14  ,0,          ,0,          ,, $45.50 , $4.04 
075053S,,,,Super 3,CT,5,Thuja occidentalis North Pole™                  ,North Pole™  Arborvitae,CON,CON,03,2013,,,, $18.79 ,014949412336,21,0,0,          ,0,          ,0,          ,, $17.25 , $1.54 
406972,,,,2,CT,5,Thuja occidentalis Pancake™,Pancake™  Arborvitae,CON,CON,04,    ,,,, $16.61 ,014949399200,12,0,0,          ,0,          ,0,          ,, $15.50 , $1.11 
072891,,,,1,OR,10,Thuja occidentalis 'Rheingold'                              ,Rheingold Arborvitae                                        ,CON,CON,04,    , $7.30 ,,,,014949728918,16,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
072892,,,,2,OR,5,Thuja occidentalis 'Rheingold'                              ,Rheingold Arborvitae                                        ,CON,CON,04,    , $16.87 ,,, $12.61 ,014949728925,16,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
073055,,,,5,OR,5,Thuja occidentalis 'Rushmore'                               ,Rushmore Arborvitae                                         ,CON,CON,04,    , $27.23 ,,,,014949730850,104,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
406982,,,,2,CT,5,Thuja occidentalis 'Starkie's Gold'                         ,Starkie's Gold Arborvitae                                   ,CON,CON,03,    ,,,, $14.36 ,014949399231,18,0,0,          ,0,          ,0,          ,, $13.25 , $1.11 
406992,,,,2,CT,5,Thuja occidentalis 'Wansdyke Silver'                        ,Wansdyke Silver Arborvitae                                  ,CON,CON,03,    ,,,, $12.61 ,014949399279,201,0,0,          ,0,          ,0,          ,, $11.50 , $1.11 
07291M,,,,10 Squat,OR,2,Thuja occidentalis 'Yellow Ribbon'                          ,Yellow Ribbon Arborvitae                                    ,CON,CON,03,    , $73.84 ,,,,014949729182,36,0,0,          ,0,          ,0,          ,, $55.00 , $18.84 
072915,,,,5,OR,5,Thuja occidentalis 'Yellow Ribbon'                          ,Yellow Ribbon Arborvitae                                    ,CON,CON,03,    , $27.23 ,,,,014949729151,72,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
072905,,,,5,CA,5,Thuja orientalis 'Aurea Nana'                               ,Dwarf Golden Arborvitae                                     ,CON,CON,06,    ,, $27.46 ,,,014949729052,18,0,0,          ,0,          ,0,          ,, $22.00 , $5.46 
073152,,,,2,CA,5,Thuja orientalis 'Westmont'                                 ,Westmont Arborvitae                                         ,CON,CON,06,    ,, $16.98 ,,,014949731529,46,0,0,          ,0,          ,0,          ,, $14.25 , $2.73 
073155,,,,5,CA,5,Thuja orientalis 'Westmont'                                 ,Westmont Arborvitae                                         ,CON,CON,06,    ,, $27.46 ,,,014949731550,129,0,0,          ,0,          ,0,          ,, $22.00 , $5.46 
090762,,,,2,CT,5,Thuja plicata 'Daniellow' ,Daniellow Golden Spire Arborvitae                           ,CON,CON,04,2014,,,, $15.36 ,014949409794,0,305,305,10/01/14  ,0,          ,0,          ,, $14.25 , $1.11 
090765,,,,5,CT,5,Thuja plicata 'Daniellow' ,Daniellow Golden Spire Arborvitae                           ,CON,CON,04,2014,,,, * ,014949250426,7,516,516,06/15/15  ,0,          ,0,          ,, * , $3.05 
03119M,,,,10 Squat,OR,2,Thuja plicata 'Green Sport'                                 ,Green Sport Western Red Cedar                               ,CON,CON,05,    , $73.84 ,,,,014949072004,0,2,2,10/01/14  ,0,          ,0,          ,, $55.00 , $18.84 
031195,,,,5,OR,5,Thuja plicata 'Green Sport'                                 ,Green Sport Western Red Cedar                               ,CON,CON,05,    , $27.23 ,,,,014949071991,27,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
019441,,,,1,OR,10,Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON,CON,05,    , $7.30 ,,,,014949017463,358,358,358,05/15/15  ,0,          ,0,          ,, $6.25 , $1.05 
019442,,,,2,OR,5,Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON,CON,05,    , $16.87 ,,,,014949017470,36,36,36,05/15/15  ,0,          ,0,          ,, $14.25 , $2.62 
019451,,,,1,OR,10,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,CON,con,05,    , $7.30 ,,,,014949103845,200,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
01945M,,,,10 Squat,OR,2,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,CON,CON,05,    , $73.84 ,,,,014949240762,6,0,0,          ,0,          ,0,          ,, $55.00 , $18.84 
019455,,,,5,OR,5,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,CON,CON,05,    , $27.23 ,,,,014949017593,0,3,3,05/15/15  ,0,          ,0,          ,, $22.00 , $5.23 
034055,,,,5,OR,5,Thujopsis dolobrata 'Nana'                                  ,False Hiba Cedar                                            ,CON,CON,05,2011, $28.73 ,,,,014949250433,279,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
073265,,,,5,OR,5,Tsuga canadensis                                            ,Canadian Hemlock                                            ,CON,CON,04,    , $28.73 ,,,,014949732656,178,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
07343M,,,,10 Squat,OR,2,Tsuga canadensis Emerald Fountain®,Emerald Fountain®  Canadian Hemlock,CON,CON,04,    , $81.84 ,,,,014949007099,33,0,0,          ,0,          ,0,          ,, $63.00 , $18.84 
073435,,,,5,OR,5,Tsuga canadensis Emerald Fountain®,Emerald Fountain®  Canadian Hemlock,CON,CON,04,    , $35.23 ,,,,014949734353,62,0,0,          ,0,          ,0,          ,, $30.00 , $5.23 
051322,,,,2,OR,5,Tsuga canadensis Golden Duchess™ ,Golden Duchess™  Eastern Hemlock,CON,CON,04,2014, $19.37 ,,,,014949273104,38,0,0,          ,0,          ,0,          ,, $16.75 , $2.62 
051325,,,,5,OR,5,Tsuga canadensis Golden Duchess™ ,Golden Duchess™  Eastern Hemlock,CON,CON,04,2014, $36.73 ,,,,014949273081,7,0,0,          ,0,          ,0,          ,, $31.50 , $5.23 
073285,,,,5,OR,5,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON,con,04,    , $51.73 ,,,,014949732854,1,0,0,          ,0,          ,0,          ,, $46.50 , $5.23 
073287,,,,7,OR,2,Tsuga canadensis Sargent's 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON,CON,04,    , $88.08 ,,,,014949732878,103,0,0,          ,0,          ,0,          ,, $75.00 , $13.08 
