Loc,Item,Description,Botanical Name,Common Name,,,,,,,,,,,,,,,,,
GA,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
GA,038775,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,,,,,,,,,,,,,,,,,
GA,041961,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,,,,,,,,,,,,,,,,,
GA,041967,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,,,,,,,,,,,,,,,,,
GA,023757,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,,,,,,,,,,,,,,,,,
GA,042072,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,,,,,,,,,,,,,,,,,
GA,007445,HYD MAC VARIEGATA,Hydrangea macrophylla 'Variegata'                           ,Variegated Hydrangea                                        ,,,,,,,,,,,,,,,,,
GA,007447,HYD MAC VARIEGATA,Hydrangea macrophylla 'Variegata'                           ,Variegated Hydrangea                                        ,,,,,,,,,,,,,,,,,
GA,080962S,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,,,,,,,,,,,,,,,,,
GA,074621S,HYPERICUM SUNNY BLVD TM P20045,"Hypericum 'Deppe' P.P. #20,045, C.B.R.A.F.                  ",Sunny Boulevard™  St. John's Wort,,,,,,,,,,,,,,,,,
GA,074622S,HYPERICUM SUNNY BLVD TM P20045,"Hypericum 'Deppe' P.P. #20,045, C.B.R.A.F.                  ",Sunny Boulevard™  St. John's Wort,,,,,,,,,,,,,,,,,
GA,044007,ILEX COR DWARF BURFORD,Ilex cornuta 'Dwarf Burford'                                ,Dwarf Burford Holly                                         ,,,,,,,,,,,,,,,,,
GA,007497,ILEX COR NEEDLEPOINT,Ilex cornuta 'Needlepoint'                                  ,Needlepoint Holly                                           ,,,,,,,,,,,,,,,,,
GA,044507,ILEX CREN COMPACTA,Ilex crenata 'Compacta'                                     ,Compact Japanese Holly                                      ,,,,,,,,,,,,,,,,,
GA,044903,ILEX CREN HELLERI,Ilex crenata 'Helleri'                                      ,Heller's Japanese Holly                                     ,,,,,,,,,,,,,,,,,
GA,044939,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,,,,,,,,,,,,,,,,,
GA,007592,ILEX CREN SOFT TOUCH,Ilex crenata 'Soft Touch'                                   ,Soft Touch Compact Holly                                    ,,,,,,,,,,,,,,,,,
GA,007593,ILEX CREN SOFT TOUCH,Ilex crenata 'Soft Touch'                                   ,Soft Touch Compact Holly                                    ,,,,,,,,,,,,,,,,,
GA,092652,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,,,,,,,,,,,,,,,,,
GA,007869TR,ILEX X ATTENUATA SAVANNAH,Ilex x attenuata 'Savannah'                                 ,Savannah Holly                                              ,,,,,,,,,,,,,,,,,
GA,045125,ILEX X BERRI-MAGIC R CHINA,Ilex x meserveae 'Mesdob' & 'Mesog'                         ,Berri-Magic®  China Holly Combination,,,,,,,,,,,,,,,,,
GA,045205,ILEX X CHINA BOY R,Ilex x meserveae 'Mesdob'                                   ,China Boy®  Holly,,,,,,,,,,,,,,,,,
GA,045243,ILEX X CHINA GIRL R,Ilex x meserveae 'Mesog'                                    ,China Girl®  Holly,,,,,,,,,,,,,,,,,
GA,045307,ILEX X NELLIE R STEVENS,Ilex x 'Nellie R. Stevens'                                  ,Nellie R. Stevens Holly                                     ,,,,,,,,,,,,,,,,,
GA,045309,ILEX X NELLIE R STEVENS,Ilex x 'Nellie R. Stevens'                                  ,Nellie R. Stevens Holly                                     ,,,,,,,,,,,,,,,,,
