Loc,Item,Description,Botanical Name,Common Name,,,,,,,,,,,,,,,,,
GA,04530X,ILEX X NELLIE R STEVENS,Ilex x 'Nellie R. Stevens'                                  ,Nellie R. Stevens Holly                                     ,,,,,,,,,,,,,,,,,
GA,007947,ILEX X OAK LEAF TM P9487,Ilex x 'Conaf' P.P.# 9487                                   ,Oak Leaf™  Red Holly,,,,,,,,,,,,,,,,,
GA,019655,ILEX X RED BEAUTY R PP14750,Ilex x 'Rutzan' P.P.# 14750                                 ,Red Beauty®  Holly,,,,,,,,,,,,,,,,,
GA,007987,ILLICIUM PARVIFLORUM,Illicium parviflorum                                        ,Yellow Anise Tree                                           ,,,,,,,,,,,,,,,,,
GA,007989,ILLICIUM PARVIFLORUM,Illicium parviflorum                                        ,Yellow Anise Tree                                           ,,,,,,,,,,,,,,,,,
GA,008121,JASMINUM NUDIFLORUM,Jasminum nudiflorum                                         ,Winter Jasmine                                              ,,,,,,,,,,,,,,,,,
GA,008123,JASMINUM NUDIFLORUM,Jasminum nudiflorum                                         ,Winter Jasmine                                              ,,,,,,,,,,,,,,,,,
GA,046877,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,,,,,,,,,,,,,,,,,
GA,04687M,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,,,,,,,,,,,,,,,,,
GA,047509SP,JUN C HETZII COLUMN,Juniperus chinensis 'Hetzii Columnaris'                     ,Green Columnar Juniper                                      ,,,,,,,,,,,,,,,,,
GA,049103,JUN CON BLUE PACIFIC,Juniperus conferta 'Blue Pacific'                           ,Blue Pacific Shore Juniper                                  ,,,,,,,,,,,,,,,,,
GA,049901,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,,,,,,,,,,,,,,,,,
GA,050905,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,,,,,,,,,,,,,,,,,
GA,054145,JUN V GREY OWL,Juniperus virginiana 'Grey Owl'                             ,Grey Owl Juniper                                            ,,,,,,,,,,,,,,,,,
GA,054705,LAG CATAWBA,Lagerstroemia indica 'Catawba'                              ,Catawba Crape Myrtle                                        ,,,,,,,,,,,,,,,,,
GA,054709BH,LAG CATAWBA,Lagerstroemia indica 'Catawba'                              ,Catawba Crape Myrtle                                        ,,,,,,,,,,,,,,,,,
GA,008792,LAG CHICKASAW,Lagerstroemia indica x fauriei 'Chickasaw'                  ,Chickasaw Crape Myrtle                                      ,,,,,,,,,,,,,,,,,
GA,008865,LAG DYNAMITE R P10296,Lagerstroemia indica 'Whit II' P.P.# 10296                  ,Dynamite®  Crape Myrtle,,,,,,,,,,,,,,,,,
GA,008869BH,LAG DYNAMITE R P10296,Lagerstroemia indica 'Whit II' P.P.# 10296                  ,Dynamite®  Crape Myrtle,,,,,,,,,,,,,,,,,
GA,008895,LAG MUSKOGEE,Lagerstroemia indica x fauriei 'Muskogee'                   ,Muskogee Crape Myrtle                                       ,,,,,,,,,,,,,,,,,
GA,008995,LAG NATCHEZ,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,,,,,,,,,,,,,,,,,
GA,008997,LAG NATCHEZ,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,,,,,,,,,,,,,,,,,
GA,00899X,LAG NATCHEZ,Lagerstroemia indica x fauriei 'Natchez'                    ,Natchez Crape Myrtle                                        ,,,,,,,,,,,,,,,,,
GA,404392,LAG VIOLET FILLI PP14267,"Lagerstroemia indica 'Violet Filli' PP #14,267              ",Violet Filli Crape Myrtle                                   ,,,,,,,,,,,,,,,,,
GA,056355,LAG X TONTO,Lagerstroemi (indica {{#215}} fauriei) 'Tonto'              ,Tonto Crape Myrtle                                          ,,,,,,,,,,,,,,,,,
GA,054575,LAG X ZUNI,Lagerstroemia indica x fauriei 'Zuni'                       ,Zuni Crape Myrtle                                           ,,,,,,,,,,,,,,,,,
GA,056641,LANTANA CAM MARY ANN,Lantana 'Mary Ann'                                          ,Mary Ann Lantana                                            ,,,,,,,,,,,,,,,,,
GA,056841,LANTANA CAM MISS HUFF,Lantana camara 'Miss Huff'                                  ,Miss Huff Hardy Lantana                                     ,,,,,,,,,,,,,,,,,
GA,05684UT,LANTANA CAM MISS HUFF,Lantana camara 'Miss Huff'                                  ,Miss Huff Hardy Lantana                                     ,,,,,,,,,,,,,,,,,
GA,009131,LANTANA CAM MOZELLE,Lantana camara 'Mozelle'                                    ,Mozelle Lantana                                             ,,,,,,,,,,,,,,,,,
GA,056631,LANTANA CHAPEL HILL YLW P19548,"Lantana 'Chapel Hill Yellow' P.P.# 19,548                   ",Chapel Hill Yellow Lantana                                  ,,,,,,,,,,,,,,,,,
GA,056631SPT,LANTANA CHAPEL HILL YLW P19548,"Lantana 'Chapel Hill Yellow' P.P.# 19,548                   ",Chapel Hill Yellow Lantana                                  ,,,,,,,,,,,,,,,,,
GA,009091,LANTANA NEW GOLD,Lantana x 'New Gold'                                        ,New Gold Lantana                                            ,,,,,,,,,,,,,,,,,
GA,057231,LANTANA S LAVENDER SWIRL R,Lantana sellowiana 'Monswee'                                ,Lavender Swirl®  Trailing Lantana,,,,,,,,,,,,,,,,,
GA,057231SPT,LANTANA S LAVENDER SWIRL R,Lantana sellowiana 'Monswee'                                ,Lavender Swirl®  Trailing Lantana,,,,,,,,,,,,,,,,,
GA,057203PT,LANTANA TANGERINE TM,Lantana x 'Mone'                                            ,Tangerine™  Spreading Lantana,,,,,,,,,,,,,,,,,
GA,024461,LANTANA TEENIE GENIE R PP17612,"Lantana camara 'Monike' P.P. #17,612                        ",Teenie Genie®  Compact Lantana,,,,,,,,,,,,,,,,,
GA,009197,LIGUSTRUM JAP RECURVIFOLIUM,Ligustrum japonicum 'Recurvifolium'                         ,Curled-Leaf Privet                                          ,,,,,,,,,,,,,,,,,
GA,058209BH,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,,,,,,,,,,,,,,,,,
GA,036541,LIRIOPE EMRLD GODDESS R P15471,Liriope muscari 'Love Potion No. 13' P.P.# 15471            ,Emerald Goddess®  Lilyturf,,,,,,,,,,,,,,,,,
GA,009661,LIRIOPE MUSCARI AZTEC GRASS,Liriope muscari 'Aztec Grass'                               ,Aztec Grass                                                 ,,,,,,,,,,,,,,,,,
GA,00966UT,LIRIOPE MUSCARI AZTEC GRASS,Liriope muscari 'Aztec Grass'                               ,Aztec Grass                                                 ,,,,,,,,,,,,,,,,,
GA,058851,LIRIOPE MUSCARI MAJESTIC,Liriope muscari 'Majestic'                                  ,Majestic Lilyturf                                           ,,,,,,,,,,,,,,,,,
GA,009761,LIRIOPE MUSCARI MONROE'S WHITE,Liriope muscari 'Monroe's White'                            ,Monroe's White Lilyturf                                     ,,,,,,,,,,,,,,,,,
GA,009791,LIRIOPE MUSCARI VARIEGATA,Liriope muscari 'Variegata'                                 ,Variegated Lilyturf                                         ,,,,,,,,,,,,,,,,,
GA,058921,LIRIOPE SPICATA SILVER DRAGON,Liriope spicata 'Silver Dragon'                             ,Silver Dragon Lilyturf                                      ,,,,,,,,,,,,,,,,,
GA,05892UT,LIRIOPE SPICATA SILVER DRAGON,Liriope spicata 'Silver Dragon'                             ,Silver Dragon Lilyturf                                      ,,,,,,,,,,,,,,,,,
GA,058995,LONICERA X GOLDFLAME,Lonicera x heckrottii 'Goldflame'                           ,Goldflame Honeysuckle                                       ,,,,,,,,,,,,,,,,,
GA,040963,LORO C DARUMA,Loropetalum chinense var. rubrum 'Daruma'                   ,Daruma Chinese Fringe Flower                                ,,,,,,,,,,,,,,,,,
GA,037425,LORO C EVER RED R,Loropetalum chinense 'Chang Nian Hong'                      ,Ever Red®  Fringe Flower,,,,,,,,,,,,,,,,,
GA,059191,LORO C SIZZLING PINK,Loropetalum chinense 'Sizzling Pink'                        ,Sizzling Pink Fringe Flower                                 ,,,,,,,,,,,,,,,,,
GA,059192,LORO C SIZZLING PINK,Loropetalum chinense 'Sizzling Pink'                        ,Sizzling Pink Fringe Flower                                 ,,,,,,,,,,,,,,,,,
GA,059195PT,LORO C SIZZLING PINK,Loropetalum chinense 'Sizzling Pink'                        ,Sizzling Pink Fringe Flower                                 ,,,,,,,,,,,,,,,,,
GA,009932,LORO C SUZANNE,Loropetalum chinense 'Suzanne'                              ,Suzanne Fringe Flower                                       ,,,,,,,,,,,,,,,,,
GA,009933,LORO C SUZANNE,Loropetalum chinense 'Suzanne'                              ,Suzanne Fringe Flower                                       ,,,,,,,,,,,,,,,,,
GA,060439,MAG G BRACKENS BROWN BEAUTY,Magnolia grandiflora 'Bracken's Brown Beauty'               ,Bracken's Brown Beauty Magnolia                             ,,,,,,,,,,,,,,,,,
GA,010039,MAG G GREENBACK TM P9243,Magnolia grandiflora 'MGTIG' P.P.# 9243                     ,Greenback™  Southern Magnolia,,,,,,,,,,,,,,,,,
GA,060901,MAHONIA BEALEI,Mahonia japonica 'Bealei'                                   ,Leatherleaf Mahonia                                         ,,,,,,,,,,,,,,,,,
GA,060925,MAHONIA FORTUNEI,Mahonia fortunei                                            ,Chinese Mahonia                                             ,,,,,,,,,,,,,,,,,
GA,061192,MAN PNK PRFT R P11787-P6300547,"Mandevilla x amabilis 'Rita Marie Green' P.P. #11,787, UP #6",Pink Parfait®  Mandevilla,,,,,,,,,,,,,,,,,
GA,061245ST,MAN RED RIDING HOOD,Mandevilla sanderi 'Red Riding Hood'                        ,Red Riding Hood Mandevilla                                  ,,,,,,,,,,,,,,,,,
GA,057085,MAN SUN PAR R GIANT PNK P15202,"Mandevilla 'Sunmandecos' P.P.# 15,202                       ",Sun Parasol®  Giant Pink Mandevilla,,,,,,,,,,,,,,,,,
GA,061235,MAN SUN PAR R GNT CRIM P17736,"Mandevilla x 'Sunmandecrikin' P.P.# 17,736                  ",Sun Parasol®  Giant Crimson Mandevilla,,,,,,,,,,,,,,,,,
GA,061295,MAN TANGO TWIRL R P14290,"Mandevilla x amabilis 'Monrey' P.P. #14,290                 ",Tango Twirl®  Mandevilla,,,,,,,,,,,,,,,,,
GA,061821,MONARDA JACOB CLINE,Monarda didyma 'Jacob Cline'                                ,Jacob Cline Bee Balm                                        ,,,,,,,,,,,,,,,,,
GA,062231,NAND DOM FIREPOWER,Nandina domestica 'Firepower'                               ,Firepower Heavenly Bamboo                                   ,,,,,,,,,,,,,,,,,
GA,062232,NAND DOM FIREPOWER,Nandina domestica 'Firepower'                               ,Firepower Heavenly Bamboo                                   ,,,,,,,,,,,,,,,,,
GA,062123,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,,,,,,,,,,,,,,,,,
GA,063111,OPHIOPOGON EBONY KNIGHT TM,Ophiopogon planiscapus 'Ebknizam'                           ,Ebony Knight™  Mondo Grass,,,,,,,,,,,,,,,,,
GA,06311UT,OPHIOPOGON EBONY KNIGHT TM,Ophiopogon planiscapus 'Ebknizam'                           ,Ebony Knight™  Mondo Grass,,,,,,,,,,,,,,,,,
GA,063121,OPHIOPOGON JAPONICUS NANUS,Ophiopogon japonicus 'Nanus'                                ,Dwarf Mondo Grass                                           ,,,,,,,,,,,,,,,,,
GA,063655,PALM-CHAMAEROPS HUMILIS,Chamaerops humilis                                          ,Mediterranean Fan Palm                                      ,,,,,,,,,,,,,,,,,
GA,063775,PALM-DIOON EDULE,Dioon edule                                                 ,Chesnut Dioon                                               ,,,,,,,,,,,,,,,,,
GA,063605,PALM-TRACHYCARPUS FORTUNEI,Trachycarpus fortunei                                       ,Windmill Palm                                               ,,,,,,,,,,,,,,,,,
GA,058671,PAVONIA LASA TEXAS ROCK ROSE,Pavonia lasiopetala                                         ,Texas Rock Rose                                             ,,,,,,,,,,,,,,,,,
GA,064211,PEROVSKIA ATRIPLICIFOLIA,Perovskia atriplicifolia                                    ,Russian Sage                                                ,,,,,,,,,,,,,,,,,
GA,065875,PITT TOB CREAM DE MINT TM,Pittosporum tobira 'Shima'                                  ,Cream De Mint™  Dwarf Mock Orange,,,,,,,,,,,,,,,,,
GA,065955,PITT TOB VARIEGATUM,Pittosporum tobira 'Variegatum'                             ,Variegated Japanese Mock Orange                             ,,,,,,,,,,,,,,,,,
GA,066002,PITT TOB WHEELERS DWARF,Pittosporum tobira 'Wheeler's Dwarf'                        ,Wheeler's Dwarf Japanese Mock Orange                        ,,,,,,,,,,,,,,,,,
GA,066005,PITT TOB WHEELERS DWARF,Pittosporum tobira 'Wheeler's Dwarf'                        ,Wheeler's Dwarf Japanese Mock Orange                        ,,,,,,,,,,,,,,,,,
GA,066361,PLUMBAGO WHITE CAPE R PP13953,Plumbago auriculata 'Monite' P.P.# 13953                    ,White Cape®  Plumbago,,,,,,,,,,,,,,,,,
GA,071982,PODOCARPUS MACRO PRINGILII,Podocarpus macrophyllus 'Pringle's Dwarf'                   ,Pringles Dwarf Podocarpus                                   ,,,,,,,,,,,,,,,,,
GA,071985,PODOCARPUS MACRO PRINGILII,Podocarpus macrophyllus 'Pringle's Dwarf'                   ,Pringles Dwarf Podocarpus                                   ,,,,,,,,,,,,,,,,,
GA,039825,PYRACANTHA X SLVRLNG TM P15517,Pyracantha x 'Cadvar' P.P.# 15517                           ,Silver Lining™  Pyracantha,,,,,,,,,,,,,,,,,
GA,064941,RHAPH ELEANOR TABER TM P9398,Rhaphiolepis indica 'Conor' P.P# 9398                       ,Eleanor Taber™  Indian Hawthorn,,,,,,,,,,,,,,,,,
GA,064947,RHAPH ELEANOR TABER TM P9398,Rhaphiolepis indica 'Conor' P.P# 9398                       ,Eleanor Taber™  Indian Hawthorn,,,,,,,,,,,,,,,,,
GA,011221,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,,,,,,,,,,,,,,,,,
GA,011223,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,,,,,,,,,,,,,,,,,
GA,011227,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,,,,,,,,,,,,,,,,,
GA,046751,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,,,,,,,,,,,,,,,,
GA,046752,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,,,,,,,,,,,,,,,,
GA,046753,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,,,,,,,,,,,,,,,,
GA,098572S,ROSA DRIFT R SWEET PP21612,"Rosa 'Meiswetdom' P.P. #21,612                              ",Sweet Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
GA,036312,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,,,,,,,,,,,,,,,,,
GA,042825,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,,,,,,,,,,,,,,,,,
GA,030905,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,,,,,,,,,,,,,,,,,
GA,030905PT,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,,,,,,,,,,,,,,,,,
GA,011625,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,,,,,,,,,,,,,,,,,
GA,011625PT,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,,,,,,,,,,,,,,,,,
GA,022152S,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,,,,,,,,,,,,,,,,,
GA,022153S,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,,,,,,,,,,,,,,,,,
GA,022155,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,,,,,,,,,,,,,,,,,
GA,089102,ROSA SUNROSA TM SOFT PINK,Rosa x 'Soft Pink'                                          ,Sunrosa™  Soft Pink Shrub Rose,,,,,,,,,,,,,,,,,
GA,098583,ROSA WHITE OUT TM PP20273,"Rosa x 'Radwhite' PP #20,273                                ",White Out™  Rose,,,,,,,,,,,,,,,,,
GA,070151,ROSA-CL-BANKSIAE ALBA PLENA,Rosa banksiae 'Alba Plena'                                  ,White Lady Banks Climbing Rose                              ,,,,,,,,,,,,,,,,,
GA,070205,ROSA-CL-BANKSIAE LUTEA,Rosa banksiae 'Lutea'                                       ,Yellow Lady Banks Climbing Rose                             ,,,,,,,,,,,,,,,,,
GA,06269UT,ROSMARINUS BLUE SPIRES,Rosmarinus officinalis 'Blue Spires'                        ,Blue Spires Rosemary                                        ,,,,,,,,,,,,,,,,,
GA,025961,RUBUS CALYCINOIDES,Rubus calycinoides                                          ,Creeping Bramble                                            ,,,,,,,,,,,,,,,,,
GA,011691,RUDBECKIA HIR INDIAN SUMMER,Rudbeckia hirta 'Indian Summer'                             ,Indian Summer Black-Eyed Susan                              ,,,,,,,,,,,,,,,,,
GA,070271,RUELLIA KATIE,Ruellia brittoniana 'Katie'                                 ,Dwarf Katie Ruellia                                         ,,,,,,,,,,,,,,,,,
GA,034921,SALVIA GAUR BLACK & BLUE,Salvia guaranitica 'Black and Blue'                         ,Black And Blue Sage                                         ,,,,,,,,,,,,,,,,,
GA,068421,SALVIA WENDY'S WISH PP21889,"Salvia hybrida 'Wendy's Wish' P.P.#21,889                   ",Wendy's Wish Sage                                           ,,,,,,,,,,,,,,,,,
GA,070971,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,,,,,,,,,,,,,,,
GA,071661,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,,,,,,,,,,,,,,,,,
GA,065021,SEDUM DASYPHYLLUM MAJOR,Sedum dasyphyllum 'Major'                                   ,Corsican Stonecrop                                          ,,,,,,,,,,,,,,,,,
GA,06987UT,SEDUM TETRACTINUM CORAL REEF,Sedum tetractinum 'Coral Reef'                              ,Chinese Sedum                                               ,,,,,,,,,,,,,,,,,
GA,07073UT,SEDUM TRICOLOR,Sedum spurium 'Tricolor'                                    ,Variegated Stonecrop                                        ,,,,,,,,,,,,,,,,,
GA,065611,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,,,,,,,,,,,,,,,,,
GA,011881,SETCREASEA PALLIDA,Setcreasea pallida                                          ,Purple Heart                                                ,,,,,,,,,,,,,,,,,
GA,011011,SISYRINCHIUM ANG BLUE NOTE TM,Sisyrinchium angustifolium                                  ,Blue Note™  Blue-Eyed Grass,,,,,,,,,,,,,,,,,
GA,011891,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,,,,,,,,,,,,,,,,,
GA,065641,STOKESIA LAEVIS COLORWHEEL,Stokesia laevis 'Color Wheel'                               ,Color Wheel Stokes' Aster                                   ,,,,,,,,,,,,,,,,,
GA,01259X,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,,,,,,,,,,,,,,,,,
GA,072815,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,,,,,,,,,,,,,,,,,
GA,015222,THUJA OC SHERWOOD MOSS,Thuja occidentalis 'Sherwood Moss'                          ,Sherwood Moss Arborvitae                                    ,,,,,,,,,,,,,,,,,
GA,039751,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,,,,,,,,,,,,,,,,,
GA,039752,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,,,,,,,,,,,,,,,,,
GA,039755PT,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,,,,,,,,,,,,,,,,,
GA,070051ST,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,,,,,,,,,,,,,,,,,
GA,409241,VERB ENDURASCP TM DRK PRL PPAF,Verbena hybrida 'Balendakle' P.P.A.F.                       ,Endurascape™  Purple Verbena,,,,,,,,,,,,,,,,,
GA,409221,VERB ENDURASCP TM RED PPAF,Verbena hybrida 'Balendred' P.P.A.F.                        ,Endurascape™  Red Verbena,,,,,,,,,,,,,,,,,
GA,073461,VERBENA X PURPLE SPREADER TM,Verbena canadensis 'Homestead Purple'                       ,Purple Spreader™  Garden Verbena,,,,,,,,,,,,,,,,,
GA,074759,VIB AWABUKI CHINDO,Viburnum awabuki 'Chindo'                                   ,Chindo Sweet Viburnum                                       ,,,,,,,,,,,,,,,,,
GA,092675,VIB OBOVATUM WHORLED CLASS,Viburnum obovatum 'Whorled Class'                           ,Whorled Class Viburnum                                      ,,,,,,,,,,,,,,,,,
GA,075105,VIB OPULUS STERILE,Viburnum opulus 'Sterile'                                   ,Eastern Snowball                                            ,,,,,,,,,,,,,,,,,
GA,076005,VIB TINUS COMPACTUM,Viburnum tinus 'Compactum'                                  ,Spring Bouquet Laurustinus                                  ,,,,,,,,,,,,,,,,,
GA,076815,WISTERIA FRU AMETHYST FALLS,Wisteria frutescens 'Amethyst Falls'                        ,Amethyst Falls American Wisteria                            ,,,,,,,,,,,,,,,,,
GA,017345,WISTERIA MAC BLUE MOON,Wisteria macrostachya 'Blue Moon'                           ,Blue Moon Kentucky Wisteria                                 ,,,,,,,,,,,,,,,,,
GA,076855,WISTERIA SINENSIS,Wisteria sinensis                                           ,Chinese Wisteria                                            ,,,,,,,,,,,,,,,,,
