,,,Future Plant Availability,,,,,,,,,,,,,,,,,,
,,,For:10/13/14  6:38:24   ,,,,,,,,,,,,,,,,,,
,,,Spring 2015         ,,,,,,,,,,,,,,,,,,
OPRPJ038RA,Rep#:  600009,"Bradley, Craig",,,,,,,,,,,,,,,,,,,
Loc,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
CT,048163,#3,HYD QUER RUBY SLIPPERS,Hydrangea quercifolia 'Ruby Slippers'                       ,Ruby Slippers Oakleaf Hydrangea                             ,Hydrangea,DCS,05,, 19.25 ,ATTRACTIVE FOLIAGE,"16"" H - 19""S", 65 , 5 , 65 ,     ,          ,     ,          ,     ,          
OR,042045,#5,HYD QUER SNOWFLAKE,Hydrangea quercifolia 'Brido'                               ,Snowflake™  Oakleaf Hydrangea,Hydrangea,DCS,05,, 23.50 ,LIGHT BUDS,"18""H - 18""S", 28 , 5 , 28 ,     ,          ,     ,          ,     ,          
OR,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,-,12''H - 10''S,     , 10 , 93 ,     ,          ,     ,          ,     ,          
CA,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,-,"8""H - 12""S",     , 10 , 138 ,     ,          ,     ,          ,     ,          
GA,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,,"8""H - 8""S", 18 , 10 ,     , 74 ,11/01/14  ,     ,          ,     ,          
OR,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,-,12''H - 12''S,     , 5 , 358 ,     ,          ,     ,          ,     ,          
GA,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,,"10""H - 12""S", 10 , 5 ,     , 10 ,05/15/15  ,     ,          ,     ,          
OR,056482,#2,HYD SERRATA CHIRI-SAN SUE (DH),Hydrangea serrata 'Chiri-san Sue'                           ,Chiri-san Sue Mountain Hydrangea                            ,Hydrangea,DCS,07,HIN, 16.50 ,,, 30 , 5 ,     , 30 ,04/15/15  ,     ,          ,     ,          
CA,065381,#1,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St John's Wort                                   ,Deciduous sumr flower'g shrub,DCS,05,BHC, 8.50 ,-,"10""H - 8""S", 5 , 10 ,     , 35 ,03/01/15  ,     ,          ,     ,          
CA,065382,#2,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St John's Wort                                   ,Deciduous sumr flower'g shrub,DCS,05,BHC, 14.50 ,,, 8 , 5 ,     , 8 ,03/01/15  ,     ,          ,     ,          
OR,080892S,SuperTwo,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,-,"12""H - 12""S",     , 5 , 3 ,     ,          ,     ,          ,     ,          
CA,080892S,SuperTwo,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,,"10""H - 12""S",     , 5 ,     , 209 ,03/01/15  ,     ,          ,     ,          
OR,089972S,SuperTwo,ILEX CREN PATTI O TM,                                                            ,                                                            ,Ilex,EVS,06,PW, 16.50 ,,, 30 , 5 ,     , 30 ,05/01/15  ,     ,          ,     ,          
GA,074915,#5,ILEX CREN SKY POINTER PP20049,"Ilex crenata 'Farrowone' P.P. #20,049                       ",Sky Pointer™  Japanese Holly,Ilex,EVS,06,PW, 22.50 ,,"28""H", 87 , 5 ,     , 87 ,06/15/15  , 304 ,05/01/15  ,     ,          
GA,09265MSP,#10 Squat SPIRAL,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG, 108.00 ,,"54""H", 19 , 2 ,     , 19 ,06/01/15  ,     ,          ,     ,          
CA,092652,#2,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG, 17.00 ,-,"18""H - 10""S",     , 5 ,     , 700 ,04/01/15  ,     ,          ,     ,          
CT,074933S,Super 3,ILEX VERT BERRY NICE R,Ilex verticillata 'Spriber'                                 ,Berry Nice®  Winterberry Holly,Deciduous fall/winter interest,DCS,03,PW, 14.75 ,-,"23"" H X 16"" S",     , 5 , 195 ,     ,          ,     ,          ,     ,          
OR,086345,#5,ILEX VERT BERRY POPPINS R,Ilex verticillata 'FarrowBPop' P.P.A.F.                     ,Berry Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 22.00 ,,, 10 , 5 ,     , 10 ,06/01/15  ,     ,          ,     ,          
OR,086342S,SuperTwo,ILEX VERT BERRY POPPINS R,Ilex verticillata 'FarrowBPop' P.P.A.F.                     ,Berry Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 16.50 ,LIGHT BERRIES,16''H - 10''S, 15 , 5 , 15 ,     ,          ,     ,          ,     ,          
OR,086355,#5,ILEX VERT MR POPPINS R,Ilex verticillata 'FarrowMP' P.P.A.F.                       ,Mr. Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 22.00 ,,, 15 , 5 ,     , 15 ,06/01/15  ,     ,          ,     ,          
OR,086352S,SuperTwo,ILEX VERT MR POPPINS R,Ilex verticillata 'FarrowMP' P.P.A.F.                       ,Mr. Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 16.50 ,-,16''H - 10''S, 10 , 5 , 73 ,     ,          ,     ,          ,     ,          
OR,074955,#5,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,Ilex,EVS,05,PW, 24.50 ,-,"21""H - 15""S",     , 5 ,     , 359 ,06/01/15  ,     ,          ,     ,          
CT,074957,#7,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,Ilex,EVS,05,PW, 35.50 ,,, 29 , 2 ,     , 29 ,05/15/15  ,     ,          ,     ,          
CT,074953S,Super 3,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,Ilex,EVS,05,PW, 19.25 ,,, 60 , 5 , 60 , 60 ,05/01/15  ,     ,          ,     ,          
CT,074943S,Super 3,ILEX X CASTLE WALL TM PP14308,"Ilex x meserveae 'Heckenstar' P.P. #14,308                  ",Castle Wall™  Blue Holly,Ilex,EVS,05,PW, 19.25 ,,, 30 , 5 , 30 , 30 ,04/15/15  ,     ,          ,     ,          
OR,021091,#1,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,Ilex,EVS,05,GCN, 8.50 ,-,10''H - 8''S, 40 , 10 , 40 ,     ,          ,     ,          ,     ,          
OR,093182,#2,KIRENGESHOMA PALMATA,Kirengeshoma palmata                                        ,Yellow Wax Bells                                            ,Mid/late tall flowering,PRN,05,HIN, 14.25 ,-,CAN FULL, 4 , 5 ,     , 4 ,04/01/15  ,     ,          ,     ,          
GA,097862S,SuperTwo,LAG BERRY DAZZLE R PP22161,                                                            ,                                                            ,Lagerstroemia,DCS,06,MCC, 17.00 ,,, 20 , 5 ,     , 20 ,06/15/15  ,     ,          ,     ,          
GA,040705,#5,LAG RASPBERRY DAZZLE R PP17216,"Lagerstroemia 'Gamad II' P.P.# 17,216                       ",Raspberry Dazzle®  Crape Myrtle,Lagerstroemia,DCS,06,MCC, 23.50 ,,"15""S", 81 , 5 ,     , 81 ,05/15/15  ,     ,          ,     ,          
GA,404372,#2,LAG RED FILLI PP14353,Lagerstroemia indica 'Red Filli'                            ,Red Filli Crape Myrtle                                      ,Lagerstroemia,DCS,04,FFF, 15.75 ,,, 26 , 5 ,     , 26 ,06/15/15  ,     ,          ,     ,          
GA,404392,#2,LAG VIOLET FILLI PP14267,"Lagerstroemia indica 'Violet Filli' PP #14,267              ",Violet Filli Crape Myrtle                                   ,Lagerstroemia,DCS,05,FFF, 15.75 ,,, 26 , 5 ,     , 26 ,06/15/15  ,     ,          ,     ,          
CT,077191,#1,LAVAN ANG SILVER EDGE PP13091,"Lavandula angustifolia 'Walvera' P.P.#13,091                ",Silver Edge Variegated Lavender                             ,Early spring border flowering,PRN,05,, 5.50 ,ATTRACTIVE FOLIAGE,,     , 10 , 92 ,     ,          ,     ,          ,     ,          
OR,074231,#1,LAVAN INT RIVERINA TM THOMAS,Lavandula intermedia 'Riverina Thomas'                      ,Riverina Thomas French Lavender                             ,Mid spring border flowering,PRN,05,PPP, 6.75 ,-,, 18 , 10 , 18 , 18 ,05/01/15  ,     ,          ,     ,          
OR,086691,#1,LAVAN PEN WITH LOVE TM PP22709,"Lavandula stoechas ssp. pedunculata 'Bentley' P.P. #22,709  ",With Love™  Lavender,Mid spring border flowering,PRN,06,PPP, 6.75 ,BUDS & BLOOMS,,     , 10 , 124 , 196 ,06/01/15  ," 2,025 ",05/01/15  ,     ,          
OR,068221,#1,LAVANDULA ANG MELISSA LILAC,Lavandula angustifolia 'Dow4'                               ,Melissa Lilac Lavender                                      ,Early spring border flowering,PRN,05,DNL, 6.75 ,-,, 10 , 10 ,     , 10 ,05/01/15  ,     ,          ,     ,          
CT,068221,#1,LAVANDULA ANG MELISSA LILAC,Lavandula angustifolia 'Dow4'                               ,Melissa Lilac Lavender                                      ,Early spring border flowering,PRN,05,DNL, 6.75 ,,,     , 10 ,     , 355 ,05/01/15  ,     ,          ,     ,          
CA,088871,#1,LAVANDULA STO SILVER ANOUK,Lavandula stoechas 'Silver Anouk' P.P.# 20068               ,Silver Anouk Spanish Lavender                               ,Early spring border flowering,PRN,06,, 5.50 ,-,"4""H- 5""S",     , 10 , 53 , 53 ,03/01/15  ,     ,          ,     ,          
CA,068181,#1,LAVANDULA STO X VIR RGL SPLNDR,Lavandula 'Regal Splendour'                                 ,Regal Splendour Lavender                                    ,Early spring border flowering,PRN,07,DNL, 5.50 ,-,6''H - 8''S,     , 10 ,     , 69 ,03/01/15  ,     ,          ,     ,          
CA,068182,#2,LAVANDULA STO X VIR RGL SPLNDR,Lavandula 'Regal Splendour'                                 ,Regal Splendour Lavender                                    ,Early spring border flowering,PRN,07,DNL, 15.00 ,-,"8""H - 10""S",     , 5 ,     , 120 ,04/01/15  ,     ,          ,     ,          
CT,072511,#1,LOBELIA X SPE RUSSIAN PRINCESS,Lobelia x speciosa 'Russian Princess'                       ,Russian Princess Lobelia                                    ,Mid spring border flowering,PRN,04,, 5.50 ,,,     , 10 ,     , 422 ,05/01/15  ,     ,          ,     ,          
CT,087561S,SuperOne TM,LONICERA NITIDA OPHELIA TM,"Lonicera nitida 'Brilliame' P.P. #20,761                    ",Ophelia™  Honeysuckle,Hardy vine,VIN,05,, 8.50 ,-,,     , 10 , 116 ,     ,          ,     ,          ,     ,          
OR,084391,#1 STAKED,LONICERA PCHES & CREAM PP21839,"Lonicera periclymenum 'Inov 86' P.P.#21,839                 ",Peaches and Cream Honeysuckle                               ,Hardy vine,VIN,04,BHC, 8.00 ,-,FULL STK, 13 , 10 ,     , 13 ,05/01/15  ,     ,          ,     ,          
CT,084392,#2,LONICERA PCHES & CREAM PP21839,"Lonicera periclymenum 'Inov 86' P.P.#21,839                 ",Peaches and Cream Honeysuckle                               ,Hardy vine,VIN,04,BHC, 13.25 ,,, 25 , 5 ,     , 29 ,05/01/15  ,     ,          ,     ,          
GA,040963,#3,LORO C DARUMA,                                                            ,                                                            ,Evergreen early flower'g shrub,EVS,07,, 17.75 ,,,     , 5 , 56 ,     ,          ,     ,          ,     ,          
CT,086373S,Super 3,LYCIUM BARB BIG LIFEBERRY R,Lycium barbarum 'SMNDBL' P.P.A.F.                           ,Big Lifeberry®  Goji Berry,Edible berries/fruit,DCS,05,PW, 17.25 ,FULL BERRIES,"24""",     , 5 , 19 ,     ,          ,     ,          ,     ,          
GA,039739,#15,MAG G KAY PARRIS,Magnolia grandiflora 'Kay Parris'                           ,Kay Parris Magnolia                                         ,Evergreen shade tree,TRE,06,, 100.00 ,,"72""H", 4 , 1 ,     , 4 ,05/15/15  ,     ,          ,     ,          
GA,020109,#15,MAG G TEDDY BEAR R PP13049,Magnolia grandiflora 'Southern Charm' P.P.# 13049           ,Teddy Bear®  Southern Magnolia,Evergreen shade tree,TRE,07,HSS, 100.00 ,,"66""H", 14 , 1 ,     , 15 ,11/01/14  ,     ,          ,     ,          
CA,059595TR,#5 TREE,MAG X FELIX JURY PPAF,Magnolia x 'Felix Jury' P.P.A.F.                            ,Felix Jury Magnolia                                         ,Temperate flowering tree,TRE,05,ATI, 42.50 ,-,"50""H", 2 , 2 ,     , 2 ,01/01/15  ,     ,          ,     ,          
OR,059597TR,#7 TREE,MAG X FELIX JURY PPAF,Magnolia x 'Felix Jury' P.P.A.F.                            ,Felix Jury Magnolia                                         ,Temperate flowering tree,TRE,05,ATI, 76.00 ,-,"80""H", 2 , 2 , 2 ,     ,          ,     ,          ,     ,          
OR,036655,#5,MAHONIA X CHARITY,Mahonia x media 'Charity'                                   ,Charity Mahonia                                             ,Evergreen large shrub/hedge,EVS,07,, 26.50 ,-,18''H - 15''S, 12 , 5 , 12 ,     ,          ,     ,          ,     ,          
OR,053585,#5,MAHONIA X MED LIONEL FORTESCUE,Mahonia x media 'Lionel Fortescue'                          ,Lionel Fortescue Mahonia                                    ,Evergreen large shrub/hedge,EVS,05,HIN, 26.50 ,-,40''H - 24''S, 6 , 5 ,     , 6 ,04/15/15  , 21 ,04/15/15  ,     ,          
CA,06109MT,#10 Tall TREE,MALUS X ANNA APPLE,Malus domestica 'Anna'                                      ,Anna Apple                                                  ,Edible berries/fruit,TRE,05,, 48.50 ,-,"58""H - 24""S", 5 ,     , 25 , 25 ,02/01/15  ,     ,          ,     ,          
CA,05895MT,#10 Tall TREE,MALUS X FUJI APPLE,Malus domestica Fuji                                        ,Fuji Apple                                                  ,Edible berries/fruit,TRE,04,, 48.50 ,-,"60""H - 20""S", 4 ,     ,     , 4 ,02/01/15  ,     ,          ,     ,          
CT,058957ES,#7 ESPALIER,MALUS X FUJI APPLE,Malus domestica Fuji                                        ,Fuji Apple                                                  ,Edible berries/fruit,TRE,04,, 56.00 ,,, 4 , 2 , 4 ,     ,          ,     ,          ,     ,          
CA,06105MT,#10 Tall TREE,MALUS X GRANNY SMITH APPLE,Malus x domestica 'Granny Smith'                            ,Granny Smith Apple                                          ,Edible berries/fruit,TRE,05,, 48.50 ,-,"66""H - 24""S", 1 ,     ,     , 1 ,02/01/15  ,     ,          ,     ,          
CA,05898MT,#10 Tall TREE,MALUS X HONEYCRISP TM APPLE,Malus x 'MN 1711'                                           ,Honeycrisp™  Apple,Edible berries/fruit,TRE,04,OLD, 48.50 ,-,"66""H - 24""S", 3 ,     , 3 , 3 ,02/01/15  ,     ,          ,     ,          
CA,05896MT,#10 Tall TREE,MALUS X RED DELICIOUS APPLE,Malus x domestica 'Red Delicious'                           ,Red Delicious Apple                                         ,Edible berries/fruit,TRE,04,, 48.50 ,-,"64""H - 24""S", 2 ,     , 2 , 2 ,02/01/15  ,     ,          ,     ,          
OR,036165,#5,METASEQUOIA G OGON GOLD RUSH,Metasequoia glyptostroboides 'Gold Rush'                    ,Gold Rush Dawn Redwood                                      ,Temperate conifer,CON,03,, 27.50 ,-,"58""H", 10 , 5 , 10 ,     ,          ,     ,          ,     ,          
CT,068481,#1,OENOTHERA FREM SHIMMER PP19663,Oenothera fremontii 'Shimmer' P.P.# 19663                   ,Shimmer Evening Primrose                                    ,Mid spring border flowering,PRN,04,PHI, 4.90 ,,,     , 10 ,     , 804 ,04/01/15  , 887 ,05/15/15  ,     ,          
OR,055661,#1,OPHIOPOGON FORMOSANUM,Ophiopogon formosanum                                       ,Taiwan Mondo Grass                                          ,Grass-like plant,GRS,07,HIN, 5.25 ,,,     , 10 , 57 , 57 ,03/01/15  ,     ,          ,     ,          
CA,047085,#5,PAEONIA ITOH KEIKO TM (PK D D),Paeonia (Intersectional hybrid) x 'Pink Double Dandy'       ,Keiko™ (Adored) Itoh Peony,Paeonia,PRN,04,DRS, 42.50 ,-,5  EYES, 10 , 5 ,     , 64 ,12/31/14  ,     ,          ,     ,          
CA,052605,#5,PAEONIA ITOH MISAKA TM PP22192,"Paeonia (Intersectional hybrid) x 'Smith Opus 1' P.P.# 22,19",Misaka™  (Beautiful Blossom) Itoh Peony,Paeonia,PRN,04,DRS, 42.50 ,-,5 EYES, 16 , 5 ,     , 16 ,12/31/14  ,     ,          ,     ,          
OR,019585,#5,PAEONIA ITOH SING IN THE RAIN,Paeonia x (Itoh) 'Singing in the Rain'                      ,Singing in the Rain Itoh Peony                              ,Paeonia,PRN,04,, 42.50 ,,, 8 , 5 ,     , 8 ,03/01/15  ,     ,          ,     ,          
CA,052595,#5,PAEONIA ITOH TAKARA TM PP22374,"Paeonia (Intersectional hybrid) x 'Smith Opus 2' P.P. #22,37",Takara™  (Treasure) Itoh Peony,Paeonia,PRN,04,DRS, 42.50 ,-,5 EYES, 18 , 5 ,     , 18 ,12/31/14  ,     ,          ,     ,          
OR,047075,#5,PAEONIA ITOH YUMI TM (YLW),Paeonia (Intersectional hybrid) x 'Yellow Doodle Dandy'     ,Yumi™  (Beauty) Itoh Peony,Paeonia,PRN,04,DRS, 42.50 ,CUT BACK,5  EYES, 10 , 5 ,     , 11 ,03/01/15  ,     ,          ,     ,          
OR,062722,#2,PAEONIA TENUIFOLIA EARLY SCOUT,Paeonia x 'Early Scout'                                     ,Early Scout Fernleaf Peony                                  ,Paeonia,PRN,03,, 19.50 ,-,, 5 , 5 ,     , 5 ,03/01/15  ,     ,          ,     ,          
OR,081631,#1,PENSTEMON X MEX CARILLO PURPLE,Penstemon x mexicali 'Carillo Purple'                       ,Carillo Purple Beardtongue                                  ,Mid spring interm. flowering,PRN,05,, 6.35 ,,, 11 , 10 ,     , 11 ,04/01/15  ,     ,          ,     ,          
OR,067781,#1,PENSTEMON X PIKES PEAK PURPL R,Penstemon x mexicali Pikes Peak Purple® ,Pikes Peak Purple®  Penstemon,Mid spring interm. flowering,PRN,04,PLC, 6.35 ,-,CAN FULL,     , 10 ,     , 285 ,06/01/15  ,     ,          ,     ,          
OR,066811,#1,PENSTEMON X PRETTY PETTICOAT,Penstemon x 'Pretty Petticoat'                              ,Pretty Petticoat Beardtongue                                ,Mid spring interm. flowering,PRN,04,, 4.90 ,CUT BACK,CAN FULL,     , 10 , 395 ,     ,          ,     ,          ,     ,          
CT,405141,#1,PEROVSKIA ATR PEEK-A-BLUE PPAF,Perovskia atriplicifolia 'Peek-A-Blue'                      ,Peek-A-Blue Russian Sage                                    ,Mid/late tall flowering,PRN,04,, 4.90 ,,,     , 10 ,     , 236 ,01/01/15  ,     ,          ,     ,          
OR,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,-,,     , 10 , 363 , 363 ,04/01/15  ,     ,          ,     ,          
CA,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,BUDS & BLOOMS,"8""H-8""S",     , 10 , 124 , 124 ,04/01/15  ,     ,          ,     ,          
CT,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,,,     , 10 ,     , 756 ,05/15/15  ,     ,          ,     ,          
GA,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,,, 40 , 10 ,     , 40 ,04/15/15  ,     ,          ,     ,          
OR,043411,#1,PHLOMIS FRUTICOSA,Phlomis fruticosa                                           ,Jerusalem Sage                                              ,Mid/late border flowering,PRN,06,, 5.50 ,-,.,     , 10 , 82 ,     ,          ,     ,          ,     ,          
OR,043412,#2,PHLOMIS FRUTICOSA,Phlomis fruticosa                                           ,Jerusalem Sage                                              ,Mid/late border flowering,PRN,06,, 12.25 ,-,,     , 5 , 137 ,     ,          ,     ,          ,     ,          
GA,00710UT,LittleOne,PHLOX P LILAC FLAME R PP11802,"Phlox paniculata 'Barten' P.P.#11,802                       ",Lilac Flame®  Dwarf Garden Phlox,Mid spring interm. flowering,PRN,04,Y, 3.10 ,,CAN FULL, 11 , 16 ,     , 11 ,05/01/15  , 157 ,01/01/15  ,     ,          
GA,04619UT,LittleOne,PHLOX P PINK FLAME R PP11804,"Phlox paniculata 'Bartwelve' P.P.# 11,804 C.P.B.R. 1094     ",Flame®  Pink Dwarf Garden Phlox,Mid spring interm. flowering,PRN,04,Y, 3.10 ,,CAN FULL, 34 , 16 ,     , 34 ,05/15/15  ,     ,          ,     ,          
GA,00725UT,LittleOne,PHLOX P WHITE FLAME R PP16259,"Phlox paniculata ''Bartwentynine' P.P.#16,259               ",White Flame®  Dwarf Garden Phlox,Mid spring interm. flowering,PRN,04,Y, 3.10 ,,CAN FULL, 17 , 16 ,     , 17 ,05/15/15  ,     ,          ,     ,          
OR,085861,#1,PHYGELIUS CAPENSIS MAGENTA,Phygelius capensis 'Magenta'                                ,Magenta Cape Fuchsia                                        ,Mid/late interm. flowering,PRN,07,, 5.75 ,-,,     , 10 , 586 , 896 ,04/01/15  ,     ,          ,     ,          
CA,079391,#1,PHYGELIUS CHERRY RIPE PPAF,"Phygelius 'Blacher' P.P.# 17,948                            ",Cherry Ripe Cape Fuchsia                                    ,Mid/late interm. flowering,PRN,07,Y, 5.75 ,,, 40 , 10 ,     , 288 ,04/01/15  ,     ,          ,     ,          
CT,405253,#3,PHYSOCARPUS AMBER JUBILEE PPAF,Physocarpus opulifolius 'Jefam' PPAF                        ,First Editions®  Amber Jubilee®  Ninebark,Deciduous shrub/hedge,DCS,02,BNI, 17.00 ,-,"26""T", 13 , 5 , 13 , 13 ,06/15/15  ,     ,          ,     ,          
OR,068262,#2,PHYSOCARPUS OPU DART'S GOLD,Physocarpus opulifolius 'Dart's Gold'                       ,Dart's Gold Ninebark                                        ,Deciduous shrub/hedge,DCS,03,, 14.25 ,-,12''H - 12''S, 55 , 5 , 97 ,     ,          , 444 ,05/14/15  ,     ,          
OR,068265,#5,PHYSOCARPUS OPU DART'S GOLD,Physocarpus opulifolius 'Dart's Gold'                       ,Dart's Gold Ninebark                                        ,Deciduous shrub/hedge,DCS,03,, 20.50 ,-,16''H - 15''S, 18 , 5 , 18 ,     ,          ,     ,          ,     ,          
GA,089985,#5,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,Deciduous shrub/hedge,DCS,03,PW, 24.00 ,,, 10 , 5 , 10 ,     ,          ,     ,          ,     ,          
CA,089982S,SuperTwo,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,Deciduous shrub/hedge,DCS,03,PW, 17.00 ,-,"15""H - 12""S", 5 , 5 ,     , 5 ,04/01/15  ,     ,          ,     ,          
OR,033275,#5,PICEA GL DENSATA WELLS' WEEPER,Picea glauca 'Wells' Weeper'                                ,Wells' Weeper Spruce                                        ,Picea,CON,02,, 41.50 ,-,"36""H-16""S", 2 , 5 , 2 ,     ,          ,     ,          ,     ,          
CT,036277,#7,PICEA GL PENDULA,                                                            ,                                                            ,Picea,CON,02,, 79.00 ,,,     , 2 ,     , 110 ,06/01/15  ,     ,          ,     ,          
OR,053345,#5,PICEA OMORIKA PENDULA BRUNS,Picea omorika 'Pendula Bruns'                               ,Bruns Weeping Serbian Spruce                                ,Picea,CON,04,, 41.50 ,-,"36""H",     , 5 ,     , 24 ,05/15/15  ,     ,          ,     ,          
OR,04761M,#10 Squat,PICEA OMORIKA SKY TRAILS,Picea omorika 'Sky Trails'                                  ,Sky Trails Serbian Spruce                                   ,Picea,CON,04,, 79.00 ,-,"44""H -21""S", 6 , 2 , 6 ,     ,          ,     ,          ,     ,          
OR,03843M,#10 Squat,PICEA PUN BABY BLUE EYES,Picea pungens 'Baby Blueeyes'                               ,Baby Blue Eyes Spruce                                       ,Picea,CON,02,, 79.00 ,-,"42""H", 2 , 2 , 2 ,     ,          ,     ,          ,     ,          
OR,03874M,#10 Squat,PICEA PUN SPARKLER R,Picea pungens var. glauca 'MonWal'                          ,Sparkler®  Colorado Blue Spruce,Picea,CON,02,, 79.00 ,-,"42""H - 21""S", 2 , 2 , 2 , 2 ,05/01/15  ,     ,          ,     ,          
OR,049512,#2,PIERIS J BROOKSIDE MINIATURE,Pieris japonica 'Brookside Miniature'                       ,Brookside Miniature Lily of the Valley                      ,Evergreen early flower'g shrub,EVS,06,, 16.50 ,-,"10""H - 15""S", 4 , 5 , 8 , 9 ,04/01/15  ,     ,          ,     ,          
CT,405292,#2,PIERIS J CAVATINE,Pieris japonica 'Cavatine'                                  ,Cavatine Pieris                                             ,Evergreen early flower'g shrub,EVS,05,, 14.00 ,,, 129 , 5 , 98 ,     ,          ,     ,          ,     ,          
CT,010763,#3,PIERIS J DOROTHY WYCOFF,Pieris japonica 'Dorothy Wycoff'                            ,Dorothy Wyckoff Pieris                                      ,Evergreen early flower'g shrub,EVS,05,, 21.50 ,,, 82 , 5 , 82 ,     ,          ,     ,          ,     ,          
CT,095693,#3,PIERIS J KATSURA PP15452,"Pieris japonica 'Katsura' P.P.# 15, 452                     ",Katsura Pieris                                              ,Evergreen early flower'g shrub,EVS,05,Y, 21.50 ,ATTRACTIVE FOLIAGE,, 25 , 5 , 25 , 25 ,05/15/15  ,     ,          ,     ,          
CT,012693,#3,PIERIS J PASSION,                                                            ,                                                            ,Evergreen early flower'g shrub,EVS,05,, 21.50 ,,, 25 , 5 ,     , 25 ,05/15/15  ,     ,          ,     ,          
OR,049491,#1,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,Evergreen early flower'g shrub,EVS,06,, 8.00 ,,"3""H - 5""S", 20 , 10 ,     , 862 ,04/01/15  ,     ,          ,     ,          
