Location,New Plant / Size,Item,Size,Plant Name,Common Name,CAT,Zone,2015 List Price,2015 NET PRICE,Casino Interior/Container,Casino Exterior,Early Spring,Mid Spring,Late Spring,Summer,ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND 
QTY READY DATE",DESCRIPTION / NOTES
CA,    ,036382,#2,ROSA FLOWER CARPET® PINK SUPREME P16276,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,15.50,13.95,,X,X,X,X,X,,2306," 6,279 ",04/15/15  ,Next generation of flower carpet rose
CA,    ,071602,#2,ROSA FLOWER CARPET® RED P11308,Flower Carpet®  Red Groundcover Rose,ROS,04,15.50,13.95,,X,X,X,X,X,,11597,,,REMEMBER ROSES OUT OF CALIFORNIA WILL BE IN COLOR FOR MOTHERS DAY **HINT HINT BUY FROM MONROVIA!**
CA,    ,036312,#2,ROSA FLOWER CARPET® SCARLET P17373,Flower Carpet®  Scarlet Groundcover Rose,ROS,05,15.50,13.95,,X,X,X,X,X,,5128,,,Next generation flower carpet rose
OR,    ,070212,#2,ROSA FLOWER CARPET® WHITE P9573,Flower Carpet®  White Groundcover Rose,ROS,05,15.50,13.95,,X,X,X,X,X,,437,     ,          ,
CA,    ,070212,#2,ROSA FLOWER CARPET® WHITE P9573,Flower Carpet®  White Groundcover Rose,ROS,05,15.50,13.95,,X,X,X,X,X,,33097,     ,          ,
CA,,077481S,SuperOne TM,ROSA HOME RUN® PINK PPAF,Home Run®  Pink Rose,ROS,04,10.00,9.00,,X,X,X,X,X,,1492,     ,          ,Nice retail size. Home Run Roses have large vibrant single flowers; very disease resistant dark green foliage. Gorgeous bright pink flowers
CA,,077482S,SuperTwo,ROSA HOME RUN® PINK PPAF,Home Run®  Pink Rose,ROS,04,16.50,14.85,,X,X,X,X,X,,237,     ,          ,
CA,,077491S,SuperOne TM,ROSA HOME RUN® RED PP18552,Home Run®  Red Rose,ROS,04,10.00,9.00,,X,X,X,X,X,,1801,     ,          ,Nice retail size. Home Run Roses have large vibrant single flowers; Very disease resistant dark green foliage.  Gorgeous stand out red flowers
OR,    ,042822S,SuperTwo,ROSA KNOCK OUT® DOUBLE PINK P18507,Pink Double Knock Out®  Rose,ROS,04,13.50,12.15,,X,X,X,X,X,,204,     ,          ,
CA,    ,042822S,SuperTwo,ROSA KNOCK OUT® DOUBLE PINK P18507,Pink Double Knock Out®  Rose,ROS,04,13.50,12.15,,X,X,X,X,X,,303,     ,          ,
CA,    ,030905,#5,ROSA KNOCK OUT® DOUBLE RED P16202,Double Knock Out®  Rose,ROS,04,17.75,15.98,,X,X,X,X,X,,, 10 ,04/15/15  ,
CA,    ,030905PT,#5 PATIO TREE,ROSA KNOCK OUT® DOUBLE RED P16202,Double Knock Out®  Rose,ROS,04,38.50,34.65,,X,X,X,X,X,,, 12 ,04/15/15  ,
OR,    ,011622S,SuperTwo,ROSA KNOCK OUT® RED P11836,Knock Out®  Shrub Rose,ROS,04,13.50,12.15,,X,X,X,X,X,,28,     ,          ,
CA,    ,011622S,SuperTwo,ROSA KNOCK OUT® RED P11836,Knock Out®  Shrub Rose,ROS,04,13.50,12.15,,X,X,X,X,X,,615,     ,          ,
CA,    ,011625,#5,ROSA KNOCK OUT® RED P11836,Knock Out®  Shrub Rose,ROS,04,17.75,15.98,,X,X,X,X,X,,, 99 ,04/15/15  ,
CA,    ,011625PT,#5 PATIO TREE,ROSA KNOCK OUT® RED P11836,Knock Out®  Shrub Rose,ROS,04,38.50,34.65,,X,X,X,X,X,,542, 123 ,04/15/15  ,
OR,    ,022152S,SuperTwo,ROSA KNOCK OUT® PINK P15070,Pink Knock Out®  Rose,ROS,04,13.50,12.15,,X,X,X,X,X,,36,     ,          ,
CA,    ,022152S,SuperTwo,ROSA KNOCK OUT® PINK P15070,Pink Knock Out®  Rose,ROS,04,13.50,12.15,,X,X,X,X,X,,213, 420 ,04/15/15  ,
CA,    ,022155,#5,ROSA KNOCK OUT® PINK P15070,Pink Knock Out®  Rose,ROS,04,17.75,15.98,,X,X,X,X,X,,51,,,
CA,    ,022155PT,#5 PATIO TREE,ROSA KNOCK OUT® PINK P15070,Pink Knock Out®  Rose,ROS,04,38.50,34.65,,X,X,X,X,X,,, 278 ,04/15/15  ,
CA,    ,028762PT,#2 PATIO TREE,ROSA LAVENDER SUNBLAZE® P11025,Lavender Sunblaze®  Miniature Rose,ROS,05,24.00,21.60,,X,X,X,X,X,,15,     ,          ,Cute summer flowering container tree
CA,X,081492,#2,ROSA SWEET SPOT™ RUBY PPAF,Sweet Spot™  Ruby Rose,ROS,05,15.50,13.95,X,X,X,X,X,X,,2129," 2,285 ",04/15/15  ,"Truly ""The Decorator's Rose"" this new compact shrub rose from the sweet spot series is perfect for containers and borders. Good disease & drought resistance. RUBY PINK BLOOMS WITH RED & PINK CENTERS. 20-24"" x same"
CA,    ,070201,#1,ROSA BANKSIAE LUTEA (Climbing),Yellow Lady Banks Rose                                      ,ROS,06,7.25,6.53,X,X,X,X,X,,,1795,     ,          ,
CA,,082275ST,#5 STAKED,ROSA CANDY LAND PPAF  (Climbing),Candy Land Climbing Rose                                    ,ROS,05,27.50,24.75,X,X,X,X,X,,,316,,,
CA,    ,090791ST,#1 STAKED,ROSA CECILE BRUNNER (Climbing),Cecile Brunner Climbing Rose                                ,ROS,04,7.25,6.53,X,X,X,X,X,,,58,     ,          ,
OR,    ,090795ST,#5 STAKED,ROSA CECILE BRUNNER (Climbing),Cecile Brunner Climbing Rose                                ,ROS,04,23.00,20.70,X,X,,,X,,,, 10 ,05/01/15  ,
CA,    ,090795ST,#5 STAKED,ROSA CECILE BRUNNER (Climbing),Cecile Brunner Climbing Rose                                ,ROS,04,23.00,20.70,X,X,X,X,X,,,14,     ,          ,
CA,,075415ST,#5 STAKED,ROSA SKY'S THE LIMIT (Climbing),Sky's the Limit Climbing Rose,ROS,04,27.50,24.75,X,X,X,X,X,,,155,,,
OR,,058915ST,#5 STAKED,ROSA WILLIAM BAFFIN (Climbing),William Baffin Climbing Rose                                ,ROS,03,27.50,24.75,X,X,,,X,,,, 223 ,05/01/15  ,
CA,    ,062692CN,#2 CONE,ROSMARINUS BLUE SPIRES,Blue Spires Rosemary                                        ,EVS,06,28.00,25.20,X,X,,X,X,X,,, 99 ,04/01/15  ,"Strong vertical grower to 5-6' tall and as wide or wider with age, can be pruned into a more narrow form. Deep blue flowers. Makes a tight sheared hedge. This would make a nice container specimen inside or out"
CA,    ,070282CN,#2 CONE,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,28.00,25.20,X,X,,X,X,X,,, 49 ,04/01/15  ,
OR,    ,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan                                  ,PRN,03,4.90,4.41,X,X,,,,X,,800, 421 ,03/01/15  ,
CA,    ,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan                                  ,PRN,03,4.90,4.41,X,X,,,X,,,, 187 ,03/01/15  ,Coming out of Calif will produce a early flower show during the heart of the selling season
CA,X,088861,#1,RUELLIA KATIE PINK,Katie Pink Dwarf Ruellia                                    ,PRN,08,4.90,4.41,X,X,,,X,X,,, 171 ,05/01/15  ,"An improved dwarf variety that continues to bloom all summer long without  deadheading. Large petunia-like, light pink flowers are backed by low, spreading mounds of narrow dark green foliage. This tough heat-loving plant is disease, insect, and deer resistant. Perfect for dry, neglected spots, yet thrives with regular garden water. Use as an annual in colder regions. Can be a houseplant. 10-12"" x 24"""
CA,,069691S,SuperOne TM,RUSSELIA EQUISETIFORMIS,Firecracker Plant                                           ,PRN,09,7.50,6.75,X,,,X,X,,,, 464 ,04/01/15  ,"Clusters of scarlet tubular flowers resembling small firecrackers provide reliable color from spring through fall. Slender, rush-like stems start out erect, then fall over into long, showy cascades. A favorite for hummingbirds, a must for tropical butterfly gardens. Use for hanging baskets, and as a annual in colder regions. 3-5' x same"
CA,X,089241S,SuperOne TM,RUSSELIA X ST. ELMO'S FIRE™ ,St. Elmo's Fire Firecracker Plant                           ,PRN,08,7.50,6.75,X,,,X,X,,,, 123 ,04/15/15  ,"Larger than common species with a more open, airy look and showier with its deep red tubular flowers, resembling a firecracker. A favorite for hummingbirds, a must for tropical butterfly gardens. Use as a annual in colder regions"
CA,X,090471S,SuperOne TM,SALVIA AMISTAD PPAF,Friendship Sage                                             ,PRN,08,8.50,7.65,X,X,X,X,,,,695,     ,          ,"This exciting new hybrid is a true garden gem blooming non-stop from spring until frost. Large, deep royal purple flowers with dark bracts, on dense, vigorous plants. A great garden or container accent, Adored by butterflies. 3-4' x 3' Use as a annual in colder regions"
CA,    ,025541,#1,SALVIA CHAMAEDRYOIDES,Mexican Blue Sage                                           ,PRN,08,4.90,4.41,X,X,X,X,,,,, 302 ,03/01/15  ,"Silver-grey leaved sage with true sky-blue flowers. Use as a annual in colder regions. 12"" x 18"""
CA,,070481,#1,SALVIA GREGGII FURMAN'S RED,Furman's Red Autumn Sage,PRN,05,5.10,4.59,X,X,,X,,,,, 283 ,04/01/15  ,"Prolific, magenta-red flowers attract hummingbirds from summer-fall. Open airy habit blends well with western natives, and xeriscape plants. 2-3' x same"
CA,X,409171,#1,SALVIA GREGGII RADIO RED,Radio Red Autumn Sage                                       ,PRN,07, 4.90 ,4.41,X,X,,X,,,,, 354 ,04/01/15  ,
CA,,094291,#1,SALVIA HEATWAVE™ BLAST,Heatwave™ Blast Sage,PRN,06,5.75,5.18,X,X,X,X,,,,, 254 ,03/01/15  ,"Salmon-pink large flowers. Simply thrives in heat and drought once established. We have noticed that the Heatwave series tends to re-bloom quicker after a light shearing than other Salvias. 30"" x 36"""
CA,    ,099451,#1,SALVIA HEATWAVE BLAZE™ PP24151,Heatwave™  Blaze Sage,PRN,06,5.75,5.18,X,X,X,X,,,,, 206 ,03/01/15  ,"Dark crimson blooms are a real show stopper from spring to fall. Easy to grow, with a compact, rounded habit, and exceptional tolerance for dry conditions. Ideal for mixed borders in waterwise gardens, or in patio containers. 30"" x 36"""
CA,,094261,#1,SALVIA HEATWAVE GLIMMER™ PP24155,Heatwave™  Glimmer Sage,PRN,06,5.75,5.18,X,X,X,X,,,,, 474 ,03/01/15  ,Like Blaze only with white flowers
CA,,094271,#1,SALVIA HEATWAVE GLITTER™ PP24152,Heatwave™  Glitter Sage,PRN,06,5.75,5.18,X,X,X,X,,,,, 601 ,03/01/15  ,Like Blaze only with vibrant lilac bloom
CA,,094281,#1,SALVIA HEATWAVE SPARKLE™ PP24154,Heatwave™  Sparkle Sage,PRN,06,5.75,5.18,X,X,X,X,,,,, 259 ,03/01/15  ,Like Blaze only with deep pink flowers
CA,    ,091401,#1,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,PRN,09,5.75,5.18,X,X,X,X,,,,, 328 ,03/01/15  ,A dwarf selection of the ever popular Mexican Bush Sage with the same rich purple flowers. Use as a annual in colder areas for spring-fall color. 3' x same
CA,    ,091405,#5,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,PRN,09,21.50,19.35,X,X,X,X,,,,169,     ,          ,
OR,    ,020411,#1,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,5.25,4.73,X,X,,X,X,,,823, 629 ,04/01/15  ,
CA,    ,020411,#1,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,5.25,4.73,X,X,X,X,,,,78, 70 ,03/15/15  ,
CA,    ,020412,#2,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,12.25,11.03,X,X,X,X,,,,36,     ,          ,
OR,    ,019541,#1,SALVIA NEMOROSA MARCUS® PP13322,Marcus®  Meadow Sage,PRN,04,5.75,5.18,X,X,,X,X,,,115, 966 ,04/01/15  ,
CA,    ,019541,#1,SALVIA NEMOROSA MARCUS® PP13322,Marcus®  Meadow Sage,PRN,04,5.75,5.18,X,X,X,X,,,,41, 650 ,03/15/15  ,
CA,    ,019542,#2,SALVIA NEMOROSA MARCUS® PP13322,Marcus®  Meadow Sage,PRN,04,12.25,11.03,X,X,X,X,,,,286,     ,          ,
OR,    ,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,5.25,4.73,X,X,,X,X,,,431," 1,275 ",04/01/15  ,
CA,    ,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,5.25,4.73,X,X,X,X,,,,178, 339 ,03/15/15  ,
CA,    ,070592,#2,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,12.25,11.03,X,X,X,X,,,,, 290 ,03/01/15  ,
CA,X,412691,#1,SALVIA NEMEROSA BLUE MARVEL PPAF,Blue Marvel Salvia                                          ,PRN,04, 5.75 ,5.18,X,X,,X,,,,," 1,084 ",04/01/15  ,
CA,    ,407941,#1,SALVIA SENSATION® DEEP ROSE PAF,Sensation Deep Rose Salvia                                  ,PRN,04, 5.75 ,5.18,X,X,,X,,,,, 709 ,04/01/15  ,
CA,    ,044341,#1,SALVIA SENSATION® ROSE™ P18230,Sensation Rose Meadow Sage                                  ,PRN,04,5.75,5.18,X,X,,X,,,,, 405 ,04/01/15  ,
CA,,400271,#1,SALVIA SENSATION® SKY BLUE PAF,Sensation®  Sky Blue Sage,PRN,04,5.75,5.18,X,X,,X,,,,, 96 ,04/01/15  ,
CA,,068421,#1,SALVIA WENDY'S WISH PP21889,Wendy's Wish Sage                                           ,PRN,09,5.75,5.18,X,X,X,X,,,,193,     ,          ,"Vivid magenta tubular flowers with fluted tips attracts hummingbirds in droves from late spring-fall. Large glossy foliage. Use as a annual in colder regions. 
3-4' x 2-3'"
OR,    ,070261,#1,SALVIA X SYL MAY NIGHT,May Night Sage                                              ,PRN,04,4.90,4.41,X,X,,X,X,,,394, 882 ,04/01/15  ,
OR,    ,030321,#1,SALVIA X SYL SNOW HILL,Snow Hill Meadow Sage                                       ,PRN,04,4.90,4.41,X,X,,,,X,,, 759 ,06/01/15  ,
CA,    ,070401,#1,SANTOLINA CHAMAECYPARISSUS,Lavender Cotton                                             ,PRN,07,4.90,4.41,X,X,X,X,X,X,,, 139 ,03/15/15  ,
CA,,041011,#1,SCUTELLARIA SUFFRUTESCENS,Pink Texas Skullcap                                         ,PRN,07,4.90,4.41,X,X,,,X,X,,, 110 ,04/01/15  ,"Dwarf selection provides a fantastic show for months on end in summer, with bright fruit punch-colored flowers smothering the compact mounds of foliage. Plants have good resilience to heat, humidity and drought when established. Useful in rock gardens, on dry hillsides, or in containers. Annual. 4-6"" x 18"""
OR,    ,070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,03,5.15,4.64,X,X,X,X,X,X,,583," 2,337 ",04/01/15  ,
CA,    ,070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,03,5.15,4.64,X,X,X,X,X,X,,2646,     ,          ,
OR,X,054641,#1,SEDUM CRYSTAL PINK PPAF,Crystal Pink Stonecrop                                      ,PRN,04,5.15,4.64,X,X,X,X,X,X,,103,     ,          ,
CA,,054641,#1,SEDUM CRYSTAL PINK PPAF,Crystal Pink Stonecrop                                      ,PRN,04,5.15,4.64,X,X,X,X,X,X,,69,     ,          ,"Large flower heads produce soft pink blooms on shorter, sturdier stems than other varieties. Attracts beneficial, pollinating insects & butterflies. 12"" x 16"""
CA,,065021,#1,SEDUM DASYPHYLLUM MAJOR,Corsican Stonecrop                                          ,PRN,05,5.15,4.64,X,X,X,X,X,X,,179,     ,          ,"Forms a low carpet of tiny round powdery blue-grey leaves, accented by tiny white flower clusters. 2-4"" x 8-12"""
OR,X,092351,#1,SEDUM ELSIE GOLD PP20368,Elsie's Gold Stonecrop                                      ,PRN,04,5.15,4.64,X,X,,X,X,X,,, 863 ,04/01/15  ,"Striking silver foliage with yellow toothed edges that mature to a cream edge by fall. A silvery crown of soft pink buds open to reveal shell-pink starry flower heads that deepen to magenta. Upright habit. 12""T x 16""W"
CA,,011811,#1,SEDUM FROSTY MORN,Frosty Morn Stonecrop                                       ,PRN,04,5.15,4.64,X,X,X,X,X,X,,, 128 ,03/01/15  ,"Light blue-green leaves edged in white. Large clusters of dainty pale pink flowers. 
15-18""T x 12""W"
CA,,068671,#1,SEDUM HISPANICUM,Tiny Buttons Stonecrop                                      ,PRN,02,5.15,4.64,X,X,X,X,X,X,,36,     ,          ,"Forms a low, blue-green carpet. Foliage may take on a reddish tinge during the colder months. Small white flowers in summer attract butterflies. 1-2""T x 8""W"
CA,,011821,#1,SEDUM JOHN CREECH,John Creech Stonecrop                                       ,PRN,03,5.15,4.64,X,X,X,X,X,X,,563,     ,          ,"Small, scalloped green leaves form a durable, weed smothering groundcover. Small pink flowers create a layer of color over the lush carpet of foliage. 2""T x 6-12""W"
OR,,065141,#1,SEDUM MAKINOI LIMELIGHT,Limelight Japanese Stonecrop                                ,PRN,06,5.15,4.64,X,X,X,X,X,X,,129,     ,          ,"Low growing with vivid, lime-green leaves. 
2-4""T 12-24""W"
CA,,063671,#1,SEDUM RUBROTINCTUM AURORA,Pink Stonecrop                                              ,PRN,09,5.15,4.64,X,X,X,X,X,X,,468,     ,          ,"Unique low, cascading habit with clump, dark pink-tinged foliage. Very attractive for mixed containers. Can be a houseplant; 
6""T x 18-36""W"
OR,    ,044871,#1,SEDUM RUP ANGELINA PPAF,Angelina Stonecrop                                          ,PRN,03,5.15,4.64,X,X,X,X,X,X,,43, 671 ,04/01/15  ,"Brilliant chartreuse-yellow needle-like foliage which turns orange in the cooler season. 
3-6""T x 2-3'W"
CA,    ,044871,#1,SEDUM RUP ANGELINA PPAF,Angelina Stonecrop                                          ,PRN,03,5.15,4.64,X,X,X,X,X,X,,716,,,
OR,,063681,#1,SEDUM SIEBOLDII,October Daphne Stonecrop,PRN,03,5.15,4.64,X,X,X,X,X,X,,386, 264 ,04/01/15  ,"Thick, round, blue-green, scalloped foliage edged with a deep pink line; turns all pink in fall. 6-12""T x 12""W"
OR,    ,034281,#1,SEDUM SPATH CAPE BLANCO,Cape Blanco Stonecrop                                       ,PRN,05,5.15,4.64,X,X,X,X,X,X,,713, 492 ,06/01/15  ,"Brilliant silvery leaves take on an attractive purplish tinge in cool weather. Clusters of tiny yellow flowers. 2-4""T x 24""W"
OR,    ,035171,#1,SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,PRN,03,5.15,4.64,X,X,X,X,X,X,,," 1,142 ",04/01/15  ,"Rich, deep mahogany-red leaves and glowing rosy-red flowers provide bold, contrasting color. 4-6""T x 24""W"
OR,,046311,#1,SEDUM STRAWBERRIES & CREAM,Strawberries & Cream Stonecrop                              ,PRN,04,5.15,4.64,X,X,X,X,X,X,,67, 525 ,04/01/15  ,"Purple-tinted green leaves on red stems provide the ideal backdrop for the pink buds that open to green-centered white flowers. 
12-18""T x 18-24""W"
OR,,039011,#1,SEDUM TELEPHIUM RUP HAB GRAY,Hab Gray Stonecrop,PRN,04,7.50,6.75,X,X,X,X,X,X,,64,     ,          ,"Blue-gray leaves on upright, clumping stems hold showy pink flowers, which attract butterflies and bees.  12-18""T x same"
OR,    ,069871,#1,SEDUM TETRACTINUM CORAL REEF,Chinese Sedum                                               ,PRN,05,5.15,4.64,X,X,X,X,X,X,,261, 653 ,04/01/15  ,"Mat forming foliage turns a showy bronze and burgundy color in fall. Its trailing stems hold round leaves that form rosettes at the tips. 
3""T x 12""W"
OR,    ,070911,#1,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                      ,PRN,04,5.15,4.64,X,X,,X,X,X,,, 923 ,04/01/15  ,"Blue-green foliage turning to deep burgundy. Dusky-pink flowers create a beautiful contrast which attracts butterflies. 9-12""T x 2-4'W"
CA,    ,070911,#1,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                      ,PRN,04,5.15,4.64,X,X,X,X,X,X,,239, 150 ,03/29/15  ,
CA,,025041,#1,SEDUM X AUTUM FIRE,Autumn Fire Stonecrop,PRN,03,5.15,4.64,X,X,X,X,X,X,,, 162 ,03/01/15  ,"Rich rosy-pink flowers age to a coppery red atop the sturdy stems. An improvement over the popular 'S. Autumn Joy' with deeper, longer lasting flowers and hardier, sturdier stems. Use for fresh or dried arrangements. 2'T x 18""W"
OR,    ,070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                        ,PRN,04,5.15,4.64,X,X,X,X,X,X,,511, 169 ,03/01/15  ,
CA,    ,070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                        ,PRN,04,5.15,4.64,X,X,X,X,X,X,,, 14 ,03/01/15  ,
CA,,065501,#1,SEMPERVIVUM ARACHNOIDEUM,Cobweb Houseleek                                            ,PRN,03,6.35,5.72,X,X,,X,X,X,,, 409 ,04/19/15  ,"Unique gray-green rosettes with fine web-like hairs. Vibrant magenta flowers add an exotic touch. 4""T x 12""W"
CA,,069971,#1,SEMPERVIVUM ARACH RED COBWEB,Red Cobweb Hens and Chicks,PRN,04,6.00,5.40,X,X,X,X,X,X,,73,,,"Tiny gray-green rosettes are covered with fine cobweb-like hairs. Foliage flushes red in spring; deep pink flowers appear in summer. 4""T x 12""W"
CA,,065601,#1,SEMPERVIVUM GREEN WHEEL,Green Wheel Hens and Chicks                                 ,PRN,04,6.35,5.72,X,X,,X,X,X,,," 1,147 ",04/26/15  ,"Fleshy leaves that form multiples of apple-green rosettes. 4-6""T x 12""W"
OR,,06560UT,LittleOne,SEMPERVIVUM GREEN WHEEL,Green Wheel Hens and Chicks                                 ,PRN,04,3.10,2.79,X,X,,,X,X,,," 1,224 ",05/01/15  ,
OR,,056961,#1,SEMPERVIVUM RUBY HEARTS,Ruby Hearts Hens and Chicks                                 ,PRN,04,6.35,5.72,X,X,,X,X,X,,, 670 ,04/01/15  ,"Emerald green leaves with deep red centers. 3-4""T x 12""W"
CA,,068681,#1,SENECIO MANDRALISCAE,Blue Finger                                                 ,CAC,10,6.00,5.40,X,,X,X,X,X,,640,     ,          ,"Striking blue-gray, pencil-like, slightly curved leaves point upward and form a dense mat making an attractive groundcover or unique container plant. Can be a houseplant. 
2'T x 2-3'W"
CA,    ,070965PT,#5 PATIO TREE,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,40.00,36.00,X,,,X,X,X,,255,     ,          ,"During the warm months small, deep purple flowers with a yellow center. A fast growing shrub. If kept as a container tropical outside in the summer, keep in full sun and stay on top of watering. Can be a houseplant"
OR,    ,071031,#1,SOLIDAGO CROWN OF RAYS,Crown Of Rays Goldenrod                                     ,PRN,04,4.90,4.41,X,,,,,X,,196,,,
CA,X,097751S,SuperOne TM,SPHAERALCEA AMBIGUA,Desert Mallow                                               ,PRN,06,7.50,6.75,,X,,X,X,X,,, 140 ,04/01/15  ,"This shrubby drought tolerant perennial features showy coral-colored flowers in loose clusters; and soft, fuzzy gray-green foliage. Often blooms year-round in mild winter climates. Adored by hummingbirds. A great choice for waterwise beds, borders, containers and as an annual in the colder regions. 2-3'T x same"
CA,    ,071552,#2,STEPHANOTIS FLORABUNDA,Madagascar Jasmine                                          ,VIN,10,17.25,15.53,X,,,X,X,X,,232,     ,          ,"Dark green, leathery evergreen foliage with clusters of fragrant pure white tubular flowers. A favorite of florists for wedding bouquets. Can be a houseplant"
OR,    ,017695,#5,SYMPH SCARLET PEARL PP13244,Scarlet Pearl Snowberry                                     ,DCS,03,23.50,21.15,X,,,X,,,,41,     ,          ,
OR,    ,071791S,SuperOne TM,SYRINGA V BLUE SKIES® ,Blue Skies®  Lilac,DCS,03,10.50,9.45,X,,,X,,,,203,     ,          ,
OR,    ,072105,#5,SYRINGA V CHARLES JOLY,Charles Joly Lilac                                          ,DCS,03,24.00,21.60,X,,,X,,,,161,     ,          ,
OR,    ,072151S,SuperOne TM,SYRINGA V LAVENDER LADY,Lavender Lady Lilac                                         ,DCS,03,10.50,9.45,X,,,X,,,,183,     ,          ,
OR,    ,071901S,SuperOne TM,SYRINGA V LUDWIG SPAETH,Ludwig Spaeth Lilac                                         ,DCS,03,10.50,9.45,X,,,X,,,,31,     ,          ,
OR,    ,072141S,SuperOne TM,SYRINGA V PRESIDENT LINCOLN,President Lincoln Lilac                                     ,DCS,03,10.50,9.45,X,,,X,,,,191,     ,          ,
OR,X,042195,#5,SYRINGA X OLD GLORY NA62974,Old Glory Lilac                                             ,DCS,05,24.00,21.60,X,,,X,,,,36,     ,          ,
CA,    ,072551,#1,TECOMARIA CAPENSIS,Orange Cape Honeysuckle                                     ,VIN,09,7.50,6.75,X,X,,X,,,,, 150 ,04/01/15  ,A beautiful evergreen woody vine or sprawling shrub. Self-clinging branches can be sheared to a shrub form. Showy trumpet-shaped flowers appear in clusters. Great for seashore locations and accents. Can be a houseplant. 6-8' or more x vining stems 15-20' long.
CA,    ,072741,#1,TEUCRIUM FRUTICANS AZUREUM,Azure Bush Germander                                        ,EVS,08,6.00,5.40,X,X,,X,,,,, 15 ,03/15/15  ,"This tough performer has gray-green leaves with silvery-white undersides that shimmer in the sunlight. Blue flowers are a darker blue than other Germanders. Tolerates poor, rocky soils, performs best in well-drained soils. Use as an annual in colder regions 4-6'T x same"
OR,X,053932,#2,THUJA OC HIGHLIGHTS™ PP21967,Highlights™  Arborvitae,CON,05,15.50,13.95,X,,X,X,X,X,,85,     ,          ,"Exceptional new variety with intense, yellow-gold foliage. Better than others, because it holds its bright color year-round and thrives in summer heat without burning. Tight, upright pyramidal form becomes conical with age. Excellent garden specimen or hedging shrub. Evergreen. 8'T x 4'W in 10 years; to 20' tall with age."
OR,    ,07293M,#10 Squat,THUJA OC HOLMSTRUP,Holmstrup Eastern Arborvitae                                ,CON,03,55.00,49.50,X,,X,X,X,X,,15,     ,          ,A shorter growing arborvitae that has shown better deer browsing resistance.5-7'Tx2-3'W
OR,X,055145,#5,THUJA X EMBER WAVES™ PPAF,Ember Waves™  Western Arborvitae,CON,05,24.00,21.60,X,,X,X,X,X,,41,,,
CA,    ,070051,#1 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,6.00,5.40,X,X,,X,X,X,,239," 1,012 ",03/29/15  ,
CA,    ,070051ST,#1 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,7.25,6.53,X,X,,X,X,X,,2866,,,Fragrant clusters of white flowers on this beautiful tropical vine; can be a houseplant
CA,    ,070055,#5 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,19.75,17.78,X,X,,X,X,X,,12,     ,          ,
CA,    ,070055ST,#5 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,23.50,21.15,X,X,,X,X,X,,23,     ,          ,
CA,X,088841,#1,VERONICA FIRST LOVE PPAF,First Love Speedwell                                        ,PRN,04,4.90,4.41,X,,,X,X,,,, 114 ,03/01/15  ,"Brilliant, nearly fluorescent pink flowers packed into tapered spikes emerge from dense clumps, providing fantastic summer color. Spot into rock gardens, borders, containers, or other sunny spots in the landscape. Excellent cut flower. Plant in mass for best impact. Clumps reach 6 to 8 in. tall, 18 to 20 in. wide; bloom spikes to 10 to 12 in. tall."
OR,X,079551,#1,VERONICA HYB TIDAL POOL PPAF,Tidal Pool Prostrate Speedwell                              ,PRN,04,5.25,4.73,X,,,,X,X,,, 854 ,03/01/15  ,"A superb groundcover for the rock garden, edging paths or cascading over rocks or walls. Dense, fast spreading growth suppresses weeds and tolerates light foot traffic. A profusion of blue-violet flowers cover the plant in spring. Performs through cold, heat, humidity and drought when established. 2-3'T x 18-30""W"
