,New Plant,Item,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,,,,,,,,,Available Later,On,Available Later,On
,    ,041851,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,Hosta,PRN,03,,,,,,,,,,     ,          ,     ,          
,    ,041852,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,Hosta,PRN,03,,,,,,,,,,     ,          ,     ,          
,    ,041852,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,Hosta,PRN,03,,,,,,,,,,     ,          ,     ,          
,    ,041712,HYD ARB ANNABELLE,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,Hydrangea,DCS,04,,,,,,,,,," 3,219 ",04/01/15  ,     ,          
,    ,041713,HYD ARB ANNABELLE,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,Hydrangea,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,041715,HYD ARB ANNABELLE,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,Hydrangea,DCS,04,,,,,,,,,, 69 ,04/01/15  ,     ,          
,2013,079382,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,Edible berries/fruit,DCS,05,FCF,,,,,,,,,     ,          ,     ,          
,2013,079382,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,Edible berries/fruit,DCS,05,FCF,,,,,,,,, 240 ,04/01/15  ,     ,          
,2014,074152,RUBUS TRIPLE CROWN BLACKBERRY,Rubus 'Triple Crown'                                        ,Triple Crown Blackberry                                     ,Edible berries/fruit,DCS,05,,,,,,,,,,     ,          ,     ,          
,2014,018631,RUDBECKIA LTLE GOLDSTAR P22397,"Rudbeckia 'Little GoldStar' P.P.# 22,397                    ",Little GoldStar Black Eyed Susan                            ,Mid spring interm. flowering,PRN,04,,,,,,,,,,     ,          ,     ,          
,2014,039497PT,SALIX INTEGRA FLAMINGO PP17490,"Salix integra 'Flamingo' P.P.# 17,490                       ",Flamingo Dappled Willow                                     ,Deciduous shrub/hedge,DCS,05,PPP,,,,,,,,,     ,          ,     ,          
,    ,403883,HYD END SUM R TWST-N-SHT R PAF,Hydrangea macrophylla 'PIIHM-I' PPAF                        ,Twist-n-Shout™  Endless Summer®  Hydrangea,Hydrangea,DCS,04,BNI,,,,,,,,," 3,399 ",04/01/15  ,     ,          
,    ,070617PT,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,Deciduous shrub/hedge,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,037747,SALIX MAT TORTUOSA,Salix matsudana 'Tortuosa'                                  ,Corkscrew Willow                                            ,Deciduous shade tree,TRE,04,,,,,,,,,,     ,          ,     ,          
,    ,017313,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,017315,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,017315,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,017311S,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,017312S,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,403923,HYD M NXT GEN RED SNSTN P18197,"Hydrangea macrophylla 'Red Sensation' P.P. #18,197          ",Red Sensation Hydrangea                                     ,Hydrangea,DCS,05,BHC,,,,,,,,,     ,          ,     ,          
,2014,004082,SAMBUCUS N BLACK TOWER TM PPAF,"Sambucus nigra 'EIFFEL 1' P.P.#23,633                       ",Black Tower Elderberry                                      ,Deciduous sumr flower'g shrub,DCS,04,BHC,,,,,,,,,     ,          ,     ,          
,2014,076641,SAXIFRAGA FORT BERRY BRIGHT TM,Saxifraga fortunei 'Magenta'                                ,Berry Bright™  Elf Saxifrage,Shade foliage/flower,PRN,06,HIN,,,,,,,,,     ,          ,     ,          
,2014,076641,SAXIFRAGA FORT BERRY BRIGHT TM,Saxifraga fortunei 'Magenta'                                ,Berry Bright™  Elf Saxifrage,Shade foliage/flower,PRN,06,HIN,,,,,,,,,     ,          ,     ,          
,    ,042281,HYD MAC BUTTNS'N BOWS R P11405,Hydrangea macrophylla 'Monrey' P.P.# 11405                  ,Buttons 'N Bows®  Hydrangea,Hydrangea,DCS,07,,,,,,,,,,     ,          ,     ,          
,2013,052935,SCHEF A BREVIPEDUNCULATA(12224,Schefflera brevipedunculata                                 ,Hardy Schefflera                                            ,Evergreen shade shrub,EVS,07,HIN,,,,,,,,,     ,          ,     ,          
,2011,011811,SEDUM FROSTY MORN,Sedum x 'Frosty Morn'                                       ,Frosty Morn Stonecrop                                       ,Succulent/cactus/yucca,PRN,04,,,,,,,,,,     ,          ,     ,          
,2011,065141,SEDUM MAKINOI LIMELIGHT,Sedum makinoi 'Limelight'                                   ,Limelight Japanese Stonecrop                                ,Succulent/cactus/yucca,PRN,06,,,,,,,,,,     ,          ,     ,          
,    ,028743S,HYD MAC LADY IN RED R PP15175,Hydrangea macrophylla Lady In Red®  P.P.# 15175,Lady In Red®  Hydrangea,Hydrangea,DCS,06,MCC,,,,,,,,,     ,          ,     ,          
,    ,041921,HYD MAC MARIESII VARIEGATA,Hydrangea macrophylla 'Mariesii Variegata'                  ,Mariesii Variegated Lacecap Hydrangea                       ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041925,HYD MAC MARIESII VARIEGATA,Hydrangea macrophylla 'Mariesii Variegata'                  ,Mariesii Variegated Lacecap Hydrangea                       ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041951,HYD MAC MERRITT'S BEAUTY,Hydrangea macrophylla 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,Hydrangea,DCS,07,,,,,,,,,,     ,          ,     ,          
,    ,041955,HYD MAC MERRITT'S BEAUTY,Hydrangea macrophylla 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,Hydrangea,DCS,07,,,,,,,,,,     ,          ,     ,          
,    ,038773,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,Hydrangea,DCS,05,MCC,,,,,,,,,     ,          ,     ,          
,    ,038775,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,Hydrangea,DCS,05,MCC,,,,,,,,,     ,          ,     ,          
,    ,041961,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041961,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041962,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041965,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041965,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041967,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,023751,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,023752,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,023753,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,023755,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,023755,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,023757,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042071,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042072,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042072,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042075,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,Hydrangea,DCS,05,,,,,,,,,," 1,127 ",04/01/15  ,     ,          
,    ,041971,HYD MAC PINK N PRETTY R,Hydrangea macrophylla 'Monink'                              ,Pink 'N Pretty®  Hydrangea,Hydrangea,DCS,05,,,,,,,,,, 740 ,06/01/15  ,     ,          
,    ,041975,HYD MAC PINK N PRETTY R,Hydrangea macrophylla 'Monink'                              ,Pink 'N Pretty®  Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,041985,HYD MAC RED N PRETTY R,Hydrangea macrophylla 'Monred'                              ,Red 'N Pretty®  Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,007445,HYD MAC VARIEGATA,Hydrangea macrophylla 'Variegata'                           ,Variegated Hydrangea                                        ,Hydrangea,DCS,06,,,,,,,,,,     ,          ,     ,          
,    ,007447,HYD MAC VARIEGATA,Hydrangea macrophylla 'Variegata'                           ,Variegated Hydrangea                                        ,Hydrangea,DCS,06,,,,,,,,,,     ,          ,     ,          
,    ,042105,HYD MAC WHITE,Hydrangea macrophylla 'White'                               ,White Big Leaf Hydrangea                                    ,Hydrangea,DCS,07,,,,,,,,,,     ,          ,     ,          
,    ,403943,HYD MAC ZEBRA PP14527,"Hydrangea macrophylla 'Zebra' P.P.#14,527                   ",Zebra Mophead Hydrangea                                     ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042015,HYD MIDNIGHT DUCHESS R PP18282,Hydrangea macrophylla 'HYMMADII' P.P.# 18282                ,Midnight Duchess®  Hydrangea,Hydrangea,DCS,06,MCC,,,,,,,,,     ,          ,     ,          
,    ,042021,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,Hydrangea,DCS,04,Y,,,,,,,,,     ,          ,     ,          
,    ,042022,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,Hydrangea,DCS,04,Y,,,,,,,,," 2,409 ",01/01/15  ,     ,          
,    ,042025,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,Hydrangea,DCS,04,Y,,,,,,,,,     ,          ,     ,          
,    ,024375,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024375,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024375PT,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024371S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024371S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024371S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024372S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024372S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,024372S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,029921S,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,, 313 ,12/31/14  ,     ,          
,    ,029921S,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,029922S,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,029922S,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,    ,403993,HYD PAN PHANTOM,Hydrangea paniculata 'Phantom'                              ,Phantom Panicle Hydrangea                                   ,Hydrangea,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,403997PT,HYD PAN PHANTOM,Hydrangea paniculata 'Phantom'                              ,Phantom Panicle Hydrangea                                   ,Hydrangea,DCS,04,,,,,,,,,,     ,          ,     ,          
,2013,087481,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,Succulent/cactus/yucca,PRN,04,,,,,,,,,,     ,          ,     ,          
,    ,041945,HYD PAN TARDIVA,Hydrangea paniculata 'Tardiva'                              ,Tardiva Hydrangea                                           ,Hydrangea,DCS,03,,,,,,,,,,     ,          ,     ,          
,2013,08748UT,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,Succulent/cactus/yucca,PRN,04,,,,,,,,,,     ,          ,     ,          
,    ,404053,HYD PAN WHT DIAMONDS R P19082,"Hydrangea paniculata 'HYPMAD I' PP #19,082                  ",First Editions®  White Diamonds™  Panicle Hydran,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,404057,HYD PAN WHT DIAMONDS R P19082,"Hydrangea paniculata 'HYPMAD I' PP #19,082                  ",First Editions®  White Diamonds™  Panicle Hydran,Hydrangea,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
,    ,035011,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,    ,035012,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,    ,035015,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,    ,041709,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,Hardy vine,VIN,05,,,,,,,,,,     ,          ,     ,          
,    ,041702,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,Hardy vine,VIN,05,,,,,,,,,,     ,          ,     ,          
,    ,041702,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,Hardy vine,VIN,05,,,,,,,,,,     ,          ,     ,          
,    ,041705,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,Hardy vine,VIN,05,,,,,,,,,, 681 ,05/15/15  ,     ,          
,    ,041705TE,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,Hardy vine,VIN,05,,,,,,,,,,     ,          ,     ,          
,2013,08748UT,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,Succulent/cactus/yucca,PRN,04,,,,,,,,,,     ,          ,     ,          
,    ,042562,HYD QUER PEE WEE,Hydrangea quercifolia 'Pee Wee'                             ,Pee Wee Oak Leaf Hydrangea                                  ,Hydrangea,DCS,05,,,,,,,,,, 236 ,05/15/15  ,     ,          
,2013,007331,SEDUM SSPRKLR R DZLBRY PP22457,"Sedum 'Razzleberry' P.P.# 22,457                            ",Sunsparkler®  Dazzleberry Sedum,Succulent/cactus/yucca,PRN,04,,,,,,,,,,     ,          ,     ,          
,    ,042065,HYD QUER SNOW QUEEN,Hydrangea quercifolia 'Snow Queen'                          ,Snow Queen Oakleaf Hydrangea                                ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,2013,00733UT,SEDUM SSPRKLR R DZLBRY PP22457,"Sedum 'Razzleberry' P.P.# 22,457                            ",Sunsparkler®  Dazzleberry Sedum,Succulent/cactus/yucca,PRN,04,,,,,,,,,,     ,          ,     ,          
,    ,042045,HYD QUER SNOWFLAKE,Hydrangea quercifolia 'Brido'                               ,Snowflake™  Oakleaf Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042045,HYD QUER SNOWFLAKE,Hydrangea quercifolia 'Brido'                               ,Snowflake™  Oakleaf Hydrangea,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,042095,HYD QUERCIFOLIA,Hydrangea quercifolia                                       ,Oakleaf Hydrangea                                           ,Hydrangea,DCS,05,,,,,,,,,,     ,          ,     ,          
,    ,028322,HYD VAUGHN'S LILLIE R PP12982,"Hydrangea quercifolia 'Vaughn's Lillie'®  P.P. #12,982",Vaughn's Lillie®  Oak Leaf Hydrangea,Hydrangea,DCS,05,BVL,,,,,,,,,     ,          ,     ,          
,    ,028325,HYD VAUGHN'S LILLIE R PP12982,"Hydrangea quercifolia 'Vaughn's Lillie'®  P.P. #12,982",Vaughn's Lillie®  Oak Leaf Hydrangea,Hydrangea,DCS,05,BVL,,,,,,,,, 597 ,03/01/15  ," 1,011 ",04/01/15  
,    ,042131,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,Deciduous sumr flower'g shrub,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,042135,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,Deciduous sumr flower'g shrub,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,042135,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,Deciduous sumr flower'g shrub,DCS,04,,,,,,,,,, 694 ,04/01/15  ," 1,224 ",05/15/15  
,    ,042135,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,Deciduous sumr flower'g shrub,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,026222,HYPERICUM K GEMO,Hypericum kalmianum 'Gemo'                                  ,Gemo St. John's Wort                                        ,Deciduous sumr flower'g shrub,DCS,05,,,,,,,,,," 3,100 ",12/01/14  ," 2,136 ",05/15/15  
,    ,02557UT,HYPERICUM X MOS TRICOLOR,Hypericum x moseranum 'Tricolor'                            ,Tricolor St. John's Wort                                    ,Evergreen sumr flower'g shrub,EVS,06,,,,,,,,,, 742 ,03/01/15  , 742 ,04/01/15  
,    ,042201,IBERIS SEMP SNOWFLAKE,Iberis sempervirens 'Snowflake'                             ,Snowflake Candytuft                                         ,Mid spring border flowering,PRN,04,,,,,,,,,,     ,          ,     ,          
,    ,042609,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,042609,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,Ilex,EVS,06,,,,,,,,,, 179 ,03/01/15  ," 1,970 ",04/01/15  
,    ,042605,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,042607,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,043052,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,043055,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,044007,ILEX COR DWARF BURFORD,Ilex cornuta 'Dwarf Burford'                                ,Dwarf Burford Holly                                         ,Ilex,EVS,07,,,,,,,,,, 766 ,12/01/14  , 766 ,05/15/15  
,    ,007497,ILEX COR NEEDLEPOINT,Ilex cornuta 'Needlepoint'                                  ,Needlepoint Holly                                           ,Ilex,EVS,07,,,,,,,,,,     ,          ,     ,          
,    ,044507,ILEX CREN COMPACTA,Ilex crenata 'Compacta'                                     ,Compact Japanese Holly                                      ,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,044903,ILEX CREN HELLERI,Ilex crenata 'Helleri'                                      ,Heller's Japanese Holly                                     ,Ilex,EVS,06,,,,,,,,,,     ,          ,     ,          
,    ,044931,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,044939,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,044932,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,044935,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,044937,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,044945,ILEX CREN STEEDS UPRIGHT,Ilex crenata 'Steeds'                                       ,Steeds Upright Holly                                        ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,044947,ILEX CREN STEEDS UPRIGHT,Ilex crenata 'Steeds'                                       ,Steeds Upright Holly                                        ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,045073,ILEX GLA SHAMROCK,Ilex glabra 'Shamrock'                                      ,Shamrock Holly                                              ,Ilex,EVS,04,,,,,,,,,,     ,          ,     ,          
,    ,045023,ILEX GLABRA COMPACTA,Ilex glabra 'Compacta'                                      ,Compact Inkberry Holly                                      ,Ilex,EVS,04,,,,,,,,,,     ,          ,     ,          
,    ,007623,ILEX GLABRA DENSA,Ilex glabra 'Densa'                                         ,Densa Inkberry Holly                                        ,Ilex,EVS,05,,,,,,,,,,     ,          ,     ,          
,    ,045693,ILEX V SOUTHERN GENTLEMAN(MALE,Ilex verticillata 'Southern Gentleman'                      ,Southern Gentleman Winterberry                              ,Deciduous fall/winter interest,DCS,03,,,,,,,,,, 382 ,05/01/15  ,     ,          
,    ,045683,ILEX VERT AFTERGLOW (FEMALE),Ilex verticillata 'Afterglow'                               ,Afterglow Winterberry                                       ,Deciduous fall/winter interest,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,045685,ILEX VERT AFTERGLOW (FEMALE),Ilex verticillata 'Afterglow'                               ,Afterglow Winterberry                                       ,Deciduous fall/winter interest,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,045703,ILEX VERT JIM DANDY,Ilex verticillata 'Jim Dandy' (Male)                        ,Jim Dandy Winterberry (Male)                                ,Deciduous fall/winter interest,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,045753,ILEX VERT RED SPRITE,Ilex verticillata 'Red Sprite'                              ,Red Sprite Winterberry                                      ,Deciduous fall/winter interest,DCS,04,,,,,,,,,, 15 ,01/01/15  ,     ,          
,    ,045755,ILEX VERT RED SPRITE,Ilex verticillata 'Red Sprite'                              ,Red Sprite Winterberry                                      ,Deciduous fall/winter interest,DCS,04,,,,,,,,,,     ,          ,     ,          
,    ,404143,ILEX VERT WILDFIRE TM,Ilex verticillata 'Bailfire'                                ,First Editions®  Wildfire™  Winterberry,Ilex,DCS,04,BNI,,,,,,,,,     ,          ,     ,          
