Loc,Item,Plant Name,CAT,Zone,,,,,,,,
160000,077141,TROLLIUS CULT NEW MOON,PRN,03,,,,,,,,
160000,073711,VERONICA CRATER LAKE BLUE,PRN,02,,,,,,,,
160000,079551,VERONICA HYB TIDAL POOL PPAF,PRN,04,,,,,,,,
160000,079481,VERONICA HYB WHITE WATER PPAF,PRN,04,,,,,,,,
160000,409261,VERONICA MDY BLUES LT BLU PPAF,PRN,04,,,,,,,,
160000,409271,VERONICA MDY BLUES MAUVE PPAF,PRN,04,,,,,,,,
160000,409251,VERONICA MDY BLUES PINK PPAF,PRN,04,,,,,,,,
160000,07426UT,VERONICA PROSTRATA TREHANE,PRN,04,,,,,,,,
160000,017391,VERONICA ROYAL CANDLES PP18932,PRN,04,,,,,,,,
160000,073621,VERONICA SPICATA RED FOX,PRN,04,,,,,,,,
160000,073624PTC,VERONICA SPICATA RED FOX,PRN,04,,,,,,,,
160000,07362UT,VERONICA SPICATA RED FOX,PRN,04,,,,,,,,
160000,412861,VERONICA VERNIQUE TM BLUE,PRN,04,,,,,,,,
160000,412871,VERONICA VERNIQUE TM ROSE,PRN,04,,,,,,,,
170000,413405,VIGNA CARA THOMAS JEFFERSON,VIN,10,,,,,,,,
160000,076081,VINCA MINOR ATROPURPUREA,PRN,04,,,,,,,,
160000,07608UT,VINCA MINOR ATROPURPUREA,PRN,04,,,,,,,,
160000,076131,VINCA MINOR BOWLES',PRN,04,,,,,,,,
170000,076131,VINCA MINOR BOWLES',PRN,04,,,,,,,,
160000,07613UT,VINCA MINOR BOWLES',PRN,04,,,,,,,,
160000,412891,VIOLA MGNFI SCNT TM BONNY PAF,PRN,05,,,,,,,,
160000,412901,VIOLA MGNFI SCNT TM SNY JM PAF,PRN,05,,,,,,,,
170000,076191,VITEX TRI PURPUREA,DCS,09,,,,,,,,
170000,076195,VITEX TRI PURPUREA,DCS,09,,,,,,,,
170000,076311,VITIS LAB CATAWBA,VIN,04,,,,,,,,
170000,076221,VITIS LAB EASTERN CONCORD,VIN,04,,,,,,,,
170000,076225,VITIS LAB EASTERN CONCORD,VIN,04,,,,,,,,
170000,076301,VITIS LAB HIMROD,VIN,05,,,,,,,,
170000,076305,VITIS LAB HIMROD,VIN,05,,,,,,,,
170000,076251,VITIS LAB NIAGARA,VIN,04,,,,,,,,
170000,076255,VITIS LAB NIAGARA,VIN,04,,,,,,,,
170000,413122ES,VITIS V PIXIE TM PNT MEUN PRPL,VIN,05,,,,,,,,
170000,410551,WESTRINGIA LOW HORIZON TM,EVS,09,,,,,,,,
170000,076675,WISTERIA FL ISSAI PERFECT,VIN,05,,,,,,,,
170000,076701,WISTERIA FL ROSEA,VIN,05,,,,,,,,
170000,076705,WISTERIA FL ROSEA,VIN,05,,,,,,,,
170000,076777TR,WISTERIA FL TEXAS PURPLE,VIN,05,,,,,,,,
160000,076815,WISTERIA FRU AMETHYST FALLS,VIN,05,,,,,,,,
170000,076815,WISTERIA FRU AMETHYST FALLS,VIN,05,,,,,,,,
160000,017341,WISTERIA MAC BLUE MOON,VIN,04,,,,,,,,
170000,017341,WISTERIA MAC BLUE MOON,VIN,04,,,,,,,,
160000,017345,WISTERIA MAC BLUE MOON,VIN,04,,,,,,,,
170000,017345,WISTERIA MAC BLUE MOON,VIN,04,,,,,,,,
170000,076851,WISTERIA SINENSIS,VIN,05,,,,,,,,
170000,076855,WISTERIA SINENSIS,VIN,05,,,,,,,,
170000,076955,XYLOSMA CONGESTUM,EVS,08,,,,,,,,
170000,056011,ZAUSCHNERIA CAL GHOSTLY RED,PRN,08,,,,,,,,
170000,054872,ZAUSCHNERIA ROUTE 66,PRN,08,,,,,,,,
