Branch,item,Description
CALIFORNIA,001651,AGAPANTHUS AFRICANUS
CALIFORNIA,001655,AGAPANTHUS AFRICANUS
CALIFORNIA,001801,AGAPANTHUS QUEEN ANNE-DIVISION
CALIFORNIA,001805,AGAPANTHUS QUEEN ANNE-DIVISION
CALIFORNIA,096532,ALST INTICANCHA R BRYCE
CALIFORNIA,096522,ALST INTICANCHA R NAVAYO
CALIFORNIA,096492,ALST INTICANCHA R SUNLIGHT
CALIFORNIA,096512,ALST INTICANCHA R WHT BLSH PNK
CALIFORNIA,003151,ASPARAGUS MYERS
CALIFORNIA,003152,ASPARAGUS MYERS
CALIFORNIA,003155,ASPARAGUS MYERS
CALIFORNIA,003301,ASPARAGUS SPR COMPACTA
CALIFORNIA,012701,BOUG BARBARA KARST
CALIFORNIA,090121BH,BOUG BLUEBERRY ICE
CALIFORNIA,090122BH,BOUG BLUEBERRY ICE
CALIFORNIA,012905,BOUG CAMARILLO FIESTA TM
CALIFORNIA,013035,BOUG DON MARIO R
CALIFORNIA,013125,BOUG JAMES WALKER
CALIFORNIA,013051BH,BOUG PURPLE QUEEN R
CALIFORNIA,013051,BOUG PURPLE QUEEN R
CALIFORNIA,013052BH,BOUG PURPLE QUEEN R
CALIFORNIA,013052,BOUG PURPLE QUEEN R
CALIFORNIA,013055BH,BOUG PURPLE QUEEN R
CALIFORNIA,013055PT,BOUG PURPLE QUEEN R
CALIFORNIA,013055,BOUG PURPLE QUEEN R
CALIFORNIA,095732BH,BOUG SUNVILLEA TM ROSE PP23272
CALIFORNIA,090111BH,BOUG WHITE STRIPE
CALIFORNIA,046765,CALLISTEM SCRLT TRCH TM P23848
CALIFORNIA,014355PT,CALLISTEMON CITRINUS
CALIFORNIA,014401,CALLISTEMON LITTLE JOHN
CALIFORNIA,029212,CANNA TROP BLACK TM PP21350
CALIFORNIA,017411,CANNA TROPICANNA GLD TM P13809
CALIFORNIA,017412,CANNA TROPICANNA GLD TM P13809
CALIFORNIA,022482,CANNA TROPICANNA TM PP10569
CALIFORNIA,023601,CESTRUM NOCTURNUM
CALIFORNIA,023605,CESTRUM NOCTURNUM
CALIFORNIA,028841,CLIVIA BELGIUM HYB YELLOW
CALIFORNIA,028842,CLIVIA BELGIUM HYB YELLOW
