CORNUS ALBA ELEGANTISSIMA,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,Deciduous shrub/hedge,,,
CORNUS ALBA ELEGANTISSIMA,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,Deciduous shrub/hedge,,,
CORNUS ALBA ELEGANTISSIMA,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,Deciduous shrub/hedge,,,
CORNUS ALBA IVORYHALO TM,Cornus alba 'Bailhalo'                                      ,Ivory Halo®  Dogwood,Deciduous shrub/hedge,,,
CORNUS ALBA IVORYHALO TM,Cornus alba 'Bailhalo'                                      ,Ivory Halo®  Dogwood,Deciduous shrub/hedge,,,
CORNUS ALBA IVORYHALO TM,Cornus alba 'Bailhalo'                                      ,Ivory Halo®  Dogwood,Deciduous shrub/hedge,,,
CORNUS ALBA IVORYHALO TM,Cornus alba 'Bailhalo'                                      ,Ivory Halo®  Dogwood,Deciduous shrub/hedge,,,
CORNUS ALBA PRAIRIE FIRE AUREA,Cornus alba 'Prairie Fire'                                  ,Prairie Fire Dogwood                                        ,Deciduous shrub/hedge,,,
CORNUS ALBA PRAIRIE FIRE AUREA,Cornus alba 'Prairie Fire'                                  ,Prairie Fire Dogwood                                        ,Deciduous shrub/hedge,,,
CORNUS ALBA SIBIRICA,Cornus alba 'Sibirica'                                      ,Red Twig Dogwood                                            ,Deciduous shrub/hedge,,,
CORNUS FL CHEROKEE CHIEF,Cornus florida 'Cherokee Chief'                             ,Cherokee Chief Flowering Dogwood                            ,Hardy flowering tree,,,
CORNUS KOUSA SATOMI,Cornus kousa 'Satomi'                                       ,Pink Japanese Dogwood                                       ,Hardy flowering tree,,,
CORNUS S ARCTIC FIRE TM P18523,"Cornus stolonifera 'Farrow' P.P. #18,523                    ",Arctic Fire™  Red Twig Dogwood,Deciduous shrub/hedge,,,
CORNUS S ARCTIC FIRE TM P18523,"Cornus stolonifera 'Farrow' P.P. #18,523                    ",Arctic Fire™  Red Twig Dogwood,Deciduous shrub/hedge,,,
CORNUS SERICEA BAILEYI,Cornus stolonifera 'Baileyi'                                ,Bailey's Red-osier Dogwood                                  ,Deciduous shrub/hedge,,,
CORNUS SERICEA FLAVIRAMEA,Cornus sericea 'Flaviramea'                                 ,Yellow Twig Dogwood                                         ,Deciduous shrub/hedge,,,
CORNUS SERICEA FLAVIRAMEA,Cornus sericea 'Flaviramea'                                 ,Yellow Twig Dogwood                                         ,Deciduous shrub/hedge,,,
CORNUS SERICEA ISANTI,Cornus sericea 'Isanti'                                     ,Isanti Red-Osier Dogwood                                    ,Deciduous shrub/hedge,,,
CORNUS SERICEA ISANTI,Cornus sericea 'Isanti'                                     ,Isanti Red-Osier Dogwood                                    ,Deciduous shrub/hedge,,,
CORNUS SERICEA KELSEYI,Cornus sericea 'Kelseyi'                                    ,Kelsey's Dwarf Red-Osier Dogwood                            ,Deciduous shrub/hedge,,,
CORNUS SERICEA KELSEYI,Cornus sericea 'Kelseyi'                                    ,Kelsey's Dwarf Red-Osier Dogwood                            ,Deciduous shrub/hedge,,,
CORNUS SERICEA KELSEYI,Cornus sericea 'Kelseyi'                                    ,Kelsey's Dwarf Red-Osier Dogwood                            ,Deciduous shrub/hedge,,,
CORNUS SERICEA KELSEYI,Cornus sericea 'Kelseyi'                                    ,Kelsey's Dwarf Red-Osier Dogwood                            ,Deciduous shrub/hedge,,,
CORNUS STO PUCKERED UP TM PPAF,Cornus stolonifera 'Neil Z' P.P.A.F.                        ,Pucker Up!™  Red Twig Dogwood,Deciduous shrub/hedge,,,
CORNUS STO PUCKERED UP TM PPAF,Cornus stolonifera 'Neil Z' P.P.A.F.                        ,Pucker Up!™  Red Twig Dogwood,Deciduous shrub/hedge,,,
CORNUS X CONSTELLATION R,Cornus x 'Rutcan'                                           ,Constellation®  Dogwood,Hardy flowering tree,,,
CORNUS X CONSTELLATION R,Cornus x 'Rutcan'                                           ,Constellation®  Dogwood,Hardy flowering tree,,,
CORNUS X STELLAR PINK R,Cornus x 'Rutgan'                                           ,Stellar Pink®  Dogwood,Hardy flowering tree,,,
CORNUS X VENUS R PP16309,"Cornus x 'KN30-8' P.P.# 16,309                              ",Venus®  Dogwood,Hardy flowering tree,,,
CORNUS X VENUS R PP16309,"Cornus x 'KN30-8' P.P.# 16,309                              ",Venus®  Dogwood,Hardy flowering tree,,,
COROKIA X VIR PHANTOM PP19257,"Corokia x virgata 'Phantom' P.P. #19,257                    ",Phantom Corokia                                             ,Evergreen small shrub/hedge,,,
CORYDALIS FLEX CHINA BLUE,Corydalis flexuosa 'China Blue'                             ,China Blue Fumewort                                         ,Shade foliage/flower,,,
CORYLUS AV CONTORTA-OWN ROOT,Corylus avellana 'Contorta' (Own Root)                      ,Harry Lauder's Walking Stick                                ,Deciduous early flower'g Shrub,,,
COT APICULATUS,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,Deciduous fall/winter interest,,,
COT APICULATUS,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,Deciduous fall/winter interest,,,
COT APICULATUS,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,Deciduous fall/winter interest,,,
COT APICULATUS,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,Deciduous fall/winter interest,,,
COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,,,
COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,,,
COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,,,
COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,,,
COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,,,
COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    ,Evergreen fall/winter interest,,,
COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    ,Evergreen fall/winter interest,,,
COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    ,Evergreen fall/winter interest,,,
COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    ,Evergreen fall/winter interest,,,
COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        ,Evergreen fall/winter interest,,,
COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        ,Evergreen fall/winter interest,,,
COT HOR HESSEI,Cotoneaster x 'Hessei'                                      ,Hessei Cotoneaster                                          ,Evergreen fall/winter interest,,,
COT HOR PERPUSILLUS,Cotoneaster horizontalis 'Perpusillus'                      ,Prostrate Rock Cotoneaster                                  ,Evergreen fall/winter interest,,,
COT HOR PERPUSILLUS,Cotoneaster horizontalis 'Perpusillus'                      ,Prostrate Rock Cotoneaster                                  ,Evergreen fall/winter interest,,,
COT HOR VARIEGATUS,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 ,Deciduous fall/winter interest,,,
COT HOR VARIEGATUS,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 ,Deciduous fall/winter interest,,,
COT HOR VARIEGATUS,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 ,Deciduous fall/winter interest,,,
COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,Evergreen fall/winter interest,,,
COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,Evergreen fall/winter interest,,,
COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,Evergreen fall/winter interest,,,
COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,Evergreen fall/winter interest,,,
COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,Evergreen fall/winter interest,,,
COTINUS C GOLDEN SPIRIT P13082,Cotinus coggygria 'Ancot' P.P. 13082                        ,Golden Spirit Smoke Tree                                    ,Deciduous shrub/hedge,,,
COTINUS C GOLDEN SPIRIT P13082,Cotinus coggygria 'Ancot' P.P. 13082                        ,Golden Spirit Smoke Tree                                    ,Deciduous shrub/hedge,,,
COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,,,
COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,,,
COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,,,
COTINUS X GRACE,Cotinus x 'Grace'                                           ,Grace Smoke Tree                                            ,Deciduous shrub/hedge,,,
CRASSULA CAPITELLA CAMPFIRE,Crassula capitella 'Campfire'                               ,Campfire Crassula                                           ,Succulent/cactus/yucca,,,
CRASSULA PEL CALICO KITTEN,Crassula pellucida 'Variegata'                              ,Calico Kitten Crassula                                      ,Succulent/cactus/yucca,,,
CROCOSMIA COLUMBUS,Crocosmia 'Columbus'                                        ,Columbus Montbretia                                         ,Mid/late interm. flowering,,,
CROCOSMIA EMBERGLOW,Crocosmia 'Emberglow'                                       ,Emberglow Montbretia                                        ,Mid/late interm. flowering,,,
CROSSANDRA ORANGE MARMALADE,Crossandra infundibuliformis 'Orange Marmalade'             ,Orange Marmalade Firecracker Flower                         ,Sun/shade foliage-groundcover,,,
CRYPTOMERIA J BLACK DRAGON,Cryptomeria japonica 'Black Dragon'                         ,Black Dragon Japanese Cedar                                 ,Temperate conifer,,,
CRYPTOMERIA J BLACK DRAGON,Cryptomeria japonica 'Black Dragon'                         ,Black Dragon Japanese Cedar                                 ,Temperate conifer,,,
CRYPTOMERIA J GLOBOSA NANA,Cryptomeria japonica 'Globosa Nana'                         ,Dwarf Japanese Cedar                                        ,Temperate conifer,,,
CUP LEY CASTLEWELLAN,x Cupressocyparis leylandii 'Castlewellan'                  ,Golden Leyland Cypress                                      ,Cupressus & Juniper upright,,,
CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,,,
CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,,,
CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,,,
CUP LEYLANDII,x Cupressocyparis leylandii                                 ,Leyland Cypress                                             ,Cupressus & Juniper upright,,,
CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,Cupressus & Juniper upright,,,
CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,Cupressus & Juniper upright,,,
CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,Cupressus & Juniper upright,,,
CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,Cupressus & Juniper upright,,,
CUPHEA HYS ITSY BITSY R LILAC,Cuphea hyssopifolia 'Monshi'                                ,Itsy Bitsy®  Lilac False Heather,Evergreen sumr flower'g shrub,,,
CUPHEA HYS ITSY BITSY R ROSE,Cuphea hyssopifolia 'MonTroy'                               ,Itsy Bitsy®  Rose False Heather,Evergreen sumr flower'g shrub,,,
CUPHEA HYS ITSY BITSY R ROSE,Cuphea hyssopifolia 'MonTroy'                               ,Itsy Bitsy®  Rose False Heather,Evergreen sumr flower'g shrub,,,
CUPHEA HYS ITSY BITSY R WHITE,Cuphea hyssopifolia 'Monga'                                 ,Itsy Bitsy®  White False Heather,Evergreen sumr flower'g shrub,,,
CUPHEA HYS RIVERDENE GOLD PPAF,Cuphea x hyssopifolia 'Riverdene Gold' P.P.A.F.             ,Riverdene Gold False Heather                                ,Evergreen sumr flower'g shrub,,,
CUPHEA LLAVEA,Cuphea llavea                                               ,Bat Face Cuphea                                             ,Evergreen sumr flower'g shrub,,,
CUPHEA LLAVEA RUMBA PP17213,"Cuphea llavea 'Flamenco Rumba' P.P. #17,213                 ",Flamenco Rumba Cuphea                                       ,Evergreen sumr flower'g shrub,,,
CUPHEA MICROPETALA,                                                            ,                                                            ,Evergreen sumr flower'g shrub,,,
CYNARA SCO GREEN GLOBE,Cynara scolymus 'Improved Green Globe'                      ,Improved Green Globe Artichoke                              ,Edible berries/fruit,,,
CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,Deciduous early flower'g Shrub,,,
CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,Deciduous early flower'g Shrub,,,
CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,Deciduous early flower'g Shrub,,,
CYTISUS BURKWOODII,Cytisus scoparius 'Burkwoodii'                              ,Burkwoodii Broom                                            ,Deciduous early flower'g Shrub,,,
CYTISUS LENA,Cytisus x 'Lena' (Dallimorei hybrid)                        ,Lena Scotch Broom                                           ,Deciduous early flower'g Shrub,,,
CYTISUS LILAC TIME,Cytisus x 'Lilac Time' (Dallimorei hybrid)                  ,Lilac Time Scotch Broom                                     ,Deciduous early flower'g Shrub,,,
CYTISUS X SPACHIANUS,Cytisus x spachianus                                        ,Sweet Broom                                                 ,Evergreen early flower'g shrub,,,
CYTISUS X SPACHIANUS,Cytisus x spachianus                                        ,Sweet Broom                                                 ,Evergreen early flower'g shrub,,,
DAPHNE ETRNL FRAGRANCE PP18361,"Daphne transatlantica 'BLAFRA' Eternal Fragrance P.P. #18,36",Eternal Fragrance Daphne                                    ,Evergreen fragrant shrub,,,
DAPHNE OD AUREO-MARGINATA,Daphne odora 'Aureo-marginata'                              ,Variegated Winter Daphne                                    ,Evergreen fragrant shrub,,,
DASYLIRION TEXANUM,Dasylirion texanum                                          ,Texas Sotol                                                 ,Grass-like plant,,,
DASYLIRION WHEELERI,Dasylirion wheeleri                                         ,Silver Desert Spoon                                         ,Grass-like plant,,,
DELOS JWL OF DSRT MNSTN P23491,"Delosperma cooperi 'Jewel of the Desert Moonstone' P.P. #23,",Jewel of the Desert Moonstone Iceplant                      ,Ground cover,,,
DELOS JWL OF DSRT RUBY P23453,"Delosperma cooperi 'Jewel of the Desert Ruby' P.P.#23,453   ",Jewel of the Desert Ruby Ice Plant                          ,Ground cover,,,
DELOS JWL OF DSRT RUBY P23453,"Delosperma cooperi 'Jewel of the Desert Ruby' P.P.#23,453   ",Jewel of the Desert Ruby Ice Plant                          ,Ground cover,,,
DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,,,
DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,,,
DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,,,
DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,,,
DELOSPERMA DY RED MOUNTAIN R,Delosperma dyeri 'Psdold'                                   ,Red Mountain®  Ice Plant,Ground cover,,,
DELOSPERMA DY RED MOUNTAIN R,Delosperma dyeri 'Psdold'                                   ,Red Mountain®  Ice Plant,Ground cover,,,
DELOSPERMA FIRE SPINNER R,Delosperma 'P001S'                                          ,Fire Spinner®  Ice Plant,Ground cover,,,
DELOSPERMA FIRE SPINNER R,Delosperma 'P001S'                                          ,Fire Spinner®  Ice Plant,Ground cover,,,
DELOSPERMA FIRE SPINNER R,Delosperma 'P001S'                                          ,Fire Spinner®  Ice Plant,Ground cover,,,
DELOSPERMA FIRE WONDER PPAF,Delosperma 'Fire Wonder' P.P.A.F.                           ,Wheels of Wonder®  Fire Wonder Ice Plant,Ground cover,,,
DELOSPERMA MESA VERDE PP13876,Delosperma 'Kelaidis' P.P.# 13876                           ,Mesa Verde®  Ice Plant,Ground cover,,,
DELOSPERMA MESA VERDE PP13876,Delosperma 'Kelaidis' P.P.# 13876                           ,Mesa Verde®  Ice Plant,Ground cover,,,
DELOSPERMA NUBIGENUM,Delosperma nubigenum                                        ,Hardy Yellow Ice Plant                                      ,Ground cover,,,
DELPHINIUM G MORPHO GRAND BLUE,Delphinium grandiflorum 'Morpho Grand Blue'                 ,Morpho Grand Blue Larkspur                                  ,Mid/late tall flowering,,,
DELPHINIUM GRAND BLUE MIRROR,Delphinium grandiflorum 'Blue Mirror'                       ,Blue Mirror Delphinium                                      ,Mid/late tall flowering,,,
DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,Deciduous mid flowering shrub,,,
DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,Deciduous mid flowering shrub,,,
DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,Deciduous mid flowering shrub,,,
DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,Deciduous mid flowering shrub,,,
DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,Deciduous mid flowering shrub,,,
DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,Deciduous mid flowering shrub,,,
DEUTZIA HYBRIDA PINK-A-BOO R,Deutzia x 'Monzia'                                          ,Pink-A-Boo®  Deutzia,Deciduous mid flowering shrub,,,
DEUTZIA HYBRIDA PINK-A-BOO R,Deutzia x 'Monzia'                                          ,Pink-A-Boo®  Deutzia,Deciduous mid flowering shrub,,,
DEUTZIA SET CORYMBIFLORA,Deutzia setchuenensis var. corymbiflora                     ,Chinese Snow Flower                                         ,Deciduous mid flowering shrub,,,
DEUTZIA SET CORYMBIFLORA,Deutzia setchuenensis var. corymbiflora                     ,Chinese Snow Flower                                         ,Deciduous mid flowering shrub,,,
DEUTZIA X NIKKO BLUSH NA74356,Deutzia x rosea 'Nikko Blush' (NA74356)                     ,Nikko Blush Deutzia                                         ,Deciduous mid flowering shrub,,,
DIANELLA CAE BECCA PP18505,Dianella caerulea 'DCNC0' P.P.# 18505                       ,Becca™  Flax Lily,Sun/shade foliage-groundcover,,,
DIANELLA CAE CASSABLUE PPAF,Dianella caerulea 'DBB03' P.P.# 17998                       ,Cassa Blue™  Flax Lily,Sun/shade foliage-groundcover,,,
DIANELLA LITTLE BECCA PP18452,Dianella caerulea 'DCMP01' P.P.# 18452                      ,Little Becca™  Flax Lily,Sun/shade foliage-groundcover,,,
DIANELLA REV BABY BLISS P18883,Dianella revoluta 'DTN03' P.P.# 18883                       ,Baby Bliss™  Flax Lily,Sun/shade foliage-groundcover,,,
DIANELLA RV LITTLE REV PP17719,Dianella revoluta 'DR5000' P.P.# 17719                      ,Little Rev™  Flax Lily,Sun/shade foliage-groundcover,,,
DIANELLA TAS SILVER STREAK,Dianella tasmanica Silver Streak                            ,Silver Streak Flax Lily                                     ,Sun/shade foliage-groundcover,,,
DIANTHUS BAR OESCHBERG,Dianthus barbatus 'Oeschberg'                               ,Oeschberg Sweet William                                     ,Mid spring border flowering,,,
DIANTHUS BRILLIANT STAR P13025,Dianthus 'Brilliant Star' P.P.# 13025                       ,Brilliant Star Maiden Pink                                  ,Mid spring border flowering,,,
DIANTHUS COSMIC TM PK SWRL PAF,Dianthus x 'Pink Swirl'                                     ,Cosmic™  Pink Swirl Dianthus,Mid spring border flowering,,,
DIANTHUS COSMIC TM RD SWRL PAF,Dianthus x 'Red Swirl' P.P.A.F.                             ,Cosmic™  Red Swirl Dianthus,Mid spring border flowering,,,
DIANTHUS DRAGON FRUIT PPAF,Dianthus 'Dragon Fruit'                                     ,Dragon Fruit Pink                                           ,Mid spring border flowering,,,
DIANTHUS FIRE STAR PP14895,Dianthus 'Fire Star' P.P.# 14895                            ,Fire Star Maiden Pink                                       ,Mid spring border flowering,,,
DIANTHUS FIRE STAR PP14895,Dianthus 'Fire Star' P.P.# 14895                            ,Fire Star Maiden Pink                                       ,Mid spring border flowering,,,
DIANTHUS FIRE STAR PP14895,Dianthus 'Fire Star' P.P.# 14895                            ,Fire Star Maiden Pink                                       ,Mid spring border flowering,,,
DIANTHUS FIRST LOVE R,Dianthus First Love® ,First Love®  Cheddar Pink,Mid spring border flowering,,,
DIANTHUS FIRST LOVE R,Dianthus First Love® ,First Love®  Cheddar Pink,Mid spring border flowering,,,
DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,,,
DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,,,
DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,,,
DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,,,
DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,,,
DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,,,
DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,,,
DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,,,
DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,,,
DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,,,
DIANTHUS GRAT MOUNTAIN MIST,Dianthus gratianopolitanus 'Mountain Mist'                  ,Mountain Mist Cheddar Pink                                  ,Mid spring border flowering,,,
DIANTHUS NEON STAR PP14549,Dianthus x 'Neon Star' P.P.# 14549                          ,Neon Star Maiden Pink                                       ,Mid spring border flowering,,,
DIANTHUS RASP SURPRISE PP16029,"Dianthus 'Devon Yolande' P.P. #16,029                       ",Raspberry Surprise Maiden Pink                              ,Mid spring border flowering,,,
DIANTHUS RASP SURPRISE PP16029,"Dianthus 'Devon Yolande' P.P. #16,029                       ",Raspberry Surprise Maiden Pink                              ,Mid spring border flowering,,,
DIANTHUS RASPBRY SWIRL PP14377,Dianthus 'Raspberry Swirl' P.P.# 14377                      ,Raspberry Swirl Maiden Pink                                 ,Mid spring border flowering,,,
DIANTHUS RASPBRY SWIRL PP14377,Dianthus 'Raspberry Swirl' P.P.# 14377                      ,Raspberry Swirl Maiden Pink                                 ,Mid spring border flowering,,,
DIANTHUS SPANGLED STAR PP13029,Dianthus 'Spangled Star' P.P.# 13029                        ,Spangled Star Maiden Pink                                   ,Mid spring border flowering,,,
DIANTHUS WINK,Dianthus 'Wink'                                             ,Wink Maiden Pink                                            ,Mid spring border flowering,,,
DICENTRA KING OF HEARTS,Dicentra x 'King of Hearts'                                 ,King Of Hearts Bleeding Heart                               ,Early spring border flowering,,,
DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart,Mid spring border flowering,,,
DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart,Mid spring border flowering,,,
DICENTRA SPEC GOLD HEART,Dicentra spectabilis 'Gold Heart'                           ,Gold Heart Bleeding Heart                                   ,Early spring border flowering,,,
DICENTRA SPEC GOLD HEART,Dicentra spectabilis 'Gold Heart'                           ,Gold Heart Bleeding Heart                                   ,Early spring border flowering,,,
DICENTRA SPECTABILIS,Dicentra spectabilis                                        ,Bleeding Heart                                              ,Early spring border flowering,,,
DICENTRA SPECTABILIS ALBA,                                                            ,                                                            ,Early spring border flowering,,,
DICENTRA X LUXURIANT,Dicentra x 'Luxuriant'                                      ,Luxuriant Fringed Bleeding Heart                            ,Early spring border flowering,,,
DICENTRA X LUXURIANT,Dicentra x 'Luxuriant'                                      ,Luxuriant Fringed Bleeding Heart                            ,Early spring border flowering,,,
DIERVILLA SES COOL SPLASH,"Diervilla sessilifolia 'LPDC Podaras' PP#19,391             ",Cool Splash™  Bush Honeysuckle,Deciduous sumr flower'g shrub,,,
DIETES IRIDIOIDES (MORAEA),Dietes iridioides                                           ,African Iris                                                ,Mid spring interm. flowering,,,
DIETES X KATRINA R PP 21460,"Dietes x 'Nola Alba' P.P. #21,460                           ",KATRINA®  African Iris,Mid spring interm. flowering,,,
DIGITALIS PURPUREA FOXY,Digitalis purpurea 'Foxy'                                   ,Foxy Foxglove                                               ,Mid/late tall flowering,,,
DIOSPYROS FUYU,Diospyros kaki 'Fuyu' (Jiro type)                           ,Fuyu Japanese Persimmon                                     ,Edible berries/fruit,,,
DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,,,
DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,,,
DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,,,
DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,,,
DISPORUM CANT MOONLIGHT P24556,"Disporum cantoniense 'Moonlight' P.P.#24,556                ",Moonlight Chinese Fairy Bells                               ,Evergreen large shrub/hedge,,,
DISPORUM CANT NIGHT HERON,Disporum cantoniense 'Night Heron'                          ,Night Heron Chinese Fairy Bells                             ,Evergreen large shrub/hedge,,,
DISTICTIS BUCCINATORIA,Distictis buccinatoria                                      ,Scarlet Trumpet Vine                                        ,Temperate vine,,,
DISTICTIS RIVERS,Distictis 'Rivers'                                          ,Royal Trumpet Vine                                          ,Temperate vine,,,
DISTICTIS RIVERS,Distictis 'Rivers'                                          ,Royal Trumpet Vine                                          ,Temperate vine,,,
DORONICUM OR LEONARDO TM COMP,Doronicum orientale 'Leonardo™  Compact',Leonardo™  Compact Leopard's Bane,Mid spring interm. flowering,,,
