Loc,Item,Size,Description,Botanical Name,Common Name,Zone,Condition,Current Specs,Qty Open,Qty Alloc Rem Thru 12/31/13,Qty Alloc Rem Thru 06/30/14,Net Avail Qty,Min Order Qty,List Price,Net Price,Sale Price,AVL Flag,,
OR,042022,#2,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,04,BREAKING DORMANCY,"12""H - 12""S"," 1,352 ",     ,     ," 1,352 ", 5 , 15.25 , 11.74 ,          , ,,
OR,042025,#5,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,04,BREAKING DORMANCY,"24""H - 18""S"," 1,228 ",     ,     ," 1,228 ", 5 , 20.25 , 15.59 ,          , ,,
GA,042025,#5,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,04,BREAKING DORMANCY,"15""H - 15""S", 283 ,     ,     , 283 , 5 , 20.25 , 15.59 ,          , ,,
OR,080951S,SuperOne TM,HYD PAN BOBO R PP22782,"Hydrangea paniculata 'ILVOBO' P.P.# 22,782 Can. P.B.R.A.F.  ",Bobo®  Hardy Hydrangea,03,-,10''H - 8''S,     ,     , 42 , 42 , 10 , 9.75 , 7.51 ,          , ,,
OR,080952S,SuperTwo,HYD PAN BOBO R PP22782,"Hydrangea paniculata 'ILVOBO' P.P.# 22,782 Can. P.B.R.A.F.  ",Bobo®  Hardy Hydrangea,03,-,"10""H - 10""S",     ,     , 67 , 67 , 5 , 16.00 , 12.32 ,          , ,,
OR,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,03,BREAKING DORMANCY,"10""H - 8""S", 10 ,     ,     , 10 , 10 , 9.75 , 7.51 ,          , ,,
GA,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,03,BREAKING DORMANCY,"12""H - 10""S", 23 ,     ,     , 23 , 10 , 9.75 , 7.51 ,          ,I,,
GA,089945,#5,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,03,BREAKING DORMANCY,"16""H - 14""S", 90 ,     ,     , 90 , 5 , 22.00 , 16.94 ,          ,I,,
CA,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,03,-,"8""H - 10""S", 801 ,     ,     , 801 , 10 , 9.75 , 7.51 ,          ,I,,
OR,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,03,BREAKING DORMANCY,"16""H - 12""S", 84 ,     ,     , 84 , 5 , 16.00 , 12.32 ,          , ,,
CA,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,03,-,"10""H - 12""S"," 1,261 ",     ,     ," 1,261 ", 5 , 16.00 , 12.32 ,          , ,,
GA,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,03,BREAKING DORMANCY,"14""H - 12""S"," 1,034 ",     , 488 ," 1,522 ", 5 , 16.00 , 12.32 ,          , ,,
CA,024375,#5,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,03,-,"12""H - 13""S"," 3,289 ",     ,     ," 3,289 ", 5 , 22.00 , 16.94 ,          ,I,,
GA,024375,#5,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,03,BREAKING DORMANCY,"16""H - 14""S", 137 ,     , 68 , 205 , 5 , 22.00 , 16.94 ,          , ,,
CA,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,03,-,"8""H - 12""S", 291 ,     ,     , 291 , 5 , 16.00 , 12.32 ,          , ,,
GA,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,03,BREAKING DORMANCY,"14""H - 14""S", 190 ,     , 264 , 454 , 5 , 16.00 , 12.32 ,          , ,,
OR,074611S,SuperOne TM,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,03,BREAKING DORMANCY,"12""H - 8""S", 7 ,     ,     , 7 , 10 , 9.75 , 7.51 ,          , ,,
GA,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,03,BREAKING DORMANCY,"12""H", 274 ,     , 220 , 494 , 5 , 16.00 , 12.32 ,          ,I,,
GA,074615,#5,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,03,BREAKING DORMANCY,"16""H - 14""S", 13 ,     , 25 , 38 , 5 , 22.00 , 16.94 ,          , ,,
CA,074601S,SuperOne TM,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,03,-,"10""H - 10""S", 198 ,     ,     , 198 , 10 , 9.75 , 7.51 ,          , ,,
GA,074601S,SuperOne TM,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,03,BREAKING DORMANCY,"12""H - 12""S",     ,     , 50 , 50 , 10 , 9.75 , 7.51 ,          , ,,
GA,074602S,SuperTwo,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,03,BREAKING DORMANCY,"14""H - 14""S",     ,     , 153 , 153 , 5 , 16.00 , 12.32 ,          , ,,
GA,074605,#5,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,03,BREAKING DORMANCY,"16""H - 14""S",     ,     , 98 , 98 , 5 , 22.00 , 16.94 ,          , ,,
OR,041941,#1,HYD PAN TARDIVA,Hydrangea paniculata 'Tardiva'                              ,Tardiva Hydrangea                                           ,03,BREAKING DORMANCY,"10""H - 8""S", 357 ,     ,     , 357 , 10 , 6.50 , 5.01 ,          , ,,
OR,041942,#2,HYD PAN TARDIVA,Hydrangea paniculata 'Tardiva'                              ,Tardiva Hydrangea                                           ,03,BREAKING DORMANCY,"14""H - 12""S", 4 ,     ,     , 4 , 5 , 14.00 , 10.78 ,          , ,,
OR,041945,#5,HYD PAN TARDIVA,Hydrangea paniculata 'Tardiva'                              ,Tardiva Hydrangea                                           ,03,BREAKING DORMANCY,"24""H - 18""S",     ,     , 58 , 58 , 5 , 18.75 , 14.44 ,          , ,,
OR,035015,#5 STAKED,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,04,-,36'' FULL STK,     ,     , 2 , 2 , 5 , 27.50 , 21.18 ,          , ,,
OR,041701,#1 STAKED,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,05,-,FULL STK,     ,     , 42 , 42 , 10 , 8.00 , 6.16 ,          , ,,
OR,041702,#2 STAKED,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,05,-,FULL STK, 74 ,     , 29 , 103 , 5 , 18.25 , 14.05 ,          , ,,
OR,041705TE,#5 TRELLIS,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,05,-,48'' FULL  STK,     ,     , 5 , 5 , 2 , 55.00 , 42.35 ,          , ,,
OR,042565,#5,HYD QUER PEE WEE,Hydrangea quercifolia 'Pee Wee'                             ,Pee Wee Oak Leaf Hydrangea                                  ,05,-,15''H - 18''S,     ,     , 47 , 47 , 5 , 21.00 , 16.17 ,          , ,,
CA,042045,#5,HYD QUER SNOWFLAKE,Hydrangea quercifolia 'Brido'                               ,Snowflake™  Oakleaf Hydrangea,05,BUDS,"16""H - 15""S",     ,     , 51 , 51 , 5 , 21.00 , 16.17 ,          , ,,
OR,042092,#2,HYD QUERCIFOLIA,Hydrangea quercifolia                                       ,OAKLEAF HYDRANGEA                                           ,05,-,15''H - 12''S,     ,     , 155 , 155 , 5 , 14.00 , 10.78 ,          , ,,
OR,042095,#5,HYD QUERCIFOLIA,Hydrangea quercifolia                                       ,OAKLEAF HYDRANGEA                                           ,05,-,"18""H - 16""S", 1 ,     ,     , 1 , 5 , 21.00 , 16.17 ,          , ,,
CA,042035,#5,HYD SER BLUEBIRD,Hydrangea serrata 'Bluebird'                                ,Bluebird Lacecap Hydrangea                                  ,05,BUDS,"12""H - 15""S", 43 ,     ,     , 43 , 5 , 18.75 , 14.44 ,          , ,,
CA,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,05,BUDS,"12""H - 12""S", 98 ,     ,     , 98 , 5 , 16.00 , 12.32 ,          ,I,,
CA,042131,#1,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,04,-,"10""H - 8""S",     ,     , 28 , 28 , 10 , 7.00 , 5.39 ,          , ,,
GA,042135,#5,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,04,BREAKING DORMANCY,"15""H - 12""S",     ,     , 50 , 50 , 5 , 19.25 , 14.82 ,          , ,,
GA,074622S,SuperTwo,HYPERICUM SUNNY BLVD TM P20045,"Hypericum 'Deppe' P.P. #20,045, C.B.R.A.F.                  ",Sunny Boulevard™  St. John's Wort,04,BREAKING DORMANCY,"12""H - 12""S", 141 ,     , 80 , 221 , 5 , 15.00 , 11.55 ,          ,I,,
GA,074625,#5,HYPERICUM SUNNY BLVD TM P20045,"Hypericum 'Deppe' P.P. #20,045, C.B.R.A.F.                  ",Sunny Boulevard™  St. John's Wort,04,BREAKING DORMANCY,"14""H - 14""S", 182 ,     ,     , 182 , 5 , 22.00 , 16.94 ,          , ,,
OR,042221,#1,IBERIS SEMP LITTLE GEM,Iberis sempervirens 'Little Gem'                            ,Little Gem Candytuft                                        ,05,BUDS & BLOOMS,PS2*, 53 ,     ,     , 53 , 10 , 4.75 , 3.66 ,          , ,,
OR,04222UT,LittleOne,IBERIS SEMP LITTLE GEM,Iberis sempervirens 'Little Gem'                            ,Little Gem Candytuft                                        ,05,BUDS & BLOOMS,PS2*,     ,     , 22 , 22 , 16 , 2.95 , 2.27 ,          , ,,
OR,042605,#5,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,06,-,27''H - 15''S, 7 ,     ,     , 7 , 5 , 20.50 , 15.79 ,          , ,,
OR,042607,#7,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,06,-,45''H - 18''S,     ,     , 11 , 11 , 2 , 57.50 , 44.28 ,          ,I,,
OR,043052,#2,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,06,-,14''H - 12''S, 116 ,     , 5 , 121 , 5 , 14.75 , 11.36 ,          , ,,
OR,043055,#5,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,06,-,18''H - 18''S,     ,     , 13 , 13 , 5 , 20.50 , 15.79 ,          , ,,
GA,044931,#1,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,05,,"12""H", 100 ,     ,     , 100 , 10 , 6.50 , 5.01 ,          , ,,
GA,074915,#5,ILEX CREN SKY POINTER PP20049,"Ilex crenata 'Farrowone' P.P. #20,049                       ",Sky Pointer™  Japanese Holly,06,,"28""H",     ,     , 3 , 3 , 5 , 20.50 , 15.79 ,          , ,,
OR,007592,#2,ILEX CREN SOFT TOUCH,Ilex crenata 'Soft Touch'                                   ,Soft Touch Compact Holly                                    ,05,-,"12""S",     ,     , 81 , 81 , 5 , 13.25 , 10.20 ,          , ,,
GA,045122,#2,ILEX X BERRI-MAGIC R CHINA,Ilex x meserveae 'Mesdob' & 'Mesog'                         ,Berri-Magic®  China Holly Combination,04,,"12""H - 12""S", 155 ,     ,     , 155 , 5 , 14.75 , 11.36 ,          , ,,
GA,045125,#5,ILEX X BERRI-MAGIC R CHINA,Ilex x meserveae 'Mesdob' & 'Mesog'                         ,Berri-Magic®  China Holly Combination,04,FULL BERRIES,"18""H - 15""S", 70 ,     ,     , 70 , 5 , 21.75 , 16.75 ,          ,I,,
OR,045085,#5,ILEX X BLUE BOY,Ilex x meserveae 'Blue Boy'                                 ,Blue Boy Holly                                              ,05,-,"16""H - 18""S", 238 ,     ,     , 238 , 5 , 20.50 , 15.79 ,          , ,,
OR,031155,#5,ILEX X HONEY MAID PP12060,Ilex x 'Honey Maid' P.P.# 12060                             ,Honey Maid Holly                                            ,06,-,"18""H - 18""S",     ,     , 2 , 2 , 5 , 20.50 , 15.79 ,          , ,,
OR,023965,#5,ILEX X SANTA'S DELIGHT R,Ilex aquifolium 'Sadezam'                                   ,Santa's Delight®  English Holly,06,-,27''H - 15''S," 1,324 ",     ,     ," 1,324 ", 5 , 21.75 , 16.75 ,          ,I,,
OR,021091,#1,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,05,-,10''H - 8''S, 10 ,     ,     , 10 , 10 , 7.50 , 5.78 ,          ,I,,
GA,007983,#3,ILLICIUM PARVIFLORUM,Illicium parviflorum                                        ,Yellow Anise Tree                                           ,08,WINTER LOOK,"18""H - 16""S", 898 ,     , 60 , 898 , 5 , 14.75 , 11.36 ,          , ,,
OR,016471,#1,IRIS EN CASCADE SPICE,Iris ensata 'Cascade Spice'                                 ,Cascade Spice Japanese Iris                                 ,04,EMERGING,., 524 ,     ,     , 524 , 10 , 5.50 , 4.24 ,          , ,,
OR,044011,#1,IRIS EN VARIEGATA,Iris ensata 'Variegata'                                     ,Variegated Japanese Water Iris                              ,04,EMERGING,., 194 ,     , 20 , 214 , 10 , 6.75 , 5.20 ,          , ,,
GA,044011,#1,IRIS EN VARIEGATA,Iris ensata 'Variegata'                                     ,Variegated Japanese Water Iris                              ,04,EMERGING,3-5 FANS, 229 ,     , 42 , 229 , 10 , 6.75 , 5.20 ,          , ,,
OR,045981,#1,IRIS PALLIDA VARIEGATA,Iris pallida 'Variegata'                                    ,Variegated Sweet Iris                                       ,04,EMERGING,., 1 ,     ,     , 1 , 10 , 5.50 , 4.24 ,          ,I,,
OR,046361,#1,IRIS SIB BENNERUP BLUE,Iris sibirica 'Bennerup Blue'                               ,Bennerup Blue Siberian Iris                                 ,04,EMERGING,., 988 ,     ,     , 988 , 10 , 5.50 , 4.24 ,          , ,,
OR,046441,#1,IRIS SIB CAESAR'S BROTHER,Iris sibirica 'Caesar's Brother'                            ,Caesar's Brother Siberian Iris                              ,04,EMERGING,., 362 ,     , 10 , 372 , 10 , 5.50 , 4.24 ,          , ,,
OR,046445,#5,IRIS SIB CAESAR'S BROTHER,Iris sibirica 'Caesar's Brother'                            ,Caesar's Brother Siberian Iris                              ,04,CUT BACK,., 104 ,     ,     , 104 , 5 , 16.50 , 12.71 ,          , ,,
OR,046105,#5,IRIS SIB CHILLED WINE,Iris sibirica 'Chilled Wine'                                ,Chilled Wine Siberian Iris                                  ,04,CUT BACK,., 6 ,     ,     , 6 , 5 , 16.50 , 12.71 ,          , ,,
OR,046471,#1,IRIS SIB ERIC THE RED,Iris sibirica 'Eric The Red'                                ,Eric The Red Siberian Iris                                  ,04,EMERGING,., 381 ,     ,     , 381 , 10 , 5.50 , 4.24 ,          , ,,
OR,046011,#1,IRIS SIB RUFFLED VELVET,Iris sibirica 'Ruffled Velvet'                              ,Ruffled Velvet Siberian Iris                                ,04,EMERGING,.," 2,621 ",     , 20 ," 2,641 ", 10 , 5.50 , 4.24 ,          , ,,
OR,046015,#5,IRIS SIB RUFFLED VELVET,Iris sibirica 'Ruffled Velvet'                              ,Ruffled Velvet Siberian Iris                                ,04,EMERGING,., 248 ,     ,     , 248 , 5 , 16.50 , 12.71 ,          , ,,
OR,046501,#1,ITEA VIR HENRYS GARNET,Itea virginica 'Henry's Garnet'                             ,Henry's Garnet Sweetspire                                   ,05,-,"10""H - 8""S", 412 ,     ,     , 412 , 10 , 6.50 , 5.01 ,          , ,,
OR,046502,#2,ITEA VIR HENRYS GARNET,Itea virginica 'Henry's Garnet'                             ,Henry's Garnet Sweetspire                                   ,05,-,"12""H - 12""S", 922 ,     ,     , 922 , 5 , 14.50 , 11.17 ,          , ,,
OR,046505,#5,ITEA VIR HENRYS GARNET,Itea virginica 'Henry's Garnet'                             ,Henry's Garnet Sweetspire                                   ,05,-,24''H - 18''S, 105 ,     ,     , 105 , 5 , 19.25 , 14.82 ,          , ,,
GA,046491S,SuperOne TM,ITEA VIR LITTLE HENRY R P10988,"Itea virginica 'Sprich' P.P. #10,988                        ",Little Henry®  Dwarf Virginia Sweetspire,05,BREAKING DORMANCY,"10""H - 10""S", 763 ,     ,     , 763 , 10 , 9.00 , 6.93 ,          , ,,
GA,046492S,SuperTwo,ITEA VIR LITTLE HENRY R P10988,"Itea virginica 'Sprich' P.P. #10,988                        ",Little Henry®  Dwarf Virginia Sweetspire,05,,"12""H - 12""S",     ,     , 60 , 60 , 5 , 15.00 , 11.55 ,          , ,,
GA,008121,#1,JASMINUM NUDIFLORUM,Jasminum nudiflorum                                         ,Winter Jasmine                                              ,06,BREAKING DORMANCY,"8""H - 12""S", 419 ,     , 60 , 479 , 10 , 5.50 , 4.24 ,          ,I,,
GA,008123,#3,JASMINUM NUDIFLORUM,Jasminum nudiflorum                                         ,Winter Jasmine                                              ,06,BREAKING DORMANCY,"12""H - 16""S", 157 ,     ,     , 157 , 5 , 15.50 , 11.94 ,          , ,,
CA,046581,#1 STAKED,JASMINUM POLYANTHUM,Jasminum polyanthum                                         ,Pink Jasmine                                                ,08,-,"24""H"," 3,922 ",     ,     ," 3,922 ", 10 , 6.25 , 4.81 ,BOGO      , ,,
CA,046585,#5 STAKED,JASMINUM POLYANTHUM,Jasminum polyanthum                                         ,Pink Jasmine                                                ,08,-,"48""H"," 1,010 ",     ,     ," 1,010 ", 5 , 20.75 , 15.98 ,BOGO      , ,,
CA,071782,#2,JASMINUM SAMBAC,Jasminum sambac                                             ,Arabian Jasmine                                             ,09,BUDS,"12""H-12""S", 25 ,     ,     , 25 , 5 , 15.50 , 11.94 ,          ,I,,
CA,046661,#1,JATROPHA INT COMPACTA,Jatropha integerrima 'Compacta'                             ,Compact Spicy Jatropha                                      ,10,BUDS & BLOOMS,"8""H-8""S",     ,     , 221 , 221 , 10 , 7.50 , 5.78 ,          , ,,
GA,046665PT,#5 PATIO TREE,JATROPHA INT COMPACTA,Jatropha integerrima 'Compacta'                             ,Compact Spicy Jatropha                                      ,10,BUDS & BLOOMS,"15""S", 34 ,     , 10 , 34 , 2 , 38.50 , 29.65 ,          , ,,
CA,046875,#5,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,04,-,"36""H",     ,     , 4 , 4 , 5 , 24.00 , 18.48 ,          , ,,
GA,046877,#7,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,04,,"36""H",     ,     , 60 , 60 , 2 , 45.00 , 34.65 ,          ,I,,
GA,046879,#15,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,04,,"48""H",     ,     , 13 , 13 , 1 , 82.50 , 63.53 ,          , ,,
OR,046901,#1,JUN C GOLD COAST R,Juniperus x pfitzeriana 'Aurea Improved'                    ,Gold Coast®  Juniper,03,-,"10""S", 325 ,     ,     , 325 , 10 , 5.75 , 4.43 ,          , ,,
OR,046902,#2,JUN C GOLD COAST R,Juniperus x pfitzeriana 'Aurea Improved'                    ,Gold Coast®  Juniper,03,-,"14""S",     ,     , 45 , 45 , 5 , 12.50 , 9.63 ,          , ,,
CA,047505P2,#5 2BALL POODLE,JUN C HETZII COLUMN,Juniperus chinensis 'Hetzii Columnaris'                     ,Green Columnar Juniper                                      ,04,-,"48""H - 10""S",     ,     , 4 , 4 , 2 , 55.00 , 42.35 ,          , ,,
GA,047505P2,#5 2BALL POODLE,JUN C HETZII COLUMN,Juniperus chinensis 'Hetzii Columnaris'                     ,Green Columnar Juniper                                      ,04,,"48""H - 10""S",     ,     , 12 , 12 , 2 , 55.00 , 42.35 ,          , ,,
GA,047509SP,#15 SPIRAL,JUN C HETZII COLUMN,Juniperus chinensis 'Hetzii Columnaris'                     ,Green Columnar Juniper                                      ,04,,"72""H",     ,     , 25 , 25 , 1 , 135.00 , 103.95 ,          , ,,
