Loc,Item,Description,Botanical Name,Common Name,,,,,,,,,,,,,,,,,
CA,090221,DIANTHUS COSMIC TM PK SWRL PAF,Dianthus x 'Pink Swirl'                                     ,Cosmic™  Pink Swirl Dianthus,,,,,,,,,,,,,,,,,
CA,090211,DIANTHUS COSMIC TM RD SWRL PAF,Dianthus x 'Red Swirl' P.P.A.F.                             ,Cosmic™  Red Swirl Dianthus,,,,,,,,,,,,,,,,,
CA,073521,DIANTHUS DRAGON FRUIT PPAF,Dianthus 'Dragon Fruit'                                     ,Dragon Fruit Pink                                           ,,,,,,,,,,,,,,,,,
CA,004741,DIANTHUS GRAT MOUNTAIN MIST,Dianthus gratianopolitanus 'Mountain Mist'                  ,Mountain Mist Cheddar Pink                                  ,,,,,,,,,,,,,,,,,
CA,094501,DIANTHUS RASP SURPRISE PP16029,"Dianthus 'Devon Yolande' P.P. #16,029                       ",Raspberry Surprise Maiden Pink                              ,,,,,,,,,,,,,,,,,
CA,046745,DIETES X KATRINA R PP 21460,"Dietes x 'Nola Alba' P.P. #21,460                           ",KATRINA®  African Iris,,,,,,,,,,,,,,,,,
CA,012455,DISTICTIS BUCCINATORIA,Distictis buccinatoria                                      ,Scarlet Trumpet Vine                                        ,,,,,,,,,,,,,,,,,
CA,012475,DISTICTIS RIVERS,Distictis 'Rivers'                                          ,Royal Trumpet Vine                                          ,,,,,,,,,,,,,,,,,
CA,049845,DRIMYS WIN PEWTER PILLAR R,Drimys winteri var. chiloense                               ,Pewter Pillar®  Winter's Bark,,,,,,,,,,,,,,,,,
CA,079161,ECHEVERIA ELEGANS,Echeveria elegans                                           ,Mexican Snowball                                            ,,,,,,,,,,,,,,,,,
CA,077821,ECHEVERIA PERLE VON NURNBERG,Echeveria 'Perle von Nurnberg'                              ,Perle von Nurnberg Echeveria                                ,,,,,,,,,,,,,,,,,
CA,063481,ECHEVERIA RUNYONII TOPSY TURVY,Echeveria runyonii                                          ,Retro Succulents®  Topsy Turvy™  Echeveria,,,,,,,,,,,,,,,,,
CA,030562,ECHINOPSIS OXYGONA,Echinopsis oxygona                                          ,Easter Lily Cactus                                          ,,,,,,,,,,,,,,,,,
CA,031935,ELAEAGNUS EBB GILT EDGE,Elaeagnus x ebbingei 'Gilt Edge'                            ,Gilt Edge Silverberry                                       ,,,,,,,,,,,,,,,,,
CA,016625,ELAEO LITTLE EMPEROR TM P17611,"Elaeocarpus decipiens 'MonProud' P.P.# 17,611               ",Little Emperor™  Japanese Blueberry-Shogun®  Ser,,,,,,,,,,,,,,,,,
CA,036182,ESCALLONIA COMPAKTA,Escallonia 'Compakta'                                       ,Compact Escallonia                                          ,,,,,,,,,,,,,,,,,
CA,033301,EUGENIA MYR GLOBULUS,Eugenia myrtifolia 'Globulus'                               ,Dwarf Brush Cherry                                          ,,,,,,,,,,,,,,,,,
CA,033305P2,EUGENIA MYR GLOBULUS,Eugenia myrtifolia 'Globulus'                               ,Dwarf Brush Cherry                                          ,,,,,,,,,,,,,,,,,
CA,033305PP,EUGENIA MYR GLOBULUS,Eugenia myrtifolia 'Globulus'                               ,Dwarf Brush Cherry                                          ,,,,,,,,,,,,,,,,,
CA,033425,EUGENIA MYR MONTEREY BAY,Eugenia myrtifolia 'Monterey Bay'                           ,Monterey Bay Brush Cherry                                   ,,,,,,,,,,,,,,,,,
CA,033425P2,EUGENIA MYR MONTEREY BAY,Eugenia myrtifolia 'Monterey Bay'                           ,Monterey Bay Brush Cherry                                   ,,,,,,,,,,,,,,,,,
CA,033251,EUGENIA MYR TEENIE GENIE R,Eugenia myrtifolia 'Nanum'                                  ,Teenie Genie®  Miniature Brush Cherry,,,,,,,,,,,,,,,,,
CA,033252,EUGENIA MYR TEENIE GENIE R,Eugenia myrtifolia 'Nanum'                                  ,Teenie Genie®  Miniature Brush Cherry,,,,,,,,,,,,,,,,,
CA,033901,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                ,,,,,,,,,,,,,,,,,
CA,033902,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                ,,,,,,,,,,,,,,,,,
CA,034805,EUO J AUREO MARGINATUS,Euonymus japonicus 'Aureo-marginatus'                       ,Golden Euonymus                                             ,,,,,,,,,,,,,,,,,
CA,033661,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,033665ES,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,03366MCN,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,03366MES,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,035001,EUO J GRANDIFOLIUS,Euonymus japonicus 'Grandifolius'                           ,Japanese Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,035005,EUO J GRANDIFOLIUS,Euonymus japonicus 'Grandifolius'                           ,Japanese Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,035005ES,EUO J GRANDIFOLIUS,Euonymus japonicus 'Grandifolius'                           ,Japanese Euonymus                                           ,,,,,,,,,,,,,,,,,
CA,035051,EUO J GREEN SPIRE,Euonymus japonicus 'Green Spire'                            ,Green Spire Euonymus                                        ,,,,,,,,,,,,,,,,,
CA,035055,EUO J GREEN SPIRE,Euonymus japonicus 'Green Spire'                            ,Green Spire Euonymus                                        ,,,,,,,,,,,,,,,,,
CA,035251,EUO J MICRO SILVER PRINCESS TM,Euonymus japonicus 'Moness'                                 ,Silver Princess™  Boxleaf Euonymus,,,,,,,,,,,,,,,,,
CA,035151,EUO J MICRO VARIEGATUS,Euonymus japonicus 'Microphyllus Variegatus'                ,Variegated Boxleaf Euonymus                                 ,,,,,,,,,,,,,,,,,
CA,035101,EUO J MICROPHYLLUS,Euonymus japonicus 'Microphyllus'                           ,Boxleaf Euonymus                                            ,,,,,,,,,,,,,,,,,
CA,035102,EUO J MICROPHYLLUS,Euonymus japonicus 'Microphyllus'                           ,Boxleaf Euonymus                                            ,,,,,,,,,,,,,,,,,
CA,035202,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,,,,,,,,,,,,,,,,,
CA,035205,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,,,,,,,,,,,,,,,,,
CA,035205ES,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,,,,,,,,,,,,,,,,,
CA,035401,EUO KIA MANHATTAN,Euonymus kiautschovicus 'Manhattan'                         ,Manhattan Euonymus                                          ,,,,,,,,,,,,,,,,,
CA,035575,EURYOPS PECT VIRIDIS,Euryops pectinatus 'Viridis'                                ,Green-Leaved Euryops                                        ,,,,,,,,,,,,,,,,,
CA,035641,FATSIA JAPONICA,Fatsia japonica                                             ,Japanese Aralia                                             ,,,,,,,,,,,,,,,,,
CA,035701,FEIJOA SELLOWIANA,Feijoa sellowiana                                           ,Pineapple Guava                                             ,,,,,,,,,,,,,,,,,
CA,035905,FERN-ALSOPHILA AUSTRALIS,Alsophila australis                                         ,Australian Tree Fern                                        ,,,,,,,,,,,,,,,,,
CA,033011,FERN-ASPLENIUM AUSTRAL GEM TM,Asplenium hybrid (dimorphum x difforme)                     ,Austral Gem™  Bird's Nest Fern,,,,,,,,,,,,,,,,,
CA,033015,FERN-ASPLENIUM AUSTRAL GEM TM,Asplenium hybrid (dimorphum x difforme)                     ,Austral Gem™  Bird's Nest Fern,,,,,,,,,,,,,,,,,
CA,036001,FERN-ASPLENIUM BULBIFERUM,Asplenium bulbiferum                                        ,Mother Fern                                                 ,,,,,,,,,,,,,,,,,
CA,028121,FERN-BLECHNUM SPICANT,Blechnum spicant                                            ,Deer Fern                                                   ,,,,,,,,,,,,,,,,,
CA,036151,FERN-CYRTOMIUM ROCHFORDIANUM,Cyrtomium falcatum 'Rochfordianum'                          ,Holly Fern                                                  ,,,,,,,,,,,,,,,,,
CA,036207,FERN-DICKSONIA ANTARCTICA,Dicksonia antarctica                                        ,Tasmanian Tree Fern                                         ,,,,,,,,,,,,,,,,,
CA,021221,FERN-DRYOPTERIS ERY BRILLIANCE,Dryopteris erythrosora 'Brilliance'                         ,Brilliance Autumn Fern                                      ,,,,,,,,,,,,,,,,,
CA,036241,FERN-DRYOPTERIS ERYTHROSORA,Dryopteris erythrosora                                      ,Autumn Fern                                                 ,,,,,,,,,,,,,,,,,
CA,036451,FERN-MATTEUCCIA STRUTHIOPTERIS,Matteuccia struthiopteris                                   ,European Ostrich Fern                                       ,,,,,,,,,,,,,,,,,
CA,036455,FERN-MATTEUCCIA STRUTHIOPTERIS,Matteuccia struthiopteris                                   ,European Ostrich Fern                                       ,,,,,,,,,,,,,,,,,
CA,097641,FERN-MICROLEPIA STRIGOSA,Microlepia strigosa                                         ,Lace Fern                                                   ,,,,,,,,,,,,,,,,,
CA,097711,FERN-MICROSORUM SCOLOPENDRIA,                                                            ,                                                            ,,,,,,,,,,,,,,,,,
CA,097611,FERN-NEPHROLEPIS CD CALIFORNIA,Nephrolepis cordifolia 'California'                         ,California Upright Sword Fern                               ,,,,,,,,,,,,,,,,,
CA,097621,FERN-NEPHROLEPIS CD DUFFI,Nephrolepis cordifolia 'Duffii'                             ,Lemon Button Fern                                           ,,,,,,,,,,,,,,,,,
CA,028181,FERN-PELLAEA ROTUNDIFOLIA,Pellaea rotundifolia                                        ,Button Fern                                                 ,,,,,,,,,,,,,,,,,
CA,084911,FERN-POLYSTICHUM MUNITUM,Polystichum munitum                                         ,Western Sword Fern                                          ,,,,,,,,,,,,,,,,,
CA,097631,FERN-RUMOHRA ADIANT IBERIA,Rumohra adiantiformis 'Iberia'                              ,Iberia Leatherleaf Fern                                     ,,,,,,,,,,,,,,,,,
CA,035981,FERN-RUMOHRA ADIANTIFORMIS,Rumohra adiantiformis                                       ,Leatherleaf Fern                                            ,,,,,,,,,,,,,,,,,
CA,036855ST,FICUS PUMILA,Ficus pumila                                                ,Creeping Fig                                                ,,,,,,,,,,,,,,,,,
CA,037701,GARDENIA AUGUST BEAUTY,Gardenia jasminoides 'August Beauty'                        ,August Beauty Gardenia                                      ,,,,,,,,,,,,,,,,,
CA,034155,GARDENIA AUGUST BEAUTY-GRAFT,Gardenia jasminoides 'August Beauty' (Grafted G. thunbergia),August Beauty Gardenia (Grafted)                            ,,,,,,,,,,,,,,,,,
CA,034155PT,GARDENIA AUGUST BEAUTY-GRAFT,Gardenia jasminoides 'August Beauty' (Grafted G. thunbergia),August Beauty Gardenia (Grafted)                            ,,,,,,,,,,,,,,,,,
CA,037671,GARDENIA FIRST LOVE R,Gardenia jasminoides 'Aimee'                                ,First Love®  Gardenia,,,,,,,,,,,,,,,,,
CA,037575,GARDENIA FIRST LOVE R-GRAFT,Gardenia jasminoides 'Aimee' (Grafted onto G. thunbergia)   ,First Love®  Gardenia (Grafted),,,,,,,,,,,,,,,,,
CA,037575PT,GARDENIA FIRST LOVE R-GRAFT,Gardenia jasminoides 'Aimee' (Grafted onto G. thunbergia)   ,First Love®  Gardenia (Grafted),,,,,,,,,,,,,,,,,
CA,044092,GARDENIA FROSTPROOF,Gardenia jasminoides 'Frostproof'                           ,Frostproof Gardenia                                         ,,,,,,,,,,,,,,,,,
CA,037561,GARDENIA KLEIM'S HARDY,Gardenia jasminoides 'Kleim's Hardy'                        ,Kleim's Hardy Gardenia                                      ,,,,,,,,,,,,,,,,,
CA,037595,GARDENIA MYSTERY-GRAFT,Gardenia jasminoides 'Mystery' (Grafted onto G. thunbergia) ,Mystery Gardenia (Grafted)                                  ,,,,,,,,,,,,,,,,,
CA,037595PT,GARDENIA MYSTERY-GRAFT,Gardenia jasminoides 'Mystery' (Grafted onto G. thunbergia) ,Mystery Gardenia (Grafted)                                  ,,,,,,,,,,,,,,,,,
CA,037801,GARDENIA VEITCHII,Gardenia jasminoides 'Veitchii'                             ,Everblooming Gardenia                                       ,,,,,,,,,,,,,,,,,
CA,037815,GARDENIA VEITCHII-GRAFT,Gardenia jasminoides 'Veitchii' (Grafted onto G. thunbergia),Everblooming Gardenia (Grafted)                             ,,,,,,,,,,,,,,,,,
CA,037815PT,GARDENIA VEITCHII-GRAFT,Gardenia jasminoides 'Veitchii' (Grafted onto G. thunbergia),Everblooming Gardenia (Grafted)                             ,,,,,,,,,,,,,,,,,
CA,410441,GARVINEA SOPHIE R PPAF,Gerbera x 'GARSOPHIE IMP' P.P.A.F.                          ,Garvinea®  Sophie Gerbera Daisy,,,,,,,,,,,,,,,,,
CA,410471,GARVINEA SWEET DREAMS R,Gerbera x 'GARDREAMS' P.P.A.F.                              ,Garvinea®  Sweet Dreams Gerbera Daisy,,,,,,,,,,,,,,,,,
CA,410451,GARVINEA SWEET GLOW R,Gerbera x 'GARGLOW IMP' P.P.A.F.                            ,Garvinea®  Sweet Glow Gerbera Daisy,,,,,,,,,,,,,,,,,
CA,038161,GELSEMIUM RANKINII,Gelsemium rankinii                                          ,Swamp Jessamine                                             ,,,,,,,,,,,,,,,,,
CA,038101,GELSEMIUM SEMPERVIRENS,Gelsemium sempervirens                                      ,Carolina Jessamine                                          ,,,,,,,,,,,,,,,,,
CA,022582,GR-CAREX BUCHANANII,Carex buchananii                                            ,Fox Red Curly Sedge                                         ,,,,,,,,,,,,,,,,,
CA,031941,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        ,,,,,,,,,,,,,,,,,
CA,031942,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        ,,,,,,,,,,,,,,,,,
CA,077621,GR-ELYMUS COND CANYON PRINCE,Elymus condensatus 'Canyon Prince'                          ,Canyon Prince Giant Rye Grass                               ,,,,,,,,,,,,,,,,,
CA,028051,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          ,,,,,,,,,,,,,,,,,
CA,028052,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          ,,,,,,,,,,,,,,,,,
CA,028055,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          ,,,,,,,,,,,,,,,,,
CA,061745,GR-MIS SIN CABARET,Miscanthus sinensis 'Cabaret'                               ,Cabaret Japanese Silver Grass                               ,,,,,,,,,,,,,,,,,
CA,061561,GR-MIS SIN GRACILLIMUS,Miscanthus sinensis 'Gracillimus'                           ,Maiden Grass                                                ,,,,,,,,,,,,,,,,,
CA,061565,GR-MIS SIN GRACILLIMUS,Miscanthus sinensis 'Gracillimus'                           ,Maiden Grass                                                ,,,,,,,,,,,,,,,,,
CA,005572,GR-MIS SIN MALEPARTUS,Miscanthus sinensis 'Malepartus'                            ,Malepartus Maiden Grass                                     ,,,,,,,,,,,,,,,,,
CA,061662,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  ,,,,,,,,,,,,,,,,,
CA,061665,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  ,,,,,,,,,,,,,,,,,
CA,061551,GR-MIS SIN STRICTUS,Miscanthus sinensis 'Strictus'                              ,Porcupine Grass                                             ,,,,,,,,,,,,,,,,,
CA,061571,GR-MIS SIN VARIEGATUS,Miscanthus sinensis 'Variegatus'                            ,Variegated Japanese Silver Grass                            ,,,,,,,,,,,,,,,,,
CA,061572,GR-MIS SIN VARIEGATUS,Miscanthus sinensis 'Variegatus'                            ,Variegated Japanese Silver Grass                            ,,,,,,,,,,,,,,,,,
CA,061641,GR-MIS SIN YAKUSHIMA,Miscanthus sinensis 'Yakushima'                             ,Dwarf Maiden Grass                                          ,,,,,,,,,,,,,,,,,
CA,024671,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,,,,,,,,,,,,,,,,,
CA,024672,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,,,,,,,,,,,,,,,,,
CA,024675,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,,,,,,,,,,,,,,,,,
CA,092065,GR-MUHLEN LIND AUTUMN GLOW TM,Muhlenbergia lindheimeri 'Leni'                             ,Autumn Glow™  Muhly,,,,,,,,,,,,,,,,,
CA,061791,GR-PAN VIR HEAVY METAL,Panicum virgatum 'Heavy Metal'                              ,Heavy Metal Blue Switch Grass                               ,,,,,,,,,,,,,,,,,
CA,061795,GR-PAN VIR HEAVY METAL,Panicum virgatum 'Heavy Metal'                              ,Heavy Metal Blue Switch Grass                               ,,,,,,,,,,,,,,,,,
CA,063881,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,,,,,,,,,,,,,,,,,
CA,063885,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,,,,,,,,,,,,,,,,,
CA,064261,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,,,,,,,,,,,,,,,,,
CA,064262,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,,,,,,,,,,,,,,,,,
CA,063591,GR-PENN ALO LITTLE BUNNY,Pennisetum alopecuroides 'Little Bunny'                     ,Little Bunny Dwarf Fountain Grass                           ,,,,,,,,,,,,,,,,,
CA,063611,GR-PENN ALO MOUDRY,Pennisetum alopecuroides 'Moudry'                           ,Black Flowering Fountain Grass                              ,,,,,,,,,,,,,,,,,
CA,063612,GR-PENN ALO MOUDRY,Pennisetum alopecuroides 'Moudry'                           ,Black Flowering Fountain Grass                              ,,,,,,,,,,,,,,,,,
CA,044802,GR-PENN OR KARLEY ROSE PP12909,"Pennisetum orientale 'Karley Rose' PP#12,909                ",Karley Rose Oriental Fountain Grass                         ,,,,,,,,,,,,,,,,,
CA,064275,GR-PENN SET RUBRUM,Pennisetum setaceum 'Rubrum'                                ,Purple Fountain Grass                                       ,,,,,,,,,,,,,,,,,
CA,097841S,HESPAROYUCCA WHIPPLEI,Hesperoyucca whipplei 'RBG'                                 ,Chapparal Yucca                                             ,,,,,,,,,,,,,,,,,
CA,064182,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,,,,,,,,,,,,,,,,,
CA,034891,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,,,,,,,,,,,,,,,,,
CA,040401,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,,,,,,,,,,,,,,,,,
CA,040405,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,,,,,,,,,,,,,,,,,
CA,056935,HIB R BLUE VIOLET,Hibiscus rosa-sinensis 'Blue Violet'                        ,Blue Violet Chinese Hibiscus                                ,,,,,,,,,,,,,,,,,
CA,040871,HIB R BRIDAL VEIL R,Hibiscus rosa-sinensis 'Monora'                             ,Bridal Veil®  Hibiscus,,,,,,,,,,,,,,,,,
CA,040901,HIB R BRILLIANT,Hibiscus rosa-sinensis 'Brilliant'                          ,Brilliant Hibiscus                                          ,,,,,,,,,,,,,,,,,
CA,055245,HIB R C'EST BON,Hibiscus rosa-sinensis 'C'est Bon'                          ,C'est Bon Cajun Hibiscus                                    ,,,,,,,,,,,,,,,,,
CA,041031,HIB R CROWN OF BOHEMIA,Hibiscus rosa-sinensis 'Crown of Bohemia'                   ,Crown Of Bohemia Hibiscus                                   ,,,,,,,,,,,,,,,,,
CA,041111,HIB R EMPIRE,Hibiscus rosa-sinensis 'Empire'                             ,Empire Hibiscus                                             ,,,,,,,,,,,,,,,,,
CA,025205,HIB R ERIN RACHEL,Hibiscus rosa-sinensis 'Erin Rachel'                        ,Erin Rachel Hibiscus                                        ,,,,,,,,,,,,,,,,,
CA,041151,HIB R FIESTA,Hibiscus rosa-sinensis 'Fiesta'                             ,Fiesta Hibiscus                                             ,,,,,,,,,,,,,,,,,
CA,017375,HIB R FLAMENCO FLAME TM,Hibiscus rosa-sinensis 'MonHope'                            ,Flamenco Flame™  Hibiscus,,,,,,,,,,,,,,,,,
CA,041201,HIB R FULLMOON R,Hibiscus rosa-sinensis 'Monoon'                             ,Fullmoon®  Hibiscus,,,,,,,,,,,,,,,,,
CA,041205,HIB R FULLMOON R,Hibiscus rosa-sinensis 'Monoon'                             ,Fullmoon®  Hibiscus,,,,,,,,,,,,,,,,,
CA,041251,HIB R GOLDEN DUST,Hibiscus rosa-sinensis 'Golden Dust'                        ,Golden Dust Hibiscus                                        ,,,,,,,,,,,,,,,,,
CA,041255,HIB R GOLDEN DUST,Hibiscus rosa-sinensis 'Golden Dust'                        ,Golden Dust Hibiscus                                        ,,,,,,,,,,,,,,,,,
CA,041301,HIB R HULA GIRL,Hibiscus rosa-sinensis 'Hula Girl'                          ,Hula Girl Hibiscus                                          ,,,,,,,,,,,,,,,,,
CA,041305,HIB R HULA GIRL,Hibiscus rosa-sinensis 'Hula Girl'                          ,Hula Girl Hibiscus                                          ,,,,,,,,,,,,,,,,,
CA,041355,HIB R POWDER PUFF R,Hibiscus rosa-sinensis 'Monsa'                              ,Powder Puff®  Hibiscus,,,,,,,,,,,,,,,,,
CA,091421,HIB R RED DARLING R,Hibiscus rosa-sinensis 'Hiroshi1'                           ,Red Darling®  Hibiscus,,,,,,,,,,,,,,,,,
CA,091425PT,HIB R RED DARLING R,Hibiscus rosa-sinensis 'Hiroshi1'                           ,Red Darling®  Hibiscus,,,,,,,,,,,,,,,,,
CA,041501,HIB R RED DRAGON R,Hibiscus rosa-sinensis 'Mongon'                             ,Red Dragon®  Hibiscus,,,,,,,,,,,,,,,,,
CA,041505,HIB R RED DRAGON R,Hibiscus rosa-sinensis 'Mongon'                             ,Red Dragon®  Hibiscus,,,,,,,,,,,,,,,,,
CA,041505PT,HIB R RED DRAGON R,Hibiscus rosa-sinensis 'Mongon'                             ,Red Dragon®  Hibiscus,,,,,,,,,,,,,,,,,
CA,041595,HIB R THE PATH,Hibiscus rosa-sinensis 'The Path'                           ,The Path Hibiscus                                           ,,,,,,,,,,,,,,,,,
CA,074502S,HIB SYR BLU CHIFFON TM PP20574,"Hibiscus syriacus 'Notwoodthree' P.P. #20,574, C.B.R.A.F.   ",Blue Chiffon™  Rose of Sharon,,,,,,,,,,,,,,,,,
CA,074841S,HIB SYR CHINA CHIFFON TM PPAF,"Hibiscus syriacus 'Bricutts' P.P. #12,619                   ",China Chiffon™  Rose of Sharon,,,,,,,,,,,,,,,,,
CA,074842S,HIB SYR CHINA CHIFFON TM PPAF,"Hibiscus syriacus 'Bricutts' P.P. #12,619                   ",China Chiffon™  Rose of Sharon,,,,,,,,,,,,,,,,,
CA,016961S,HIB SYR LAV CHIFFON TM PP12619,"Hibiscus syriacus 'Notwoodone' P.P. #12,619                 ",Lavender Chiffon™  Rose of Sharon,,,,,,,,,,,,,,,,,
CA,016962S,HIB SYR LAV CHIFFON TM PP12619,"Hibiscus syriacus 'Notwoodone' P.P. #12,619                 ",Lavender Chiffon™  Rose of Sharon,,,,,,,,,,,,,,,,,
CA,074532S,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,,,,,,,,,,,,,,,,,
CA,074522S,HYD ARB INCREDIBALL R PP20571,"Hydrangea arborescens 'Abetwo' P.P. #20,571                 ",Incrediball®  Smooth Hydrangea,,,,,,,,,,,,,,,,,
CA,092752,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,,,,,,,,,,,,,,,,,
CA,092755,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,,,,,,,,,,,,,,,,,
CA,074562S,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CA,074541S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CA,074542S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CA,077461S,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,,,,,,,,,,,,,,,,,
CA,077465,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,,,,,,,,,,,,,,,,,
CA,074595,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,,,,,,,,,,,,,,,,,
CA,074582S,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CA,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CA,038775,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,,,,,,,,,,,,,,,,,
CA,041961,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,,,,,,,,,,,,,,,,,
CA,041965,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,,,,,,,,,,,,,,,,,
CA,041975,HYD MAC PINK N PRETTY R,Hydrangea macrophylla 'Monink'                              ,Pink 'N Pretty®  Hydrangea,,,,,,,,,,,,,,,,,
CA,041985,HYD MAC RED N PRETTY R,Hydrangea macrophylla 'Monred'                              ,Red 'N Pretty®  Hydrangea,,,,,,,,,,,,,,,,,
CA,024371S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,,,,,,,,,,,,,,,,,
CA,042045,HYD QUER SNOWFLAKE,Hydrangea quercifolia 'Brido'                               ,Snowflake™  Oakleaf Hydrangea,,,,,,,,,,,,,,,,,
CA,042035,HYD SER BLUEBIRD,Hydrangea serrata 'Bluebird'                                ,Bluebird Lacecap Hydrangea                                  ,,,,,,,,,,,,,,,,,
CA,065382,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St. John's Wort                                  ,,,,,,,,,,,,,,,,,
CA,065385,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St. John's Wort                                  ,,,,,,,,,,,,,,,,,
