Branch,item,Description
160000,058241,ACHILLEA APRICOT DLGHT PP18738
160000,05856UT,ACHILLEA MILL APPLEBLOSSOM
160000,407521S,ACHILLEA MILL LAURA
160000,00134UT,ACHILLEA MILL PAPRIKA
160000,001341,ACHILLEA MILL PAPRIKA
160000,407531,ACHILLEA MILL PRETTY BELINDA
160000,407541S,ACHILLEA MILL PRETTY WOMAN
160000,029061,ACHILLEA MILL RED VELVET
160000,00624UT,ACHILLEA MILL SUMMER BERRIES
160000,006241,ACHILLEA MILL SUMMER BERRIES
160000,024961,ACHILLEA MILL SUMMERWINE
160000,000471,ACHILLEA MILL TERRA COTTA
160000,000511,ACHILLEA OERTEL'S ROSE
160000,400481,ACHILLEA SAUCY SDCTN PP20782
160000,400491,ACHILLEA SNNY SDCTN PP20808
160000,058251,ACHILLEA STRWBRY SDCTN P18401
160000,00056UT,ACHILLEA X CORONATION GOLD
160000,000561,ACHILLEA X CORONATION GOLD
160000,001351,ACHILLEA X MOONSHINE
160000,04868UT,ALCHEMILLA ALPINA
160000,002011,ALCHEMILLA MOLLIS AUSLESE
160000,000671,ALCHEMILLA MOLLIS THRILLER
160000,400592,ANEM PRETTY LADY DIANA P22332
160000,400602,ANEM PRETTY LADY EMILY P22303
160000,065991,ANEMONE SEPTEMBER CHARM
160000,065992,ANEMONE SEPTEMBER CHARM
160000,002741,ANEMONE SYLVESTRIS
160000,400621,ANEMONE X HARMONY BLUE
160000,400631,ANEMONE X HARMONY ORCHID
160000,407581,ANEMONE X HARMONY PEARL
160000,400641,ANEMONE X HARMONY SCARLET
160000,015931,ANEMONE X HONORINE JOBERT
160000,015932,ANEMONE X HONORINE JOBERT
160000,038561,ANEMONE X SERENADE
160000,039021,ANEMONE X WILD SWAN ™ PP23132
160000,039022,ANEMONE X WILD SWAN ™ PP23132
160000,400761,ARTEMISIA LUD SILVER KING
160000,00311UT,ARTEMISIA POWIS CASTLE
160000,003111,ARTEMISIA POWIS CASTLE
160000,00101UT,ARTEMISIA SCHM SILVER MOUND
160000,001011,ARTEMISIA SCHM SILVER MOUND
160000,001012,ARTEMISIA SCHM SILVER MOUND
160000,40077UT,ARTEMISIA VIR TINY GREEN
160000,400792,ARUNCUS MISTY LACE PP15798
160000,003401,ASTER ALMA POTSCHKE
160000,030091,ASTER FARMINGTON PPAF
160000,003381,ASTER FRIKARTII MOENCH
160000,412531,ASTER N-A VIBRANT DOME
160000,003391,ASTER NOVI-BELGII ALERT
160000,003471,ASTER PROF KIPPENBURG
160000,003411,ASTER PURPLE DOME
160000,003611,ASTER TRIUMPH
160000,023891,ASTER WOOD'S BLUE
160000,001531,ASTER WOOD'S PINK
160000,00159UT,ASTILBE BRIDAL VEIL
160000,001591,ASTILBE BRIDAL VEIL
160000,003521,ASTILBE CHINENSIS PUMILA
160000,00362UT,ASTILBE CHINENSIS VISIONS
160000,003621,ASTILBE CHINENSIS VISIONS
160000,003622,ASTILBE CHINENSIS VISIONS
160000,027501,ASTILBE COLOR FLASH R PP17343
160000,412541,ASTILBE DELFT LACE
160000,00351UT,ASTILBE DEUTSCHLAND
160000,003511,ASTILBE DEUTSCHLAND
160000,00350UT,ASTILBE FANAL
160000,003501,ASTILBE FANAL
160000,003502,ASTILBE FANAL
160000,001621,ASTILBE GRANAT
160000,001631,ASTILBE HENNIE GRAAFLAND
160000,001641,ASTILBE JAPONICA EUROPA
160000,001661,ASTILBE JAPONICA PEACH BLOSSOM
160000,001662,ASTILBE JAPONICA PEACH BLOSSOM
160000,016341,ASTILBE LTTLE VISN PRPLPP21855
160000,034331,ASTILBE MAGGIE DALEY
160000,001671,ASTILBE MONTGOMERY
160000,001681,ASTILBE RED SENTINEL
160000,00354UT,ASTILBE RHEINLAND
160000,003541,ASTILBE RHEINLAND
160000,407612,ASTILBE RISE AND SHINE
160000,00353UT,ASTILBE SPRITE
160000,003531,ASTILBE SPRITE
160000,003532,ASTILBE SPRITE
160000,059151,ASTILBE VISION IN PINK PP11860
160000,059152,ASTILBE VISION IN PINK PP11860
160000,016341,ASTILBE VISION IN RED PP11965
160000,016342,ASTILBE VISION IN RED PP11965
160000,017601,ASTILBE VISION IN WHITE P18965
160000,017602,ASTILBE VISION IN WHITE P18965
160000,037391,ASTILBE WHT SENSATION PP18462
160000,400811,ASTILBE YOUNIQUE CRM ™ P20324
160000,400821,ASTILBE YOUNIQUE SLP ™ P20656
160000,023191,ASTRANTIA ABBEY ROAD PP14961
160000,025791,CAMPANULA BLU WATERFALL P13161
160000,02235UT,CAMPANULA CAR DEEP BLUE CLIPS
160000,022351,CAMPANULA CAR DEEP BLUE CLIPS
160000,408391,CAMPANULA CAR RAPIDO BLUE
160000,408401,CAMPANULA CAR RAPIDO WHITE
160000,003891,CAMPANULA CAR WHITE CLIPS
160000,40842UT,CAMPANULA GLOM GENTI BLUE PPAF
160000,408421,CAMPANULA GLOM GENTI BLUE PPAF
160000,40841UT,CAMPANULA GLOM GENTI WHITE PAF
160000,408411,CAMPANULA GLOM GENTI WHITE PAF
160000,40139UT,CAMPANULA POR MISS MELANIE
160000,022361,CAMPANULA PORTENSCHLAGIANA
160000,032431,CAMPANULA PUN CHERRY BELLS
160000,01857UT,CAMPANULA PURPLE SENSATION
160000,401381S,CAMPANULA RINGSABELL INDIGO BL
160000,401401S,CAMPANULA RINGSABELL MLBRY RS
160000,038611,CAMPANULA SAMANTHA
160000,05928UT,CAMPANULA X BIRCH HYBRID
160000,078721,CORE BIGBANG ™ CSMC EY P22601
160000,068091,CORE BIGBANG ™ FULLMN PP19364
160000,088891,CORE BIGBANG ™ MRCRY RSNG PAF
160000,088891S,CORE BIGBANG ™ MRCRY RSNG PAF
160000,068081,CORE BIGBANG ™ RDSHFT PP20412
160000,018401,CORE CRUZIN' TM BROAD STRT PAF
160000,018421,CORE CRUZIN' ™ ELCTRC AVE PAF
160000,018411,CORE CRUZIN' ™ MAIN STRT PAF
160000,027911,CORE GRA FLYING SAUCERS P10299
160000,408551,CORE LIL' BANG TM DAYBREAK PAF
160000,408541,CORE LIL' BANG TM RED ELF
160000,408531,CORE LIL' BANG TM STARLIGHT
160000,041001,CORE ROSEA HEAVENS GATE P16016
160000,02795UT,COREOPSIS AURICULATA NANA
160000,027951,COREOPSIS AURICULATA NANA
160000,02898UT,COREOPSIS AURICULATA ZAMPHIR
160000,028981,COREOPSIS AURICULATA ZAMPHIR
160000,401911S,COREOPSIS DAZZLESTAR PPAF
160000,00659UT,COREOPSIS GRAND 'HELIOT'
160000,05934UT,COREOPSIS GRAND RISING SUN
160000,00675UT,COREOPSIS GRAND SUNFIRE
160000,006751,COREOPSIS GRAND SUNFIRE
160000,087621,COREOPSIS GRAND SUNRAY
160000,048081,COREOPSIS JETHRO TULL PP18789
160000,048082,COREOPSIS JETHRO TULL PP18789
160000,407641,COREOPSIS LITTLE SUNDIAL
160000,073901,COREOPSIS PINEAPPLE PIE P22486
160000,073891,COREOPSIS PINK LEMNADE PP18265
160000,407631,COREOPSIS PRESTO
160000,072851,COREOPSIS RUBY FROST PP21758
160000,401921S,COREOPSIS STAR CLUSTER
160000,058261,COREOPSIS VER ROUTE 66 PP20609
160000,058261S,COREOPSIS VER ROUTE 66 PP20609
160000,058262,COREOPSIS VER ROUTE 66 PP20609
160000,004342,COREOPSIS VERT GOLDEN SHOWERS
