Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
CA,    ,045012,#2 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,     ,,BUDS & BLOOMS,"24""H", 8 ,     ,          , 17.00 , 13.60 , 1.24 , 14.84 ,     ,,014949237144
CA,    ,04501K,"10"" TC Pot STAKED",MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,     ,,,,     , 10 ,04/15/14  , 24.00 , 19.20 , 2.06 , 21.26 ,     ,,014949345245
CA,2014,09238UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla,VIN,10,     ,,-,CAN FULL, 51 ," 2,198 ",04/15/14  , 4.00 , 3.20 , 0.37 , 3.57 ,     ,,014949377062
CA,2011,057092,#2 STAKED,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,VIN,10,     ,,BUDS & BLOOMS,"24""H", 17 ,     ,          , 17.00 , 13.60 , 1.24 , 14.84 ,     ,,014949290040
CA,2011,057092BH,#2 BUSH,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,VIN,10,     ,,,,     , 40 ,04/01/14  , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949290101
CA,2011,057071BH,#1 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,VIN,10,     ,,,,     , 40 ,04/01/14  , 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949337639
CA,2011,057072,#2 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,VIN,10,     ,,BUDS & BLOOMS,"24""H", 363 ,     ,          , 17.00 , 13.60 , 1.24 , 14.84 ,     ,,014949290002
CA,2011,057072BH,#2 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,VIN,10,     ,,,"14""H - 12""S",     , 258 ,04/01/14  , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949347249
CA,2010,072642,#2 STAKED,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla,VIN,10, 10 ,10,-,"24""H", 10 ,,, 17.00 , 13.60 , 1.24 , 14.84 ,     ,,014949347270
CA,2010,072642BH,#2 BUSH,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla,VIN,10, 10 ,10,,,     , 5 ,04/01/14  , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949331125
CA,    ,016605,#5 STAKED,MAN X CRIMSON JEWEL R,Crimson Jewel®  Mandevilla,VIN,10,     ,,,"48""H",     , 7 ,04/15/14  , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949058664
CA,    ,061535,#5,MICHELIA FIGO,Banana Shrub                                                ,EVS,08,     ,,BUDS,"22""H-18""S", 208 ,     ,          , 21.75 , 17.40 , 2.47 , 19.87 ,     ,,014949615355
CA,2013,087782,#2,MURRAYA KOENIGII,Curry Leaf                                                  ,EVS,09,     ,,-,"12""H-12""S", 449 ,     ,          , 15.50 , 12.40 , 1.24 , 13.64 ,     ,,014949377130
CA,    ,061931,#1,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana                                          ,PRN,10,     ,,-,"22""H",     , 900 ,04/01/14  , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949619315
CA,    ,061935,#5,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana                                          ,PRN,10,     ,,-,"30""H", 12 ,,, 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949619353
CA,    ,061945,#5,MUSA ACUM ZEBRINA,Blood Banana                                                ,PRN,10,     ,,-,"30""H", 256 ,     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949619452
CA,2011,072525,#5,MUSA SIAM RUBY,Siam Ruby Banana                                            ,PRN,09,     ,,,,     , 537 ,06/01/14  , 31.00 , 24.80 , 2.47 , 27.27 ,     ,,014949330722
CA,    ,06304EGL,"7"" Terra Cotta GLOBE",OLEA LITTLE OLLIE R,Little Ollie®  Dwarf Olive,EVS,08,     ,,-,"8""H-8""S", 319 ,     ,          , 15.50 , 12.40 , 0.49 , 12.89 ,     ,,014949063651
CA,    ,062991,#1,OLEA MAJESTIC BEAUTY R,Majestic Beauty®  Fruitless Olive,TRE,08,     ,,-,"12""H - 8""S",     , 30 ,04/01/14  , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949629918
CA,    ,039152,#2,OPUNTIA MICRODASYS,Bunny Ears                                                  ,CAC,08,     ,,-,"8""H - 10""S",     , 6 ,04/01/14  , 16.75 , 13.40 , 1.24 , 14.64 ,     ,,014949226674
CA,    ,025463,#3,OPUNTIA SANTA-RITA TUBAC TM,Santa Rita Tubac™  Prickly Pear,CAC,08,     ,,-,"10""H", 208 ,     ,          , 22.00 , 17.60 , 1.98 , 19.58 ,     ,,014949072554
CA,2013,079181,#1,PACHYPHYTUM HOOKERI,Hooker's Pachyphytum                                        ,CAC,09,     ,,-,CAN FULL, 169 ,     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949357279
CA,2013,089482,#2,PACHYSTACHYS LUTEA,Golden Shrimp Plant                                         ,PRN,10,     ,,,,     , 304 ,04/15/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949376959
CA,2010,010555,#5,PALM-BUTIA CAPITATA,Pindo Palm                                                  ,TRE,08,     ,,-,"15""H - 15""S", 5 ,     ,          , 23.75 , 19.00 , 2.47 , 21.47 ,     ,,014949022375
CA,2011,092715,#5,PALM-CHAMAEROPS HUM CERIFERA,Atlas Mountain Palm                                         ,TRE,08,     ,,-,"12""H", 5 ,     ,          , 25.75 , 20.60 , 2.47 , 23.07 ,     ,,014949264201
CA,    ,063752,#2,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,TRE,09,     ,,-,"10""H - 10""S", 70 ,     ,          , 18.50 , 14.80 , 1.24 , 16.04 ,     ,,014949637524
CA,    ,063605,#5,PALM-TRACHYCARPUS FORTUNEI,Windmill Palm                                               ,TRE,08,     ,,-,"18""H",     , 5 ,05/14/14  , 23.75 , 19.00 , 2.47 , 21.47 ,     ,,014949636053
CA,    ,033721,#1 STAKED,PANDOREA JAS CHARISMA,Charisma Bower Vine                                         ,VIN,09,     ,,-,"24""H", 88 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949241189
CA,    ,016581,#1,PITT TEN GOLF BALL P15329,Golf Ball Kohuhu                                            ,EVS,08,     ,,-,"6""H - 6""S",     , 347 ,04/15/14  , 7.25 , 5.80 , 0.49 , 6.29 ,     ,,014949005231
CA,    ,065955,#5,PITT TOB VARIEGATUM,Variegated Japanese Mock Orange                             ,EVS,08,     ,,-,"15""H - 18""S", 22 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949659557
CA,    ,066371,#1,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09, 40 ,40,-,"8""H-8""S"," 1,156 ",,, 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949663714
CA,    ,066372ST,#2 STAKED,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,     ,,-,"30""H", 5 ,     ,          , 16.50 , 13.20 , 1.24 , 14.44 ,     ,,014949663738
CA,    ,066375PT,#5 PATIO TREE,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,     ,,,"15""S",     , 57 ,04/01/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949663455
CA,    ,066375ST,#5 STAKED,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,     ,,-,"36""H", 118 ,,, 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949663851
CA,2013,021371,#1,RHAPH INDICA BALLERINA,Ballerina Indian Hawthorne                                  ,EVS,08,     ,,BUDS,"8""H - 9""S"," 1,792 ",     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949322352
CA,    ,021301,#1,ROSMARINUS OFF BBQ,Barbeque Rosemary                                           ,EVS,08,     ,,-,"8""H - 6""S",     , 147 ,04/15/14  , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949053911
CA,    ,070281,#1,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,     ,,-,"8""H - 8""S", 36 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949702819
CA,    ,070282,#2,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,     ,,-,"12""H - 10'S", 5 ,     ,          , 14.75 , 11.80 , 1.24 , 13.04 ,     ,,014949702826
CA,    ,070284P,"4"" Pot",ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,     ,,-,CAN FULL,     , 25 ,05/15/14  , 3.25 , 2.60 , 0.21 , 2.81 ,     ,,014949066478
CA,    ,07028E,"7"" Terra Cotta",ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,     ,,-,"10""H -8""S", 164 , 102 ,04/01/14  , 15.50 , 12.40 , 0.49 , 12.89 ,     ,,014949266359
CA,    ,07028EST,"7"" Terra Cotta STAKED",ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,     ,,-,"20""H", 5 ,,, 15.50 , 12.40 , 0.49 , 12.89 ,     ,,014949357880
CA,    ,044192,#2,RUELLIA BRITTONIANA,Mexican Petunia                                             ,PRN,08,     ,,,"10""H - 6""S",     , 46 ,04/01/14  , 11.50 , 9.20 , 1.24 , 10.44 ,     ,,014949231777
CA,    ,070271,#1,RUELLIA KATIE,Dwarf Katie Ruellia                                         ,PRN,08,     ,,,CAN FULL,     , 242 ,04/15/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949702710
CA,2013,088861,#1,RUELLIA KATIE PINK,Katie Pink Dwarf Ruellia                                    ,PRN,08,     ,,,,     , 297 ,05/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949370742
CA,2013,089241S,SuperOne TM,RUSSELIA X ST ELMO'S FIRE TM,                                                            ,PRN,08,     ,,,,     , 319 ,04/01/14  , 7.00 , 5.60 , 0.82 , 6.42 ,     ,,014949328040
CA,    ,022651,#1,SALVIA HOT LIPS,Hot Lips Sage                                               ,PRN,08,     ,,BUDS & BLOOMS,"6""H - 6''S", 10 ,,, 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949042908
CA,    ,022652,#2,SALVIA HOT LIPS,Hot Lips Sage                                               ,PRN,08,     ,,BUDS & BLOOMS,"10""H - 10""S", 20 ,     ,          , 11.50 , 9.20 , 1.24 , 10.44 ,     ,,014949359440
CA,    ,091401,#1,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,PRN,09,     ,,BUDS,"4""H - 6''S", 353 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949914014
CA,    ,091405,#5,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,PRN,09,     ,,-,"15''H - 15""S",     , 112 ,04/15/14  , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949914052
CA,    ,070705,#5,SCHINUS MOLLE,California Pepper Tree                                      ,TRE,08,     ,,-,"60""H",     , 58 ,04/01/14  , 23.75 , 19.00 , 2.47 , 21.47 ,     ,,014949707050
CA,2013,079251,#1,SEDEVERIA HYBRID JET BEADS,Jet Beads Stonecrop                                         ,CAC,08,     ,,-,CAN FULL, 97 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949357347
CA,2010,063671,#1,SEDUM RUBROTINCTUM AURORA,Pink Stonecrop                                              ,CAC,09,     ,,-,"6""S", 195 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949314913
CA,2010,068681,#1,SENECIO MANDRALISCAE,Blue Finger                                                 ,CAC,10,     ,,-,"4""H - 8""S", 18 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949326992
CA,2011,070231,#1,SENECIO SERPENS,Blue Chalksticks                                            ,CAC,10,     ,,-,CAN FULL, 734 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949328712
CA,    ,070961,#1,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,     ,,-,"8""H-8""S",     , 216 ,04/15/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949709610
CA,    ,070965,#5,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,     ,,,"18""H - 15""S",     , 12 ,04/15/14  , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949709658
CA,    ,070965PT,#5 PATIO TREE,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,     ,,-,"18""S",     , 50 ,04/15/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949709757
CA,2010,047912,#2,STROMANTHE SANG TRIOSTAR,Triostar Stromanthe                                         ,PRN,10,     ,,-,"12""H - 14""S",     , 529 ,05/01/14  , 13.50 , 10.80 , 1.24 , 12.04 ,     ,,014949260180
CA,    ,072211,#1,TABERNAEMONTANA FLORE PLENO,Double-Flowering Crape Jasmine                              ,EVS,09,     ,,-,"8""H-8""S",     , 160 ,04/15/14  , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949722145
CA,    ,022142,#2 STAKED,THUNBERGIA AL BLUSHING SUSIE,Blushing Susie Black-Eyed Susan Vine                        ,VIN,10,     ,,BUDS & BLOOMS,"30""H", 178 ,     ,          , 16.50 , 13.20 , 1.24 , 14.44 ,     ,,014949064733
CA,    ,070051,#1 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,     ,,WINTER COLOR,"6""H - 8""S",     ," 1,284 ",03/26/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949700518
CA,    ,070051ST,#1 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,     ,,WINTER COLOR,18''H," 2,498 ",     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949700419
CA,    ,070052ST,#2 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,     ,,WINTER COLOR,"27""H", 5 ,     ,          , 15.75 , 12.60 , 1.24 , 13.84 ,     ,,014949700426
CA,    ,070055,#5 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,     ,,,"15""H - 15""S",     , 90 ,04/01/14  , 18.75 , 15.00 , 2.47 , 17.47 ,     ,,014949700556
CA,2011,072031,#1 STAKED,VIGNA CARACALLA,Corkscrew Vine                                              ,VIN,09,     ,,-,"24""H",     , 36 ,04/15/14  , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949329917
CA,    ,076191,#1,VITEX TRI PURPUREA,Arabian Lilac                                               ,DCS,09,     ,,-,"8""H-8""S", 164 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949761960
CA,    ,076195,#5,VITEX TRI PURPUREA,Arabian Lilac                                               ,DCS,09,     ,,-,"16""H-14""S", 4 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949761953
CA,2013,054872,#2,ZAUSCHNERIA ROUTE 66,Route 66 California Fuchsia                                 ,PRN,08,     ,,-,"8""H - 10""S", 38 ,     ,          , 10.50 , 8.40 , 1.24 , 9.64 ,     ,,014949370278
