CA,#2,CANNA PRESIDENT,President Canna                                             ,7,22462,,    ,13
CA,#1,CANNA TROP BLACK TM PP21350,Tropicanna®  Black Canna,7,29211,,    ,9.5
GA,#1,CANNA TROP BLACK TM PP21350,Tropicanna®  Black Canna,7,29211,,    ,9.5
GA,#2,CANNA TROP BLACK TM PP21350,Tropicanna®  Black Canna,7,29212,,    ,19.5
GA,#1,CANNA TROPICAL BRONZE SCARLET,Tropical Bronze Scarlet Canna                               ,7,3201,,,5.5
GA,#1,CANNA TROPICAL PINK (ROSE),Tropical Rose Canna                                         ,7,3221,,,5.5
GA,#1,CANNA TROPICAL YELLOW,Tropical Yellow Canna                                       ,7,3241,,,5.5
CA,#1,CANNA TROPICANNA GLD TM P13809,Tropicanna®  Gold Canna,7,17411,,    ,9.5
GA,#1,CANNA TROPICANNA GLD TM P13809,Tropicanna®  Gold Canna,7,17411,,    ,9.5
CA,#2,CANNA TROPICANNA GLD TM P13809,Tropicanna®  Gold Canna,7,17412,,    ,19.5
GA,#2,CANNA TROPICANNA GLD TM P13809,Tropicanna®  Gold Canna,7,17412,,    ,19.5
GA,#1,CANNA TROPICANNA TM PP10569,Tropicanna®  Canna,7,22481,,    ,9.5
CA,#2,CANNA TROPICANNA TM PP10569,Tropicanna®  Canna,7,22482,,    ,19.5
GA,#2,CANNA TROPICANNA TM PP10569,Tropicanna®  Canna,7,22482,,    ,19.5
CA,#2,CANNA WYOMING,Wyoming Canna                                               ,7,22472,,    ,13
CA,#1,CESTRUM FAS NEWELLII,Newell Cestrum                                              ,8,23261,,    ,6.5
CA,#5,CESTRUM FAS NEWELLII,Newell Cestrum                                              ,8,23265,,    ,20.5
CA,#1,CESTRUM NOCTURNUM,Night Blooming Jessamine                                    ,9,23601,,    ,6.5
CT,#2 PATIO TREE,CITRUS BEARSS SEEDLESS LIME,Bearss Seedless Lime                                        ,9,024752PT,,    ,35.5
CT,#2 PATIO TREE,CITRUS CLEMENTINE,Clementine Mandarin Orange                                  ,9,024822PT,,    ,35.5
CT,#2,CITRUS DWF WASHINGTON NAVEL,Dwarf Washington Navel Orange                               ,9,26102,,    ,23.5
CT,#2 PATIO TREE,CITRUS EUREKA LEMON,Eureka Lemon                                                ,9,025052PT,,    ,35.5
CT,#2 PATIO TREE,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon                                        ,9,026002PT,,    ,35.5
CT,#2,CITRUS KUMQUAT NAGAMI,Nagami Kumquat                                              ,9,25602,,    ,25.75
CT,#2 PATIO TREE,CITRUS KUMQUAT NAGAMI,Nagami Kumquat                                              ,9,025602PT,,    ,35.5
CT,#2 PATIO TREE,CITRUS OWA SATSUMA MANDARIN,Owari Satsuma Mandarin Orange                               ,9,026602PT,,    ,35.5
CT,#2,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange                                     ,9,26052,,    ,25.75
CT,#2 PATIO TREE,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange                                     ,9,026052PT,,    ,35.5
CA,#1,CLIVIA BELGIAN HYB ORANGE,Belgian Hybrid Orange Bush Lily                             ,9,30441,,    ,7.25
GA,#2,CLIVIA BELGIAN HYB ORANGE,Belgian Hybrid Orange Bush Lily                             ,9,30442,,    ,15
CA,#5,CLIVIA BELGIAN HYB ORANGE,Belgian Hybrid Orange Bush Lily                             ,9,30445,,    ,24
GA,#5,CLIVIA BELGIAN HYB ORANGE,Belgian Hybrid Orange Bush Lily                             ,9,30445,,    ,24
CA,#2,CLIVIA BELGIUM HYB YELLOW,Belgian Hybrid Yellow Bush Lily                             ,9,28842,,    ,15
CA,#2,COLOCASIA ANT ILLUSTRIS,Imperial Taro                                               ,7,24172,,    ,15.5
GA,#5,COLOCASIA ANT ILLUSTRIS,Imperial Taro                                               ,7,24175,,    ,21.5
CT,#3,COLOCASIA HYB BIKINI-TINI,Bikini-Tini Elephant Ear                                    ,7,401863,,    ,14.5
GA,#1,COLOCASIA RYL HWN R BK CRL PAF,Royal Hawaiian Colocasia Black Coral,7,408501,,New ,7.5
GA,#5,COLOCASIA RYL HWN R BK CRL PAF,Royal Hawaiian Colocasia Black Coral,7,408505,,New ,21.5
GA,#1,COLOCASIA RYL HWN R HAWAN PNCH,Royal Hawaiian Colocasia Hawaiian Punch,7,408491,,New ,7.5
GA,#5,COLOCASIA RYL HWN R HAWAN PNCH,Royal Hawaiian Colocasia Hawaiian Punch,7,408495,,New ,21.5
GA,#1,COLOCASIA RYL HWN R MAUI GOLD,Royal Hawaiian Colocasia Maui Gold,7,412581,,New ,7.5
GA,#5,COLOCASIA RYL HWN R MAUI GOLD,Royal Hawaiian Colocasia Maui Gold,7,412585,,New ,21.5
CA,#1,CORD FESTIVAL TM BRGNDY P14224,Festival™  Burgundy Cordyline,8,31731,,    ,8.5
CA,#1,CORD FESTIVAL TM LIME PPAF,Festival®  Lime Cordyline,8,84531,,New ,8.5
CA,#1,CORDYLINE BAUERI,Bauer's Dracaena Palm                                       ,9,31721,,    ,8
GA,#1,CORDYLINE BAUERI,Bauer's Dracaena Palm                                       ,9,31721,,    ,8
CA,#1,CORDYLINE INDIVISA,Blue Dracaena Palm                                          ,9,31701,,    ,6.5
GA,#1,CORDYLINE RED STAR,Red Star Dracaena Palm                                      ,9,17421,,    ,8.5
CA,#2,CROSSANDRA ORANGE MARMALADE,Orange Marmalade Firecracker Flower                         ,10,89392,, ,13
CA,#1,CUPHEA HYS ITSY BITSY R LILAC,Itsy Bitsy®  Lilac False Heather,9,83041,,    ,4.9
CA,#1,CUPHEA HYS ITSY BITSY R ROSE,Itsy Bitsy®  Rose False Heather,9,30121,,    ,4.9
GA,#1,CUPHEA HYS ITSY BITSY R ROSE,Itsy Bitsy®  Rose False Heather,9,30121,,    ,4.9
CA,#1,CUPHEA HYS ITSY BITSY R WHITE,Itsy Bitsy®  White False Heather,9,83001,,    ,4.9
CA,#1,CUPHEA HYS RIVERDENE GOLD PPAF,Riverdene Gold False Heather                                ,9,33711,,    ,4.9
GA,#1,CUPHEA HYSSOPIFOLIA,Mexican Heather                                             ,8,30491,,    ,4.9
CA,#1,DIETES X KATRINA R PP 21460,KATRINA®  African Iris,8,46741,,    ,6.75
GA,SuperOne TM,DIETES X KATRINA R PP 21460,KATRINA®  African Iris,8,046741S,,    ,7.5
CA,#5,DIETES X KATRINA R PP 21460,KATRINA®  African Iris,8,46745,,    ,21.5
GA,#5,DIETES X KATRINA R PP 21460,KATRINA®  African Iris,8,46745,,    ,21.5
CA,#5,ENSETE MAURELII,Red Leaved Banana                                           ,10,62005,,    ,33
GA,#5,ENSETE MAURELII,Red Leaved Banana                                           ,10,62005,,    ,33
CA,#1 BUSH,EUCALYPTUS CINEREA,Silver Dollar Tree                                          ,8,032561BH,,    ,7.5
CA,#5 BUSH,EUCALYPTUS CINEREA,Silver Dollar Tree                                          ,8,032565BH,,    ,25.5
CA,#5 TREE,EUCALYPTUS CINEREA,Silver Dollar Tree                                          ,8,032565TR,,    ,25
CA,#1,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,9,33301,,    ,6
CA,#5,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,9,33305,,    ,22
CA,#5 CONE,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,9,033305CN,,    ,41.5
CA,#5 2BALL POODLE,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,9,033305P2,,    ,59
CA,#5 SPIRAL,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,9,033305SP,,    ,69
CA,#5 2BALL POODLE,EUGENIA MYR MONTEREY BAY,Monterey Bay Brush Cherry                                   ,9,033425P2,,    ,59
CA,#1,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,8,35571,,    ,6
CA,#2 PATIO TREE,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,8,035572PT,,    ,25
CA,#5 PATIO TREE,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,8,035575PT,,    ,37
OR,#1,FATSIA JAPONICA,Japanese Aralia                                             ,8,35641,,    ,7.25
GA,#1,FATSIA JAPONICA,Japanese Aralia                                             ,8,35641,,    ,7.25
OR,#5,FATSIA JAPONICA,Japanese Aralia                                             ,8,35645,,    ,23.5
CA,#5,FATSIA JAPONICA,Japanese Aralia                                             ,8,35645,,    ,23.5
GA,#5,FATSIA JAPONICA,Japanese Aralia                                             ,8,35645,,    ,23.5
CA,#1,FEIJOA SELLOWIANA,Pineapple Guava                                             ,8,35701,,    ,7
CA,#5,FERN-ALSOPHILA AUSTRALIS,Australian Tree Fern                                        ,10,35905,,    ,23.5
GA,#5,FERN-ALSOPHILA AUSTRALIS,Australian Tree Fern                                        ,10,35905,,    ,23.5
GA,#1 BUSH,FICUS PUMILA,Creeping Fig                                                ,9,36851,,    ,5.5
CA,#1 STAKED,FICUS PUMILA,Creeping Fig                                                ,9,036851ST,,    ,7.25
CA,#5 STAKED,FICUS PUMILA,Creeping Fig                                                ,9,036855ST,,    ,21.5
OR,#2,FUCHSIA DEBRON'S BLACK CHERRY,DebRon's Black Cherry Fuchsia                               ,8,53532,,,13.25
OR,#2,FUCHSIA DEBRON'S FNNY VALNTINE,DebRon's Funny Valentine Fuchsia                            ,8,81762,, ,13.25
OR,#2,FUCHSIA DEBRON'S JOAN LOU,Debron's Joan Lou Fuschia,8,81772,, ,13.25
OR,#1,FUCHSIA EXCORTICATA KIWI SHEEN,Kiwi Sheen Fuchsia                                          ,8,50621,,DH,7.5
OR,#2,FUCHSIA EXCORTICATA KIWI SHEEN,Kiwi Sheen Fuchsia                                          ,8,50622,,DH,14
CA,#1,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,8,37701,,    ,6.5
GA,#1,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,8,37701,,    ,6.5
GA,#5,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,8,37705,,    ,22.5
GA,#5 PATIO TREE,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,8,037705PT,,    ,40
CA,#1,GARDENIA FIRST LOVE R,First Love®  Gardenia,8,37671,,    ,6.5
GA,#1,GARDENIA FIRST LOVE R,First Love®  Gardenia,8,37671,,    ,6.5
GA,#5,GARDENIA FIRST LOVE R,First Love®  Gardenia,8,37675,,    ,22.5
CA,#5 PATIO TREE,GARDENIA FIRST LOVE R,First Love®  Gardenia,8,037675PT,,    ,40
CA,#5,GARDENIA FIRST LOVE R-GRAFT,First Love®  Gardenia (Grafted),8,37575,,    ,28.5
CA,#5 PATIO TREE,GARDENIA FIRST LOVE R-GRAFT,First Love®  Gardenia (Grafted),8,037575PT,,    ,45.5
CA,#5,GARDENIA MYSTERY-GRAFT,Mystery Gardenia (Grafted)                                  ,8,37595,,    ,28.5
CA,#1,GARDENIA VEITCHII,Everblooming Gardenia                                       ,8,37801,,    ,6.5
CA,#5 PATIO TREE,GARDENIA VEITCHII-GRAFT,Everblooming Gardenia (Grafted)                             ,8,037815PT,,    ,45.5
CA,#1,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,8,64271,,    ,6.25
GA,#1,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,8,64271,,    ,6.25
GA,LittleOne,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,8,06427UT,,    ,3.75
OR,#1,GR-RHODOCOMA CAPENSIS,Giant Cape Restio                                           ,8,49931,,DH,7.75
CA,#1,HIB R AMOUR,Amour Hibiscus                                              ,10,40801,,    ,7.25
GA,#5,HIB R AMOUR,Amour Hibiscus                                              ,10,40805,,    ,22
CA,#5 PATIO TREE,HIB R AMOUR,Amour Hibiscus                                              ,10,040805PT,,    ,40
CA,#1,HIB R BRIDAL VEIL R,Bridal Veil®  Hibiscus,10,40871,,    ,7.25
CA,#1,HIB R BRILLIANT,Brilliant Hibiscus                                          ,10,40901,,    ,7.25
GA,#5,HIB R BRILLIANT,Brilliant Hibiscus                                          ,10,40905,,    ,22
CA,#5 PATIO TREE,HIB R BRILLIANT,Brilliant Hibiscus                                          ,10,040905PT,,    ,40
GA,#5 PATIO TREE,HIB R BRILLIANT,Brilliant Hibiscus                                          ,10,040905PT,,    ,40
CA,#1,HIB R CHERIE,Cherie Hibiscus                                             ,10,40981,,    ,7.25
CA,#5,HIB R CHERIE,Cherie Hibiscus                                             ,10,40985,,    ,22
GA,#5,HIB R CHERIE,Cherie Hibiscus                                             ,10,40985,,    ,22
CA,#5 PATIO TREE,HIB R CHERIE,Cherie Hibiscus                                             ,10,040985PT,,    ,40
CA,#1,HIB R CROWN OF BOHEMIA,Crown Of Bohemia Hibiscus                                   ,10,41031,,    ,7.25
CA,#1,HIB R EMPIRE,Empire Hibiscus                                             ,10,41111,,    ,7.25
CA,#5,HIB R EMPIRE,Empire Hibiscus                                             ,10,41115,,    ,22
CA,#5 PATIO TREE,HIB R EMPIRE,Empire Hibiscus                                             ,10,041115PT,,    ,40
CA,#5,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                        ,10,25205,,    ,22
GA,#5,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                        ,10,25205,,    ,22
CA,#1,HIB R FIESTA,Fiesta Hibiscus                                             ,10,41151,,    ,7.25
CA,#5 PATIO TREE,HIB R FIESTA,Fiesta Hibiscus                                             ,10,041155PT,,    ,40
CA,#1,HIB R FULLMOON R,Fullmoon®  Hibiscus,10,41201,,    ,7.25
CA,#5,HIB R FULLMOON R,Fullmoon®  Hibiscus,10,41205,,    ,22
GA,#5,HIB R FULLMOON R,Fullmoon®  Hibiscus,10,41205,,    ,22
CA,#5 PATIO TREE,HIB R FULLMOON R,Fullmoon®  Hibiscus,10,041205PT,,    ,40
CA,#1,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,10,41251,,    ,7.25
CA,#5,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,10,41255,,    ,22
GA,#5 PATIO TREE,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,10,041255PT,,    ,40
CA,#1,HIB R HEAT FLASH,Heat Flash Cajun Hibiscus                                   ,10,55251,,,8
CA,#5,HIB R HEAT FLASH,Heat Flash Cajun Hibiscus                                   ,10,55255,,,23
CA,#1,HIB R HULA GIRL,Hula Girl Hibiscus                                          ,10,41301,,    ,7.25
CA,#5,HIB R HULA GIRL,Hula Girl Hibiscus                                          ,10,41305,,    ,22
GA,#5,HIB R HULA GIRL,Hula Girl Hibiscus                                          ,10,41305,,    ,22
GA,#5 PATIO TREE,HIB R KISS & TELL,Kiss & Tell Hibiscus                                        ,9,060585PT,,,40
CA,#5,HIB R POWDER PUFF R,Powder Puff®  Hibiscus,10,41355,,    ,22
CA,#1,HIB R RED DARLING R,Red Darling®  Hibiscus,10,91421,,,8
CA,#5,HIB R RED DARLING R,Red Darling®  Hibiscus,10,91425,,,23
GA,#5,HIB R RED DARLING R,Red Darling®  Hibiscus,10,91425,,,23
CA,#5 PATIO TREE,HIB R RED DARLING R,Red Darling®  Hibiscus,10,091425PT,,,40
CA,#1,HIB R RED DRAGON R,Red Dragon®  Hibiscus,10,41501,,    ,7.25
CA,#5,HIB R RED DRAGON R,Red Dragon®  Hibiscus,10,41505,,    ,22
GA,#5,HIB R RED DRAGON R,Red Dragon®  Hibiscus,10,41505,,    ,22
CA,#5 PATIO TREE,HIB R RED DRAGON R,Red Dragon®  Hibiscus,10,041505PT,,    ,40
GA,#5 PATIO TREE,HIB R RED DRAGON R,Red Dragon®  Hibiscus,10,041505PT,,    ,40
CA,#1,HIB R SEMINOLE SINGLE,Seminole Single Hibiscus                                    ,10,39791,,    ,7.25
CA,#5,HIB R SEMINOLE SINGLE,Seminole Single Hibiscus                                    ,10,39795,,    ,22
CA,#5,HIB R THE PATH,The Path Hibiscus                                           ,10,41595,,    ,22
CA,#1,JASMINUM SAMBAC,Arabian Jasmine                                             ,9,71781,,,7.5
CA,#2,JASMINUM SAMBAC,Arabian Jasmine                                             ,9,71782,,,16.5
CA,#1,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine                                  ,10,46631,,    ,7.5
CA,#2,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine                                  ,10,46632,,    ,16.5
CA,#1,JASMINUM SUMMER SOUL TM PPAF,Summer Soul™ Arabian Jasmine,9,80741,,New ,7.5
CA,#1,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,10,46661,,    ,8
CA,#5,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,10,46665,,    ,24.5
GA,#5 PATIO TREE,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,10,046665PT,,    ,40
CA,#1,JATROPHA INT PETITE PINKIE TM,Petite Pinkie™  Spicy Jatropha,9,54671,,,8
CA,#5,JATROPHA INT PETITE PINKIE TM,Petite Pinkie™  Spicy Jatropha,9,54675,,,24.5
CA,#5 PATIO TREE,JATROPHA INT PETITE PINKIE TM,Petite Pinkie™  Spicy Jatropha,9,054675PT,,,40
CA,#1,JUSTICIA BRANDEGEANA,Shrimp Plant                                                ,9,54091,,    ,7.25
GA,#1,LANTANA CAM MARY ANN,Mary Ann Lantana                                            ,7,56641,,    ,5.1
GA,#3 PATIO TREE,LANTANA CAM MARY ANN,Mary Ann Lantana                                            ,7,056643PT,,    ,35.5
GA,#1,LANTANA CAM MOZELLE,Mozelle Lantana                                             ,10,9131,,    ,5.1
GA,#3 PATIO TREE,LANTANA CAM MOZELLE,Mozelle Lantana                                             ,10,009133PT,,    ,35.5
CA,#1,LANTANA CAM RADIATION,Radiation Bush Lantana                                      ,9,56851,,    ,5.1
