CA,#1,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,8,56631,,    ,5.5
GA,#1,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,8,56631,,    ,5.5
GA,SuperOne TM PATIO TREE,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,8,056631SPT,,    ,16
GA,#3 PATIO TREE,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,8,056633PT,,    ,35.5
CA,#5 PATIO TREE,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,8,056635PT,,    ,38.5
GA,#3 PATIO TREE,LANTANA CONFETTI TM,Confetti™  Spreading Lantana,9,056953PT,,    ,35.5
CA,#5 PATIO TREE,LANTANA CONFETTI TM,Confetti™  Spreading Lantana,9,056955PT,,    ,38.5
GA,#3 PATIO TREE,LANTANA NEW GOLD,New Gold Lantana                                            ,10,009093PT,,    ,35.5
CA,#1,LANTANA PAT TM RAINBOW PP9837,Patriot™  Rainbow Compact Lantana,9,56881,,    ,5.5
GA,#1,LANTANA S LAVENDER SWIRL R,Lavender Swirl®  Trailing Lantana,9,57231,,    ,5.5
GA,SuperOne TM PATIO TREE,LANTANA S LAVENDER SWIRL R,Lavender Swirl®  Trailing Lantana,9,057231SPT,,    ,16
CA,#2,LANTANA SPREADING SUNSET R,Spreading Sunset®  Lantana,9,57052,,    ,13
CA,#5 PATIO TREE,LANTANA SPREADING SUNSET R,Spreading Sunset®  Lantana,9,057055PT,,    ,38.5
CA,#1,LANTANA SUNBURST TM,Sunburst™  Spreading Lantana,9,57151,,    ,5.1
CA,#5 PATIO TREE,LANTANA SUNBURST TM,Sunburst™  Spreading Lantana,9,057155PT,,    ,38.5
GA,SuperOne TM PATIO TREE,LANTANA TANGERINE TM,Tangerine™  Spreading Lantana,9,057201SPT,,    ,16
GA,#3 PATIO TREE,LANTANA TANGERINE TM,Tangerine™  Spreading Lantana,9,057203PT,,    ,35.5
CA,#1,LANTANA TEENIE GENIE R PP17612,Teenie Genie®  Compact Lantana,9,24461,,    ,5.5
GA,#1,LANTANA TEENIE GENIE R PP17612,Teenie Genie®  Compact Lantana,9,24461,,    ,5.5
CA,#1,LAURUS NOBILIS,Sweet Bay                                                   ,8,57291,,    ,7
OR,"4"" Pot",LAURUS NOBILIS,Sweet Bay                                                   ,8,057294P,,    ,3.5
CA,#5 CONE,LAURUS NOBILIS,Sweet Bay                                                   ,8,057295CN,,    ,41.5
CA,#5 PATIO TREE,LAURUS NOBILIS,Sweet Bay                                                   ,8,057295PT,,    ,40
CA,"7"" Terra Cotta PATIO TREE",LAURUS NOBILIS,Sweet Bay                                                   ,8,05729EPT,,    ,16.25
CA,"7"" Terra Cotta STAKED",LAURUS NOBILIS,Sweet Bay                                                   ,8,05729EST,,    ,16.25
OR,LittleOne,LAURUS NOBILIS,Sweet Bay                                                   ,8,05729UT,,    ,4.75
OR,#1,LAURUS NOBILIS EMERALD WAVE R,Emerald Wave®  Sweet Bay,8,21471,,,8
GA,#1 STAKED,MAN ALICE DU PONT,Alice Du Pont Mandevilla                                    ,10,61201,,    ,8
GA,#5 STAKED,MAN ALICE DU PONT,Alice Du Pont Mandevilla                                    ,10,61205,,    ,27.5
GA,#1 STAKED,MAN BRIDE'S CASCADE PPAF,Bride's Cascade Mandevilla                                  ,10,85801,,    ,9
GA,#5 STAKED,MAN BRIDE'S CASCADE PPAF,Bride's Cascade Mandevilla                                  ,10,85805,,    ,27.5
CA,#1 STAKED,MAN MOONLIGHT PARFAIT R P12123,Moonlight Parfait®  Mandevilla,10,61211,,    ,9
CA,#5 STAKED,MAN MOONLIGHT PARFAIT R P12123,Moonlight Parfait®  Mandevilla,10,61215,,    ,27.5
CA,#1 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,10,61191,,    ,9
CA,#5 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,10,61195,,    ,27.5
GA,#5 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,10,61195,,    ,27.5
CA,#1 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla                                  ,10,61241,,    ,9
GA,#5 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla                                  ,10,061245ST,,    ,27.5
CA,#1 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol®  Carmine King™  Mandevilla,10,72651,,,9
GA,#1 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,10,45011,,    ,9
CA,"10"" TC Pot BUSH",MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,10,04501KBH,,    ,25
GA,#2 STAKED,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla,10,92382,, ,17.5
CA,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla,10,09238UT,, ,4.2
GA,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla,10,09238UT,, ,4.2
GA,#2 STAKED,MAN SUN PAR R GIANT PNK P15202,Sun Parasol®  Giant Pink Mandevilla,10,57082,,,17.5
GA,#5 STAKED,MAN SUN PAR R GIANT PNK P15202,Sun Parasol®  Giant Pink Mandevilla,10,57085,,,27.5
GA,#5 STAKED,MAN SUN PAR R GNT CRIM P17736,Sun Parasol®  Giant Crimson Mandevilla,10,61235,,    ,27.5
CA,#2 STAKED,MAN SUN PAR R GNT WHITE P11556,Sun Parasol®  Giant White Mandevilla,10,57062,,,17.5
GA,#2 STAKED,MAN SUN PAR R GNT WHITE P11556,Sun Parasol®  Giant White Mandevilla,10,57062,,,17.5
GA,#5 STAKED,MAN SUN PAR R GNT WHITE P11556,Sun Parasol®  Giant White Mandevilla,10,57065,,,27.5
GA,#1 STAKED,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,10,57091,,,9
GA,#2 STAKED,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,10,57092,,,17.5
GA,#2 BUSH,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,10,057092BH,,,14
GA,#1 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,10,57071,,,9
GA,#2 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,10,57072,,,17.5
GA,#2 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,10,057072BH,,,14
CA,#2 STAKED,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla,10,72642,,,17.5
GA,#2 BUSH,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla,10,072642BH,,,14
CA,#1 STAKED,MAN TANGO TWIRL R P14290,Tango Twirl®  Mandevilla,10,61291,,    ,9
CA,#5 STAKED,MAN TANGO TWIRL R P14290,Tango Twirl®  Mandevilla,10,61295,,    ,27.5
GA,#5 STAKED,MASCAGNIA MACROPTERA,Butterfly Vine                                              ,8,45295,,    ,25
CA,#5,MICHELIA CHAMPACA,Fragrant Himalayan Champaca                                 ,10,61485,,    ,35
CA,#5,MICHELIA CHAMPACA ALBA,White Fragrant Himalayan Champaca                           ,10,61385,,    ,59
CA,#5,MICHELIA DOLTSOPA SILVER CLOUD,Silver Cloud Michelia                                       ,9,61475,,    ,35
CA,#5,MICHELIA FIGO,Banana Shrub                                                ,8,61535,,    ,23.5
CA,#5,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana                                          ,10,61935,,    ,29
CA,#1,MUSA ACUM ZEBRINA,Blood Banana                                                ,10,61941,,    ,8.5
CA,#5,MUSA ACUM ZEBRINA,Blood Banana                                                ,10,61945,,    ,29
GA,#5,MUSA ACUM ZEBRINA,Blood Banana                                                ,10,61945,,    ,29
CA,"7"" Terra Cotta CONE",OLEA LITTLE OLLIE R,Little Ollie®  Dwarf Olive,8,06304ECN,,    ,16.25
CA,"7"" Terra Cotta GLOBE",OLEA LITTLE OLLIE R,Little Ollie®  Dwarf Olive,8,06304EGL,,    ,16.25
CA,"7"" Terra Cotta PATIO TREE",OLEA LITTLE OLLIE R,Little Ollie®  Dwarf Olive,8,06304EPT,,    ,16.25
CA,#1,OSMANTHUS FRAGRANS,Fragrant Olive                                              ,8,63151,,    ,6.5
GA,#5,OSMANTHUS FRAGRANS,Fragrant Olive                                              ,8,63155,,    ,22
CA,#2,PACHYSTACHYS LUTEA,Golden Shrimp Plant                                         ,10,89482,,,13
CA,#5,PALM-CHAMAEROPS HUMILIS,Mediterranean Fan Palm                                      ,8,63655,,    ,25.5
GA,#5,PALM-CHAMAEROPS HUMILIS,Mediterranean Fan Palm                                      ,8,63655,,    ,25.5
GA,#7,PALM-CHAMAEROPS HUMILIS,Mediterranean Fan Palm                                      ,8,63657,,    ,59
CA,#1,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,9,63751,,    ,9
CA,#2,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,9,63752,,    ,19.25
GA,#5,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,9,63755,,    ,27
GA,#7,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,9,63757,,    ,54
GA,#5,PALM-DIOON EDULE,Chesnut Dioon                                               ,8,63775,,,27
GA,#5,PALM-PHOENIX CANARIENSIS,Canary Island Date Palm                                     ,9,63815,,    ,21.5
GA,#5,PALM-SABAL MINOR,Dwarf Palmetto                                              ,8,23435,,    ,25.5
CA,#5,PALM-TRACHYCARPUS FORTUNEI,Windmill Palm                                               ,8,63605,,    ,25.5
GA,#5,PALM-TRACHYCARPUS FORTUNEI,Windmill Palm                                               ,8,63605,,    ,25.5
GA,#7,PALM-TRACHYCARPUS FORTUNEI,Windmill Palm                                               ,8,63607,,    ,59
CA,#15,PALM-TRACHYCARPUS FORTUNEI,Windmill Palm                                               ,8,63609,,    ,93
CA,#1 STAKED,PANDOREA JAS ALBA LADY DI,White Bower Vine                                            ,9,64151,,    ,8.25
CA,#5 STAKED,PANDOREA JAS ALBA LADY DI,White Bower Vine                                            ,9,64155,,    ,25
CA,#1 STAKED,PANDOREA JAS CHARISMA,Charisma Bower Vine                                         ,9,33721,,    ,8.25
CA,#5 STAKED,PANDOREA JAS CHARISMA,Charisma Bower Vine                                         ,9,33725,,    ,25
CA,#1 STAKED,PANDOREA JAS ROSEA,Pink Bower Vine                                             ,9,64131,,    ,8.25
CA,#5 STAKED,PANDOREA JAS ROSEA,Pink Bower Vine                                             ,9,64135,,    ,25
CA,#2,PHILODENDRON X XANADU,Xanadu Cut-Leaf Philodendron                                ,9,65042,,    ,16.5
GA,#1,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,9,66371,,    ,7
GA,#5,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,9,66375,,    ,22
CA,#5 PATIO TREE,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,9,066375PT,,    ,40
GA,#5 PATIO TREE,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,9,066375PT,,    ,40
CA,#1,PLUMBAGO WHITE CAPE R PP13953,White Cape®  Plumbago,9,66361,,    ,7
GA,#1,PLUMBAGO WHITE CAPE R PP13953,White Cape®  Plumbago,9,66361,,    ,7
CA,#5,PLUMBAGO WHITE CAPE R PP13953,White Cape®  Plumbago,9,66365,,    ,22
CA,#5 TREE,PODOCARPUS GRACILIOR,Fern Podocarpus                                             ,9,066405TR,,    ,32
CA,#5,PODOCARPUS ICEE BLUE R(BL CHIP,Icee Blue®  Yellow-Wood,9,86555,,    ,29
GA,#2,PODOCARPUS MACRO PRINGILII,Pringles Dwarf Podocarpus                                   ,8,71982,,,19.25
GA,#5,PODOCARPUS MACRO PRINGILII,Pringles Dwarf Podocarpus                                   ,8,71985,,,25.5
CA,#2,POLYGALA PETITE BUTTERFLIES,Petite Butterflies Sweet Pea Shrub                          ,9,30132,,    ,13.5
CA,#2,RUELLIA BRITTONIANA,Mexican Petunia                                             ,8,44192,,    ,12.25
CA,#1,RUELLIA KATIE,Dwarf Katie Ruellia                                         ,8,70271,,    ,4.9
GA,#1,RUELLIA KATIE,Dwarf Katie Ruellia                                         ,8,70271,,    ,4.9
CA,#1,RUELLIA KATIE PINK,Katie Pink Dwarf Ruellia                                    ,8,88861,,,4.9
CA,SuperOne TM,RUELLIA PENINSULARIS,Baja Ruellia                                                ,9,097761S,,New ,7.5
CA,SuperOne TM,RUSSELIA EQUISETIFORMIS,Firecracker Plant                                           ,9,069691S,,,7.5
CA,SuperOne TM,RUSSELIA X ST ELMO'S FIRE TM,St. Elmo's Fire Firecracker Plant                           ,8,089241S,,,7.5
CA,SuperOne TM,SALVIA AMISTAD PPAF,Friendship Sage                                             ,8,090471S,, ,8.5
CA,#1,SALVIA CHAMAEDRYOIDES,Mexican Blue Sage                                           ,8,25541,,    ,4.9
CA,#1,SALVIA HOT LIPS,Hot Lips Sage                                               ,8,22651,,    ,5.25
CA,#1,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,9,91401,,    ,5.75
GA,#1,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,9,91401,,    ,5.75
CA,#5,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,9,91405,,    ,21.5
OR,#2,SCHEFFLERA TAIW YUAN SHAN,Yuan Shan Hardy Schefflera                                  ,7,49952,,DH,18.5
OR,#5,SCHEFFLERA TAIW YUAN SHAN,Yuan Shan Hardy Schefflera                                  ,7,49955,,DH,25.5
CA,#1,SEDUM RUBROTINCTUM AURORA,Pink Stonecrop                                              ,9,63671,,,5.15
OR,#5,SOLANUM CRISP GLASNEVIN,Glasnevin Chilean Potato Bush                               ,8,49965,,DH,23
CA,#1 STAKED,SOLANUM JASMINOIDES,Potato Vine                                                 ,9,70901,,    ,8
CA,#1,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,9,70961,,    ,6.5
CA,#5,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,9,70965,,    ,22
CA,#5 PATIO TREE,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,9,070965PT,,    ,40
CA,#2,STEPHANOTIS FLORIBUNDA,Madagascar Jasmine                                          ,10,71552,,    ,17.25
CA,#1,STRELITZIA NICOLAI,Giant Bird Of Paradise                                      ,9,71701,,    ,7.25
CA,#1,STRELITZIA REGINAE,Bird Of Paradise                                            ,9,71751,,    ,7.25
CA,#5,STRELITZIA REGINAE,Bird Of Paradise                                            ,9,71755,,    ,23
GA,#2,STROMANTHE SANG TRIOSTAR,Triostar Stromanthe                                         ,10,47912,,,12.25
CA,#1,TABERNAEMONTANA FLORE PLENO,Double-Flowering Crape Jasmine                              ,9,72211,,    ,7.25
CA,#5,TABERNAEMONTANA FLORE PLENO,Double-Flowering Crape Jasmine                              ,9,72215,,    ,23
CA,#2 STAKED,THUNBERGIA AL BLUSHING SUSIE,Blushing Susie Black-Eyed Susan Vine                        ,10,22142,,    ,17
CA,#1,TIBOUCHINA LEPIDOTA,Glory Bush                                                  ,10,39751,,    ,7.25
GA,#1,TIBOUCHINA LEPIDOTA,Glory Bush                                                  ,10,39751,,    ,7.25
GA,#2,TIBOUCHINA LEPIDOTA,Glory Bush                                                  ,10,39752,,    ,14.5
CA,#5,TIBOUCHINA LEPIDOTA,Glory Bush                                                  ,10,39755,,    ,23
GA,#5,TIBOUCHINA LEPIDOTA,Glory Bush                                                  ,10,39755,,    ,23
GA,#5 PATIO TREE,TIBOUCHINA LEPIDOTA,Glory Bush                                                  ,10,039755PT,,    ,40
CA,#1 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,8,70051,,    ,6
CA,#1 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,8,070051ST,,    ,7.25
GA,#1 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,8,070051ST,,    ,7.25
CA,#2 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,8,070052ST,,    ,16.5
CA,#1 STAKED,VIGNA CARA THOMAS JEFFERSON,Fragrant Snail Vine                                         ,10,413401,,,7.25
CA,#5 STAKED,VIGNA CARA THOMAS JEFFERSON,Fragrant Snail Vine                                         ,10,413405,,,25
GA,#1,ZANTEDESCHIA 'CRYSTAL BLUSH',Crystal Blush Calla Lily                                    ,9,77161,,,5.75
GA,#1,ZANTEDESCHIA 'NATURAL BOUQUET',Natural Bouquet Calla Lily                                  ,8,7751,,,5.75
GA,#1,ZANTEDESCHIA STRWBERRY DELIGHT,Strawberry Delight Calla Lily,9,413231,,,5.1
