,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rep Allocation,,,,,,,,,,,,,,,,,
Branch,Item,Description,Category,"Click to
Edit","Ending
06/30/2014",Orders,Shipped,Remaining,"Allocation Avail
For Now Order","Open Avail
Now",Next Ready,"Open Avail
Season","Price
2014",History,Forecast,,
170000,077411S,BUD LO&BEHLD R PRPL HAZE PPAF,DCS,+,10,10,-,-,-,-,3/1/2014,123,$9.75 ,-,-,,
550000,077411S,BUD LO&BEHLD R PRPL HAZE PPAF,DCS,+,24,-,-,24,-,-,5/1/2014,-,$9.75 ,20,-,,
170000,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,DCS,+,41,-,-,41,-,-,3/1/2014,105,$16.00 ,5,-,,
550000,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,DCS,+,88,30,-,58,58,1,4/1/2014,1,$16.00 ,5,-,,
550000,034662S,BUDDLEJA DAV ADONIS BLUE TM,DCS,+,44,10,-,34,34,117,4/1/2014,117,$15.00 ,10,-,,
170000,034665,BUDDLEJA DAV ADONIS BLUE TM,DCS,+,60,5,-,55,55,321,3/15/2014,321,$19.75 ,5,-,,
550000,034665,BUDDLEJA DAV ADONIS BLUE TM,DCS,+,40,-,-,40,-,-,4/1/2014,11,$19.75 ,-,-,,
550000,013781,BUDDLEJA DAV BLACK KNIGHT,DCS,+,42,-,-,42,42,234,4/1/2014,875,$5.75 ,-,-,,
170000,013782,BUDDLEJA DAV BLACK KNIGHT,DCS,+,38,20,-,18,18,279,4/1/2014,279,$13.75 ,15,-,,
550000,013783,BUDDLEJA DAV BLACK KNIGHT,DCS,+,36,-,-,36,36,84,4/1/2014,84,$17.00 ,5,-,,
170000,013785,BUDDLEJA DAV BLACK KNIGHT,DCS,+,75,20,-,55,55,"1,392",3/15/2014,"1,392",$19.25 ,30,-,,
170000,034671S,BUDDLEJA DAV PEACOCK TM,DCS,+,12,10,-,2,2,9,,9,$9.00 ,-,-,,
170000,034675,BUDDLEJA DAV PEACOCK TM,DCS,+,20,5,-,15,-,-,3/15/2014,3,$19.75 ,5,-,,
550000,013771,BUDDLEJA DAV PETITE INDIGO R,DCS,+,10,-,-,10,10,85,4/1/2014,362,$5.75 ,12,-,,
170000,013772,BUDDLEJA DAV PETITE INDIGO R,DCS,+,53,5,-,48,48,126,4/1/2014,126,$13.75 ,20,-,,
550000,013773,BUDDLEJA DAV PETITE INDIGO R,DCS,+,26,-,-,26,26,467,4/1/2014,467,$17.00 ,6,-,,
170000,013775,BUDDLEJA DAV PETITE INDIGO R,DCS,+,12,5,-,7,7,475,3/15/2014,521,$19.25 ,5,-,,
550000,013761,BUDDLEJA DAV PETITE PLUM R,DCS,+,32,-,-,32,32,344,4/1/2014,"1,089",$5.75 ,32,-,,
170000,013762,BUDDLEJA DAV PETITE PLUM R,DCS,+,63,5,-,58,58,359,4/1/2014,359,$13.75 ,25,-,,
550000,013763,BUDDLEJA DAV PETITE PLUM R,DCS,+,15,-,-,15,15,141,4/1/2014,141,$17.00 ,-,-,,
170000,013765,BUDDLEJA DAV PETITE PLUM R,DCS,+,10,5,-,5,5,17,3/15/2014,17,$19.25 ,5,-,,
550000,013571,BUDDLEJA DAV PETITE SNOW TM,DCS,+,12,-,-,12,12,360,4/1/2014,833,$5.75 ,12,-,,
170000,013572,BUDDLEJA DAV PETITE SNOW TM,DCS,+,15,5,-,10,10,269,3/15/2014,367,$13.75 ,5,-,,
550000,013573,BUDDLEJA DAV PETITE SNOW TM,DCS,+,7,7,-,-,-,150,4/1/2014,150,$17.00 ,6,-,,
170000,013575,BUDDLEJA DAV PETITE SNOW TM,DCS,+,10,5,-,5,5,87,3/15/2014,87,$19.25 ,5,-,,
170000,013792,BUDDLEJA DAV PINK DELIGHT,DCS,+,50,15,-,35,35,815,4/1/2014,815,$13.75 ,5,-,,
550000,013793,BUDDLEJA DAV PINK DELIGHT,DCS,+,66,-,-,66,66,425,4/1/2014,517,$17.00 ,6,-,,
170000,013795,BUDDLEJA DAV PINK DELIGHT,DCS,+,100,40,-,60,60,691,3/15/2014,691,$19.25 ,35,-,,
170000,013795PT,BUDDLEJA DAV PINK DELIGHT,DCS,+,19,8,-,11,-,-,3/15/2014,64,$38.50 ,8,-,,
550000,013795PT,BUDDLEJA DAV PINK DELIGHT,DCS,+,14,-,-,14,-,-,4/15/2014,35,$38.50 ,-,-,,
170000,034681S,BUDDLEJA DAV PURPLE EMPEROR TM,DCS,+,10,10,-,-,-,101,4/1/2014,101,$9.00 ,-,-,,
170000,034682S,BUDDLEJA DAV PURPLE EMPEROR TM,DCS,+,9,9,-,-,-,-,,-,$15.00 ,-,-,,
170000,034685,BUDDLEJA DAV PURPLE EMPEROR TM,DCS,+,21,5,-,16,-,-,3/15/2014,-,$19.75 ,5,-,,
550000,013561,BUDDLEJA DAV ROYAL RED,DCS,+,20,-,-,20,20,767,4/1/2014,"1,911",$5.75 ,-,-,,
170000,013562,BUDDLEJA DAV ROYAL RED,DCS,+,15,5,-,10,10,480,4/1/2014,480,$13.75 ,5,-,,
550000,013563,BUDDLEJA DAV ROYAL RED,DCS,+,26,-,-,26,26,-,4/1/2014,-,$17.00 ,5,-,,
170000,013565,BUDDLEJA DAV ROYAL RED,DCS,+,19,5,-,14,14,-,3/15/2014,-,$19.25 ,5,-,,
170000,013565PT,BUDDLEJA DAV ROYAL RED,DCS,+,3,3,-,-,-,-,3/15/2014,82,$38.50 ,3,-,,
550000,013565PT,BUDDLEJA DAV ROYAL RED,DCS,+,4,-,-,4,-,-,4/1/2014,-,$38.50 ,-,-,,
550000,077391S,BUDDLEJA MISS MOLLY PPAF,DCS,+,31,10,-,21,-,-,5/1/2014,-,$9.00 ,10,-,,
170000,077392S,BUDDLEJA MISS MOLLY PPAF,DCS,+,5,5,-,-,-,-,3/15/2014,-,$15.50 ,-,-,,
550000,077392S,BUDDLEJA MISS MOLLY PPAF,DCS,+,79,47,-,32,-,-,4/15/2014,-,$15.50 ,40,-,,
170000,077395,BUDDLEJA MISS MOLLY PPAF,DCS,+,8,5,-,3,-,-,3/15/2014,-,$20.50 ,20,-,,
160000,013465,BUDDLEJA X ASIAN MOON,DCS,+,18,-,-,18,-,-,,-,$20.25 ,-,-,,
550000,074401S,BUDDLEJA X MISS RUBY PPAF,DCS,+,19,10,-,9,-,-,4/1/2014,-,$9.00 ,10,-,,
170000,074402S,BUDDLEJA X MISS RUBY PPAF,DCS,+,7,1,-,6,-,-,3/15/2014,-,$15.50 ,5,-,,
550000,074402S,BUDDLEJA X MISS RUBY PPAF,DCS,+,50,45,-,5,-,-,4/1/2014,-,$15.50 ,-,-,,
170000,074405,BUDDLEJA X MISS RUBY PPAF,DCS,+,13,5,-,8,-,-,3/15/2014,-,$20.50 ,10,-,,
160000,003011,BUXUS CHICAGOLAND GREEN R,EVS,+,40,-,-,40,40,-,,-,$6.50 ,-,-,,
160000,003015,BUXUS CHICAGOLAND GREEN R,EVS,+,6,-,-,6,6,-,,-,$23.75 ,-,-,,
160000,090781,BUXUS GOLDEN TRIUMPH,EVS,+,10,-,-,10,10,-,,-,$8.00 ,-,-,,
160000,090782,BUXUS GOLDEN TRIUMPH,EVS,+,9,-,-,9,9,-,,-,$16.25 ,-,-,,
160000,013821,BUXUS GREEN MOUNTAIN,EVS,+,89,89,-,-,-,-,,-,$6.00 ,225,-,,
170000,013821,BUXUS GREEN MOUNTAIN,EVS,+,22,10,-,12,12,-,4/15/2014,-,$6.00 ,52,-,,
160000,013821S,BUXUS GREEN MOUNTAIN,EVS,+,42,-,-,42,42,-,,-,$7.00 ,89,-,,
160000,013822,BUXUS GREEN MOUNTAIN,EVS,+,367,280,-,87,87,-,5/1/2014,-,$14.00 ,345,-,,
170000,013822,BUXUS GREEN MOUNTAIN,EVS,+,24,-,-,24,24,-,,-,$14.00 ,75,-,,
160000,013823,BUXUS GREEN MOUNTAIN,EVS,+,245,195,-,50,50,-,,-,$21.00 ,350,-,,
160000,013825,BUXUS GREEN MOUNTAIN,EVS,+,185,185,-,-,-,-,4/1/2014,-,$23.75 ,49,-,,
170000,013825,BUXUS GREEN MOUNTAIN,EVS,+,62,25,-,37,-,-,4/1/2014,-,$23.75 ,124,-,,
170000,013825CN,BUXUS GREEN MOUNTAIN,EVS,+,5,5,-,-,-,-,4/1/2014,-,$38.50 ,8,-,,
160000,013825PY,BUXUS GREEN MOUNTAIN,EVS,+,27,-,-,27,27,-,5/15/2014,-,$38.50 ,30,-,,
170000,013825PY,BUXUS GREEN MOUNTAIN,EVS,+,8,6,-,2,2,-,,-,$38.50 ,26,-,,
170000,013825SP,BUXUS GREEN MOUNTAIN,EVS,+,9,9,-,-,-,-,4/1/2014,-,$75.00 ,13,-,,
160000,013891,BUXUS GREEN VELVET,EVS,+,81,20,-,61,61,-,,-,$6.50 ,-,-,,
160000,013891S,BUXUS GREEN VELVET,EVS,+,45,-,-,45,45,-,4/15/2014,-,$7.50 ,50,-,,
160000,013892,BUXUS GREEN VELVET,EVS,+,115,115,-,-,-,-,,-,$14.75 ,255,-,,
160000,013893,BUXUS GREEN VELVET,EVS,+,109,109,-,-,-,-,5/1/2014,-,$21.00 ,120,-,,
160000,013895,BUXUS GREEN VELVET,EVS,+,70,70,-,-,-,-,,-,$23.75 ,40,-,,
160000,013951,BUXUS J GREEN BEAUTY,EVS,+,24,-,-,24,24,-,,-,$5.75 ,-,-,,
160000,013952,BUXUS J GREEN BEAUTY,EVS,+,20,-,-,20,20,-,,-,$14.00 ,27,-,,
170000,013952,BUXUS J GREEN BEAUTY,EVS,+,59,25,-,34,34,-,,-,$14.00 ,50,-,,
170000,013955,BUXUS J GREEN BEAUTY,EVS,+,45,-,-,45,-,-,4/1/2014,-,$21.00 ,-,-,,
170000,013701,BUXUS MIC FAULKNER,EVS,+,29,-,-,29,29,-,,-,$6.00 ,-,-,,
170000,013702,BUXUS MIC FAULKNER,EVS,+,119,20,-,99,99,5,,5,$14.00 ,-,-,,
170000,013705,BUXUS MIC FAULKNER,EVS,+,109,-,-,109,-,-,4/1/2014,-,$22.25 ,-,-,,
170000,013705GL,BUXUS MIC FAULKNER,EVS,+,16,10,-,6,-,-,4/1/2014,-,$35.00 ,10,-,,
170000,01370MGL,BUXUS MIC FAULKNER,EVS,+,5,-,-,5,-,-,4/1/2014,-,$74.00 ,3,-,,
160000,077421S,BUXUS MIC WEDDING RING TM PPAF,EVS,+,10,-,-,10,-,-,4/1/2014,-,$9.50 ,-,-,,
160000,013831,BUXUS MIC WINTER GEM,EVS,+,82,-,-,82,82,-,6/1/2014,-,$5.75 ,100,-,,
170000,013831,BUXUS MIC WINTER GEM,EVS,+,401,200,-,201,201,-,,-,$5.75 ,275,-,,
550000,013831,BUXUS MIC WINTER GEM,EVS,+,23,-,-,23,-,-,4/15/2014,-,$5.75 ,-,-,,
160000,013832,BUXUS MIC WINTER GEM,EVS,+,177,177,-,-,-,-,,-,$14.00 ,565,-,,
170000,013832,BUXUS MIC WINTER GEM,EVS,+,478,100,-,378,378,-,,-,$14.00 ,285,-,,
550000,013832,BUXUS MIC WINTER GEM,EVS,+,50,-,-,50,-,-,4/15/2014,-,$14.00 ,-,-,,
160000,013833,BUXUS MIC WINTER GEM,EVS,+,69,69,-,-,-,-,,-,$19.00 ,80,-,,
550000,013833,BUXUS MIC WINTER GEM,EVS,+,53,-,-,53,-,-,5/1/2014,-,$19.00 ,-,-,,
160000,013835,BUXUS MIC WINTER GEM,EVS,+,241,75,-,166,166,-,,-,$21.00 ,175,-,,
170000,013835,BUXUS MIC WINTER GEM,EVS,+,473,465,-,8,-,-,4/1/2014,-,$21.00 ,120,-,,
550000,013835,BUXUS MIC WINTER GEM,EVS,+,108,100,-,8,8,-,4/1/2014,-,$21.00 ,-,-,,
170000,013835CN,BUXUS MIC WINTER GEM,EVS,+,14,4,-,10,10,-,,-,$38.50 ,-,-,,
160000,013835CU,BUXUS MIC WINTER GEM,EVS,+,9,-,-,9,9,-,,-,$38.50 ,-,-,,
160000,013835PY,BUXUS MIC WINTER GEM,EVS,+,6,4,-,2,-,-,5/15/2014,69,$38.50 ,8,-,,
170000,013835PY,BUXUS MIC WINTER GEM,EVS,+,23,10,-,13,-,-,4/15/2014,-,$38.50 ,10,-,,
550000,013835PY,BUXUS MIC WINTER GEM,EVS,+,4,-,-,4,-,-,4/1/2014,-,$38.50 ,6,-,,
160000,013837,BUXUS MIC WINTER GEM,EVS,+,3,-,-,3,3,-,,-,$40.00 ,-,-,,
550000,013837,BUXUS MIC WINTER GEM,EVS,+,75,-,-,75,75,-,4/15/2014,-,$40.00 ,40,-,,
170000,013837PY,BUXUS MIC WINTER GEM,EVS,+,23,-,-,23,-,-,4/1/2014,-,$75.00 ,12,-,,
550000,013837PY,BUXUS MIC WINTER GEM,EVS,+,24,-,-,24,-,-,4/15/2014,294,$75.00 ,14,-,,
550000,013839,BUXUS MIC WINTER GEM,EVS,+,7,-,-,7,7,-,4/15/2014,-,$78.50 ,-,-,,
160000,013902,BUXUS S GREEN TOWER R PP15243,EVS,+,63,-,-,63,63,-,,-,$15.50 ,-,-,,
160000,013905,BUXUS S GREEN TOWER R PP15243,EVS,+,89,32,-,57,57,-,,-,$22.25 ,32,-,,
160000,074761S,BUXUS S NORTH STAR TM PP15998,EVS,+,10,-,-,10,10,-,,-,$9.50 ,40,-,,
160000,013981,BUXUS SEMP SUFFRUTICOSA,EVS,+,198,65,-,133,133,-,6/1/2014,-,$7.00 ,52,-,,
160000,013982,BUXUS SEMP SUFFRUTICOSA,EVS,+,165,80,-,85,85,-,,-,$15.50 ,370,-,,
160000,01398EGL,BUXUS SEMP SUFFRUTICOSA,EVS,+,50,-,-,50,50,438,,438,$15.50 ,-,-,,
160000,01398EPY,BUXUS SEMP SUFFRUTICOSA,EVS,+,10,-,-,10,-,-,5/15/2014,-,$15.50 ,-,-,,
160000,01398UT,BUXUS SEMP SUFFRUTICOSA,EVS,+,60,60,-,-,-,-,3/1/2014,-,$4.50 ,96,-,,
160000,013881,BUXUS SEMP VARIEGATA,EVS,+,158,60,-,98,98,-,,-,$7.00 ,50,-,,
160000,013882,BUXUS SEMP VARIEGATA,EVS,+,224,109,-,115,115,-,5/1/2014,-,$15.50 ,116,-,,
550000,013882,BUXUS SEMP VARIEGATA,EVS,+,10,10,-,-,-,-,5/15/2014,-,$15.50 ,-,-,,
160000,01388EGL,BUXUS SEMP VARIEGATA,EVS,+,91,10,-,81,81,-,,-,$15.50 ,-,-,,
160000,01388UT,BUXUS SEMP VARIEGATA,EVS,+,49,-,-,49,-,-,4/1/2014,-,$4.50 ,16,-,,
160000,013995,CALLICARPA BOD PROFUSION,DCS,+,19,5,-,14,14,128,,128,$20.25 ,5,-,,
160000,092925,CALLICARPA DICH SUMMER SNOW R,DCS,+,5,5,-,-,-,249,,249,$20.25 ,5,-,,
160000,020151,CALLUNA SANDY PPAF,EVS,+,9,-,-,9,9,-,,-,$8.00 ,10,-,,
550000,02235UT,CAMPANULA CAR DEEP BLUE CLIPS,PRN,+,16,16,-,-,-,-,4/1/2014,849,$2.95 ,-,-,,
170000,022711,CAMPSIS BALBOA SUNSET R,VIN,+,20,-,-,20,20,"13,910",,"13,910",$7.50 ,-,-,,
170000,022712ST,CAMPSIS BALBOA SUNSET R,VIN,+,17,-,-,17,17,-,,-,$15.25 ,-,-,,
170000,022715,CAMPSIS BALBOA SUNSET R,VIN,+,50,15,-,35,35,870,,870,$24.75 ,25,-,,
170000,022381,CAMPSIS FLAVA,VIN,+,10,10,-,-,-,"3,936",4/1/2014,"3,936",$7.25 ,-,-,,
170000,022382ST,CAMPSIS FLAVA,VIN,+,7,-,-,7,7,-,,-,$15.25 ,-,-,,
170000,022385,CAMPSIS FLAVA,VIN,+,41,30,-,11,11,641,,641,$22.00 ,21,-,,
170000,022551,CAMPSIS MADAME GALEN,VIN,+,50,20,-,30,30,"5,028",,"5,028",$7.50 ,10,-,,
170000,022552ST,CAMPSIS MADAME GALEN,VIN,+,25,5,-,20,20,-,,-,$15.25 ,5,-,,
170000,022555,CAMPSIS MADAME GALEN,VIN,+,50,20,-,30,30,92,,92,$24.75 ,15,-,,
170000,029211,CANNA TROP BLACK TM PP21350,PRN,+,12,10,-,2,-,-,4/1/2014,-,$9.00 ,25,-,,
550000,029211,CANNA TROP BLACK TM PP21350,PRN,+,154,60,-,94,-,-,4/1/2014,468,$9.00 ,50,-,,
170000,029212,CANNA TROP BLACK TM PP21350,PRN,+,79,50,-,29,-,-,4/15/2014,-,$18.50 ,60,-,,
550000,029212,CANNA TROP BLACK TM PP21350,PRN,+,124,35,-,89,-,-,4/1/2014,612,$18.50 ,41,-,,
550000,003201,CANNA TROPICAL BRONZE SCARLET,PRN,+,35,20,-,15,-,-,4/1/2014,-,$5.50 ,-,-,,
550000,003221,CANNA TROPICAL PINK (ROSE),PRN,+,39,39,-,-,-,-,4/1/2014,-,$5.50 ,10,-,,
550000,00322UT,CANNA TROPICAL PINK (ROSE),PRN,+,17,-,-,17,-,-,4/1/2014,6,$3.25 ,32,-,,
170000,017411,CANNA TROPICANNA GLD TM P13809,PRN,+,81,50,-,31,-,-,4/1/2014,"1,466",$9.00 ,20,-,,
550000,017411,CANNA TROPICANNA GLD TM P13809,PRN,+,17,10,-,7,-,-,4/1/2014,-,$9.00 ,10,-,,
170000,017412,CANNA TROPICANNA GLD TM P13809,PRN,+,200,75,-,125,125,957,4/15/2014,"3,291",$18.50 ,155,-,,
550000,017412,CANNA TROPICANNA GLD TM P13809,PRN,+,10,10,-,-,-,-,4/1/2014,124,$18.50 ,36,-,,
170000,022481,CANNA TROPICANNA TM PP10569,PRN,+,159,65,-,94,-,-,4/1/2014,"2,557",$9.00 ,55,-,,
550000,022481,CANNA TROPICANNA TM PP10569,PRN,+,219,110,-,109,-,-,4/1/2014,-,$9.00 ,185,-,,
170000,022482,CANNA TROPICANNA TM PP10569,PRN,+,254,102,-,152,-,-,4/15/2014,-,$18.50 ,98,-,,
550000,022482,CANNA TROPICANNA TM PP10569,PRN,+,52,20,-,32,-,-,4/1/2014,24,$18.50 ,36,-,,
160000,022775,CARPINUS BET FASTIGIATA,TRE,+,5,-,-,5,-,-,5/15/2014,105,$38.00 ,-,-,,
170000,092891,CARY CLA KORBALL BLU BALLOON R,DCS,+,8,8,-,-,-,-,4/1/2014,120,$6.50 ,10,-,,
160000,092892,CARY CLA KORBALL BLU BALLOON R,DCS,+,20,-,-,20,-,-,4/15/2014,250,$14.50 ,10,-,,
170000,092892,CARY CLA KORBALL BLU BALLOON R,DCS,+,3,-,-,3,3,127,4/1/2014,127,$14.50 ,-,-,,
170000,029872S,CARY INC SUNSHINE BLUE R PPAF,DCS,+,5,-,-,5,-,-,3/15/2014,35,$15.00 ,5,-,,
550000,029881S,CARY X CLAN MINIBLEU PP14674,DCS,+,4,-,-,4,4,-,,-,$9.00 ,-,-,,
160000,022895,CARY X DARK KNIGHT,DCS,+,12,-,-,12,-,-,6/1/2014,2,$19.25 ,-,-,,
170000,022895,CARY X DARK KNIGHT,DCS,+,120,30,-,90,-,-,4/1/2014,160,$19.25 ,48,-,,
550000,074422S,CARY X LIL MISS SNSHNE TM PPAF,DCS,+,6,-,-,6,6,-,,-,$15.00 ,-,-,,
160000,023317SE,CEDRUS ATLANTICA GLAUCA PNDULA,CON,+,3,-,-,3,-,-,,-,$85.00 ,7,-,,
160000,023319SE,CEDRUS ATLANTICA GLAUCA PNDULA,CON,+,2,-,-,2,-,-,5/15/2014,-,$125.00 ,-,-,,
160000,023325,CEDRUS ATLANTICA HORSTMANN,CON,+,4,4,-,-,-,-,5/15/2014,-,$39.00 ,10,-,,
160000,023327,CEDRUS ATLANTICA HORSTMANN,CON,+,3,3,-,-,-,-,,-,$70.00 ,-,-,,
160000,023355,CEDRUS DEODARA,CON,+,5,-,-,5,-,-,,-,$23.75 ,-,-,,
160000,023367,CEDRUS DEODARA AUREA,CON,+,2,-,-,2,-,-,,-,$80.00 ,-,-,,
160000,023285,CEDRUS DEODARA FEELIN BLUE,CON,+,6,-,-,6,-,-,,-,$35.00 ,-,-,,
160000,023285PT,CEDRUS DEODARA FEELIN BLUE,CON,+,2,-,-,2,-,-,,-,$55.00 ,2,-,,
160000,024662,CEPHALOTAXUS HAR DUKE GARDENS,CON,+,7,-,-,7,7,-,5/15/2014,-,$15.25 ,-,-,,
160000,017382,CEPHALOTAXUS HAR FASTIGIATA,CON,+,6,-,-,6,-,-,5/15/2014,-,$15.25 ,20,-,,
550000,017382,CEPHALOTAXUS HAR FASTIGIATA,CON,+,25,5,-,20,20,2,4/15/2014,2,$15.25 ,-,-,,
160000,017385,CEPHALOTAXUS HAR FASTIGIATA,CON,+,36,25,-,11,11,-,5/15/2014,-,$22.75 ,-,-,,
550000,017385,CEPHALOTAXUS HAR FASTIGIATA,CON,+,10,-,-,10,-,-,5/1/2014,-,$22.75 ,-,-,,
550000,028832,CEPHALOTAXUS HAR PROSTRATA,CON,+,5,-,-,5,-,-,5/15/2014,-,$15.25 ,-,-,,
550000,035212,CEPHALOTAXUS HAR VAR DRUPACEA,CON,+,22,-,-,22,-,-,5/15/2014,35,$15.25 ,50,-,,
550000,02348UT,CERATOSTIGMA PLUMBAGINOIDES,PRN,+,25,-,-,25,-,-,4/1/2014,-,$2.95 ,16,-,,
170000,038425,CERCIS C ACE OF HEARTS PP17161,TRE,+,5,-,-,5,5,-,,-,$38.00 ,-,-,,
170000,038415,CERCIS C HEARTS OF GOLD P17740,TRE,+,6,5,-,1,1,-,,-,$38.00 ,6,-,,
170000,023587,CERCIS CAN FOREST PANSY,TRE,+,6,-,-,6,6,-,,-,$65.00 ,6,-,,
170000,023555,CERCIS CANADENSIS,TRE,+,5,-,-,5,5,-,,-,$24.75 ,-,-,,
170000,023525,CERCIS CHIN AVONDALE,TRE,+,3,-,-,3,3,-,,-,$31.00 ,-,-,,
170000,017855,CERCIS LAVENDER TWIST R P10328,TRE,+,0,-,-,-,-,-,,-,$31.00 ,-,-,,
160000,033815,CHAM L BLU SURPRISE-GUARDIAN R,CON,+,1,-,-,1,-,-,,-,$28.50 ,-,-,,
160000,023635,CHAM L GOLDEN KING-GUARDIAN R,CON,+,6,-,-,6,-,-,5/1/2014,-,$28.50 ,5,-,,
160000,033805,CHAM L YVONNE-GUARDIAN R,CON,+,5,-,-,5,-,-,,-,$28.50 ,-,-,,
160000,023655,CHAM NOOT PENDULA,CON,+,23,-,-,23,23,-,,-,$40.00 ,-,-,,
160000,02365M,CHAM NOOT PENDULA,CON,+,9,5,-,4,4,-,,-,$74.00 ,-,-,,
160000,023905,CHAM OBT FILICOIDES,CON,+,2,-,-,2,2,-,,-,$27.75 ,-,-,,
160000,023682,CHAM OBT GRACILIS,CON,+,27,-,-,27,27,32,,32,$17.25 ,16,-,,
160000,023685,CHAM OBT GRACILIS,CON,+,15,-,-,15,-,-,5/15/2014,-,$27.75 ,-,-,,
160000,023911,CHAM OBT TEMPELHOF,CON,+,350,-,-,350,350,79,5/1/2014,79,$8.50 ,10,-,,
160000,023935,CHAM OBT TORULOSA,CON,+,15,5,-,10,10,198,6/1/2014,198,$27.75 ,5,-,,
160000,082402,CHAM PIS BABY BLUE,CON,+,12,-,-,12,-,-,,-,$14.00 ,22,-,,
160000,082405,CHAM PIS BABY BLUE,CON,+,13,-,-,13,-,-,,-,$20.75 ,10,-,,
160000,024032,CHAM PIS FIL GOLDEN CHARM,CON,+,83,83,-,-,-,-,,-,$14.00 ,86,-,,
160000,024035,CHAM PIS FIL GOLDEN CHARM,CON,+,5,5,-,-,-,-,,-,$22.00 ,34,-,,
160000,023822,CHAM PIS SQUARROSA MINIMA,CON,+,16,-,-,16,16,18,,18,$17.25 ,16,-,,
170000,024751,CITRUS BEARSS SEEDLESS LIME,CIT,+,54,50,-,4,4,357,,357,$9.00 ,56,-,,
170000,024752,CITRUS BEARSS SEEDLESS LIME,CIT,+,35,31,-,4,4,-,,-,$16.75 ,27,-,,
170000,024755,CITRUS BEARSS SEEDLESS LIME,CIT,+,5,5,-,-,-,-,4/25/2014,-,$24.25 ,10,-,,
170000,024755PT,CITRUS BEARSS SEEDLESS LIME,CIT,+,23,19,-,4,-,-,4/25/2014,-,$38.50 ,20,-,,
170000,026252,CITRUS CALAMONDIN ORANGE,CIT,+,5,5,-,-,-,237,,237,$16.75 ,-,-,,
170000,024825PT,CITRUS CLEMENTINE,CIT,+,2,2,-,-,-,-,4/25/2014,-,$38.50 ,6,-,,
170000,024955PT,CITRUS DANCY TANGERINE,CIT,+,4,2,-,2,-,-,4/25/2014,-,$38.50 ,-,-,,
170000,024742,CITRUS DWF BEARSS SEEDLSS LIME,CIT,+,5,-,-,5,-,-,4/25/2014,-,$16.75 ,-,-,,
170000,024745,CITRUS DWF BEARSS SEEDLSS LIME,CIT,+,20,-,-,20,-,-,4/25/2014,105,$30.00 ,9,-,,
170000,025745,CITRUS DWF LISBON LEMON,CIT,+,6,2,-,4,-,-,4/25/2014,75,$30.00 ,-,-,,
170000,024625,CITRUS DWF REDBLUSH GRAPEFRUIT,CIT,+,5,-,-,5,-,-,4/25/2014,77,$30.00 ,-,-,,
170000,026102,CITRUS DWF WASHINGTON NAVEL,CIT,+,5,5,-,-,-,-,4/25/2014,-,$21.50 ,-,-,,
170000,025051,CITRUS EUREKA LEMON,CIT,+,17,10,-,7,7,-,,-,$9.00 ,10,-,,
170000,025055,CITRUS EUREKA LEMON,CIT,+,12,12,-,-,-,-,4/25/2014,13,$24.25 ,15,-,,
170000,025055PT,CITRUS EUREKA LEMON,CIT,+,7,-,-,7,-,-,4/25/2014,-,$38.50 ,16,-,,
170000,026001,CITRUS IMPROVED MEYER LEMON,CIT,+,84,70,-,14,14,-,4/25/2014,-,$9.00 ,73,-,,
170000,026002,CITRUS IMPROVED MEYER LEMON,CIT,+,75,60,-,15,15,"1,484",,"1,484",$16.75 ,15,-,,
170000,026005,CITRUS IMPROVED MEYER LEMON,CIT,+,33,22,-,11,11,-,,-,$24.25 ,109,-,,
170000,026005PT,CITRUS IMPROVED MEYER LEMON,CIT,+,70,49,-,21,21,117,,117,$38.50 ,39,-,,
170000,025602,CITRUS KUMQUAT NAGAMI,CIT,+,23,10,-,13,-,-,4/25/2014,"1,089",$21.50 ,10,-,,
170000,025605,CITRUS KUMQUAT NAGAMI,CIT,+,5,-,-,5,5,-,,-,$30.00 ,-,-,,
170000,025605PT,CITRUS KUMQUAT NAGAMI,CIT,+,7,2,-,5,5,-,,-,$38.50 ,12,-,,
170000,025125,CITRUS LIMON EUREKA VAR PINK,CIT,+,5,-,-,5,5,-,,-,$24.25 ,-,-,,
170000,025785PT,CITRUS LISBON LEMON,CIT,+,5,4,-,1,-,-,4/25/2014,38,$38.50 ,4,-,,
170000,024685PT,CITRUS MEXICAN THORNLESS LIME,CIT,+,2,-,-,2,-,-,4/25/2014,-,$38.50 ,2,-,,
170000,026655,CITRUS MORO BLOOD ORANGE,CIT,+,5,5,-,-,-,-,4/25/2014,-,$24.25 ,5,-,,
170000,026655PT,CITRUS MORO BLOOD ORANGE,CIT,+,2,-,-,2,-,-,4/25/2014,-,$38.50 ,-,-,,
170000,026605PT,CITRUS OWA SATSUMA MANDARIN,CIT,+,1,-,-,1,-,-,4/25/2014,-,$38.50 ,-,-,,
170000,026825PT,CITRUS TROVITA ORANGE,CIT,+,2,-,-,2,-,-,4/25/2014,-,$38.50 ,-,-,,
170000,026055,CITRUS WASHINGTON NAVEL ORANGE,CIT,+,15,10,-,5,-,-,4/25/2014,432,$24.25 ,14,-,,
