170000,001395,,,,,,,,,,,,,,,,,,,
170000,001415,,,,,,,,,,,,,,,,,,,
170000,001491,,,,,,,,,,,,,,,,,,,
170000,012515,,,,,,,,,,,,,,,,,,,
170000,012701,,,,,,,,,,,,,,,,,,,
170000,035041BH,,,,,,,,,,,,,,,,,,,
170000,035042BH,,,,,,,,,,,,,,,,,,,
170000,090122BH,,,,,,,,,,,,,,,,,,,
170000,012901,,,,,,,,,,,,,,,,,,,
170000,012951,,,,,,,,,,,,,,,,,,,
170000,013031,,,,,,,,,,,,,,,,,,,
170000,013035,,,,,,,,,,,,,,,,,,,
170000,012661,,,,,,,,,,,,,,,,,,,
170000,012662,,,,,,,,,,,,,,,,,,,
170000,012665,,,,,,,,,,,,,,,,,,,
170000,016482,,,,,,,,,,,,,,,,,,,
170000,016482BH,,,,,,,,,,,,,,,,,,,
170000,013121,,,,,,,,,,,,,,,,,,,
170000,013201,,,,,,,,,,,,,,,,,,,
170000,013205,,,,,,,,,,,,,,,,,,,
170000,013051,,,,,,,,,,,,,,,,,,,
170000,013051BH,,,,,,,,,,,,,,,,,,,
170000,013052,,,,,,,,,,,,,,,,,,,
170000,013052BH,,,,,,,,,,,,,,,,,,,
170000,013055BH,,,,,,,,,,,,,,,,,,,
170000,013055PT,,,,,,,,,,,,,,,,,,,
170000,013211BH,,,,,,,,,,,,,,,,,,,
170000,013235BH,,,,,,,,,,,,,,,,,,,
170000,013235PT,,,,,,,,,,,,,,,,,,,
170000,013251,,,,,,,,,,,,,,,,,,,
170000,038141,,,,,,,,,,,,,,,,,,,
170000,013025,,,,,,,,,,,,,,,,,,,
170000,013451,,,,,,,,,,,,,,,,,,,
170000,090111BH,,,,,,,,,,,,,,,,,,,
170000,090112BH,,,,,,,,,,,,,,,,,,,
170000,022711,,,,,,,,,,,,,,,,,,,
170000,022715,,,,,,,,,,,,,,,,,,,
170000,022381,,,,,,,,,,,,,,,,,,,
170000,022385,,,,,,,,,,,,,,,,,,,
170000,022551,,,,,,,,,,,,,,,,,,,
170000,022555,,,,,,,,,,,,,,,,,,,
170000,012455,,,,,,,,,,,,,,,,,,,
170000,012471,,,,,,,,,,,,,,,,,,,
170000,036855ST,,,,,,,,,,,,,,,,,,,
170000,038161,,,,,,,,,,,,,,,,,,,
170000,038165,,,,,,,,,,,,,,,,,,,
170000,046581,,,,,,,,,,,,,,,,,,,
170000,046585,,,,,,,,,,,,,,,,,,,
170000,059051,,,,,,,,,,,,,,,,,,,
170000,059055ST,,,,,,,,,,,,,,,,,,,
170000,059101,,,,,,,,,,,,,,,,,,,
170000,059101ST,,,,,,,,,,,,,,,,,,,
170000,059105ST,,,,,,,,,,,,,,,,,,,
170000,059211,,,,,,,,,,,,,,,,,,,
170000,059215,,,,,,,,,,,,,,,,,,,
170000,059205,,,,,,,,,,,,,,,,,,,
170000,059275,,,,,,,,,,,,,,,,,,,
170000,058991,,,,,,,,,,,,,,,,,,,
170000,059111,,,,,,,,,,,,,,,,,,,
170000,059115,,,,,,,,,,,,,,,,,,,
170000,059381,,,,,,,,,,,,,,,,,,,
170000,059385,,,,,,,,,,,,,,,,,,,
170000,09238UT,,,,,,,,,,,,,,,,,,,
170000,033721,,,,,,,,,,,,,,,,,,,
170000,081522S,,,,,,,,,,,,,,,,,,,
170000,002451,,,,,,,,,,,,,,,,,,,
170000,002585,,,,,,,,,,,,,,,,,,,
170000,002501,,,,,,,,,,,,,,,,,,,
170000,002505,,,,,,,,,,,,,,,,,,,
170000,066601,,,,,,,,,,,,,,,,,,,
170000,070901,,,,,,,,,,,,,,,,,,,
170000,022142,,,,,,,,,,,,,,,,,,,
170000,070051ST,,,,,,,,,,,,,,,,,,,
170000,070052ST,,,,,,,,,,,,,,,,,,,
170000,012731,,,,,,,,,,,,,,,,,,,
170000,076315,,,,,,,,,,,,,,,,,,,
170000,067511S,,,,,,,,,,,,,,,,,,,
170000,067521S,,,,,,,,,,,,,,,,,,,
170000,067531S,,,,,,,,,,,,,,,,,,,
170000,067541S,,,,,,,,,,,,,,,,,,,
170000,076331,,,,,,,,,,,,,,,,,,,
170000,076335,,,,,,,,,,,,,,,,,,,
170000,067551S,,,,,,,,,,,,,,,,,,,
170000,076851,,,,,,,,,,,,,,,,,,,
170000,076855,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
