Code,Item#,Item Description,Common,OR 2013,,,,,,
010192,1019,RHOD (H-2) SNEEZY,Sneezy Rhododendron,15.75 ,,,,,,
010195,1019,RHOD (H-2) SNEEZY,Sneezy Rhododendron,23.50 ,,,,,,
010251,1025,RHOD (H-2) TRILBY,Trilby Rhododendron,7.75 ,,,,,,
010252,1025,RHOD (H-2) TRILBY,Trilby Rhododendron,15.75 ,,,,,,
010255,1025,RHOD (H-2) TRILBY,Trilby Rhododendron,23.50 ,,,,,,
010405,1040,RHOD (H-2) VULCAN,VULCAN RHODODENDRON,23.50 ,,,,,,
009311,931,RHOD (H-3) (YAK) DREAMLAND,Dreamland Rhododendron,7.75 ,,,,,,
009312,931,RHOD (H-3) (YAK) DREAMLAND,Dreamland Rhododendron,15.75 ,,,,,,
009315,931,RHOD (H-3) (YAK) DREAMLAND,Dreamland Rhododendron,23.50 ,,,,,,
008801,880,RHOD (H-3) ANNA ROSE WHITNEY,Anna Rose Whitney Rhododendron,7.75 ,,,,,,
008805,880,RHOD (H-3) ANNA ROSE WHITNEY,Anna Rose Whitney Rhododendron,23.50 ,,,,,,
00880M,880,RHOD (H-3) ANNA ROSE WHITNEY,Anna Rose Whitney Rhododendron,44.50 ,,,,,,
009491,949,RHOD (H-3) HOTEI,Hotei Rhododendron,7.75 ,,,,,,
009491S,949,RHOD (H-3) HOTEI,Hotei Rhododendron,8.75 ,,,,,,
009492,949,RHOD (H-3) HOTEI,Hotei Rhododendron,15.75 ,,,,,,
009495,949,RHOD (H-3) HOTEI,Hotei Rhododendron,23.50 ,,,,,,
009501,950,RHOD (H-3) JEAN MARIE DE MNTGE,Jean Marie De Montague Rhododendron,7.75 ,,,,,,
009502,950,RHOD (H-3) JEAN MARIE DE MNTGE,Jean Marie De Montague Rhododendron,15.75 ,,,,,,
009505,950,RHOD (H-3) JEAN MARIE DE MNTGE,Jean Marie De Montague Rhododendron,23.50 ,,,,,,
019782,1978,RHOD (H-3) PRESIDENT ROOSEVELT,President Roosevelt Rhododendron,15.75 ,,,,,,
019785,1978,RHOD (H-3) PRESIDENT ROOSEVELT,President Roosevelt Rhododendron,23.50 ,,,,,,
026381,2638,RHOD (H-3) RAC ROCK ROSE,Rock Rose Rhododendron,7.75 ,,,,,,
026382,2638,RHOD (H-3) RAC ROCK ROSE,Rock Rose Rhododendron,15.75 ,,,,,,
026385,2638,RHOD (H-3) RAC ROCK ROSE,Rock Rose Rhododendron,23.50 ,,,,,,
010171,1017,RHOD (H-3) SEPTEMBER SONG,September Song Rhododendron,7.75 ,,,,,,
010172,1017,RHOD (H-3) SEPTEMBER SONG,September Song Rhododendron,15.75 ,,,,,,
010175,1017,RHOD (H-3) SEPTEMBER SONG,September Song Rhododendron,23.50 ,,,,,,
010295,1029,RHOD (H-3) TAURUS,Taurus Rhododendron,23.50 ,,,,,,
010351,1035,RHOD (H-3) VIRGINIA RICHARDS,Virginia Richards Rhododendron,7.75 ,,,,,,
010355,1035,RHOD (H-3) VIRGINIA RICHARDS,Virginia Richards Rhododendron,23.50 ,,,,,,
01035M,1035,RHOD (H-3) VIRGINIA RICHARDS,Virginia Richards Rhododendron,44.50 ,,,,,,
010502,1050,RHOD (H-3) YELLOW PETTICOATS,Yellow Petticoats Rhododendron,15.75 ,,,,,,
010505,1050,RHOD (H-3) YELLOW PETTICOATS,Yellow Petticoats Rhododendron,23.50 ,,,,,,
069891,6989,RHUS AROMATICA GRO-LOW,Gro-Low Fragrant Sumac,6.25 ,,,,,,
069892,6989,RHUS AROMATICA GRO-LOW,Gro-Low Fragrant Sumac,12.50 ,,,,,,
069895,6989,RHUS AROMATICA GRO-LOW,Gro-Low Fragrant Sumac,18.75 ,,,,,,
075245,7524,RHUS GLABRA LACINIATA,,24.75 ,,,,,,
071991,7199,RHUS OVATA,,,,,,,,
071995,7199,RHUS OVATA,,,,,,,,
030862,3086,RHUS TYPH TIGER EYES R P16185,Tiger Eyes ® Staghorn Sumac,14.50 ,,,,,,
030865,3086,RHUS TYPH TIGER EYES R P16185,Tiger Eyes ® Staghorn Sumac,24.75 ,,,,,,
03086M,3086,RHUS TYPH TIGER EYES R P16185,Tiger Eyes ® Staghorn Sumac,40.00 ,,,,,,
069905,6990,RHUS TYPHINA LACINIATA,Laceleaf Staghorn Sumac,24.75 ,,,,,,
06990M,6990,RHUS TYPHINA LACINIATA,Laceleaf Staghorn Sumac,47.50 ,,,,,,
058141,5814,RIBES HERTELLUM PIXWELL,Pixwell Gooseberry,,,,,,,
058141S,5814,RIBES HERTELLUM PIXWELL,Pixwell Gooseberry,,,,,,,
058142,5814,RIBES HERTELLUM PIXWELL,Pixwell Gooseberry,,,,,,,
068251,6825,RIBES RUBRUM RED LAKE,Red Lake Currant,,,,,,,
068251S,6825,RIBES RUBRUM RED LAKE,Red Lake Currant,,,,,,,
068252,6825,RIBES RUBRUM RED LAKE,Red Lake Currant,15.25 ,,,,,,
091111,9111,RIBES SANG KING EDWARD VII,King Edward VII Flowering Currant,9.00 ,,,,,,
091115,9111,RIBES SANG KING EDWARD VII,King Edward VII Flowering Currant,19.25 ,,,,,,
091135,9113,RIBES SANG WHITE ICICLE,White Icicle Flowering Currant,19.25 ,,,,,,
070195,7019,ROBINIA P TWISTY BABY TM P9771,Twisty Baby ™ Dwarf Black Locust,36.50 ,,,,,,
032232,3223,RODGERSIA X FIREWORKS PPAF,Fireworks Rodgersia,14.00 ,,,,,,
069332PT,6933,ROSA AUTUMN SUNBLAZE R P9652,Autumn Sunblaze ® Miniature Rose,,,,,,,
071652PT,7165,ROSA BRIDAL SUNBLAZE R P10002,Bridal Sunblaze ® Miniature Rose,,,,,,,
024582,2458,ROSA CARAMBA TM PP13396,Caramba ® Shrub Rose,14.00 ,,,,,,
024632,2463,ROSA CHATEAU MERLOT TM PP12190,Chateau Merlot ® Shrub Rose,14.00 ,,,,,,
069763,6976,ROSA CHICAGO PEACE,,,,,,,,
080283,8028,ROSA CINCO DE MAYO PPAF,Cinco de Mayo ™ Shrub Rose,,,,,,,
075383,7538,ROSA DAY BREAKER,,,,,,,,
075783,7578,ROSA DICK CLARK,,,,,,,,
075283,7528,ROSA EASY DOES IT,,,,,,,,
075323,7532,ROSA ELIZABETH TAYLOR,Elizabeth Taylor Hybrid Tea Rose,,,,,,,
036292,3629,ROSA FLWR CAR R AMBER PPAF,Flower Carpet ® Amber Groundcover,14.00 ,,,,,,
036292L,3629,ROSA FLWR CAR R AMBER PPAF,Flower Carpet ® Amber Groundcover,13.00 ,,,,,,
036295PT,3629,ROSA FLWR CAR R AMBER PPAF,Flower Carpet ® Amber Groundcover,,,,,,,
036299,3629,ROSA FLWR CAR R AMBER PPAF,Flower Carpet ® Amber Groundcover,50.00 ,,,,,,
069292,6929,ROSA FLWR CAR R APLBLSM P10239,Flower Carpet ® Appleblossom Groun,14.00 ,,,,,,
069292L,6929,ROSA FLWR CAR R APLBLSM P10239,Flower Carpet ® Appleblossom Groun,,,,,,,
078182,7818,ROSA FLWR CAR R CORAL PP14441,Flower Carpet ® Coral Groundcover,14.00 ,,,,,,
078182L,7818,ROSA FLWR CAR R CORAL PP14441,Flower Carpet ® Coral Groundcover,13.00 ,,,,,,
078185PT,7818,ROSA FLWR CAR R CORAL PP14441,Flower Carpet ® Coral Groundcover,35.00 ,,,,,,
069782,6978,ROSA FLWR CAR R PINK,Flower Carpet ® Pink Groundcover R,14.00 ,,,,,,
069782L,6978,ROSA FLWR CAR R PINK,Flower Carpet ® Pink Groundcover R,13.00 ,,,,,,
069785PT,6978,ROSA FLWR CAR R PINK,Flower Carpet ® Pink Groundcover R,35.00 ,,,,,,
079572,7957,ROSA FLWR CAR R PNK SPLSH PPAF,Flower Carpet ® Pink Splash Ground,14.00 ,,,,,,
036382,3638,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet ® Pink Supreme Groun,14.00 ,,,,,,
036382L,3638,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet ® Pink Supreme Groun,13.00 ,,,,,,
036385PT,3638,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet ® Pink Supreme Groun,35.00 ,,,,,,
036387PT,3638,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet ® Pink Supreme Groun,,,,,,,
071602,7160,ROSA FLWR CAR R RED P11308,Flower Carpet ® Red Groundcover Ro,14.00 ,,,,,,
071602L,7160,ROSA FLWR CAR R RED P11308,Flower Carpet ® Red Groundcover Ro,13.00 ,,,,,,
071605PT,7160,ROSA FLWR CAR R RED P11308,Flower Carpet ® Red Groundcover Ro,35.00 ,,,,,,
036312,3631,ROSA FLWR CAR R SCARLET P17373,Flower Carpet ® Scarlet Groundcove,14.00 ,,,,,,
036312L,3631,ROSA FLWR CAR R SCARLET P17373,Flower Carpet ® Scarlet Groundcove,13.00 ,,,,,,
036315PT,3631,ROSA FLWR CAR R SCARLET P17373,Flower Carpet ® Scarlet Groundcove,35.00 ,,,,,,
070212,7021,ROSA FLWR CAR R WHITE P9573,Flower Carpet ® White Groundcover,14.00 ,,,,,,
070212L,7021,ROSA FLWR CAR R WHITE P9573,Flower Carpet ® White Groundcover,13.00 ,,,,,,
070215PT,7021,ROSA FLWR CAR R WHITE P9573,Flower Carpet ® White Groundcover,35.00 ,,,,,,
018242,1824,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet ® Yellow Rose,14.00 ,,,,,,
018242L,1824,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet ® Yellow Rose,13.00 ,,,,,,
018245PT,1824,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet ® Yellow Rose,35.00 ,,,,,,
079923,7992,ROSA FRAGRANT CLOUD,Fragrant Cloud Hybrid Tea Rose,,,,,,,
069382PT,6938,ROSA GOLDEN SUNBLAZE R P8493,Golden Sunblaze ® Miniature Rose,,,,,,,
077481S,7748,ROSA HOME RUN R PINK PPAF,Home Run ® Pink Rose,,,,,,,
077482S,7748,ROSA HOME RUN R PINK PPAF,Home Run ® Pink Rose,14.25 ,,,,,,
077482SPT,7748,ROSA HOME RUN R PINK PPAF,Home Run ® Pink Rose,,,,,,,
077491S,7749,ROSA HOME RUN R RED PP18552,Home Run ® Red Rose,,,,,,,
077492S,7749,ROSA HOME RUN R RED PP18552,Home Run ® Red Rose,14.25 ,,,,,,
077495PT,7749,ROSA HOME RUN R RED PP18552,Home Run ® Red Rose,,,,,,,
069593,6959,ROSA ICEBERG,Iceberg Shrub Rose,,,,,,,
075293,7529,ROSA JULIA CHILD TM PP18473,Julia Child ™ Rose,,,,,,,
042821,4282,ROSA KNCK OUT R DBL PNK P18507,Pink Double Knock Out ® Rose,,,,,,,
042822,4282,ROSA KNCK OUT R DBL PNK P18507,Pink Double Knock Out ® Rose,13.50 ,,,,,,
042822S,4282,ROSA KNCK OUT R DBL PNK P18507,Pink Double Knock Out ® Rose,13.50 ,,,,,,
042825,4282,ROSA KNCK OUT R DBL PNK P18507,Pink Double Knock Out ® Rose,17.50 ,,,,,,
042825PT,4282,ROSA KNCK OUT R DBL PNK P18507,Pink Double Knock Out ® Rose,,,,,,,
023782,2378,ROSA KNOCK OUT R BLSHNG P14700,Blushing Knock Out ® Rose,13.50 ,,,,,,
023785,2378,ROSA KNOCK OUT R BLSHNG P14700,Blushing Knock Out ® Rose,,,,,,,
030901,3090,ROSA KNOCK OUT R DBL RD P16202,Double Knock Out ® Rose,,,,,,,
030902,3090,ROSA KNOCK OUT R DBL RD P16202,Double Knock Out ® Rose,13.50 ,,,,,,
030902S,3090,ROSA KNOCK OUT R DBL RD P16202,Double Knock Out ® Rose,13.50 ,,,,,,
030905,3090,ROSA KNOCK OUT R DBL RD P16202,Double Knock Out ® Rose,17.50 ,,,,,,
030905PT,3090,ROSA KNOCK OUT R DBL RD P16202,Double Knock Out ® Rose,35.00 ,,,,,,
011621,1162,ROSA KNOCK OUT R P11836 (RED),Knock Out ® Shrub Rose,,,,,,,
011622,1162,ROSA KNOCK OUT R P11836 (RED),Knock Out ® Shrub Rose,13.50 ,,,,,,
011622S,1162,ROSA KNOCK OUT R P11836 (RED),Knock Out ® Shrub Rose,13.50 ,,,,,,
011625,1162,ROSA KNOCK OUT R P11836 (RED),Knock Out ® Shrub Rose,17.50 ,,,,,,
011625PT,1162,ROSA KNOCK OUT R P11836 (RED),Knock Out ® Shrub Rose,35.00 ,,,,,,
011627,1162,ROSA KNOCK OUT R P11836 (RED),Knock Out ® Shrub Rose,,,,,,,
022151,2215,ROSA KNOCK OUT R P15070 (PINK),Pink Knock Out ® Rose,,,,,,,
022152,2215,ROSA KNOCK OUT R P15070 (PINK),Pink Knock Out ® Rose,13.50 ,,,,,,
022152S,2215,ROSA KNOCK OUT R P15070 (PINK),Pink Knock Out ® Rose,13.50 ,,,,,,
022155,2215,ROSA KNOCK OUT R P15070 (PINK),Pink Knock Out ® Rose,17.50 ,,,,,,
022155PT,2215,ROSA KNOCK OUT R P15070 (PINK),Pink Knock Out ® Rose,35.00 ,,,,,,
022157,2215,ROSA KNOCK OUT R P15070 (PINK),Pink Knock Out ® Rose,,,,,,,
034782,3478,ROSA KNOCK OUT R RAINBW P17346,Rainbow Knock Out ® Rose,13.50 ,,,,,,
034785,3478,ROSA KNOCK OUT R RAINBW P17346,Rainbow Knock Out ® Rose,,,,,,,
034785PT,3478,ROSA KNOCK OUT R RAINBW P17346,Rainbow Knock Out ® Rose,,,,,,,
037862,3786,ROSA KNOCK OUT R SUNNY P18562,Sunny Knock Out ® Rose,13.50 ,,,,,,
037865,3786,ROSA KNOCK OUT R SUNNY P18562,Sunny Knock Out ® Rose,17.50 ,,,,,,
037865PT,3786,ROSA KNOCK OUT R SUNNY P18562,Sunny Knock Out ® Rose,,,,,,,
027842,2784,ROSA LADY ELSIE MAY TM PP15763,Lady Elsie May ™ Rose,,,,,,,
028762PT,2876,ROSA LAVENDER SUNBLAZ R P11025,Lavender Sunblaze ® Miniature Rose,,,,,,,
080293,8029,ROSA MEMORIAL DAY,Memorial Day ™ Hybrid Tea Rose,,,,,,,
069513,6951,ROSA MISTER LINCOLN,Mr. Lincoln Hybrid Tea Rose,,,,,,,
075393,7539,ROSA MOONDANCE,,,,,,,,
079323,7932,ROSA MORDEN FIREGLOW,Morden Fireglow Rose,,,,,,,
070172,7017,ROSA NEARLY WILD,Nearly Wild Rose (Floribunda),11.50 ,,,,,,
044333,4433,ROSA NEW DAWN,New Dawn Climbing Rose,,,,,,,
074961S,7496,ROSA OSO EASY R CHERRYPIE PPAF,Oso Easy ® Cherry Pie Rose,8.75 ,,,,,,
074962S,7496,ROSA OSO EASY R CHERRYPIE PPAF,Oso Easy ® Cherry Pie Rose,14.25 ,,,,,,
075001S,7500,ROSA OSO EASY R HONEY BUN PPAF,Oso Easy ® Honey Bun Rose,,,,,,,
075002S,7500,ROSA OSO EASY R HONEY BUN PPAF,Oso Easy ® Honey Bun Rose,,,,,,,
080721S,8072,ROSA OSO EASY R MNGO SALSA PAF,Oso Easy ® Mango Salsa Rose,8.75 ,,,,,,
080722S,8072,ROSA OSO EASY R MNGO SALSA PAF,Oso Easy ® Mango Salsa Rose,14.25 ,,,,,,
074981S,7498,ROSA OSO EASY R PAPRIKA PPAF,Oso Easy ® Paprika Rose,8.75 ,,,,,,
074982S,7498,ROSA OSO EASY R PAPRIKA PPAF,Oso Easy ® Paprika Rose,14.25 ,,,,,,
074991S,7499,ROSA OSO EASY R PCHY CR P15982,Oso Easy ® Peachy Cream Rose,,,,,,,
074992S,7499,ROSA OSO EASY R PCHY CR P15982,Oso Easy ® Peachy Cream Rose,,,,,,,
080731S,8073,ROSA OSO EASY R STBY CR P20601,Oso Easy ® Strawberry Crush Rose,8.75 ,,,,,,
080732S,8073,ROSA OSO EASY R STBY CR P20601,Oso Easy ® Strawberry Crush Rose,14.25 ,,,,,,
074971S,7497,ROSA OSO HPY TM CNDY OH!P20471,Oso Happy ™ Candy Oh! Landscape Ro,8.75 ,,,,,,
074972S,7497,ROSA OSO HPY TM CNDY OH!P20471,Oso Happy ™ Candy Oh! Landscape Ro,14.25 ,,,,,,
069543,6954,ROSA PEACE,Peace Hybrid Tea Rose,,,,,,,
022635,2263,ROSA PINK DRIFT (R) PP18874,,,,,,,,
075333,7533,ROSA PINK PROMISE,,,,,,,,
075343,7534,ROSA QUEEN ELIZABETH,,,,,,,,
037822PT,3782,ROSA RAINBOW SUNBLAZE R P17481,Rainbow Sunblaze ® Miniature Rose,,,,,,,
036025,3602,ROSA RASPBERRY RUGOSTAR R PPAF,,,,,,,,
022645,2264,ROSA RED DRIFT (R) PP 17877,,,,,,,,
071322PT,7132,ROSA RED SUNBLAZE R P7021,Red Sunblaze ® Miniature Rose,,,,,,,
079892PT,7989,ROSA SALMON SUNBLAZE R P10015,Salmon Sunblaze ® Miniature Rose,,,,,,,
075353,7535,ROSA ST. PATRICK,,,,,,,,
089112,8911,ROSA SUNROSA TM RED,Sunrosa ™ Red Shrub Rose,,,,,,,
089102,8910,ROSA SUNROSA TM SOFT PINK,Sunrosa ™ Soft Pink Shrub Rose,,,,,,,
089122,8912,ROSA SUNROSA TM YELLOW,Sunrosa ™ Yellow Shrub Rose,,,,,,,
081502,8150,ROSA SWEET SPOT TM PEACH PPAF,Sweet Spot ™ Peach Rose,14.00 ,,,,,,
081492,8149,ROSA SWEET SPOT TM RUBY PPAF,Sweet Spot ™ Ruby Rose,,,,,,,
081392,8139,ROSA SWEET SPOT TM YELLOW PPAF,Sweet Spot ™ Yellow Rose,,,,,,,
081302,8130,ROSA SWT SPOT TM CALYPSO PPAF,Sweet Spot ™ Calypso Rose,,,,,,,
079363,7936,ROSA TOPAZ JEWEL P6793,TOPAZ JEWEL JAPANESE ROSE,,,,,,,
068953,6895,ROSA TROPICANA,,,,,,,,
082053PT,8205,ROSA VAVOOM TM PPAF,,,,,,,,
071943,7194,ROSA WILDBERRY BREEZE PPAF,Wildberry Breeze Shrub Rose,,,,,,,
084955ST,8495,ROSA-CL-ALL ABLAZE TM PP13107,All Ablaze ™ Climbing Rose,,,,,,,
070151,7015,ROSA-CL-BANKSIAE ALBA PLENA,White Lady Banks Rose,,,,,,,
070155,7015,ROSA-CL-BANKSIAE ALBA PLENA,White Lady Banks Rose,,,,,,,
070201,7020,ROSA-CL-BANKSIAE LUTEA,Yellow Lady Banks Rose,,,,,,,
070205,7020,ROSA-CL-BANKSIAE LUTEA,Yellow Lady Banks Rose,,,,,,,
060915ST,6091,ROSA-CL-BLAZE OF GLORY,Blaze of Glory Climbing Rose,,,,,,,
082275ST,8227,ROSA-CL-CANDY LAND PPAF,Candy Land Climbing Rose,,,,,,,
090791SST,9079,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose,7.50 ,,,,,,
090791ST,9079,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose,6.50 ,,,,,,
090795ST,9079,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose,20.50 ,,,,,,
037125ST,3712,ROSA-CL-CRIMSON SKY TM PP18564,Crimson Sky ™ Climbing Rose,,,,,,,
051105ST,5110,ROSA-CL-EDEN CLIMBER R,Eden Climber ® Rose,,,,,,,
051095ST,5109,ROSA-CL-GARDEN SUN TM PPAF,Garden Sun ™ Climbing Rose,,,,,,,
075423,7542,ROSA-CL-JACOB'S ROBE,,,,,,,,
069445ST,6944,ROSA-CL-JOSEPH'S COAT,Joseph's Coat Climbing Rose,,,,,,,
082025ST,8202,ROSA-CL-PINATA,Pinata Climbing Rose,,,,,,,
060895ST,6089,ROSA-CL-SCENT FROM ABOVE,Scent from Above ™ Climbing Rose,,,,,,,
075413,7541,ROSA-CL-SKY'S THE LIMIT TM PAF,Sky's The Limit ™ Climbing Rose,,,,,,,
075415ST,7541,ROSA-CL-SKY'S THE LIMIT TM PAF,Sky's The Limit ™ Climbing Rose,,,,,,,
058912,5891,ROSA-CL-WILLIAM BAFFIN,William Baffin Climbing Rose,15.25 ,,,,,,
058915ST,5891,ROSA-CL-WILLIAM BAFFIN,William Baffin Climbing Rose,25.00 ,,,,,,
06269UT,6269,ROSMARINUS BLUE SPIRES,Blue Spires Rosemary,,,,,,,
062691,6269,ROSMARINUS BLUE SPIRES,Blue Spires Rosemary,,,,,,,
070321,7032,ROSMARINUS HUNTINGTON CARPET,Huntington Carpet Rosemary,,,,,,,
070325,7032,ROSMARINUS HUNTINGTON CARPET,Huntington Carpet Rosemary,,,,,,,
020491,2049,ROSMARINUS OFF ARP,Arp Rosemary,6.50 ,,,,,,
020492,2049,ROSMARINUS OFF ARP,Arp Rosemary,14.00 ,,,,,,
02130UT,2130,ROSMARINUS OFF BBQ,Barbeque Rosemary,,,,,,,
021301,2130,ROSMARINUS OFF BBQ,Barbeque Rosemary,6.50 ,,,,,,
021305,2130,ROSMARINUS OFF BBQ,Barbeque Rosemary,,,,,,,
084941,8494,ROSMARINUS OFF SPICE ISLANDS,Spice Islands Rosemary,6.50 ,,,,,,
08494E,8494,ROSMARINUS OFF SPICE ISLANDS,Spice Islands Rosemary,13.00 ,,,,,,
07028UT,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
070281,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,6.50 ,,,,,,
070282,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,14.00 ,,,,,,
070282PY,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
070285,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
070285PY,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
07028E,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
07028EGL,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
07028EPT,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
07028EPY,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
07028EST,7028,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary,,,,,,,
04136UT,4136,ROSMARINUS ROMAN BTY PP18192,Roman Beauty Rosemary,,,,,,,
041361,4136,ROSMARINUS ROMAN BTY PP18192,Roman Beauty Rosemary,6.50 ,,,,,,
041361S,4136,ROSMARINUS ROMAN BTY PP18192,Roman Beauty Rosemary,,,,,,,
041361SPY,4136,ROSMARINUS ROMAN BTY PP18192,Roman Beauty Rosemary,,,,,,,
041362,4136,ROSMARINUS ROMAN BTY PP18192,Roman Beauty Rosemary,14.00 ,,,,,,
079201,7920,ROSULARIA CHRYSANTHA,Turkish Hens and Chicks,,,,,,,
070331,7033,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry,,,,,,,
070331S,7033,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry,9.75 ,,,,,,
070332,7033,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry,,,,,,,
070335,7033,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry,,,,,,,
02596UT,2596,RUBUS CALYCINOIDES,Creeping Bramble,3.00 ,,,,,,
025961,2596,RUBUS CALYCINOIDES,Creeping Bramble,4.80 ,,,,,,
070341,7034,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry,,,,,,,
070341S,7034,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry,9.75 ,,,,,,
070342,7034,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry,,,,,,,
070345,7034,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry,,,,,,,
070041,7004,RUBUS HERITAGE RASPBERRY,Rubus Heritage Raspberry,,,,,,,
070042,7004,RUBUS HERITAGE RASPBERRY,Rubus Heritage Raspberry,,,,,,,
067841,6784,RUBUS IDEAUS FALL GOLD RASPBRY,Fall Gold Raspberry,,,,,,,
067841S,6784,RUBUS IDEAUS FALL GOLD RASPBRY,Fall Gold Raspberry,9.75 ,,,,,,
067842,6784,RUBUS IDEAUS FALL GOLD RASPBRY,Fall Gold Raspberry,,,,,,,
067845,6784,RUBUS IDEAUS FALL GOLD RASPBRY,Fall Gold Raspberry,,,,,,,
070061,7006,RUBUS INDIAN SUMMER RASPBERRY,Indian Summer Raspberry,,,,,,,
070061S,7006,RUBUS INDIAN SUMMER RASPBERRY,Indian Summer Raspberry,9.75 ,,,,,,
094211,9421,RUBUS KIWI GOLD RASPBERRY,,,,,,,,
075231,7523,RUBUS MARION BLACKBERRY,,,,,,,,
075232,7523,RUBUS MARION BLACKBERRY,,,,,,,,
075235,7523,RUBUS MARION BLACKBERRY,,,,,,,,
067871,6787,RUBUS PRIME-JIM R BKBRY P16989,Prime-Jim ® Blackberry,8.75 ,,,,,,
067871S,6787,RUBUS PRIME-JIM R BKBRY P16989,Prime-Jim ® Blackberry,9.75 ,,,,,,
067872,6787,RUBUS PRIME-JIM R BKBRY P16989,Prime-Jim ® Blackberry,,,,,,,
067875,6787,RUBUS PRIME-JIM R BKBRY P16989,Prime-Jim ® Blackberry,,,,,,,
079382,7938,RUBUS RSPBRY SHRTCKE TM P22141,Raspberry Shortcake ™ Dwarf Thornl,15.25 ,,,,,,
069911,6991,RUBUS THORNLESS BOYSENBERRY,Thornless Boysenberry,,,,,,,
074151,7415,RUBUS TRIPLE CROWN BLACKBERRY,Triple Crown Blackberry,,,,,,,
074151S,7415,RUBUS TRIPLE CROWN BLACKBERRY,Triple Crown Blackberry,9.75 ,,,,,,
070081,7008,RUBUS WILLAMETTE RASPBERRY,Willamette Raspberry,,,,,,,
070082,7008,RUBUS WILLAMETTE RASPBERRY,Willamette Raspberry,,,,,,,
071111,7111,RUDBECKIA ERLY BRD GLD PP20286,Early Bird Gold Gloriosa Daisy,5.30 ,,,,,,
07101UT,7101,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan,,,,,,,
071011,7101,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan,4.80 ,,,,,,
055421,5542,RUDBECKIA HIR CHERRY BRANDY,Cherry Brandy Gloriosa Daisy,,,,,,,
070571,7057,RUDBECKIA HIR CHIM CHIMINEE,Chim Chiminee Black-Eyed Susan,,,,,,,
011691,1169,RUDBECKIA HIR INDIAN SUMMER,Indian Summer Black-Eyed Susan,,,,,,,
057471,5747,RUDBECKIA HIR TIGER EYE,TigerEye Gloriosa Daisy,4.80 ,,,,,,
028081,2808,RUDBECKIA TRILOBA,Black-Eyed Susan,,,,,,,
044192,4419,RUELLIA BRITTONIANA,Mexican Petunia,,,,,,,
058791,5879,RUELLIA ELEGANS RAGIN CAJUN TM,Ragin' Cajun ™ Hardy Petunia,,,,,,,
07027UT,7027,RUELLIA KATIE,Dwarf Katie Ruellia,,,,,,,
070271,7027,RUELLIA KATIE,Dwarf Katie Ruellia,,,,,,,
088861,8886,RUELLIA KATIE PINK,Katie Pink Dwarf Ruellia,,,,,,,
05868UT,5868,RUELLIA TWEEDIANA CHI CHI,Chi Chi Hardy Pink Petunia,,,,,,,
058681,5868,RUELLIA TWEEDIANA CHI CHI,Chi Chi Hardy Pink Petunia,,,,,,,
025621,2562,RUMEX SANGUINEUS,Bloody Sorrel / Red Dock,,,,,,,
069691,6969,RUSSELIA EQUISETIFORMIS,Firecracker Plant,,,,,,,
069691S,6969,RUSSELIA EQUISETIFORMIS,Firecracker Plant,,,,,,,
02913UT,2913,SAGINA SUBULATA,Irish Moss,,,,,,,
06239UT,6239,SAGINA SUBULATA AUREA,Scotch Moss,,,,,,,
070607,7060,SALIX BABYLONICA,Weeping Willow,,,,,,,
