Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
OR,    ,012013,#3,BER T CHERRY BOMB R CPBR 3488,Cherry Bomb®  Japanese Barberry,DCS,04,     ,,BREAKING DORMANCY,12''H - 15''S, 55 ,     ,          , 19.00 , 15.20 , 1.84 , 17.04 ,     ,,014949120132
OR,    ,002241,#1,BER T CONCORDE,Concorde Japanese Barberry                                  ,DCS,04,     ,,BREAKING DORMANCY,"6""H - 6""S", 10 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949198063
OR,    ,012051,#1,BER T CRIMSON PYGMY,Crimson Pygmy Dwarf Japanese Barberry                       ,DCS,04,     ,,BREAKING DORMANCY,8''H - 8''S," 1,516 ",     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949120514
CA,    ,012051,#1,BER T CRIMSON PYGMY,Crimson Pygmy Dwarf Japanese Barberry                       ,DCS,04,     ,,BREAKING DORMANCY,"9""H - 8""S *", 31 ,,, 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949120514
CA,    ,012052,#2,BER T CRIMSON PYGMY,Crimson Pygmy Dwarf Japanese Barberry                       ,DCS,04,     ,,-,"10""H - 12""S",     , 71 ,04/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949120521
OR,    ,012053,#3,BER T CRIMSON PYGMY,Crimson Pygmy Dwarf Japanese Barberry                       ,DCS,04,     ,,BREAKING DORMANCY,12''H - 15''S, 248 ,     ,          , 18.00 , 14.40 , 1.84 , 16.24 ,     ,,014949120538
OR,    ,035232,#2,BER T GOLDEN RUBY R PP16203,Golden Ruby®  Barberry,DCS,04, 25 ,25,BREAKING DORMANCY,8''H - 12''S, 453 ,     ,          , 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949214626
OR,2010,035271,#1,BER T GREEN HORNET TM,Green Hornet™  Barberry,DCS,04,     ,,DORMANT,"10""H - 10""S"," 1,168 ",     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949206133
OR,2010,035272,#2,BER T GREEN HORNET TM,Green Hornet™  Barberry,DCS,04,     ,,DORMANT,12''H - 14''S, 720 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949240441
OR,    ,012102,#2,BER T HELMOND PILLAR,Helmond Pillar Barberry                                     ,DCS,04,     ,,BREAKING DORMANCY,18''H - 10''S, 70 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949121023
CA,    ,020701,#1,BER T LIME GLOW,Lime Glow Japanese Barberry                                 ,DCS,04,     ,,-,"8""H - 8""S", 337 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949039601
CA,    ,020702,#2,BER T LIME GLOW,Lime Glow Japanese Barberry                                 ,DCS,04,     ,,-,"9""H - 10""S", 202 ,     ,          , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949055137
OR,2012,062931,#1,BER T ORANGE ROCKET PP18411,Orange Rocket Barberry                                      ,DCS,04,     ,,BREAKING DORMANCY,"12""H - 6""S", 61 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949348093
OR,2012,062935,#5,BER T ORANGE ROCKET PP18411,Orange Rocket Barberry                                      ,DCS,04,     ,,BREAKING DORMANCY,21''H - 10''S, 196 ,     ,          , 23.50 , 18.80 , 2.30 , 21.10 ,     ,,014949324127
OR,2010,035241,#1,BER T PYGMY RUBY TM,Pygmy Ruby™  Barberry,DCS,04,     ,,BREAKING DORMANCY,10''H - 10''S," 2,654 ",     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949214602
OR,2010,035242,#2,BER T PYGMY RUBY TM,Pygmy Ruby™  Barberry,DCS,04,     ,,BREAKING DORMANCY,"10""H - 12""S", 355 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949214619
OR,    ,012201,#1,BER T ROSE GLOW,Rose Glow Japanese Barberry                                 ,DCS,04,     ,,BREAKING DORMANCY,10''H - 8''S," 18,243 ",     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949122013
CA,    ,012201,#1,BER T ROSE GLOW,Rose Glow Japanese Barberry                                 ,DCS,04,     ,,BREAKING DORMANCY,"9""H - 8""S *"," 2,522 ",     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949122013
OR,    ,012202,#2,BER T ROSE GLOW,Rose Glow Japanese Barberry                                 ,DCS,04,     ,,BREAKING DORMANCY,15''H - 14''S," 4,125 "," 2,284 ",04/01/14  , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949122020
CA,    ,012202,#2,BER T ROSE GLOW,Rose Glow Japanese Barberry                                 ,DCS,04,     ,,BREAKING DORMANCY,"10""H - 10""S", 545 , 161 ,04/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949122020
OR,    ,012203,#3,BER T ROSE GLOW,Rose Glow Japanese Barberry                                 ,DCS,04,     ,,BREAKING DORMANCY,15''H - 16''S, 176 ,     ,          , 18.00 , 14.40 , 1.84 , 16.24 ,     ,,014949122037
OR,    ,012205,#5,BER T ROSE GLOW,Rose Glow Japanese Barberry                                 ,DCS,04,     ,,DORMANT,15''H - 15''S,     , 793 ,05/01/14  , 18.75 , 15.00 , 2.30 , 17.30 ,     ,,014949122051
OR,    ,012211,#1,BER T ROYAL BURGUNDY R P9461,Royal Burgundy®  Barberry,DCS,04,     ,,BREAKING DORMANCY,8''H - 10''S," 3,392 ",     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949122112
OR,    ,012212,#2,BER T ROYAL BURGUNDY R P9461,Royal Burgundy®  Barberry,DCS,04,     ,,BREAKING DORMANCY,"10""H - 12""S", 593 ,,, 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949122129
OR,    ,012213,#3,BER T ROYAL BURGUNDY R P9461,Royal Burgundy®  Barberry,DCS,04,     ,,BREAKING DORMANCY,10''H - 14''S, 143 ,     ,          , 19.00 , 15.20 , 1.84 , 17.04 ,     ,,014949122136
OR,    ,029662,#2,BER T ROYAL CLOAK,Royal Cloak Japanese Barberry                               ,DCS,04,     ,,-,"14""H - 12""S", 346 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949070901
OR,    ,029665,#5,BER T ROYAL CLOAK,Royal Cloak Japanese Barberry                               ,DCS,04,     ,,-,"24""H - 18""S", 222 ,     ,          , 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949066539
OR,    ,01231MMU,#10 Squat CLUMP,BETULA JACQUEMONTII,Whitebarked Himalayan Birch                                 ,TRE,04,     ,,BREAKING DORMANCY,"72""H-30""S", 9 ,     ,          , 79.00 , 63.20 , 8.28 , 71.48 ,     ,,014949050767
OR,    ,024715,#5,BETULA N SUMR CASCADE PP15150,Summer Cascade River Birch                                  ,TRE,04,     ,,BREAKING DORMANCY,"50""H", 46 ,     ,          , 33.00 , 26.40 , 2.30 , 28.70 ,     ,,014949049464
OR,    ,02471M,#10 Squat,BETULA N SUMR CASCADE PP15150,Summer Cascade River Birch                                  ,TRE,04,     ,,BREAKING DORMANCY,"60""H",     , 17 ,05/15/14  , 74.00 , 59.20 , 8.28 , 67.48 ,     ,,014949213513
OR,    ,012361,#1,BETULA PENDULA PURPLE RAIN R,Purple Rain®  European White Birch,TRE,02,     ,,BREAKING DORMANCY,"40""H", 202 ,     ,          , 9.00 , 7.20 , 0.46 , 7.66 ,     ,,014949123614
OR,    ,012365,#5,BETULA PENDULA PURPLE RAIN R,Purple Rain®  European White Birch,TRE,02,     ,,BREAKING DORMANCY,"75""H", 78 ,     ,          , 35.00 , 28.00 , 2.30 , 30.30 ,     ,,014949123652
OR,    ,012415ST,#5 STAKED,BETULA PENDULA YOUNGII,Young's Weeping Birch                                       ,TRE,02,     ,,BREAKING DORMANCY,"50""H - 18""S", 101 ,     ,          , 38.00 , 30.40 , 2.30 , 32.70 ,     ,,014949125052
CA,2011,074411S,SuperOne TM,BUD LO&BEHLD R BLU CHP PP19991,Blue Chip Dwarf Summer Lilac                                ,DCS,05,     ,,-,"8""H - 9""S", 300 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949335680
CA,2011,074412S,SuperTwo,BUD LO&BEHLD R BLU CHP PP19991,Blue Chip Dwarf Summer Lilac                                ,DCS,05,     ,,-,"6""H - 8""S", 229 ,     ,          , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949335697
CA,2011,074415,#5,BUD LO&BEHLD R BLU CHP PP19991,Blue Chip Dwarf Summer Lilac                                ,DCS,05,     ,,-,"15""H - 15""S", 200 ,     ,          , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949350195
CA,2012,080811S,SuperOne TM,BUD LO&BEHLD R ICE CHIP PPAF,Ice Chip Summer Lilac                                       ,DCS,05,     ,,-,"6""H - 6""S", 180 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949360989
CA,2012,080812S,SuperTwo,BUD LO&BEHLD R ICE CHIP PPAF,Ice Chip Summer Lilac                                       ,DCS,05,     ,,-,"6''H - 8""S", 161 ,     ,          , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949360996
CA,2012,080791S,SuperOne TM,BUD LO&BEHLD R LILAC CHIP PPAF,Lo & Behold®  Lilac Chip Summer Lilac,DCS,05,     ,,-,"4''H - 5""S", 73 ,,, 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949345870
CA,2012,080792S,SuperTwo,BUD LO&BEHLD R LILAC CHIP PPAF,Lo & Behold®  Lilac Chip Summer Lilac,DCS,05,     ,,-,"6''H - 8""S", 89 ,,, 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949360972
CA,2011,077411S,SuperOne TM,BUD LO&BEHLD R PRPL HAZE PPAF,Lo & Behold®  Purple Haze Summer Lilac,DCS,05,     ,,-,"5""H - 7""S *", 193 ,,, 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949355787
CA,2011,077412S,SuperTwo,BUD LO&BEHLD R PRPL HAZE PPAF,Lo & Behold®  Purple Haze Summer Lilac,DCS,05,     ,,-,"7""H - 8""S", 197 ,,, 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949361030
CA,    ,034661S,SuperOne TM,BUDDLEJA DAV ADONIS BLUE TM,English Butterfly™  Adonis Blue™  Butterfly Bush,DCS,05,     ,,-,"8""H - 8""S", 691 ,     ,          , 9.00 , 7.20 , 0.82 , 8.02 ,     ,,014949350140
CA,    ,034662S,SuperTwo,BUDDLEJA DAV ADONIS BLUE TM,English Butterfly™  Adonis Blue™  Butterfly Bush,DCS,05,     ,,-,"7""H - 8""S", 195 ,     ,          , 15.00 , 12.00 , 1.65 , 13.65 ,     ,,014949335390
CA,    ,034665,#5,BUDDLEJA DAV ADONIS BLUE TM,English Butterfly™  Adonis Blue™  Butterfly Bush,DCS,05,     ,,-,"15""H - 15""S", 406 ,     ,          , 19.75 , 15.80 , 2.47 , 18.27 ,     ,,014949350164
CA,    ,013781,#1,BUDDLEJA DAV BLACK KNIGHT,Black Knight Butterfly Bush                                 ,DCS,05,     ,,-,"8""H - 8""S", 98 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949137819
CA,    ,013782,#2,BUDDLEJA DAV BLACK KNIGHT,Black Knight Butterfly Bush                                 ,DCS,05,     ,,-,"10""H - 10""S", 201 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949137826
CA,    ,013785,#5,BUDDLEJA DAV BLACK KNIGHT,Black Knight Butterfly Bush                                 ,DCS,05, 75 ,75,-,"15""H - 15""S"," 1,300 ",     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949137857
CA,    ,034671S,SuperOne TM,BUDDLEJA DAV PEACOCK TM,English Butterfly™  Peacock™  Butterfly Bush,DCS,05,     ,,-,"8""H - 8""S", 20 ,     ,          , 9.00 , 7.20 , 0.82 , 8.02 ,     ,,014949350102
CA,    ,034675,#5,BUDDLEJA DAV PEACOCK TM,English Butterfly™  Peacock™  Butterfly Bush,DCS,05,     ,,-,"15""H - 15""S", 39 ,     ,          , 19.75 , 15.80 , 2.47 , 18.27 ,     ,,014949350119
CA,    ,013771,#1,BUDDLEJA DAV PETITE INDIGO R,Petite Indigo®  Dwarf Butterfly Bush,DCS,05,     ,,-,"8""H - 8""S", 909 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949137710
CA,    ,013772,#2,BUDDLEJA DAV PETITE INDIGO R,Petite Indigo®  Dwarf Butterfly Bush,DCS,05,     ,,-,"8""H - 10""S", 106 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949137727
CA,    ,013775,#5,BUDDLEJA DAV PETITE INDIGO R,Petite Indigo®  Dwarf Butterfly Bush,DCS,05,     ,,-,"15""H - 15""S", 507 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949137758
CA,    ,013761,#1,BUDDLEJA DAV PETITE PLUM R,Petite Plum®  Dwarf Butterfly Bush,DCS,05,     ,,-,"8""H - 8""S", 448 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949137611
CA,    ,013762,#2,BUDDLEJA DAV PETITE PLUM R,Petite Plum®  Dwarf Butterfly Bush,DCS,05,     ,,-,"10""H - 10""S", 362 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949137628
CA,    ,013765,#5,BUDDLEJA DAV PETITE PLUM R,Petite Plum®  Dwarf Butterfly Bush,DCS,05,     ,,-,"15""H - 15""S", 136 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949137659
CA,    ,013571,#1,BUDDLEJA DAV PETITE SNOW TM,Petite Snow™  Butterfly Bush,DCS,05,     ,,-,"8""H - 8""S", 812 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949135716
CA,    ,013572,#2,BUDDLEJA DAV PETITE SNOW TM,Petite Snow™  Butterfly Bush,DCS,05,     ,,-,"10""H - 10""S", 386 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949135723
CA,    ,013575,#5,BUDDLEJA DAV PETITE SNOW TM,Petite Snow™  Butterfly Bush,DCS,05,     ,,-,"15""H - 15""S", 96 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949135754
CA,    ,013791,#1,BUDDLEJA DAV PINK DELIGHT,Pink Delight Butterfly Bush                                 ,DCS,05,     ,,-,"8""H - 8""S"," 1,327 ",     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949137918
CA,    ,013792,#2,BUDDLEJA DAV PINK DELIGHT,Pink Delight Butterfly Bush                                 ,DCS,05,     ,,-,"8""H - 10""S", 775 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949137925
CA,    ,013795,#5,BUDDLEJA DAV PINK DELIGHT,Pink Delight Butterfly Bush                                 ,DCS,05, 75 ,75,-,"12""H - 13""S", 617 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949137956
CA,    ,013795PT,#5 PATIO TREE,BUDDLEJA DAV PINK DELIGHT,Pink Delight Butterfly Bush                                 ,DCS,05,     ,,-,"10""S", 61 ,,, 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949137451
CA,    ,034681S,SuperOne TM,BUDDLEJA DAV PURPLE EMPEROR TM,English Butterfly™  Purple Emperor™  Butterfly B,DCS,05,     ,,-,"10""H - 10""S", 66 ,     ,          , 9.00 , 7.20 , 0.82 , 8.02 ,     ,,014949350126
CA,    ,034685,#5,BUDDLEJA DAV PURPLE EMPEROR TM,English Butterfly™  Purple Emperor™  Butterfly B,DCS,05,     ,,-,"15""H - 15""S", 159 ,     ,          , 19.75 , 15.80 , 2.47 , 18.27 ,     ,,014949350133
CA,    ,013561,#1,BUDDLEJA DAV ROYAL RED,Royal Red Butterfly Bush                                    ,DCS,05,     ,,-,"8""H - 8""S", 682 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949135617
CA,    ,013562,#2,BUDDLEJA DAV ROYAL RED,Royal Red Butterfly Bush                                    ,DCS,05,     ,,-,"10""H - 10""S", 449 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949010402
CA,    ,013565PT,#5 PATIO TREE,BUDDLEJA DAV ROYAL RED,Royal Red Butterfly Bush                                    ,DCS,05,     ,,-,"15""S", 82 ,,, 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949135686
CA,2012,077392S,SuperTwo,BUDDLEJA MISS MOLLY PPAF,Miss Molly Summer Lilac                                     ,DCS,05,     ,,-,"8""H - 10""S", 115 ,     ,          , 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949355749
CA,2012,077395,#5,BUDDLEJA MISS MOLLY PPAF,Miss Molly Summer Lilac                                     ,DCS,05, 25 ,25,-,"15""H - 15""S",     ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949355770
CA,2011,074401S,SuperOne TM,BUDDLEJA X MISS RUBY PPAF,Miss Ruby Summer Lilac                                      ,DCS,05,     ,,-,"6""H - 6""S *", 43 ,     ,          , 9.00 , 7.20 , 0.82 , 8.02 ,     ,,014949350171
CA,2011,074402S,SuperTwo,BUDDLEJA X MISS RUBY PPAF,Miss Ruby Summer Lilac                                      ,DCS,05,     ,,-,"8""H - 10""S *", 15 ,     ,          , 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949335666
CA,2011,074405,#5,BUDDLEJA X MISS RUBY PPAF,Miss Ruby Summer Lilac                                      ,DCS,05,     ,,-,"15""H - 15""S", 25 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949350188
OR,    ,003015,#5,BUXUS CHICAGOLAND GREEN R,Chicagoland Green™  Boxwood,EVS,04,     ,,-,"12""H - 14""S", 53 ,     ,          , 23.75 , 19.00 , 2.30 , 21.30 ,     ,,014949012079
CA,2011,090781,#1,BUXUS GOLDEN TRIUMPH,Golden Triumph Boxwood                                      ,EVS,05,     ,,,,     , 10 ,04/01/14  , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949275849
OR,    ,013821S,SuperOne TM,BUXUS GREEN MOUNTAIN,Green Mountain Boxwood                                      ,EVS,04,     ,,-,14''H - 6''S, 50 ,     ,          , 7.00 , 5.60 , 0.77 , 6.37 ,     ,,014949047675
OR,    ,013822,#2,BUXUS GREEN MOUNTAIN,Green Mountain Boxwood                                      ,EVS,04,     ,,-,"14""H - 10""S", 140 ,,, 14.00 , 11.20 , 1.15 , 12.35 ,     ,,014949138229
OR,    ,013823,#3,BUXUS GREEN MOUNTAIN,Green Mountain Boxwood                                      ,EVS,04,     ,,-,"18""H - 12""S", 67 ,     ,          , 21.00 , 16.80 , 1.84 , 18.64 ,     ,,014949138236
OR,    ,013825,#5,BUXUS GREEN MOUNTAIN,Green Mountain Boxwood                                      ,EVS,04,     ,,-,"16""H - 14""S", 288 ,,, 23.75 , 19.00 , 2.30 , 21.30 ,     ,,014949138250
CA,    ,013825CU,#5 CUBE,BUXUS GREEN MOUNTAIN,Green Mountain Boxwood                                      ,EVS,04, 22 ,22,-,"16""H - 12""S",     ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949055373
OR,    ,013891,#1,BUXUS GREEN VELVET,Green Velvet Boxwood                                        ,EVS,04,     ,,-,"8""H - 8""S", 10 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949138915
CA,    ,013955,#5,BUXUS J GREEN BEAUTY,Green Beauty Boxwood                                        ,EVS,05, 100 ,100,-,"15""H - 12""S",     ,     ,          , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949139554
OR,2014,094071,#1,BUXUS MIC MORRIS MIDGET,Morris Midget Boxwood                                       ,EVS,05,     ,,,"3""H - 5""S",     , 76 ,05/01/14  , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949280218
OR,    ,013831,#1,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05, 362 ,362,-,8''H - 8''S,     ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949138311
OR,    ,013835,#5,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05, 704 ,482,,"14""H - 16""S",     ,     ,          , 21.00 , 16.80 , 2.30 , 19.10 ,     ,,014949138359
OR,    ,013835CN,#5 PYRAMID,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05,     ,,-,"22""H",     , 102 ,05/15/14  , 38.50 , 30.80 , 2.30 , 33.10 ,     ,,014949043516
CA,    ,013835GL,#5 GLOBE,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05, 10 ,10,-,"12""H - 12""S",     , 10 ,05/15/14  , 35.00 , 28.00 , 2.47 , 30.47 ,     ,,014949138656
OR,    ,013835PY,#5 CONE,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05,     ,,,"24""H",     , 73 ,05/15/14  , 38.50 , 30.80 , 2.30 , 33.10 ,     ,,014949138458
CA,    ,013837CU,#7 CUBE,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05,     ,,-,"20""H - 16""S",     , 6 ,05/01/14  , 75.00 , 60.00 , 6.18 , 66.18 ,     ,,014949138564
CA,    ,01383MGL,#10 Squat GLOBE,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05, 9 ,9,-,"16""H - 18""S",     ,     ,          , 74.00 , 59.20 , 8.90 , 68.10 ,     ,,014949062531
OR,    ,013905,#5,BUXUS S GREEN TOWER R PP15243,Green Tower®  Boxwood,EVS,05, 42 ,42,-,"28""H - 10""S",     ,     ,          , 22.25 , 17.80 , 2.30 , 20.10 ,     ,,014949139059
OR,    ,013981,#1,BUXUS SEMP SUFFRUTICOSA,Dwarf English Boxwood                                       ,EVS,05,     ,,-,8''H - 6''S, 36 ,,, 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949139813
OR,    ,01398EGL,"7"" Terra Cotta GLOBE",BUXUS SEMP SUFFRUTICOSA,Dwarf English Boxwood                                       ,EVS,05,     ,,-,"5""H - 6""S", 402 ,     ,          , 15.50 , 12.40 , 0.46 , 12.86 ,     ,,014949286418
OR,    ,01398UT,LittleOne,BUXUS SEMP SUFFRUTICOSA,Dwarf English Boxwood                                       ,EVS,05,     ,,-,"4""H", 48 ,,, 4.50 , 3.60 , 0.35 , 3.95 ,     ,,014949068953
OR,2010,035971,#1,BUXUS WEE WILLIE R PP17007,Wee Willie®  Boxwood,EVS,05, 150 ,150,-,"6""H - 6""S", 9 , 542 ,06/01/14  , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949208717
OR,2010,03597E,"7"" Terra Cotta",BUXUS WEE WILLIE R PP17007,Wee Willie®  Boxwood,EVS,05,     ,,-,"5""H - 6""S", 93 ,,, 15.50 , 12.40 , 0.46 , 12.86 ,     ,,014949263693
OR,2010,03597UT,LittleOne,BUXUS WEE WILLIE R PP17007,Wee Willie®  Boxwood,EVS,05,     ,,,"3""H", 32 ,,, 4.50 , 3.60 , 0.35 , 3.95 ,     ,,014949212226
OR,2012,077561,#1,CALAMINTHA NEP MONTROSE WHITE,Montrose White Dwarf Calamint                               ,PRN,05,     ,,CUT BACK,., 40 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949356166
OR,    ,013995,#5,CALLICARPA BOD PROFUSION,Profusion Beautyberry                                       ,DCS,05,     ,,BREAKING DORMANCY,21''H - 15''S, 114 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949139950
OR,    ,003175,#5,CALLICARPA DICH EARLY AMETHYST,Early Amethyst Beautyberry                                  ,DCS,05,     ,,DORMANT,"18""H - 18""S", 6 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949001134
OR,2011,092922,#2,CALLICARPA DICH SUMMER SNOW R,Summer Snow®  Beauty Berry,DCS,06,     ,,BREAKING DORMANCY,14''H - 14''S, 6 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949305935
OR,2011,092925,#5,CALLICARPA DICH SUMMER SNOW R,Summer Snow®  Beauty Berry,DCS,06,     ,,DORMANT,"16""H - 16""S", 239 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949305942
OR,    ,02235UT,LittleOne,CAMPANULA CAR DEEP BLUE CLIPS,Deep Blue Clips Bellflower                                  ,PRN,04,     ,,EMERGING,., 529 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949010495
OR,    ,022361,#1,CAMPANULA PORTENSCHLAGIANA,Dalmatian Bellflower                                        ,PRN,04,     ,,-,CAN FULL, 40 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949223611
OR,    ,038611,#1,CAMPANULA SAMANTHA,Samantha Bellflower                                         ,PRN,05,     ,,-,CAN FULL," 1,234 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949230398
