Loc,Item,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#,
OR,010072,RHOD (H-2) ROCKET,Rhododendron x 'Rocket' (H-2)                               ,Rocket Rhododendron                                         ,,,014949100721,
OR,010075,RHOD (H-2) ROCKET,Rhododendron x 'Rocket' (H-2)                               ,Rocket Rhododendron                                         ,,,014949100752,
160000,010202,RHOD (H-2) SCARLET WONDER DWRF,Rhododendron x 'Scarlet Wonder' (H-2)                       ,Scarlet Wonder Dwarf Rhododendron                           ,1,,014949102022,
OR,010191,RHOD (H-2) SNEEZY,Rhododendron x 'Sneezy' (H-2)                               ,Sneezy Rhododendron                                         ,,,014949101919,
OR,010192,RHOD (H-2) SNEEZY,Rhododendron x 'Sneezy' (H-2)                               ,Sneezy Rhododendron                                         ,,,014949101926,
CT,405992,RHOD (H-2) SUGAR PUFF,                                                            ,                                                            ,,,014949397299,
OR,010252,RHOD (H-2) TRILBY,Rhododendron x 'Trilby' (H-2)                               ,Trilby Rhododendron                                         ,,,014949102527,
CT,406072,RHOD (H-2) YAKU KEN JANECK,                                                            ,                                                            ,,,014949397305,
CT,406082,RHOD (H-2) YAKU PERCY WISEMAN,                                                            ,                                                            ,,,014949397329,
CT,405862,RHOD (H-3) BLUE BARON,                                                            ,                                                            ,,,014949397398,
OR,009491,RHOD (H-3) HOTEI,Rhododendron x 'Hotei' (H-3)                                ,Hotei Rhododendron                                          ,,,014949094914,
160000,009492,RHOD (H-3) HOTEI,Rhododendron x 'Hotei' (H-3)                                ,Hotei Rhododendron                                          ,1,,014949094921,
OR,009502,RHOD (H-3) JEAN MARIE DE MNTGE,Rhododendron x 'Jean Marie de Montague' (H-3)               ,Jean Marie De Montague Rhododendron                         ,,,014949095027,
OR,009505,RHOD (H-3) JEAN MARIE DE MNTGE,Rhododendron x 'Jean Marie de Montague' (H-3)               ,Jean Marie De Montague Rhododendron                         ,,,014949095058,
CT,405812,RHOD (H-3) POLARNACHT,                                                            ,                                                            ,,,014949397527,
CT,405971,RHOD (H-3) PURPLE PASSION,                                                            ,                                                            ,,,014949397541,
CT,405973,RHOD (H-3) PURPLE PASSION,                                                            ,                                                            ,,,014949397589,
CT,405975,RHOD (H-3) PURPLE PASSION,                                                            ,                                                            ,,,014949397602,
OR,026381,RHOD (H-3) RAC ROCK ROSE,Rhododendron racemosum 'Rock Rose'                          ,Rock Rose Rhododendron                                      ,,,014949060810,
OR,026382,RHOD (H-3) RAC ROCK ROSE,Rhododendron racemosum 'Rock Rose'                          ,Rock Rose Rhododendron                                      ,,,014949197899,
OR,026385,RHOD (H-3) RAC ROCK ROSE,Rhododendron racemosum 'Rock Rose'                          ,Rock Rose Rhododendron                                      ,,,014949241448,
160000,010172,RHOD (H-3) SEPTEMBER SONG,Rhododendron x 'September Song' (H-3)                       ,September Song Rhododendron                                 ,1,,014949101728,
OR,010175,RHOD (H-3) SEPTEMBER SONG,Rhododendron x 'September Song' (H-3)                       ,September Song Rhododendron                                 ,,,014949101759,
OR,010355,RHOD (H-3) VIRGINIA RICHARDS,Rhododendron x 'Virginia Richards' (H-3)                    ,Virginia Richards Rhododendron                              ,,,014949103555,
CT,406062,RHOD (H-3) YAKU CRETE,                                                            ,                                                            ,,,014949397664,
160000,010502,RHOD (H-3) YELLOW PETTICOATS,Rhododendron x 'Yellow Petticoats' (H-3)                    ,Yellow Petticoats Rhododendron                              ,1,,014949105023,
CT,069893,RHUS AROMATICA GRO-LOW,Rhus aromatica 'Gro-Low'                                    ,Gro-Low Fragrant Sumac                                      ,,,014949698938,
OR,069895,RHUS AROMATICA GRO-LOW,Rhus aromatica 'Gro-Low'                                    ,Gro-Low Fragrant Sumac                                      ,,,014949698952,
OR,069905,RHUS TYPHINA LACINIATA,Rhus typhina 'Laciniata'                                    ,Laceleaf Staghorn Sumac                                     ,,,014949699058,
CA,058142,RIBES HERTELLUM PIXWELL,Ribes hirtellum 'Pixwell'                                   ,Pixwell Gooseberry                                          ,,,014949318447,
CT,406122,RIBES NIGRUM CONSORT,                                                            ,                                                            ,,,014949397688,
CT,406132,RIBES RUBRUM PERFECTION,                                                            ,                                                            ,,,014949397701,
CT,406142,RIBES SAT WHITE IMPERIAL,                                                            ,                                                            ,,,014949397749,
CT,070193,ROBINIA P TWISTY BABY TM P9771,Robinia pseudoacacia 'Lace Lady' P.P.# 9771                 ,Twisty Baby™  Dwarf Black Locust,,,014949408490,
CT,070195,ROBINIA P TWISTY BABY TM P9771,Robinia pseudoacacia 'Lace Lady' P.P.# 9771                 ,Twisty Baby™  Dwarf Black Locust,,CPC,014949701959,
OR,032232,RODGERSIA X FIREWORKS PPAF,Rodgersia 'Fireworks'                                       ,Fireworks Rodgersia                                         ,,,014949070765,
OR,024582,ROSA CARAMBA TM PP13396,Rosa x 'Tanabamar' P.P.# 13396                              ,Caramba®  Shrub Rose,,NWH,014949049075,
CA,024582,ROSA CARAMBA TM PP13396,Rosa x 'Tanabamar' P.P.# 13396                              ,Caramba®  Shrub Rose,,NWH,014949049075,
OR,024632,ROSA CHATEAU MERLOT TM PP12190,Rosa x 'Tanoronez' P.P.# 12190                              ,Chateau Merlot®  Shrub Rose,,NWH,014949049112,
CT,098542S,ROSA DRIFT R APRICOT PP23354,                                                            ,                                                            ,,,014949375532,
GA,098542S,ROSA DRIFT R APRICOT PP23354,                                                            ,                                                            ,,,014949375532,
CT,098552S,ROSA DRIFT R CORAL PP19148,                                                            ,                                                            ,,,014949384282,
GA,098552S,ROSA DRIFT R CORAL PP19148,                                                            ,                                                            ,,,014949384282,
CT,098553SPT,ROSA DRIFT R CORAL PP19148,                                                            ,                                                            ,,,014949384282,
GA,098562S,ROSA DRIFT R PEACH PP18542,                                                            ,                                                            ,,,014949384275,
CT,098563SPT,ROSA DRIFT R PEACH PP18542,                                                            ,                                                            ,,,014949384275,
GA,022632S,ROSA DRIFT R PINK PP18874,                                                            ,                                                            ,,,014949375631,
CT,022633SPT,ROSA DRIFT R PINK PP18874,                                                            ,                                                            ,,,014949375631,
CT,406313SPT,ROSA DRIFT R POPCORN PPAF,                                                            ,                                                            ,,,014949412978,
CT,022642S,ROSA DRIFT R RED PP17877,                                                            ,                                                            ,,,014949384299,
GA,022642S,ROSA DRIFT R RED PP17877,                                                            ,                                                            ,,,014949384299,
CT,022643SPT,ROSA DRIFT R RED PP17877,                                                            ,                                                            ,,,014949387597,
GA,098572S,ROSA DRIFT R SWEET PP21612,                                                            ,                                                            ,,,014949375532,
OR,036292,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,,ATI,014949211762,
CA,036292,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,,ATI,014949211762,
550000,036292,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,1,ATI,014949211762,
CA,036292L,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,,ATI,014949263983,
CA,036295PT,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,,ATI,014949283868,
OR,069292,ROSA FLWR CAR R APLBLSM P10239,Rosa x 'Noamel' P.P.# 10239                                 ,Flower Carpet®  Appleblossom Groundcover Rose,,ATI,014949692929,
CA,069292,ROSA FLWR CAR R APLBLSM P10239,Rosa x 'Noamel' P.P.# 10239                                 ,Flower Carpet®  Appleblossom Groundcover Rose,,ATI,014949692929,
CA,069292L,ROSA FLWR CAR R APLBLSM P10239,Rosa x 'Noamel' P.P.# 10239                                 ,Flower Carpet®  Appleblossom Groundcover Rose,,ATI,014949219027,
CA,078182,ROSA FLWR CAR R CORAL PP14441,Rosa x 'Noala' P.P.# 14441                                  ,Flower Carpet®  Coral Groundcover Rose,,ATI,014949781814,
CA,078182L,ROSA FLWR CAR R CORAL PP14441,Rosa x 'Noala' P.P.# 14441                                  ,Flower Carpet®  Coral Groundcover Rose,,ATI,014949219065,
OR,069782,ROSA FLWR CAR R PINK,Rosa x 'Noatraum'                                           ,Flower Carpet®  Pink Groundcover Rose,,ATI,014949697825,
CA,069782,ROSA FLWR CAR R PINK,Rosa x 'Noatraum'                                           ,Flower Carpet®  Pink Groundcover Rose,,ATI,014949697825,
CA,069782L,ROSA FLWR CAR R PINK,Rosa x 'Noatraum'                                           ,Flower Carpet®  Pink Groundcover Rose,,ATI,014949219034,
CA,069785PT,ROSA FLWR CAR R PINK,Rosa x 'Noatraum'                                           ,Flower Carpet®  Pink Groundcover Rose,,ATI,014949713150,
