Branch,item,Description
OREGON,096085,ACTINIDIA ARG HARDY MALE
CALIFORNIA,001391,ACTINIDIA ARG ISSAI (FEMALE)
OREGON,001395,ACTINIDIA ARG ISSAI (FEMALE)
CALIFORNIA,001465,ACTINIDIA CH TOMURI (MALE)
CALIFORNIA,001411,ACTINIDIA CH VINCENT (FEMALE)
CALIFORNIA,001415,ACTINIDIA CH VINCENT (FEMALE)
CALIFORNIA,022812,CARISSA MAC TOMLINSON
CALIFORNIA,036785,FICUS CAR BROWN TURKEY
OREGON,068341,FRAGARIA TRISTAR
OREGON,06834UT,FRAGARIA TRISTAR
OREGON,086091,FRAGARIA X ANANASSA TOSCANA
OREGON,073101,FRAGARIA X SAN ANDREAS PP19975
OREGON,07310UT,FRAGARIA X SAN ANDREAS PP19975
OREGON,068361,FRAGARIA X SEASCAPE R
OREGON,06836UT,FRAGARIA X SEASCAPE R
OREGON,088395,HUMULUS X CRYSTAL
OREGON,088402,HUMULUS X NEWPORT
OREGON,088405,HUMULUS X NEWPORT
OREGON,079932,LAURUS NOB LITTLE RAGU TM PPAF
OREGON,07993UT,LAURUS NOB LITTLE RAGU TM PPAF
OREGON,057291,LAURUS NOBILIS
OREGON,057295,LAURUS NOBILIS
OREGON,057295PT,LAURUS NOBILIS
OREGON,05729UT,LAURUS NOBILIS
OREGON,021471,LAURUS NOBILIS EMERALD WAVE R
OREGON,021472,LAURUS NOBILIS EMERALD WAVE R
OREGON,021475,LAURUS NOBILIS EMERALD WAVE R
OREGON,02147EPT,LAURUS NOBILIS EMERALD WAVE R
OREGON,02147UT,LAURUS NOBILIS EMERALD WAVE R
CALIFORNIA,06105MT,MALUS X GRANNY SMITH APPLE
CALIFORNIA,060087,OLEA HAAS IMP MANZANILLO (FRT)
CALIFORNIA,06799MT,PRUNUS X SNOW QUEEN NECTARINE
CALIFORNIA,06801MT,PUNICA GR ANGEL RED R PP16578
CALIFORNIA,068012,PUNICA GR ANGEL RED R PP16578
CALIFORNIA,068015ES,PUNICA GR ANGEL RED R PP16578
CALIFORNIA,067455,PUNICA GRAN WONDERFUL
CALIFORNIA,070321,ROSMARINUS HUNTINGTON CARPET
OREGON,020491,ROSMARINUS OFF ARP
OREGON,020492,ROSMARINUS OFF ARP
CALIFORNIA,021301,ROSMARINUS OFF BBQ
OREGON,084941,ROSMARINUS OFF SPICE ISLANDS
OREGON,070281,ROSMARINUS OFF TUSCAN BLUE
OREGON,070282,ROSMARINUS OFF TUSCAN BLUE
OREGON,041361,ROSMARINUS ROMAN BTY PP18192
OREGON,041362,ROSMARINUS ROMAN BTY PP18192
CALIFORNIA,070331,RUBUS BLACK SATIN BLACKBERRY
CALIFORNIA,070335,RUBUS BLACK SATIN BLACKBERRY
CALIFORNIA,070341,RUBUS CANBY RED RASPBERRY
CALIFORNIA,070345,RUBUS CANBY RED RASPBERRY
