Branch,item,Description
OREGON,058241,ACHILLEA APRICOT DLGHT PP18738
OREGON,407531,ACHILLEA MILL PRETTY BELINDA
OREGON,029061,ACHILLEA MILL RED VELVET
OREGON,000511,ACHILLEA OERTEL'S ROSE
OREGON,058251,ACHILLEA STRWBRY SDCTN P18401
OREGON,001351,ACHILLEA X MOONSHINE
CALIFORNIA,412102,AGAPANTHUS PRAE QUEEN MUM PPAF
CALIFORNIA,001882,AGAPANTHUS X MIDKNIGHT BLUE R
OREGON,412511,AGASTACHE KUDOS CORAL PPAF
OREGON,412521,AGASTACHE KUDOS GOLD PPAF
OREGON,408331,AGASTACHE LITTLE ADDER PPAF
OREGON,021251,AGASTACHE X BLUE FORTUNE
OREGON,080301,AJUGA CHOCOLATE CHIP
OREGON,000591,AJUGA REPTANS BURGUNDY GLOW
OREGON,001931,AJUGA REPTANS CATLIN'S GIANT
OREGON,035341,AMSONIA HUBRICHTII
OREGON,065991,ANEMONE SEPTEMBER CHARM
OREGON,015931,ANEMONE X HONORINE JOBERT
OREGON,038561,ANEMONE X SERENADE
OREGON,039021,ANEMONE X WILD SWAN TM PP23132
OREGON,029351,AQUILEGIA CAE ORIGAMI MIX
OREGON,003041,ARMERIA MAR BLOODSTONE
OREGON,019461,ARMERIA MAR RUBRIFOLIA
OREGON,030091,ASTER FARMINGTON PPAF
OREGON,003381,ASTER FRIKARTII MOENCH
OREGON,023891,ASTER WOOD'S BLUE
OREGON,001531,ASTER WOOD'S PINK
OREGON,001591,ASTILBE BRIDAL VEIL
OREGON,003621,ASTILBE CHINENSIS VISIONS
OREGON,027501,ASTILBE COLOR FLASH R PP17343
OREGON,003511,ASTILBE DEUTSCHLAND
OREGON,003501,ASTILBE FANAL
OREGON,001631,ASTILBE HENNIE GRAAFLAND
OREGON,034331,ASTILBE MAGGIE DALEY
OREGON,001681,ASTILBE RED SENTINEL
OREGON,003541,ASTILBE RHEINLAND
OREGON,023191,ASTRANTIA ABBEY ROAD PP14961
OREGON,003551,AUBRIETA ROKEY'S PURPLE
OREGON,022021,BERGENIA COR WINTERGLOW
OREGON,035381,BRUNNERA MAC JACK FROST P13859
OREGON,408421,CAMPANULA GLOM GENTI BLUE PPAF
OREGON,408411,CAMPANULA GLOM GENTI WHITE PAF
OREGON,022361,CAMPANULA PORTENSCHLAGIANA
OREGON,038611,CAMPANULA SAMANTHA
OREGON,003961,CENTRANTHUS RUBER COCCINEUS
OREGON,023481,CERATOSTIGMA PLUMBAGINOIDES
OREGON,024191,CHELONE HOT LIPS
OREGON,412561,CHRY (LEU) REAL CHARMER PPAF
OREGON,412571,CHRY (LEU) REAL GALAXY PPAF
OREGON,407861,CHRY (LEUCA) X REAL GLORY
OREGON,023021,CHRYS (LEUCANTH) X SUP BECKY
OREGON,004221,CHRYS (LEUCANTH) X SUP SNOWCAP
OREGON,039512,CIMI S BLACK NEGLIGEE (ACTAEA)
OREGON,027251,CLEM INTEGRIFOLIA CAERULEA
OREGON,089921S,CLEM SWEET SUMMER LOVE PPAF
OREGON,078721,CORE BIGBANG TM CSMC EY P22601
OREGON,088891,CORE BIGBANG TM MRCRY RSNG PAF
OREGON,068081,CORE BIGBANG TM RDSHFT PP20412
OREGON,018401,CORE CRUZIN' TM BROAD STRT PAF
OREGON,018421,CORE CRUZIN' TM ELCTRC AVE PAF
OREGON,018411,CORE CRUZIN' TM MAIN STRT PAF
OREGON,408551,CORE LIL' BANG TM DAYBREAK PAF
OREGON,408541,CORE LIL' BANG TM RED ELF
OREGON,408531,CORE LIL' BANG TM STARLIGHT
OREGON,058261,COREOPSIS VER ROUTE 66 PP20609
OREGON,058262,COREOPSIS VER ROUTE 66 PP20609
OREGON,027961,COREOPSIS VERT MOONBEAM
OREGON,027962,COREOPSIS VERT MOONBEAM
OREGON,027971,COREOPSIS VERT ZAGREB
OREGON,027972,COREOPSIS VERT ZAGREB
OREGON,028171,CORYDALIS FLEX CHINA BLUE
OREGON,057452,CROCOSMIA COLUMBUS
OREGON,019472,CROCOSMIA EMBERGLOW
OREGON,098281S,DIANELLA CAE BECCA PP18505
CALIFORNIA,098301S,DIANELLA CAE CASSABLUE PPAF
CALIFORNIA,098371S,DIANELLA LITTLE BECCA PP18452
CALIFORNIA,090211,DIANTHUS COSMIC TM RD SWRL PAF
OREGON,067731,DIANTHUS FIRST LOVE R
OREGON,031331,DIANTHUS FROSTY FIRE
CALIFORNIA,004741,DIANTHUS GRAT MOUNTAIN MIST
OREGON,014561,DIASCIA INT CORAL CANYON R
OREGON,004801,DICENTRA BURNINGHEARTS PP20797
OREGON,004901,DICENTRA SP VALENTINE R P22739
OREGON,004902,DICENTRA SP VALENTINE R P22739
OREGON,035622,DICENTRA SPEC GOLD HEART
OREGON,031611,DICENTRA X LUXURIANT
OREGON,410421,DIGITALIS FXLGT TM RBY GLW PAF
OREGON,021821,DISPOROPSIS PER SICHUAN JADE
OREGON,049832,DISPORUM CANT GREEN GIANT
OREGON,049835,DISPORUM CANT GREEN GIANT
OREGON,080762,DISPORUM CANT NIGHT HERON
OREGON,402361,ECHIN DBL SCP TM BBLGM PP23103
OREGON,412611,ECHIN DBL SCP TM CRANBRY PPAF
OREGON,097211,ECHIN SMBRO TM FLMNCO ORNG
OREGON,086821,ECHIN SMBRO TM HOT CORL P23097
OREGON,086831,ECHIN SMBRO TM LEMON YLW PPAF
OREGON,086841,ECHIN SMBRO TM SALSA RD P23105
OREGON,007051,ECHIN SUPREME CANTALOUPE PPAF
OREGON,407711,ECHIN VANILLA CUPCAKE
OREGON,087021,ECHINACEA CHEYENNE SPIRIT
OREGON,022831,ECHINACEA CRNBRY CUPCAKE PPAF
OREGON,054971,ECHINACEA HOT LAVA PPAF
OREGON,077121,ECHINACEA NOW CHEESIER PPAF
OREGON,047511,ECHINACEA PNK DBL DLITE P18803
OREGON,003121,ECHINACEA POWWOW R WHITE
OREGON,002991,ECHINACEA POWWOW R WILDBERRY
OREGON,043401,ECHINACEA PRAIRIE SPLENDOR
OREGON,043402,ECHINACEA PRAIRIE SPLENDOR
OREGON,059741,ECHINACEA PUR HOT PAPAYA PPAF
OREGON,031771,ECHINACEA PUR MAGNUS
OREGON,039581,ECHINACEA PUR MERLOT PP18814
OREGON,018221,ECHINACEA PUR RUBY STAR
OREGON,036281,ECHINACEA SUNDOWN TM PP17659
OREGON,048651,ECHINACEA TIKI TORCH PP18839
OREGON,057301,ECHINACEA TOMATO SOUP PPAF
OREGON,032121,ERIGERON GLA SEA BREEZE P12076
OREGON,077591,ERYSIMUM GLOW TM ORANGE
OREGON,077581,ERYSIMUM JENNY BROOK PP20253
OREGON,412631,GAILLARDIA FANFARE CITRNLA PAF
OREGON,412651,GAILLARDIA SUNSET CANDY PPAF
OREGON,408811,GAILLARDIA SUNSET CELEBRATION
OREGON,408751,GAILLARDIA SUNSET FLASH PPAF
OREGON,408801,GAILLARDIA SUNSET SNAPPY PPAF
CALIFORNIA,410441,GARVINEA SOPHIE R PPAF
CALIFORNIA,410471,GARVINEA SWEET DREAMS R
CALIFORNIA,410451,GARVINEA SWEET GLOW R
OREGON,412661,GAURA L LITTLE JANIE
OREGON,086711,GAURA L PINK LADY PP17494
OREGON,036481,GAURA PASSIONATE RAINBW P17002
OREGON,048591,GAZANIA LIN COLORADO GOLD R
OREGON,023081,GERANIUM ROZANNE PP12175
OREGON,038331,GERANIUM X CAN BIOKOVO
OREGON,035601,GEUM COCC WERNER ARENDS
OREGON,413081,HELIOPSIS HEL SUNSTRUCK P25524
OREGON,075471,HELLE ASHWOOD ELEGANCE PEARL
OREGON,085921,HELLE ASHWOOD NEON SHADES
OREGON,085891,HELLE ASHWOOD PINK PICOTEE
OREGON,085911,HELLE ASHWOOD WHITE PICOTEE
OREGON,085941,HELLE NIGER ASHWOOD
OREGON,056121,HELLE WINTER QUEEN R SPOTTED
OREGON,096131,HELLE WJEWELS R AMETHYST GEM
OREGON,067241,HELLE WJEWELS R APRICOT BLUSH
OREGON,013471,HELLE WJEWELS R BLUE DIAMOND
OREGON,067261,HELLE WJEWELS R CHERRY BLOSSOM
OREGON,065791,HELLE WJEWELS R GOLDEN SUNRISE
OREGON,096141,HELLE WJEWELS R HARLEQUIN GEM
OREGON,067231,HELLE WJEWELS R PAINTED
OREGON,068061,HELLE WJEWELS R PAINTED DBLS
OREGON,096151,HELLE WJEWELS R SPRKLG DIAMOND
OREGON,039991,HELLE X IVORY PRINCE PP16199
OREGON,085881,HELLE X STERNII WINDCLIFF SDLG
OREGON,075431,HELLEBORUS X DOUBLE FANTASY
OREGON,075491,HELLEBORUS X PICOTEE
OREGON,083961,HEM CHICAGO APACHE
OREGON,040361,HEM FAIRY TALE PINK
OREGON,040511,HEM HAPPY RETURNS
OREGON,040512,HEM HAPPY RETURNS
OREGON,040071,HEM JOAN SENIOR
OREGON,040091,HEM LITTLE BUSINESS
OREGON,040092,HEM LITTLE BUSINESS
OREGON,040131,HEM MINI PEARL
OREGON,040631,HEM PRAIRIE BLUE EYES
OREGON,083941,HEM SILOAM GUMDROP
OREGON,040111,HEM STELLA DE ORO
OREGON,006631,HEM STRAWBERRY CANDY
OREGON,040291,HEM SUMMER WINE
OREGON,083931,HEM SWIRLING WATER
OREGON,042221,IBERIS SEMP LITTLE GEM
OREGON,090981,IBERIS SEMP PURITY
OREGON,016461,IRIS EN BUTTERFLIES IN FLIGHT
OREGON,016471,IRIS EN CASCADE SPICE
OREGON,044011,IRIS EN VARIEGATA
OREGON,046361,IRIS SIB BENNERUP BLUE
OREGON,046365,IRIS SIB BENNERUP BLUE
OREGON,045971,IRIS SIB BUTTER & SUGAR
OREGON,046441,IRIS SIB CAESAR'S BROTHER
OREGON,046475,IRIS SIB ERIC THE RED
OREGON,046011,IRIS SIB RUFFLED VELVET
OREGON,046015,IRIS SIB RUFFLED VELVET
OREGON,093182,KIRENGESHOMA PALMATA
OREGON,024901,LAMIUM M PURPLE DRAGON P15890
OREGON,009081,LAMIUM ORCHID FROST PP11122
OREGON,404431,LAVAN INT PHENOMENAL PPAF
OREGON,074231,LAVAN INT RIVERINA TM THOMAS
OREGON,086691,LAVAN PEN WITH LOVE TM PP22709
OREGON,009161,LAVANDULA ANG HIDCOTE
OREGON,028481,LAVANDULA THUMBELINA LE P15231
OREGON,028131,LAVANDULA X INT PROVENCE
OREGON,057881,LIATRIS SPI KOBOLD
OREGON,032182,LIGULARIA BR M CRAWFORD P16123
OREGON,033342,LIGULARIA PRZEWALSKI
OREGON,058941,LITHODORA GRACE WARD
OREGON,404612,LOBELIA SPEC FAN SCARLET
OREGON,072511,LOBELIA X SPE RUSSIAN PRINCESS
OREGON,025861,MONARDA RASPBERRY WINE
OREGON,404851,NEPETA JNR WALKER TM PP23074
OREGON,081741,NEPETA NERVOSA PINK CAT
OREGON,062281,NEPETA X FAASS WALKER'S LOW
OREGON,068481,OENOTHERA FREM SHIMMER PP19663
OREGON,068721,OENOTHERA KUN GLOWING MAGENTA
OREGON,054011,OENOTHERA VER SUNSET BOULEVARD
OREGON,067771,ORIGANUM LIBANOTICUM
OREGON,077131,OSTEO AVALANCHE PP22705
OREGON,079331,OSTEO LAVENDER MIST R
OREGON,079351,OSTEO PURPLE MOUNTAIN R
OREGON,063351,PACHYSANDRA TERM GREEN SHEEN
OREGON,047085,PAEONIA ITOH KEIKO TM (PK D D)
OREGON,052605,PAEONIA ITOH MISAKA TM PP22192
OREGON,052595,PAEONIA ITOH TAKARA TM PP22374
OREGON,024242,PAEONIA X BLAZE (RED)
OREGON,050282,PAEONIA X BUCKEYE BELLE (RED)
OREGON,096432,PAEONIA X GENERAL MACMAHON
OREGON,063742,PAEONIA X KANSAS (RED)
OREGON,064912,PAEONIA X MME EMILE DEBATENE
OREGON,024272,PAEONIA X PAUL M WILD (RED)
OREGON,046072,PAEONIA X RASPBERRY SUNDAE(PK)
OREGON,046122,PAEONIA X SEA SHELL (PINK)
OREGON,063762,PAEONIA X SHIRLEY TEMPLE (WT)
OREGON,409011,PENST ROCK CANDY TM PRPL PPAF
OREGON,066791,PENSTEMON X DOROTHY WILSON
OREGON,067781,PENSTEMON X PIKES PEAK PURPL R
