1,Item,Description,Botanical Name,Common Name
OR,055211,CLEM SIEBOLDII,Clematis florida Seiboldii                                  ,Florida Seiboldii Clematis                                  
OR,055215,CLEM SIEBOLDII,Clematis florida Seiboldii                                  ,Florida Seiboldii Clematis                                  
OR,038002,CLEM TEX PRINCESS DIANA,Clematis texensis 'Princess Diana'                          ,Princess Diana Clematis                                     
OR,038005,CLEM TEX PRINCESS DIANA,Clematis texensis 'Princess Diana'                          ,Princess Diana Clematis                                     
OR,046272,CLEM VANCOUVER TM FRGRNT STAR,Clematis x 'Fragrant Star'                                  ,Vancouver™  Fragrant Star Clematis
OR,046275,CLEM VANCOUVER TM FRGRNT STAR,Clematis x 'Fragrant Star'                                  ,Vancouver™  Fragrant Star Clematis
OR,048742,CLEM VANCOUVER TM STARRY NGHTS,Clematis x 'Starry Nights'                                  ,Vancouver™  Starry Nights Clematis
OR,048745,CLEM VANCOUVER TM STARRY NGHTS,Clematis x 'Starry Nights'                                  ,Vancouver™  Starry Nights Clematis
OR,015905,CLEM X BLUE LIGHT R PP15953,Clematis x 'Vanso' P.P.# 15953                              ,Blue Light®  Clematis
OR,090615,CLEM X CART AVALANCHE,Clematis x cartmanii 'Blaaval'                              ,Avalanche Evergreen Clematis                                
OR,027221,CLEM X COMTESSE DE BOUCHAUD,Clematis x 'Comtesse de Bouchaud'                           ,Comtesse De Bouchaud Clematis                               
OR,027225,CLEM X COMTESSE DE BOUCHAUD,Clematis x 'Comtesse de Bouchaud'                           ,Comtesse De Bouchaud Clematis                               
OR,027265,CLEM X JACKMANII,Clematis x jackmanii                                        ,Jackman Clematis                                            
OR,044482,CLEM X JACKMANII SUPERBA,Clematis x jackmanii 'Superba'                              ,Jackman Superba Clematis                                    
OR,044485,CLEM X JACKMANII SUPERBA,Clematis x jackmanii 'Superba'                              ,Jackman Superba Clematis                                    
OR,055205,CLEM X MRS. SPENCER CASTLE,Clematis 'Mrs. Spencer Castle'                              ,Mrs. Spencer Castle Clematis                                
OR,027065,CLEM X MULTI-BLUE,Clematis x 'Multi-blue'                                     ,Multi-Blue Clematis                                         
OR,027441,CLEM X NELLY MOSER,Clematis x 'Nelly Moser'                                    ,Nelly Moser Clematis                                        
OR,027445,CLEM X NELLY MOSER,Clematis x 'Nelly Moser'                                    ,Nelly Moser Clematis                                        
OR,027465,CLEM X NIOBE,Clematis x 'Niobe'                                          ,Niobe Clematis                                              
OR,027072,CLEM X PINK CHAMPAGNE,Clematis x 'Pink Champagne'                                 ,Pink Champagne Clematis                                     
OR,027075,CLEM X PINK CHAMPAGNE,Clematis x 'Pink Champagne'                                 ,Pink Champagne Clematis                                     
OR,027485,CLEM X RAMONA,Clematis x 'Ramona'                                         ,Ramona Clematis                                             
OR,027495,CLEM X ROUGE CARDINAL,Clematis x 'Rouge Cardinal'                                 ,Rouge Cardinal Clematis                                     
OR,026372,CLEM X TOKI,Clematis x 'Toki'                                           ,Toki Clematis                                               
OR,026375,CLEM X TOKI,Clematis x 'Toki'                                           ,Toki Clematis                                               
OR,056215,CLEM X WESTERPLATTE,Clematis x 'Westerplatte'                                   ,Westerplatte Clematis                                       
OR,022431,CLEMATIS INT BLUE RIBBONS,Clematis integrifolia 'Blue Ribbons'                        ,Blue Ribbons Bush Clematis                                  
OR,027532,CLETHRA ALN RUBY SPICE,Clethra alnifolia 'Ruby Spice'                              ,Ruby Spice Summersweet                                      
OR,055535,CLETHRA BARBINERVIS VARIEGATA,Clethra barbinervis 'Takeda Nishiki'                        ,First Snow®  Japanese Clethra
OR,078721,CORE BIGBANG TM CSMC EY P22601,"Coreopsis x 'Cosmic Eye' P.P.#22,601                        ",Big Bang™  Cosmic Eye Tickseed
OR,088891,CORE BIGBANG TM MRCRY RSNG PAF,Coreopsis x 'Mercury Rising' P.P.A.F.                       ,Big Bang™  Mercury Rising Tickseed
OR,018401,CORE CRUZIN' TM BROAD STRT PAF,"Coreopsis verticillata 'Broad Street' P.P. #24,598          ",Broad Street Tickseed (Cruizin' Series)                     
OR,018421,CORE CRUZIN' TM ELCTRC AVE PAF,"Coreopsis verticillata 'Electric Avenue' P.P.#24,688        ",Electric Avenue Tickseed (Cruizin' Series)                  
OR,018411,CORE CRUZIN' TM MAIN STRT PAF,"Coreopsis verticillata 'Main Street' P.P.#24,562            ",Main Street Tickseed (Cruizin' Series)                      
OR,408551,CORE LIL' BANG TM DAYBREAK PAF,Coreopsis 'Daybreak' P.P.A.F.                               ,Lil' Bang™  Daybreak Tickseed
OR,408541,CORE LIL' BANG TM RED ELF,Coreopsis x 'Red Elf' P.P.A.F.                              ,Lil' Bang™  Red Elf Tickseed
OR,408531,CORE LIL' BANG TM STARLIGHT,Coreopsis 'Starlight' P.P.A.F.                              ,Lil' Bang™  Starlight Tickseed
OR,058261,COREOPSIS VER ROUTE 66 PP20609,"Coreopsis verticillata 'Route 66' P.P.# 20,609              ",Route 66 Tickseed (Cruizin' Series)                         
OR,058262,COREOPSIS VER ROUTE 66 PP20609,"Coreopsis verticillata 'Route 66' P.P.# 20,609              ",Route 66 Tickseed (Cruizin' Series)                         
OR,027961,COREOPSIS VERT MOONBEAM,Coreopsis verticillata 'Moonbeam'                           ,Moonbeam Threadleaf Tickseed                                
OR,027962,COREOPSIS VERT MOONBEAM,Coreopsis verticillata 'Moonbeam'                           ,Moonbeam Threadleaf Tickseed                                
OR,027971,COREOPSIS VERT ZAGREB,Coreopsis verticillata 'Zagreb'                             ,Zagreb Threadleaf Tickseed                                  
OR,027972,COREOPSIS VERT ZAGREB,Coreopsis verticillata 'Zagreb'                             ,Zagreb Threadleaf Tickseed                                  
OR,02797UT,COREOPSIS VERT ZAGREB,Coreopsis verticillata 'Zagreb'                             ,Zagreb Threadleaf Tickseed                                  
OR,045281,CORNUS ALBA PRAIRIE FIRE AUREA,Cornus alba 'Prairie Fire'                                  ,Prairie Fire Dogwood                                        
OR,080841S,CORNUS STO PUCKERED UP TM PPAF,Cornus stolonifera 'Neil Z' P.P.A.F.                        ,Pucker Up!™  Red Twig Dogwood
OR,027585,CORNUS X STELLAR PINK R,Cornus x 'Rutgan'                                           ,Stellar Pink®  Dogwood
OR,090462,COROKIA X VIR PHANTOM PP19257,"Corokia x virgata 'Phantom' P.P. #19,257                    ",Phantom Corokia                                             
OR,028502,COT APICULATUS,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       
OR,02855UT,COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             
OR,029001,COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    
OR,029002,COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    
OR,029005,COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    
OR,029101,COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        
OR,029102,COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        
OR,029105,COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        
OR,029455,COT HOR PERPUSILLUS,Cotoneaster horizontalis 'Perpusillus'                      ,Prostrate Rock Cotoneaster                                  
OR,028311,COT HOR VARIEGATUS,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 
OR,030251,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                
OR,030252,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                
OR,030255PT,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                
OR,028145PT,COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     
OR,02814M,COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     
OR,057452,CROCOSMIA COLUMBUS,Crocosmia 'Columbus'                                        ,Columbus Montbretia                                         
OR,019472,CROCOSMIA EMBERGLOW,Crocosmia 'Emberglow'                                       ,Emberglow Montbretia                                        
OR,035355,CRYPTOMERIA J BLACK DRAGON,Cryptomeria japonica 'Black Dragon'                         ,Black Dragon Japanese Cedar                                 
OR,030732,CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress
OR,031382,CYTISUS ALLGOLD,Cytisus x praecox (C. multiflorus x C. purgans) 'Allgold'   ,Allgold Broom                                               
OR,025675,DAVIDIA INVOLUCRATA,Davidia involucrata                                         ,Dove Tree                                                   
OR,097991,DELOS JWL OF DSRT GARNT P23471,"Delosperma cooperi 'Jewel of the Desert Garnet' P.P. #23,471",Jewel of Desert Garnet Ice Plant                            
OR,084671,DELOS JWL OF DSRT RUBY P23453,"Delosperma cooperi 'Jewel of the Desert Ruby' P.P.#23,453   ",Jewel of the Desert Ruby Ice Plant                          
OR,08467UT,DELOS JWL OF DSRT RUBY P23453,"Delosperma cooperi 'Jewel of the Desert Ruby' P.P.#23,453   ",Jewel of the Desert Ruby Ice Plant                          
OR,098591,DELOS JWL OF DSRT TOPAZ P23492,"Delosperma cooperi 'Jewel of the Desert Topaz' P.P. #23,492 ",Jewel of the Desert Topaz Ice Plant                         
OR,09859UT,DELOS JWL OF DSRT TOPAZ P23492,"Delosperma cooperi 'Jewel of the Desert Topaz' P.P. #23,492 ",Jewel of the Desert Topaz Ice Plant                         
OR,034201,DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             
OR,03420UT,DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             
OR,048541,DELOSPERMA DY RED MOUNTAIN R,Delosperma dyeri 'Psdold'                                   ,Red Mountain®  Ice Plant
OR,078741,DELOSPERMA FIRE SPINNER R,Delosperma 'P001S'                                          ,Fire Spinner®  Ice Plant
OR,09723UT,DELOSPERMA FIRE WONDER PPAF,Delosperma 'Fire Wonder' P.P.A.F.                           ,Wheels of Wonder®  Fire Wonder Ice Plant
OR,059461,DELOSPERMA MESA VERDE PP13876,Delosperma 'Kelaidis' P.P.# 13876                           ,Mesa Verde®  Ice Plant
OR,05946UT,DELOSPERMA MESA VERDE PP13876,Delosperma 'Kelaidis' P.P.# 13876                           ,Mesa Verde®  Ice Plant
OR,029891S,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia
OR,029892S,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia
OR,086222S,DEUTZIA CREME FRAICHE TM,Deutzia gracilis                                            ,Creme Fraiche®  Deutzia
OR,031571,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         
OR,031572,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         
OR,031595,DEUTZIA HYBRIDA PINK-A-BOO R,Deutzia x 'Monzia'                                          ,Pink-A-Boo®  Deutzia
OR,091885,DEUTZIA X NIKKO BLUSH NA74356,Deutzia x rosea 'Nikko Blush' (NA74356)                     ,Nikko Blush Deutzia                                         
OR,031331,DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    
OR,004801,DICENTRA BURNINGHEARTS PP20797,Dicentra 'Burning Hearts' P.P.A.F.                          ,Burning Hearts Bleeding Heart                               
OR,004901,DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart
OR,004902,DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart
OR,035621,DICENTRA SPEC GOLD HEART,Dicentra spectabilis 'Gold Heart'                           ,Gold Heart Bleeding Heart                                   
OR,035622,DICENTRA SPEC GOLD HEART,Dicentra spectabilis 'Gold Heart'                           ,Gold Heart Bleeding Heart                                   
OR,031611,DICENTRA X LUXURIANT,Dicentra x 'Luxuriant'                                      ,Luxuriant Fringed Bleeding Heart                            
OR,410421,DIGITALIS FXLGT TM RBY GLW PAF,Digitalis x 'Ruby Glow' P.P.A.F.                            ,Foxlight Ruby Glow Foxglove                                 
OR,021821,DISPOROPSIS PER SICHUAN JADE,Disporopsis pernyi 'Sichuan Jade'                           ,Sichuan Jade Solomon's Seal                                 
OR,049832,DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         
OR,049835,DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         
OR,085821,DISPORUM CANT MOONLIGHT P24556,"Disporum cantoniense 'Moonlight' P.P.#24,556                ",Moonlight Chinese Fairy Bells                               
OR,085822,DISPORUM CANT MOONLIGHT P24556,"Disporum cantoniense 'Moonlight' P.P.#24,556                ",Moonlight Chinese Fairy Bells                               
OR,080762,DISPORUM CANT NIGHT HERON,Disporum cantoniense 'Night Heron'                          ,Night Heron Chinese Fairy Bells                             
OR,050612,DRIMYS LANCEOLATA,Drimys lanceolata                                           ,Mountain Pepper                                             
OR,050615,DRIMYS LANCEOLATA,Drimys lanceolata                                           ,Mountain Pepper                                             
OR,412611,ECHIN DBL SCP TM CRANBRY PPAF,"Echinacea x purpurea 'Balscanery' P.P.# 24,769              ",Double Scoop™  Cranberry Echinacea
OR,097211,ECHIN SMBRO TM FLMNCO ORNG,Echinacea purpurea 'Flamenco Orange' P.P.A.F.               ,Sombrero™  Flamenco Orange Coneflower
OR,086841,ECHIN SMBRO TM SALSA RD P23105,"Echinacea x 'Balsomsed' P.P.#23,105                         ",Sombrero™  Salsa Red Coneflower
OR,007051,ECHIN SUPREME CANTALOUPE PPAF,Echinacea 'Supreme Cantaloupe' P.P.A.F.                     ,Supreme Cantaloupe Coneflower                               
OR,412621,ECHIN SUPREME FLAMINGO,"Echinacea purpurea 'Flamingo' P.P. 24,898                   ",Supreme™  Flamingo Echinacea
OR,407711,ECHIN VANILLA CUPCAKE,"Echinacea 'Vanilla Cupcake' P.P. 24,506                     ",Vanilla Cupcake™  Echinacea
OR,022831,ECHINACEA CRNBRY CUPCAKE PPAF,Echinacea 'Cranberry Cupcake' P.P.A.F.                      ,Cranberry Cupcake Coneflower                                
OR,077121,ECHINACEA NOW CHEESIER PPAF,Echinacea 'Now Cheesier' P.P.A.F.                           ,Now Cheesier Coneflower                                     
OR,047511,ECHINACEA PNK DBL DLITE P18803,Echinacea purpurea 'Pink Double Delight' P.P.A.F            ,Pink Double Delight Coneflower                              
OR,031771,ECHINACEA PUR MAGNUS,Echinacea purpurea 'Magnus'                                 ,Magnus Purple Coneflower                                    
OR,039581,ECHINACEA PUR MERLOT PP18814,Echinacea purpurea 'Merlot' P.P.# 18814                     ,Merlot Coneflower                                           
OR,018221,ECHINACEA PUR RUBY STAR,Echinacea purpurea 'Ruby Star'                              ,Ruby Star Coneflower                                        
OR,01822UT,ECHINACEA PUR RUBY STAR,Echinacea purpurea 'Ruby Star'                              ,Ruby Star Coneflower                                        
OR,057301,ECHINACEA TOMATO SOUP PPAF,"Echinacea 'Tomato Soup' P.P.# 19,427                        ",Tomato Soup Coneflower                                      
OR,032161,ERICA ATROPURPUREA,Erica cinerea 'Atropurpurea'                                ,Purple Bell Heath                                           
OR,032162,ERICA ATROPURPUREA,Erica cinerea 'Atropurpurea'                                ,Purple Bell Heath                                           
OR,017961,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   
OR,017962,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   
OR,032071,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    
OR,032072,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    
OR,032082,ERICA SILBERSCHMELZE,Erica x darleyensis 'Silberschmelze'                        ,White Bell Winter Heath                                     
OR,077591,ERYSIMUM GLOW TM ORANGE,Erysimum x hybrida 'Orange'                                 ,Glow™  Orange Wallflower
OR,077581,ERYSIMUM JENNY BROOK PP20253,"Erysimum 'Jenny Brook' P.P. #20,253 C.P.B.R.                ",Jenny Brooks Wallflower                                     
OR,050722,EUCRYPHIA LUC SPRING CREAM,Eucryphia lucida 'Spring Cream'                             ,Variegated Tasmanian Leatherwood                            
OR,050725,EUCRYPHIA LUC SPRING CREAM,Eucryphia lucida 'Spring Cream'                             ,Variegated Tasmanian Leatherwood                            
OR,019311,EUO A COLE'S COMPACT,Euonymus alatus 'Cole's Compact'                            ,Cole's Compact Burning Bush                                 
OR,019312,EUO A COLE'S COMPACT,Euonymus alatus 'Cole's Compact'                            ,Cole's Compact Burning Bush                                 
OR,019315,EUO A COLE'S COMPACT,Euonymus alatus 'Cole's Compact'                            ,Cole's Compact Burning Bush                                 
OR,033601,EUO ALATUS COMPACTUS,Euonymus alatus 'Compactus'                                 ,Dwarf Burning Bush                                          
OR,033602,EUO ALATUS COMPACTUS,Euonymus alatus 'Compactus'                                 ,Dwarf Burning Bush                                          
OR,033651,EUO F CANADALE GOLD,Euonymus fortunei 'Canadale Gold'                           ,Canadale Gold Wintercreeper                                 
OR,034001,EUO F EMERALD 'N GOLD,Euonymus fortunei 'Emerald 'n Gold'                         ,Emerald 'n Gold Wintercreeper                               
OR,033901,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                
OR,034301,EUO F GOLDEN PRINCE R,Euonymus fortunei 'Monce'                                   ,Golden Prince®  Wintercreeper
OR,035855,FAGUS SYL PURPLE FOUNTAIN,Fagus sylvatica 'Purple Fountain'                           ,Purple Fountain Beech                                       
OR,035795,FAGUS SYL RIVERSII,Fagus sylvatica 'Riversii'                                  ,River's Purple European Beech                               
OR,020515,FAGUS SYL ROHAN OBELISK(RED OB,Fagus sylvatica 'Red Obelisk'                               ,Red Obelisk European Beech                                  
OR,035645,FATSIA JAPONICA,Fatsia japonica                                             ,Japanese Aralia                                             
OR,03612UT,FERN-ATHYRIUM NIP PICTUM,Athyrium niponicum 'Pictum'                                 ,Japanese Painted Fern                                       
OR,005041,FERN-DRYOPTERIS CELSA,Dryopteris celsa                                            ,Log Fern                                                    
OR,021222,FERN-DRYOPTERIS ERY BRILLIANCE,Dryopteris erythrosora 'Brilliance'                         ,Brilliance Autumn Fern                                      
OR,03626UT,FERN-DRYOPTERIS FELIX-MAS ROB,Dryopteris filix-mas 'Robusta'                              ,Robust Male Fern                                            
OR,083722,FERN-POLYSTICHUM POLYBLEPHARUM,Polystichum polyblepharum                                   ,Tassel Fern                                                 
OR,036491,FERN-POLYSTICHUM SET(ANGULARE),Polystichum setiferum                                       ,Soft Shield Fern                                            
OR,077431S,FORS X SHOW OFF TM STARLT PAF,"Forsythia x intermedia 'Minfor6' P.P.A.F., C.B.R.A.F.       ",Show Off™  Starlet Forsythia
OR,017541,FORSYTHIA X MAGICAL R GOLD,Forsythia x intermedia 'Kolgold'                            ,Magical®  Gold Forsythia
OR,017542,FORSYTHIA X MAGICAL R GOLD,Forsythia x intermedia 'Kolgold'                            ,Magical®  Gold Forsythia
OR,017545,FORSYTHIA X MAGICAL R GOLD,Forsythia x intermedia 'Kolgold'                            ,Magical®  Gold Forsythia
OR,037101,FORSYTHIA X SPRING GLORY,Forsythia x intermedia 'Spring Glory'                       ,Spring Glory Forsythia                                      
OR,037105,FORSYTHIA X SPRING GLORY,Forsythia x intermedia 'Spring Glory'                       ,Spring Glory Forsythia                                      
OR,068341,FRAGARIA TRISTAR,Fragaria Tristar                                            ,Tristar Strawberry                                          
OR,086091,FRAGARIA X ANANASSA TOSCANA,Fragaria x ananassa 'Toscana'                               ,Toscana Strawberry                                          
OR,073101,FRAGARIA X SAN ANDREAS PP19975,"Fragaria x ananassa 'San Andreas' P.P. #19,975              ",San Andreas Strawberry                                      
OR,07310UT,FRAGARIA X SAN ANDREAS PP19975,"Fragaria x ananassa 'San Andreas' P.P. #19,975              ",San Andreas Strawberry                                      
OR,068361,FRAGARIA X SEASCAPE R,Fragaria x ananassa 'Seascape'                              ,Seascape Strawberry                                         
OR,06836UT,FRAGARIA X SEASCAPE R,Fragaria x ananassa 'Seascape'                              ,Seascape Strawberry                                         
OR,081762,FUCHSIA DEBRON'S FNNY VALNTINE,Fuchsia hybrida 'DebRon's Funny Valentine'                  ,DebRon's Funny Valentine Fuchsia                            
OR,081772,FUCHSIA DEBRON'S JOAN LOU,Fuchsia hybrida 'DebRon's Joan Lou'                         ,DebRon's Joan Lou Fuchsia                                   
OR,051111,FUCHSIA DEBRON'S STORMY NIGHT,Fuchsia x 'DebRon's Stormy Night'                           ,DebRon's Stormy Night Fuchsia                               
OR,051112,FUCHSIA DEBRON'S STORMY NIGHT,Fuchsia x 'DebRon's Stormy Night'                           ,DebRon's Stormy Night Fuchsia                               
OR,049861,FUCHSIA GENII AUREA,Fuchsia genii                                               ,Hardy Fuchsia                                               
OR,049871,FUCHSIA MAGEL WINDCLIFF FLURRY,Fuchsia magellanica 'Windcliff Flurry'                      ,Windcliff Flurry Hardy Fuchsia                              
OR,049872,FUCHSIA MAGEL WINDCLIFF FLURRY,Fuchsia magellanica 'Windcliff Flurry'                      ,Windcliff Flurry Hardy Fuchsia                              
OR,037642,FUCHSIA SANTA CLAUS,Fuchsia hybrida 'Santa Claus'                               ,Santa Claus Fuchsia                                         
OR,412631,GAILLARDIA FANFARE CITRNLA PAF,Gaillardia 'Fanfare Citronella'                             ,Fanfare Citronella Blanket Flower                           
OR,408811,GAILLARDIA SUNSET CELEBRATION,Gaillardia x grandiflora 'Celebration' P.P.A.F.             ,Celebration Blanket Flower                                  
OR,408751,GAILLARDIA SUNSET FLASH PPAF,Gaillardia x grandiflora 'Sunset Flash' P.P.A.F.            ,Sunset Flash Blanket Flower                                 
OR,408801,GAILLARDIA SUNSET SNAPPY PPAF,Gaillardia x grandiflora 'Sunset Snappy'                    ,Sunset Snappy Blanket Flower                                
OR,037781,GAULTHERIA PRO VERY BERRY,Gaultheria procumbens 'Very Berry'                          ,Very Berry Creeping Wintergreen                             
OR,037791,GAULTHERIA PROCUMBENS,Gaultheria procumbens                                       ,Creeping Wintergreen                                        
OR,017611,GAULTHERIA RED BARON,Gaultheria procumbens 'Red Baron'                           ,Red Baron Creeping Wintergreen                              
OR,412661,GAURA L LITTLE JANIE,Gaura lindhemeri 'Little Janie' P.P.A.F.                    ,Little Janie Gaura                                          
OR,086711,GAURA L PINK LADY PP17494,"Gaura lindheimeri 'Pink Lady' P.P.#17,494                   ",Pink Lady Gaura                                             
OR,048591,GAZANIA LIN COLORADO GOLD R,Gazania linearis 'Colorado Gold'                            ,Colorado Gold®  Treasure Flower
OR,04859UT,GAZANIA LIN COLORADO GOLD R,Gazania linearis 'Colorado Gold'                            ,Colorado Gold®  Treasure Flower
OR,038122,GENISTA PIL GOLD FLASH,Genista pilosa 'Gold Flash'                                 ,Gold Flash Broom                                            
OR,03828UT,GERANIUM CIN SUBCAULESCENS,Geranium cinereum var. subcaulescens                        ,Black-Eyed Magenta Cranesbill                               
OR,023081,GERANIUM ROZANNE PP12175,Geranium x 'Rozanne' P.P.# 12175                            ,Rozanne Cranesbill                                          
OR,02145UT,GEUM COCC BORISII,Geum coccineum 'Borisii'                                    ,Boris Avens                                                 
OR,038355,GINKGO BIL AUTUMN GOLD,Ginkgo biloba 'Autumn Gold'                                 ,Autumn Gold Maidenhair Tree                                 
OR,033975,GINKGO BIL JADE BUTTERFLIES,Ginkgo biloba 'Jade Butterfly'                              ,Jade Butterfly Maidenhair Tree                              
OR,001421,GR-ACORUS GR OGON,Acorus gramineus 'Ogon'                                     ,Golden Variegated Sweet Flag                                
OR,014012,GR-CAL ACUT KARL FOERSTER,Calamagrostis x acutiflora 'Karl Foerster'                  ,Foerster's Feather Reed Grass                               
OR,014082,GR-CALAMAGROSTIS  BRACHYTRICA,Calamagrostis brachytricha                                  ,Korean Feather Reed Grass                                   
OR,035931,GR-CAREX DOL KAGA NISHIKI,Carex dolichostachya 'Kaga Nishiki'                         ,Gold Fountains Sedge                                        
OR,022591,GR-CAREX ELATA BOWLES GOLDEN,Carex elata 'Bowles Golden'                                 ,Bowles Golden Sedge                                         
OR,035832,GR-CAREX MOR ICE DANCE,Carex morrowii 'Ice Dance'                                  ,Ice Dance Japanese Sedge                                    
OR,022601,GR-CAREX MORROWII AUREA VAR,Carex morrowii 'Aurea-variegata'                            ,Variegated Japanese Sedge                                   
OR,024091,GR-CHASMANTHIUM LATIFOLIUM,Chasmanthium latifolium                                     ,Northern Sea Oats                                           
OR,089282,GR-DESCHAMPSIA SCHOTTLAND,Deschampsia caespitosa 'Schottland'                         ,Scottish Tufted Hair Grass                                  
OR,031941,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        
OR,031942,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        
OR,028051,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          
OR,03667UT,GR-FESTUCA GLAUCA ELIJAH BLUE,Festuca glauca 'Elijah Blue'                                ,Elijah Blue Fescue                                          
OR,061665,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  
OR,061765,GR-MIS SIN PURPURASCENS,Miscanthus sinensis 'Purpurascens'                          ,Purple Silver Grass                                         
OR,005621,GR-MOLINIA CAER ARUND SKYRACER,Molina caerulea subsp. arundinacea 'Skyracer'               ,Skyracer Purple Moor Grass                                  
OR,005622,GR-MOLINIA CAER ARUND SKYRACER,Molina caerulea subsp. arundinacea 'Skyracer'               ,Skyracer Purple Moor Grass                                  
OR,061701,GR-MOLINIA CAER VARIEGATA,Molinia caerulea 'Variegata'                                ,Variegated Moor Grass                                       
OR,022961,GR-PAN VIR NORTHWIND,Panicum virgatum 'Northwind'                                ,Northwind Switch Grass                                      
OR,064262,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        
OR,063591,GR-PENN ALO LITTLE BUNNY,Pennisetum alopecuroides 'Little Bunny'                     ,Little Bunny Dwarf Fountain Grass                           
OR,06359UT,GR-PENN ALO LITTLE BUNNY,Pennisetum alopecuroides 'Little Bunny'                     ,Little Bunny Dwarf Fountain Grass                           
OR,049931,GR-RHODOCOMA CAPENSIS,Rhodocoma capensis                                          ,Giant Cape Restio                                           
OR,033202,GUNNERA TINCTORIA,Gunnera tinctoria                                           ,Chilean Prickly Rhubarb                                     
OR,039285,HAMAMELIS X INT ARNOLD PROMISE,Hamamelis x intermedia 'Arnold Promise'                     ,Arnold Promise Witch Hazel                                  
OR,039235,HAMAMELIS X INT JELENA,Hamamelis x intermedia 'Jelena'                             ,Jelena Witch Hazel                                          
OR,056051,HEBE BARNETTII,Hebe albicans 'Barnettii'                                   ,Barnett Hebe                                                
OR,050921,HEBE IMBRICATA,Hebe imbricata                                              ,Hebe                                                        
OR,050961,HEBE JASPER,Hebe 'Jasper'                                               ,Jasper Hebe                                                 
