Qty Ordered,Qty Shipped,Item,Description,Size,Form,Whs,UPC,SKU,,Unit Freight,Selling Price,Price Code,Extended,
1,0,074411S,BUD LO&BEHLD R BLU CHP PP19991,1S,,170000,14949335680,,,$0.94 ,$0.00 ,SAMPLE,$0.00 ,
1,0,053655,JUN V BLUE ARROW,5,,170000,14949536551,GROWN4CASCADIAN,,$2.82 ,$0.00 ,SAMPLE,$0.00 ,
1,0,068015,PUNICA GR ANGEL RED R PP16578,5,,170000,14949908099,,,$2.82 ,$0.00 ,SAMPLE,$0.00 ,
1,0,074962S,ROSA OSO EASY R CHERRYPIE PPAF,2S,,170000,14949348833,,,$1.88 ,$0.00 ,SAMPLE,$0.00 ,
1,0,074982S,ROSA OSO EASY R PAPRIKA PPAF,2S,,170000,14949348857,,,$1.88 ,$0.00 ,SAMPLE,$0.00 ,
1,0,056232,VACC BOUNTIFUL BLUE R PP19381,2,,170000,14949287781,GROWN4CASCADIAN,,$1.41 ,$0.00 ,SAMPLE,$0.00 ,
,,,,Total:,,,,,,,,$0.00 ,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
