Loc,Item,Description,Botanical Name,Common Name,Product
OR,02145UT,GEUM COCC BORISII,Geum coccineum 'Borisii'                                    ,Boris Avens                                                 ,PRN
OR,038355,GINKGO BIL AUTUMN GOLD,Ginkgo biloba 'Autumn Gold'                                 ,Autumn Gold Maidenhair Tree                                 ,TRE
OR,033975,GINKGO BIL JADE BUTTERFLIES,Ginkgo biloba 'Jade Butterfly'                              ,Jade Butterfly Maidenhair Tree                              ,TRE
OR,014012,GR-CAL ACUT KARL FOERSTER,Calamagrostis x acutiflora 'Karl Foerster'                  ,Foerster's Feather Reed Grass                               ,GRS
OR,014082,GR-CALAMAGROSTIS  BRACHYTRICA,Calamagrostis brachytricha                                  ,Korean Feather Reed Grass                                   ,GRS
OR,022581,GR-CAREX BUCHANANII,Carex buchananii                                            ,Fox Red Curly Sedge                                         ,GRS
OR,035931,GR-CAREX DOL KAGA NISHIKI,Carex dolichostachya 'Kaga Nishiki'                         ,Gold Fountains Sedge                                        ,GRS
OR,022591,GR-CAREX ELATA BOWLES GOLDEN,Carex elata 'Bowles Golden'                                 ,Bowles Golden Sedge                                         ,GRS
OR,035832,GR-CAREX MOR ICE DANCE,Carex morrowii 'Ice Dance'                                  ,Ice Dance Japanese Sedge                                    ,GRS
OR,024091,GR-CHASMANTHIUM LATIFOLIUM,Chasmanthium latifolium                                     ,Northern Sea Oats                                           ,GRS
OR,089282,GR-DESCHAMPSIA SCHOTTLAND,Deschampsia caespitosa 'Schottland'                         ,Scottish Tufted Hair Grass                                  ,GRS
OR,031942,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        ,GRS
OR,028051,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          ,GRS
OR,036671,GR-FESTUCA GLAUCA ELIJAH BLUE,Festuca glauca 'Elijah Blue'                                ,Elijah Blue Fescue                                          ,GRS
OR,03667UT,GR-FESTUCA GLAUCA ELIJAH BLUE,Festuca glauca 'Elijah Blue'                                ,Elijah Blue Fescue                                          ,GRS
OR,03591UT,GR-HAKONECHLOA MACRA ALL GOLD,Hakonechloa macra 'All Gold'                                ,All Gold Japanese Forest Grass                              ,GRS
OR,038681,GR-HAKONECHLOA MACRA AUREOLA,Hakonechloa macra 'Aureola'                                 ,Golden Japanese Forest Grass                                ,GRS
OR,061565,GR-MIS SIN GRACILLIMUS,Miscanthus sinensis 'Gracillimus'                           ,Maiden Grass                                                ,GRS
OR,061765,GR-MIS SIN PURPURASCENS,Miscanthus sinensis 'Purpurascens'                          ,Purple Silver Grass                                         ,GRS
OR,005621,GR-MOLINIA CAER ARUND SKYRACER,Molina caerulea subsp. arundinacea 'Skyracer'               ,Skyracer Purple Moor Grass                                  ,GRS
OR,005622,GR-MOLINIA CAER ARUND SKYRACER,Molina caerulea subsp. arundinacea 'Skyracer'               ,Skyracer Purple Moor Grass                                  ,GRS
OR,061701,GR-MOLINIA CAER VARIEGATA,Molinia caerulea 'Variegata'                                ,Variegated Moor Grass                                       ,GRS
OR,022961,GR-PAN VIR NORTHWIND,Panicum virgatum 'Northwind'                                ,Northwind Switch Grass                                      ,GRS
OR,063881,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,GRS
OR,064262,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,GRS
OR,06359UT,GR-PENN ALO LITTLE BUNNY,Pennisetum alopecuroides 'Little Bunny'                     ,Little Bunny Dwarf Fountain Grass                           ,GRS
OR,049931,GR-RHODOCOMA CAPENSIS,Rhodocoma capensis                                          ,Giant Cape Restio                                           ,GRS
OR,033202,GUNNERA TINCTORIA,Gunnera tinctoria                                           ,Chilean Prickly Rhubarb                                     ,PRN
OR,039285,HAMAMELIS X INT ARNOLD PROMISE,Hamamelis x intermedia 'Arnold Promise'                     ,Arnold Promise Witch Hazel                                  ,DCS
OR,039235,HAMAMELIS X INT JELENA,Hamamelis x intermedia 'Jelena'                             ,Jelena Witch Hazel                                          ,DCS
OR,056051,HEBE BARNETTII,Hebe albicans 'Barnettii'                                   ,Barnett Hebe                                                ,EVS
OR,050921,HEBE IMBRICATA,Hebe imbricata                                              ,Hebe                                                        ,EVS
OR,050961,HEBE JASPER,Hebe 'Jasper'                                               ,Jasper Hebe                                                 ,EVS
OR,05096UT,HEBE JASPER,Hebe 'Jasper'                                               ,Jasper Hebe                                                 ,EVS
OR,051031,HEBE PIMELEOIDES QUICKSILVER,Hebe pimeleoides 'Quicksilver'                              ,Quicksilver Hebe                                            ,EVS
OR,039462,HEBE PING SUTHERLANDII,Hebe pinguifolia 'Sutherlandii'                             ,Sutherland Hebe                                             ,EVS
OR,412821,HELENIUM AUT CAN CAN,Helenium autumnale 'Can Can'                                ,Can Can Sneezeweed                                          ,PRN
OR,413081,HELIOPSIS HEL SUNSTRUCK P25524,"Heliopsis helianthoides 'Sunstruck' P.P.#25,524             ",Sunstruck False Sunflower                                   ,PRN
OR,067231,HELLE WJEWELS R PAINTED,Helleborus 'Painted'                                        ,Winter Jewels®  Painted Lenten Rose,PRN
OR,075431,HELLEBORUS X DOUBLE FANTASY,Helleborus niger 'Double Fantasy'                           ,Double Fantasy Lenten Rose (Winter Dreams Series)           ,PRN
OR,040511,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 ,PRN
OR,040512,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 ,PRN
OR,040131,HEM MINI PEARL,Hemerocallis x 'Mini Pearl'                                 ,Mini Pearl Dwarf Daylily                                    ,PRN
OR,083984PTC,HEM PINK PLAYMATE,Hemerocallis x 'Pink Playmate'                              ,Pink Playmate Daylily                                       ,PRN
OR,040631,HEM PRAIRIE BLUE EYES,Hemerocallis x 'Prairie Blue Eyes'                          ,Prairie Blue Eyes Daylily                                   ,PRN
OR,083941,HEM SILOAM GUMDROP,Hemerocallis x 'Siloam Gumdrop'                             ,Siloam Gumdrop Daylily                                      ,PRN
OR,064181,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,EVS
OR,403231,HEUCHERA BERRY SMOOTHIE P21871,"Heuchera ' Berry Smoothie' P.P.# 21,871 C.O.P.F.            ",Berry Smoothie Coral Bells                                  ,PRN
OR,097171,HEUCHERA CARNIVAL RSE GRNT PAF,Heuchera x hybrida 'Carnival Rose Granita'                  ,Carnival Rose Granita Coral Bells                           ,PRN
OR,036711,HEUCHERA CAROLINE PP20026,"Heuchera x 'Caroline' P.P. #20,026                          ",Caroline Coral Bells                                        ,PRN
OR,403241,HEUCHERA CHERRY COLA P22967,Heuchera 'Cherry Cola' P.P.A.F.                             ,Cherry Cola Heuchera                                        ,PRN
OR,054911,HEUCHERA FIRE CHIEF PP21880,Heuchera x 'Fire Chief' P.P.#21880                          ,Fire Chief Coral Bells                                      ,PRN
OR,023101,HEUCHERA FROSTED VIOLET P15085,Heuchera 'Frosted Violet' P.P.# 15085                       ,Frosted Violet Coral Bells                                  ,PRN
OR,047531,HEUCHERA GEORGIA PEACH PP19375,Heuchera x 'Georgia Peach' P.P.# 19375                      ,Georgia Peach Coral Bells                                   ,PRN
OR,018661,HEUCHERA GREEN SPICE,Heuchera americana 'Green Spice'                            ,Green Spice Coral Bells                                     ,PRN
OR,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,PRN
OR,045721,HEUCHERA MIDNIGHT ROSE PP18551,Heuchera x 'Midnight Rose' P.P.# 18551                      ,Midnight Rose Coral Bells                                   ,PRN
OR,040451,HEUCHERA PALACE PURPLE,Heuchera micrantha 'Palace Purple'                          ,Palace Purple Coral Bells                                   ,PRN
OR,047541,HEUCHERA PEACH FLAMBEE PP17195,Heuchera x 'Peach Flambe' P.P.# 17195                       ,Peach Flambe Coral Bells                                    ,PRN
OR,036694PTC,HEUCHERA ROSE MAJESTY PP17414,"Heuchera x 'Rose Majesty P.P. #17,414                       ",Rose Majesty Coral Bells                                    ,PRN
OR,054481,HEUCHERELLA GOLD ZEBRA PPAF,Heucherella 'Gold Zebra' PP# 22104 COPF                     ,Gold Zebra Foamy Bells                                      ,PRN
OR,076241,HEUCHERELLA REDSTN FLLS P22394,"Heucherella x 'Redstone Falls' P.P.# 22,394                 ",Redstone Falls Trailing Foamy Bells                         ,PRN
OR,407761,HEUCHERELLA SOLAR ECLIPSE,Heucherella 'Solar Eclipse'                                 ,Solar Eclipse Foamy Bells                                   ,PRN
OR,041171,HEUCHERELLA SWEET TEA PPAF,"Heucherella 'Sweet Tea' P.P.#21,296                         ",Sweet Tea Foamy Bells                                       ,PRN
OR,056365,HOLBOELLIA COR CATHEDRAL GEM,Holboellia coriacea 'Cathedral Gem'                         ,Cathedral Gem Sausage Vine                                  ,VIN
OR,031872,HOSTA ABIQUA DRINKING GOURD,Hosta (H. 'Tokudama' x H. sieboldiana) 'Abiqua Drinking Gour,Abiqua Drinking Gourd Plantain Lily                         ,PRN
OR,036984PTC,HOSTA APHRODITE,Hosta plantaginea 'Aphrodite'                               ,Aphrodite Plantain Lily                                     ,PRN
OR,093061,HOSTA ENTERPRISE,Hosta 'Enterprise'                                          ,Enterprise Hosta                                            ,PRN
OR,093062,HOSTA ENTERPRISE,Hosta 'Enterprise'                                          ,Enterprise Hosta                                            ,PRN
OR,041472,HOSTA EOLA SAPPHIRE,Hosta x 'Eola Sapphire'                                     ,Eola Sapphire Plantain Lily                                 ,PRN
OR,075112,HOSTA FANTASY ISLAND,Hosta 'Fantasy Island'                                      ,Fantasy Island Plantain Lily                                ,PRN
OR,041862,HOSTA FLUCTUANS VARIEG (SAGAE),Hosta x 'Sagae'                                             ,Variegated Plantain Lily                                    ,PRN
OR,041695,HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       ,PRN
OR,041532,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   ,PRN
OR,04153UT,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   ,PRN
OR,041771,HOSTA GOLDEN PRAYERS,Hosta x 'Golden Prayers'                                    ,Golden Prayers Plantain Lily                                ,PRN
OR,04177UT,HOSTA GOLDEN PRAYERS,Hosta x 'Golden Prayers'                                    ,Golden Prayers Plantain Lily                                ,PRN
OR,019911,HOSTA GREAT EXPECTATIONS,Hosta 'Great Expectations'                                  ,Great Expectations Plantain Lily                            ,PRN
OR,017522,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     ,PRN
OR,017525,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     ,PRN
OR,041822,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  ,PRN
OR,041825,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  ,PRN
OR,006982,HOSTA MINUTEMAN,Hosta x 'Minuteman'                                         ,Minuteman Plantain Lily                                     ,PRN
OR,028392,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          ,PRN
OR,028395,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          ,PRN
OR,041882,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,PRN
OR,007012,HOSTA REGAL SPLENDOR,Hosta x 'Regal Splendor'                                    ,Regal Splendor Plantain Lily                                ,PRN
OR,039472,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         ,PRN
