Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,2012,034095,#5,TSUGA CAN GRACILLIS,Tsuga canadensis 'Gracilis'                                 ,Gracilis Hemlock                                            ,CON,04,, 31.00 , 26.35 , 4.87 , 31.22 ,,     ,014949342534,     ,     ,-,"24""S", 5 , 317 ,     ,          ,     ,          ,     ,          
OR,2012,038191,#1,TSUGA CAN JEDDELOH,Tsuga canadensis 'Jeddeloh'                                 ,Jeddeloh Canadian Hemlock                                   ,CON,04,, 8.00 , 6.80 , 0.97 , 7.77 ,,     ,014949431733,     ,     ,-,"10""S", 10 , 430 ,     ,          ,     ,          ,     ,          
OR,2012,038192,#2,TSUGA CAN JEDDELOH,Tsuga canadensis 'Jeddeloh'                                 ,Jeddeloh Canadian Hemlock                                   ,CON,04,, 17.50 , 14.88 , 1.95 , 16.83 ,,     ,014949359976,     ,     ,-,"12""S", 5 , 41 ,     ,          ,     ,          ,     ,          
OR,    ,073285,#5,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON,04,, 48.50 , 41.23 , 4.87 , 46.10 ,,     ,014949732854,     ,     ,-,"38""H - 14""S", 5 , 36 ,     ,          ,     ,          ,     ,          
OR,    ,073287,#7,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON,04,, 78.50 , 66.73 , 12.18 , 78.91 ,,     ,014949732878,     ,     ,-,"48""H - 12""S", 2 , 3 ,     ,          ,     ,          ,     ,          
OR,    ,073265,#5,TSUGA CANADENSIS,Tsuga canadensis                                            ,Canadian Hemlock                                            ,CON,04,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949732656,     ,     ,-,"38""H - 14""S", 5 , 28 ,     ,          ,     ,          ,     ,          
,,,,Evergreen Shrubs,,,,,,,,,,,,,,,,,,,,,,,,
CA,    ,025691,#1,ABELIA GRA ROSE CREEK,Abelia x 'Rose Creek'                                       ,Rose Creek Abelia                                           ,EVS,06,, 9.50 , 8.08 , 1.05 , 9.13 ,,     ,014949053737,     ,     ,,, 10 ,     , 748 ,03/01/16  ,     ,          ,     ,          
CA,    ,000055,#5,ABELIA GRANDIFLORA,Abelia x grandiflora                                        ,Glossy Abelia                                               ,EVS,06,, 20.75 , 17.64 , 5.25 , 22.89 ,,     ,014949000557,     ,     ,-,"12""H - 15""S", 5 , 32 ,     ,          ,     ,          ,     ,          
OR,    ,016631,#1,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,EVS,02,, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949000212,     ,     ,-,"4""H - 8""S", 10 , 166 ,     ,          ,     ,          ,     ,          
OR,    ,016632,#2,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,EVS,02,, 17.75 , 15.09 , 2.44 , 17.53 ,,     ,014949000311,     ,     ,-,6''H - 12''S, 5 , 88 ,     ,          ,     ,          ,     ,          
OR,    ,002951,#1,ARCTOSTAPHYLOS MASSACHUSETTS,Arctostaphylos uva-ursi 'Massachusetts'                     ,Massachusetts Kinnikinnick                                  ,EVS,02,, 10.00 , 8.50 , 0.97 , 9.47 ,,     ,014949029510,     ,     ,-,"2""H - 6""S", 10 , 1 ,     ,          ,     ,          ,     ,          
OR,    ,003561,#1,AUCUBA MR GOLDSTRIKE,Aucuba japonica 'Mr. Goldstrike'                            ,Mr. Goldstrike Aucuba                                       ,EVS,06,, 8.00 , 6.80 , 0.97 , 7.77 ,,     ,014949035610,     ,     ,-,"10""H - 8""S", 10 , 22 ,     ,          ,     ,          ,     ,          
OR,    ,003562,#2,AUCUBA MR GOLDSTRIKE,Aucuba japonica 'Mr. Goldstrike'                            ,Mr. Goldstrike Aucuba                                       ,EVS,06,, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949035627,     ,     ,-,12''H - 10''S, 5 ,     , 17 ,04/27/16  ,     ,          ,     ,          
OR,    ,003565,#5,AUCUBA MR GOLDSTRIKE,Aucuba japonica 'Mr. Goldstrike'                            ,Mr. Goldstrike Aucuba                                       ,EVS,06,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949035658,     ,     ,-,15''H - 14''S, 5 ,     , 55 ,03/01/16  ,     ,          ,     ,          
OR,    ,003015,#5,BUXUS CHICAGOLAND GREEN R,Buxus x 'Glencoe'                                           ,Chicagoland Green™  Boxwood,EVS,04,CLG, 25.00 , 21.25 , 4.87 , 26.12 ,,     ,014949012079,     ,     ,-,"12""H - 14""S", 5 , 15 ,     ,          ,     ,          ,     ,          
OR,2011,090781,#1,BUXUS GOLDEN TRIUMPH,Buxus microphylla 'Golden Triumph'                          ,Golden Triumph Boxwood                                      ,EVS,05,PPP, 8.50 , 7.23 , 0.97 , 8.20 ,,     ,014949275849,     ,     ,-,6''H - 6''S, 10 ,     , 28 ,03/28/16  ,     ,          ,     ,          
OR,2011,090782,#2,BUXUS GOLDEN TRIUMPH,Buxus microphylla 'Golden Triumph'                          ,Golden Triumph Boxwood                                      ,EVS,05,PPP, 17.50 , 14.88 , 2.44 , 17.32 ,,     ,014949251867,     ,     ,-,"10""H - 12""S", 5 ,     , 17 ,03/28/16  ,     ,          ,     ,          
CA,    ,013821,#1,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,EVS,04,, 7.25 , 6.16 , 1.05 , 7.21 ,,     ,014949138212,     ,     ,-,"8""H - 6""S", 10 ,     , 69 ,04/01/16  ,     ,          ,     ,          
OR,    ,013822,#2,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,EVS,04,, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949138229,     ,     ,-,"14""H - 10""S", 5 , 15 ,     ,          ,     ,          ,     ,          
OR,    ,013825CN,#5 CONE,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,EVS,04,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949055366,     ,     ,-,"24""H - 12""S",     , 26 , 26 ,05/15/16  ,     ,          ,     ,          
OR,    ,013891,#1,BUXUS GREEN VELVET,Buxus 'Green Velvet'                                        ,Green Velvet Boxwood                                        ,EVS,04,, 7.25 , 6.16 , 0.97 , 7.13 ,,     ,014949138915,     ,     ,-,"8""H - 8""S", 10 , 582 ,     ,          ,     ,          ,     ,          
OR,    ,013892,#2,BUXUS GREEN VELVET,Buxus 'Green Velvet'                                        ,Green Velvet Boxwood                                        ,EVS,04,, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949138922,     ,     ,-,"8""H - 10""S", 5 , 118 ,     ,          ,     ,          ,     ,          
OR,    ,013895,#5,BUXUS GREEN VELVET,Buxus 'Green Velvet'                                        ,Green Velvet Boxwood                                        ,EVS,04,, 25.50 , 21.68 , 4.87 , 26.55 ,,     ,014949138953,     ,     ,-,"12""H - 14""S", 5 , 112 ,     ,          ,     ,          ,     ,          
OR,    ,013897,#7,BUXUS GREEN VELVET,Buxus 'Green Velvet'                                        ,Green Velvet Boxwood                                        ,EVS,04,, 42.00 , 35.70 , 12.18 , 47.88 ,,     ,014949283455,     ,     ,-,"14""H - 16""S", 2 , 4 ,     ,          ,     ,          ,     ,          
CA,    ,013951,#1,BUXUS J GREEN BEAUTY,Buxus microphylla japonica 'Green Beauty'                   ,Green Beauty Boxwood                                        ,EVS,05,, 7.25 , 6.16 , 1.05 , 7.21 ,,     ,014949139516,     ,     ,-,"8""H - 6""S", 10 , 26 ,     ,          ,     ,          ,     ,          
CA,    ,013952,#2,BUXUS J GREEN BEAUTY,Buxus microphylla japonica 'Green Beauty'                   ,Green Beauty Boxwood                                        ,EVS,05,, 16.25 , 13.81 , 2.62 , 16.43 ,,     ,014949139523,     ,     ,-,"12""H - 10""S", 5 , 70 , 70 ,04/01/16  ,     ,          ,     ,          
CA,    ,013955,#5,BUXUS J GREEN BEAUTY,Buxus microphylla japonica 'Green Beauty'                   ,Green Beauty Boxwood                                        ,EVS,05,, 25.00 , 21.25 , 5.25 , 26.50 ,,     ,014949139554,     ,     ,-,"12""H - 15""S", 5 ,     , 5 ,05/01/16  ,     ,          ,     ,          
CA,    ,013701,#1,BUXUS MIC FAULKNER,Buxus microphylla 'Faulkner'                                ,Faulkner Boxwood                                            ,EVS,05,, 7.25 , 6.16 , 1.05 , 7.21 ,,     ,014949137017,     ,     ,-,"8""H - 6""S", 10 ,     , 27 ,04/01/16  ,     ,          ,     ,          
CA,    ,01370EGL,"7"" Terra Cotta GLOBE",BUXUS MIC FAULKNER,Buxus microphylla 'Faulkner'                                ,Faulkner Boxwood                                            ,EVS,05,, 17.00 , 14.45 , 1.05 , 15.50 ,,     ,014949322475,     ,     ,,, 10 ,     , 864 ,04/01/16  ,     ,          ,     ,          
OR,    ,013831,#1,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 7.25 , 6.16 , 0.97 , 7.13 ,,     ,014949138311,     ,     ,-,8''H - 8''S, 10 , 290 ,     ,          ,     ,          ,     ,          
OR,    ,013832,#2,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949138328,     ,     ,-,"12""H - 12""S", 5 , 30 ,     ,          ,     ,          ,     ,          
CA,    ,013832,#2,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 16.25 , 13.81 , 2.62 , 16.43 ,,     ,014949138328,     ,     ,-,"14""H - 10""S", 5 , 57 ,     ,          ,     ,          ,     ,          
OR,    ,013835,#5,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 25.00 , 21.25 , 4.87 , 26.12 ,,     ,014949138359,     ,     ,-,"16""H - 16""S", 5 , 20 , 20 ,04/27/16  ,     ,          ,     ,          
CA,    ,013835,#5,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 25.00 , 21.25 , 5.25 , 26.50 ,,     ,014949138359,     ,     ,-,"15""H - 15""S", 5 ,     , 214 ,04/01/16  ,     ,          ,     ,          
OR,    ,013835CN,#5 CONE,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949043516,     ,     ,-,"20""H",     ,     , 183 ,05/15/16  ,     ,          ,     ,          
CA,    ,013835CN,#5 CONE,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 43.25 , 36.76 , 5.25 , 42.01 ,,     ,014949043516,     ,     ,-,"24""H",     ,     , 10 ,04/01/16  ,     ,          ,     ,          
CA,    ,013835GL,#5 GLOBE,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 38.75 , 32.94 , 5.25 , 38.19 ,,     ,014949138656,     ,     ,-,"12""H - 12""S", 2 ,     , 40 ,04/01/16  ,     ,          ,     ,          
CA,    ,013837CN,#7 CONE,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 82.50 , 70.13 , 13.12 , 83.25 ,,     ,014949138571,     ,     ,-,"30""H", 2 ,     , 3 ,05/01/16  ,     ,          ,     ,          
CA,    ,013837CU,#7 CUBE,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 82.50 , 70.13 , 13.12 , 83.25 ,,     ,014949138564,     ,     ,-,"20""H - 17""S", 2 ,     , 12 ,04/01/16  ,     ,          ,     ,          
CA,    ,01383MGL,#10 Squat GLOBE,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,EVS,05,, 82.50 , 70.13 , 18.90 , 89.03 ,,     ,014949062531,     ,     ,-,"16""H - 18""S",     , 10 ,     ,          ,     ,          ,     ,          
OR,    ,013901,#1,BUXUS S GREEN TOWER R PP15243,"Buxus sempervirens 'Monrue' P.P. #15,243                    ",Green Tower®  Boxwood,EVS,05,OLD, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949139011,     ,     ,-,12''H - 6''S, 10 ,     , 4 ,10/01/15  ,     ,          ,     ,          
OR,    ,013982,#2,BUXUS SEMP SUFFRUTICOSA,Buxus sempervirens 'Suffruticosa'                           ,Dwarf English Boxwood                                       ,EVS,05,, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949027103,     ,     ,-,10''H - 9''S, 5 , 22 ,     ,          ,     ,          ,     ,          
OR,    ,01398EGL,"7"" Terra Cotta GLOBE",BUXUS SEMP SUFFRUTICOSA,Buxus sempervirens 'Suffruticosa'                           ,Dwarf English Boxwood                                       ,EVS,05,, 17.00 , 14.45 , 0.97 , 15.42 ,,     ,014949286418,     ,     ,-,"5""H - 6""S", 10 , 1 ,     ,          ,     ,          ,     ,          
OR,    ,01398UT,LittleOne,BUXUS SEMP SUFFRUTICOSA,Buxus sempervirens 'Suffruticosa'                           ,Dwarf English Boxwood                                       ,EVS,05,, 5.25 , 4.46 , 0.73 , 5.19 ,,     ,014949068953,     ,     ,-,"4""H", 16 ,     , 4 ,01/01/16  ,     ,          ,     ,          
OR,    ,013881,#1,BUXUS SEMP VARIEGATA,Buxus sempervirens 'Variegata'                              ,Variegated English Boxwood                                  ,EVS,05,, 8.50 , 7.23 , 0.97 , 8.20 ,,     ,014949139219,     ,     ,-,8''H - 6''S, 10 , 45 , 45 ,04/27/16  ,     ,          ,     ,          
OR,    ,01388UT,LittleOne,BUXUS SEMP VARIEGATA,Buxus sempervirens 'Variegata'                              ,Variegated English Boxwood                                  ,EVS,05,, 5.25 , 4.46 , 0.73 , 5.19 ,,     ,014949068960,     ,     ,,"4""H", 16 ,     , 198 ,01/01/16  ,     ,          ,     ,          
OR,    ,035971,#1,BUXUS WEE WILLIE R PP17007,"Buxus sinica var. insularis 'Wee Willie' P.P.# 17,007       ",Wee Willie®  Boxwood,EVS,05,SWE, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949208717,     ,     ,-,"6""H - 6""S", 10 , 97 , 97 ,04/27/16  ,     ,          ,     ,          
OR,    ,029051,#1,CALLUNA MRS. RONALD GRAY,Calluna vulgaris 'Mrs. Ronald Gray'                         ,Mrs. Ronald Gray Scotch Heather                             ,EVS,05,, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949124796,     ,     ,-,"4""H - 8""S", 10 , 382 ,     ,          ,     ,          ,     ,          
OR,    ,029001,#1,COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    ,EVS,05,, 6.75 , 5.74 , 0.97 , 6.71 ,,     ,014949290019,     ,     ,-,"6""H - 10""S", 10 , 28 ,     ,          ,     ,          ,     ,          
OR,    ,029005,#5,COT DAM CORAL BEAUTY,Cotoneaster dammeri 'Coral Beauty'                          ,Coral Beauty Cotoneaster                                    ,EVS,05,, 22.00 , 18.70 , 4.87 , 23.57 ,,     ,014949290057,     ,     ,-,16''H - 18''S, 5 , 9 ,     ,          ,     ,          ,     ,          
OR,    ,029101,#1,COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        ,EVS,05,, 6.75 , 5.74 , 0.97 , 6.71 ,,     ,014949291016,     ,     ,-,6''H - 8''S, 10 , 17 ,     ,          ,     ,          ,     ,          
OR,    ,029102,#2,COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        ,EVS,05,, 15.25 , 12.96 , 2.44 , 15.40 ,,     ,014949291023,     ,     ,-,10''H - 14''S, 5 , 33 ,     ,          ,     ,          ,     ,          
OR,    ,029105,#5,COT DAM EICHHOLZ,Cotoneaster dammeri 'Eichholz'                              ,Eichholz Cotoneaster                                        ,EVS,05,, 21.25 , 18.06 , 4.87 , 22.93 ,,     ,014949291054,     ,     ,-,"6""H - 15""S", 5 , 1 ,     ,          ,     ,          ,     ,          
OR,    ,029455,#5,COT HOR PERPUSILLUS,Cotoneaster horizontalis 'Perpusillus'                      ,Prostrate Rock Cotoneaster                                  ,EVS,04,, 22.00 , 18.70 , 4.87 , 23.57 ,,     ,014949294550,     ,     ,-,"14""H - 18""S", 5 , 40 ,     ,          ,     ,          ,     ,          
OR,    ,030251,#1,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,EVS,06,, 6.75 , 5.74 , 0.97 , 6.71 ,,     ,014949302514,     ,     ,-,"4""H - 6""S", 10 , 68 ,     ,          ,     ,          ,     ,          
OR,    ,030252,#2,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,EVS,06,, 15.25 , 12.96 , 2.44 , 15.40 ,,     ,014949351970,     ,     ,-,4''H - 12''S, 5 , 101 ,     ,          ,     ,          ,     ,          
OR,    ,030255PT,#5 PATIO TREE,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,EVS,06,, 61.75 , 52.49 , 7.31 , 59.80 ,,     ,014949360828,     ,     ,-,"8""S", 2 ,     , 159 ,06/01/16  ,     ,          ,     ,          
OR,    ,03025UT,LittleOne,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,EVS,06,, 5.00 , 4.25 , 0.73 , 4.98 ,,     ,014949069042,     ,     ,-,"2""H", 16 ," 1,023 "," 1,023 ",01/01/16  ,     ,          ,     ,          
OR,    ,032161,#1,ERICA ATROPURPUREA,Erica cinerea 'Atropurpurea'                                ,Purple Bell Heath                                           ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949321614,     ,     ,-,6''H - 8''S, 10 , 35 , 35 ,06/01/16  ,     ,          ,     ,          
OR,    ,032162,#2,ERICA ATROPURPUREA,Erica cinerea 'Atropurpurea'                                ,Purple Bell Heath                                           ,EVS,06,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949321621,     ,     ,BUDS & BLOOMS,6''H - 12''S, 5 , 92 ,     ,          ,     ,          ,     ,          
OR,    ,017961,#1,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949006153,     ,     ,BUDS,4''H - 8''S, 10 , 553 ,     ,          ,     ,          ,     ,          
OR,    ,017962,#2,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   ,EVS,06,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949006276,     ,     ,BUDS,6''H - 12''S, 5 , 323 ,     ,          ,     ,          ,     ,          
OR,    ,032071,#1,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949320716,     ,     ,BUDS,6''H - 8''S, 10 , 135 ,     ,          ,     ,          ,     ,          
OR,    ,032072,#2,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    ,EVS,06,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949320723,     ,     ,BUDS,6''H - 12''S, 5 , 318 ,     ,          ,     ,          ,     ,          
OR,    ,032081,#1,ERICA SILBERSCHMELZE,Erica x darleyensis 'Silberschmelze'                        ,White Bell Winter Heath                                     ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949320815,     ,     ,-,6''H - 8''S, 10 , 81 ,     ,          ,     ,          ,     ,          
OR,    ,032082,#2,ERICA SILBERSCHMELZE,Erica x darleyensis 'Silberschmelze'                        ,White Bell Winter Heath                                     ,EVS,06,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949320822,     ,     ,BUDS,8''H - 12''S, 5 , 273 ,     ,          ,     ,          ,     ,          
OR,    ,034001,#1,EUO F EMERALD 'N GOLD,Euonymus fortunei 'Emerald 'n Gold'                         ,Emerald 'n Gold Wintercreeper                               ,EVS,05,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949340011,     ,     ,-,"6""H - 6""S", 10 , 582 ,     ,          ,     ,          ,     ,          
CA,    ,034001,#1,EUO F EMERALD 'N GOLD,Euonymus fortunei 'Emerald 'n Gold'                         ,Emerald 'n Gold Wintercreeper                               ,EVS,05,, 6.50 , 5.53 , 1.05 , 6.58 ,,     ,014949340011,     ,     ,-,"8""H - 8""S", 10 ,     , 35 ,03/15/16  ,     ,          ,     ,          
OR,    ,034002,#2,EUO F EMERALD 'N GOLD,Euonymus fortunei 'Emerald 'n Gold'                         ,Emerald 'n Gold Wintercreeper                               ,EVS,05,, 14.25 , 12.11 , 2.44 , 14.55 ,,     ,014949340028,     ,     ,-,8''H - 12''S, 5 , 177 ,     ,          ,     ,          ,     ,          
OR,    ,033901,#1,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                ,EVS,05,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949339015,     ,     ,-,8''H - 8''S, 10 , 489 ,     ,          ,     ,          ,     ,          
CA,    ,033901,#1,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                ,EVS,05,, 6.50 , 5.53 , 1.05 , 6.58 ,,     ,014949339015,     ,     ,-,"6""H - 8""S", 10 ,     , 100 ,03/01/16  ,     ,          ,     ,          
OR,    ,033902,#2,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                ,EVS,05,, 14.25 , 12.11 , 2.44 , 14.55 ,,     ,014949339022,     ,     ,-,8''H - 12''S, 5 , 382 ,     ,          ,     ,          ,     ,          
CA,    ,033902,#2,EUO F EMERALD GAIETY,Euonymus fortunei 'Emerald Gaiety'                          ,Emerald Gaiety Wintercreeper                                ,EVS,05,, 14.25 , 12.11 , 2.62 , 14.73 ,,     ,014949339022,     ,     ,-,"6""H - 10""S", 5 ,     , 72 ,03/01/16  ,     ,          ,     ,          
OR,    ,034301,#1,EUO F GOLDEN PRINCE R,Euonymus fortunei 'Monce'                                   ,Golden Prince®  Wintercreeper,EVS,04,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949343012,     ,     ,-,8''H - 8''S, 10 , 123 ,     ,          ,     ,          ,     ,          
OR,    ,034302,#2,EUO F GOLDEN PRINCE R,Euonymus fortunei 'Monce'                                   ,Golden Prince®  Wintercreeper,EVS,04,, 14.25 , 12.11 , 2.44 , 14.55 ,,     ,014949343029,     ,     ,-,10''H - 10''S, 5 ,     , 112 ,04/27/16  ,     ,          ,     ,          
OR,    ,034451,#1,EUO F IVORY JADE,Euonymus fortunei 'Ivory Jade'                              ,Ivory Jade Wintercreeper                                    ,EVS,04,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949344514,     ,     ,-,6''H - 8''S, 10 , 271 ,     ,          ,     ,          ,     ,          
OR,    ,034452,#2,EUO F IVORY JADE,Euonymus fortunei 'Ivory Jade'                              ,Ivory Jade Wintercreeper                                    ,EVS,04,, 14.25 , 12.11 , 2.44 , 14.55 ,,     ,014949344521,     ,     ,-,8''H - 12''S, 5 , 38 ,     ,          ,     ,          ,     ,          
OR,    ,034501,#1,EUO F MOONSHADOW,Euonymus fortunei 'Moonshadow'                              ,Moonshadow Wintercreeper                                    ,EVS,04,OLD, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949345016,     ,     ,-,"4""H - 8""S", 10 , 159 ,     ,          ,     ,          ,     ,          
CA,    ,034501,#1,EUO F MOONSHADOW,Euonymus fortunei 'Moonshadow'                              ,Moonshadow Wintercreeper                                    ,EVS,04,OLD, 6.50 , 5.53 , 1.05 , 6.58 ,,     ,014949345016,     ,     ,-,CAN FULL, 10 ,     , 588 ,03/01/16  ,     ,          ,     ,          
OR,    ,034502,#2,EUO F MOONSHADOW,Euonymus fortunei 'Moonshadow'                              ,Moonshadow Wintercreeper                                    ,EVS,04,OLD, 14.25 , 12.11 , 2.44 , 14.55 ,,     ,014949345023,     ,     ,-,6''H - 12''S, 5 , 82 ,     ,          ,     ,          ,     ,          
CA,    ,034502,#2,EUO F MOONSHADOW,Euonymus fortunei 'Moonshadow'                              ,Moonshadow Wintercreeper                                    ,EVS,04,OLD, 14.25 , 12.11 , 2.62 , 14.73 ,,     ,014949345023,     ,     ,-,"4""H - 10""S", 5 ,     , 246 ,03/01/16  ,     ,          ,     ,          
CA,    ,034802,#2,EUO J AUREO MARGINATUS,Euonymus japonicus 'Aureo-marginatus'                       ,Golden Euonymus                                             ,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949348024,     ,     ,-,"8""H - 10""S", 5 ,     , 5 ,03/01/16  ,     ,          ,     ,          
CA,    ,034805,#5,EUO J AUREO MARGINATUS,Euonymus japonicus 'Aureo-marginatus'                       ,Golden Euonymus                                             ,EVS,06,, 22.00 , 18.70 , 5.25 , 23.95 ,,     ,014949348055,     ,     ,-,"12""H - 12""S", 5 ,     , 25 ,04/01/16  ,     ,          ,     ,          
CA,    ,034901,#1,EUO J AUREOVARIEGATUS,Euonymus japonicus 'Aureovariegatus'                        ,Gold Spot Euonymus                                          ,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949349014,     ,     ,-,"10""H - 8""S", 10 ,     ," 1,243 ",03/01/16  ,     ,          ,     ,          
CA,    ,034902,#2,EUO J AUREOVARIEGATUS,Euonymus japonicus 'Aureovariegatus'                        ,Gold Spot Euonymus                                          ,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949349021,     ,     ,-,"10""H - 10""S", 5 , 24 ,     ,          ,     ,          ,     ,          
CA,    ,034905,#5,EUO J AUREOVARIEGATUS,Euonymus japonicus 'Aureovariegatus'                        ,Gold Spot Euonymus                                          ,EVS,06,, 22.00 , 18.70 , 5.25 , 23.95 ,,     ,014949349052,     ,     ,-,"18""H - 18""S", 5 ,     , 29 ,03/01/16  ,     ,          ,     ,          
CA,    ,033661,#1,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949336618,     ,     ,-,"8""H - 6""S", 10 ,     , 780 ,03/01/16  , 780 ,03/15/16  ,     ,          
CA,    ,033665,#5,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,EVS,06,, 22.00 , 18.70 , 5.25 , 23.95 ,,     ,014949336656,     ,     ,-,"20""H - 12""S", 5 ,     , 20 ,03/01/16  ,     ,          ,     ,          
