Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
CA,    ,047305,#5,JUN C SPARTAN,Juniperus chinensis 'Spartan'                               ,Spartan Juniper                                             ,CON,05,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949473054,     ,     ,-,"40""H - 12""S", 5 , 7 , 7 ,04/01/16  ,     ,          ,     ,          
CA,    ,047305P2,#5 2BALL POODLE,JUN C SPARTAN,Juniperus chinensis 'Spartan'                               ,Spartan Juniper                                             ,CON,05,, 61.75 , 52.49 , 7.87 , 60.36 ,,     ,014949473252,     ,     ,-,"44""H", 2 , 19 ,     ,          ,     ,          ,     ,          
OR,    ,047305SP,#5 SPIRAL,JUN C SPARTAN,Juniperus chinensis 'Spartan'                               ,Spartan Juniper                                             ,CON,05,, 77.25 , 65.66 , 7.31 , 72.97 ,,     ,014949473153,     ,     ,-,"48""H", 2 , 36 ,     ,          ,     ,          ,     ,          
CA,    ,047305SP,#5 SPIRAL,JUN C SPARTAN,Juniperus chinensis 'Spartan'                               ,Spartan Juniper                                             ,CON,05,, 77.25 , 65.66 , 7.87 , 73.53 ,,     ,014949473153,     ,     ,-,"48""H", 2 ,     , 60 ,11/01/15  ,     ,          ,     ,          
CA,    ,047307SP,#7 SPIRAL,JUN C SPARTAN,Juniperus chinensis 'Spartan'                               ,Spartan Juniper                                             ,CON,05,, 105.50 , 89.68 , 13.12 , 102.80 ,,     ,014949473177,     ,     ,-,LTD RELEASE, 2 , 58 ,     ,          ,     ,          ,     ,          
CA,    ,047309SP,#15 SPIRAL,JUN C SPARTAN,Juniperus chinensis 'Spartan'                               ,Spartan Juniper                                             ,CON,05,, 153.50 , 130.48 , 26.25 , 156.73 ,,     ,014949473191,     ,     ,-,LTD RELEASE, 1 , 11 ,     ,          ,     ,          ,     ,          
CA,    ,048705,#5,JUN C TORULOSA,Juniperus chinensis 'Torulosa'                              ,Hollywood Juniper                                           ,CON,05,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949487051,     ,     ,-,"46""H", 5 ,     , 6 ,04/01/16  ,     ,          ,     ,          
CA,    ,048707,#7,JUN C TORULOSA,Juniperus chinensis 'Torulosa'                              ,Hollywood Juniper                                           ,CON,05,, 61.75 , 52.49 , 13.12 , 65.61 ,,     ,014949487075,     ,     ,-,"52""H - 20S", 2 , 11 ,     ,          ,     ,          ,     ,          
CA,    ,048707OP,#7 ORIENTAL POMPON,JUN C TORULOSA,Juniperus chinensis 'Torulosa'                              ,Hollywood Juniper                                           ,CON,05,, 111.75 , 94.99 , 19.69 , 114.68 ,,     ,014949487372,     ,     ,-,"64""H", 2 ,     , 7 ,04/01/16  ,     ,          ,     ,          
CA,    ,048709,#15,JUN C TORULOSA,Juniperus chinensis 'Torulosa'                              ,Hollywood Juniper                                           ,CON,05,, 95.00 , 80.75 , 26.25 , 107.00 ,,     ,014949487099,     ,     ,-,"60""H", 1 , 12 , 12 ,04/01/16  ,     ,          ,     ,          
CA,    ,048709OP,#15 ORIENTAL POMPON,JUN C TORULOSA,Juniperus chinensis 'Torulosa'                              ,Hollywood Juniper                                           ,CON,05,, 132.75 , 112.84 , 39.37 , 152.21 ,,     ,014949487396,     ,     ,-,"72""H", 1 ,     , 11 ,04/01/16  ,     ,          ,     ,          
OR,    ,049032,#2,JUN COM ALPINE CARPET R,Juniperus communis 'Mondap'                                 ,Alpine Carpet®  Juniper,CON,03,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949490327,     ,     ,-,"12""S", 5 ,     , 28 ,04/27/16  ,     ,          ,     ,          
OR,    ,049252,#2,JUN H BLUE CHIP,Juniperus horizontalis 'Blue Chip'                          ,Blue Chip Juniper                                           ,CON,03,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949492529,     ,     ,-,"12""S", 5 , 47 ,     ,          ,     ,          ,     ,          
CA,    ,049252,#2,JUN H BLUE CHIP,Juniperus horizontalis 'Blue Chip'                          ,Blue Chip Juniper                                           ,CON,03,, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949492529,     ,     ,-,"14""S", 5 , 123 ,     ,          ,     ,          ,     ,          
OR,    ,049255,#5,JUN H BLUE CHIP,Juniperus horizontalis 'Blue Chip'                          ,Blue Chip Juniper                                           ,CON,03,, 19.00 , 16.15 , 4.87 , 21.02 ,,     ,014949492550,     ,     ,-,"18""S", 5 , 6 ,     ,          ,     ,          ,     ,          
CA,    ,049901,#1,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,CON,03,OLD, 6.50 , 5.53 , 1.05 , 6.58 ,,     ,014949499016,     ,     ,-,"8""S", 10 ," 1,336 "," 1,336 ",05/29/16  ,     ,          ,     ,          
OR,    ,049902,#2,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,CON,03,OLD, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949499023,     ,     ,-,"12""S", 5 , 16 , 16 ,04/27/16  ,     ,          ,     ,          
CA,    ,049902,#2,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,CON,03,OLD, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949499023,     ,     ,-,"12""S", 5 , 342 , 342 ,05/01/16  ,     ,          ,     ,          
OR,    ,049905,#5,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,CON,03,OLD, 19.00 , 16.15 , 4.87 , 21.02 ,,     ,014949499054,     ,     ,-,"15""S", 5 ,     , 85 ,04/27/16  , 85 ,05/11/16  ,     ,          
OR,    ,049905PT,#5 PATIO TREE,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,CON,03,OLD, 61.75 , 52.49 , 7.31 , 59.80 ,,     ,014949499252,     ,     ,-,"12""S", 2 ,     , 12 ,05/11/16  ,     ,          ,     ,          
CA,    ,049905PT,#5 PATIO TREE,JUN H ICEE BLUE R P9639,"Juniperus horizontalis 'Monber' P.P. #9,639                 ",Icee Blue®  Juniper,CON,03,OLD, 61.75 , 52.49 , 7.87 , 60.36 ,,     ,014949499252,     ,     ,,"12""S", 2 ,     , 20 ,05/01/16  ,     ,          ,     ,          
CA,    ,050305,#5,JUN H PRINCE OF WALES,Juniperus horizontalis 'Prince of Wales'                    ,Prince Of Wales Juniper                                     ,CON,03,, 19.00 , 16.15 , 5.25 , 21.40 ,,     ,014949503058,     ,     ,-,"18""S", 5 ,     , 55 ,11/15/15  ,     ,          ,     ,          
OR,    ,050202,#2,JUN H YOUNGSTOWN,Juniperus horizontalis 'Youngstown'                         ,Youngstown Andorra Juniper                                  ,CON,03,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949502020,     ,     ,-,"16""S", 5 , 43 ,     ,          ,     ,          ,     ,          
CA,    ,050202,#2,JUN H YOUNGSTOWN,Juniperus horizontalis 'Youngstown'                         ,Youngstown Andorra Juniper                                  ,CON,03,, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949502020,     ,     ,-,"14""S", 5 , 26 , 26 ,12/31/15  ,     ,          ,     ,          
CA,    ,050205,#5,JUN H YOUNGSTOWN,Juniperus horizontalis 'Youngstown'                         ,Youngstown Andorra Juniper                                  ,CON,03,, 19.00 , 16.15 , 5.25 , 21.40 ,,     ,014949502051,     ,     ,-,"18""S", 5 , 5 ,     ,          ,     ,          ,     ,          
OR,    ,050901,#1,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 7.00 , 5.95 , 0.97 , 6.92 ,,     ,014949509012,     ,     ,-,"12""S", 10 , 279 ,     ,          ,     ,          ,     ,          
CA,    ,050901,#1,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949509012,     ,     ,-,"8""S", 10 ,     ," 4,357 ",11/15/15  ," 4,357 ",04/01/16  ,     ,          
OR,    ,050902,#2,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949509029,     ,     ,-,"16""S", 5 , 47 ,     ,          ,     ,          ,     ,          
CA,    ,050902,#2,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949509029,     ,     ,-,"12""S", 5 ,     , 32 ,11/15/15  ,     ,          ,     ,          
CA,    ,050902OP,#2 ORIENTAL POMPON,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 44.50 , 37.83 , 3.94 , 41.77 ,,     ,014949509326,     ,     ,-,"30""H", 5 ,     , 27 ,04/01/16  ,     ,          ,     ,          
CA,    ,050902ST,#2 STAKED,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 18.25 , 15.51 , 2.62 , 18.13 ,,     ,014949509128,     ,     ,-,30''H, 5 ,     , 8 ,04/01/16  ,     ,          ,     ,          
CA,    ,050905OP,#5 ORIENTAL POMPON,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 79.50 , 67.58 , 7.87 , 75.45 ,,     ,014949509357,     ,     ,-,"36""H", 2 ,     , 30 ,04/01/16  ,     ,          ,     ,          
CA,    ,050905PT,#5 PATIO TREE,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,, 61.75 , 52.49 , 7.87 , 60.36 ,,     ,014949509258,     ,     ,-,"18""S", 2 , 40 ,     ,          ,     ,          ,     ,          
CA,    ,051402,#2,JUN SA ARCADIA,Juniperus sabina 'Arcadia'                                  ,Arcadia Juniper                                             ,CON,03,, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949514023,     ,     ,-,"14""S", 5 , 29 ,     ,          ,     ,          ,     ,          
OR,    ,051601,#1,JUN SA BROADMOOR,Juniperus sabina 'Broadmoor'                                ,Broadmoor Juniper                                           ,CON,03,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949516010,     ,     ,-,"10""S", 10 , 251 , 251 ,04/27/16  ,     ,          ,     ,          
OR,    ,051602,#2,JUN SA BROADMOOR,Juniperus sabina 'Broadmoor'                                ,Broadmoor Juniper                                           ,CON,03,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949516027,     ,     ,-,"14""S", 5 , 35 ,     ,          ,     ,          ,     ,          
OR,    ,051702,#2,JUN SA BUFFALO,Juniperus sabina 'Buffalo'                                  ,Buffalo Juniper                                             ,CON,03,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949517024,     ,     ,-,"14""S", 5 , 15 ,     ,          ,     ,          ,     ,          
OR,    ,051751,#1,JUN SA CALGARY CARPET R,Juniperus sabina 'Monna'                                    ,Calgary Carpet®  Juniper,CON,03,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949517512,     ,     ,-,"10""S", 10 , 53 , 53 ,04/27/16  ,     ,          ,     ,          
OR,    ,051752,#2,JUN SA CALGARY CARPET R,Juniperus sabina 'Monna'                                    ,Calgary Carpet®  Juniper,CON,03,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949517529,     ,     ,-,14''S, 5 , 11 ,     ,          ,     ,          ,     ,          
CA,    ,051752,#2,JUN SA CALGARY CARPET R,Juniperus sabina 'Monna'                                    ,Calgary Carpet®  Juniper,CON,03,, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949517529,     ,     ,-,"14""S", 5 , 18 ,     ,          ,     ,          ,     ,          
CA,    ,051651,#1,JUN SA MOOR-DENSE R,Juniperus sabina 'Monard'                                   ,Moor-Dense®  Juniper,CON,03,, 6.50 , 5.53 , 1.05 , 6.58 ,,     ,014949516515,     ,     ,-,"12""S", 10 ,     ," 2,144 ",11/15/15  ,     ,          ,     ,          
CA,    ,051652,#2,JUN SA MOOR-DENSE R,Juniperus sabina 'Monard'                                   ,Moor-Dense®  Juniper,CON,03,, 13.75 , 11.69 , 2.62 , 14.31 ,,     ,014949516522,     ,     ,-,"14""S", 5 , 25 ,     ,          ,     ,          ,     ,          
CA,    ,052005,#5,JUN SA TAMARISCIFOLIA NEW BLUE,Juniperus sabina var. tamariscifolia 'New Blue'             ,New Blue Tamarix Juniper                                    ,CON,03,, 19.00 , 16.15 , 5.25 , 21.40 ,,     ,014949520055,     ,     ,-,"22""S", 5 , 10 ,     ,          ,     ,          ,     ,          
CA,    ,053655,#5,JUN SC BLUE ARROW,Juniperus scopulorum 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,04,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949536551,     ,     ,-,"42""H", 5 , 99 , 155 ,04/15/16  ,     ,          ,     ,          
CA,    ,053659,#15,JUN SC BLUE ARROW,Juniperus scopulorum 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,04,, 95.00 , 80.75 , 26.25 , 107.00 ,,     ,014949536599,     ,     ,-,"66""H", 1 , 7 , 7 ,04/01/16  ,     ,          ,     ,          
CA,    ,05365M,#10 Squat,JUN SC BLUE ARROW,Juniperus scopulorum 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,04,, 68.00 , 57.80 , 18.90 , 76.70 ,,     ,014949536582,     ,     ,-,"54""H - 12""S", 2 , 53 , 53 ,05/01/16  ,     ,          ,     ,          
CA,    ,052305,#5,JUN SC COLOGREEN,Juniperus scopulorum 'Cologreen'                            ,Cologreen Juniper                                           ,CON,03,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949523056,     ,     ,-,"36""H - 12""S", 5 , 42 , 42 ,04/01/16  ,     ,          ,     ,          
CA,    ,052507,#7,JUN SC GRAY GLEAM,Juniperus scopulorum 'Gray Gleam'                           ,Gray Gleam Juniper                                          ,CON,04,, 61.75 , 52.49 , 13.12 , 65.61 ,,     ,014949525074,     ,     ,-,"38""H - 18""S", 2 , 9 ,     ,          ,     ,          ,     ,          
CA,    ,052705,#5,JUN SC MEDORA,Juniperus scopulorum 'Medora'                               ,Medora Juniper                                              ,CON,03,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949527054,     ,     ,-,"36""H - 10""S", 5 , 23 , 23 ,04/01/16  ,     ,          ,     ,          
CA,    ,052705SP,#5 SPIRAL,JUN SC MEDORA,Juniperus scopulorum 'Medora'                               ,Medora Juniper                                              ,CON,03,, 77.25 , 65.66 , 7.87 , 73.53 ,,     ,014949527153,     ,     ,-,"48""H", 2 , 14 ,     ,          ,     ,          ,     ,          
CA,    ,052709,#15,JUN SC MEDORA,Juniperus scopulorum 'Medora'                               ,Medora Juniper                                              ,CON,03,, 95.00 , 80.75 , 26.25 , 107.00 ,,     ,014949527092,     ,     ,-,"60""H - 24""S", 1 , 16 ,     ,          ,     ,          ,     ,          
CA,    ,054001,#1,JUN SC SKYROCKET,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,04,, 8.50 , 7.23 , 1.05 , 8.28 ,,     ,014949540015,     ,     ,-,"26""H - 6""S", 10 ,     , 15 ,11/15/15  ,     ,          ,     ,          
CA,    ,054005,#5,JUN SC SKYROCKET,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,04,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949540053,     ,     ,-,"36""H - 10""S", 5 , 118 , 118 ,05/01/16  ,     ,          ,     ,          
CA,    ,054007,#7,JUN SC SKYROCKET,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,04,, 61.75 , 52.49 , 13.12 , 65.61 ,,     ,014949540077,     ,     ,-,"56""H", 2 , 4 ,     ,          ,     ,          ,     ,          
CA,    ,054009,#15,JUN SC SKYROCKET,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,04,, 95.00 , 80.75 , 26.25 , 107.00 ,,     ,014949540091,     ,     ,-,"60""H", 1 , 5 , 5 ,04/01/16  ,     ,          ,     ,          
CA,    ,053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Juniperus scopulorum 'Tolleson's Blue Weeping'              ,Tolleson's Blue Weeping Juniper                             ,CON,03,, 61.75 , 52.49 , 7.87 , 60.36 ,,     ,014949531051,     ,     ,-,"60H  - 24""S", 2 , 321 ,     ,          ,     ,          ,     ,          
CA,    ,053302,#2,JUN SC WICHITA BLUE,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,03,, 16.75 , 14.24 , 2.62 , 16.86 ,,     ,014949533024,     ,     ,-,"28""H - 10""S", 5 , 37 , 37 ,04/01/16  ,     ,          ,     ,          
CA,    ,053305,#5,JUN SC WICHITA BLUE,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,03,, 27.75 , 23.59 , 5.25 , 28.84 ,,     ,014949533055,     ,     ,-,"36""H", 5 , 148 , 148 ,04/01/16  ,     ,          ,     ,          
CA,    ,053309,#15,JUN SC WICHITA BLUE,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,03,, 95.00 , 80.75 , 26.25 , 107.00 ,,     ,014949533093,     ,     ,-,"36""H - 24""S", 1 ,     , 6 ,04/01/16  ,     ,          ,     ,          
OR,    ,053391,#1,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,04,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949533918,     ,     ,-,"10""S", 10 , 232 ,     ,          ,     ,          ,     ,          
OR,    ,053392,#2,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,04,, 13.75 , 11.69 , 2.44 , 14.13 ,,     ,014949533925,     ,     ,-,"12""S", 5 , 441 ,     ,          ,     ,          ,     ,          
OR,    ,053395PT,#5 PATIO TREE,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,04,, 61.75 , 52.49 , 7.31 , 59.80 ,,     ,014949534359,     ,     ,-,"12""S", 2 , 5 ,     ,          ,     ,          ,     ,          
CA,    ,03684M,#10 Squat,JUN V TAYLOR,Juniperus virginiana 'Taylor'                               ,Taylor Juniper                                              ,CON,03,, 68.00 , 57.80 , 18.90 , 76.70 ,,     ,014949360309,     ,     ,-,"48""H", 2 , 4 ,     ,          ,     ,          ,     ,          
OR,    ,057275,#5,LARIX DECIDUA PENDULA,Larix decidua 'Pendula'                                     ,Weeping European Larch                                      ,CON,03,, 54.25 , 46.11 , 4.87 , 50.98 ,,     ,014949572757,     ,     ,-,"50""H", 5 , 35 ,     ,          ,     ,          ,     ,          
OR,    ,064525,#5,PICEA ABIES,Picea abies                                                 ,Norway Spruce                                               ,CON,02,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949211960,     ,     ,-,"33""H - 16""S", 5 , 32 ,     ,          ,     ,          ,     ,          
OR,    ,064555PT,#5 PATIO TREE,PICEA ABIES LITTLE GEM,Picea abies 'Little Gem'                                    ,Little Gem Norway Spruce                                    ,CON,02,, 76.25 , 64.81 , 7.31 , 72.12 ,,     ,014949644959,     ,     ,-,"12""S", 2 ,     , 8 ,05/11/16  ,     ,          ,     ,          
OR,    ,064561,#1,PICEA ABIES NIDIFORMIS,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,02,, 6.75 , 5.74 , 0.97 , 6.71 ,,     ,014949645611,     ,     ,-,"12""S", 10 ,     , 47 ,04/27/16  ,     ,          ,     ,          
OR,    ,064562,#2,PICEA ABIES NIDIFORMIS,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,02,, 14.50 , 12.33 , 2.44 , 14.77 ,,     ,014949645628,     ,     ,-,"14""S", 5 , 51 , 51 ,04/27/16  ,     ,          ,     ,          
OR,    ,064575ST,#5 STAKED,PICEA ABIES PENDULA,Picea abies 'Pendula'                                       ,Weeping Norway Spruce                                       ,CON,02,, 45.00 , 38.25 , 4.87 , 43.12 ,,     ,014949645758,     ,     ,-,"36""H - 12""S", 5 , 21 ,     ,          ,     ,          ,     ,          
OR,    ,064577ST,#7 STAKED,PICEA ABIES PENDULA,Picea abies 'Pendula'                                       ,Weeping Norway Spruce                                       ,CON,02,, 95.00 , 80.75 , 12.18 , 92.93 ,,     ,014949645772,     ,     ,-,"48""H - 16""S", 2 , 45 ,     ,          ,     ,          ,     ,          
OR,    ,064581,#1,PICEA ABIES PUMILA,Picea abies 'Pumila'                                        ,Dwarf Norway Spruce                                         ,CON,02,, 6.75 , 5.74 , 0.97 , 6.71 ,,     ,014949645819,     ,     ,-,"8""S", 10 ,     , 74 ,06/01/16  ,     ,          ,     ,          
OR,    ,064582,#2,PICEA ABIES PUMILA,Picea abies 'Pumila'                                        ,Dwarf Norway Spruce                                         ,CON,02,, 16.75 , 14.24 , 2.44 , 16.68 ,,     ,014949645826,     ,     ,-,"14""H", 5 ,     , 298 ,04/27/16  ,     ,          ,     ,          
OR,2013,052552,#2,PICEA ABIES PUSCH,Picea abies 'Pusch'                                         ,Pusch Dwarf Norway Spruce                                   ,CON,02,, 19.75 , 16.79 , 2.44 , 19.23 ,,     ,014949277645,     ,     ,-,"12""S", 5 , 34 , 34 ,04/27/16  ,     ,          ,     ,          
OR,    ,049015,#5,PICEA BICOLOR PROSTRATA,                                                            ,                                                            ,CON,05,, 43.00 , 36.55 , 4.87 , 41.42 ,,     ,014949431207,     ,     ,-,"14""S", 5 , 42 ,     ,          ,     ,          ,     ,          
OR,    ,033265,#5,PICEA ENG BUSH'S LACE,Picea engelmannii 'Bush's Lace'                             ,Bush's Lace Engleman Spruce                                 ,CON,03,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949274606,     ,     ,-,"30""H - 16""S", 5 , 37 ,     ,          ,     ,          ,     ,          
OR,    ,064642,#2,PICEA GL ALBERTA BLUE P11473,"Picea glauca 'Haal' P.P. #11,473                            ",Alberta Blue Dwarf Alberta Spruce                           ,CON,02,HJE, 19.25 , 16.36 , 2.44 , 18.80 ,,     ,014949780428,     ,     ,-,"16""H - 8""S", 5 ,     , 10 ,06/01/16  ,     ,          ,     ,          
OR,    ,064621,#1,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949646212,     ,     ,-,"15""H - 8""S", 10 , 623 ,     ,          ,     ,          ,     ,          
OR,    ,064621SP,#1 SPIRAL,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 15.25 , 12.96 , 1.46 , 14.42 ,,     ,014949646113,     ,     ,-,"15""H", 5 ,     , 29 ,04/27/16  ,     ,          ,     ,          
OR,    ,064622,#2,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 18.75 , 15.94 , 2.44 , 18.38 ,,     ,014949646229,     ,     ,-,"22""H - 12""S", 5 ," 26,544 ",     ,          ,     ,          ,     ,          
OR,    ,064622P2,#2 2BALL POODLE,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 42.75 , 36.34 , 3.65 , 39.99 ,,     ,014949651124,     ,     ,-,"24""H - 12""S", 5 , 31 ,     ,          ,     ,          ,     ,          
OR,    ,064622SP,#2 SPIRAL,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 49.75 , 42.29 , 3.65 , 45.94 ,,     ,014949646328,     ,     ,-,"27""H", 5 , 106 ,     ,          ,     ,          ,     ,          
OR,    ,064625,#5,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 28.50 , 24.23 , 4.87 , 29.10 ,,     ,014949646250,     ,     ,-,"33""H - 12""S", 5 , 941 , 941 ,04/27/16  ,     ,          ,     ,          
OR,    ,064625P3,#5 3BALL POODLE,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 73.25 , 62.26 , 7.31 , 69.57 ,,     ,014949647554,     ,     ,-,"42""H", 2 ,     , 36 ,04/27/16  ,     ,          ,     ,          
OR,    ,064625SP,#5 SPIRAL,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 77.25 , 65.66 , 7.31 , 72.97 ,,     ,014949646359,     ,     ,-,"42""H", 2 , 110 ,     ,          ,     ,          ,     ,          
OR,    ,064629,#15,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 117.00 , 99.45 , 24.35 , 123.80 ,,     ,014949646298,     ,     ,-,"60""H - 24""S", 1 , 33 ,     ,          ,     ,          ,     ,          
OR,    ,06462M,#10 Squat,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 79.50 , 67.58 , 17.53 , 85.11 ,,     ,014949645574,     ,     ,-,"54""H", 2 , 287 ,     ,          ,     ,          ,     ,          
OR,    ,06462MP3,#10 Squat 3BALL POODLE,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 100.25 , 85.21 , 17.53 , 102.74 ,,     ,014949646267,     ,     ,-,"50""H", 2 ,     , 25 ,04/27/16  ,     ,          ,     ,          
OR,    ,06462MSP,#10 Squat SPIRAL,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,02,, 111.75 , 94.99 , 17.53 , 112.52 ,,     ,014949651179,     ,     ,-,"54""H", 2 , 51 ,     ,          ,     ,          ,     ,          
OR,2012,019371,#1,PICEA GL CONICA TINY TOWER R,Picea glauca conica 'MonRon'                                ,Tiny Tower®  Alberta Spruce,CON,03,, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949016138,     ,     ,-,"10""H - 6""S", 10 ," 1,542 "," 1,542 ",04/27/16  ,     ,          ,     ,          
OR,2012,019372,#2,PICEA GL CONICA TINY TOWER R,Picea glauca conica 'MonRon'                                ,Tiny Tower®  Alberta Spruce,CON,03,, 19.25 , 16.36 , 2.44 , 18.80 ,,     ,014949232866,     ,     ,-,"14""H - 8""S", 5 , 75 , 75 ,04/27/16  ,     ,          ,     ,          
OR,    ,064652,#2,PICEA GL DENSATA,Picea glauca 'Densata'                                      ,Black Hills Spruce                                          ,CON,02,, 18.50 , 15.73 , 2.44 , 18.17 ,,     ,014949646526,     ,     ,-,"18""H - 14""S", 5 ,     , 2 ,06/01/16  ,     ,          ,     ,          
OR,    ,064655,#5,PICEA GL DENSATA,Picea glauca 'Densata'                                      ,Black Hills Spruce                                          ,CON,02,, 27.75 , 23.59 , 4.87 , 28.46 ,,     ,014949646557,     ,     ,-,"30""H - 16""S", 5 ,     , 32 ,04/27/16  , 32 ,06/01/16  ,     ,          
