Loc,,New Plant,Item,,Size,Plant Name,Common Name,CAT,Zone,Condition,Current Specs,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
OR,160000,,097091,160000097091,#1,HEUCHERA CARNIVAL LIMEADE PPAF,Carnival Limeade Heuchera                                   ,PRN,04,,CAN FULL,     ,     , 286 ,04/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,,097171,160000097171,#1,HEUCHERA CARNIVAL RSE GRNT PAF,Carnival Rose Granita Coral Bells                           ,PRN,04,,CAN FULL,     , 59 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,018661,160000018661,#1,HEUCHERA GREEN SPICE,Green Spice Coral Bells                                     ,PRN,04,-,CAN FULL,     , 307 , 644 ,03/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,028871,160000028871,#1,HEUCHERA MARMALADE PP15945,Marmalade Coral Bells                                       ,PRN,04,-,CAN FULL,     , 18 ,,, 8.25 , 7.43 , 7.22 ,0.58
OR,160000,    ,045721,160000045721,#1,HEUCHERA MIDNIGHT ROSE PP18551,Midnight Rose Coral Bells                                   ,PRN,04,-,CAN FULL,     , 10 ,,, 8.25 , 7.43 , 7.22 ,0.58
OR,160000,    ,037541,160000037541,#1,HEUCHERA OBSIDIAN PP14836,Obsidian Coral Bells                                        ,PRN,04,,CAN FULL,     , 391 ,     ,          , 8.25 , 7.43 , 7.22 ,0.58
OR,160000,,076241,160000076241,#1,HEUCHERELLA REDSTN FLLS P22394,Redstone Falls Trailing Foamy Bells                         ,PRN,04,,CAN FULL,     ,     , 676 ,06/01/16  , 8.25 , 7.43 , 7.22 ,0.58
OR,160000,    ,407761,160000407761,#1,HEUCHERELLA SOLAR ECLIPSE,Solar Eclipse Foamy Bells                                   ,PRN,04,,CAN FULL,     , 311 , 782 ,06/01/16  , 8.25 , 7.43 , 7.22 ,0.58
OR,160000,    ,041171,160000041171,#1,HEUCHERELLA SWEET TEA PPAF,Sweet Tea Foamy Bells                                       ,PRN,04,,CAN FULL,     , 6 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,031871,160000031871,#1,HOSTA ABIQUA DRINKING GOURD,Abiqua Drinking Gourd Plantain Lily                         ,PRN,03,DORMANT,1-3 EYES,     , 679 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,031872,160000031872,#2,HOSTA ABIQUA DRINKING GOURD,Abiqua Drinking Gourd Plantain Lily                         ,PRN,03,DORMANT,2-4 EYES, 47 , 231 ,,, 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,036984PTC,160000036984PTC,"4"" Pot POT-TERRA",HOSTA APHRODITE,Aphrodite Plantain Lily                                     ,PRN,03,CUT BACK,.,     , 243 ,     ,          , 3.40 , 3.06 , 2.98 ,0.33
OR,160000,    ,016761,160000016761,#1,HOSTA CHERRY BERRY,Cherry Berry Plantain Lily                                  ,PRN,04,DORMANT,.,     , 17 , 591 ,03/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,403611,160000403611,#1,HOSTA EARTH ANGEL,Earth Angel Hosta                                           ,PRN,03,DORMANT,1-3 EYES,     , 161 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,,093061,160000093061,#1,HOSTA ENTERPRISE,Enterprise Hosta                                            ,PRN,03,DORMANT,1-3 EYES,     ," 1,141 ",     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,,093062,160000093062,#2,HOSTA ENTERPRISE,Enterprise Hosta                                            ,PRN,03,DORMANT,., 10 , 114 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,041471,160000041471,#1,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                 ,PRN,03,DORMANT,.,     , 152 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,041475,160000041475,#5,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                 ,PRN,03,DORMANT,., 32 , 32 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,,075111,160000075111,#1,HOSTA FANTASY ISLAND,Fantasy Island Plantain Lily                                ,PRN,03,DORMANT,1-3 EYES,     , 139 , 139 ,03/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,017492,160000017492,#2,HOSTA FIRE & ICE,Fire And Ice Plantain Lily                                  ,PRN,04,DORMANT,2-4 EYES,     , 98 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,042981,160000042981,#1,HOSTA FIRST FROST,First Frost Plantain Lily                                   ,PRN,04,DORMANT,.,     , 52 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,042982,160000042982,#2,HOSTA FIRST FROST,First Frost Plantain Lily                                   ,PRN,04,DORMANT,., 4 , 4 ,     ,          , 15.00 , 13.50 , 13.13 ,1.16
OR,160000,    ,041861,160000041861,#1,HOSTA FLUCTUANS VARIEG (SAGAE),Variegated Plantain Lily                                    ,PRN,04,DORMANT,1-3 EYES,     , 297 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,041862,160000041862,#2,HOSTA FLUCTUANS VARIEG (SAGAE),Variegated Plantain Lily                                    ,PRN,04,DORMANT,., 5 , 155 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,041865,160000041865,#5,HOSTA FLUCTUANS VARIEG (SAGAE),Variegated Plantain Lily                                    ,PRN,04,DORMANT,.,     , 154 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,    ,403491,160000403491,#1,HOSTA FRAGRANT BOUQUET,Fragrant Bouquet Hosta                                      ,PRN,03,DORMANT,1-3 EYES,     , 276 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,041691,160000041691,#1,HOSTA FRANCEE,Francee Plantain Lily                                       ,PRN,04,DORMANT,1-3 EYES,     , 211 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,041695,160000041695,#5,HOSTA FRANCEE,Francee Plantain Lily                                       ,PRN,04,DORMANT,.,     , 26 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,    ,041531,160000041531,#1,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                   ,PRN,03,DORMANT,1-3 EYES,     , 251 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,041532,160000041532,#2,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                   ,PRN,03,DORMANT,.,     ," 1,044 ",     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,041771,160000041771,#1,HOSTA GOLDEN PRAYERS,Golden Prayers Plantain Lily                                ,PRN,03,DORMANT,.,     , 70 , 510 ,03/01/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,019911,160000019911,#1,HOSTA GREAT EXPECTATIONS,Great Expectations Plantain Lily                            ,PRN,03,DORMANT,1-3 EYES,     , 462 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,017521,160000017521,#1,HOSTA GUACAMOLE,Guacamole Plantain Lily                                     ,PRN,03,DORMANT,1-3 EYES,     , 151 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,017525,160000017525,#5,HOSTA GUACAMOLE,Guacamole Plantain Lily                                     ,PRN,03,DORMANT,3-5 EYES, 3 , 3 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,    ,031891,160000031891,#1,HOSTA HADSPEN BLUE,Hadspen Blue Plantain Lily                                  ,PRN,04,,1-3 EYES,     ,     , 768 ,03/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,017531,160000017531,#1,HOSTA JUNE,June Plantain Lily                                          ,PRN,03,DORMANT,., 2 ," 1,805 ",,, 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,041821,160000041821,#1,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,DORMANT,.,     ," 1,035 ",     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,041822,160000041822,#2,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,DORMANT,2-4 EYES, 2 , 31 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,041825,160000041825,#5,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,DORMANT,3-5 EYES,     , 28 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,    ,006981,160000006981,#1,HOSTA MINUTEMAN,Minuteman Plantain Lily                                     ,PRN,03,-,1-3 EYES,     ,     , 58 ,03/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,006982,160000006982,#2,HOSTA MINUTEMAN,Minuteman Plantain Lily                                     ,PRN,03,DORMANT,2-4 EYES, 2 , 29 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,028391,160000028391,#1,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,DORMANT,1-3 EYES,     , 387 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,028392,160000028392,#2,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,DORMANT,2-4 EYES, 34 , 268 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,028395,160000028395,#5,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,DORMANT,3-5 EYES, 5 , 308 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,    ,403561,160000403561,#1,HOSTA PARADIGM,Paradigm Hosta                                              ,PRN,03,,1-3 EYES,     ,     , 179 ,04/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,403562,160000403562,#2,HOSTA PARADIGM,Paradigm Hosta                                              ,PRN,03,,,     ,     , 137 ,04/01/16  , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,062011,160000062011,#1,HOSTA PAUL'S GLORY,Paul's Glory Hosta                                          ,PRN,03,,1-3 EYES,     ,     , 340 ,04/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,403621,160000403621,#1,HOSTA PRAYING HANDS,Praying Hands Hosta                                         ,PRN,03,,1-3 EYES,     ,     , 15 ,03/28/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,007011,160000007011,#1,HOSTA REGAL SPLENDOR,Regal Splendor Plantain Lily                                ,PRN,04,DORMANT,1-3 EYES, 5 , 65 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,007015,160000007015,#5,HOSTA REGAL SPLENDOR,Regal Splendor Plantain Lily                                ,PRN,04,CUT BACK,.,     , 10 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,,039471,160000039471,#1,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,DORMANT,1-3 EYES,     , 99 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,,039472,160000039472,#2,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,DORMANT,2-4 EYES, 28 , 209 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,,039475,160000039475,#5,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,DORMANT,3-5 EYES, 17 , 159 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,    ,403641,160000403641,#1,HOSTA SO SWEET,So Sweet Hosta                                              ,PRN,03,DORMANT,1-3 EYES,     , 227 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,044671,160000044671,#1,HOSTA STAINED GLASS PPAF,Stained Glass Plantain Lily                                 ,PRN,03,DORMANT,.,     , 7 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,029791,160000029791,#1,HOSTA STRIPTEASE,Striptease Plantain Lily                                    ,PRN,04,DORMANT,1-3 EYES,     , 128 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,083972,160000083972,#2,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                       ,PRN,04,DORMANT,2-4 EYES,     , 4 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,083975,160000083975,#5,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                       ,PRN,04,DORMANT,.,     , 62 ,     ,          , 25.75 , 23.18 , 22.53 ,2.91
OR,160000,,075161,160000075161,#1,HOSTA THE RAZOR'S EDGE,The Razor's Edge Plantain Lily                              ,PRN,03,DORMANT,1-3 EYES,     , 143 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,,075162,160000075162,#2,HOSTA THE RAZOR'S EDGE,The Razor's Edge Plantain Lily                              ,PRN,03,DORMANT,., 4 , 167 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,X,093131,160000093131,#1,HOSTA VICTORY,Victory Plantain Lily                                       ,PRN,03,,1-3 EYES,     ,     , 230 ,03/28/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,041851,160000041851,#1,HOSTA WIDE BRIM,Wide Brim Plantain Lily                                     ,PRN,03,DORMANT,.,     , 556 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,041852,160000041852,#2,HOSTA WIDE BRIM,Wide Brim Plantain Lily                                     ,PRN,03,DORMANT,., 53 , 381 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,,082011,160000082011,#1,HOSTA X LIBERTY,Liberty Hosta                                               ,PRN,03,-,1-3 EYES,     ,     , 29 ,03/28/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,,082012,160000082012,#2,HOSTA X LIBERTY,Liberty Hosta                                               ,PRN,03,,2-4 EYES,     ,     , 398 ,05/01/16  , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,042022,160000042022,#2,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea,DCS,04,DORMANT,"14""H - 12""S",     , 56 , 103 ,03/28/16  , 16.50 , 14.85 , 14.44 ,1.45
OR,160000,    ,042025,160000042025,#5,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea,DCS,04,DORMANT,"24""H - 16""S",     , 22 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,    ,024372S,160000024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,DORMANT,"14""H - 12""S", 14 , 14 ,     ,          , 17.75 , 15.98 , 15.53 ,1.94
OR,160000,    ,035011,160000035011,#1 STAKED,HYD PET MIRANDA,Miranda Climbing Hydrangea                                  ,VIN,04,DORMANT,3/4 STK,     , 110 ,,, 8.75 , 7.88 , 7.66 ,0.58
OR,160000,    ,035012,160000035012,#2 STAKED,HYD PET MIRANDA,Miranda Climbing Hydrangea                                  ,VIN,04,BREAKING DORMANCY,FULL STK, 16 , 338 ,,, 19.75 , 17.78 , 17.28 ,1.45
OR,160000,    ,042132,160000042132,#2,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,-,"12""H - 12""S", 5 ,     , 5 ,04/27/16  , 15.25 , 13.73 , 13.34 ,1.45
OR,160000,    ,042135,160000042135,#5,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,-,"13""H - 15""S",     , 14 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,,080891S,160000080891S,SuperOne TM,HYPERICUM K BLUES FSTVL TM PAF,Blue & Gold St. John's Wort                                 ,DCS,04,DORMANT,"8""H - 8""S", 26 , 77 ,     ,          , 11.00 , 9.90 , 9.63 ,0.97
OR,160000,    ,045115,160000045115,#5,ILEX GLA NORDIC TM,Nordic  Inkberry Holly,EVS,03,-,"15""H - 14""S",     , 13 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,,086352S,160000086352S,SuperTwo,ILEX VERT MR POPPINS R,Mr. Poppins  Winterberry,DCS,03,DORMANT,16''H - 10''S,     , 38 ,     ,          , 17.25 , 15.53 , 15.09 ,1.94
OR,160000,,086355,160000086355,#5,ILEX VERT MR POPPINS R,Mr. Poppins  Winterberry,DCS,03,DORMANT,"18""H - 16""S",     , 6 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,    ,016461,160000016461,#1,IRIS EN BUTTERFLIES IN FLIGHT,Butterflies In Flight Japanese Iris                         ,PRN,04,CUT BACK,3-5 FANS,     , 7 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,016471,160000016471,#1,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris                                 ,PRN,04,CUT BACK,3-5 FANS, 7 , 561 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,044011,160000044011,#1,IRIS EN VARIEGATA,Variegated Japanese Water Iris                              ,PRN,04,CUT BACK,3-5 FANS,     , 29 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,046361,160000046361,#1,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris                                 ,PRN,04,CUT BACK,3-5 FANS,     , 948 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,045971,160000045971,#1,IRIS SIB BUTTER & SUGAR,Butter & Sugar Siberian Iris                                ,PRN,04,DORMANT,3-5 FANS,     , 314 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,046441,160000046441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                              ,PRN,04,CUT BACK,3-5 FANS,     , 830 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,046471,160000046471,#1,IRIS SIB ERIC THE RED,Eric The Red Siberian Iris                                  ,PRN,04,CUT BACK,3-5 FANS,     , 10 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,046011,160000046011,#1,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                ,PRN,04,CUT BACK,3-5 FANS,     ," 1,212 ",     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,046015,160000046015,#5,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                ,PRN,04,CUT BACK,5-7 FANS,     , 68 ,     ,          , 18.50 , 16.65 , 16.19 ,2.91
OR,160000,    ,048132,160000048132,#2,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,WINTER COLOR,"12""S", 10 , 10 ,     ,          , 14.25 , 12.83 , 12.47 ,1.45
OR,160000,    ,049902,160000049902,#2,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper,CON,03,WINTER COLOR,"12""S",     , 59 ,,, 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,050202,160000050202,#2,JUN H YOUNGSTOWN,Youngstown Andorra Juniper                                  ,CON,03,WINTER COLOR,"16""S", 4 , 15 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,050205,160000050205,#5,JUN H YOUNGSTOWN,Youngstown Andorra Juniper                                  ,CON,03,WINTER COLOR,"24""S",     , 9 ,     ,          , 19.00 , 17.10 , 16.63 ,2.91
OR,160000,    ,050902,160000050902,#2,JUN PRO NANA,Dwarf Japanese Garden Juniper                               ,CON,04,-,"16""S",     , 7 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,051602,160000051602,#2,JUN SA BROADMOOR,Broadmoor Juniper                                           ,CON,03,-,"14""S", 10 , 10 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,051702,160000051702,#2,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,-,"14""S",     , 61 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,051752,160000051752,#2,JUN SA CALGARY CARPET R,Calgary Carpet®  Juniper,CON,03,-,14''S, 6 , 6 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,05330M,16000005330M,#10 Squat,JUN SC WICHITA BLUE,Wichita Blue Juniper                                        ,CON,03,-,"48""H - 20""S", 36 , 36 ,     ,          , 68.00 , 61.20 , 59.50 ,10.47
OR,160000,    ,053392,160000053392,#2,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,-,"12""S", 4 , 4 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,053395,160000053395,#5,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,-,"16""S", 34 , 110 ,     ,          , 19.00 , 17.10 , 16.63 ,2.91
OR,160000,    ,053395PT,160000053395PT,#5 PATIO TREE,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,-,"12""S", 3 , 3 ,     ,          , 61.75 , 55.58 , 54.03 ,4.36
OR,160000,    ,043121,160000043121,#1,KNIPHOFIA HIR FIRE DANCE,Fire Dance Dwarf Poker                                      ,PRN,04,,CAN FULL,     ,     , 339 ,05/01/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,024901,160000024901,#1,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                   ,PRN,04,CUT BACK,.,     , 20 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,02490UT,16000002490UT,LittleOne,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                   ,PRN,04,CUT BACK,,     , 105 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,057265,160000057265,#5,LARIX DECIDUA,European Larch                                              ,CON,03,DORMANT,"48""H",     , 14 ,     ,          , 27.75 , 24.98 , 24.28 ,2.91
OR,160000,    ,057277,160000057277,#7,LARIX DECIDUA PENDULA,Weeping European Larch                                      ,CON,03,DORMANT,"56""H - 12""S",     , 14 ,     ,          , 89.75 , 80.78 , 78.53 ,7.27
OR,160000,    ,029611,160000029611,#1,LUPINUS POL MINARETTE,Minarette Dwarf Lupine                                      ,PRN,04,CUT BACK,CAN FULL,     , 5 , 91 ,04/27/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,059425TR,160000059425TR,#5 TREE,MAG X ELIZABETH,Elizabeth Magnolia                                          ,TRE,04,BUDS,66''H,     , 11 ,     ,          , 45.00 , 40.50 , 39.38 ,2.91
OR,160000,    ,030575,160000030575,#5,MALUS CENTURION R,Centurion®  Crabapple,TRE,04,DORMANT,"62""H",     , 36 ,     ,          , 30.75 , 27.68 , 26.91 ,2.91
OR,160000,    ,018325,160000018325,#5,MALUS SARGENTII TINA,Tina Sargent Crabapple                                      ,TRE,04,DORMANT,"39""H",     , 2 ,     ,          , 30.75 , 27.68 , 26.91 ,2.91
OR,160000,    ,036167,160000036167,#7,METASEQUOIA G OGON GOLD RUSH,Gold Rush Dawn Redwood                                      ,CON,03,DORMANT,"65""H",     ,     , 14 ,04/27/16  , 56.25 , 50.63 , 49.22 ,7.27
OR,160000,,038512,160000038512,#2,MICROBIOTA DRWS BLUE TM P20298,Drew's Blue  Siberian Carpet Cypress,CON,02,WINTER COLOR,"15""S",     , 107 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,046701,160000046701,#1,MONARDA D FIREBALL P14235,Fireball Bee Balm                                           ,PRN,04,CUT BACK,,     , 21 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,025861,160000025861,#1,MONARDA RASPBERRY WINE,Raspberry Wine Bee Balm                                     ,PRN,04,CUT BACK,CAN FULL,     , 37 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,,082581,160000082581,#1,NEPETA LITTLE TRUDY R PP18904,Little Trudy®  Catmint,PRN,04,-,CAN FULL,     ,     , 509 ,06/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,,081741,160000081741,#1,NEPETA NERVOSA PINK CAT,Pink Cat Catmint                                            ,PRN,04,,CAN FULL,     ,     , 235 ,03/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,,077131,160000077131,#1,OSTEO AVALANCHE PP22705,Avalanche White Sun Daisy                                   ,PRN,04,-,CAN FULL,     , 30 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,063351,160000063351,#1,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                 ,PRN,04,-,CAN FULL,     ," 3,460 "," 2,982 ",04/01/16  , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,06335UT,16000006335UT,LittleOne,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                 ,PRN,04,-,CAN FULL,     ," 2,262 ",,, 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,039135,160000039135,#5,PAEONIA ITOH JULIA ROSE,Julia Rose Itoh Peony                                       ,PRN,04,CUT BACK,5  EYES, 22 , 22 ,,, 44.50 , 40.05 , 38.94 ,2.91
OR,160000,    ,019522,160000019522,#2,PAEONIA X BOWL OF BEAUTY (PK),Bowl Of Beauty Herbaceous Peony                             ,PRN,04,DORMANT,5+ EYES,     , 139 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,050282,160000050282,#2,PAEONIA X BUCKEYE BELLE (RED),Buckeye Belle Herbaceous Peony                              ,PRN,04,DORMANT,5+ EYES,     ," 1,205 ",     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,063512,160000063512,#2,PAEONIA X DBL WHITE,Double White Herbaceous Peony                               ,PRN,03,DORMANT,.,     , 175 ,     ,          , 20.25 , 18.23 , 17.72 ,1.45
OR,160000,    ,036332,160000036332,#2,PAEONIA X INSPECTEUR LAVERGNE,Inspecteur Lavergne Peony                                   ,PRN,04,DORMANT,.,     , 226 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,046132,160000046132,#2,PAEONIA X JAN VAN LEEUWEN (WT),Jan Van Leeuwen Peony                                       ,PRN,04,DORMANT,.,     , 10 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,063742,160000063742,#2,PAEONIA X KANSAS (RED),Kansas Double Peony                                         ,PRN,04,CUT BACK,.,     ," 2,702 ",     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,063572,160000063572,#2,PAEONIA X KARL ROSENFIELD(RED),Karl Rosenfield Double Peony                                ,PRN,04,DORMANT,5+ EYES,     , 331 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,064912,160000064912,#2,PAEONIA X MME EMILE DEBATENE,Madame Emile Debatene Double Peony                          ,PRN,04,DORMANT,5+ EYES,     , 43 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,024272,160000024272,#2,PAEONIA X PAUL M WILD (RED),Paul M. Wild Double Peony                                   ,PRN,04,DORMANT,., 21 , 278 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,    ,063762,160000063762,#2,PAEONIA X SHIRLEY TEMPLE (WT),Shirley Temple Double Peony                                 ,PRN,04,DORMANT,5+ EYES,     , 23 ,     ,          , 20.75 , 18.68 , 18.16 ,1.45
OR,160000,,081522S,160000081522S,SuperTwo STAKED,PARTH Q RED WALL TM PPAF,Red Wall  Virginia Creeper,VIN,03,DORMANT,FULL STK, 156 , 341 ,,, 18.25 , 16.43 , 15.97 ,1.94
