Loc,Item,Size,Description,Botanical Name,Common Name,Product,Zone,Condition,Current Specs,Plant Status,Qty Ordered,Qty Remaining,Available Qty,Min Order Qty,List Price,Net Price,Frt Rate,Landed Price,SKU,Retail Price,UPC#,Sale Price,AVL Flag
CA,067845,#5 STAKED,RUBUS IDEAUS FALL GOLD RASPBRY,Rubus idaeus var. strigosus 'Fall Gold'                     ,Fall Gold Raspberry                                         ,DCS,03,DORMANT,"3/4""STAKE",,     ,     , 54 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949327142,          , 
CA,067871,#1 STAKED,RUBUS PRIME-JIM R BKBRY P16989,"Rubus 'APF-12' P.P. #16,989                                 ",Prime-Jim®  Blackberry,DCS,04,WINTER LOOK,"24""H",,     ,     , 126 , 10 , 9.50 , 9.50 , 0.29 ,9.79,            ,     ,014949330371,          , 
CA,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,DCS,05,DORMANT,"10""H - 10"":S",,     ,     ," 1,687 ", 5 , 16.50 , 16.50 , 0.72 ,17.22,            ,     ,014949357132,          , 
CA,070081,#1 STAKED,RUBUS WILLAMETTE RASPBERRY,Rubus idaeus var. strigosus 'Willamette'                    ,Willamette Raspberry                                        ,DCS,04,WINTER LOOK,"24""H",,     ,     , 7 , 10 , 9.50 , 9.50 , 0.29 ,9.79,            ,     ,014949700815,          , 
CA,090471S,SuperOne TM,SALVIA AMISTAD PPAF,Salvia 'Amistad'                                            ,Friendship Sage                                             ,PRN,08,-,"6""H-8""S",PS1,     ,     , 705 , 10 , 8.50 , 8.50 , 0.48 ,8.98,            ,     ,014949379103,          , 
CA,091401,#1,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,PRN,09,-,"6""H - 6''S",PS1,     ,     , 153 , 10 , 5.75 , 5.75 , 0.29 ,6.04,            ,     ,014949914014,          , 
CA,091405,#5,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,PRN,09,-,"15''H - 15""S",PS1,     ,     , 195 , 5 , 21.50 , 21.50 , 1.44 ,22.94,            ,     ,014949914052,          , 
CA,019541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,PRN,04,-,CAN FULL,PS1,     ,     , 41 , 10 , 5.75 , 5.75 , 0.29 ,6.04,            ,     ,014949052136,          , 
CA,020411,#1,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,PRN,04,-,CAN FULL,PS1,     ,     , 78 , 10 , 5.25 , 5.25 , 0.29 ,5.54,            ,     ,014949021996,          , 
CA,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,PRN,04,-,CAN FULL,PS1,     ,     , 178 , 10 , 5.25 , 5.25 , 0.29 ,5.54,            ,     ,014949705919,          , 
CA,068421,#1,SALVIA WENDY'S WISH PP21889,"Salvia hybrida 'Wendy's Wish' P.P.#21,889                   ",Wendy's Wish Sage                                           ,PRN,09,BUDS,CAN FULL,PS1,     ,     , 246 , 10 , 5.75 , 5.75 , 0.29 ,6.04,            ,     ,014949330401,          , 
CA,068422,#2,SALVIA WENDY'S WISH PP21889,"Salvia hybrida 'Wendy's Wish' P.P.#21,889                   ",Wendy's Wish Sage                                           ,PRN,09,BUDS,CAN FULL,PS1,     ,     , 10 , 5 , 12.25 , 12.25 , 0.72 ,12.97,            ,     ,014949333792,          , 
CA,079251,#1,SEDEVERIA HYBRID JET BEADS,x Sedeveria 'Jet Beads'                                     ,Jet Beads Stonecrop                                         ,CAC,08,-,CAN FULL,PS1,     ,     , 4 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949357347,          , 
CA,07925UT,LittleOne,SEDEVERIA HYBRID JET BEADS,x Sedeveria 'Jet Beads'                                     ,Jet Beads Stonecrop                                         ,CAC,08,-,CAN FULL,PS1,     ,     , 4 , 16 , 2.95 , 2.95 , 0.22 ,3.17,            ,     ,014949427767,          , 
CA,070941,#1,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,PRN,03,-,CAN FULL,PS1,     ,     ," 2,651 ", 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949709412,          , 
CA,054641,#1,SEDUM CRYSTAL PINK PPAF,"Sedum spectabile 'Crystal Pink' P.P.#22,094                 ",Crystal Pink Stonecrop                                      ,PRN,04,-,CAN FULL,PS1,     ,     , 69 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949333921,          , 
CA,065021,#1,SEDUM DASYPHYLLUM MAJOR,Sedum dasyphyllum 'Major'                                   ,Corsican Stonecrop                                          ,PRN,05,-,CAN FULL,PS1,     ,     , 190 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949326978,          , 
CA,068671,#1,SEDUM HISPANICUM,Sedum hispanicum                                            ,Tiny Buttons Stonecrop                                      ,PRN,02,-,CAN FULL,PS1,     ,     , 56 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949326879,          , 
CA,011821,#1,SEDUM JOHN CREECH,Sedum spurium 'John Creech'                                 ,John Creech Stonecrop                                       ,PRN,03,-,CAN FULL,PS1,     ,     , 563 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949326206,          , 
CA,065141,#1,SEDUM MAKINOI LIMELIGHT,Sedum makinoi 'Limelight'                                   ,Limelight Japanese Stonecrop                                ,PRN,06,-,CAN FULL,PS1,     ,     , 123 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949314906,          , 
CA,063671,#1,SEDUM RUBROTINCTUM AURORA,Sedum rubrotinctum 'Aurora'                                 ,Pink Stonecrop                                              ,PRN,09,-,"6""S",PS1,     ,     , 493 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949314913,          , 
CA,044871,#1,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,PRN,03,-,CAN FULL,PS1,     ,     , 737 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949314272,          , 
CA,070911,#1,SEDUM VERA JAMESON,Sedum x 'Vera Jameson'                                      ,Vera Jameson Stonecrop                                      ,PRN,04,EMERGING,CAN FULL,PS3,     ,     , 239 , 10 , 5.15 , 5.15 , 0.29 ,5.44,            ,     ,014949709115,          , 
CA,069971,#1,SEMPERVIVUM ARACH RED COBWEB,Sempervivum arachnoideum 'Rubrum'                           ,Red Cobweb Hens and Chicks                                  ,PRN,04,-,CAN FULL,PS1,     ,     , 93 , 10 , 6.35 , 6.35 , 0.29 ,6.64,            ,     ,014949328620,          , 
CA,068681,#1,SENECIO MANDRALISCAE,Senecio talinoides var. mandraliscae                        ,Blue Finger                                                 ,CAC,10,LIGHT BUD & BLOOM,"4""H - 8""S",PS1,     ,     , 691 , 10 , 6.00 , 6.00 , 0.29 ,6.29,            ,     ,014949326992,          , 
CA,070901,#1 STAKED,SOLANUM JASMINOIDES,Solanum jasminoides                                         ,Potato Vine                                                 ,VIN,09,-,"24""H",,     ,     , 39 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949709016,          , 
CA,070965PT,#5 PATIO TREE,SOLANUM RANT ROYAL ROBE,Solanum rantonnetii 'Royal Robe'                            ,Royal Robe Paraguay Nightshade                              ,EVS,09,-,"18""S",,     ,     , 269 , 2 , 40.00 , 40.00 , 2.16 ,42.16,            ,     ,014949709757,          , 
CA,071611,#1,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,DCS,03,DORMANT,"10""H - 8""S",,     ,     , 24 , 10 , 6.25 , 6.25 , 0.29 ,6.54,            ,     ,014949785614,          , 
CA,071612,#2,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,DCS,03,DORMANT,"12""H - 10""S",,     ,     , 2 , 5 , 13.00 , 13.00 , 0.72 ,13.72,            ,     ,014949785621,          , 
CA,071615,#5,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,DCS,03,DORMANT,"18""H - 15""S",,     ,     , 4 , 5 , 21.00 , 21.00 , 1.44 ,22.44,            ,     ,014949785652,          , 
CA,071552,#2,STEPHANOTIS FLORIBUNDA,Stephanotis floribunda                                      ,Madagascar Jasmine                                          ,VIN,10,-,"30""H",,     ,     , 272 , 5 , 17.25 , 17.25 , 0.72 ,17.97,            ,     ,014949263952,          , 
CA,071701,#1,STRELITZIA NICOLAI,Strelitzia nicolai                                          ,Giant Bird Of Paradise                                      ,EVS,09,-,15''H,,     ,     , 12 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949717011,          , 
CA,071705,#5,STRELITZIA NICOLAI,Strelitzia nicolai                                          ,Giant Bird Of Paradise                                      ,EVS,09,-,"42""H",,     ,     , 3 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949717059,          , 
CA,071751,#1,STRELITZIA REGINAE,Strelitzia reginae                                          ,Bird Of Paradise                                            ,EVS,09,-,"8""H",,     ,     , 40 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949717516,          , 
CA,071755,#5,STRELITZIA REGINAE,Strelitzia reginae                                          ,Bird Of Paradise                                            ,EVS,09,-,"24""H",,     ,     , 3 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949717554,          , 
CA,047912,#2,STROMANTHE SANG TRIOSTAR,Stromanthe sanguinea 'Triostar'                             ,Triostar Stromanthe                                         ,PRN,10,-,"14""S",PS1,     ,     , 4 , 5 , 12.25 , 12.25 , 0.72 ,12.97,            ,     ,014949260180,          , 
CA,072901,#1,THUJA OR AUREA NANA,Thuja orientalis 'Aurea Nana'                               ,Dwarf Golden Arborvitae                                     ,CON,06,WINTER COLOR,"18""H - 6""S",,     ,     , 10 , 10 , 6.25 , 6.25 , 0.29 ,6.54,            ,     ,014949729014,          , 
CA,039755PT,#5 PATIO TREE,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,EVS,10,BUDS & BLOOMS,"15""S",,     ,     , 15 , 2 , 40.00 , 40.00 , 2.16 ,42.16,            ,     ,014949253014,          , 
CA,070051,#1 BUSH,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,VIN,08,WINTER COLOR,"6""H - 8""S",,     ,     , 264 , 10 , 6.00 , 6.00 , 0.29 ,6.29,            ,     ,014949700518,          , 
CA,070051ST,#1 STAKED,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,VIN,08,WINTER COLOR,"18""H",,     ,     ," 2,806 ", 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949700419,          , 
CA,070055,#5 BUSH,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,VIN,08,WINTER COLOR,"14""H - 15""S",,     ,     , 6 , 5 , 19.75 , 19.75 , 1.44 ,21.19,            ,     ,014949700556,          , 
CA,012731ST,#1 STAKED,TRACH JASMINOIDES MADISON,Trachelospermum jasminoides 'Madison'                       ,Madison Star Jasmine                                        ,VIN,07,WINTER COLOR,24''H,,     ,     , 5 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949025413,          , 
CA,073141,#1,TULBAGHIA VIO TRICOLOR,Tulbaghia violacea 'Tricolor'                               ,Tri-Color Society Garlic                                    ,PRN,07,-,"6""H - 6""S",PS1,     ,     ," 1,562 ", 10 , 4.90 , 4.90 , 0.29 ,5.19,            ,     ,014949731413,          , 
CA,056232,#2,VACC BOUNTIFUL BLUE R PP19381,"Vaccinium corymbosum 'FLX-2' P.P.# 19,381                   ",Bountiful Blue®  Blueberry,DCS,06,BUDS,"15""H - 12""S",,     ,     ," 26,108 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949287781,          , 
CA,036372,#2,VACCINIUM CORY SOUTHMOON P9834,"Vaccinium x 'Southmoon' P.P.# 9,834 (Southern Highbush)     ",Southmoon Blueberry                                         ,DCS,06,BUDS,"15""H - 10""S",,     ,     , 41 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949212356,          , 
CA,021742,#2,VACCINIUM CORY SUNSHINE BLUE,Vaccinium x 'Sunshine Blue' (Southern Highbush)             ,Sunshine Blue Blueberry                                     ,DCS,05,BUDS & BLOOMS,"12""H - 12""S",,     ,     , 349 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949198094,          , 
CA,034482,#2,VACCINIUM CORYMBOSUM JUBILEE,Vaccinium corymbosum 'Jubilee' (Southern Highbush)          ,Jubilee Blueberry                                           ,DCS,05,DORMANT,"12""H - 10""S",,     ,     , 880 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949207765,          , 
CA,021752,#2,VACCINIUM CORYMBOSUM MISTY,Vaccinium x 'Misty' (Southern Highbush)                     ,Misty Early Season Blueberry                                ,DCS,05,BUDS & BLOOMS,"15""H - 10""S",,     ,     ," 1,897 ", 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949198070,          , 
CA,021732,#2,VACCINIUM CORYMBOSUM O'NEAL,Vaccinium x 'O'Neal' (Southern Highbush)                    ,O'Neal Blueberry                                            ,DCS,05,BUDS,"10""H - 10""S",,     ,     , 42 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949198087,          , 
CA,021762,#2,VACCINIUM CORYMBOSUM SHARPBLUE,Vaccinium corymbosum 'Sharpblue' (Southern Highbush)        ,Sharpblue Early Season Blueberry                            ,DCS,07,BUDS & BLOOMS,"12""H - 10""S",,     ,     , 35 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949198100,          , 
CA,076001,#1,VIB TINUS COMPACTUM,Viburnum tinus 'Compactum'                                  ,Spring Bouquet Laurustinus                                  ,EVS,07,BUDS,"10""H - 8""S",,     ,     ," 1,587 ", 10 , 6.00 , 6.00 , 0.29 ,6.29,            ,     ,014949760017,          , 
CA,076005,#5,VIB TINUS COMPACTUM,Viburnum tinus 'Compactum'                                  ,Spring Bouquet Laurustinus                                  ,EVS,07,BUDS,"18""H - 15""S",,     ,     , 35 , 5 , 20.50 , 20.50 , 1.44 ,21.94,            ,     ,014949760055,          , 
CA,076181,#1,VITEX AGNUS-CASTUS,Vitex agnus-castus                                          ,Chaste Tree                                                 ,DCS,05,DORMANT,"12""H - 9""S",,     ,     , 4 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949761816,          , 
CA,076311,#1 STAKED,VITIS LAB CATAWBA,Vitis labrusca 'Catawba'                                    ,Catawba Grape                                               ,VIN,04,DORMANT,"24""H",,     ,     , 4 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949763117,          , 
CA,076301,#1 STAKED,VITIS LAB HIMROD,Vitis labrusca 'Himrod'                                     ,Himrod Grape                                                ,VIN,05,DORMANT,"24""H",,     ,     , 7 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949763018,          , 
CA,067512,#2 STAKED,VITIS VIN CABERNET SAUVIGNON,Vitis vinifera 'Cabernet Sauvignon'                         ,Cabernet Sauvignon Grape                                    ,VIN,07,DORMANT,"30""H",,     ,     , 119 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949354049,          , 
CA,067522,#2 STAKED,VITIS VIN CHARDONNAY,Vitis vinifera 'Chardonnay'                                 ,Chardonnay Grape                                            ,VIN,07,DORMANT,"30""H",,     ,     , 198 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949354063,          , 
CA,067532,#2 STAKED,VITIS VIN MERLOT,Vitis vinifera 'Merlot'                                     ,Merlot Grape                                                ,VIN,07,DORMANT,"30""H",,     ,     , 213 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949354070,          , 
CA,067541S,SuperOne TM STAKED,VITIS VIN PINOT NOIR,Vitis vinifera 'Pinot Noir'                                 ,Pinot Noir Grape                                            ,VIN,07,DORMANT,"30""H",,     ,     , 8 , 10 , 10.00 , 10.00 , 0.48 ,10.48,            ,     ,014949326633,          , 
CA,067542,#2 STAKED,VITIS VIN PINOT NOIR,Vitis vinifera 'Pinot Noir'                                 ,Pinot Noir Grape                                            ,VIN,07,DORMANT,"30""H",,     ,     , 165 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949354087,          , 
CA,076331,#1 STAKED,VITIS VIN RUBY SEEDLESS,Vitis vinifera 'Ruby Seedless'                              ,Ruby Seedless Grape                                         ,VIN,07,DORMANT,"24""H",,     ,     , 1 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949763315,          , 
CA,067552,#2 STAKED,VITIS VIN ZINFANDEL,Vitis vinifera 'Zinfandel'                                  ,Zinfandel Grape                                             ,VIN,07,DORMANT,"30""H",,     ,     , 180 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949354094,          , 
CA,076671,#1 STAKED,WISTERIA FL ISSAI PERFECT,Wisteria floribunda 'Issai Perfect'                         ,White Japanese Wisteria                                     ,VIN,05,DORMANT,"21""H",,     ,     , 5 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949766712,          , 
CA,076771,#1 STAKED,WISTERIA FL TEXAS PURPLE,Wisteria floribunda 'Texas Purple'                          ,Texas Purple Japanese Wisteria                              ,VIN,05,DORMANT,"21""H",,     ,     , 46 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949767719,          , 
CA,076851,#1 STAKED,WISTERIA SINENSIS,Wisteria sinensis                                           ,Chinese Wisteria                                            ,VIN,05,DORMANT,24''H,,     ,     , 2 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949768518,          , 
CA,076855,#5 STAKED,WISTERIA SINENSIS,Wisteria sinensis                                           ,Chinese Wisteria                                            ,VIN,05,DORMANT,48''H,,     ,     , 1 , 5 , 21.50 , 21.50 , 1.44 ,22.94,            ,     ,014949768556,          , 
CA,090155,#5,YUCCA FIL COLOR GUARD,Yucca filamentosa 'Color Guard'                             ,Color Guard Adam's Needle                                   ,EVS,04,WINTER COLOR,"12""H - 15""S",,     ,     , 20 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949039359,          , 
CA,077351,#1,YUCCA RECURV (PENDULA),Yucca recurvifolia                                          ,Soft Leaf Yucca                                             ,EVS,07,WINTER COLOR,"10""H - 8""S",,     ,     , 12 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949773512,          ,I
CA,077355,#5,YUCCA RECURV (PENDULA),Yucca recurvifolia                                          ,Soft Leaf Yucca                                             ,EVS,07,WINTER COLOR,"18""H - 18""S",,     ,     , 1 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949773550,          , 
CA,074015,#5,YUCCA RIGIDA,Yucca rigida                                                ,Blue Yucca                                                  ,EVS,07,-,"12""H - 12""S",,     ,     , 70 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949304396,          , 
CA,056011,#1,ZAUSCHNERIA CAL GHOSTLY RED,Zauschneria californica 'Ghostly Red' (syn. Epilobium canum),Ghostly Red California Fuchsia                              ,PRN,08,-,"8""S",PS1,     ,     , 10 , 10 , 5.75 , 5.75 , 0.29 ,6.04,            ,     ,014949287200,          , 
