CT,    ,033802,#2,CHAM L YVONNE-GUARDIAN R,Chamaecyparis lawsoniana 'Yvonne'                           ,Yvonne Port Orford Cedar - The Guardian®  Series,Chamaecyparis,CON,06,OSU, 12.00 ,,,     , 5 ," 2,092 ",     ,          ,     ,          ,     ,          
CT,    ,033805,#5,CHAM L YVONNE-GUARDIAN R,Chamaecyparis lawsoniana 'Yvonne'                           ,Yvonne Port Orford Cedar - The Guardian®  Series,Chamaecyparis,CON,06,OSU, 25.00 ,,,     , 5 , 9 ,     ,          ,     ,          ,     ,          
CT,    ,023655,#5,CHAM NOOT PENDULA,Chamaecyparis nootkatensis 'Pendula'                        ,Weeping Nootka Cypress                                      ,Chamaecyparis,CON,05,, 31.50 ,,,     , 5 ,     , 283 ,05/15/14  ,     ,          ,     ,          
CT,    ,035362,#2,CHAM OBT CRIPPSII,Chamaecyparis obtusa 'Crippsii'                             ,Golden Hinoki False Cypress                                 ,Chamaecyparis,CON,04,, 12.00 ,,,     , 5 , 649 ,     ,          ,     ,          ,     ,          
CT,    ,035365,#5,CHAM OBT CRIPPSII,Chamaecyparis obtusa 'Crippsii'                             ,Golden Hinoki False Cypress                                 ,Chamaecyparis,CON,04,, 25.00 ,,,     , 5 , 21 , 404 ,06/01/14  ,     ,          ,     ,          
CT,    ,023902,#2,CHAM OBT FILICOIDES,Chamaecyparis obtusa 'Filicoides'                           ,Fernspray False Cypress                                     ,Chamaecyparis,CON,04,, 12.00 ,,,     , 5 , 989 ,     ,          ,     ,          ,     ,          
CT,    ,023905,#5,CHAM OBT FILICOIDES,Chamaecyparis obtusa 'Filicoides'                           ,Fernspray False Cypress                                     ,Chamaecyparis,CON,04,, 25.00 ,,,     , 5 , 106 ,     ,          ,     ,          ,     ,          
CT,    ,023682,#2,CHAM OBT GRACILIS,Chamaecyparis obtusa 'Gracilis'                             ,Slender Hinoki False Cypress                                ,Chamaecyparis,CON,04,, 12.00 ,,,     , 5 ,     , 954 ,06/15/14  ,     ,          ,     ,          
CT,    ,023685,#5,CHAM OBT GRACILIS,Chamaecyparis obtusa 'Gracilis'                             ,Slender Hinoki False Cypress                                ,Chamaecyparis,CON,04,, 25.00 ,,,     , 5 , 358 , 580 ,06/15/14  ,     ,          ,     ,          
CT,    ,023932,#2,CHAM OBT TORULOSA,Chamaecyparis obtusa 'Torulosa'                             ,Twisted Hinoki Cypress                                      ,Chamaecyparis,CON,04,, 12.00 ,,,     , 5 , 289 ,     ,          ,     ,          ,     ,          
CT,    ,058632,#2,CHAM PIS FILIFERA AUREA,                                                            ,                                                            ,Chamaecyparis,CON,04,, 13.00 ,,,     , 5 , 3 ,     ,          ,     ,          ,     ,          
CT,    ,082455,#5,CHAM PIS GOLDEN MOP,Chamaecyparis pisifera 'Golden Mop'                         ,Golden Mop Threadleaf False Cypress                         ,Chamaecyparis,CON,04,, 25.00 ,,,     , 5 , 71 , 71 ,05/15/14  ,     ,          ,     ,          
CT,    ,08245M,#10 Squat,CHAM PIS GOLDEN MOP,Chamaecyparis pisifera 'Golden Mop'                         ,Golden Mop Threadleaf False Cypress                         ,Chamaecyparis,CON,04,, 45.00 ,,,     , 2 ,     , 403 ,06/15/14  ,     ,          ,     ,          
CT,    ,401813,#3,CHAM PIS PAUL'S GOLD,                                                            ,                                                            ,Chamaecyparis,CON,05,, 15.85 ,,,     , 5 , 454 , 454 ,06/01/14  ,     ,          ,     ,          
CT,2011,074783S,Super 3,CHAM PIS SOFT SERVE R PPAF,Chamaecyparis pisifera 'Dow Whiting' P.P.A.F.               ,Soft Serve®  False Cypress,Chamaecyparis,CON,05,PW, 15.85 ,,,     ,     , 235 , 235 ,06/01/14  ,     ,          ,     ,          
CT,    ,014412,#2,CHAM PIS VINTAGE GOLD,Chamaecyparis pisifera 'Vintage Gold'                       ,VINTAGE GOLD FALSE CYPRESS                                  ,Chamaecyparis,CON,03,, 13.00 ,,,     , 5 ," 1,605 "," 2,327 ",06/01/14  ,     ,          ,     ,          
CT,    ,035355,#5,CRYPTOMERIA J BLACK DRAGON,Cryptomeria japonica 'Black Dragon'                         ,Black Dragon Japanese Cedar                                 ,Temperate conifer,CON,05,, 25.00 ,,,     , 5 , 2 ,     ,          ,     ,          ,     ,          
