Loc,Item,Plant Name,CAT,Zone,,,,,,,,,,,,,,,,,,,,,,
170000,022551,CAMPSIS MADAME GALEN,VIN,04,,,,,,,,,,,,,,,,,,,,,,
170000,022552ST,CAMPSIS MADAME GALEN,VIN,04,,,,,,,,,,,,,,,,,,,,,,
170000,022555,CAMPSIS MADAME GALEN,VIN,04,,,,,,,,,,,,,,,,,,,,,,
170000,022555PT,CAMPSIS MADAME GALEN,VIN,04,,,,,,,,,,,,,,,,,,,,,,
170000,022372,CANNA BLACK KNIGHT,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,022462,CANNA PRESIDENT,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,029211,CANNA TROP BLACK TM PP21350,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,029212,CANNA TROP BLACK TM PP21350,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,017411,CANNA TROPICANNA GLD TM P13809,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,017412,CANNA TROPICANNA GLD TM P13809,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,022481,CANNA TROPICANNA TM PP10569,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,022482,CANNA TROPICANNA TM PP10569,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,022811,CARISSA MAC TOMLINSON,EVS,10,,,,,,,,,,,,,,,,,,,,,,
170000,022812,CARISSA MAC TOMLINSON,EVS,10,,,,,,,,,,,,,,,,,,,,,,
160000,031295,CEANOTHUS CENTENNIAL,EVS,08,,,,,,,,,,,,,,,,,,,,,,
160000,003961,CENTRANTHUS RUBER COCCINEUS,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,023481,CERATOSTIGMA PLUMBAGINOIDES,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,023481,CERATOSTIGMA PLUMBAGINOIDES,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,023601,CESTRUM NOCTURNUM,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,023605,CESTRUM NOCTURNUM,EVS,09,,,,,,,,,,,,,,,,,,,,,,
160000,024191,CHELONE HOT LIPS,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,412561,CHRY (LEU) REAL CHARMER PPAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,412561,CHRY (LEU) REAL CHARMER PPAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,412571,CHRY (LEU) REAL GALAXY PPAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,412571,CHRY (LEU) REAL GALAXY PPAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,006351,CHRY (LEU) S REAL DREAM P25664,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,407861,CHRY (LEUCA) X REAL GLORY,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,023021,CHRYS (LEUCANTH) X SUP BECKY,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,004221,CHRYS (LEUCANTH) X SUP SNOWCAP,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,039512,CIMI S BLACK NEGLIGEE (ACTAEA),PRN,03,,,,,,,,,,,,,,,,,,,,,,
170000,024561,CISTUS BENNET'S WHITE,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,024601,CISTUS PURPUREUS,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,024602,CISTUS PURPUREUS,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,024511,CISTUS X PULVERULENTUS SUNSET,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,024512,CISTUS X PULVERULENTUS SUNSET,EVS,08,,,,,,,,,,,,,,,,,,,,,,
160000,090661,CLEM ALP PAMELA JACKMAN,VIN,03,,,,,,,,,,,,,,,,,,,,,,
160000,414542TE,CLEM BLVRD R CHROKEE TM P24171,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,414522TE,CLEM BLVRD R FLEURI TM PP24172,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,414532TE,CLEM BLVRD R NINON TM PPAF,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,414552TE,CLEM BLVRD R PRSNNE TM PP16069,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,414562TE,CLEM BLVRD R REBECCA TM P21583,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,414572TE,CLEM BLVRD R ZARA TM PPAF,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,048041,CLEM CENTER STAR TM PP17010,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,414582TE,CLEM FLORA TM BIJOU TM PP15991,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027251,CLEM INTEGRIFOLIA CAERULEA,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,027281,CLEM LAN CANDIDA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027285,CLEM LAN CANDIDA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,046252,CLEM LOUISE ROWE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027401,CLEM MONTANA RUBENS,VIN,09,,,,,,,,,,,,,,,,,,,,,,
160000,027471,CLEM PANICULATA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027472,CLEM PANICULATA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027475,CLEM PANICULATA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,021792,CLEM PIILU TM PPAF,VIN,03,,,,,,,,,,,,,,,,,,,,,,
160000,414612TE,CLEM RGL R EMPRESS TM P16072,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,021862,CLEM SAPPHIRE INDIGO TMPP17012,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,021865,CLEM SAPPHIRE INDIGO TMPP17012,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,089921S,CLEM SWEET SUMMER LOVE PPAF,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,089922S,CLEM SWEET SUMMER LOVE PPAF,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,038001,CLEM TEX PRINCESS DIANA,VIN,05,,,,,,,,,,,,,,,,,,,,,,
160000,038002,CLEM TEX PRINCESS DIANA,VIN,05,,,,,,,,,,,,,,,,,,,,,,
160000,051481,CLEM VANCOUVER TM DANIELLE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,051482,CLEM VANCOUVER TM DANIELLE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,051485,CLEM VANCOUVER TM DANIELLE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,046271,CLEM VANCOUVER TM FRGRNT STAR,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,046272,CLEM VANCOUVER TM FRGRNT STAR,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,046275,CLEM VANCOUVER TM FRGRNT STAR,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,048741,CLEM VANCOUVER TM STARRY NGHTS,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,048742,CLEM VANCOUVER TM STARRY NGHTS,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,048745,CLEM VANCOUVER TM STARRY NGHTS,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,038081,CLEM VIT BETTY CORNING,VIN,03,,,,,,,,,,,,,,,,,,,,,,
170000,027211,CLEM VIT ETOILE VIOLETTE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027212,CLEM VIT ETOILE VIOLETTE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027215,CLEM VIT ETOILE VIOLETTE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
170000,027301,CLEM VIT MADAME JULIA CORREVON,VIN,04,,,,,,,,,,,,,,,,,,,,,,
170000,027305,CLEM VIT MADAME JULIA CORREVON,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,021782,CLEM X ARABELLA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,015901,CLEM X BLUE LIGHT R PP15953,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,015905,CLEM X BLUE LIGHT R PP15953,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027221,CLEM X COMTESSE DE BOUCHAUD,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027225,CLEM X COMTESSE DE BOUCHAUD,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027011,CLEM X ERNEST MARKHAM,VIN,03,,,,,,,,,,,,,,,,,,,,,,
160000,027015,CLEM X ERNEST MARKHAM,VIN,03,,,,,,,,,,,,,,,,,,,,,,
160000,033492,CLEM X HANIA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027261,CLEM X JACKMANII,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027262,CLEM X JACKMANII,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027265,CLEM X JACKMANII,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,044481,CLEM X JACKMANII SUPERBA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,044482,CLEM X JACKMANII SUPERBA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,044485,CLEM X JACKMANII SUPERBA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,033512,CLEM X JULKA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,034432,CLEM X KILIAN DONAHUE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,055201,CLEM X MRS. SPENCER CASTLE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,055205,CLEM X MRS. SPENCER CASTLE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027061,CLEM X MULTI-BLUE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027065,CLEM X MULTI-BLUE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027441,CLEM X NELLY MOSER,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027442,CLEM X NELLY MOSER,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027445,CLEM X NELLY MOSER,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027461,CLEM X NIOBE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027462,CLEM X NIOBE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027465,CLEM X NIOBE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027071,CLEM X PINK CHAMPAGNE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027072,CLEM X PINK CHAMPAGNE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027075,CLEM X PINK CHAMPAGNE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027481,CLEM X RAMONA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027482,CLEM X RAMONA,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027491,CLEM X ROUGE CARDINAL,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027492,CLEM X ROUGE CARDINAL,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,027495,CLEM X ROUGE CARDINAL,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,026371,CLEM X TOKI,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,026372,CLEM X TOKI,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,026375,CLEM X TOKI,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,056212,CLEM X WESTERPLATTE,VIN,04,,,,,,,,,,,,,,,,,,,,,,
160000,022431,CLEMATIS INT BLUE RIBBONS,PRN,02,,,,,,,,,,,,,,,,,,,,,,
170000,030441,CLIVIA BELGIAN HYB ORANGE,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,030442,CLIVIA BELGIAN HYB ORANGE,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,028841,CLIVIA BELGIUM HYB YELLOW,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,028842,CLIVIA BELGIUM HYB YELLOW,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,012551,CLYTOSTOMA CALLISTEGIOIDES,VIN,09,,,,,,,,,,,,,,,,,,,,,,
170000,012555,CLYTOSTOMA CALLISTEGIOIDES,VIN,09,,,,,,,,,,,,,,,,,,,,,,
170000,024172,COLOCASIA ANT ILLUSTRIS,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,408502,COLOCASIA RYL HWN R BK CRL PAF,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,408491,COLOCASIA RYL HWN R HAWAN PNCH,PRN,07,,,,,,,,,,,,,,,,,,,,,,
170000,082751,COPROSMA EVENING GLOW,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,082761,COPROSMA RAINBOW SURPRISE,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,090451,COPROSMA TEQUILA SUNRISE PPAF,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,031731,CORD FESTIVAL TM BRGNDY P14224,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,031732,CORD FESTIVAL TM BRGNDY P14224,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,084531,CORD FESTIVAL TM LIME PPAF,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,075251,CORD FESTIVAL TM RASPBERRY PAF,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,075252,CORD FESTIVAL TM RASPBERRY PAF,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,027851,CORDYLINE AUS TORBAY DAZZLER,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,027855,CORDYLINE AUS TORBAY DAZZLER,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,031721,CORDYLINE BAUERI,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,031725,CORDYLINE BAUERI,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,038821,CORDYLINE BURGUNDY SPIRE PPAF,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,031701,CORDYLINE INDIVISA,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,031705,CORDYLINE INDIVISA,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,017421,CORDYLINE RED STAR,EVS,09,,,,,,,,,,,,,,,,,,,,,,
160000,078721,CORE BIGBANG TM CSMC EY P22601,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,078721,CORE BIGBANG TM CSMC EY P22601,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,088891,CORE BIGBANG TM MRCRY RSNG PAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,088891,CORE BIGBANG TM MRCRY RSNG PAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,068081,CORE BIGBANG TM RDSHFT PP20412,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,018421,CORE CRUZIN' TM ELCTRC AVE PAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,408531,CORE LIL' BANG TM STARLIGHT,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,058262,COREOPSIS VER ROUTE 66 PP20609,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,027961,COREOPSIS VERT MOONBEAM,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,027962,COREOPSIS VERT MOONBEAM,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,027971,COREOPSIS VERT ZAGREB,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,027972,COREOPSIS VERT ZAGREB,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,02797UT,COREOPSIS VERT ZAGREB,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,090462,COROKIA X VIR PHANTOM PP19257,EVS,08,,,,,,,,,,,,,,,,,,,,,,
160000,028171,CORYDALIS FLEX CHINA BLUE,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,063641,CRASSULA CAPITELLA CAMPFIRE,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,089392,CROSSANDRA ORANGE MARMALADE,PRN,10,,,,,,,,,,,,,,,,,,,,,,
170000,083041,CUPHEA HYS ITSY BITSY R LILAC,PRN,09,,,,,,,,,,,,,,,,,,,,,,
170000,030121,CUPHEA HYS ITSY BITSY R ROSE,PRN,09,,,,,,,,,,,,,,,,,,,,,,
170000,083001,CUPHEA HYS ITSY BITSY R WHITE,PRN,09,,,,,,,,,,,,,,,,,,,,,,
170000,032891,CUPHEA LLAVEA,PRN,09,,,,,,,,,,,,,,,,,,,,,,
170000,084121,CUPHEA MICROPETALA,PRN,08,,,,,,,,,,,,,,,,,,,,,,
160000,097991,DELOS JWL OF DSRT GARNT P23471,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,097991,DELOS JWL OF DSRT GARNT P23471,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,098531,DELOS JWL OF DSRT PERIDOTT PAF,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,084671,DELOS JWL OF DSRT RUBY P23453,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,084671,DELOS JWL OF DSRT RUBY P23453,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,08467UT,DELOS JWL OF DSRT RUBY P23453,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,098591,DELOS JWL OF DSRT TOPAZ P23492,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,098591,DELOS JWL OF DSRT TOPAZ P23492,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,09859UT,DELOS JWL OF DSRT TOPAZ P23492,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,03420UT,DELOSPERMA COOPERI,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,048541,DELOSPERMA DY RED MOUNTAIN R,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,078741,DELOSPERMA FIRE SPINNER R,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,097231,DELOSPERMA FIRE WONDER PPAF,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,09723UT,DELOSPERMA FIRE WONDER PPAF,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,059461,DELOSPERMA MESA VERDE PP13876,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,05946UT,DELOSPERMA MESA VERDE PP13876,PRN,04,,,,,,,,,,,,,,,,,,,,,,
170000,412082,DIANELLA TAS WYEENA TM,PRN,08,,,,,,,,,,,,,,,,,,,,,,
170000,073521,DIANTHUS DRAGON FRUIT PPAF,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,031331,DIANTHUS FROSTY FIRE,PRN,02,,,,,,,,,,,,,,,,,,,,,,
160000,004721,DIANTHUS GRAT FIREWITCH,PRN,03,,,,,,,,,,,,,,,,,,,,,,
170000,004721,DIANTHUS GRAT FIREWITCH,PRN,03,,,,,,,,,,,,,,,,,,,,,,
170000,004741,DIANTHUS GRAT MOUNTAIN MIST,PRN,03,,,,,,,,,,,,,,,,,,,,,,
170000,094501,DIANTHUS RASP SURPRISE PP16029,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,014561,DIASCIA INT CORAL CANYON R,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,004801,DICENTRA BURNINGHEARTS PP20797,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,004901,DICENTRA SP VALENTINE R P22739,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,004902,DICENTRA SP VALENTINE R P22739,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,035621,DICENTRA SPEC GOLD HEART,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,035622,DICENTRA SPEC GOLD HEART,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,031611,DICENTRA X LUXURIANT,PRN,02,,,,,,,,,,,,,,,,,,,,,,
170000,046741,DIETES X KATRINA R PP 21460,PRN,08,,,,,,,,,,,,,,,,,,,,,,
170000,046745,DIETES X KATRINA R PP 21460,PRN,08,,,,,,,,,,,,,,,,,,,,,,
170000,036085,DIOSPYROS FUYU,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,03608MT,DIOSPYROS FUYU,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,012451,DISTICTIS BUCCINATORIA,VIN,09,,,,,,,,,,,,,,,,,,,,,,
170000,012455,DISTICTIS BUCCINATORIA,VIN,09,,,,,,,,,,,,,,,,,,,,,,
170000,012471,DISTICTIS RIVERS,VIN,10,,,,,,,,,,,,,,,,,,,,,,
170000,012475,DISTICTIS RIVERS,VIN,10,,,,,,,,,,,,,,,,,,,,,,
170000,031651,DODONAEA VIS PURPUREA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,031655,DODONAEA VIS PURPUREA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,069211,ECHEVERIA AGAVOIDES LIPSTICK,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,063501,ECHEVERIA BLACK PRINCE,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,069231,ECHEVERIA NODULOSA,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,077821,ECHEVERIA PERLE VON NURNBERG,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,064111,ECHEVERIA RUFFLES,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,063481,ECHEVERIA RUNYONII TOPSY TURVY,CAC,09,,,,,,,,,,,,,,,,,,,,,,
170000,073791,ECHEVERIA SETOSA,CAC,09,,,,,,,,,,,,,,,,,,,,,,
160000,412611,ECHIN DBL SCP TM CRANBRY PPAF,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,086821,ECHIN SMBRO TM HOT CORL P23097,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,087021,ECHINACEA CHEYENNE SPIRIT,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,054441,ECHINACEA FLAME THROWER P21932,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,004891,ECHINACEA KIMS KNEE HI PP12242,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,077121,ECHINACEA NOW CHEESIER PPAF,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,047511,ECHINACEA PNK DBL DLITE P18803,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,003121,ECHINACEA POWWOW R WHITE,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,002991,ECHINACEA POWWOW R WILDBERRY,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,043401,ECHINACEA PRAIRIE SPLENDOR,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,031771,ECHINACEA PUR MAGNUS,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,039581,ECHINACEA PUR MERLOT PP18814,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,018221,ECHINACEA PUR RUBY STAR,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,01822UT,ECHINACEA PUR RUBY STAR,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,036281,ECHINACEA SUNDOWN TM PP17659,PRN,04,,,,,,,,,,,,,,,,,,,,,,
160000,057301,ECHINACEA TOMATO SOUP,PRN,04,,,,,,,,,,,,,,,,,,,,,,
170000,030562,ECHINOPSIS OXYGONA,CAC,08,,,,,,,,,,,,,,,,,,,,,,
170000,016625,ELAEO LITTLE EMPEROR TM P17611,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,031965,ELAEOCARPUS DECIPIENS,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,031967,ELAEOCARPUS DECIPIENS,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,031967TR,ELAEOCARPUS DECIPIENS,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,031969,ELAEOCARPUS DECIPIENS,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,031969TR,ELAEOCARPUS DECIPIENS,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,062005,ENSETE MAURELII,PRN,10,,,,,,,,,,,,,,,,,,,,,,
160000,032021,EPIMEDIUM GRAND ROSE QUEEN,PRN,04,,,,,,,,,,,,,,,,,,,,,,
170000,032121,ERIGERON GLA SEA BREEZE P12076,PRN,05,,,,,,,,,,,,,,,,,,,,,,
160000,085571,ERIOPHYLLUM LANATUM,PRN,03,,,,,,,,,,,,,,,,,,,,,,
160000,077591,ERYSIMUM GLOW TM ORANGE,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,077591,ERYSIMUM GLOW TM ORANGE,PRN,05,,,,,,,,,,,,,,,,,,,,,,
170000,032561BH,EUCALYPTUS CINEREA,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,032565BH,EUCALYPTUS CINEREA,TRE,08,,,,,,,,,,,,,,,,,,,,,,
170000,032565TR,EUCALYPTUS CINEREA,TRE,08,,,,,,,,,,,,,,,,,,,,,,
160000,050722,EUCRYPHIA LUC SPRING CREAM,EVS,08,,,,,,,,,,,,,,,,,,,,,,
160000,050725,EUCRYPHIA LUC SPRING CREAM,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,033301,EUGENIA MYR GLOBULUS,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,033302,EUGENIA MYR GLOBULUS,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,033425,EUGENIA MYR MONTEREY BAY,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,033425P2,EUGENIA MYR MONTEREY BAY,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,033425P3,EUGENIA MYR MONTEREY BAY,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,033251,EUGENIA MYR TEENIE GENIE R,EVS,09,,,,,,,,,,,,,,,,,,,,,,
170000,033252,EUGENIA MYR TEENIE GENIE R,EVS,09,,,,,,,,,,,,,,,,,,,,,,
160000,046682,EUPATORIUM PHANTOM PP18354,PRN,04,,,,,,,,,,,,,,,,,,,,,,
170000,035561,EURYOPS PECT MUNCHKIN,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035565,EURYOPS PECT MUNCHKIN,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035571,EURYOPS PECT VIRIDIS,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035572PT,EURYOPS PECT VIRIDIS,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035575,EURYOPS PECT VIRIDIS,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035575PT,EURYOPS PECT VIRIDIS,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035641,FATSIA JAPONICA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035645,FATSIA JAPONICA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035701,FEIJOA SELLOWIANA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035705,FEIJOA SELLOWIANA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035705PT,FEIJOA SELLOWIANA,EVS,08,,,,,,,,,,,,,,,,,,,,,,
170000,035901,FERN-ALSOPHILA AUSTRALIS,FRN,10,,,,,,,,,,,,,,,,,,,,,,
170000,035905,FERN-ALSOPHILA AUSTRALIS,FRN,10,,,,,,,,,,,,,,,,,,,,,,
170000,033011,FERN-ASPLENIUM AUSTRAL GEM TM,FRN,09,,,,,,,,,,,,,,,,,,,,,,
