Item,Early Ship,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
090795ST,,,, 5 STAKED,CA,5,Rosa x 'Cecile Brunner' (Climbing)                     ,Cecile Brunner Climbing Rose                                ,ROS,Rose,04,    ,, $28.46 ,,,014949907955,48,0,0,          ,0,          ,0,          ,, $23.00 , $5.46 
406173,,,,3,CT,5,Rosa x Cloud Ten™ (Climbing),Cloud Ten™  Climbing Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398012,22,532,532,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
406193,,,,3,CT,5,Rosa x The Charlatan®  (Climbing),The Charlatan®  Climbing Rose,ROS,rose,06,    ,,,, $16.54 ,014949398043,0,770,770,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
406195,,,,5,CT,5,Rosa xThe Charlatan®  (Climbing),The Charlatan®  Climbing Rose,ROS,Rose,06,    ,,,, * ,014949398050,5,0,0,          ,0,          ,0,          ,, * , $3.05 
037125ST,,,, 5 STAKED,CA,5,Rosa x Crimson Sky™  (Climbing),Crimson Sky™  Climbing Rose,ROS,Rose,05,    ,, $32.96 ,,,014949216835,48,48,48,05/01/15  ,0,          ,0,          ,, $27.50 , $5.46 
051105ST,,,, 5 STAKED,CA,5,Rosa x Eden® (Climbing),Eden Climber®  Rose,ROS,Rose,05,    ,, $32.96 ,,,014949269985,33,33,33,05/01/15  ,0,          ,0,          ,, $27.50 , $5.46 
051095ST,,,, 5 STAKED,CA,5,Rosa x Garden Sun™  (Climbing),Garden Sun™  Climbing Rose,ROS,Rose,05,    ,, $32.96 ,,,014949269978,70,70,70,05/01/15  ,0,          ,0,          ,, $27.50 , $5.46 
406183,,,,3,CT,5,Rosa x 'Golden Showers'  (Climbing)                                     ,Golden Showers Climbing Rose                                ,ROS,Rose,05,    ,,,, $16.54 ,014949398029,256,995,995,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
069445ST,,,, 5 STAKED,CA,5,Rosa x 'Joseph's Coat'  (Climbing)                                   ,Joseph's Coat Climbing Rose                                 ,ROS,Rose,06,    ,, $32.96 ,,,014949314029,19,19,19,05/01/15  ,0,          ,0,          ,, $27.50 , $5.46 
075415ST,,,, 5 STAKED,CA,5,Rosa Sky's The Limit™  (Climbing),Sky's The Limit™  Climbing Rose,ROS,Rose,04,2011,, $32.96 ,,,014949361627,12,0,0,          ,0,          ,0,          ,, $27.50 , $5.46 
058912,,,,2,OR,5,Rosa x 'William Baffin' (Climbing)                                    ,William Baffin Climbing Rose                                ,ROS,Rose,03,2010, $19.37 ,,,,014949327272,132,150,150,05/01/15  ,0,          ,0,          ,, $16.75 , $2.62 
058915ST,,,, 5 STAKED,CA,5,Rosa x 'William Baffin' (Climbing)                                    ,William Baffin Climbing Rose                                ,ROS,Rose,03,2010, $32.73 , $32.96 ,,,014949314067,12,12,12,05/01/15  ,0,          ,0,          ,, $27.50 , $5.46 
406203,,,,3,CT,5,Rosa Winners Circle™  (Climbing),Winners Circle™  Climbing Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398067,258,448,448,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
406205,,,,5,CT,5,Rosa Winners Circle™  (Climbing),Winners Circle™  Climbing Rose,ROS,Rose,05,    ,,,, * ,014949398074,46,0,0,          ,0,          ,0,          ,, * , $3.05 
077481S,,,,SuperOne TM,CA,10,Rosa Home Run®  Pink,Home Run®  Pink Rose,ROS,Rose,04,2012,, $11.82 ,,,014949356005,1626,0,0,          ,0,          ,0,          ,, $10.00 , $1.82 
077482S,,,,SuperTwo,CA,5,Rosa Home Run®  Pink,Home Run®  Pink Rose,ROS,Rose,04,2012,, $20.14 ,,,014949356012,153,0,0,          ,0,          ,0,          ,, $16.50 , $3.64 
077493S,,,,Super 3,CT,5,Rosa Home Run®  Red,Home Run®  Red Rose,ROS,Rose,04,2012,,,, $16.79 ,014949412206,11,0,0,          ,0,          ,0,          ,, $15.25 , $1.54 
077491S,,,,SuperOne TM,CA,10,Rosa Home Run®  Red,Home Run®  Red Rose,ROS,Rose,04,2012,, $11.82 ,,,014949356029,1930,0,0,          ,0,          ,0,          ,, $10.00 , $1.82 
077492S,,,,SuperTwo,CA,5,Rosa Home Run®  Red,Home Run®  Red Rose,ROS,Rose,04,2012,, $20.14 ,,,014949356036,25,0,0,          ,0,          ,0,          ,, $16.50 , $3.64 
098542S,,,,SuperTwo,CT,5,Rosa Apricot Drift®,Apricot Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $15.61 ,014949416495,118,118,118,04/15/15  ,0,          ,0,          ,, $14.50 , $1.11 
098543SPT,,,,Super 3 PATIO TREE,CT,0,Rosa Apricot Drift® ,Apricot Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949387467,0,115,115,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
098553SPT,,,,Super 3 PATIO TREE,CT,0,Rosa Coral Drift®                        ,Coral Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949420119,0,130,130,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
098552S,,,,SuperTwo,CT,5,Rosa Coral Drift®                        ,Coral Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $15.61 ,014949384282,100,363,363,04/15/15  ,0,          ,0,          ,, $14.50 , $1.11 
098563SPT,,,,Super 3 PATIO TREE,CT,0,Rosa Peach Drift®,Peach Drift®  Rose,ROS,Rose,04,2014,,,, $31.81 ,014949420096,0,148,148,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
098562S,,,,SuperTwo,CT,5,Rosa Peach Drift®,Peach Drift®  Rose,ROS,Rose,04,2014,,,, $15.61 ,014949384275,0,50,50,04/15/15  ,0,          ,0,          ,, $14.50 , $1.11 
022633SPT,,,,Super 3 PATIO TREE,CT,0,Rosa Pink Drift®,Pink Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949416532,0,150,150,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
022632S,,,,SuperTwo,CT,5,Rosa Pink Drift®,Pink Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $15.61 ,014949416525,0,647,378,09/08/14  ,269,04/15/15  ,0,          ,, $14.50 , $1.11 
406313SPT,,,,Super 3 PATIO TREE,CT,0,Rosa Popcorn Drift®,Popcorn Drift®  Rose,ROS,Rose,05,2014,,,, $31.81 ,014949412978,7,27,27,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
406312S,,,,SuperTwo,GA,5,Rosa Popcorn Drift®,Popcorn Drift®  Rose,ROS,rose,05,2014,,, $16.71 , $15.61 ,014949412855,0,158,158,05/01/15  ,0,          ,0,          ,, $14.50 , $2.21 
022643SPT,,,,Super 3 PATIO TREE,CT,0,Rosa Red Drift®,Red Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949387597,0,230,230,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
022642S,,,,SuperTwo,GA,5,Rosa Red Drift®,Red Drift®  Groundcover Rose,ROS,Rose,04,2014,,, $16.71 , $15.61 ,014949384299,0,73,73,09/01/14  ,0,          ,0,          ,, $14.50 , $2.21 
098572S,,,,SuperTwo,CT,5,Rosa Sweet Drift®,Sweet Drift®  Groundcover Rose,ROS,Rose,03,2014,,,, $15.61 ,014949416501,119,295,295,04/15/15  ,0,          ,0,          ,, $14.50 , $1.11 
071923,,,,3,CT,5,Rosa rugosa                                                 ,Japanese Rugosa Rose                                        ,ROS,rose,03,    ,,,, $16.29 ,014949047408,13,0,0,          ,0,          ,0,          ,, $14.75 , $1.54 
069933,,,,3,CT,5,Rosa rugosa 'Alba'                                          ,White Rugosa Rose                                           ,ROS,rose,02,    ,,,, $16.29 ,014949045800,7,0,0,          ,0,          ,0,          ,, $14.75 , $1.54 
036023,,,,3,CT,5,Rosa rugosa Rugostar®  Raspberry,Rugostar®  Raspberry Groundcover Rose,ROS,Rose,04,2014,,,, $16.29 ,014949209820,416,0,0,          ,0,          ,0,          ,, $14.75 , $1.54 
036292,,,,2,CA,5,Rosa x Flower Carpet®  Amber,Flower Carpet®  Amber Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 , $17.16 , $16.61 ,014949211762,16749,36896,18448,11/25/14  ,18448,04/01/15  ,0,          ,, $15.50 , $2.73 
036295PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  Amber,Flower Carpet®  Amber Groundcover Rose,ROS,Rose,04,    ,, $46.69 ,,,014949283868,90,90,90,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
069292,,,,2,CA,5,Rosa x Flower Carpet®  Appleblossom,Flower Carpet®  Appleblossom Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 ,,,014949692929,2209,3140,3140,11/25/14  ,0,          ,0,          ,, $15.50 , $2.73 
078182,,,,2,CA,5,Rosa x Flower Carpet®  Coral,Flower Carpet®  Coral Groundcover Rose,ROS,Rose,05,    , $18.12 , $18.23 ,,,014949781814,3346,6316,6316,11/25/14  ,0,          ,0,          ,, $15.50 , $2.73 
069782,,,,2,CA,5,Rosa x Flower Carpet®  Pink,Flower Carpet®  Pink Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 ,,,014949697825,6004,12008,6004,12/31/14  ,6004,04/01/15  ,0,          ,, $15.50 , $2.73 
069785PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  Pink,Flower Carpet®  Pink Groundcover Rose,ROS,Rose,04,    ,, $46.69 ,,,014949713150,22,0,0,          ,0,          ,0,          ,, $38.50 , $8.19 
079572,,,,2,CA,5,Rosa xFlower Carpet®  Pink Splash,Flower Carpet®  Pink Splash Groundcover Rose,ROS,Rose,05,2013,, $18.23 ,,,014949357361,5099,8720,8720,12/31/14  ,0,          ,0,          ,, $15.50 , $2.73 
036382,,,,2,CA,5,Rosa x Flower Carpet®  Pink Supreme,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,Rose,04,    ,, $18.23 , $17.16 ,,014949212547,6780,39510,10730,11/25/14  ,14390,12/31/14  ,14390,04/01/15  ,, $15.50 , $2.73 
036385PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  Pink Supreme,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,Rose,04,    ,, $46.69 ,,,014949288405,4,0,0,          ,0,          ,0,          ,, $38.50 , $8.19 
071602,,,,2,CA,5,Rosa x Flower Carpet®  Red,Flower Carpet®  Red Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 , $17.16 ,,014949716021,12117,63969,21323,10/01/14  ,21323,11/25/14  ,21323,04/01/15  ,, $15.50 , $2.73 
071605PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  Red,Flower Carpet®  Red Groundcover Rose,ROS,Rose,04,    ,, $46.69 ,,,014949716151,122,122,122,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
036312,,,,2,CA,5,Rosa x Flower Carpet®  Scarlet,Flower Carpet®  Scarlet Groundcover Rose,ROS,Rose,05,    , $18.12 , $18.23 , $17.16 , $16.61 ,014949211779,11982,30374,15187,11/25/14  ,15187,04/01/15  ,0,          ,, $15.50 , $2.73 
036315PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  Scarlet,Flower Carpet®  Scarlet Groundcover Rose,ROS,Rose,05,    ,, $46.69 ,,,014949313220,136,136,136,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
070212,,,,2,CA,5,Rosa x Flower Carpet®  White,Flower Carpet®  White Groundcover Rose,ROS,Rose,05,    , $18.12 , $18.23 ,,,014949702123,24211,58124,29062,12/31/14  ,29062,04/01/15  ,0,          ,, $15.50 , $2.73 
070215PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  White,Flower Carpet®  White Groundcover Rose,ROS,Rose,05,    ,, $46.69 ,,,014949702451,38,38,38,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
018242,,,,2,CA,5,Rosa x Flower Carpet®  Yellow,Flower Carpet®  Yellow Rose,ROS,Rose,04,    , $18.12 , $18.23 ,,,014949011010,839,839,839,11/25/14  ,0,          ,0,          ,, $15.50 , $2.73 
018245PT,,,, 5 PATIO TREE,CA,2,Rosa x Flower Carpet®  Yellow,Flower Carpet®  Yellow Rose,ROS,Rose,04,    ,, $46.69 ,,,014949062814,240,240,240,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
069332PT,,,, 2 PATIO TREE,CA,5,Rosa x Autumn Sunblaze®    ,Autumn Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949693322,1,0,0,          ,0,          ,0,          ,, $24.00 , $4.10 
071652PT,,,, 2 PATIO TREE,CA,5,Rosa x Bridal Sunblaze®,Bridal Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949716526,5,0,0,          ,0,          ,0,          ,, $24.00 , $4.10 
069382PT,,,, 2 PATIO TREE,CA,5,Rosa x Golden Sunblaze®,Golden Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949693827,16,0,0,          ,0,          ,0,          ,, $24.00 , $4.10 
028762PT,,,, 2 PATIO TREE,CA,5,Rosa x Lavender Sunblaze®,Lavender Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949199541,12,0,0,          ,0,          ,0,          ,, $24.00 , $4.10 
079892PT,,,, 2 PATIO TREE,CA,5,Rosa x Salmon Sunblaze®,Salmon Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949798928,3,0,0,          ,0,          ,0,          ,, $24.00 , $4.10 
074963S,,,,Super 3,CT,5,Rosa x Oso Easy®  Cherry Pie,Oso Easy®  Cherry Pie Rose,ROS,Rose,04,2011,,,, $16.79 ,014949412237,72,0,0,          ,0,          ,0,          ,, $15.25 , $1.54 
074961S,,,,SuperOne TM,CA,10,Rosa x Oso Easy®  Cherry Pie,Oso Easy®  Cherry Pie Rose,ROS,Rose,04,2011, $11.74 , $11.82 ,,,014949336441,1184,0,0,          ,0,          ,0,          ,, $10.00 , $1.82 
074962S,,,,SuperTwo,CA,5,Rosa x Oso Easy®  Cherry Pie,Oso Easy®  Cherry Pie Rose,ROS,Rose,04,2011, $19.99 , $20.14 , $18.71 ,,014949348833,373,0,0,          ,0,          ,0,          ,, $16.50 , $3.64 
074981S,,,,SuperOne TM,OR,10,Rosa x Oso Easy®  Paprika,Oso Easy®  Paprika Rose,ROS,Rose,04,2011, $11.74 ,,,,014949336489,143,0,0,          ,0,          ,0,          ,, $10.00 , $1.74 
074982S,,,,SuperTwo,CA,5,Rosa x Oso Easy®  Paprika,Oso Easy®  Paprika Rose,ROS,rose,04,2011,, $20.14 ,,,014949348857,7,0,0,          ,0,          ,0,          ,, $16.50 , $3.64 
080732S,,,,SuperTwo,CA,5,Rosa x Oso Easy®  Strawberry Crush,Oso Easy®  Strawberry Crush Rose,ROS,Rose,04,2013, $19.99 , $20.14 ,,,014949359648,67,0,0,          ,0,          ,0,          ,, $16.50 , $3.64 
080731S,,,,SuperOne TM,CA,10,Rosa x Oso Easy®  Strawberry Crush,Oso Easy®  Strawberry Crush Rose,ROS,Rose,04,2013,, $11.82 ,,,014949359631,675,0,0,          ,0,          ,0,          ,, $10.00 , $1.82 
074971S,,,,SuperOne TM,OR,10,Rosa x Oso Happy™  Candy Oh!,Oso Happy™  Candy Oh! Landscape Rose,ROS,Rose,04,2011, $11.74 ,,,,014949336465,1010,0,0,          ,0,          ,0,          ,, $10.00 , $1.74 
074972S,,,,SuperTwo,OR,5,Rosa x Oso Happy™  Candy Oh!,Oso Happy™  Candy Oh! Landscape Rose,ROS,Rose,04,2011, $19.99 ,,,,014949348826,777,0,0,          ,0,          ,0,          ,, $16.50 , $3.49 
023783S,,,,Super 3,CT,5,Rosa x Blushing Knock Out®,Blushing Knock Out®  Rose,ROS,Rose,05,    ,,,, $16.79 ,014949419380,812,827,827,04/15/15  ,0,          ,0,          ,, $15.25 , $1.54 
042825,,,,5,CA,5,Rosa x Pink Double Knock Out®,Pink Double Knock Out®  Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949257593,20,0,0,          ,0,          ,0,          ,, $17.75 , $5.46 
042825PT,,,, 5 PATIO TREE,CA,2,Rosa x Pink Double Knock Out®,Pink Double Knock Out®  Rose,ROS,Rose,04,    ,, $46.69 , $43.48 ,,014949313268,29,0,0,          ,0,          ,0,          ,, $38.50 , $8.19 
042823S,,,,Super 3,CT,5,Rosa x Pink Double Knock Out®,Pink Double Knock Out®  Rose,ROS,Rose,04,    ,,,, $16.79 ,014949384084,1231,9072,1479,08/21/14  ,1515,01/01/15  ,6078,04/15/15  ,, $15.25 , $1.54 
042823SPT,,,,Super 3 PATIO TREE,CT,0,Rosa x Pink Double Knock Out®,Pink Double Knock Out®  Rose,ROS,Rose,04,    ,,,, $31.81 ,014949414095,0,223,6,09/01/14  ,217,05/01/15  ,0,          ,, $29.50 , $2.31 
042822S,,,,SuperTwo,CA,5,Rosa x Pink Double Knock Out®,Pink Double Knock Out®  Rose,ROS,Rose,04,    , $16.99 , $17.14 , $15.71 ,,014949370209,468,468,468,04/01/15  ,0,          ,0,          ,, $13.50 , $3.64 
022153S,,,,Super 3,GA,5,Rosa x Pink Knock Out®,Pink Knock Out®  Rose,ROS,rose,04,    ,,, $17.91 , $16.79 ,014949416471,1071,1617,1617,10/01/14  ,0,          ,0,          ,, $15.25 , $2.66 
022153SPT,,,,Super 3 PATIO TREE,CT,0,Rosa x Pink Knock Out®,Pink Knock Out®  Rose,ROS,Rose,04,    ,,,, $31.81 ,014949416488,0,150,150,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
022155,,,,5,CA,5,Rosa x Pink Knock Out®     ,Pink Knock Out®  Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949059494,23,23,23,03/15/15  ,0,          ,0,          ,, $17.75 , $5.46 
022155PT,,,, 5 PATIO TREE,CA,2,Rosa x Pink Knock Out®     ,Pink Knock Out®  Rose,ROS,Rose,04,    ,, $46.69 , $43.48 ,,014949059500,397,503,503,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
022152S,,,,SuperTwo,CA,5,Rosa x Pink Knock Out®     ,Pink Knock Out®  Rose,ROS,Rose,04,    , $16.99 , $17.14 , $15.71 ,,014949370230,807,1427,1427,04/01/15  ,0,          ,0,          ,, $13.50 , $3.64 
030905,,,,5,CA,5,Rosa x Red Double Knock Out®                         ,Double Red Knock Out®  Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949236758,24,24,24,03/01/15  ,0,          ,0,          ,, $17.75 , $5.46 
030905PT,,,, 5 PATIO TREE,CA,2,Rosa x Red Double Knock Out®                         ,Double Red Knock Out®  Rose,ROS,Rose,04,    ,, $46.69 , $43.48 ,,014949192337,0,33,33,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
030903S,,,,Super 3,CT,5,Rosa x Red Double Knock Out®                         ,Double Red Knock Out®  Rose,ROS,Rose,04,    ,,,, $16.79 ,014949420065,0,1504,1504,04/15/15  ,0,          ,0,          ,, $15.25 , $1.54 
030903SPT,,,,Super 3 PATIO TREE,CT,0,Rosa x Red Double Knock Out®                         ,Double Red Knock Out®  Rose,ROS,Rose,04,    ,,,, $31.81 ,014949414088,0,556,556,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
030902S,,,,SuperTwo,CA,5,Rosa x Red Double Knock Out®                         ,Double Red Knock Out®  Rose,ROS,Rose,04,    , $16.99 , $17.14 , $15.71 ,,014949370223,288,1629,1629,04/01/15  ,0,          ,0,          ,, $13.50 , $3.64 
011625,,,,5,CA,5,Rosa x Red Knock Out®     ,Red Knock Out® Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949116258,0,42,21,03/01/15  ,21,04/01/15  ,0,          ,, $17.75 , $5.46 
011625PT,,,, 5 PATIO TREE,CA,2,Rosa x Red Knock Out®     ,Red Knock Out® Rose,ROS,Rose,04,    ,, $46.69 , $43.48 ,,014949060834,673,875,875,04/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
011623S,,,,Super 3,GA,5,Rosa x Red Knock Out®     ,Red Knock Out® Rose,ROS,Rose,04,    ,,, $17.91 , $16.79 ,014949416440,19,0,0,          ,0,          ,0,          ,, $15.25 , $2.66 
011623SPT,,,,Super 3 PATIO TREE,CT,0,Rosa x Red Knock Out®     ,Red Knock Out® Rose,ROS,rose,04,    ,,,, $31.81 ,014949416464,0,296,296,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
011622S,,,,SuperTwo,CA,5,Rosa x Red Knock Out®     ,Red Knock Out® Rose,ROS,Rose,04,    , $16.99 , $17.14 , $15.71 , $14.61 ,014949370216,967,2483,2483,04/01/15  ,0,          ,0,          ,, $13.50 , $3.64 
037863S,,,,Super 3,GA,5,Rosa x Sunny Knock Out®,Sunny Knock Out®  Rose,ROS,Rose,05,    ,,, $17.91 , $16.79 ,014949419533,0,148,148,09/01/14  ,0,          ,0,          ,, $15.25 , $2.66 
037863SPT,,,,Super 3 PATIO TREE,CT,0,Rosa x Sunny Knock Out®,Sunny Knock Out®  Rose,ROS,rose,05,    ,,,, $31.81 ,014949414101,0,206,206,05/01/15  ,0,          ,0,          ,, $29.50 , $2.31 
098583,,,,3,GA,5,Rosa x White Knock Out®,White Out™ Knock Out™ Rose ,ROS,rose,05,2014,,, $17.66 , $16.54 ,014949176207,0,472,472,09/01/14  ,0,          ,0,          ,, $15.00 , $2.66 
406273,,,,3,CT,5,Rosa x Francis Meilland™,Francis Meilland™  Hybrid Tea Rose,ROS,Rose,04,2014,,,, $16.54 ,014949397831,290,1172,1172,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
406393,,,,3,CT,5,Rosa x Ruby Meidiland®,Ruby Meidiland®  Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398111,5,490,490,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
024582,,,,2,CA,5,Rosa x Caramba®,Caramba®  Shrub Rose,ROS,Rose,05,    , $18.12 , $18.23 ,,,014949049075,9,9,9,12/31/14  ,0,          ,0,          ,, $15.50 , $2.73 
406373,,,,3,CT,5,Rosa x Look-A-Likes™  Hydrangealicious,Look-A-Likes™  Hydrangealicious Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397862,68,0,0,          ,0,          ,0,          ,, $15.00 , $1.54 
406213,,,,3,CT,5,Rosa x Look-A-Likes™  Phloxy Baby,Look-A-Likes™  Phloxy Baby Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397879,62,0,0,          ,0,          ,0,          ,, $15.00 , $1.54 
406253,,,,3,CT,5,Rosa x Sea Shell Thrive!™                 ,Sea Shell Thrive!™  Rose,ROS,Rose,05,2014,,,, $16.54 ,014949397985,610,0,0,          ,0,          ,0,          ,, $15.00 , $1.54 
081492,,,,2,CA,5,Rosa x Sweet Spot™  Ruby,Sweet Spot™  Ruby Rose,ROS,Rose,05,2013,, $18.23 ,,,014949369821,0,4757,4757,04/01/15  ,0,          ,0,          ,, $15.50 , $2.73 
089112,,,,2,GA,5,Rosa x Sunrosa™  Red,Sunrosa™  Red Shrub Rose,ROS,rose,04,2013,,, $17.16 ,,014949374856,0,275,275,10/01/14  ,0,          ,0,          ,, $15.50 , $1.66 
089102,,,,2,GA,5,Rosa x Sunrosa™  Soft Pink,Sunrosa™  Soft Pink Shrub Rose,ROS,Rose,04,2013,,, $17.16 ,,014949374771,0,589,589,10/01/14  ,0,          ,0,          ,, $15.50 , $1.66 
089122,,,,2,GA,5,Rosa x Sunrosa™  Yellow,Sunrosa™  Yellow Shrub Rose,ROS,rose,05,2013,,, $17.16 ,,014949374788,0,399,399,10/01/14  ,0,          ,0,          ,, $15.50 , $1.66 
406223,,,,3,CT,5,Rosa x Sunshine Daydream,Sunshine Daydream Rose                                      ,ROS,Rose,05,2014,,,, $16.54 ,014949397909,116,497,497,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
406233,,,,3,CT,5,Rosa x Tahitian Treasure™      ,Tahitian Treasure™  Rose,ROS,Rose,05,2014,,,, $16.54 ,014949397930,53,363,363,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
406293,,,,3,CT,5,Rosa x Tequila Gold™,Tequila Gold tm Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397947,0,685,685,04/15/15  ,0,          ,0,          ,, $15.00 , $1.54 
Evergreen Shrubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
074731S,,,,SuperOne TM,GA,10,Abelia grandiflora Bronze Anniversary™,Bronze Anniversary™  Abelia,EVS,E Shrub,06,2011,,, $11.11 ,,014949335628,528,528,528,05/15/15  ,0,          ,0,          ,, $10.00 , $1.11 
074395,,,,5,GA,5,Abelia grandifolia Ruby Anniversary™                    ,Ruby Anniversary™  Abelia,EVS,E Shrub,05,2011,,, $24.32 ,,014949350089,97,175,175,10/01/14  ,0,          ,0,          ,, $21.00 , $3.32 
000105,,,,5,CA,5,Abelia x 'Edward Goucher'                                   ,Pink Abelia                                                 ,EVS,E Shrub,06,    ,, $25.21 ,,,014949001059,0,5,5,11/15/14  ,0,          ,0,          ,, $19.75 , $5.46 
000055,,,,5,CA,5,Abelia x grandiflora                                        ,Glossy Abelia                                               ,EVS,E Shrub,06,    ,, $25.21 ,,,014949000557,0,5,5,11/15/14  ,0,          ,0,          ,, $19.75 , $5.46 
028342,,,,2,CA,5,Abelia x grandiflora 'Kaleidoscope' ,Kaleidoscope Abelia                                         ,EVS,E Shrub,06,    ,, $18.73 ,,,014949063200,170,170,170,05/01/15  ,0,          ,0,          ,, $16.00 , $2.73 
028343,,,,3,CT,5,Abelia x grandiflora 'Kaleidoscope' ,Kaleidoscope Abelia                                         ,EVS,E Shrub,06,    ,,,, $22.04 ,014949207789,135,0,0,          ,0,          ,0,          ,, $20.50 , $1.54 
028345,,,,5,CA,10,Abelia x grandiflora 'Kaleidoscope' ,Kaleidoscope Abelia                                         ,EVS,E Shrub,06,, $27.23 , $27.46 ,,,014949063224,25,5,5,0,0,0,0,0,, $22.00 , $5.46 
400332S,,,,SuperTwo,CT,5,Abelia x grandiflora 'Scented Blush'                        ,Abelia Grandiflora Scented Blush                            ,EVS,E Shrub,06,    ,,,, * ,014949387825,261,0,0,          ,0,          ,0,          ,, * , $1.11 
400343,,,,3,CT,10,Abelia x grandiflora 'Sunshine Daydream' ,Sunshine Daydream Abelia                                    ,EVS,E Shrub,06,2014,,, $19.41 , $19.29 ,014949387832,178,1487,1487,42139,0,0,0,0,, $17.75 , $1.54 
025692,,,,2,GA,5,Abelia x 'Rose Creek'                                       ,Rose Creek Abelia                                           ,EVS,E Shrub,06,    ,,, $15.66 ,,014949116807,0,831,277,09/01/14  ,277,09/15/14  ,277,05/15/15  ,, $14.00 , $1.66 
016631,,,,1,OR,10,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,EVS,E Shrub,02,    , $9.55 ,,,,014949000212,30,30,30,04/01/15  ,0,          ,0,          ,, $8.50 , $1.05 
016632,,,,2,OR,5,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,EVS,E Shrub,02,    , $19.62 ,,,,014949000311,7,72,72,04/01/15  ,0,          ,0,          ,, $17.00 , $2.62 
