Loc,,New Plant,Item,,Size,Plant Name,Common Name,CAT,Zone,Condition,Current Specs,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
CA,170000,    ,053105PT,170000053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Tolleson's Blue Weeping Juniper                             ,CON,03,-,"60""H  - 24""S", 10 , 18 ,     ,          , 61.75 , 55.58 , 54.03 ,4.08
CA,170000,    ,053302,170000053302,#2,JUN SC WICHITA BLUE,Wichita Blue Juniper                                        ,CON,03,-,"28""H - 10""S",     , 16 ,     ,          , 16.75 , 15.08 , 14.66 ,1.36
CA,170000,    ,053309,170000053309,#15,JUN SC WICHITA BLUE,Wichita Blue Juniper                                        ,CON,03,-,"36""H - 24""S", 17 ,     , 17 ,04/01/16  , 95.00 , 85.50 , 83.13 ,13.60
CA,170000,    ,05330M,17000005330M,#10 Squat,JUN SC WICHITA BLUE,Wichita Blue Juniper                                        ,CON,03,-,"44""H - 16""S", 19 , 19 ,     ,          , 68.00 , 61.20 , 59.50 ,9.79
CA,170000,    ,06104MT,17000006104MT,#10 Tall TREE,MALUS X GOLDEN DELICIOUS APPLE,Golden Delicious Apple                                      ,TRE,04,DORMANT,"60""H - 24""S*", 4 , 86 ,     ,          , 51.50 , 46.35 , 45.06 ,10.79
CA,170000,    ,05896MT,17000005896MT,#10 Tall TREE,MALUS X RED DELICIOUS APPLE,Red Delicious Apple                                         ,TRE,04,DORMANT,"58""H - 24""S",     , 35 ,     ,          , 51.50 , 46.35 , 45.06 ,10.79
CA,170000,    ,063351,170000063351,#1,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                 ,PRN,04,-,CAN FULL,     ,     , 689 ,03/01/16  , 5.75 , 5.18 , 5.03 ,0.54
CA,170000,    ,002471,170000002471,#1 STAKED,PARTH Q STAR SHOWERS R P10128,Star Showers®  Virginia Creeper,VIN,04,DORMANT,"24""H", 47 , 320 ,     ,          , 9.25 , 8.33 , 8.09 ,0.54
CA,170000,    ,002475,170000002475,#5 STAKED,PARTH Q STAR SHOWERS R P10128,Star Showers®  Virginia Creeper,VIN,04,DORMANT,"38""H", 38 , 506 ,     ,          , 29.75 , 26.78 , 26.03 ,2.72
CA,170000,    ,002451,170000002451,#1 STAKED,PARTH QUINQUEFOLIA,Virginia Creeper                                            ,VIN,04,DORMANT,"24""H", 14 , 196 ,     ,          , 9.25 , 8.33 , 8.09 ,0.54
CA,170000,    ,002455,170000002455,#5 STAKED,PARTH QUINQUEFOLIA,Virginia Creeper                                            ,VIN,04,DORMANT,"38""H",     , 295 ,     ,          , 29.75 , 26.78 , 26.03 ,2.72
CA,170000,    ,002581,170000002581,#1 STAKED,PARTH TRI GREEN SHOWERS,Green Showers Boston Ivy                                    ,VIN,04,DORMANT,24''H,     , 31 ,     ,          , 9.25 , 8.33 , 8.09 ,0.54
CA,170000,    ,002585,170000002585,#5 STAKED,PARTH TRI GREEN SHOWERS,Green Showers Boston Ivy                                    ,VIN,04,DORMANT,"36""H",     , 70 ,     ,          , 29.75 , 26.78 , 26.03 ,2.72
CA,170000,    ,002501,170000002501,#1 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                  ,VIN,04,DORMANT,"18""H", 103 , 444 ,     ,          , 9.25 , 8.33 , 8.09 ,0.54
CA,170000,    ,002505,170000002505,#5 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                  ,VIN,04,DORMANT,"36""H", 43 , 124 ,     ,          , 29.75 , 26.78 , 26.03 ,2.72
CA,170000,,067781,170000067781,#1,PENSTEMON X PIKES PEAK PURPL R,Pikes Peak Purple®  Penstemon,PRN,04,,CAN FULL, 2 ,     , 213 ,04/01/16  , 6.75 , 6.08 , 5.91 ,0.54
CA,170000,    ,064211,170000064211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                ,PRN,04,,"8""H - 6""S",     ,     ," 2,872 ",04/01/16  , 5.25 , 4.73 , 4.59 ,0.54
CA,170000,    ,064212,170000064212,#2,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                ,PRN,04,,"12""H - 10""S",     ,     , 91 ,04/01/16  , 13.50 , 12.15 , 11.81 ,1.36
CA,170000,,084781,170000084781,#1,PEROVSKIA LACEY BLUE PP20845,Lacey Blue Russian Sage                                     ,PRN,04,,,     ,     , 63 ,04/01/16  , 6.75 , 6.08 , 5.91 ,0.54
CA,170000,,084782,170000084782,#2,PEROVSKIA LACEY BLUE PP20845,Lacey Blue Russian Sage                                     ,PRN,04,,,     ,     , 361 ,04/01/16  , 17.25 , 15.53 , 15.09 ,1.36
CA,170000,    ,010591,170000010591,#1,PEROVSKIA LITTLE SPIRE P11643,Little Spire Russian Sage                                   ,PRN,04,,"8""H - 6""S",     ,     , 231 ,05/01/16  , 6.75 , 6.08 , 5.91 ,0.54
CA,170000,    ,06167MT,17000006167MT,#10 Tall TREE,PRUNUS X BEAUTY PLUM,Beauty Japanese Plum                                        ,TRE,04,BUDS,"60""H", 3 , 3 ,     ,          , 51.50 , 46.35 , 45.06 ,10.79
CA,170000,    ,069711,170000069711,#1,RATIBIDA COLUMNIFERA,Mexican Hat                                                 ,PRN,04,,CAN FULL,     ,     , 271 ,04/01/16  , 5.25 , 4.73 , 4.59 ,0.54
CA,170000,    ,058142,170000058142,#2,RIBES HERTELLUM PIXWELL,Pixwell Gooseberry                                          ,DCS,03,DORMANT,"12""H",     , 2 ,     ,          , 17.25 , 15.53 , 15.09 ,1.36
CA,170000,    ,036292,170000036292,#2,ROSA FLWR CAR R AMBER PPAF,Flower Carpet®  Amber Groundcover Rose,ROS,04,WINTER LOOK,"8""H - 10""S"," 1,218 "," 3,903 ",     ,          , 15.00 , 13.50 , 13.13 ,1.36
CA,170000,    ,036295PT,170000036295PT,#5 PATIO TREE,ROSA FLWR CAR R AMBER PPAF,Flower Carpet®  Amber Groundcover Rose,ROS,04,WINTER LOOK,"15""S", 99 , 94 ,,, 40.00 , 36.00 , 35.00 ,4.08
CA,170000,    ,069292,170000069292,#2,ROSA FLWR CAR R APLBLSM P10239,Flower Carpet®  Appleblossom Groundcover Rose,ROS,04,WINTER LOOK,"6""H - 10""S", 103 , 972 ,     ,          , 15.00 , 13.50 , 13.13 ,1.36
CA,170000,    ,069782,170000069782,#2,ROSA FLWR CAR R PINK,Flower Carpet®  Pink Groundcover Rose,ROS,04,WINTER LOOK,"8""H - 10""S", 746 ," 2,909 ",     ,          , 15.00 , 13.50 , 13.13 ,1.36
CA,170000,    ,036382,170000036382,#2,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,WINTER LOOK,"8""H - 10""S", 59 ," 1,461 ",     ,          , 15.00 , 13.50 , 13.13 ,1.36
CA,170000,    ,036385PT,170000036385PT,#5 PATIO TREE,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,,, 11 ,     , 11 ,04/01/16  , 40.00 , 36.00 , 35.00 ,4.08
CA,170000,    ,071602,170000071602,#2,ROSA FLWR CAR R RED P11308,Flower Carpet®  Red Groundcover Rose,ROS,04,WINTER LOOK,8''H - 10''S,     ," 3,280 ",     ,          , 15.00 , 13.50 , 13.13 ,1.36
CA,170000,    ,071605PT,170000071605PT,#5 PATIO TREE,ROSA FLWR CAR R RED P11308,Flower Carpet®  Red Groundcover Rose,ROS,04,,"15""S", 122 ,     , 122 ,04/01/16  , 40.00 , 36.00 , 35.00 ,4.08
CA,170000,    ,018242,170000018242,#2,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet®  Yellow Rose,ROS,04,WINTER LOOK,"10""H - 10""S", 437 ," 1,308 ",     ,          , 15.00 , 13.50 , 13.13 ,1.36
CA,170000,    ,018245PT,170000018245PT,#5 PATIO TREE,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet®  Yellow Rose,ROS,04,WINTER LOOK,"15""S", 126 , 128 ,,, 40.00 , 36.00 , 35.00 ,4.08
CA,170000,    ,022152S,170000022152S,SuperTwo,ROSA KNCK OUT R P15070 (PINK),Pink Knock Out®  Rose,ROS,04,WINTER LOOK,10''H - 10''S,     , 63 ,     ,          , 13.75 , 12.38 , 12.03 ,1.81
CA,170000,    ,022155,170000022155,#5,ROSA KNCK OUT R P15070 (PINK),Pink Knock Out®  Rose,ROS,04,WINTER LOOK,12''H - 12''S,     , 117 ,     ,          , 18.50 , 16.65 , 16.19 ,2.72
CA,170000,    ,022155PT,170000022155PT,#5 PATIO TREE,ROSA KNCK OUT R P15070 (PINK),Pink Knock Out®  Rose,ROS,04,WINTER LOOK,12''S, 5 , 31 , 265 ,04/01/16  , 40.00 , 36.00 , 35.00 ,4.08
CA,170000,    ,090791ST,170000090791ST,#1 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,04,WINTER LOOK,"24""H",     , 39 ,     ,          , 7.50 , 6.75 , 6.56 ,0.54
CA,170000,    ,090795ST,170000090795ST,#5 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,04,WINTER LOOK,"48""H", 11 , 30 ,     ,          , 24.00 , 21.60 , 21.00 ,2.72
CA,170000,    ,075415ST,170000075415ST,#5 STAKED,ROSA-CL-SKY'S THE LIMIT TM PAF,Sky's The Limit  Climbing Rose,ROS,04,WINTER LOOK,"32""H", 20 , 20 ,,, 28.50 , 25.65 , 24.94 ,2.72
CA,170000,    ,070345,170000070345,#5 STAKED,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry                                         ,DCS,04,DORMANT,"48""H",     , 6 ,     ,          , 30.00 , 27.00 , 26.25 ,2.72
CA,170000,    ,406432,170000406432,#2,RUBUS IDAEUS JEWEL BLK RASPBRY,Jewel Black Raspberry                                       ,DCS,03,,"30""H", 255 ,     , 943 ,04/01/16  , 16.75 , 15.08 , 14.66 ,1.36
CA,170000,    ,067845,170000067845,#5 STAKED,RUBUS IDEAUS FALL GOLD RASPBRY,Fall Gold Raspberry                                         ,DCS,03,DORMANT,"3/4""STAKE",     , 4 ,     ,          , 30.00 , 27.00 , 26.25 ,2.72
CA,170000,,079382,170000079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,BrazelBerries®  Raspberry Shortcake  Dwarf Thor,DCS,04,DORMANT,"8""H - 12"":S", 348 , 448 ,,, 16.75 , 15.08 , 14.66 ,1.36
CA,170000,X,412691,170000412691,#1,SALVIA NEM BLUE MARVEL PPAF,Blue Marvel Salvia                                          ,PRN,04,,CAN FULL, 90 ,     , 93 ,04/01/16  , 6.00 , 5.40 , 5.25 ,0.54
CA,170000,    ,019542,170000019542,#2,SALVIA NEM MARCUS R PP13322,Marcus®  Meadow Sage,PRN,04,,CAN FULL,     ,     , 885 ,04/01/16  , 12.75 , 11.48 , 11.16 ,1.36
CA,170000,    ,020411,170000020411,#1,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,-,CAN FULL, 12 ,     , 665 ,04/01/16  , 5.75 , 5.18 , 5.03 ,0.54
CA,170000,    ,020412,170000020412,#2,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,,CAN FULL,     ,     , 208 ,04/01/16  , 12.75 , 11.48 , 11.16 ,1.36
CA,170000,    ,070591,170000070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,,CAN FULL,     ,     , 509 ,03/01/16  , 5.75 , 5.18 , 5.03 ,0.54
CA,170000,    ,070592,170000070592,#2,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,,"8""H - 8""S",     ,     , 78 ,03/01/16  , 12.75 , 11.48 , 11.16 ,1.36
CA,170000,    ,407941,170000407941,#1,SALVIA SNSATION R DEEP ROS PAF,Sensation Deep Rose Salvia                                  ,PRN,04,-,"6""H - 8""S", 45 ,     , 361 ,04/01/16  , 6.00 , 5.40 , 5.25 ,0.54
CA,170000,    ,400271,170000400271,#1,SALVIA SNSATION R SKY BLUE PAF,Sensation®  Sky Blue Meadow Sage,PRN,04,,CAN FULL,     ,     , 113 ,04/01/16  , 6.00 , 5.40 , 5.25 ,0.54
CA,170000,    ,070941,170000070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,03,-,CAN FULL,     ," 1,867 ",     ,          , 5.50 , 4.95 , 4.81 ,0.54
CA,170000,    ,044871,170000044871,#1,SEDUM RUP ANGELINA PPAF,Angelina Stonecrop                                          ,PRN,03,-,CAN FULL,     , 63 ,     ,          , 5.50 , 4.95 , 4.81 ,0.54
CA,170000,    ,070911,170000070911,#1,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                      ,PRN,04,EMERGING,.,     , 259 , 105 ,04/01/16  , 5.50 , 4.95 , 4.81 ,0.54
CA,170000,    ,025041,170000025041,#1,SEDUM X AUTUMN FIRE,Autumn Fire Stonecrop                                       ,PRN,03,EMERGING,.,     , 117 , 10 ,04/01/16  , 5.50 , 4.95 , 4.81 ,0.54
CA,170000,    ,070741,170000070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                        ,PRN,04,EMERGING,CAN FULL,     , 11 ,,, 5.50 , 4.95 , 4.81 ,0.54
CA,170000,    ,069971,170000069971,#1,SEMPERVIVUM ARACH RED COBWEB,Red Cobweb Hens and Chicks                                  ,PRN,04,-,CAN FULL,     , 14 ,,, 6.75 , 6.08 , 5.91 ,0.54
CA,170000,    ,065591,170000065591,#1,SEMPERVIVUM BLACK,Black Hens and Chicks                                       ,PRN,04,-,CAN FULL,     , 30 , 67 ,04/01/16  , 6.75 , 6.08 , 5.91 ,0.54
CA,170000,    ,05696E,17000005696E,"7"" Terra Cotta",SEMPERVIVUM RUBY HEARTS,Ruby Hearts Hens and Chicks                                 ,PRN,04,-,CAN FULL,     , 135 ,     ,          , 17.50 , 15.75 , 15.31 ,0.54
CA,170000,    ,070011,170000070011,#1,SEMPERVIVUM SILVER KING,Silver King Houseleek                                       ,PRN,04,-,CAN FULL,     ,     , 153 ,04/01/16  , 6.75 , 6.08 , 5.91 ,0.54
CA,170000,    ,071612,170000071612,#2,SPIRAEA X VAN RENAISSANCE,Renaissance Spirea                                          ,DCS,03,DORMANT,"12""H - 10""S", 45 , 344 ,     ,          , 13.75 , 12.38 , 12.03 ,1.36
CA,170000,    ,072005,170000072005,#5,SYRINGA X CHINENSIS,Chinese Lilac                                               ,DCS,03,BUDS,"16""H - 14""S", 4 , 4 ,     ,          , 25.25 , 22.73 , 22.09 ,2.72
CA,170000,    ,072835PT,170000072835PT,#5 PATIO TREE,THUJA OC FILIFORMIS,Weeping Threadleaf Arborvitae                               ,CON,04,WINTER COLOR,"36""H - 18""S", 3 , 3 ,     ,          , 61.75 , 55.58 , 54.03 ,4.08
CA,170000,    ,073742,170000073742,#2,VACCINIUM CORYMBOSUM PATRIOT,Patriot Early Season Blueberry                              ,DCS,03,,,     ,     , 83 ,03/01/16  , 15.75 , 14.18 , 13.78 ,1.36
CA,170000,,081702,170000081702,#2,VACCINIUM X JELLY BEAN TM PPAF,BrazelBerries®  Jelly Bean  Blueberry,DCS,04,BUDS,"10''H - 8""S",     , 572 ,     ,          , 16.25 , 14.63 , 14.22 ,1.36
CA,170000,    ,076131,170000076131,#1,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,04,-,CAN FULL,     ,     , 850 ,04/01/16  , 5.25 , 4.73 , 4.59 ,0.54
CA,170000,    ,076311,170000076311,#1 STAKED,VITIS LAB CATAWBA,Catawba Grape                                               ,VIN,04,DORMANT,"24""H", 13 , 28 ,     ,          , 8.75 , 7.88 , 7.66 ,0.54
CA,170000,    ,076225,170000076225,#5 STAKED,VITIS LAB EASTERN CONCORD,Eastern Concord Grape                                       ,VIN,04,,"48""H", 26 ,     , 26 ,05/01/16  , 24.50 , 22.05 , 21.44 ,2.72
CA,170000,    ,076251,170000076251,#1 STAKED,VITIS LAB NIAGARA,Niagara Grape                                               ,VIN,04,DORMANT,"3/4"" STAKE", 91 , 207 ,     ,          , 8.75 , 7.88 , 7.66 ,0.54
CA,170000,    ,017341,170000017341,#1 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,04,DORMANT,3/4''STAKE, 64 , 107 ,     ,          , 9.25 , 8.33 , 8.09 ,0.54
CA,170000,    ,017345,170000017345,#5 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,04,DORMANT,48''H,     , 12 ,     ,          , 23.75 , 21.38 , 20.78 ,2.72
CA,170000,,090152,170000090152,#2,YUCCA FIL COLOR GUARD,Color Guard Adam's Needle                                   ,EVS,04,WINTER COLOR,10''H - 12''S,     , 10 ,     ,          , 17.75 , 15.98 , 15.53 ,1.36
CA,170000,    ,077225,170000077225,#5,YUCCA FIL IVORY TOWER,Ivory Tower Yucca                                           ,EVS,04,-,"15""H - 15""S",     , 3 ,     ,          , 23.00 , 20.70 , 20.13 ,2.72
