Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,x
OR,    ,027061,#1 STAKED,CLEM X MULTI-BLUE,Clematis x 'Multi-blue'                                     ,Multi-Blue Clematis                                         ,Clematis,VIN,04,, 9.00 ,,"21""H  3 STEMS", 13 , 10 ,     , 92 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027445,#5 STAKED,CLEM X NELLY MOSER,Clematis x 'Nelly Moser'                                    ,Nelly Moser Clematis                                        ,Clematis,VIN,04,, 29.50 ,-,FULL STK, 11 , 5 , 46 , 46 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027461,#1 STAKED,CLEM X NIOBE,Clematis x 'Niobe'                                          ,Niobe Clematis                                              ,Clematis,VIN,04,, 9.00 ,,"21""H", 10 , 10 ,     , 10 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027071,#1 STAKED,CLEM X PINK CHAMPAGNE,Clematis x 'Pink Champagne'                                 ,Pink Champagne Clematis                                     ,Clematis,VIN,04,, 9.00 ,-,FULL STK, 19 , 10 ,     , 19 ,05/01/15  ," 5,651 ",05/15/15  ,     ,          ,x
OR,    ,027485,#5 STAKED,CLEM X RAMONA,Clematis x 'Ramona'                                         ,Ramona Clematis                                             ,Clematis,VIN,04,, 29.50 ,-,48''  FULL STK, 5 , 5 , 5 , 5 ,05/01/15  , 670 ,05/15/15  ,     ,          ,x
OR,    ,027491,#1 STAKED,CLEM X ROUGE CARDINAL,Clematis x 'Rouge Cardinal'                                 ,Rouge Cardinal Clematis                                     ,Clematis,VIN,04,, 9.00 ,-,FULL STK, 12 , 10 , 12 , 12 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,026375,#5 STAKED,CLEM X TOKI,Clematis x 'Toki'                                           ,Toki Clematis                                               ,Clematis,VIN,04,, 29.50 ,BUDS & BLOOMS,FULL STK, 10 , 5 , 164 , 164 ,05/01/15  ,     ,          ,     ,          ,x
OR,2010,056212,#2 STAKED,CLEM X WESTERPLATTE,Clematis x 'Westerplatte'                                   ,Westerplatte Clematis                                       ,Clematis,VIN,04,, 18.00 ,-,FULL STK, 1 , 5 ,     , 1 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,022431,#1,CLEMATIS INT BLUE RIBBONS,Clematis integrifolia 'Blue Ribbons'                        ,Blue Ribbons Bush Clematis                                  ,Clematis,PRN,02,, 9.00 ,CUT BACK,,     , 10 , 25 , 179 ,04/01/15  ,     ,          ,     ,          ,x
OR,2014,030405,#5,CORNUS FL CHEROKEE CHIEF,Cornus florida 'Cherokee Chief'                             ,Cherokee Chief Flowering Dogwood                            ,Hardy flowering tree,TRE,05,, 40.50 ,FALL COLOR,"36""H", 5 , 5 ,     , 5 ,05/01/15  ,     ,          ,     ,          ,x
OR,2013,080841S,SuperOne TM,CORNUS STO PUCKERED UP TM PPAF,Cornus stolonifera 'Neil Z' P.P.A.F.                        ,Pucker Up!™  Red Twig Dogwood,Deciduous shrub/hedge,DCS,03,PW, 9.50 ,-,"10""H - 10""S",     , 10 , 202 ,     ,          ,     ,          ,     ,          ,x
OR,2014,086222S,SuperTwo,DEUTZIA CREME FRAICHE TM,                                                            ,                                                            ,Deciduous mid flowering shrub,DCS,05,PW, 17.00 ,,, 36 , 5 ,     , 36 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,091882,#2,DEUTZIA X NIKKO BLUSH NA74356,Deutzia x rosea 'Nikko Blush' (NA74356)                     ,Nikko Blush Deutzia                                         ,Deciduous mid flowering shrub,DCS,05,, 14.50 ,-,"12""H - 12""S", 29 , 5 , 29 ,     ,          ,     ,          ,     ,          ,x
OR,2013,004902,#2,DICENTRA SP VALENTINE R P22739,"Dicentra spectabilis 'Hordival' P.P.#22,739                 ",Valentine®  Bleeding Heart,Mid spring border flowering,PRN,03,PPP, 14.75 ,,,     , 5 ,     , 165 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,080762,#2,DISPORUM CANT NIGHT HERON,Disporum cantoniense 'Night Heron'                          ,Night Heron Chinese Fairy Bells                             ,Evergreen large shrub/hedge,PRN,07,HIN, 14.75 ,-,,     , 5 , 58 , 58 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,086091,#1,FRAGARIA X ANANASSA TOSCANA,Fragaria x ananassa 'Toscana'                               ,Toscana Strawberry                                          ,Edible berries/fruit,PRN,04,, 4.90 ,CUT BACK,,     , 10 ,     , 81 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,086711,#1,GAURA L PINK LADY PP17494,"Gaura lindheimeri 'Pink Lady' P.P.#17,494                   ",Pink Lady Gaura                                             ,Mid spring interm. flowering,PRN,05,PPP, 4.90 ,-,, 30 , 10 , 32 , 32 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,089282,#2,GR-DESCHAMPSIA SCHOTTLAND,Deschampsia caespitosa 'Schottland'                         ,Scottish Tufted Hair Grass                                  ,Small grasses,GRS,04,, 14.50 ,,,     , 5 , 76 , 76 ,03/01/15  ," 1,278 ",03/01/15  ,     ,          ,x
OR,2014,089291,#1,GR-HAKONECHLOA FUBUKI PP21757,"Hakonechloa macra 'Fubuki' PP# 21,757                       ",Fubuki Japanese Forest Grass                                ,Small grasses,GRS,04,, 10.25 ,-,, 30 , 10 ,     , 30 ,04/01/15  ," 1,412 ",06/15/15  ,     ,          ,x
OR,    ,033205,#5,GUNNERA TINCTORIA,Gunnera tinctoria                                           ,Chilean Prickly Rhubarb                                     ,Tropical perennial,PRN,07,HIN, 29.00 ,-,CAN FULL,     , 5 , 73 , 90 ,04/01/15  ,     ,          ,     ,          ,x
OR,    ,039245,#5,HAMAMELIS X INT DIANE,Hamamelis x intermedia 'Diane'                              ,Diane Witch Hazel                                           ,Deciduous early flower'g Shrub,DCS,05,, 35.00 ,-,"24""H-24""S", 11 , 5 , 11 ,     ,          ,     ,          ,     ,          ,x
OR,    ,039235,#5,HAMAMELIS X INT JELENA,Hamamelis x intermedia 'Jelena'                             ,Jelena Witch Hazel                                          ,Deciduous early flower'g Shrub,DCS,05,, 35.00 ,-,"28""H-24""S", 5 , 5 , 403 , 403 ,01/01/15  ,     ,          ,     ,          ,x
OR,2011,064181,#1,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,Grass-like plant,EVS,05,MSW, 9.00 ,-,8''H - 8''S, 28 , 10 ,     , 28 ,04/15/15  ,     ,          ,     ,          ,x
OR,2014,086871,#1,HEUCHERA CARNIVAL COCOMINT PAF,Heuchera x 'Carnival Cocomint' (P.P.A.F.)                   ,Carnival Cocomint Coral Bells                               ,Shade foliage/flower,PRN,04,BHC, 7.85 ,,,     , 10 , 71 ,     ,          ,     ,          ,     ,          ,x
OR,2014,097091,#1,HEUCHERA CARNIVAL LIMEADE PPAF,                                                            ,                                                            ,Shade foliage/flower,PRN,04,BHC, 7.85 ,,,     , 10 ,     , 630 ,06/01/15  ,     ,          ,     ,          ,x
OR,2013,076241,#1,HEUCHERELLA REDSTONE FALLS PAF,"Heucherella x 'Redstone Falls' P.P.# 22,394                 ",Redstone Falls Trailing Foamy Bells                         ,Shade foliage/flower,PRN,04,, 7.85 ,,,     , 10 ,     , 316 ,06/01/15  ,     ,          ,     ,          ,x
OR,2014,093062,#2,HOSTA ENTERPRISE,Hosta 'Enterprise'                                          ,Enterprise Hosta                                            ,Hosta,PRN,03,, 14.25 ,CUT BACK,2-4 EYES,     , 5 , 130 , 130 ,04/01/15  ,     ,          ,     ,          ,x
OR,2014,075112,#2,HOSTA FANTASY ISLAND,Hosta 'Fantasy Island'                                      ,Fantasy Island Plantain Lily                                ,Hosta,PRN,03,, 14.25 ,CUT BACK,2-4 EYES,     , 5 , 106 , 106 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,052631,#1,HOSTA FROSTY RIBBONS TM PPAF,Hosta x 'MonLisa' P.P.A.F.                                  ,Frosty Ribbons™  Hosta,Hosta,PRN,04,, 6.75 ,CUT BACK,, 20 , 10 , 20 , 20 ,04/01/15  ,     ,          ,     ,          ,x
OR,2014,039471,#1,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         ,Hosta,PRN,03,, 7.15 ,CUT BACK,1-3 EYES, 23 , 10 , 454 , 454 ,04/15/15  ,     ,          ,     ,          ,x
OR,2014,075162,#2,HOSTA THE RAZOR'S EDGE,Hosta x 'The Razor's Edge'                                  ,The Razor's Edge Plantain Lily                              ,Hosta,PRN,03,, 14.25 ,-,,     , 5 , 621 , 621 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,016305,#5,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               ,Hosta,PRN,03,, 24.50 ,-,3-5 EYES,     , 5 , 4 , 104 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,088405,#5 STAKED,HUMULUS X NEWPORT,Humulus lupulus 'Newport'                                   ,Newport Common Hop                                          ,Edible berries/fruit,VIN,05,, 27.50 ,-,FULL STK,     , 5 , 126 ,     ,          ,     ,          ,     ,          ,x
OR,2013,075631,#1 STAKED,HYD INTEG TAIPING SHAN CLIMBNG,Hydrangea integrifolia 'Taiping Shan'                       ,Taiping Shan Evergreen Climbing Hydrangea                   ,Hydrangea,VIN,07,HIN, 7.75 ,-,"3/4"" STK", 18 , 10 ,     , 18 ,05/01/15  ,     ,          ,     ,          ,x
OR,2011,074561S,SuperOne TM,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,-,6''H - 8''S, 8 , 10 , 8 ,     ,          ,     ,          ,     ,          ,x
OR,2011,074595,#5,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,Hydrangea,DCS,05,PW, 24.00 ,-,"16""H - 18""S", 6 , 5 ," 1,808 ",     ,          ,     ,          ,     ,          ,x
OR,2014,089932S,SuperTwo,HYD MAC PARAPLU TM PPAF,Hydrangea macrophylla 'SMHMP1' P.P.A.F.                     ,Paraplu®  Bigleaf Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,-,"12""H - 12""S", 15 , 5 , 15 ,     ,          ,     ,          ,     ,          ,x
OR,2013,093175,#5,HYD QUER MUNCHKIN,Hydrangea quercifolia 'Munchkin'                            ,Munchkin Oakleaf Hydrangea                                  ,Hydrangea,DCS,05,, 24.50 ,-,12''H - 16''S, 3 , 5 , 3 ,     ,          ,     ,          ,     ,          ,x
OR,    ,042565,#5,HYD QUER PEE WEE,Hydrangea quercifolia 'Pee Wee'                             ,Pee Wee Oak Leaf Hydrangea                                  ,Hydrangea,DCS,05,, 22.50 ,-,15''H - 18''S,     , 5 , 279 ,     ,          ,     ,          ,     ,          ,x
OR,    ,042045,#5,HYD QUER SNOWFLAKE,Hydrangea quercifolia 'Brido'                               ,Snowflake™  Oakleaf Hydrangea,Hydrangea,DCS,05,, 23.50 ,LIGHT BUDS,"18""H - 18""S", 28 , 5 , 28 ,     ,          ,     ,          ,     ,          ,x
OR,2013,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,-,12''H - 10''S,     , 10 , 93 ,     ,          ,     ,          ,     ,          ,x
OR,2014,056482,#2,HYD SERRATA CHIRI-SAN SUE (DH),Hydrangea serrata 'Chiri-san Sue'                           ,Chiri-san Sue Mountain Hydrangea                            ,Hydrangea,DCS,07,HIN, 16.50 ,,, 30 , 5 ,     , 30 ,04/15/15  ,     ,          ,     ,          ,x
OR,2014,089972S,SuperTwo,ILEX CREN PATTI O TM,                                                            ,                                                            ,Ilex,EVS,06,PW, 16.50 ,,, 30 , 5 ,     , 30 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,086345,#5,ILEX VERT BERRY POPPINS R,Ilex verticillata 'FarrowBPop' P.P.A.F.                     ,Berry Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 22.00 ,,, 10 , 5 ,     , 10 ,06/01/15  ,     ,          ,     ,          ,x
OR,2014,086355,#5,ILEX VERT MR POPPINS R,Ilex verticillata 'FarrowMP' P.P.A.F.                       ,Mr. Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 22.00 ,,, 15 , 5 ,     , 15 ,06/01/15  ,     ,          ,     ,          ,x
OR,2012,074955,#5,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,Ilex,EVS,05,PW, 24.50 ,-,"21""H - 15""S",     , 5 ,     , 359 ,06/01/15  ,     ,          ,     ,          ,x
OR,2011,021091,#1,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,Ilex,EVS,05,GCN, 8.50 ,-,10''H - 8''S, 40 , 10 , 40 ,     ,          ,     ,          ,     ,          ,x
OR,2013,093182,#2,KIRENGESHOMA PALMATA,Kirengeshoma palmata                                        ,Yellow Wax Bells                                            ,Mid/late tall flowering,PRN,05,HIN, 14.25 ,-,CAN FULL, 4 , 5 ,     , 4 ,04/01/15  ,     ,          ,     ,          ,x
OR,2014,074231,#1,LAVAN INT RIVERINA TM THOMAS,Lavandula intermedia 'Riverina Thomas'                      ,Riverina Thomas French Lavender                             ,Mid spring border flowering,PRN,05,PPP, 6.75 ,-,, 18 , 10 , 18 , 18 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,086691,#1,LAVAN PEN WITH LOVE TM PP22709,"Lavandula stoechas ssp. pedunculata 'Bentley' P.P. #22,709  ",With Love™  Lavender,Mid spring border flowering,PRN,06,PPP, 6.75 ,BUDS & BLOOMS,,     , 10 , 124 , 196 ,06/01/15  ," 2,025 ",05/01/15  ,     ,          ,x
OR,2012,036655,#5,MAHONIA X CHARITY,Mahonia x media 'Charity'                                   ,Charity Mahonia                                             ,Evergreen large shrub/hedge,EVS,07,, 26.50 ,-,18''H - 15''S, 12 , 5 , 12 ,     ,          ,     ,          ,     ,          ,x
OR,2013,053585,#5,MAHONIA X MED LIONEL FORTESCUE,Mahonia x media 'Lionel Fortescue'                          ,Lionel Fortescue Mahonia                                    ,Evergreen large shrub/hedge,EVS,05,HIN, 26.50 ,-,40''H - 24''S, 6 , 5 ,     , 6 ,04/15/15  , 21 ,04/15/15  ,     ,          ,x
OR,2011,036165,#5,METASEQUOIA G OGON GOLD RUSH,Metasequoia glyptostroboides 'Gold Rush'                    ,Gold Rush Dawn Redwood                                      ,Temperate conifer,CON,03,, 27.50 ,-,"58""H", 10 , 5 , 10 ,     ,          ,     ,          ,     ,          ,x
OR,2013,055661,#1,OPHIOPOGON FORMOSANUM,Ophiopogon formosanum                                       ,Taiwan Mondo Grass                                          ,Grass-like plant,GRS,07,HIN, 5.25 ,,,     , 10 , 57 , 57 ,03/01/15  ,     ,          ,     ,          ,x
OR,2011,019585,#5,PAEONIA ITOH SING IN THE RAIN,Paeonia x (Itoh) 'Singing in the Rain'                      ,Singing in the Rain Itoh Peony                              ,Paeonia,PRN,04,, 42.50 ,,, 8 , 5 ,     , 8 ,03/01/15  ,     ,          ,     ,          ,x
OR,2010,047075,#5,PAEONIA ITOH YUMI TM (YLW),Paeonia (Intersectional hybrid) x 'Yellow Doodle Dandy'     ,Yumi™  (Beauty) Itoh Peony,Paeonia,PRN,04,DRS, 42.50 ,CUT BACK,5  EYES, 10 , 5 ,     , 11 ,03/01/15  ,     ,          ,     ,          ,x
OR,2014,062722,#2,PAEONIA TENUIFOLIA EARLY SCOUT,Paeonia x 'Early Scout'                                     ,Early Scout Fernleaf Peony                                  ,Paeonia,PRN,03,, 19.50 ,-,, 5 , 5 ,     , 5 ,03/01/15  ,     ,          ,     ,          ,x
OR,2013,081631,#1,PENSTEMON X MEX CARILLO PURPLE,Penstemon x mexicali 'Carillo Purple'                       ,Carillo Purple Beardtongue                                  ,Mid spring interm. flowering,PRN,05,, 6.35 ,,, 11 , 10 ,     , 11 ,04/01/15  ,     ,          ,     ,          ,x
OR,2012,067781,#1,PENSTEMON X PIKES PEAK PURPL R,Penstemon x mexicali Pikes Peak Purple® ,Pikes Peak Purple®  Penstemon,Mid spring interm. flowering,PRN,04,PLC, 6.35 ,-,CAN FULL,     , 10 ,     , 285 ,06/01/15  ,     ,          ,     ,          ,x
OR,2012,066811,#1,PENSTEMON X PRETTY PETTICOAT,Penstemon x 'Pretty Petticoat'                              ,Pretty Petticoat Beardtongue                                ,Mid spring interm. flowering,PRN,04,, 4.90 ,CUT BACK,CAN FULL,     , 10 , 395 ,     ,          ,     ,          ,     ,          ,x
OR,2013,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,-,,     , 10 , 363 , 363 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,043412,#2,PHLOMIS FRUTICOSA,Phlomis fruticosa                                           ,Jerusalem Sage                                              ,Mid/late border flowering,PRN,06,, 12.25 ,-,,     , 5 , 137 ,     ,          ,     ,          ,     ,          ,x
OR,2013,085861,#1,PHYGELIUS CAPENSIS MAGENTA,Phygelius capensis 'Magenta'                                ,Magenta Cape Fuchsia                                        ,Mid/late interm. flowering,PRN,07,, 5.75 ,-,,     , 10 , 586 , 896 ,04/01/15  ,     ,          ,     ,          ,x
OR,2013,068265,#5,PHYSOCARPUS OPU DART'S GOLD,Physocarpus opulifolius 'Dart's Gold'                       ,Dart's Gold Ninebark                                        ,Deciduous shrub/hedge,DCS,03,, 20.50 ,-,16''H - 15''S, 18 , 5 , 18 ,     ,          ,     ,          ,     ,          ,x
OR,2013,033275,#5,PICEA GL DENSATA WELLS' WEEPER,Picea glauca 'Wells' Weeper'                                ,Wells' Weeper Spruce                                        ,Picea,CON,02,, 41.50 ,-,"36""H-16""S", 2 , 5 , 2 ,     ,          ,     ,          ,     ,          ,x
OR,2014,053345,#5,PICEA OMORIKA PENDULA BRUNS,Picea omorika 'Pendula Bruns'                               ,Bruns Weeping Serbian Spruce                                ,Picea,CON,04,, 41.50 ,-,"36""H",     , 5 ,     , 24 ,05/15/15  ,     ,          ,     ,          ,x
OR,2014,04761M,#10 Squat,PICEA OMORIKA SKY TRAILS,Picea omorika 'Sky Trails'                                  ,Sky Trails Serbian Spruce                                   ,Picea,CON,04,, 79.00 ,-,"44""H -21""S", 6 , 2 , 6 ,     ,          ,     ,          ,     ,          ,x
OR,2014,049492,#2,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,Evergreen early flower'g shrub,EVS,06,, 16.50 ,-,"6""H - 10""S", 15 , 5 ,     , 15 ,04/01/15  ,     ,          ,     ,          ,x
OR,2014,049535,#5,PIERIS J WHITE PEARL,Pieris japonica 'White Pearl'                               ,White Pearl Lily of the Valley Shrub                        ,Evergreen early flower'g shrub,EVS,06,, 25.50 ,BUDS,"14""H - 15""S", 6 , 5 , 6 ,     ,          ,     ,          ,     ,          ,x
OR,2011,048692,#2,PINUS MUGO CARSTENS WINTERGOLD,Pinus mugo 'Carsten's Wintergold'                           ,Carsten's Wintergold Mugo Pine                              ,Pinus,CON,02,, 19.00 ,-,"12""S", 12 , 5 , 12 ,     ,          ,     ,          ,     ,          ,x
OR,2011,035145,#5,PODOCARPUS ALP BLUE GEM,Podocarpus alpinus 'Blue Gem'                               ,Blue Gem Alpine Plum Yew                                    ,Temperate conifer,CON,07,, 19.25 ,-,"18""S",     , 5 , 323 ,     ,          ,     ,          ,     ,          ,x
OR,2013,053842,#2,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,Mid/late interm. flowering,EVS,07,HIN, 14.50 ,-,"18""H - 12""S",     , 5 , 195 ,     ,          ,     ,          ,     ,          ,x
OR,2013,053845,#5,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,Mid/late interm. flowering,EVS,07,HIN, 22.00 ,-,"16""H - 16""S",     , 5 , 177 ,     ,          ,     ,          ,     ,          ,x
OR,    ,066885,#5,PRUNUS CER THUNDERCLOUD,Prunus cerasifera 'Thundercloud'                            ,Thundercloud Purple Leaf Plum                               ,Hardy flowering tree,TRE,04,, 29.00 ,-,"72""H", 11 , 5 , 11 ,     ,          ,     ,          ,     ,          ,x
OR,    ,031815,#5,PRUNUS CRMSON POINTE TM P19564,"Prunus x cerasifera 'Cripoizam' P.P. #19,564                ",Crimson Pointe™  Flowering Plum,Hardy flowering tree,TRE,04,LHI, 33.00 ,-,"80""H", 10 , 5 , 202 ,     ,          ,     ,          ,     ,          ,x
OR,    ,067102,#2,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,Evergreen large shrub/hedge,EVS,06,, 16.50 ,-,8''H - 12''S, 87 , 5 , 162 ,     ,          ,     ,          ,     ,          ,x
OR,    ,066955,#5,PRUNUS PEN PLENO ROSEA,Prunus pendula 'Pleno-rosea'                                ,Double Weeping Rosebud Cherry                               ,Hardy flowering tree,TRE,04,, 40.50 ,-,"64""H", 10 , 5 , 15 ,     ,          ,     ,          ,     ,          ,x
OR,    ,028025,#5,PRUNUS SER ANGELS BLSH R TAIZO,Prunus serrulata 'Taizo'                                    ,Angel's Blush®  Flowering Cherry,Hardy flowering tree,TRE,05,NJI, 40.50 ,-,"54""H", 5 , 5 , 5 , 5 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,04339M,#10 Squat,PRUNUS WEEPING EXTRAORDNARE TM,Prunus x 'Extrazam' Weeping Extraordinaire™ ,Weeping Extraordinaire™  Double Flowering Cherry,Hardy flowering tree,TRE,05,LHI, 106.00 ,-,"72""H", 4 , 2 , 4 ,     ,          ,     ,          ,     ,          ,x
OR,2013,043082,#2,PSEUDOPANAX LAETUS,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,Evergreen large shrub/hedge,EVS,07,HIN, 16.50 ,-,"12""H - 12""S", 10 , 5 , 405 , 405 ,06/01/15  ,     ,          ,     ,          ,x
OR,2014,068325,#5,RHOD (H-1) EDITH BOSLEY,Rhododendron x 'Edith Bosley' (H-1)                         ,Edith Bosley Rhododendron                                   ,Rhododendron,RHO,05,, 26.50 ,-,"22""H - 18""S", 3 , 5 , 3 ,     ,          ,     ,          ,     ,          ,x
OR,    ,024582,#2,ROSA CARAMBA TM PP13396,Rosa x 'Tanabamar' P.P.# 13396                              ,Caramba®  Shrub Rose,Rosa,ROS,05,NWH, 15.50 ,BUDS & BLOOMS,10''H - 12''S, 38 , 5 , 38 ,     ,          ,     ,          ,     ,          ,x
OR,2012,067871,#1 STAKED,RUBUS PRIME-JIM R BKBRY P16989,"Rubus 'APF-12' P.P. #16,989                                 ",Prime-Jim®  Blackberry,Edible berries/fruit,DCS,04,, 9.50 ,-,FULL STK,     , 10 , 133 ,     ,          ,     ,          ,     ,          ,x
OR,2013,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,Edible berries/fruit,DCS,05,FCF, 16.50 ,-,"12""H - 12""S", 14 , 5 , 14 , 14 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,004082,#2,SAMBUCUS N BLACK TOWER TM PPAF,"Sambucus nigra 'EIFFEL 1' P.P.#23,633                       ",Black Tower Elderberry                                      ,Deciduous sumr flower'g shrub,DCS,04,BHC, 16.00 ,-,"20""H - 12""S", 5 , 5 , 5 ,     ,          ,     ,          ,     ,          ,x
OR,2014,076641,#1,SAXIFRAGA FORT BERRY BRIGHT TM,Saxifraga fortunei 'Magenta'                                ,Berry Bright™  Elf Saxifrage,Shade foliage/flower,PRN,06,HIN, 6.75 ,BUDS & BLOOMS,, 19 , 10 , 19 ,     ,          ,     ,          ,     ,          ,x
OR,2013,052935,#5,SCHEF A BREVIPEDUNCULATA(12224,Schefflera brevipedunculata                                 ,Hardy Schefflera                                            ,Evergreen shade shrub,EVS,07,HIN, 25.50 ,-,"24""H - 14""S", 5 , 5 , 5 ,     ,          ,     ,          ,     ,          ,x
OR,2011,046311,#1,SEDUM STRAWBERRIES & CREAM,Sedum x telephium 'Strawberries & Cream'                    ,Strawberries & Cream Stonecrop                              ,Succulent/cactus/yucca,PRN,04,, 5.15 ,CUT BACK,CAN FULL,     , 10 , 115 , 143 ,04/01/15  ,     ,          ,     ,          ,x
OR,New ,081211,#1,SMILACINA RACEMOSA,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.25 ,,,     , 10 ,     , 90 ,04/01/15  ,     ,          ,     ,          ,x
OR,2011,075012S,SuperTwo,SPIRAEA DBLPLAY R ARTIST PPAF,Spiraea japonica 'Galen' P.P.A.F.                           ,Double Play®  Artist Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,-,10''H - 12''S, 12 , 5 , 12 ,     ,          ,     ,          ,     ,          ,x
OR,2011,075031S,SuperOne TM,SPIRAEA DBLPLAY R BIGBANG PPAF,Spiraea japonica 'Tracy' P.P.A.F.                           ,Double Play®  Big Bang Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 10.50 ,-,10''H - 10''S, 10 , 10 , 131 ,     ,          ,     ,          ,     ,          ,x
OR,New ,408162S,SuperTwo,SPIRAEA DBLPLAY R BL KZO TMPAF,Spiraea media 'Blue Kazoo'                                  ,Double Play®  Blue Kazoo Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,,, 18 , 5 ,     , 18 ,05/01/15  ,     ,          ,     ,          ,x
OR,2011,075022S,SuperTwo,SPIRAEA DBLPLAY R GOLD PPAF,"Spiraea japonica 'Yan' P.P. # 21,615                        ",Double Play®  Gold Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,-,4''H - 10''S, 14 , 5 , 14 ,     ,          ,     ,          ,     ,          ,x
OR,    ,072141S,SuperOne TM,SYRINGA V PRESIDENT LINCOLN,Syringa vulgaris 'President Lincoln'                        ,President Lincoln Lilac                                     ,Deciduous early flower'g Shrub,DCS,03,, 10.50 ,-,12''H - 8''S, 15 , 10 , 58 ,     ,          ,     ,          ,     ,          ,x
OR,    ,072165,#5,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,Deciduous early flower'g Shrub,DCS,03,, 24.00 ,-,24''H - 16''S, 21 , 5 , 21 ,     ,          ," 3,728 ",04/01/15  ," 1,969 ",05/15/15  ,x
OR,    ,028425,#5,SYRINGA X DECLARATION NA62975,Syringa x 'Declaration'                                     ,Declaration Lilac                                           ,Deciduous early flower'g Shrub,DCS,05,, 24.00 ,-,27''H - 18''S, 19 , 5 , 52 ,     ,          ,     ,          ,     ,          ,x
OR,2014,042195,#5,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,Deciduous early flower'g Shrub,DCS,05,, 24.00 ,-,27''H - 16''S, 15 , 5 , 15 ,     ,          ,     ,          ,     ,          ,x
