Branch ,Item ,Size,Plant Availability,,,,,,For: 4/29/16,,,,,,,,,,,,
,,,Rep#:  600201   ,,,,,, 6:51:12  ,,,,,,,,,,,,
,,,House Accounts-East                     ,,,,,,,,,,,,,,,,,,
OPRPJ026R ,,,                      ,,,,,,,PS1;Plants that are prime condition.,,,,,,,,,,,
,,Landscape Ready:*Excluded,,,,,,,,PS2:Plants in prime condition for at least 2 more weeks.,,,,,,,,,,,
,,                  ,,,,,,,,"PS3:Plants are past blooming, but still saleable.",,,,,,,,,,,
,,,,,,,,,,*:Denotes perennials that bloom once per year.,,,,,,,,,,,
Loc,Item,Size,Description,Botanical Name,Common Name,Product,Zone,Condition,Current Specs,Plant Status,Qty Open,Qty Alloc Rem Thru 06/30/16,Net Avail Qty,Min Order Qty,List Price,UPC#,Sale Price,AVL Flag,,,
OR,065785PT,#5 PATIO TREE,PINUS DENS UMB COMPACTA,Pinus densiflora 'Umbraculifera Compacta'                   ,Compact Tanyosho Pine                                       ,CON,05,-,"16""S",, 9 ,     , 9 , 2 , 66.50 ,014949659359,          ,I,,,
OR,065451,#1,PINUS MUGO PUMILIO,Pinus mugo var. pumilio                                     ,Dwarf Mugo Pine                                             ,CON,02,-,"8""S",, 38 ,     , 38 , 10 , 7.75 ,014949654514,          ,I,,,
OR,049632,#2,PINUS MUGO SHERWOOD COMPACT,Pinus mugo 'Sherwood Compact'                               ,Sherwood Compact Mugo Pine                                  ,CON,02,-,"12""S",, 53 ,     , 53 , 5 , 19.75 ,014949341575,          ,I,,,
OR,065535,#5,PINUS SYL GLAUCA NANA,Pinus sylvestris 'Glauca Nana'                              ,Dwarf Scotch Pine                                           ,CON,02,-,"18""S",, 60 ,     , 60 , 5 , 43.25 ,014949655351,          , ,,,
OR,049145,#5,PINUS SYL GLOBOSA VIRIDIS,Pinus sylvestris 'Globosa Viridis'                          ,Dwarf Twisted Scotch Pine                                   ,CON,03,-,"16""S",, 4 ,     , 4 , 5 , 43.25 ,014949267233,          , ,,,
OR,065665,#5,PINUS T MAJESTIC BEAUTY R,Pinus thunbergii 'Monina'                                   ,Majestic Beauty®  Japanese Black Pine,CON,05,-,"36""H - 14""S",, 2 ,     , 2 , 5 , 43.25 ,014949656655,          , ,,,
OR,06566MOP,#10 Squat ORIENTAL POMPON,PINUS T MAJESTIC BEAUTY R,Pinus thunbergii 'Monina'                                   ,Majestic Beauty®  Japanese Black Pine,CON,05,-,"54""H",, 4 ,     , 4 , 2 , 99.75 ,014949341094,          , ,,,
OR,090835,#5,PITT ILL FORMOSAN FINGERS TM,Pittosporum illiciodes 'MonToroko'                          ,Formosan Fingers™  Pittosporum,EVS,07,-,"16""H - 18""S",, 108 ,     , 108 , 5 , 27.75 ,014949306901,          ,I,,,
OR,016582,#2,PITT TEN GOLF BALL P15329,"Pittosporum tenuifolium 'Golf Ball' P.P. #15,329            ",Golf Ball Kohuhu                                            ,EVS,08,-,10''H - 12''S,, 77 ,     , 77 , 5 , 16.75 ,014949059029,          ,I,,,
OR,016802,#2,PITT TEN OLIVER TWIST,Pittosporum tenuifolium 'Oliver Twist'                      ,Oliver Twist Kohuhu                                         ,EVS,08,-,"16""H - 12""S",, 176 ,     , 176 , 5 , 17.75 ,014949237465,          , ,,,
OR,035132,#2,PODOCARPUS LAW RED TIP,Podocarpus lawrencei 'Red Tip'                              ,Mountain Plum Pine                                          ,CON,07,-,"10""S",, 107 ,     , 107 , 5 , 14.25 ,014949205907,          , ,,,
OR,037052,#2,PODOCARPUS NIV PINK TIP,Podocarpus nivalis 'Pink Tip'                               ,Pink Tip Podocarpus                                         ,CON,07,-,"8""S",, 518 ,     , 518 , 5 , 14.25 ,014949216705,      9.26, ,,,
OR,018315,#5,POPULUS TREMULA ERECTA,Populus tremula 'Erecta'                                    ,Columnar Swedish Aspen                                      ,TRE,02,-,"60""H - 18""S",, 38 ,     , 38 , 5 , 30.50 ,014949007969,          , ,,,
OR,066691,#1,POTENTILLA ABBOTSWOOD,Potentilla fruticosa 'Abbotswood'                           ,Abbotswood Potentilla                                       ,DCS,03,BUDS & BLOOMS,"8""H - 8""S",, 6 ,     , 6 , 10 , 6.50 ,014949666913,          , ,,,
OR,066692,#2,POTENTILLA ABBOTSWOOD,Potentilla fruticosa 'Abbotswood'                           ,Abbotswood Potentilla                                       ,DCS,03,-,10''H - 12''S,, 32 ,     , 32 , 5 , 13.75 ,014949666920,          ,I,,,
OR,066781,#1,POTENTILLA FROSTY R P10987,"Potentilla fruticosa 'Monsidh' P.P.# 10,987                 ",Frosty®  Potentilla,DCS,03,FULL BLOOM,"6""H - 8""S",, 22 ,     , 22 , 10 , 6.50 ,014949667811,          , ,,,
OR,066782,#2,POTENTILLA FROSTY R P10987,"Potentilla fruticosa 'Monsidh' P.P.# 10,987                 ",Frosty®  Potentilla,DCS,03,FULL BLOOM,10''H - 12''S,, 55 ,     , 55 , 5 , 13.75 ,014949667828,          ,I,,,
OR,066801,#1,POTENTILLA GOLD STAR,Potentilla fruticosa 'Gold Star'                            ,Gold Star Potentilla                                        ,DCS,03,BUDS & BLOOMS,6''H - 8''S,, 97 ,     , 97 , 10 , 6.50 ,014949668016,          ,I,,,
OR,066802,#2,POTENTILLA GOLD STAR,Potentilla fruticosa 'Gold Star'                            ,Gold Star Potentilla                                        ,DCS,03,BUDS & BLOOMS,12''H - 12''S,, 87 ,     , 87 , 5 , 13.75 ,014949668023,          , ,,,
OR,066681,#1,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,DCS,03,BUDS,"8""H - 8""S",, 307 ,     , 307 , 10 , 6.50 ,014949666814,          , ,,,
OR,066682,#2,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,DCS,03,BUDS,10''H - 12''S,, 113 ,     , 113 , 5 , 13.75 ,014949666821,          , ,,,
OR,066685,#5,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,DCS,03,BUDS & BLOOMS,16''H - 16''S,, 153 ,     , 153 , 5 , 21.75 ,014949666852,          , ,,,
OR,086651,#1,POTENTILLA PINK BEAUTY P9874,Potentilla fruticosa 'Pink Beauty' P.P.# 9874               ,Pink Beauty Potentilla                                      ,DCS,03,BUDS & BLOOMS,8''H - 6''S,, 47 ,     , 47 , 10 , 6.25 ,014949866511,          , ,,,
OR,086652,#2,POTENTILLA PINK BEAUTY P9874,Potentilla fruticosa 'Pink Beauty' P.P.# 9874               ,Pink Beauty Potentilla                                      ,DCS,03,BUDS & BLOOMS,14''H - 12''S,, 60 ,     , 60 , 5 , 13.75 ,014949866528,          , ,,,
OR,066771,#1,POTENTILLA RED ACE,Potentilla fruticosa 'Red Ace'                              ,Red Ace Potentilla                                          ,DCS,03,BUDS & BLOOMS,6''H - 8''S,, 938 ,     , 938 , 10 , 6.50 ,014949667712,          , ,,,
OR,066772,#2,POTENTILLA RED ACE,Potentilla fruticosa 'Red Ace'                              ,Red Ace Potentilla                                          ,DCS,03,BUDS & BLOOMS,"10""H - 10""S",, 246 ,     , 246 , 5 , 13.75 ,014949667729,          , ,,,
OR,066741,#1,POTENTILLA SUNSET,Potentilla fruticosa 'Sunset'                               ,Sunset Potentilla                                           ,DCS,03,BUDS & BLOOMS,"8""H - 8""S",, 117 ,     , 117 , 10 , 6.50 ,014949667415,          , ,,,
OR,066742,#2,POTENTILLA SUNSET,Potentilla fruticosa 'Sunset'                               ,Sunset Potentilla                                           ,DCS,03,BUDS & BLOOMS,12''H - 12''S,, 177 ,     , 177 , 5 , 13.75 ,014949667422,          ,I,,,
OR,082041,#1,PRUNUS LAUR CHESTNUT HILL PPTB,Prunus laurocerasus 'Chestnut Hill' P.P.A.F.                ,Chestnut Hill Cherry Laurel                                 ,EVS,06,-,"8""H - 6""S",," 1,482 ",     ," 1,482 ", 10 , 8.25 ,014949375303,          , ,,,
OR,019095,#5,PRUNUS LAUR ETNA,Prunus laurocerasus 'Anbri'                                 ,Etna English Laurel                                         ,EVS,06,SHOT HOLE,"30""H - 18""S",," 2,137 ",     ," 2,137 ", 5 , 24.50 ,014949009093,          ,I,,,
OR,019097,#7,PRUNUS LAUR ETNA,Prunus laurocerasus 'Anbri'                                 ,Etna English Laurel                                         ,EVS,06,SHOT HOLE,36''H - 24''S,, 22 ,     , 22 , 2 , 44.50 ,014949015346,          , ,,,
OR,067101,#1,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,EVS,06,-,4''H - 8''S,, 141 ,     , 141 , 10 , 8.25 ,014949671016,          , ,,,
OR,067075,#5,PRUNUS LAUR NANA,Prunus laurocerasus 'Nana'                                  ,Dwarf English Laurel                                        ,EVS,07,-,21''H - 15''S,, 63 ,     , 63 , 5 , 24.00 ,014949670750,          , ,,,
OR,067152,#2,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,06,SHOT HOLE,"16""H - 12""S",, 1 ,     , 1 , 5 , 15.25 ,014949671528,          , ,,,
OR,067172,#2,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,06,,"15""H - 9""S",, 75 ,     , 75 , 5 , 17.25 ,014949375334,          , ,,,
OR,067175,#5,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,06,-,"27""H - 15""S",, 712 ,     , 712 , 5 , 24.50 ,014949671757,          , ,,,
OR,067177,#7,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,06,-,"42""H - 24""S",, 12 ,     , 12 , 2 , 44.50 ,014949671771,          ,I,,,
OR,067051,#1,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,SHOT HOLE,15''H - 8''S,, 193 ,     , 193 , 10 , 8.25 ,014949670514,          , ,,,
OR,067055,#5,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,SHOT HOLE,"27""H - 16""S",, 250 ,     , 250 , 5 , 24.50 ,014949670552,          , ,,,
OR,067051C,#1,PRUNUS LAUROCERASUS (CA CERT),Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,SHOT HOLE,14''H - 10''S,, 177 ,     , 177 , 1 , 8.25 ,014949384459,          ,I,,,
OR,067055C,#5,PRUNUS LAUROCERASUS (CA CERT),Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,SHOT HOLE,"27""H - 18""S",, 494 ,     , 494 , 1 , 25.50 ,014949384466,          ,I,,,
OR,081785,#5,PRUNUS VIR CANADA RED,Prunus virginiana 'Canada Red'                              ,Canada Red Chokecherry                                      ,TRE,02,-,"66""H",, 28 ,     , 28 , 5 , 42.50 ,014949375082,          , ,,,
OR,04339M,#10 Squat,PRUNUS WEEPING EXTRAORDNARE TM,Prunus x 'Extrazam' Weeping Extraordinaire™ ,Weeping Extraordinaire™  Double Flowering Cherry,TRE,05,-,"72""H",, 7 ,     , 7 , 2 , 112.50 ,014949334362,          , ,,,
OR,043082,#2,PSEUDOPANAX LAETUS KIWI GEM TM,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,EVS,07,-,"14""H - 10""S",, 71 ,     , 71 , 5 , 17.25 ,014949361320,          , ,,,
OR,043085,#5,PSEUDOPANAX LAETUS KIWI GEM TM,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,EVS,07,-,"40""H - 18""S",, 118 ,     , 118 , 5 , 25.50 ,014949361337,          ,I,,,
OR,030595,#5,PYRUS CALL JACK R,Pyrus calleryana 'Jaczam'                                   ,Jack®  Flowering Pear,TRE,05,-,"45""H",, 481 ,     , 481 , 5 , 34.75 ,014949069486,     22.59,I,,,
OR,069455,#5,QUERCUS PALUSTRIS,Quercus palustris                                           ,Pin Oak                                                     ,TRE,04,-,"60""H",, 82 ,     , 82 , 5 , 26.75 ,014949694558,          , ,,,
OR,069255,#5,QUERCUS RUBRA,Quercus rubra                                               ,Northern Red Oak                                            ,TRE,04,-,"60""H",, 25 ,     , 25 , 5 , 26.75 ,014949692554,          , ,,,
OR,046751,#1,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,07,-,10''H - 8''S,, 31 ,     , 31 , 10 , 6.25 ,014949250662,          , ,,,
OR,018015,#5,RHOD (H-1) HAAGA,Rhododendron x 'Haaga' (H-1)                                ,Haaga Rhododendron                                          ,RHO,04,-,"15""H - 15""S",, 55 ,     , 55 , 5 , 27.50 ,014949101773,          , ,,,
OR,016232,#2,RHOD (H-1) HELSINKI UNIVERSITY,Rhododendron x 'Helsinki University' (H-1)                  ,Helsinki University Rhododendron                            ,RHO,04,-,"14""H - 12S",, 9 ,     , 9 , 5 , 18.25 ,014949162323,          ,I,,,
OR,009485,#5,RHOD (H-1) IGNATIUS SARGENT,Rhododendron x 'Ignatius Sargent' (H-1)                     ,Ignatius Sargent Rhododendron                               ,RHO,04,-,27''H - 21''S,, 102 ,     , 102 , 5 , 27.50 ,014949094853,          , ,,,
OR,009735,#5,RHOD (H-1) NORMANDY,Rhododendron x 'Normandy' (H-1)                             ,Normandy Rhododendron                                       ,RHO,04,-,14''H - 18''S,, 233 ,     , 233 , 5 , 27.50 ,014949097359,          ,I,,,
OR,009801,#1,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,RHO,04,-,14''H - 6''S,, 74 ,     , 74 , 10 , 9.00 ,014949098011,          , ,,,
OR,010055,#5,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,RHO,04,-,15''H - 21''S,, 57 ,     , 57 , 5 , 27.50 ,014949100554,          , ,,,
OR,019762,#2,RHOD (H-1) RTR FIRESTORM,Rhododendron x 'Firestorm' (H-1) Raise the Roof®  Seri,Raise the Roof®  Firestorm Rhododendron,RHO,04,BUDS & BLOOMS,"14""H - 12""S",, 43 ,     , 43 , 5 , 18.25 ,014949019856,          , ,,,
OR,019765,#5,RHOD (H-1) RTR FIRESTORM,Rhododendron x 'Firestorm' (H-1) Raise the Roof®  Seri,Raise the Roof®  Firestorm Rhododendron,RHO,04,-,14''H - 18''S,, 2 ,     , 2 , 5 , 28.50 ,014949019870,          , ,,,
OR,020195,#5,RHOD (H-1) RTR MARCH MADNESS,Rhododendron x 'March Madness' (H-1) Raise the Roof® ,March Madness Rhododendron                                  ,RHO,04,-,18''H - 18''S,, 500 ,     , 500 , 5 , 28.50 ,014949021514,          , ,,,
OR,009202,#2,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,RHO,05,-,14''H - 12''S,, 114 ,     , 114 , 5 , 18.25 ,014949092026,          , ,,,
OR,405582,#2,RHOD (H-2) DOUBLE BESSE,Rhododendron 'Double Besse'                                 ,Double Besse Rhododendron                                   ,RHO,05,FULL BLOOM,"12""H - 12""S",, 5 ,     , 5 , 5 , 18.25 ,014949396957,          , ,,,
OR,009452,#2,RHOD (H-2) IMPEDITUM,Rhododendron impeditum (H-2)                                ,Dwarf Purple Rhododendron                                   ,RHO,05,-,"4""H - 12""S",, 46 ,     , 46 , 5 , 18.25 ,014949094525,          , ,,,
OR,009565,#5,RHOD (H-2) LOOKING GLASS,Rhododendron x 'Looking Glass' (H-2)                        ,Looking Glass Rhododendron                                  ,RHO,05,-,10''H - 16''S,, 224 ,     , 224 , 5 , 27.50 ,014949095652,          , ,,,
OR,010075,#5,RHOD (H-2) ROCKET,Rhododendron x 'Rocket' (H-2)                               ,Rocket Rhododendron                                         ,RHO,05,FULL BLOOM,15''H - 16''S,, 175 ,     , 175 , 5 , 27.50 ,014949100752,          , ,,,
OR,010191,#1,RHOD (H-2) SNEEZY,Rhododendron x 'Sneezy' (H-2)                               ,Sneezy Rhododendron                                         ,RHO,05,-,8''H - 6''S,, 25 ,     , 25 , 10 , 9.00 ,014949101919,          , ,,,
OR,010252,#2,RHOD (H-2) TRILBY,Rhododendron x 'Trilby' (H-2)                               ,Trilby Rhododendron                                         ,RHO,05,BUDS & BLOOMS,"12""H - 10""S",, 21 ,     , 21 , 5 , 18.25 ,014949102527,          , ,,,
OR,010255,#5,RHOD (H-2) TRILBY,Rhododendron x 'Trilby' (H-2)                               ,Trilby Rhododendron                                         ,RHO,05,BUDS & BLOOMS,18''H - 18''S,, 68 ,     , 68 , 5 , 27.50 ,014949102558,          , ,,,
OR,010521,#1,RHOD (H-2) YAKU PRINCESS,Rhododendron x 'Yaku Princess' (H-2)                        ,Yaku Princess Rhododendron                                  ,RHO,05,-,6''H - 8''S,, 6 ,     , 6 , 10 , 9.00 ,014949105214,          , ,,,
OR,009491,#1,RHOD (H-3) HOTEI,Rhododendron x 'Hotei' (H-3)                                ,Hotei Rhododendron                                          ,RHO,06,-,"8""H - 6""S",, 293 ,     , 293 , 10 , 9.00 ,014949094914,          , ,,,
OR,009505,#5,RHOD (H-3) JEAN MARIE DE MNTGE,Rhododendron x 'Jean Marie de Montague' (H-3)               ,Jean Marie De Montague Rhododendron                         ,RHO,06,FULL BLOOM,18''H - 18''S,, 70 ,     , 70 , 5 , 27.50 ,014949095058,          , ,,,
OR,405975,#5,RHOD (H-3) PRPL PASSION PP9981,"Rhododendron 'Purple Passion' PP #9,981 (H-3)               ",Purple Passion Rhododendron                                 ,RHO,06,BUDS & BLOOMS,"18""H - 18""S",, 100 ,     , 100 , 5 , 27.50 ,014949397602,          ,I,,,
OR,026385,#5,RHOD (H-3) RAC ROCK ROSE,Rhododendron racemosum 'Rock Rose'                          ,Rock Rose Rhododendron                                      ,RHO,06,-,"21""H - 18""S",, 275 ,     , 275 , 5 , 27.50 ,014949241448,     19.25, ,,,
OR,010172,#2,RHOD (H-3) SEPTEMBER SONG,Rhododendron x 'September Song' (H-3)                       ,September Song Rhododendron                                 ,RHO,06,-,12''H - 12''S,, 57 ,     , 57 , 5 , 18.25 ,014949101728,          , ,,,
OR,009311,#1,RHOD (H-3) YAKU DREAMLAND,Rhododendron x 'Dreamland' (Yakushima hybrid) (H-3)         ,Dreamland Rhododendron                                      ,RHO,06,-,"8""H - 6""S",, 176 ,     , 176 , 10 , 9.00 ,014949093115,          ,I,,,
OR,009312,#2,RHOD (H-3) YAKU DREAMLAND,Rhododendron x 'Dreamland' (Yakushima hybrid) (H-3)         ,Dreamland Rhododendron                                      ,RHO,06,-,10''H - 12''S,, 168 ,     , 168 , 5 , 18.25 ,014949093122,          ,I,,,
OR,069891,#1,RHUS AROMATICA GRO-LOW,Rhus aromatica 'Gro-Low'                                    ,Gro-Low Fragrant Sumac                                      ,DCS,04,-,8''H - 6''S,, 70 ,     , 70 , 10 , 7.25 ,014949698914,          , ,,,
OR,069895,#5,RHUS AROMATICA GRO-LOW,Rhus aromatica 'Gro-Low'                                    ,Gro-Low Fragrant Sumac                                      ,DCS,04,-,14''H - 16''S,, 75 ,     , 75 , 5 , 22.25 ,014949698952,          , ,,,
OR,032232,#2,RODGERSIA X FIREWORKS,Rodgersia 'Fireworks'                                       ,Fireworks Rodgersia                                         ,PRN,05,-,2-3 EYES,PS0, 291 ,     , 291 , 5 , 15.50 ,014949070765,          ,I,,,
OR,024632,#2,ROSA CHATEAU MERLOT TM PP12190,Rosa x 'Tanoronez' P.P.# 12190                              ,Chateau Merlot®  Shrub Rose,ROS,05,BUDS,"8""H - 12""S",, 161 ,     , 161 , 5 , 16.00 ,014949049112,          , ,,,
OR,036292,#2,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,ROS,04,BUDS,"8""H - 12""S",, 54 ,     , 54 , 5 , 15.00 ,014949211762,          ,I,,,
OR,069292,#2,ROSA FLWR CAR R APLBLSM P10239,Rosa x 'Noamel' P.P.# 10239                                 ,Flower Carpet®  Appleblossom Groundcover Rose,ROS,04,-,"10""H - 12""S",, 211 ,     , 211 , 5 , 15.00 ,014949692929,          , ,,,
OR,078182,#2,ROSA FLWR CAR R CORAL PP14441,Rosa x 'Noala' P.P.# 14441                                  ,Flower Carpet®  Coral Groundcover Rose,ROS,05,BUDS,12''H - 12''S,, 87 ,     , 87 , 5 , 15.00 ,014949781814,          , ,,,
OR,069782,#2,ROSA FLWR CAR R PINK,Rosa x 'Noatraum'                                           ,Flower Carpet®  Pink Groundcover Rose,ROS,04,-,"10""H - 12""S",, 76 ,     , 76 , 5 , 15.00 ,014949697825,          , ,,,
OR,079572,#2,ROSA FLWR CAR R PNK SPLSH PPAF,Rosa x 'Noasplash' P.P.A.F.                                 ,Flower Carpet®  Pink Splash Groundcover Rose,ROS,05,BUDS,"10""H - 10""S",, 496 ,     , 496 , 5 , 15.00 ,014949357361,          ,I,,,
OR,036382,#2,ROSA FLWR CAR R PNK SUP P16276,"Rosa x 'NOA250092' P.P. #16,276                             ",Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,-,10''H - 12''S,, 84 ,     , 84 , 5 , 15.00 ,014949212547,          , ,,,
OR,070212,#2,ROSA FLWR CAR R WHITE P9573,Rosa x 'Noaschnee' P.P.# 9573                               ,Flower Carpet®  White Groundcover Rose,ROS,05,BUDS & BLOOMS,"8""H - 12""S",, 117 ,     , 117 , 5 , 15.00 ,014949702123,          ,I,,,
OR,030902S,SuperTwo,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,ROS,05,BUDS & BLOOMS,"14""H - 14""S",, 96 ,     , 96 , 5 , 13.75 ,014949370223,          ,I,,,
OR,081502,#2,ROSA SWT SPOT TM PEACH PPAF,Rosa L. hybrid var. 'IntRos02' P.P.A.F.                     ,Sweet Spot™  Peach Rose,ROS,05,-,"8""H - 10""S",, 215 ,     , 215 , 5 , 16.00 ,014949369838,          ,I,,,
OR,090791ST,#1 STAKED,ROSA-CL-CECILE BRUNNER,Rosa x 'Cecile Brunner' (Climbing Type)                     ,Cecile Brunner Climbing Rose                                ,ROS,04,-,FULL STK,, 256 ,     , 256 , 10 , 7.50 ,014949907917,          , ,,,
OR,090795ST,#5 STAKED,ROSA-CL-CECILE BRUNNER,Rosa x 'Cecile Brunner' (Climbing Type)                     ,Cecile Brunner Climbing Rose                                ,ROS,04,-,FULL STK,, 39 ,     , 39 , 5 , 24.00 ,014949907955,          , ,,,
OR,058912,#2,ROSA-CL-WILLIAM BAFFIN,Rosa x 'William Baffin'                                     ,William Baffin Climbing Rose                                ,ROS,03,BUDS,12''H - 12''S,, 31 ,     , 31 , 5 , 17.50 ,014949327272,          , ,,,
OR,041361,#1,ROSMARINUS ROMAN BTY PP18192,"Rosmarinus officinalis 'Roman Beauty' P.P.# 18,192          ",Roman Beauty Rosemary                                       ,EVS,08,-,8''H,, 40 ,     , 40 , 10 , 7.00 ,014949355459,          ,I,,,
OR,025961,#1,RUBUS CALYCINOIDES,Rubus calycinoides                                          ,Creeping Bramble                                            ,PRN,07,-,CAN FULL,PS0, 89 ,     , 89 , 10 , 5.25 ,014949054352,          , ,,,
OR,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,DCS,04,BUDS,"12""H - 12""S",, 168 ,     , 168 , 5 , 17.25 ,014949357132,          ,I,,,
OR,039492,#2,SALIX INTEGRA FLAMINGO PP17490,"Salix integra 'Flamingo' P.P.# 17,490                       ",Flamingo Dappled Willow                                     ,DCS,04,-,"10""H - 12""S",, 285 ,     , 285 , 5 , 15.25 ,014949227244,          ,I,,,
OR,039495,#5,SALIX INTEGRA FLAMINGO PP17490,"Salix integra 'Flamingo' P.P.# 17,490                       ",Flamingo Dappled Willow                                     ,DCS,04,-,18''H - 21''S,," 1,375 ",     ," 1,375 ", 5 , 23.00 ,014949227251,          ,I,,,
OR,412691,#1,SALVIA NEM BLUE MARVEL PPAF,Salvia nemorosa 'Blue Marvel'                               ,Blue Marvel Salvia                                          ,PRN,04,BUDS & BLOOMS,CAN FULL,PS1," 1,185 ",     ," 1,185 ", 10 , 6.00 ,014949424773,          , ,,,
OR,019541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,PRN,04,BUDS & BLOOMS,CAN FULL,PS1, 579 ,     , 579 , 10 , 6.00 ,014949052136,          , ,,,
OR,020411,#1,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,PRN,04,BUDS & BLOOMS,CAN FULL,PS1, 81 ,     , 81 , 10 , 5.50 ,014949021996,          , ,,,
OR,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,PRN,04,BUDS,CAN FULL,PS1, 906 ,     , 906 , 10 , 5.50 ,014949705919,          , ,,,
OR,407941,#1,SALVIA SNSATION R DEEP ROS PAF,Salvia nemorosa 'Sensation Deep Rose' P.P.A.F.              ,Sensation Deep Rose Salvia                                  ,PRN,04,BUDS,CAN FULL,PS1, 491 ,     , 491 , 10 , 6.00 ,014949420041,          , ,,,
OR,400271,#1,SALVIA SNSATION R SKY BLUE PAF,Salvia nemerosa 'Sky Blue' P.P.A.F.                         ,Sensation®  Sky Blue Meadow Sage,PRN,04,-,CAN FULL,PS0," 1,200 ",     ," 1,200 ", 10 , 6.00 ,014949382608,          ,I,,,
OR,416611,#1,SALVIA X SYL APRIL NIGHT PPAF,Salvia nemorosa 'April Night'                               ,Sallyrosa™  April Night,PRN,04,BUDS & BLOOMS,"6""H - 6""S",PS1," 1,634 ",     ," 1,634 ", 10 , 5.25 ,014949431849,          , ,,,
OR,070261,#1,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,PRN,04,BUDS & BLOOMS,CAN FULL,PS1," 1,621 ",     ," 1,621 ", 10 , 5.25 ,014949787014,          ,I,,,
OR,030321,#1,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,PRN,04,BUDS & BLOOMS,CAN FULL,PS1, 777 ,     , 777 , 10 , 5.25 ,014949067635,          , ,,,
OR,070501,#1,SARCOCOCCA HUMILIS,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,EVS,06,-,"4""H - 6""S",, 5 ,     , 5 , 10 , 9.00 ,014949705018,          ,I,,,
OR,070502,#2,SARCOCOCCA HUMILIS,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,EVS,06,-,"8''H - 10""S",, 637 ,     , 637 , 5 , 19.25 ,014949705025,          , ,,,
OR,070511,#1,SARCOCOCCA RUSCIFOLIA,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,EVS,07,-,8''H - 6''S,, 46 ,     , 46 , 10 , 8.25 ,014949705117,          ,I,,,
OR,070512,#2,SARCOCOCCA RUSCIFOLIA,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,EVS,07,-,"12""H - 10""S",, 10 ,     , 10 , 5 , 17.25 ,014949006184,          ,I,,,
