Loc,Item,Description,Botanical Name,Common Name,,,,,,,,,,,,,,,,,
CT,083813,FORSYTHIA GOLD TIDE TM PP9104,Forsythia x 'Courtasol'                                     ,Gold Tide®  Forsythia,,,,,,,,,,,,,,,,,
CT,074823S,FORSYTHIA X SHOW OFF TM P19321,"Forsythia x intermedia 'Mindor' P.P. #19,321, C.B.R.A.F.    ",Show Off™  Forsythia,,,,,,,,,,,,,,,,,
CT,031415,FOTHERGILLA MAJ BLU SHADOW PAF,"Fothergilla major 'Blue Shadow' ##15,490                    ",Blue Shadow Witch Alder                                     ,,,,,,,,,,,,,,,,,
CT,037185,FOTHERGILLA MAJ MOUNT AIRY,Fothergilla major 'Mount Airy'                              ,Mount Airy Fothergilla                                      ,,,,,,,,,,,,,,,,,
CT,402631,FRAGARIA X ANA ALLSTAR,Fragaria x ananassa 'Allstar'                               ,Allstar Strawberry                                          ,,,,,,,,,,,,,,,,,
CT,402641,FRAGARIA X ANA CABOT PP16971,"Fragaria x ananassa 'Cabot' P.P. 16,971                     ",Cabot Strawberry                                            ,,,,,,,,,,,,,,,,,
CT,408751,GAILLARDIA SUNSET FLASH PPAF,Gaillardia x grandiflora 'Sunset Flash' P.P.A.F.            ,Sunset Flash Blanket Flower                                 ,,,,,,,,,,,,,,,,,
CT,408801,GAILLARDIA SUNSET SNAPPY PPAF,Gaillardia x grandiflora 'Sunset Snappy'                    ,Sunset Snappy Blanket Flower                                ,,,,,,,,,,,,,,,,,
CT,023831,GALIUM ODORATUM,Galium odoratum                                             ,Sweet Woodruff                                              ,,,,,,,,,,,,,,,,,
CT,402923,GENISTA LYDIA BANGLE TM,Genista lydia 'Select'                                      ,Bangle™  Genista,,,,,,,,,,,,,,,,,
CT,402923S,GENISTA LYDIA BANGLE TM,Genista lydia 'Select'                                      ,Bangle™  Genista,,,,,,,,,,,,,,,,,
CT,023081,GERANIUM ROZANNE PP12175,Geranium x 'Rozanne' P.P.# 12175                            ,Rozanne Cranesbill                                          ,,,,,,,,,,,,,,,,,
CT,005231,GERANIUM SANGUINEUM MAX FREI,Geranium sanguineum 'Max Frei'                              ,Max Frei Bloody Cranesbill                                  ,,,,,,,,,,,,,,,,,
CT,038331,GERANIUM X CAN BIOKOVO,Geranium x cantabrigiense 'Biokovo'                         ,Biokovo Cranesbill                                          ,,,,,,,,,,,,,,,,,
CT,021451,GEUM COCC BORISII,Geum coccineum 'Borisii'                                    ,Boris Avens                                                 ,,,,,,,,,,,,,,,,,
CT,035601,GEUM COCC WERNER ARENDS,Geum coccineum 'Werner Arends'                              ,Werner Arends Avens                                         ,,,,,,,,,,,,,,,,,
CT,021261,GEUM X MRS. BRADSHAW,Geum chiloense 'Mrs. Bradshaw' (G. quellyon)                ,Mrs. Bradshaw Chilean Avens                                 ,,,,,,,,,,,,,,,,,
CT,402977,GINKGO BIL PRINCETON SENTRY R,Ginkgo biloba 'PNI 2720'                                    ,Princeton Sentry®  Maidenhair Tree,,,,,,,,,,,,,,,,,
CT,00305UT,GR-ARRHENATHERUM EL VAR,Arrhenatherum elatius bulbosum 'Variegatum'                 ,Bulbous Oat Grass                                           ,,,,,,,,,,,,,,,,,
CT,067791,GR-BOUT BLOND AMBITION PP22048,"Bouteloua gracilis 'Blonde Ambition' P.P. # 22,048          ",Blonde Ambition Blue Grama Grass                            ,,,,,,,,,,,,,,,,,
CT,014013,GR-CAL ACUT KARL FOERSTER,Calamagrostis x acutiflora 'Karl Foerster'                  ,Foerster's Feather Reed Grass                               ,,,,,,,,,,,,,,,,,
CT,024093,GR-CHASMANTHIUM LATIFOLIUM,Chasmanthium latifolium                                     ,Northern Sea Oats                                           ,,,,,,,,,,,,,,,,,
CT,089271,GR-CYMBOPOGON CITRATUS,Cymbopogon citratus                                         ,Lemongrass                                                  ,,,,,,,,,,,,,,,,,
CT,031943,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        ,,,,,,,,,,,,,,,,,
CT,036671,GR-FESTUCA GLAUCA ELIJAH BLUE,Festuca glauca 'Elijah Blue'                                ,Elijah Blue Fescue                                          ,,,,,,,,,,,,,,,,,
CT,089291,GR-HAKONECHLOA FUBUKI PP21757,"Hakonechloa macra 'Fubuki' PP# 21,757                       ",Fubuki Japanese Forest Grass                                ,,,,,,,,,,,,,,,,,
CT,035911,GR-HAKONECHLOA MACRA ALL GOLD,Hakonechloa macra 'All Gold'                                ,All Gold Japanese Forest Grass                              ,,,,,,,,,,,,,,,,,
CT,061813,GR-MIS SIN ADAGIO,Miscanthus sinensis 'Adagio'                                ,Adagio Maiden Grass                                         ,,,,,,,,,,,,,,,,,
CT,061743,GR-MIS SIN CABARET,Miscanthus sinensis 'Cabaret'                               ,Cabaret Japanese Silver Grass                               ,,,,,,,,,,,,,,,,,
CT,061563,GR-MIS SIN GRACILLIMUS,Miscanthus sinensis 'Gracillimus'                           ,Maiden Grass                                                ,,,,,,,,,,,,,,,,,
CT,005522,GR-MIS SIN LITTLE KITTEN,Miscanthus sinensis 'Little Kitten'                         ,Little Kitten Maiden Grass                                  ,,,,,,,,,,,,,,,,,
CT,044593,GR-MIS SIN LITTLE ZEBRA P13008,"Miscanthus sinensis 'Little Zebra' P.P.#13,008              ",Little Zebra Dwarf Japanese Silver Grass                    ,,,,,,,,,,,,,,,,,
CT,061553,GR-MIS SIN STRICTUS,Miscanthus sinensis 'Strictus'                              ,Porcupine Grass                                             ,,,,,,,,,,,,,,,,,
CT,061573,GR-MIS SIN VARIEGATUS,Miscanthus sinensis 'Variegatus'                            ,Variegated Japanese Silver Grass                            ,,,,,,,,,,,,,,,,,
CT,405003,GR-PAN VIR CHEYENNE SKY,Panicum virgatum 'Cheyenne Sky' PPAF                        ,Cheyenne Sky Switch Grass                                   ,,,,,,,,,,,,,,,,,
CT,022963,GR-PAN VIR NORTHWIND,Panicum virgatum 'Northwind'                                ,Northwind Switch Grass                                      ,,,,,,,,,,,,,,,,,
CT,063883,GR-PAN VIR SHENANDOAH,Panicum virgatum 'Shenandoah'                               ,Shenandoah Switch Grass                                     ,,,,,,,,,,,,,,,,,
CT,405073,GR-PENN ALO FOXTROT,Pennisetum alopecuroides 'Foxtrot'                          ,Giant Fountain Grass                                        ,,,,,,,,,,,,,,,,,
CT,064263,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,,,,,,,,,,,,,,,,,
CT,063592,GR-PENN ALO LITTLE BUNNY,Pennisetum alopecuroides 'Little Bunny'                     ,Little Bunny Dwarf Fountain Grass                           ,,,,,,,,,,,,,,,,,
CT,405083,GR-PENN ALO RED HEAD,Pennisetum alopecuroides 'Red Head'                         ,Red Head Fountain Grass                                     ,,,,,,,,,,,,,,,,,
CT,086113,GR-SCHIZACH BL HEAVN TM P17310,"Schizachyrium scoparium 'MinnblueA' P.P.# 17,310            ",Blue Heaven Little Bluestem                                 ,,,,,,,,,,,,,,,,,
CT,406563,GR-SCHIZACHYRIUM CAROUSEL PAF,"Schizachyrium scoparium 'Carousel' P.P. #20, 948            ",Carousel Little Blue Stem                                   ,,,,,,,,,,,,,,,,,
CT,039285,HAMAMELIS X INT ARNOLD PROMISE,Hamamelis x intermedia 'Arnold Promise'                     ,Arnold Promise Witch Hazel                                  ,,,,,,,,,,,,,,,,,
CT,039235,HAMAMELIS X INT JELENA,Hamamelis x intermedia 'Jelena'                             ,Jelena Witch Hazel                                          ,,,,,,,,,,,,,,,,,
CT,039992,HELLE X IVORY PRINCE PP16199,"Helleborus x hybridus 'Walhelivor' P.P. #16,199             ",Ivory Prince Lenten Rose                                    ,,,,,,,,,,,,,,,,,
CT,040511,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 ,,,,,,,,,,,,,,,,,
CT,040512,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 ,,,,,,,,,,,,,,,,,
CT,040071,HEM JOAN SENIOR,Hemerocallis x 'Joan Senior'                                ,Joan Senior Daylily                                         ,,,,,,,,,,,,,,,,,
CT,040091,HEM LITTLE BUSINESS,Hemerocallis x 'Little Business'                            ,Little Business Dwarf Daylily                               ,,,,,,,,,,,,,,,,,
CT,040121,HEM LITTLE GRAPETTE,Hemerocallis x 'Little Grapette'                            ,Little Grapette Dwarf Daylily                               ,,,,,,,,,,,,,,,,,
CT,040631,HEM PRAIRIE BLUE EYES,Hemerocallis x 'Prairie Blue Eyes'                          ,Prairie Blue Eyes Daylily                                   ,,,,,,,,,,,,,,,,,
CT,059932,HEM ROSY RETURNS,"Hemerocallis x 'Rosy Returns' P.P. #9,779                   ",Happy Ever Appster®  Rosy Returns Daylily,,,,,,,,,,,,,,,,,
CT,076281,HEM RUBY SPIDER,Hemerocallis x 'Ruby Spider'                                ,Ruby Spider Daylily                                         ,,,,,,,,,,,,,,,,,
CT,040112,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,,,,,,,,,,,,,,,,,
CT,054491,HEUCHERA AUTUMN LEAVES PPAF,Heuchera 'Autumn Leaves' P.P.A.F.                           ,Autumn Leaves Coral Bells                                   ,,,,,,,,,,,,,,,,,
CT,403231,HEUCHERA BERRY SMOOTHIE P21871,"Heuchera ' Berry Smoothie' P.P.# 21,871 C.O.P.F.            ",Berry Smoothie Coral Bells                                  ,,,,,,,,,,,,,,,,,
CT,039611,HEUCHERA BLACK BEAUTY PP13288,Heuchera 'Black Beauty' P.P.# 13288                         ,Black Beauty Coral Bells                                    ,,,,,,,,,,,,,,,,,
CT,086871,HEUCHERA CARNIVAL COCOMINT PAF,Heuchera x 'Carnival Cocomint' (P.P.A.F.)                   ,Carnival Cocomint Coral Bells                               ,,,,,,,,,,,,,,,,,
CT,087131,HEUCHERA CARNIVAL WATRMELN PAF,Heuchera x villosa 'Watermelon' P.P.A.F.                    ,Carnival Watermelon Coral Bells                             ,,,,,,,,,,,,,,,,,
CT,403241,HEUCHERA CHERRY COLA P22967,Heuchera 'Cherry Cola' P.P.A.F.                             ,Cherry Cola Heuchera                                        ,,,,,,,,,,,,,,,,,
CT,04078UT,HEUCHERA CRIMSON CURLS PP13729,Heuchera x 'Crimson Curls' P.P.# 13729                      ,Crimson Curls Coral Bells                                   ,,,,,,,,,,,,,,,,,
CT,047531,HEUCHERA GEORGIA PEACH PP19375,Heuchera x 'Georgia Peach' P.P.# 19375                      ,Georgia Peach Coral Bells                                   ,,,,,,,,,,,,,,,,,
CT,412671,HEUCHERA GRAPE SODA PPAF,Heuchera x hybrida 'Grape Soda' P.P.A.F.                    ,Grape Soda Coral Bells                                      ,,,,,,,,,,,,,,,,,
CT,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,,,,,,,,,,,,,,,,,
CT,045721,HEUCHERA MIDNIGHT ROSE PP18551,Heuchera x 'Midnight Rose' P.P.# 18551                      ,Midnight Rose Coral Bells                                   ,,,,,,,,,,,,,,,,,
CT,040451,HEUCHERA PALACE PURPLE,Heuchera micrantha 'Palace Purple'                          ,Palace Purple Coral Bells                                   ,,,,,,,,,,,,,,,,,
CT,047541,HEUCHERA PEACH FLAMBEE PP17195,Heuchera x 'Peach Flambe' P.P.# 17195                       ,Peach Flambe Coral Bells                                    ,,,,,,,,,,,,,,,,,
CT,040721,HEUCHERA PLUM PUDDING,Heuchera x 'Plum Pudding'                                   ,Plum Pudding Coral Bells                                    ,,,,,,,,,,,,,,,,,
CT,054481,HEUCHERELLA GOLD ZEBRA PPAF,Heucherella 'Gold Zebra' PP# 22104 COPF                     ,Gold Zebra Foamy Bells                                      ,,,,,,,,,,,,,,,,,
CT,076241,HEUCHERELLA REDSTN FLLS P22394,"Heucherella x 'Redstone Falls' P.P.# 22,394                 ",Redstone Falls Trailing Foamy Bells                         ,,,,,,,,,,,,,,,,,
CT,407761,HEUCHERELLA SOLAR ECLIPSE,Heucherella 'Solar Eclipse'                                 ,Solar Eclipse Foamy Bells                                   ,,,,,,,,,,,,,,,,,
CT,041171,HEUCHERELLA SWEET TEA PPAF,"Heucherella 'Sweet Tea' P.P.#21,296                         ",Sweet Tea Foamy Bells                                       ,,,,,,,,,,,,,,,,,
CT,403453,HIB SYR FIJI,Hibiscus syriacus 'Minspot'                                 ,Fiji Rose of Sharon                                         ,,,,,,,,,,,,,,,,,
CT,074492S,HIB SYR LIL' KIM TM PP19547,"Hibiscus syriacus 'Antong Two' P.P. #19,547, C.B.R.A.F.     ",Lil' Kim™  Rose of Sharon,,,,,,,,,,,,,,,,,
CT,074493S,HIB SYR LIL' KIM TM PP19547,"Hibiscus syriacus 'Antong Two' P.P. #19,547, C.B.R.A.F.     ",Lil' Kim™  Rose of Sharon,,,,,,,,,,,,,,,,,
CT,080873S,HIB SYR PINK CHIFFON TM PPAF,Hibiscus syriacus 'JWNfour' P.P.A.F.                        ,Pink Chiffon™  Rose of Sharon,,,,,,,,,,,,,,,,,
CT,074833S,HIB SYR SUGAR TIP R PP20579,"Hibiscus syriacus 'America Irene Scott' P.P. #20,579        ",Sugar Tip®  Rose of Sharon,,,,,,,,,,,,,,,,,
CT,031871,HOSTA ABIQUA DRINKING GOURD,Hosta (H. 'Tokudama' x H. sieboldiana) 'Abiqua Drinking Gour,Abiqua Drinking Gourd Plantain Lily                         ,,,,,,,,,,,,,,,,,
CT,031872,HOSTA ABIQUA DRINKING GOURD,Hosta (H. 'Tokudama' x H. sieboldiana) 'Abiqua Drinking Gour,Abiqua Drinking Gourd Plantain Lily                         ,,,,,,,,,,,,,,,,,
CT,006871,HOSTA BLUE ANGEL,Hosta x 'Blue Angel'                                        ,Blue Angel Plantain Lily                                    ,,,,,,,,,,,,,,,,,
CT,403531,HOSTA BLUE MOUSE EARS,Hosta 'Blue Mouse Ears'                                     ,Blue Mouse Ears Hosta                                       ,,,,,,,,,,,,,,,,,
CT,403611,HOSTA EARTH ANGEL,Hosta 'Earth Angel'                                         ,Earth Angel Hosta                                           ,,,,,,,,,,,,,,,,,
CT,093061,HOSTA ENTERPRISE,Hosta 'Enterprise'                                          ,Enterprise Hosta                                            ,,,,,,,,,,,,,,,,,
CT,041861,HOSTA FLUCTUANS VARIEG (SAGAE),Hosta x 'Sagae'                                             ,Variegated Plantain Lily                                    ,,,,,,,,,,,,,,,,,
CT,403491,HOSTA FRAGRANT BOUQUET,Hosta fortunei 'Fragrant Bouquet'                           ,Fragrant Bouquet Hosta                                      ,,,,,,,,,,,,,,,,,
CT,041531,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   ,,,,,,,,,,,,,,,,,
CT,019911,HOSTA GREAT EXPECTATIONS,Hosta 'Great Expectations'                                  ,Great Expectations Plantain Lily                            ,,,,,,,,,,,,,,,,,
CT,017521,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     ,,,,,,,,,,,,,,,,,
CT,031891,HOSTA HADSPEN BLUE,Hosta x 'Hadspen Blue'                                      ,Hadspen Blue Plantain Lily                                  ,,,,,,,,,,,,,,,,,
CT,041821,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  ,,,,,,,,,,,,,,,,,
CT,006981,HOSTA MINUTEMAN,Hosta x 'Minuteman'                                         ,Minuteman Plantain Lily                                     ,,,,,,,,,,,,,,,,,
CT,028391,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          ,,,,,,,,,,,,,,,,,
CT,403561,HOSTA PARADIGM,Hosta 'Paradigm'                                            ,Paradigm Hosta                                              ,,,,,,,,,,,,,,,,,
CT,062011,HOSTA PAUL'S GLORY,Hosta 'Paul's Glory'                                        ,Paul's Glory Hosta                                          ,,,,,,,,,,,,,,,,,
CT,403621,HOSTA PRAYING HANDS,Hosta x 'Praying Hands'                                     ,Praying Hands Hosta                                         ,,,,,,,,,,,,,,,,,
CT,007011,HOSTA REGAL SPLENDOR,Hosta x 'Regal Splendor'                                    ,Regal Splendor Plantain Lily                                ,,,,,,,,,,,,,,,,,
CT,403641,HOSTA SO SWEET,Hosta x 'So Sweet'                                          ,So Sweet Hosta                                              ,,,,,,,,,,,,,,,,,
CT,029791,HOSTA STRIPTEASE,Hosta x 'Striptease'                                        ,Striptease Plantain Lily                                    ,,,,,,,,,,,,,,,,,
CT,083971,HOSTA SUM & SUBSTANCE,Hosta x 'Sum & Substance'                                   ,Sum & Substance Hosta                                       ,,,,,,,,,,,,,,,,,
CT,016301,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               ,,,,,,,,,,,,,,,,,
CT,041851,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,,,,,,,,,,,,,,,,,
CT,082011,HOSTA X LIBERTY,"Hosta 'Liberty' PP #12,531                                  ",Liberty Hosta                                               ,,,,,,,,,,,,,,,,,
CT,041715,HYD ARB ANNABELLE,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,,,,,,,,,,,,,,,,,
CT,092755,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,,,,,,,,,,,,,,,,,
CT,403862,HYD DBL DLT TM EXPRESN P18393,"Hydrangea macrophylla 'RIE 06' P.P.# 18,393                 ",Double Delights™  Expression Hydrangea,,,,,,,,,,,,,,,,,
CT,403863,HYD DBL DLT TM EXPRESN P18393,"Hydrangea macrophylla 'RIE 06' P.P.# 18,393                 ",Double Delights™  Expression Hydrangea,,,,,,,,,,,,,,,,,
CT,403803,HYD END SUM R BLMSTRCK TM PPAF,Hydrangea macrophylla 'Bloomstruck' PPAF                    ,Bloomstruck Endless Summer®  Hydrangea,,,,,,,,,,,,,,,,,
CT,035023,HYD END SUM R BLSH BRID P17169,Hydrangea macrophylla 'Blushing Bride' P.P.# 17169          ,Endless Summer®  Blushing Bride Hydrangea,,,,,,,,,,,,,,,,,
CT,403883,HYD END SUM R TWST-N-SHT R PAF,Hydrangea macrophylla 'PIIHM-I' PPAF                        ,Twist-n-Shout™  Endless Summer®  Hydrangea,,,,,,,,,,,,,,,,,
CT,403885,HYD END SUM R TWST-N-SHT R PAF,Hydrangea macrophylla 'PIIHM-I' PPAF                        ,Twist-n-Shout™  Endless Summer®  Hydrangea,,,,,,,,,,,,,,,,,
CT,017313,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,,,,,,,,,,,,,,,,,
CT,403763,HYD M NXT GEN PISTACHIO PPAF,Hydrangea macrophylla 'Horwack' PPAF                        ,Next Generation Pistachio Hydrangea                         ,,,,,,,,,,,,,,,,,
CT,403923,HYD M NXT GEN RED SNSTN P18197,"Hydrangea macrophylla 'Red Sensation' P.P. #18,197          ",Red Sensation Hydrangea                                     ,,,,,,,,,,,,,,,,,
CT,403782,HYD M NXT GEN WDNG RNG P21161,"Hydrangea macrophylla 'Fanfare' P.P.# 21,161                ",Wedding Ring Hydrangea (Next Generation Collection)         ,,,,,,,,,,,,,,,,,
CT,403822S,HYD MAC CTYLN TM BERLIN P10912,"Hydrangea macrophylla 'Berlin Rabe' PP #10,912              ",Cityline™  Berlin Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CT,403842S,HYD MAC CTYLN TM VIENNA P10930,"Hydrangea macrophylla 'Vienna Rawl' PP# 10,930              ",Cityline™  Vienna Bigleaf Hydrangea,,,,,,,,,,,,,,,,,
CT,403893,HYD MAC GUILDED GOLD TM PPAF,Hydrangea macrophylla 'Gugozam'                             ,Guilded Gold Hydrangea                                      ,,,,,,,,,,,,,,,,,
CT,028743S,HYD MAC LADY IN RED R PP15175,Hydrangea macrophylla Lady In Red®  P.P.# 15175,Lady In Red®  Hydrangea,,,,,,,,,,,,,,,,,
CT,038773,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,,,,,,,,,,,,,,,,,
CT,028223,HYD MAC WEDDING GOWN PP21052,"Hydrangea macrophylla 'Dancing Snow' P.P.#21,052            ",Double Delights™  Wedding Gown Hydrangea,,,,,,,,,,,,,,,,,
CT,403943,HYD MAC ZEBRA PP14527,"Hydrangea macrophylla 'Zebra' P.P.#14,527                   ",Zebra Mophead Hydrangea                                     ,,,,,,,,,,,,,,,,,
CT,080953S,HYD PAN BOBO R PP22782,"Hydrangea paniculata 'ILVOBO' P.P.# 22,782 Can. P.B.R.A.F.  ",Bobo®  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,024373S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,,,,,,,,,,,,,,,,,
CT,024377PT,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,,,,,,,,,,,,,,,,,
CT,029923S,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,403993,HYD PAN PHANTOM,Hydrangea paniculata 'Phantom'                              ,Phantom Panicle Hydrangea                                   ,,,,,,,,,,,,,,,,,
CT,403997PT,HYD PAN PHANTOM,Hydrangea paniculata 'Phantom'                              ,Phantom Panicle Hydrangea                                   ,,,,,,,,,,,,,,,,,
CT,074613S,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,074615PT,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,074617,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,074607,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,074607PT,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,,,,,,,,,,,,,,,,,
CT,404023,HYD PAN SWEET SUMMER PP21778,"Hydrangea paniculata 'Bokrathirteen' PP #21,778             ",Sweet Summer Panicle Hydrangea                              ,,,,,,,,,,,,,,,,,
CT,404053,HYD PAN WHT DIAMONDS R P19082,"Hydrangea paniculata 'HYPMAD I' PP #19,082                  ",First Editions®  White Diamonds™  Panicle Hydran,,,,,,,,,,,,,,,,,
CT,041935,HYD QUER ALICE,Hydrangea quercifolia 'Alice'                               ,Alice Oakleaf Hydrangea                                     ,,,,,,,,,,,,,,,,,
CT,086322S,HYD SER TINY TUFF STUFF TM,Hydrangea serrata 'Tiny Tuff Stuff' P.P.A.F.                ,Tiny Tuff Stuff™  Hydrangea,,,,,,,,,,,,,,,,,
CT,080963S,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,,,,,,,,,,,,,,,,,
CT,080893S,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,,,,,,,,,,,,,,,,,
CT,045023,ILEX GLABRA COMPACTA,Ilex glabra 'Compacta'                                      ,Compact Inkberry Holly                                      ,,,,,,,,,,,,,,,,,
CT,045683,ILEX VERT AFTERGLOW (FEMALE),Ilex verticillata 'Afterglow'                               ,Afterglow Winterberry                                       ,,,,,,,,,,,,,,,,,
CT,074933S,ILEX VERT BERRY NICE R,Ilex verticillata 'Spriber'                                 ,Berry Nice®  Winterberry Holly,,,,,,,,,,,,,,,,,
CT,074935,ILEX VERT BERRY NICE R,Ilex verticillata 'Spriber'                                 ,Berry Nice®  Winterberry Holly,,,,,,,,,,,,,,,,,
CT,404132S,ILEX VERT LITTLE GOBLIN TM,                                                            ,                                                            ,,,,,,,,,,,,,,,,,
CT,045755,ILEX VERT RED SPRITE,Ilex verticillata 'Red Sprite'                              ,Red Sprite Winterberry                                      ,,,,,,,,,,,,,,,,,
CT,404143,ILEX VERT WILDFIRE TM,Ilex verticillata 'Bailfire'                                ,First Editions®  Wildfire™  Winterberry,,,,,,,,,,,,,,,,,
CT,007735,ILEX VERT WINTER RED P4146,Ilex verticillata 'Winter Red'                              ,Winter Red Winterberry                                      ,,,,,,,,,,,,,,,,,
CT,404165,ILEX VERTICILLATA,Ilex verticillata                                           ,Winterberry                                                 ,,,,,,,,,,,,,,,,,
CT,045133,ILEX X BERRI-MAGIC R ROYALTY,Ilex x meserveae 'Blue Prince' & 'Blue Princess'            ,Berri-Magic®  Royalty Holly Combination,,,,,,,,,,,,,,,,,
CT,032625,ILEX X BLUE BARON PPAF,"Ilex x meserveae 'Blue Baron' PP #16,151                    ",Blue Baron Holly                                            ,,,,,,,,,,,,,,,,,
CT,045673,ILEX X BLUE MAID,Ilex x meserveae 'Blue Maid'                                ,Blue Maid Holly                                             ,,,,,,,,,,,,,,,,,
CT,045163,ILEX X BLUE PRINCE,Ilex x meserveae 'Blue Prince'                              ,Blue Prince Holly                                           ,,,,,,,,,,,,,,,,,
CT,045173,ILEX X BLUE PRINCESS,Ilex x meserveae 'Blue Princess'                            ,Blue Princess Holly                                         ,,,,,,,,,,,,,,,,,
CT,074953S,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,,,,,,,,,,,,,,,,,
CT,074957,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,,,,,,,,,,,,,,,,,
CT,074943S,ILEX X CASTLE WALL TM PP14308,"Ilex x meserveae 'Heckenstar' P.P. #14,308                  ",Castle Wall™  Blue Holly,,,,,,,,,,,,,,,,,
CT,014883,ILEX X EMERALD MAGIC PP12314,"Ilex meserveae 'Emerald Magic' PP #12,314                   ",Emerald Magic Holly                                         ,,,,,,,,,,,,,,,,,
CT,046361,IRIS SIB BENNERUP BLUE,Iris sibirica 'Bennerup Blue'                               ,Bennerup Blue Siberian Iris                                 ,,,,,,,,,,,,,,,,,
CT,045971,IRIS SIB BUTTER & SUGAR,Iris siberica 'Butter & Sugar'                              ,Butter & Sugar Siberian Iris                                ,,,,,,,,,,,,,,,,,
CT,046011,IRIS SIB RUFFLED VELVET,Iris sibirica 'Ruffled Velvet'                              ,Ruffled Velvet Siberian Iris                                ,,,,,,,,,,,,,,,,,
CT,008343,JUN C SEA GREEN(MINT JULEP R),Juniperus chinensis 'Sea Green'                             ,SEA GREEN JUNIPER                                           ,,,,,,,,,,,,,,,,,
CT,053392,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,,,,,,,,,,,,,,,,,
CT,086671,KNIPH LEMON POPSICLE TM PPAF,"Kniphofia 'Lemon Popsicle' P.P. 24,01                       ",Lemon Popsicle Hot Poker                                    ,,,,,,,,,,,,,,,,,
