Loc,Item,Description,Botanical Name,Common Name,,,,,,,,,,,,,,,,,
CT,043121,KNIPHOFIA HIR FIRE DANCE,Kniphofia hirsuta 'Fire Dance'                              ,Fire Dance Dwarf Poker                                      ,,,,,,,,,,,,,,,,,
CT,404362,LAG PURPLE MAGIC TM PPAF,"Lagerstroemia 'Purple Magic' P.P.# 23,906                   ",First Editions®  Purple Magic™  Crape Myrtle,,,,,,,,,,,,,,,,,
CT,024901,LAMIUM M PURPLE DRAGON P15890,Lamium maculatum 'Purple Dragon' P.P.# 15890                ,Purple Dragon Dead Nettle                                   ,,,,,,,,,,,,,,,,,
CT,009081,LAMIUM ORCHID FROST PP11122,Lamium maculatum 'Orchid Frost' P.P.# 11122                 ,Orchid Frost Spotted Dead Nettle                            ,,,,,,,,,,,,,,,,,
CT,40009UT,LAURENTIA FLUVIATILIS,Laurentia fluviatilis                                       ,Blue Star Creeper                                           ,,,,,,,,,,,,,,,,,
CT,404431,LAVAN INT PHENOMENAL PPAF,Lavandula x intermedia 'Phenomenal' P.P.A.F.                ,Phenomenal Lavender                                         ,,,,,,,,,,,,,,,,,
CT,068221,LAVANDULA ANG MELISSA LILAC,Lavandula angustifolia 'Dow4'                               ,Melissa Lilac Lavender                                      ,,,,,,,,,,,,,,,,,
CT,028481,LAVANDULA THUMBELINA LE P15231,Lavandula angustifolia 'Thumbelina Leigh'                   ,Thumbelina Leigh English Lavender                           ,,,,,,,,,,,,,,,,,
CT,06224UT,LEPTINELLA X PLATT'S BLACK,Leptinella x 'Platt's Black'                                ,Platt's Black Brass Buttons                                 ,,,,,,,,,,,,,,,,,
CT,060321,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Leucosceptrum japonicum 'Golden Angel'                      ,Golden Angel Japanese Shrub Mint                            ,,,,,,,,,,,,,,,,,
CT,00967UT,LIRIOPE MUSCARI BIG BLUE,Liriope muscari 'Big Blue'                                  ,Big Blue Lilyturf                                           ,,,,,,,,,,,,,,,,,
CT,00979UT,LIRIOPE MUSCARI VARIEGATA,Liriope muscari 'Variegata'                                 ,Variegated Lilyturf                                         ,,,,,,,,,,,,,,,,,
CT,084392,LONICERA PCHES & CREAM PP21839,"Lonicera periclymenum 'Inov 86' P.P.#21,839                 ",Peaches and Cream Honeysuckle                               ,,,,,,,,,,,,,,,,,
CT,067832,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,,,,,,,,,,,,,,,,,
CT,058992,LONICERA X GOLDFLAME,Lonicera x heckrottii 'Goldflame'                           ,Goldflame Honeysuckle                                       ,,,,,,,,,,,,,,,,,
CT,010083,MAG X ANN,Magnolia x 'Ann'                                            ,Ann Magnolia                                                ,,,,,,,,,,,,,,,,,
CT,010085,MAG X ANN,Magnolia x 'Ann'                                            ,Ann Magnolia                                                ,,,,,,,,,,,,,,,,,
CT,059605,MAG X LOEB LEONARD MESSEL,Magnolia x loebneri 'Leonard Messel'                        ,Leonard Messel Magnolia                                     ,,,,,,,,,,,,,,,,,
CT,402667,MALUS 4-IN-1 COMBO APPLE,"Malus domestica ('Gala', 'Golden Delicious', 'Fuji', 'Granny",Four-In-One Apple                                           ,,,,,,,,,,,,,,,,,
CT,402677,MALUS 5-IN-1 COMBO APPLE,"Malus domestica ('Yellow Transparent, 'Cortland', 'Yellow De",Five-in-One Apple Tree                                      ,,,,,,,,,,,,,,,,,
CT,010167,MALUS SARGENTII,Malus sargentii                                             ,Sargent Crabapple                                           ,,,,,,,,,,,,,,,,,
CT,402725,MALUS URBN BLUSH DELITE P21511,"Malus x domestica 'UEB 3727-4' PP #21,511                   ",Urban Blushing Delight™  Columnar Apple,,,,,,,,,,,,,,,,,
CT,404777,MALUS X CARDINAL,"Malus hupehensis 'Cardinal' P.P. #7,147                     ",Cardinal Flowering Crabapple                                ,,,,,,,,,,,,,,,,,
CT,058957ES,MALUS X FUJI APPLE,Malus domestica Fuji                                        ,Fuji Apple                                                  ,,,,,,,,,,,,,,,,,
CT,061037ES,MALUS X GALA APPLE,Malus domestica 'Gala'                                      ,Gala Apple                                                  ,,,,,,,,,,,,,,,,,
CT,061147,MALUS X PRAIRIFIRE,Malus x 'Prairifire'                                        ,Prairifire Crabapple                                        ,,,,,,,,,,,,,,,,,
CT,404757,MALUS X ROYAL RAINDROPS R,"Malus x 'JFS-KW5' P.P. 14,375                               ",Royal Raindrops®  Flowering Crabapple,,,,,,,,,,,,,,,,,
CT,402735,MALUS X URBAN GOLDEN TREAT,Malusx x domestica 'UEB 3358-3'                             ,Urban Golden Treat™  Columnar Apple,,,,,,,,,,,,,,,,,
CT,402755,MALUS X URBAN TASTY RED,Malus domestica x 'UEB 3449-1'                              ,Urban Tasty Red™  Columnar Apple,,,,,,,,,,,,,,,,,
CT,061622,MICROBIOTA DECUSSATA,Microbiota decussata                                        ,Siberian Carpet Cypress                                     ,,,,,,,,,,,,,,,,,
CT,061625,MICROBIOTA DECUSSATA,Microbiota decussata                                        ,Siberian Carpet Cypress                                     ,,,,,,,,,,,,,,,,,
CT,046702,MONARDA D FIREBALL P14235,Monarda didyma 'Fireball' P.P. 14235                        ,Fireball Bee Balm                                           ,,,,,,,,,,,,,,,,,
CT,062183,MYRICA PENSYLVANICA,Myrica pennsylvanica                                        ,Northern Bayberry                                           ,,,,,,,,,,,,,,,,,
CT,081741,NEPETA NERVOSA PINK CAT,Nepeta nervosa 'Pink Cat'                                   ,Pink Cat Catmint                                            ,,,,,,,,,,,,,,,,,
CT,068721,OENOTHERA KUN GLOWING MAGENTA,Oenothera kunthiana 'Glowing Magenta'                       ,Glowing Magenta Evening Primrose                            ,,,,,,,,,,,,,,,,,
CT,063351,PACHYSANDRA TERM GREEN SHEEN,Pachysandra terminalis 'Green Sheen'                        ,Green Sheen Japanese Spurge                                 ,,,,,,,,,,,,,,,,,
CT,405141,PEROVSKIA ATR PEEK-A-BLUE PPAF,Perovskia atriplicifolia 'Peek-A-Blue'                      ,Peek-A-Blue Russian Sage                                    ,,,,,,,,,,,,,,,,,
CT,084781,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,,,,,,,,,,,,,,,,,
CT,010591,PEROVSKIA LITTLE SPIRE P11643,Perovskia atriplicifolia 'Little Spire' P.P.# 11643         ,Little Spire Russian Sage                                   ,,,,,,,,,,,,,,,,,
CT,405201,PHLOX PAN BUBBLEGUM PINK,"Phlox paniuculata 'DITOFRA' P.P.# 21,171                    ",Candy Store®  Bubblegum Pink™  Phlox,,,,,,,,,,,,,,,,,
CT,411761,PHLOX PAN COTTON CANDY PP21369,"Phlox paniculata 'DITOMFAV' P.P. #21,369                    ",Cotton Candy Garden Phlox                                   ,,,,,,,,,,,,,,,,,
CT,010631,PHLOX PAN DAVID,Phlox paniculata 'David'                                    ,David Garden Phlox                                          ,,,,,,,,,,,,,,,,,
CT,064601,PHLOX SUB RED WINGS,Phlox subulata 'Red Wings'                                  ,Red Wings Creeping Phlox                                    ,,,,,,,,,,,,,,,,,
CT,063937PT,PHYSOCARPUS DIABOLO R P11211,"Physocarpus opulifolius 'Monlo' P.P. #11,211                ",Diabolo®  Ninebark,,,,,,,,,,,,,,,,,
CT,405263,PHYSOCARPUS LTLE DEVIL TM PPAF,Physocarpus opulifolius 'Donna May' PPAF                    ,First Editions®  Little Devil™  Ninebark,,,,,,,,,,,,,,,,,
CT,409892,PHYSOCARPUS PETITE PLUM R PPAF,Physocarpus opulifolius 'POIPD2' P.P.A.F.                   ,Petite Plum®  Ninebark,,,,,,,,,,,,,,,,,
CT,029943S,PHYSOCARPUS SUMR WINE R P14821,"Physocarpus opulifolious 'Seaward' P.P. #14,821, C.B.R. #2,6",Summer Wine®  Ninebark,,,,,,,,,,,,,,,,,
CT,089982S,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,,,,,,,,,,,,,,,,,
CT,064623,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,,,,,,,,,,,,,,,,,
CT,064623SP,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,,,,,,,,,,,,,,,,,
CT,064625,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,,,,,,,,,,,,,,,,,
CT,064625SP,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,,,,,,,,,,,,,,,,,
CT,405292,PIERIS J CAVATINE,Pieris japonica 'Cavatine'                                  ,Cavatine Pieris                                             ,,,,,,,,,,,,,,,,,
CT,065162,PIERIS J LITTLE HEATH,Pieris japonica 'Little Heath'                              ,Little Heath Lily Of The Valley                             ,,,,,,,,,,,,,,,,,
CT,012693,PIERIS J PASSION,Pieris japonica 'Passion'                                   ,Passion Lily of the Valley Shrub                            ,,,,,,,,,,,,,,,,,
CT,021547,PINUS KOR SILVERAY,Pinus koraiensis 'Silveray'                                 ,Silveray Korean Pine                                        ,,,,,,,,,,,,,,,,,
CT,065565,PINUS STROBUS FASTIGIATA,Pinus strobus 'Fastigiata'                                  ,Columnar Eastern White Pine                                 ,,,,,,,,,,,,,,,,,
CT,065567,PINUS STROBUS FASTIGIATA,Pinus strobus 'Fastigiata'                                  ,Columnar Eastern White Pine                                 ,,,,,,,,,,,,,,,,,
CT,065401,PLATYCODON GR SENTIMENTAL BLUE,Platycodon grandiflorus 'Sentimental Blue'                  ,Sentimental Blue Balloon Flower                             ,,,,,,,,,,,,,,,,,
CT,065361,POLEMONIUM BRISE D'ANJOU P9781,Polemonium 'Brise d'Anjou' P.P.# 9781                       ,Variegated Jacob's Ladder                                   ,,,,,,,,,,,,,,,,,
CT,06536UT,POLEMONIUM BRISE D'ANJOU P9781,Polemonium 'Brise d'Anjou' P.P.# 9781                       ,Variegated Jacob's Ladder                                   ,,,,,,,,,,,,,,,,,
CT,086392S,POTENTILLA HPY FCE R PK P22732,"Potentilla fruticosa 'Kupinpa'' P.P.#22,732                 ",Happy Face™  Pink Paradise Cinquefoil,,,,,,,,,,,,,,,,,
CT,081797,PRUNUS INCISIA LITTLE TWIST R,Prunus incisa 'Little Twist'                                ,Little Twist Fuji Cherry                                    ,,,,,,,,,,,,,,,,,
CT,408747,PRUNUS PEND RED BRK (TIBETICA),                                                            ,                                                            ,,,,,,,,,,,,,,,,,
CT,070307,PRUNUS PER BONFIRE PEACH,Prunus persica 'Bonfire'                                    ,Ornamental Dwarf Peach                                      ,,,,,,,,,,,,,,,,,
CT,066917,PRUNUS SER KWANZAN,Prunus serrulata 'Kwanzan'                                  ,Kwanzan Flowering Cherry                                    ,,,,,,,,,,,,,,,,,
CT,405957,PRUNUS SNW FNTNS R ON SERRULA,                                                            ,                                                            ,,,,,,,,,,,,,,,,,
CT,053557,PRUNUS SUBHIRTELLA PENDULA,Prunus subhirtella 'Pendula'                                ,Weeping Flowering Cherry                                    ,,,,,,,,,,,,,,,,,
CT,405547,"PRUNUS SUBHIRTELLA PENDULA 36""","Prunus subhirtella 'Pendula' (36 "" graft)                   ",Weeping Higan Flowering Cherry                              ,,,,,,,,,,,,,,,,,
CT,405549,"PRUNUS SUBHIRTELLA PENDULA 36""","Prunus subhirtella 'Pendula' (36 "" graft)                   ",Weeping Higan Flowering Cherry                              ,,,,,,,,,,,,,,,,,
CT,043397,PRUNUS WEEPING EXTRAORDNARE TM,Prunus x 'Extrazam' Weeping Extraordinaire™ ,Weeping Extraordinaire™  Double Flowering Cherry,,,,,,,,,,,,,,,,,
CT,066937,PRUNUS X SNOW FOUNTAIN TM,Prunus x 'Snowfozam'                                        ,Snow Fountains®  Weeping Cherry,,,,,,,,,,,,,,,,,
CT,407509,"PRUNUS X SNOW FOUNTAIN TM 36""",Prunus x 'Snofozam'                                         ,"Snow Fountains®  Weeping Cherry (36 inch trunk, grafte",,,,,,,,,,,,,,,,,
CT,067301,PULMONARIA BERTRAM ANDERSON,Pulmonaria longifolia 'Bertram Anderson'                    ,Bertram Anderson Lungwort                                   ,,,,,,,,,,,,,,,,,
CT,06898M,PYRUS CALL CHANTICLEER TM,Pyrus calleryana 'Glen's Form'                              ,Chanticleer®  Flowering Pear,,,,,,,,,,,,,,,,,
CT,405643,RHOD (H-1) AGLO,Rhododendron x 'Weston's Aglo' (H-1)                        ,Weston's Aglo Rhododendron                                  ,,,,,,,,,,,,,,,,,
CT,405645,RHOD (H-1) AGLO,Rhododendron x 'Weston's Aglo' (H-1)                        ,Weston's Aglo Rhododendron                                  ,,,,,,,,,,,,,,,,,
CT,009052,RHOD (H-1) CATAW BOURSAULT,Rhododendron 'Catawbiense Boursault' (H-1)                  ,Boursault Rhododendron                                      ,,,,,,,,,,,,,,,,,
CT,009055,RHOD (H-1) CATAW BOURSAULT,Rhododendron 'Catawbiense Boursault' (H-1)                  ,Boursault Rhododendron                                      ,,,,,,,,,,,,,,,,,
CT,00905M,RHOD (H-1) CATAW BOURSAULT,Rhododendron 'Catawbiense Boursault' (H-1)                  ,Boursault Rhododendron                                      ,,,,,,,,,,,,,,,,,
CT,009405,RHOD (H-1) ENGLISH ROSEUM,Rhododendron x 'English Roseum' (H-1)                       ,English Roseum Rhododendron                                 ,,,,,,,,,,,,,,,,,
CT,405765,RHOD (H-1) MAXIMUM PINK,Rhododendron Maximum 'Roseum'                               ,Pink Maximum Rhododendron                                   ,,,,,,,,,,,,,,,,,
CT,011235,RHOD (H-1) OLGA MEZITT,Rhododendron 'Olga Mezitt' (H-1)                            ,Olga Mezitt Rhododendron                                    ,,,,,,,,,,,,,,,,,
CT,009803,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,,,,,,,,,,,,,,,
CT,009805,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,,,,,,,,,,,,,,,
CT,009972,RHOD (H-1) PURPLE GEM,Rhododendron x 'Purple Gem' (H-1)                           ,Purple Gem Rhododendron                                     ,,,,,,,,,,,,,,,,,
CT,010052,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,,,,,,,,,,,,,,,,,
CT,010151,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,,,,,,,,,,,,,,,,
CT,010152,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,,,,,,,,,,,,,,,,
CT,010155,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,,,,,,,,,,,,,,,,
CT,405871,RHOD (H-2) BUBBLEGUM,Rhododendron x 'Bubblegum'                                  ,Bubblegum Rhododendron                                      ,,,,,,,,,,,,,,,,,
CT,405663,RHOD (H-2) CHIONOIDES,Rhododendron 'Chionoides' (H-2)                             ,Chionoides Rhododendron                                     ,,,,,,,,,,,,,,,,,
CT,405665,RHOD (H-2) CHIONOIDES,Rhododendron 'Chionoides' (H-2)                             ,Chionoides Rhododendron                                     ,,,,,,,,,,,,,,,,,
CT,009203,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,,,,,,,,,,,,,,,,,
CT,009205,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,,,,,,,,,,,,,,,,,
CT,405752,RHOD (H-2) LANDMARK,Rhododendron x 'Landmark'                                   ,Landmark Rhododendron                                       ,,,,,,,,,,,,,,,,,
CT,405753,RHOD (H-2) LANDMARK,Rhododendron x 'Landmark'                                   ,Landmark Rhododendron                                       ,,,,,,,,,,,,,,,,,
CT,405755,RHOD (H-2) LANDMARK,Rhododendron x 'Landmark'                                   ,Landmark Rhododendron                                       ,,,,,,,,,,,,,,,,,
CT,405673,RHOD (H-2) MIDNIGHT RUBY,Rhododendron x 'Midnight Ruby'                              ,Midnight Ruby Rhododendron                                  ,,,,,,,,,,,,,,,,,
CT,406072,RHOD (H-2) YAKU KEN JANECK,Rhododendron yakushimanum 'Ken Janeck'                      ,Ken Janeck Rhododendron                                     ,,,,,,,,,,,,,,,,,
CT,406083,RHOD (H-2) YAKU PERCY WISEMAN,Rhododendron yakushimanum 'Percy Wiseman' (H-2)             ,Percy Wiseman Rhododendron                                  ,,,,,,,,,,,,,,,,,
CT,010522,RHOD (H-2) YAKU PRINCESS,Rhododendron x 'Yaku Princess' (H-2)                        ,Yaku Princess Rhododendron                                  ,,,,,,,,,,,,,,,,,
CT,405775,RHOD (H-2)NTHRN STRBRST P10388,"Rhododendron 'Northern Starburst' (H-2) P.P.# 10,388        ",Northern Starburst Rhododendron                             ,,,,,,,,,,,,,,,,,
CT,405962,RHOD (H-3) PATTY BEE,Rhododendron x 'Patty Bee' (H-3)                            ,Patty Bee Rhododendron                                      ,,,,,,,,,,,,,,,,,
CT,406062,RHOD (H-3) YAKU CRETE,Rhododendron yakushimanum 'Crete'                           ,Crete Rhododendron                                          ,,,,,,,,,,,,,,,,,
CT,069893,RHUS AROMATICA GRO-LOW,Rhus aromatica 'Gro-Low'                                    ,Gro-Low Fragrant Sumac                                      ,,,,,,,,,,,,,,,,,
CT,070197,ROBINIA P TWISTY BABY TM P9771,Robinia pseudoacacia 'Lace Lady' P.P.# 9771                 ,Twisty Baby™  Dwarf Black Locust,,,,,,,,,,,,,,,,,
CT,098542S,ROSA DRIFT R APRICOT PP23354,"Rosa 'Meimirrot' P.P.#23,354                                ",Apricot Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,098543SPT,ROSA DRIFT R APRICOT PP23354,"Rosa 'Meimirrot' P.P.#23,354                                ",Apricot Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,098552S,ROSA DRIFT R CORAL PP19148,"Rosa 'Meidrifora' P.P. #19,148                              ",Coral Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,098562S,ROSA DRIFT R PEACH PP18542,"Rosa 'MEIggili' PP #18,542                                  ",Peach Drift®  Rose,,,,,,,,,,,,,,,,,
CT,098563SPT,ROSA DRIFT R PEACH PP18542,"Rosa 'MEIggili' PP #18,542                                  ",Peach Drift®  Rose,,,,,,,,,,,,,,,,,
CT,022632S,ROSA DRIFT R PINK PP18874,"Rosa 'MEIjocos' P.P. #18,874                                ",Pink Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,022633SPT,ROSA DRIFT R PINK PP18874,"Rosa 'MEIjocos' P.P. #18,874                                ",Pink Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,406312S,ROSA DRIFT R POPCORN PPAF,Rosa 'Novarospop' P.P.A.F.                                  ,Popcorn Drift®  Rose,,,,,,,,,,,,,,,,,
CT,406313SPT,ROSA DRIFT R POPCORN PPAF,Rosa 'Novarospop' P.P.A.F.                                  ,Popcorn Drift®  Rose,,,,,,,,,,,,,,,,,
CT,022642S,ROSA DRIFT R RED PP17877,"Rosa 'MEIgalpio' P.P. #17,877                               ",Red Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,098572S,ROSA DRIFT R SWEET PP21612,"Rosa 'Meiswetdom' P.P. #21,612                              ",Sweet Drift®  Groundcover Rose,,,,,,,,,,,,,,,,,
CT,036292,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,,,,,,,,,,,,,,,,,
CT,036382,ROSA FLWR CAR R PNK SUP P16276,"Rosa x 'NOA250092' P.P. #16,276                             ",Flower Carpet®  Pink Supreme Ground Cover Rose,,,,,,,,,,,,,,,,,
CT,071602,ROSA FLWR CAR R RED P11308,Rosa x 'Noare' P.P.# 11308                                  ,Flower Carpet®  Red Groundcover Rose,,,,,,,,,,,,,,,,,
CT,036312,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,,,,,,,,,,,,,,,,,
CT,406273,ROSA FRNCIS MEILLAND TM P19970,"Rosa hybrid 'Meitroni' PP #19,970                           ",Francis Meilland™  Hybrid Tea Rose,,,,,,,,,,,,,,,,,
CT,413433,ROSA ICECAP MEIRADENA PPTBS,Rosa 'Meiradena' PPTBS                                      ,Icecap™  Rose,,,,,,,,,,,,,,,,,
CT,042823SPT,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,,,,,,,,,,,,,,,,,
CT,030903SPT,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,,,,,,,,,,,,,,,,,
CT,011623S,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,,,,,,,,,,,,,,,,,
CT,011623SPT,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,,,,,,,,,,,,,,,,,
CT,022153S,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,,,,,,,,,,,,,,,,,
CT,037863S,ROSA KNCK OUT R SUNNY P18562,Rosa x 'Radsunny'  P.P.# 18562                              ,Sunny Knock Out®  Rose,,,,,,,,,,,,,,,,,
CT,037863SPT,ROSA KNCK OUT R SUNNY P18562,Rosa x 'Radsunny'  P.P.# 18562                              ,Sunny Knock Out®  Rose,,,,,,,,,,,,,,,,,
CT,406213,ROSA LK-A-LIK TM PHLOXY BABY,Rosa 'Radcleome' PPTBS                                      ,Look-A-Likes™  Phloxy Baby Rose,,,,,,,,,,,,,,,,,
CT,074963S,ROSA OSO EASY R CHERRYPIE PPAF,Rosa x 'Meiboulka' P.P.A.F.                                 ,Oso Easy®  Cherry Pie Rose,,,,,,,,,,,,,,,,,
CT,069933,ROSA RUGOSA ALBA,Rosa rugosa 'Alba'                                          ,White Rugosa Rose                                           ,,,,,,,,,,,,,,,,,
CT,071923,ROSA RUGOSA PINK,Rosa rugosa                                                 ,Japanese Rugosa Rose                                        ,,,,,,,,,,,,,,,,,
CT,406233,ROSA TAHITIAN TREASURE TM,Rosa 'Radtreasure' PPTBS                                    ,Tahitian Treasure™  Rose,,,,,,,,,,,,,,,,,
CT,406293,ROSA TEQUILA GOLD TM PP18657,"Rosa x hybrida 'Meipojona' P.P.#18,657                      ",Tequila Gold™  Rose,,,,,,,,,,,,,,,,,
CT,098583,ROSA WHITE OUT TM PP20273,"Rosa x 'Radwhite' PP #20,273                                ",White Out™  Rose,,,,,,,,,,,,,,,,,
CT,406153,ROSA-CL BRITE EYES TM PP17391,Rosa 'Radbrite'                                             ,Brite Eyes™  Climbing Rose,,,,,,,,,,,,,,,,,
CT,406163,ROSA-CL CANCAN TM PP21430,Rosa 'Radcancan'                                            ,Cancan™  Climbing Rose,,,,,,,,,,,,,,,,,
CT,406173,ROSA-CL CLOUD TEN TM PPTBS,Rosa 'Radclean'                                             ,Cloud Ten™  Climbing Rose,,,,,,,,,,,,,,,,,
CT,406193,ROSA-CL THE CHARLATAN R P18990,"Rosa 'Meiguimov' PP ##18,990                                ",The Charlatan®  Climbing Rose,,,,,,,,,,,,,,,,,
CT,406195,ROSA-CL THE CHARLATAN R P18990,"Rosa 'Meiguimov' PP ##18,990                                ",The Charlatan®  Climbing Rose,,,,,,,,,,,,,,,,,
CT,406203,ROSA-CL WNERS CIRCLE TM P19310,Rosa 'Radwin'                                               ,Winners Circle™  Climbing Rose,,,,,,,,,,,,,,,,,
CT,406452,RUBUS ARAPAHO THRNLS BLKBRY,"Rubus ursinus 'Arapaho' PP #8,510                           ",Arapaho Blackberry                                          ,,,,,,,,,,,,,,,,,
CT,070332,RUBUS BLACK SATIN BLACKBERRY,Rubus subgenus Rubus Watson 'Black Satin'                   ,Black Satin Blackberry                                      ,,,,,,,,,,,,,,,,,
CT,070342,RUBUS CANBY RED RASPBERRY,Rubus idaeus 'Canby Red'                                    ,Canby Red Raspberry                                         ,,,,,,,,,,,,,,,,,
CT,067842,RUBUS IDEAUS FALL GOLD RASPBRY,Rubus idaeus var. strigosus 'Fall Gold'                     ,Fall Gold Raspberry                                         ,,,,,,,,,,,,,,,,,
CT,079382,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,,,,,,,,,,,,,,,,,
CT,074152,RUBUS TRIPLE CROWN BLACKBERRY,Rubus 'Triple Crown'                                        ,Triple Crown Blackberry                                     ,,,,,,,,,,,,,,,,,
CT,071111,RUDBECKIA ERLY BRD GLD PP20286,"Rudbeckia fulgida 'Early Bird Gold' P.P. #20,286            ",Early Bird Gold Gloriosa Daisy                              ,,,,,,,,,,,,,,,,,
CT,071112,RUDBECKIA ERLY BRD GLD PP20286,"Rudbeckia fulgida 'Early Bird Gold' P.P. #20,286            ",Early Bird Gold Gloriosa Daisy                              ,,,,,,,,,,,,,,,,,
CT,071012,RUDBECKIA FULGIDA GOLDSTURM,Rudbeckia fulgida var. sullivantii 'Goldsturm'              ,Goldsturm Black Eyed Susan                                  ,,,,,,,,,,,,,,,,,
CT,018632,RUDBECKIA LTLE GOLDSTAR P22397,"Rudbeckia 'Little GoldStar' P.P.# 22,397                    ",Little GoldStar Black Eyed Susan                            ,,,,,,,,,,,,,,,,,
CT,06239UT,SAGINA SUBULATA AUREA,Sagina subulata 'Aurea'                                     ,Scotch Moss                                                 ,,,,,,,,,,,,,,,,,
CT,070467,SALIX CAP KILMARNOCK(S C PEND),Salix caprea 'Kilmarnock'                                   ,Kilmarnock Willow                                           ,,,,,,,,,,,,,,,,,
CT,039497PT,SALIX INTEGRA FLAMINGO PP17490,"Salix integra 'Flamingo' P.P.# 17,490                       ",Flamingo Dappled Willow                                     ,,,,,,,,,,,,,,,,,
CT,070613,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,,,,,,,,,,,,,,,,,
CT,070617PT,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,,,,,,,,,,,,,,,,,
CT,020411,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,,,,,,,,,,,,,,,,,
CT,070591,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,,,,,,,,,,,,,,,,,
CT,400281,SALVIA OFFICINALIS AUREA,Salvia officinalis 'Aurea'                                  ,Golden Sage                                                 ,,,,,,,,,,,,,,,,,
CT,400291,SALVIA OFFICINALIS BERGGARTEN,Salvia officinalis 'Berggarten'                             ,Berggarten Sage                                             ,,,,,,,,,,,,,,,,,
CT,407941,SALVIA SNSATION R DEEP ROS PAF,Salvia nemorosa 'Sensation Deep Rose' P.P.A.F.              ,Sensation Deep Rose Salvia                                  ,,,,,,,,,,,,,,,,,
CT,400272,SALVIA SNSATION R SKY BLUE PAF,Salvia nemerosa 'Sky Blue' P.P.A.F.                         ,Sensation®  Sky Blue Sage,,,,,,,,,,,,,,,,,
CT,070261,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,,,,,,,,,,,,,,,,,
