550000,35645,FATSIA JAPONICA,8
170000,35701,FEIJOA SELLOWIANA,8
170000,35905,FERN-ALSOPHILA AUSTRALIS,10
550000,35905,FERN-ALSOPHILA AUSTRALIS,10
550000,36851,FICUS PUMILA,9
170000,036851ST,FICUS PUMILA,9
170000,036855ST,FICUS PUMILA,9
160000,53532,FUCHSIA DEBRON'S BLACK CHERRY,8
160000,81762,FUCHSIA DEBRON'S FNNY VALNTINE,8
160000,81772,FUCHSIA DEBRON'S JOAN LOU,8
160000,50621,FUCHSIA EXCORTICATA KIWI SHEEN,8
160000,50622,FUCHSIA EXCORTICATA KIWI SHEEN,8
170000,37701,GARDENIA AUGUST BEAUTY,8
550000,37701,GARDENIA AUGUST BEAUTY,8
550000,37705,GARDENIA AUGUST BEAUTY,8
550000,037705PT,GARDENIA AUGUST BEAUTY,8
170000,37671,GARDENIA FIRST LOVE R,8
550000,37671,GARDENIA FIRST LOVE R,8
550000,37675,GARDENIA FIRST LOVE R,8
170000,037675PT,GARDENIA FIRST LOVE R,8
170000,37575,GARDENIA FIRST LOVE R-GRAFT,8
170000,037575PT,GARDENIA FIRST LOVE R-GRAFT,8
170000,37595,GARDENIA MYSTERY-GRAFT,8
170000,37801,GARDENIA VEITCHII,8
170000,037815PT,GARDENIA VEITCHII-GRAFT,8
170000,64271,GR-PENN SET RUBRUM,8
550000,64271,GR-PENN SET RUBRUM,8
550000,06427UT,GR-PENN SET RUBRUM,8
160000,49931,GR-RHODOCOMA CAPENSIS,8
170000,40801,HIB R AMOUR,10
550000,40805,HIB R AMOUR,10
170000,040805PT,HIB R AMOUR,10
170000,40871,HIB R BRIDAL VEIL R,10
170000,40901,HIB R BRILLIANT,10
550000,40905,HIB R BRILLIANT,10
170000,040905PT,HIB R BRILLIANT,10
550000,040905PT,HIB R BRILLIANT,10
170000,40981,HIB R CHERIE,10
170000,40985,HIB R CHERIE,10
550000,40985,HIB R CHERIE,10
170000,040985PT,HIB R CHERIE,10
170000,41031,HIB R CROWN OF BOHEMIA,10
170000,41111,HIB R EMPIRE,10
170000,41115,HIB R EMPIRE,10
170000,041115PT,HIB R EMPIRE,10
170000,25205,HIB R ERIN RACHEL,10
550000,25205,HIB R ERIN RACHEL,10
170000,41151,HIB R FIESTA,10
170000,041155PT,HIB R FIESTA,10
170000,41201,HIB R FULLMOON R,10
170000,41205,HIB R FULLMOON R,10
550000,41205,HIB R FULLMOON R,10
170000,041205PT,HIB R FULLMOON R,10
170000,41251,HIB R GOLDEN DUST,10
170000,41255,HIB R GOLDEN DUST,10
550000,041255PT,HIB R GOLDEN DUST,10
170000,55251,HIB R HEAT FLASH,10
170000,55255,HIB R HEAT FLASH,10
170000,41301,HIB R HULA GIRL,10
170000,41305,HIB R HULA GIRL,10
550000,41305,HIB R HULA GIRL,10
550000,060585PT,HIB R KISS & TELL,9
170000,41355,HIB R POWDER PUFF R,10
170000,91421,HIB R RED DARLING R,10
170000,91425,HIB R RED DARLING R,10
550000,91425,HIB R RED DARLING R,10
170000,091425PT,HIB R RED DARLING R,10
170000,41501,HIB R RED DRAGON R,10
170000,41505,HIB R RED DRAGON R,10
550000,41505,HIB R RED DRAGON R,10
170000,041505PT,HIB R RED DRAGON R,10
550000,041505PT,HIB R RED DRAGON R,10
170000,39791,HIB R SEMINOLE SINGLE,10
170000,39795,HIB R SEMINOLE SINGLE,10
170000,41595,HIB R THE PATH,10
170000,71781,JASMINUM SAMBAC,9
170000,71782,JASMINUM SAMBAC,9
170000,46631,JASMINUM SAMBAC GRAND DUKE,10
170000,46632,JASMINUM SAMBAC GRAND DUKE,10
170000,80741,JASMINUM SUMMER SOUL TM PPAF,9
170000,46661,JATROPHA INT COMPACTA,10
170000,46665,JATROPHA INT COMPACTA,10
550000,046665PT,JATROPHA INT COMPACTA,10
170000,54671,JATROPHA INT PETITE PINKIE TM,9
170000,54675,JATROPHA INT PETITE PINKIE TM,9
170000,054675PT,JATROPHA INT PETITE PINKIE TM,9
170000,54091,JUSTICIA BRANDEGEANA,9
550000,56641,LANTANA CAM MARY ANN,7
550000,056643PT,LANTANA CAM MARY ANN,7
550000,9131,LANTANA CAM MOZELLE,10
550000,009133PT,LANTANA CAM MOZELLE,10
170000,56851,LANTANA CAM RADIATION,9
170000,56631,LANTANA CHAPEL HILL YLW P19548,8
550000,56631,LANTANA CHAPEL HILL YLW P19548,8
550000,056631SPT,LANTANA CHAPEL HILL YLW P19548,8
550000,056633PT,LANTANA CHAPEL HILL YLW P19548,8
170000,056635PT,LANTANA CHAPEL HILL YLW P19548,8
550000,056953PT,LANTANA CONFETTI TM,9
170000,056955PT,LANTANA CONFETTI TM,9
550000,009093PT,LANTANA NEW GOLD,10
170000,56881,LANTANA PAT TM RAINBOW PP9837,9
550000,57231,LANTANA S LAVENDER SWIRL R,9
550000,057231SPT,LANTANA S LAVENDER SWIRL R,9
170000,57052,LANTANA SPREADING SUNSET R,9
170000,057055PT,LANTANA SPREADING SUNSET R,9
170000,57151,LANTANA SUNBURST TM,9
170000,057155PT,LANTANA SUNBURST TM,9
550000,057201SPT,LANTANA TANGERINE TM,9
550000,057203PT,LANTANA TANGERINE TM,9
170000,24461,LANTANA TEENIE GENIE R PP17612,9
550000,24461,LANTANA TEENIE GENIE R PP17612,9
170000,57291,LAURUS NOBILIS,8
160000,057294P,LAURUS NOBILIS,8
170000,057295CN,LAURUS NOBILIS,8
170000,057295PT,LAURUS NOBILIS,8
170000,05729EPT,LAURUS NOBILIS,8
170000,05729EST,LAURUS NOBILIS,8
160000,05729UT,LAURUS NOBILIS,8
160000,21471,LAURUS NOBILIS EMERALD WAVE R,8
550000,61201,MAN ALICE DU PONT,10
550000,61205,MAN ALICE DU PONT,10
550000,85801,MAN BRIDE'S CASCADE PPAF,10
550000,85805,MAN BRIDE'S CASCADE PPAF,10
170000,61211,MAN MOONLIGHT PARFAIT R P12123,10
170000,61215,MAN MOONLIGHT PARFAIT R P12123,10
170000,61191,MAN PNK PRFT R P11787-P6300547,10
170000,61195,MAN PNK PRFT R P11787-P6300547,10
550000,61195,MAN PNK PRFT R P11787-P6300547,10
170000,61241,MAN RED RIDING HOOD,10
550000,061245ST,MAN RED RIDING HOOD,10
170000,72651,MAN SUN PAR R CARMINE KING PAF,10
550000,45011,MAN SUN PAR R CRIMSON PP15539,10
170000,04501KBH,MAN SUN PAR R CRIMSON PP15539,10
550000,92382,MAN SUN PAR R GARDEN CRIMSON,10
170000,09238UT,MAN SUN PAR R GARDEN CRIMSON,10
550000,09238UT,MAN SUN PAR R GARDEN CRIMSON,10
550000,57082,MAN SUN PAR R GIANT PNK P15202,10
550000,57085,MAN SUN PAR R GIANT PNK P15202,10
550000,61235,MAN SUN PAR R GNT CRIM P17736,10
170000,57062,MAN SUN PAR R GNT WHITE P11556,10
550000,57062,MAN SUN PAR R GNT WHITE P11556,10
550000,57065,MAN SUN PAR R GNT WHITE P11556,10
550000,57091,MAN SUN PAR R PRTY CRMN P16449,10
550000,57092,MAN SUN PAR R PRTY CRMN P16449,10
550000,057092BH,MAN SUN PAR R PRTY CRMN P16449,10
550000,57071,MAN SUN PAR R PRTY PNK P19399,10
550000,57072,MAN SUN PAR R PRTY PNK P19399,10
550000,057072BH,MAN SUN PAR R PRTY PNK P19399,10
170000,72642,MAN SUN PAR R WHITE PP22695,10
550000,072642BH,MAN SUN PAR R WHITE PP22695,10
170000,61291,MAN TANGO TWIRL R P14290,10
170000,61295,MAN TANGO TWIRL R P14290,10
550000,45295,MASCAGNIA MACROPTERA,8
170000,61485,MICHELIA CHAMPACA,10
170000,61385,MICHELIA CHAMPACA ALBA,10
170000,61475,MICHELIA DOLTSOPA SILVER CLOUD,9
170000,61535,MICHELIA FIGO,8
170000,61935,MUSA ACUM ENANO GIGANTE,10
170000,61941,MUSA ACUM ZEBRINA,10
170000,61945,MUSA ACUM ZEBRINA,10
550000,61945,MUSA ACUM ZEBRINA,10
170000,06304ECN,OLEA LITTLE OLLIE R,8
170000,06304EGL,OLEA LITTLE OLLIE R,8
170000,06304EPT,OLEA LITTLE OLLIE R,8
170000,63151,OSMANTHUS FRAGRANS,8
550000,63155,OSMANTHUS FRAGRANS,8
170000,89482,PACHYSTACHYS LUTEA,10
170000,63655,PALM-CHAMAEROPS HUMILIS,8
550000,63655,PALM-CHAMAEROPS HUMILIS,8
550000,63657,PALM-CHAMAEROPS HUMILIS,8
170000,63751,PALM-CYCAS REVOLUTA,9
170000,63752,PALM-CYCAS REVOLUTA,9
550000,63755,PALM-CYCAS REVOLUTA,9
550000,63757,PALM-CYCAS REVOLUTA,9
550000,63775,PALM-DIOON EDULE,8
550000,63815,PALM-PHOENIX CANARIENSIS,9
550000,23435,PALM-SABAL MINOR,8
170000,63605,PALM-TRACHYCARPUS FORTUNEI,8
550000,63605,PALM-TRACHYCARPUS FORTUNEI,8
550000,63607,PALM-TRACHYCARPUS FORTUNEI,8
170000,63609,PALM-TRACHYCARPUS FORTUNEI,8
170000,64151,PANDOREA JAS ALBA LADY DI,9
170000,64155,PANDOREA JAS ALBA LADY DI,9
170000,33721,PANDOREA JAS CHARISMA,9
170000,33725,PANDOREA JAS CHARISMA,9
170000,64131,PANDOREA JAS ROSEA,9
170000,64135,PANDOREA JAS ROSEA,9
170000,65042,PHILODENDRON X XANADU,9
550000,66371,PLUMBAGO ROYAL CAPE R,9
550000,66375,PLUMBAGO ROYAL CAPE R,9
170000,066375PT,PLUMBAGO ROYAL CAPE R,9
550000,066375PT,PLUMBAGO ROYAL CAPE R,9
170000,66361,PLUMBAGO WHITE CAPE R PP13953,9
550000,66361,PLUMBAGO WHITE CAPE R PP13953,9
170000,66365,PLUMBAGO WHITE CAPE R PP13953,9
170000,066405TR,PODOCARPUS GRACILIOR,9
170000,86555,PODOCARPUS ICEE BLUE R(BL CHIP,9
550000,71982,PODOCARPUS MACRO PRINGILII,8
550000,71985,PODOCARPUS MACRO PRINGILII,8
170000,30132,POLYGALA PETITE BUTTERFLIES,9
170000,44192,RUELLIA BRITTONIANA,8
170000,70271,RUELLIA KATIE,8
550000,70271,RUELLIA KATIE,8
170000,88861,RUELLIA KATIE PINK,8
170000,097761S,RUELLIA PENINSULARIS,9
170000,069691S,RUSSELIA EQUISETIFORMIS,9
170000,089241S,RUSSELIA X ST ELMO'S FIRE TM,8
170000,090471S,SALVIA AMISTAD PPAF,8
170000,25541,SALVIA CHAMAEDRYOIDES,8
170000,22651,SALVIA HOT LIPS,8
170000,91401,SALVIA L SANTA BARBARA PP12949,9
550000,91401,SALVIA L SANTA BARBARA PP12949,9
170000,91405,SALVIA L SANTA BARBARA PP12949,9
160000,49952,SCHEFFLERA TAIW YUAN SHAN,7
160000,49955,SCHEFFLERA TAIW YUAN SHAN,7
170000,63671,SEDUM RUBROTINCTUM AURORA,9
160000,49965,SOLANUM CRISP GLASNEVIN,8
170000,70901,SOLANUM JASMINOIDES,9
170000,70961,SOLANUM RANT ROYAL ROBE,9
170000,70965,SOLANUM RANT ROYAL ROBE,9
170000,070965PT,SOLANUM RANT ROYAL ROBE,9
170000,71552,STEPHANOTIS FLORIBUNDA,10
170000,71701,STRELITZIA NICOLAI,9
170000,71751,STRELITZIA REGINAE,9
170000,71755,STRELITZIA REGINAE,9
550000,47912,STROMANTHE SANG TRIOSTAR,10
170000,72211,TABERNAEMONTANA FLORE PLENO,9
170000,72215,TABERNAEMONTANA FLORE PLENO,9
170000,22142,THUNBERGIA AL BLUSHING SUSIE,10
170000,39751,TIBOUCHINA LEPIDOTA,10
550000,39751,TIBOUCHINA LEPIDOTA,10
550000,39752,TIBOUCHINA LEPIDOTA,10
170000,39755,TIBOUCHINA LEPIDOTA,10
550000,39755,TIBOUCHINA LEPIDOTA,10
550000,039755PT,TIBOUCHINA LEPIDOTA,10
170000,70051,TRACH JASMINOIDES,8
170000,070051ST,TRACH JASMINOIDES,8
550000,070051ST,TRACH JASMINOIDES,8
170000,070052ST,TRACH JASMINOIDES,8
170000,413401,VIGNA CARA THOMAS JEFFERSON,10
170000,413405,VIGNA CARA THOMAS JEFFERSON,10
550000,77161,ZANTEDESCHIA 'CRYSTAL BLUSH',9
550000,7751,ZANTEDESCHIA 'NATURAL BOUQUET',8
550000,413231,ZANTEDESCHIA STRWBERRY DELIGHT,9
