Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
CA,1361910,VI 2014                       ,5/15/2014,61551,#1,GR-MIS SIN STRICTUS,Porcupine Grass                                                                                     ,    ,6.25,,5.25,10,20,105,Now         ,CUT BACK,"4""H",0.72,5.97,     ,,15,14949615515
OR,1361955,OR 2014                       ,5/15/2014,61701,#1,GR-MOLINIA CAER VARIEGATA,Variegated Moor Grass                                                                               ,    ,6.25,,5.25,10,20,105,Now         ,CUT BACK,.,0.69,5.94,     ,,15,14949617014
CA,1361910,VI 2014                       ,5/15/2014,61791,#1,GR-PAN VIR HEAVY METAL,Heavy Metal Blue Switch Grass                                                                       ,    ,6.25,,5.25,10,10,52.5,Now         ,CUT BACK,"4""H",0.72,5.97,     ,,15,14949617915
OR,1361955,OR 2014                       ,5/15/2014,63881,#1,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                                                             ,    ,6.25,,5.25,10,40,210,Now         ,CUT BACK,.,0.69,5.94,     ,,20,14949638811
CA,1361910,VI 2014                       ,5/15/2014,63881,#1,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                                                             ,    ,6.25,,5.25,10,40,210,Now         ,CUT BACK,"3""H",0.72,5.97,     ,,20,14949638811
CA,1361910,VI 2014                       ,5/15/2014,63882,#2,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                                                             ,    ,13.5,,11.34,5,10,113.4,Now         ,CUT BACK,"3""H",1.81,13.15,     ,,35,14949638828
OR,1361955,OR 2014                       ,5/15/2014,63885,#5,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                                                             ,    ,17.5,,14.7,5,5,73.5,Now         ,CUT BACK,.,3.45,18.15,     ,,46,14949638859
GA,1361954,GA 2014                       ,5/15/2014,63885,#5,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                                                             ,    ,17.5,,14.7,5,5,73.5,Now         ,,"15""H",3.72,18.42,     ,,46,14949638859
CA,1361910,VI 2014                       ,5/15/2014,64262,#2,GR-PENN ALO HAMELN,Dwarf Fountain Grass                                                                                ,    ,13.5,,11.34,5,5,56.7,Now         ,CUT BACK,CAN FULL,1.81,13.15,     ,,35,14949642627
CA,1361910,VI 2014                       ,5/15/2014,64271,#1,GR-PENN SET RUBRUM,Purple Fountain Grass                                                                               ,    ,6,,5.04,10,15,75.6,Now         ,CUT BACK,"4""H",0.72,5.76,     ,TROPICAL,15,14949642719
GA,1361954,GA 2014                       ,5/15/2014,64271,#1,GR-PENN SET RUBRUM,Purple Fountain Grass                                                                               ,    ,6,,5.04,10,15,75.6,Now         ,,"8""H",0.74,5.78,     ,TROPICAL,15,14949642719
CA,1361910,VI 2014                       ,5/15/2014,64275,#5,GR-PENN SET RUBRUM,Purple Fountain Grass                                                                               ,    ,17.5,,14.7,5,5,73.5,Now         ,CUT BACK,"5""H",3.62,18.32,     ,TROPICAL,39.99,14949642757
CA,1361910,VI 2014                       ,5/15/2014,5791,#1,GR-SCHIZACHYRIUM SCO THE BLUES,The Blues Little Bluestem                                                                           ,    ,6.25,,5.25,10,20,105,Now         ,CUT BACK,"3""H",0.72,5.97,     ,,15,14949053140
CA,1361910,VI 2014                       ,5/15/2014,5792,#2,GR-SCHIZACHYRIUM SCO THE BLUES,The Blues Little Bluestem                                                                           ,    ,13.5,,11.34,5,10,113.4,Now         ,CUT BACK,"3""H",1.81,13.15,     ,,35,14949234174
OR,1361955,OR 2014                       ,5/15/2014,89051,#1,HELLE WINDCLIFF DBL PINK SDLNG,Windcliff Double Pink Lenten Rose                                                                   ,2013,8,PRNADV,6.32,10,10,63.2,Now         ,LIGHT BUD & BLOOM,,0.69,7.01,     ,,20,14949380147
OR,1361955,OR 2014                       ,5/15/2014,89081,#1,HELLE WINDCLIFF SLATY BLUE SDL,Windcliff Slaty Blue Lenten Rose                                                                    ,New ,8,PRNADV,6.32,10,20,126.4,3/1/2014,,,0.69,7.01,     ,,20,14949380154
OR,1361955,OR 2014                       ,5/15/2014,67281,#1,HELLE WJEWELS R BLACK DIAMOND,Winter Jewels®  Black Diamond Lenten Rose                                                           ,2011,7.5,PRNADV,5.93,10,6,35.58,Now         ,-,CAN FULL,0.69,6.62,     ,,20,14949353967
OR,1361955,OR 2014                       ,5/15/2014,67231,#1,HELLE WJEWELS R PAINTED,Winter Jewels®  Painted Lenten Rose                                                                 ,2011,7.5,PRNADV,5.93,10,10,59.3,4/1/2014,-,,0.69,6.62,     ,,20,14949320310
OR,1361955,OR 2014                       ,5/15/2014,17991,#1,HELLEBORUS RED LADY,Red Lady Lenten Rose                                                                                ,    ,7.5,PRNADV,5.93,10,10,59.3,Now         ,-,CAN FULL,0.69,6.62,     ,,17,14949006252
CA,1361910,VI 2014                       ,5/15/2014,72991,#1,HELLEBORUS X PINK FROST PPAF,Gold Collection®  Pink Frost Lenten Rose                                                            ,2011,9,PRNADV,7.11,10,10,71.1,3/15/2014,-,,0.72,7.83,     ,,20,14949332641
OR,1361955,OR 2014                       ,5/15/2014,83961,#1,HEM CHICAGO APACHE,Chicago Apache Daylily                                                                              ,    ,4.75,PRNADV,3.75,10,10,37.5,3/1/2014,-,,0.69,4.44,     ,,15,14949839614
OR,1361955,OR 2014                       ,5/15/2014,40361,#1,HEM FAIRY TALE PINK,Fairy Tale Pink Daylily                                                                             ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,1-2 FANS,0.69,4.44,     ,,15,14949403617
CA,1361910,VI 2014                       ,5/15/2014,39831,#1,HEM GOLDEN ZEBRA R PP14221,Golden Zebra®  Daylily                                                                              ,    ,7.5,PRNADV,5.93,10,10,59.3,Now         ,EMERGING,2-3 FANS,0.72,6.65,     ,,20,14949398715
OR,1361955,OR 2014                       ,5/15/2014,40511,#1,HEM HAPPY RETURNS,Happy Returns Dwarf Daylily                                                                         ,    ,4.75,PRNADV,3.75,10,30,112.5,Now         ,CUT BACK,2-3 FANS,0.69,4.44,     ,,15,14949405116
OR,1361955,OR 2014                       ,5/15/2014,40071,#1,HEM JOAN SENIOR,Joan Senior Daylily                                                                                 ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949400715
OR,1361955,OR 2014                       ,5/15/2014,40091,#1,HEM LITTLE BUSINESS,Little Business Dwarf Daylily                                                                       ,    ,4.75,PRNADV,3.75,10,40,150,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949400913
GA,1361954,GA 2014                       ,5/15/2014,40091,#1,HEM LITTLE BUSINESS,Little Business Dwarf Daylily                                                                       ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,DORMANT,2-3 FANS,0.74,4.49,     ,,15,14949400913
OR,1361955,OR 2014                       ,5/15/2014,40121,#1,HEM LITTLE GRAPETTE,Little Grapette Dwarf Daylily                                                                       ,    ,4.75,PRNADV,3.75,10,20,75,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949401217
OR,1361955,OR 2014                       ,5/15/2014,83981,#1,HEM PINK PLAYMATE,Pink Playmate Daylily                                                                               ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949839812
OR,1361955,OR 2014                       ,5/15/2014,40631,#1,HEM PRAIRIE BLUE EYES,Prairie Blue Eyes Daylily                                                                           ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949406311
OR,1361955,OR 2014                       ,5/15/2014,76281,#1,HEM RUBY SPIDER,Ruby Spider Daylily                                                                                 ,New ,5.5,PRNADV,4.35,10,20,87,Now         ,CUT BACK,2-3 FANS,0.69,5.04,     ,,15,14949351802
OR,1361955,OR 2014                       ,5/15/2014,40111,#1,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                                                         ,    ,4.75,PRNADV,3.75,10,90,337.5,Now         ,CUT BACK,2-3 FANS,0.69,4.44,     ,,15,14949401118
GA,1361954,GA 2014                       ,5/15/2014,40111,#1,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                                                         ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,DORMANT,2-3 FANS,0.74,4.49,     ,,15,14949401118
OR,1361955,OR 2014                       ,5/15/2014,6631,#1,HEM STRAWBERRY CANDY,Strawberry Candy Daylily                                                                            ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,2-3 FANS,0.69,4.44,     ,,15,14949053164
OR,1361955,OR 2014                       ,5/15/2014,83931,#1,HEM SWIRLING WATER,Swirling Water Daylily                                                                              ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949839317
CA,1361910,VI 2014                       ,5/15/2014,39611,#1,HEUCHERA BLACK BEAUTY PP13288,Black Beauty Coral Bells                                                                            ,    ,6.75,PRNADV,5.33,10,10,53.3,4/15/2014,-,,0.72,6.05,     ,,15,14949237755
GA,1361954,GA 2014                       ,5/15/2014,39611,#1,HEUCHERA BLACK BEAUTY PP13288,Black Beauty Coral Bells                                                                            ,    ,6.75,PRNADV,5.33,10,10,53.3,4/1/2014,,,0.74,6.07,     ,,15,14949237755
GA,1361954,GA 2014                       ,5/15/2014,54911,#1,HEUCHERA FIRE CHIEF PP21880,Fire Chief Coral Bells                                                                              ,2013,7.5,PRNADV,5.93,10,20,118.6,Now         ,,CAN FULL,0.74,6.67,     ,,15,14949370667
CA,1361910,VI 2014                       ,5/15/2014,47531,#1,HEUCHERA GEORGIA PEACH PP19375,Georgia Peach Coral Bells                                                                           ,    ,7.5,PRNADV,5.93,10,10,59.3,3/15/2014,-,,0.72,6.65,     ,,20,14949255957
OR,1361955,OR 2014                       ,5/15/2014,18661,#1,HEUCHERA GREEN SPICE,Green Spice Coral Bells                                                                             ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,-,CAN FULL,0.69,6.02,     ,,20,14949008805
GA,1361954,GA 2014                       ,5/15/2014,29531,#1,HEUCHERA LIME RICKEY PP16210,Lime Rickey Coral Bells                                                                             ,    ,7.5,PRNADV,5.93,10,10,59.3,4/1/2014,,,0.74,6.67,     ,,15,14949066164
OR,1361955,OR 2014                       ,5/15/2014,53681,#1,HEUCHERA MAHOGANY PPAF,Mahogany Coral Bells                                                                                ,2009,7.5,PRNADV,5.93,10,10,59.3,Now         ,,CAN FULL,0.69,6.62,     ,,15,14949283660
OR,1361955,OR 2014                       ,5/15/2014,28871,#1,HEUCHERA MARMALADE PP15945,Marmalade Coral Bells                                                                               ,    ,7.5,PRNADV,5.93,10,10,59.3,Now         ,-,CAN FULL,0.69,6.62,     ,,20,14949065846
GA,1361954,GA 2014                       ,5/15/2014,54531,#1,HEUCHERA MIDNIGHT BAYOU P21858,Midnight Bayou Coral Bells                                                                          ,2013,7.5,PRNADV,5.93,10,10,59.3,4/1/2014,,,0.74,6.67,     ,,15,14949355053
OR,1361955,OR 2014                       ,5/15/2014,45721,#1,HEUCHERA MIDNIGHT ROSE PP18551,Midnight Rose Coral Bells                                                                           ,    ,7.5,PRNADV,5.93,10,10,59.3,Now         ,,CAN FULL,0.69,6.62,     ,,20,14949238431
CA,1361910,VI 2014                       ,5/15/2014,45721,#1,HEUCHERA MIDNIGHT ROSE PP18551,Midnight Rose Coral Bells                                                                           ,    ,7.5,PRNADV,5.93,10,10,59.3,3/15/2014,-,,0.72,6.65,     ,,20,14949238431
OR,1361955,OR 2014                       ,5/15/2014,37541,#1,HEUCHERA OBSIDIAN PP14836,Obsidian Coral Bells                                                                                ,    ,7.5,PRNADV,5.93,10,10,59.3,Now         ,-,CAN FULL,0.69,6.62,     ,,20,14949249277
GA,1361954,GA 2014                       ,5/15/2014,37541,#1,HEUCHERA OBSIDIAN PP14836,Obsidian Coral Bells                                                                                ,    ,7.5,PRNADV,5.93,10,10,59.3,4/1/2014,,,0.74,6.67,     ,,20,14949249277
GA,1361954,GA 2014                       ,5/15/2014,40451,#1,HEUCHERA PALACE PURPLE,Palace Purple Coral Bells                                                                           ,    ,4.75,PRNADV,3.75,10,20,75,4/1/2014,,,0.74,4.49,     ,,15,14949404515
CA,1361910,VI 2014                       ,5/15/2014,47541,#1,HEUCHERA PEACH FLAMBEE PP17195,Peach Flambe Coral Bells                                                                            ,    ,7.5,PRNADV,5.93,10,20,118.6,3/15/2014,-,,0.72,6.65,     ,,20,14949272862
GA,1361954,GA 2014                       ,5/15/2014,70361,#1,HEUCHERA PISTACHE PP19585,Pistache Coral Bells                                                                                ,2011,7.5,PRNADV,5.93,10,20,118.6,4/1/2014,,,0.74,6.67,     ,,15,14949351857
CA,1361910,VI 2014                       ,5/15/2014,40721,#1,HEUCHERA PLUM PUDDING,Plum Pudding Coral Bells                                                                            ,    ,4.75,PRNADV,3.75,10,10,37.5,4/15/2014,,,0.72,4.47,     ,,20,14949056981
GA,1361954,GA 2014                       ,5/15/2014,40721,#1,HEUCHERA PLUM PUDDING,Plum Pudding Coral Bells                                                                            ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,,CAN FULL,0.74,4.49,     ,,20,14949056981
OR,1361955,OR 2014                       ,5/15/2014,36691,#1,HEUCHERA ROSE MAJESTY PP17414,Rose Majesty Coral Bells                                                                            ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,20,14949214923
CA,1361910,VI 2014                       ,5/15/2014,20121,#1,HEUCHERA SILVER SCROLLS P12066,Silver Scrolls Coral Bells                                                                          ,    ,6.75,PRNADV,5.33,10,10,53.3,3/15/2014,-,,0.72,6.05,     ,,20,14949056998
CA,1361910,VI 2014                       ,5/15/2014,49711,#1,HEUCHERA SOUTHERN COMFORT PPAF,Southern Comfort Coral Bells                                                                        ,2009,7.5,PRNADV,5.93,10,10,59.3,3/15/2014,-,,0.72,6.65,     ,,15,14949276136
GA,1361954,GA 2014                       ,5/15/2014,49711,#1,HEUCHERA SOUTHERN COMFORT PPAF,Southern Comfort Coral Bells                                                                        ,2009,7.5,PRNADV,5.93,10,10,59.3,4/1/2014,,,0.74,6.67,     ,,15,14949276136
OR,1361955,OR 2014                       ,5/15/2014,46641,#1,HEUCHERA VIL CARAMEL PP16560,Caramel Coral Bells                                                                                 ,    ,7.5,PRNADV,5.93,10,10,59.3,Now         ,-,.,0.69,6.62,     ,,20,14949273562
GA,1361954,GA 2014                       ,5/15/2014,33531,#1,HEUCHERELLA STOPLIGHT PP16835,Stoplight Foamy Bells                                                                               ,    ,7.5,PRNADV,5.93,10,20,118.6,4/1/2014,,,0.74,6.67,     ,,15,14949071427
CA,1361910,VI 2014                       ,5/15/2014,34712,#2,HIB MOS DAVE FLEMING PP21392,Dave Fleming Hibiscus                                                                               ,    ,14.5,,12.18,5,10,121.8,Now         ,DORMANT,"10""H - 10""S",1.81,13.99,     ,,39.99,14949312377
CA,1361910,VI 2014                       ,5/15/2014,34722,#2,HIB MOS JAMES FLEMING PP21434,James Fleming Hibiscus                                                                              ,2009,14.5,,12.18,5,15,182.7,Now         ,DORMANT,"10""H",1.81,13.99,     ,,39.99,14949298916
CA,1361910,VI 2014                       ,5/15/2014,92092,#2,HIB MOS SNOWFLAME PPAF,Snowflame Hibiscus                                                                                  ,2009,14.5,,12.18,5,5,60.9,Now         ,DORMANT,"10""H - 10""S",1.81,13.99,     ,,39.99,14949299197
CA,1361910,VI 2014                       ,5/15/2014,36322,#2,HIB MOS STARDUST PP21479,Stardust Hibiscus                                                                                   ,    ,14.5,,12.18,5,15,182.7,Now         ,DORMANT,"10""H - 10""S",1.81,13.99,     ,,39.99,14949312384
CA,1361910,VI 2014                       ,5/15/2014,34732,#2,HIB MOS STRWBRY SWIRL PP21542,Strawberry Swirl Fleming Hibiscus                                                                   ,    ,14.5,,12.18,5,5,60.9,Now         ,DORMANT,"10""H - 10""S",1.81,13.99,     ,,39.99,14949312360
GA,1361954,GA 2014                       ,5/15/2014,25205,#5,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                                                                ,    ,20.5,,17.22,5,5,86.1,4/1/2014,,,3.72,20.94,     ,,49.99,14949049990
GA,1361954,GA 2014                       ,5/15/2014,41305,#5,HIB R HULA GIRL,Hula Girl Hibiscus                                                                                  ,    ,20.5,,17.22,5,5,86.1,4/1/2014,,,3.72,20.94,     ,,49.99,14949413050
GA,1361954,GA 2014                       ,4/1/2014,23241,#1,HIB X DISCO BELLE PINK,Disco Belle Pink Hibiscus                                                                           ,    ,6.5,PRNADV,5.14,10,20,102.8,4/1/2014,,,0.74,5.88,     ,,15,14949043691
OR,1361955,OR 2014                       ,5/15/2014,31871,#1,HOSTA ABIQUA DRINKING GOURD,Aquiba Drinking Gourd Plantain Lily                                                                 ,    ,6.5,PRNADV,5.14,10,20,102.8,4/1/2014,,,0.69,5.83,     ,,15,14949218907
GA,1361954,GA 2014                       ,5/15/2014,36981,#1,HOSTA APHRODITE,Aphrodite Plantain Lily                                                                             ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,1-3 EYES,0.74,5.09,     ,,20,14949216514
GA,1361954,GA 2014                       ,5/15/2014,6861,#1,HOSTA BIG DADDY,Big Daddy Plantain Lily                                                                             ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,CAN FULL,0.74,5.09,     ,,20,14949017036
OR,1361955,OR 2014                       ,5/15/2014,16761,#1,HOSTA CHERRY BERRY,Cherry Berry Plantain Lily                                                                          ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,1-3 EYES,0.69,6.02,     ,,20,14949004289
OR,1361955,OR 2014                       ,5/15/2014,16762,#2,HOSTA CHERRY BERRY,Cherry Berry Plantain Lily                                                                          ,    ,13.5,,11.34,5,2,22.68,Now         ,DORMANT,2-4 EYES,1.73,13.07,     ,,39.99,14949359587
GA,1361954,GA 2014                       ,5/15/2014,25101,#1,HOSTA CHRISTMAS TREE,Christmas Tree Plantain Lily                                                                        ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,CAN FULL,0.74,6.07,     ,,15,14949050019
OR,1361955,OR 2014                       ,5/15/2014,93062,#2,HOSTA ENTERPRISE,Enterprise Hosta                                                                                    ,New ,13.5,,11.34,5,10,113.4,Now         ,DORMANT,2-4 EYES,1.73,13.07,     ,,39.99,14949332740
OR,1361955,OR 2014                       ,5/15/2014,41471,#1,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                                                         ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,1-2 EYES,0.69,5.04,     ,,20,14949414712
OR,1361955,OR 2014                       ,5/15/2014,41472,#2,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                                                         ,    ,13.5,,11.34,5,10,113.4,Now         ,DORMANT,2-3 EYES,1.73,13.07,     ,,39.99,14949276228
OR,1361955,OR 2014                       ,5/15/2014,41475,#5,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                                                         ,    ,23,,19.32,5,5,96.6,Now         ,DORMANT,3-5 EYES,3.45,22.77,     ,,49.99,14949414750
GA,1361954,GA 2014                       ,5/15/2014,17491,#1,HOSTA FIRE & ICE,Fire And Ice Plantain Lily                                                                          ,    ,6.75,PRNADV,5.33,10,20,106.6,Now         ,DORMANT,1-3 EYES,0.74,6.07,     ,,20,14949004296
OR,1361955,OR 2014                       ,3/15/2014,42981,#1,HOSTA FIRST FROST,First Frost Plantain Lily                                                                           ,New ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,1-3 YEYS,0.69,6.02,     ,,15,14949358634
OR,1361955,OR 2014                       ,5/15/2014,41691,#1,HOSTA FRANCEE,Francee Plantain Lily                                                                               ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,1-3 EYES,0.69,5.04,     ,,20,14949416914
OR,1361955,OR 2014                       ,5/15/2014,52631,#1,HOSTA FROSTY RIBBONS TM PPAF,Frosty Ribbons™  Hosta                                                                              ,2013,6.5,,5.46,10,20,109.2,4/1/2014,,,0.69,6.15,     ,,15,14949341698
OR,1361955,OR 2014                       ,5/15/2014,41531,#1,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                                                           ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,1-3 EYES,0.69,5.04,     ,,20,14949415313
OR,1361955,OR 2014                       ,5/15/2014,41771,#1,HOSTA GOLDEN PRAYERS,Golden Prayers Plantain Lily                                                                        ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,2-3 EYES,0.69,5.04,     ,,20,14949417713
GA,1361954,GA 2014                       ,5/15/2014,19911,#1,HOSTA GREAT EXPECTATIONS,Great Expectations Plantain Lily                                                                    ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,2-3 EYES,0.74,6.07,     ,,20,14949020753
OR,1361955,OR 2014                       ,5/15/2014,17522,#2,HOSTA GUACAMOLE,Guacamole Plantain Lily                                                                             ,    ,13.5,,11.34,5,5,56.7,Now         ,DORMANT,2-3 EYES,1.73,13.07,     ,,39.99,14949066553
OR,1361955,OR 2014                       ,5/15/2014,31891,#1,HOSTA HADSPEN BLUE,Hadspen Blue Plantain Lily                                                                          ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,2-3 EYES,0.69,6.02,     ,,15,14949070581
OR,1361955,OR 2014                       ,5/15/2014,17531,#1,HOSTA JUNE,June Plantain Lily                                                                                  ,    ,6.75,PRNADV,5.33,10,20,106.6,Now         ,DORMANT,2-3 EYES,0.69,6.02,     ,,20,14949004326
OR,1361955,OR 2014                       ,5/15/2014,41821,#1,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                                                          ,    ,5.5,PRNADV,4.35,10,20,87,Now         ,DORMANT,1-3 EYES,0.69,5.04,     ,,20,14949418215
OR,1361955,OR 2014                       ,5/15/2014,47791,#1,HOSTA LITTLE DARLING R PPAF,Little Darling®  Hosta                                                                              ,2011,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,1-3 YEYS,0.69,6.02,     ,,20,14949258637
GA,1361954,GA 2014                       ,5/15/2014,41651,#1,HOSTA NIGHT BEFORE CHRISTMAS,Night Before Christmas Plantain Lily                                                                ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,1-3 EYES,0.74,6.07,     ,,20,14949816516
GA,1361954,GA 2014                       ,5/15/2014,28391,#1,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                                                                  ,    ,6.75,PRNADV,5.33,10,20,106.6,Now         ,DORMANT,1-3 EYES,0.74,6.07,     ,,20,14949063378
OR,1361955,OR 2014                       ,5/15/2014,28395,#5,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                                                                  ,    ,23,,19.32,5,5,96.6,Now         ,DORMANT,3-5 EYES,3.45,22.77,     ,,49.99,14949232965
OR,1361955,OR 2014                       ,5/15/2014,41881,#1,HOSTA PATRIOT,Patriot Plantain Lily                                                                               ,    ,5.5,PRNADV,4.35,10,20,87,4/1/2014,DORMANT,,0.69,5.04,     ,,20,14949418819
GA,1361954,GA 2014                       ,5/15/2014,41881,#1,HOSTA PATRIOT,Patriot Plantain Lily                                                                               ,    ,5.5,PRNADV,4.35,10,20,87,Now         ,DORMANT,1-3 EYES,0.74,5.09,     ,,20,14949418819
OR,1361955,OR 2014                       ,5/15/2014,7011,#1,HOSTA REGAL SPLENDOR,Regal Splendor Plantain Lily                                                                        ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,1-3 EYES,0.69,5.04,     ,,20,14949050828
OR,1361955,OR 2014                       ,5/15/2014,39472,#2,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                                                                 ,New ,13.5,,11.34,5,5,56.7,Now         ,DORMANT,2-4 EYES,1.73,13.07,     ,,39.99,14949332795
GA,1361954,GA 2014                       ,5/15/2014,44671,#1,HOSTA STAINED GLASS PPAF,Stained Glass Plantain Lily                                                                         ,2010,6.75,PRNADV,5.33,10,40,213.2,Now         ,DORMANT,1-3 YEYS,0.74,6.07,     ,,20,14949267561
OR,1361955,OR 2014                       ,5/15/2014,83971,#1,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                                                               ,    ,5.5,PRNADV,4.35,10,20,87,Now         ,DORMANT,1-3 YEYS,0.69,5.04,     ,,20,14949839713
OR,1361955,OR 2014                       ,5/15/2014,83975,#5,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                                                               ,    ,23,,19.32,5,5,96.6,Now         ,DORMANT,3-5 EYES,3.45,22.77,     ,,49.99,14949839751
OR,1361955,OR 2014                       ,5/15/2014,75161,#1,HOSTA THE RAZOR'S EDGE,The Razor's Edge Plantain Lily                                                                      ,New ,6.75,PRNADV,5.33,10,10,53.3,4/1/2014,,,0.69,6.02,     ,,15,14949358672
OR,1361955,OR 2014                       ,5/15/2014,16301,#1,HOSTA TOKUDAMA FLAVOCIRCINALIS,Flavocircinalis Plantain Lily                                                                       ,2013,6.5,PRNADV,5.14,10,20,102.8,Now         ,DORMANT,1-3 YEYS,0.69,5.83,     ,,15,14949029282
OR,1361955,OR 2014                       ,5/15/2014,41851,#1,HOSTA WIDE BRIM,Wide Brim Plantain Lily                                                                             ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,DORMANT,1-3 EYES,0.69,5.04,     ,,20,14949418512
OR,1361955,OR 2014                       ,5/15/2014,88391,#1,HUMULUS X CRYSTAL,Crystal Hop                                                                                         ,2013,7.75,,6.51,10,10,65.1,Now         ,DORMANT,,0.69,7.2,     ,,15,14949372548
OR,1361955,OR 2014                       ,5/15/2014,88392,#2,HUMULUS X CRYSTAL,Crystal Hop                                                                                         ,2013,16,,13.44,5,5,67.2,Now         ,DORMANT,,1.73,15.17,     ,,39.99,14949372562
OR,1361955,OR 2014                       ,5/15/2014,074532S,SuperTwo,HYD A INVINCE SPIRIT R PP20765,Invincibelle®  Spirit Hydrangea                                                                     ,2011,16,,13.44,5,10,134.4,Now         ,DORMANT,16''H - 14''S,2.3,15.74,     ,,39.99,14949336106
CA,1361910,VI 2014                       ,5/15/2014,074532S,SuperTwo,HYD A INVINCE SPIRIT R PP20765,Invincibelle®  Spirit Hydrangea                                                                     ,2011,16,,13.44,5,10,134.4,4/15/2014,DORMANT,,2.42,15.86,     ,,39.99,14949336106
OR,1361955,OR 2014                       ,5/15/2014,41712,#2,HYD ARB ANNABELLE,Annabelle Hydrangea                                                                                 ,    ,15.25,,12.81,5,40,512.4,Now         ,DORMANT,15''H - 14''S,1.73,14.54,     ,,39.99,14949236178
OR,1361955,OR 2014                       ,5/15/2014,41715,#5,HYD ARB ANNABELLE,Annabelle Hydrangea                                                                                 ,    ,20.25,,17.01,5,10,170.1,Now         ,-,18''H - 18''S,3.45,20.46,     ,,59.99,14949057247
OR,1361955,OR 2014                       ,5/15/2014,074522S,SuperTwo,HYD ARB INCREDIBALL R PP20571,Incrediball®  Smooth Hydrangea                                                                      ,2011,16,,13.44,5,25,336,Now         ,DORMANT,14''H - 12''S,2.3,15.74,     ,,39.99,14949336069
CA,1361910,VI 2014                       ,5/15/2014,074522S,SuperTwo,HYD ARB INCREDIBALL R PP20571,Incrediball®  Smooth Hydrangea                                                                      ,2011,16,,13.44,5,5,67.2,Now         ,CUT BACK,.,2.42,15.86,     ,,39.99,14949336069
