Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
GA,1361954,GA 2014                       ,6/15/2014,074462S,SuperTwo,CLETHRA AL SUGARTINA TM P21561,Sugartina™  Summersweet                                                                             ,2011,15,,12.6,5,5,63,6/15/2014,,,2.48,15.08,     ,,39.99,14949335789
CA,1361910,VI 2014                       ,5/15/2014,31721,#1,CORDYLINE BAUERI,Bauer's Dracaena Palm                                                                               ,    ,7.5,,6.3,10,10,63,Now         ,-,"12""H",0.72,7.02,     ,TROPICAL,20,14949317211
GA,1361954,GA 2014                       ,5/15/2014,28981,#1,COREOPSIS AURICULATA ZAMPHIR,Zamphir Dwarf Tickseed                                                                              ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949282434
GA,1361954,GA 2014                       ,5/15/2014,6751,#1,COREOPSIS GRAND SUNFIRE,Sunfire Tickseed                                                                                    ,2013,4.75,PRNADV,3.75,10,20,75,4/1/2014,DORMANT,,0.74,4.49,     ,,15,14949370476
CA,1361910,VI 2014                       ,4/15/2014,27961,#1,COREOPSIS VERT MOONBEAM,Moonbeam Threadleaf Tickseed                                                                        ,    ,4.75,PRNADV,3.75,10,40,150,3/15/2014,-,,0.72,4.47,     ,,15,14949279618
GA,1361954,GA 2014                       ,5/15/2014,27961,#1,COREOPSIS VERT MOONBEAM,Moonbeam Threadleaf Tickseed                                                                        ,    ,4.75,PRNADV,3.75,10,50,187.5,4/1/2014,,,0.74,4.49,     ,,15,14949279618
OR,1361955,OR 2014                       ,5/15/2014,27971,#1,COREOPSIS VERT ZAGREB,Zagreb Threadleaf Tickseed                                                                          ,    ,4.75,PRNADV,3.75,10,50,187.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949279717
CA,1361910,VI 2014                       ,4/15/2014,27971,#1,COREOPSIS VERT ZAGREB,Zagreb Threadleaf Tickseed                                                                          ,    ,4.75,PRNADV,3.75,10,40,150,3/15/2014,-,,0.72,4.47,     ,,15,14949279717
GA,1361954,GA 2014                       ,5/15/2014,27971,#1,COREOPSIS VERT ZAGREB,Zagreb Threadleaf Tickseed                                                                          ,    ,4.75,PRNADV,3.75,10,20,75,Now         ,DORMANT,CAN FULL,0.74,4.49,     ,,15,14949279717
GA,1361954,GA 2014                       ,5/15/2014,17361,#1,COREOPSIS X TQUILA SNRIS P9875,Tequila Sunrise Tickseed                                                                            ,    ,5.5,PRNADV,4.35,10,20,87,4/1/2014,,,0.74,5.09,     ,,15,14949005095
OR,1361955,OR 2014                       ,5/15/2014,27862,#2,CORNUS ALBA IVORYHALO TM,Ivory Halo®  Dogwood                                                                                ,    ,15.25,,12.81,5,10,128.1,Now         ,DORMANT,12''H - 12''S,1.73,14.54,     ,,35,14949278628
OR,1361955,OR 2014                       ,5/15/2014,45281,#1,CORNUS ALBA PRAIRIE FIRE AUREA,Prairie Fire Dogwood                                                                                ,2010,7.75,,6.51,10,10,65.1,Now         ,DORMANT,8''H - 8''S,0.69,7.2,     ,,20,14949276877
OR,1361955,OR 2014                       ,5/15/2014,45285,#5,CORNUS ALBA PRAIRIE FIRE AUREA,Prairie Fire Dogwood                                                                                ,2010,21.75,,18.27,5,5,91.35,5/15/2014,-,,3.45,21.72,     ,,39.99,14949237748
OR,1361955,OR 2014                       ,5/15/2014,074801S,SuperOne TM,CORNUS S ARCTIC FIRE TM P18523,Arctic Fire™  Red Twig Dogwood                                                                      ,2011,9,,7.56,10,20,151.2,4/15/2014,DORMANT,,1.15,8.71,     ,,25,14949335857
OR,1361955,OR 2014                       ,5/15/2014,080841S,SuperOne TM,CORNUS STO PUCKERED UP TM PPAF,Pucker Up!™  Red Twig Dogwood                                                                       ,2013,9,,7.56,10,20,151.2,Now         ,DORMANT,"10""H - 10""S",1.15,8.71,     ,,25,14949359525
OR,1361955,OR 2014                       ,5/15/2014,080842S,SuperTwo,CORNUS STO PUCKERED UP TM PPAF,Pucker Up!™  Red Twig Dogwood                                                                       ,2013,15,,12.6,5,20,252,Now         ,DORMANT,"12""H - 10""S",2.3,14.9,     ,,35,14949359532
OR,1361955,OR 2014                       ,5/15/2014,17455,#5,CORYLUS AV CONTORTA-OWN ROOT,Harry Lauder's Walking Stick                                                                        ,    ,33,,27.72,5,5,138.6,Now         ,DORMANT,"22""H",3.45,31.17,     ,,69.99,14949004555
OR,1361955,OR 2014                       ,5/15/2014,28552,#2,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                                                                     ,    ,13.25,,11.13,5,10,111.3,Now         ,DORMANT,"6""H - 10""S",1.73,12.86,     ,,29.99,14949285527
OR,1361955,OR 2014                       ,5/15/2014,16612,#2,COTINUS C GOLDEN SPIRIT P13082,Golden Spirit Smoke Tree                                                                            ,    ,18.75,,15.75,5,5,78.75,Not Avl     ,DORMANT,,1.73,17.48,     ,,35,14949007822
OR,1361955,OR 2014                       ,5/15/2014,28145,#5,COTINUS COG ROYAL PURPLE,Royal Purple Smoke Tree                                                                             ,    ,27.75,,23.31,5,10,233.1,5/15/2014,DORMANT,,3.45,26.76,     ,,49.99,14949281451
CA,1361910,VI 2014                       ,5/15/2014,75551,#1,DELPHINIUM G MORPHO GRAND BLUE,Morpho Grand Blue Larkspur                                                                          ,2011,4.75,PRNADV,3.75,10,50,187.5,3/15/2014,-,,0.72,4.47,     ,,15,14949357774
GA,1361954,GA 2014                       ,5/15/2014,4591,#1,DELPHINIUM GRAND BLUE MIRROR,Blue Mirror Delphinium                                                                              ,    ,4.75,PRNADV,3.75,10,20,75,4/1/2014,,,0.74,4.49,     ,,15,14949014264
OR,1361955,OR 2014                       ,5/15/2014,56422,#2,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower                                                                                 ,2011,13.25,,11.13,5,5,55.65,Now         ,-,"10""H - 10""S",1.73,12.86,     ,,39.99,14949348291
GA,1361954,GA 2014                       ,5/15/2014,6891,#1,DIAN EVRLST TM BGDY BLH P23150,EverLast™  Burgundy Blush Maiden Pink                                                               ,2013,5.5,PRNADV,4.35,10,10,43.5,4/1/2014,,,0.74,5.09,     ,,15,14949370490
GA,1361954,GA 2014                       ,5/15/2014,6901,#1,DIAN EVRLST TM LLAC+EYE P23318,EverLast™  Lilac + Eye Maiden Pink                                                                  ,2013,5.5,PRNADV,4.35,10,10,43.5,4/1/2014,,,0.74,5.09,     ,,15,14949372135
GA,1361954,GA 2014                       ,5/15/2014,6951,#1,DIAN EVRLST TM ORCHID P23364,EverLast™  Orchid Maiden Pink                                                                       ,2013,5.5,PRNADV,4.35,10,10,43.5,4/1/2014,,,0.74,5.09,     ,,15,14949372142
OR,1361955,OR 2014                       ,5/15/2014,67631,#1,DIANTHUS BAR OESCHBERG,Oeschberg Sweet William                                                                             ,2011,5.5,PRNADV,4.35,10,10,43.5,Now         ,-,CAN FULL,0.69,5.04,     ,,15,14949330005
GA,1361954,GA 2014                       ,5/15/2014,59681,#1,DIANTHUS FIRE STAR PP14895,Fire Star Maiden Pink                                                                               ,2010,5.5,PRNADV,4.35,10,10,43.5,4/1/2014,,,0.74,5.09,     ,,15,14949352649
OR,1361955,OR 2014                       ,5/15/2014,31331,#1,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                                                            ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,CUT BACK,.,0.69,5.04,     ,,15,14949313312
CA,1361910,VI 2014                       ,5/15/2014,31331,#1,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                                                            ,    ,5.5,PRNADV,4.35,10,10,43.5,4/15/2014,,,0.72,5.07,     ,,15,14949313312
GA,1361954,GA 2014                       ,5/15/2014,4721,#1,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink                                                                              ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949000526
OR,1361955,OR 2014                       ,5/15/2014,4901,#1,DICENTRA SP VALENTINE R P22739,Valentine®  Bleeding Heart                                                                          ,2013,6,PRNADV,4.74,10,20,94.8,4/1/2014,,,0.69,5.43,     ,,15,14949369500
GA,1361954,GA 2014                       ,5/15/2014,4901,#1,DICENTRA SP VALENTINE R P22739,Valentine®  Bleeding Heart                                                                          ,2013,6,PRNADV,4.74,10,20,94.8,4/1/2014,,,0.74,5.48,     ,,15,14949369500
OR,1361955,OR 2014                       ,5/15/2014,35622,#2,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart                                                                           ,2009,14.5,,12.18,5,10,121.8,Now         ,DORMANT,.,1.73,13.91,     ,,35,14949358528
GA,1361954,GA 2014                       ,5/15/2014,4841,#1,DICENTRA SPECTABILIS,Bleeding Heart                                                                                      ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949272022
GA,1361954,GA 2014                       ,5/15/2014,75861,#1,DICENTRA SPECTABILIS ALBA,White Bleeding Heart                                                                                ,2011,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949353424
OR,1361955,OR 2014                       ,5/15/2014,31611,#1,DICENTRA X LUXURIANT,Luxuriant Fringed Bleeding Heart                                                                    ,    ,4.75,PRNADV,3.75,10,135,506.25,Now         ,DORMANT,.,0.69,4.44,     ,,15,14949316115
GA,1361954,GA 2014                       ,5/15/2014,31611,#1,DICENTRA X LUXURIANT,Luxuriant Fringed Bleeding Heart                                                                    ,    ,4.75,PRNADV,3.75,10,23,86.25,4/1/2014,,,0.74,4.49,     ,,15,14949316115
GA,1361954,GA 2014                       ,5/15/2014,4871,#1,DIGITALIS PURPUREA FOXY,Foxy Foxglove                                                                                       ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949014578
GA,1361954,GA 2014                       ,5/15/2014,4881,#1,DIGITALIS X MERTONENSIS,Strawberry Foxglove                                                                                 ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949014592
GA,1361954,GA 2014                       ,5/15/2014,7051,#1,ECHIN 'SUPREME CANTALOUPE',Supreme Cantaloupe Cone Flower                                                                      ,2013,8.5,PRNADV,6.72,10,30,201.6,4/1/2014,,,0.74,7.46,     ,,15,14949370360
OR,1361955,OR 2014                       ,5/15/2014,32271,#1,ECHIN PXIE MEADWBRTE TM P18546,Pixie Meadowbrite™  Coneflower                                                                      ,    ,5.5,PRNADV,4.35,10,50,217.5,Now         ,CUT BACK,.,0.69,5.04,     ,,20,14949229323
GA,1361954,GA 2014                       ,5/15/2014,87021,#1,ECHINACEA CHEYENNE SPIRIT,Cheyenne Spirit Echinacea                                                                           ,2013,5.5,PRNADV,4.35,10,50,217.5,4/1/2014,,,0.74,5.09,     ,,15,14949368589
GA,1361954,GA 2014                       ,5/15/2014,08702UT,LittleOne,ECHINACEA CHEYENNE SPIRIT,Cheyenne Spirit Echinacea                                                                           ,2013,3.65,,3.07,16,32,98.24,4/1/2014,,,0.56,3.63,     ,,7.99,14949368596
GA,1361954,GA 2014                       ,5/15/2014,39571,#1,ECHINACEA FRAGRNT ANGEL P16054,Fragrant Angel Coneflower                                                                           ,    ,6.75,PRNADV,5.33,10,20,106.6,4/1/2014,,,0.74,6.07,     ,,20,14949264409
GA,1361954,GA 2014                       ,5/15/2014,37511,#1,ECHINACEA GREEN EYES PP17172,Green Eyes Coneflower                                                                               ,    ,6.75,PRNADV,5.33,10,20,106.6,4/1/2014,,,0.74,6.07,     ,,15,14949375112
OR,1361955,OR 2014                       ,5/15/2014,77121,#1,ECHINACEA NOW CHEESIER PPAF,Now Cheesier Coneflower                                                                             ,2011,6.75,PRNADV,5.33,10,2,10.66,Now         ,CUT BACK,.,0.69,6.02,     ,,15,14949352809
GA,1361954,GA 2014                       ,5/15/2014,47511,#1,ECHINACEA PNK DBL DLITE P18803,Pink Double Delight Cone Flower                                                                     ,    ,6.75,PRNADV,5.33,10,10,53.3,4/1/2014,,,0.74,6.07,     ,,20,14949264263
GA,1361954,GA 2014                       ,5/15/2014,00299UT,LittleOne,ECHINACEA POWWOW R WILDBERRY,PowWow®  Wild Berry Coneflower                                                                      ,2011,3.65,,3.07,16,32,98.24,4/1/2014,,,0.56,3.63,     ,,7.99,14949354186
GA,1361954,GA 2014                       ,5/15/2014,59741,#1,ECHINACEA PUR HOT PAPAYA PPAF,Hot Papaya Coneflower                                                                               ,2010,6.75,PRNADV,5.33,10,10,53.3,4/1/2014,,,0.74,6.07,     ,,15,14949308561
GA,1361954,GA 2014                       ,5/15/2014,31771,#1,ECHINACEA PUR MAGNUS,Magnus Purple Coneflower                                                                            ,    ,4.75,PRNADV,3.75,10,20,75,4/1/2014,,,0.74,4.49,     ,,20,14949317716
OR,1361955,OR 2014                       ,5/15/2014,39581,#1,ECHINACEA PUR MERLOT PP18814,Merlot Coneflower                                                                                   ,    ,6.75,PRNADV,5.33,10,30,159.9,Now         ,CUT BACK,.,0.69,6.02,     ,,20,14949264287
GA,1361954,GA 2014                       ,5/15/2014,39591,#1,ECHINACEA RASPBRY TART PP18560,Raspberry Tart Coneflower                                                                           ,    ,6.75,PRNADV,5.33,10,20,106.6,4/1/2014,,,0.74,6.07,     ,,20,14949264416
OR,1361955,OR 2014                       ,5/15/2014,36281,#1,ECHINACEA SUNDOWN TM PP17659,Sundown Big Sky™  Series Coneflower                                                                 ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,CUT BACK,.,0.69,6.02,     ,,20,14949211670
GA,1361954,GA 2014                       ,5/15/2014,36281,#1,ECHINACEA SUNDOWN TM PP17659,Sundown Big Sky™  Series Coneflower                                                                 ,    ,6.75,PRNADV,5.33,10,20,106.6,4/1/2014,,,0.74,6.07,     ,,20,14949211670
GA,1361954,GA 2014                       ,5/15/2014,48651,#1,ECHINACEA TIKI TORCH PP18839,Tiki Torch Coneflower                                                                               ,2009,6.75,PRNADV,5.33,10,50,266.5,4/1/2014,,,0.74,6.07,     ,,20,14949265895
OR,1361955,OR 2014                       ,5/15/2014,57301,#1,ECHINACEA TOMATO SOUP PPAF,Tomato Soup Coneflower                                                                              ,2009,6.75,PRNADV,5.33,10,30,159.9,Now         ,CUT BACK,.,0.69,6.02,     ,,20,14949322796
GA,1361954,GA 2014                       ,5/15/2014,57301,#1,ECHINACEA TOMATO SOUP PPAF,Tomato Soup Coneflower                                                                              ,2009,6.75,PRNADV,5.33,10,50,266.5,4/1/2014,,,0.74,6.07,     ,,20,14949322796
OR,1361955,OR 2014                       ,5/15/2014,33602,#2,EUO ALATUS COMPACTUS,Dwarf Burning Bush                                                                                  ,    ,13.5,,11.34,5,30,340.2,Now         ,DORMANT,"14""H - 12""S",1.73,13.07,     ,,39.99,14949336021
OR,1361955,OR 2014                       ,5/15/2014,33651,#1,EUO F CANADALE GOLD,Canadale Gold Wintercreeper                                                                         ,    ,6.5,,5.46,10,20,109.2,Now         ,-,"8""H - 8""S",0.69,6.15,     ,,15,14949336519
OR,1361955,OR 2014                       ,5/15/2014,34302,#2,EUO F GOLDEN PRINCE R,Golden Prince®  Wintercreeper                                                                       ,    ,13,,10.92,5,10,109.2,4/15/2014,-,,1.73,12.65,     ,,35,14949343029
CA,1361910,VI 2014                       ,5/15/2014,34502,#2,EUO F MOONSHADOW,Moonshadow Wintercreeper                                                                            ,    ,13.75,,11.55,5,20,231,4/15/2014,-,,1.81,13.36,     ,,35,14949345023
OR,1361955,OR 2014                       ,5/15/2014,46682,#2,EUPATORIUM PHANTOM PP18354,Phantom Joe Pye Weed                                                                                ,    ,11,,9.24,5,10,92.4,4/1/2014,-,,1.73,10.97,     ,,25,14949276082
GA,1361954,GA 2014                       ,5/15/2014,83621,#1,FERN-ADIANTUM PEDATUM,American Maidenhair Fern                                                                            ,    ,6,,5.04,10,10,50.4,4/1/2014,,,0.74,5.78,     ,,15,14949836217
GA,1361954,GA 2014                       ,5/15/2014,19241,#1,FERN-ATHYRIUM F LADY IN RED,Lady In Red Fern                                                                                    ,    ,5.5,,4.62,10,40,184.8,Now         ,,CAN FULL,0.74,5.36,     ,,15,14949052129
GA,1361954,GA 2014                       ,5/15/2014,18761,#1,FERN-ATHYRIUM GHOST,Ghost Fern                                                                                          ,    ,5.5,,4.62,10,10,46.2,4/1/2014,,,0.74,5.36,     ,,15,14949008843
OR,1361955,OR 2014                       ,5/15/2014,36261,#1,FERN-DRYOPTERIS FELIX-MAS ROB,Robust Male Fern                                                                                    ,    ,6.5,,5.46,10,20,109.2,Now         ,CUT BACK,.,0.69,6.15,     ,,15,14949362617
CA,1361910,VI 2014                       ,5/15/2014,36451,#1,FERN-MATTEUCCIA STRUTHIOPTERIS,European Ostrich Fern                                                                               ,    ,6.5,,5.46,10,10,54.6,Now         ,DORMANT,"8""S",0.72,6.18,     ,,15,14949364512
GA,1361954,GA 2014                       ,5/15/2014,36451,#1,FERN-MATTEUCCIA STRUTHIOPTERIS,European Ostrich Fern                                                                               ,    ,5.5,,4.62,10,10,46.2,4/1/2014,,,0.74,5.36,     ,,15,14949364512
GA,1361954,GA 2014                       ,5/15/2014,36411,#1,FERN-OSMUNDA CINNAMOMEA,Cinnamon Fern                                                                                       ,    ,5.5,,4.62,10,10,46.2,5/1/2014,,,0.74,5.36,     ,,15,14949364116
GA,1361954,GA 2014                       ,5/15/2014,5091,#1,FERN-THELYPTERIS DECUR-PINNATA,Japanese Beech Fern                                                                                 ,    ,6,,5.04,10,20,100.8,Now         ,,"8""H",0.74,5.78,     ,,15,14949014899
CA,1361910,VI 2014                       ,5/15/2014,88831,#1,GAILLARDIA ARIZONA RED SHADES,Arizona Red Shades Blanket Flower                                                                   ,2013,5.5,PRNADV,4.35,10,20,87,4/1/2014,,,0.72,5.07,     ,,15,14949370681
CA,1361910,VI 2014                       ,5/15/2014,35711,#1,GAILLARDIA ARIZONA SUN,Arizona Sun Blanket Flower                                                                          ,    ,4.75,PRNADV,3.75,10,10,37.5,3/15/2014,-,,0.72,4.47,     ,,15,14949208212
GA,1361954,GA 2014                       ,5/15/2014,35421,#1,GAILLARDIA BURGUNDY,Burgundy Blanket Flower                                                                             ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949002544
OR,1361955,OR 2014                       ,6/1/2014,23211,#1,GAILLARDIA FANFARE PP15892,Fanfare Blanket Flower                                                                              ,    ,5.5,PRNADV,4.35,10,10,43.5,6/1/2014,-,,0.69,5.04,     ,,15,14949043301
CA,1361910,VI 2014                       ,5/15/2014,37611,#1,GAILLARDIA GOBLIN,Goblin Blanket Flower                                                                               ,    ,4.75,PRNADV,3.75,10,10,37.5,3/15/2014,-,,0.72,4.47,     ,,15,14949376119
GA,1361954,GA 2014                       ,5/15/2014,4051,#1,GAILLARDIA MESA BRIGHT BICOLOR,Mesa Bright Bicolor Blanket Flower                                                                  ,2012,5.5,PRNADV,4.35,10,20,87,4/1/2014,,,0.74,5.09,     ,,15,14949361412
CA,1361910,VI 2014                       ,5/15/2014,36441,#1,GAILLARDIA ORNGS&LEMONS P17092,Oranges & Lemons Blanket Flower                                                                     ,    ,5.5,PRNADV,4.35,10,10,43.5,3/15/2014,,,0.72,5.07,     ,,15,14949215562
GA,1361954,GA 2014                       ,5/15/2014,36441,#1,GAILLARDIA ORNGS&LEMONS P17092,Oranges & Lemons Blanket Flower                                                                     ,    ,5.5,PRNADV,4.35,10,20,87,4/1/2014,,,0.74,5.09,     ,,15,14949215562
OR,1361955,OR 2014                       ,6/15/2014,48591,#1,GAZANIA LIN COLORADO GOLD R,Colorado Gold®  Treasure Flower                                                                     ,    ,4.75,PRNADV,3.75,10,10,37.5,6/1/2014,,,0.69,4.44,     ,,15,14949272909
OR,1361955,OR 2014                       ,5/15/2014,38241,#1,GERANIUM CIN BALLERINA,Ballerina Cranesbill                                                                                ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,-,CAN FULL,0.69,4.44,     ,,15,14949382417
OR,1361955,OR 2014                       ,5/15/2014,38281,#1,GERANIUM CIN SUBCAULESCENS,Black-Eyed Magenta Cranesbill                                                                       ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,,CAN FULL,0.69,4.44,     ,,15,14949382813
CA,1361910,VI 2014                       ,5/15/2014,23081,#1,GERANIUM ROZANNE PP12175,Rozanne Cranesbill                                                                                  ,    ,6.75,PRNADV,5.33,10,10,53.3,3/15/2014,,,0.72,6.05,     ,,15,14949043004
OR,1361955,OR 2014                       ,5/15/2014,5231,#1,GERANIUM SANGUINEUM MAX FREI,Max Frei Bloody Cranesbill                                                                          ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949052310
OR,1361955,OR 2014                       ,5/15/2014,38331,#1,GERANIUM X CAN BIOKOVO,Biokovo Cranesbill                                                                                  ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949383315
OR,1361955,OR 2014                       ,5/15/2014,35601,#1,GEUM COCC WERNER ARENDS,Werner Arends Avens                                                                                 ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949260562
OR,1361955,OR 2014                       ,5/15/2014,33975,#5,GINKGO BIL JADE BUTTERFLIES,Jade Butterfly Maidenhair Tree                                                                      ,2011,33,,27.72,5,5,138.6,Not Avl     ,DORMANT,,3.45,31.17,     ,,89.99,14949224076
CA,1361910,VI 2014                       ,5/15/2014,67791,#1,GR-BOUT BLOND AMBITION PP22048,Blonde Ambition Blue Grama Grass                                                                    ,2012,8,,6.72,10,20,134.4,Now         ,WINTER COLOR,CAN FULL,0.72,7.44,     ,,15,14949338728
OR,1361955,OR 2014                       ,5/15/2014,44551,#1,GR-CAL ACUT AVALANCHE,Avalanche Feather Reed Grass                                                                        ,    ,6.25,,5.25,10,20,105,Now         ,CUT BACK,.,0.69,5.94,     ,,15,14949272237
OR,1361955,OR 2014                       ,5/15/2014,14011,#1,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                                                                       ,    ,6.5,,5.46,10,40,218.4,Now         ,CUT BACK,.,0.69,6.15,     ,,20,14949140116
CA,1361910,VI 2014                       ,5/15/2014,14011,#1,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                                                                       ,    ,6.5,,5.46,10,60,327.6,4/1/2014,-,,0.72,6.18,     ,,20,14949140116
GA,1361954,GA 2014                       ,5/15/2014,14011,#1,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                                                                       ,    ,6.5,,5.46,10,50,273,4/1/2014,,,0.74,6.2,     ,,20,14949140116
OR,1361955,OR 2014                       ,5/15/2014,14012,#2,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                                                                       ,    ,13.75,,11.55,5,15,173.25,Now         ,CUT BACK,.,1.73,13.28,     ,,29.99,14949011515
CA,1361910,VI 2014                       ,5/15/2014,14012,#2,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                                                                       ,    ,13.75,,11.55,5,15,173.25,4/1/2014,-,,1.81,13.36,     ,,29.99,14949011515
OR,1361955,OR 2014                       ,5/15/2014,14071,#1,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                                                          ,    ,6.25,,5.25,10,10,52.5,Now         ,CUT BACK,.,0.69,5.94,     ,,15,14949140710
CA,1361910,VI 2014                       ,5/15/2014,14071,#1,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                                                          ,    ,6.25,,5.25,10,10,52.5,4/1/2014,-,,0.72,5.97,     ,,15,14949140710
OR,1361955,OR 2014                       ,5/15/2014,14072,#2,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                                                          ,    ,13.5,,11.34,5,5,56.7,Now         ,CUT BACK,.,1.73,13.07,     ,,35,14949140727
OR,1361955,OR 2014                       ,5/15/2014,14081,#1,GR-CALAMAGROSTIS  BRACHYTRICA,Korean Feather Reed Grass                                                                           ,    ,6.25,,5.25,10,30,157.5,Now         ,CUT BACK,.,0.69,5.94,     ,,15,14949002384
OR,1361955,OR 2014                       ,5/15/2014,14082,#2,GR-CALAMAGROSTIS  BRACHYTRICA,Korean Feather Reed Grass                                                                           ,    ,13.5,,11.34,5,10,113.4,Now         ,CUT BACK,.,1.73,13.07,     ,,29.99,14949375181
CA,1361910,VI 2014                       ,5/15/2014,24091,#1,GR-CHASMANTHIUM LATIFOLIUM,Northern Sea Oats                                                                                   ,    ,6.25,,5.25,10,20,105,4/1/2014,-,,0.72,5.97,     ,,15,14949240915
OR,1361955,OR 2014                       ,5/15/2014,28051,#1,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                                                                  ,    ,6.25,,5.25,10,10,52.5,Now         ,CUT BACK,.,0.69,5.94,     ,,15,14949280515
CA,1361910,VI 2014                       ,5/15/2014,28051,#1,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                                                                  ,    ,6.25,,5.25,10,10,52.5,Now         ,CUT BACK,"4""H",0.72,5.97,     ,,15,14949280515
CA,1361910,VI 2014                       ,5/15/2014,28052,#2,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                                                                  ,    ,13.5,,11.34,5,10,113.4,Now         ,CUT BACK,"5""H",1.81,13.15,     ,,35,14949280522
CA,1361910,VI 2014                       ,4/1/2014,36671,#1,GR-FESTUCA GLAUCA ELIJAH BLUE,Elijah Blue Fescue                                                                                  ,    ,5.75,,4.83,10,40,193.2,Now         ,-,CAN FULL,0.72,5.55,     ,,15,14949366714
OR,1361955,OR 2014                       ,5/15/2014,35911,#1,GR-HAKONECHLOA MACRA ALL GOLD,All Gold Japanese Forest Grass                                                                      ,    ,10.25,,8.61,10,40,344.4,4/1/2014,-,,0.69,9.3,     ,,20,14949208625
CA,1361910,VI 2014                       ,5/15/2014,35911,#1,GR-HAKONECHLOA MACRA ALL GOLD,All Gold Japanese Forest Grass                                                                      ,    ,10.25,,8.61,10,20,172.2,3/15/2014,-,,0.72,9.33,     ,,20,14949208625
OR,1361955,OR 2014                       ,5/15/2014,03591UT,LittleOne,GR-HAKONECHLOA MACRA ALL GOLD,All Gold Japanese Forest Grass                                                                      ,    ,4.5,,3.78,16,32,120.96,Now         ,CUT BACK,.,0.52,4.3,     ,,9.99,14949238752
OR,1361955,OR 2014                       ,5/15/2014,38681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                                                        ,    ,8,,6.72,10,30,201.6,Now         ,CUT BACK,.,0.69,7.41,     ,,20,14949386811
OR,1361955,OR 2014                       ,5/15/2014,03868UT,LittleOne,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                                                        ,    ,4.5,,3.78,16,10,37.8,Now         ,CUT BACK,.,0.52,4.3,     ,,9.99,14949231913
OR,1361955,OR 2014                       ,5/15/2014,39971,#1,GR-HELICTOTRICHON SEMPERVIRENS,Blue Oat Grass                                                                                      ,    ,6.25,,5.25,10,40,210,4/1/2014,-,,0.69,5.94,     ,,15,14949399712
CA,1361910,VI 2014                       ,5/15/2014,39971,#1,GR-HELICTOTRICHON SEMPERVIRENS,Blue Oat Grass                                                                                      ,    ,6.25,,5.25,10,20,105,6/1/2014,-,,0.72,5.97,     ,,15,14949399712
OR,1361955,OR 2014                       ,5/15/2014,61761,#1,GR-MIS SIN PURPURASCENS,Purple Silver Grass                                                                                 ,    ,6.25,,5.25,10,70,367.5,Now         ,CUT BACK,.,0.69,5.94,     ,,20,14949617618
