Loc,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,052631,#1,HOSTA FROSTY RIBBONS TM PPAF,Hosta x 'MonLisa' P.P.A.F.                                  ,Frosty Ribbons™  Hosta,Hosta,PRN,04,, 6.75 ,CUT BACK,,     , 10 , 4 , 4 ,04/01/15  ,     ,          ,     ,          
OR,039471,#1,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         ,Hosta,PRN,03,, 7.15 ,,1-3 EYES, 15 , 10 , 409 , 409 ,04/15/15  ,     ,          ,     ,          
OR,039472,#2,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         ,Hosta,PRN,03,, 14.25 ,CUT BACK,2-4 EYES, 36 , 5 , 44 , 44 ,03/01/15  ,     ,          ,     ,          
OR,039475,#5,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         ,Hosta,PRN,03,, 24.50 ,,3-5 EYES, 21 , 5 ,     , 120 ,04/15/15  ,     ,          ,     ,          
OR,075162,#2,HOSTA THE RAZOR'S EDGE,Hosta x 'The Razor's Edge'                                  ,The Razor's Edge Plantain Lily                              ,Hosta,PRN,03,, 14.25 ,-,,     , 5 , 676 , 676 ,04/01/15  ,     ,          ,     ,          
OR,016302,#2,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               ,Hosta,PRN,03,, 14.25 ,,2-4 EYES, 10 , 5 , 10 , 10 ,04/01/15  ,     ,          ,     ,          
OR,016305,#5,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               ,Hosta,PRN,03,, 24.50 ,-,3-5 EYES,     , 5 , 4 , 104 ,04/01/15  ,     ,          ,     ,          
OR,088402,#2 STAKED,HUMULUS X NEWPORT,Humulus lupulus 'Newport'                                   ,Newport Common Hop                                          ,Edible berries/fruit,VIN,05,, 16.75 ,-,FULL STK,     , 5 , 35 ,     ,          ,     ,          ,     ,          
OR,088405,#5 STAKED,HUMULUS X NEWPORT,Humulus lupulus 'Newport'                                   ,Newport Common Hop                                          ,Edible berries/fruit,VIN,05,, 27.50 ,-,FULL STK,     , 5 , 131 ,     ,          ,     ,          ,     ,          
OR,063832,#2,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,Hydrangea,DCS,06,HIN, 16.50 ,-,12''H - 12''S, 5 , 5 ," 1,184 ",     ,          ,     ,          ,     ,          
OR,063835,#5,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,Hydrangea,DCS,06,HIN, 25.50 ,-,"16""H - 18""S", 3 , 5 , 558 ,     ,          ,     ,          ,     ,          
OR,056452,#2,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,Hydrangea,DCS,07,HIN, 16.50 ,-,12''H - 12''S, 42 , 5 , 128 , 128 ,04/15/15  ,     ,          ,     ,          
OR,056455,#5,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,Hydrangea,DCS,07,HIN, 24.00 ,-,"16""H - 16""S",     , 5 , 164 ,     ,          ,     ,          ,     ,          
OR,05645P72SA,Plug 72 PLUG,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,Hydrangea,DCS,07,HIN, 1.00 ,,,     , 72 , 394 ,     ,          ,     ,          ,     ,          
OR,092752,#2,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,Hydrangea,DCS,05,RGW, 17.00 ,BUDS & BLOOMS,"12""H - 12""S",     , 5 ," 1,656 ",     ,          ,     ,          ,     ,          
CA,092752,#2,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,Hydrangea,DCS,05,RGW, 17.00 ,-,"8''H -10""S", 137 , 5 ," 6,181 "," 8,218 ",12/31/14  ,     ,          ,     ,          
OR,092755,#5,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,Hydrangea,DCS,05,RGW, 24.00 ,BUDS & BLOOMS,"14""H - 14""S", 5 , 5 ," 2,151 ",     ,          ,     ,          ,     ,          
CA,092755,#5,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,Hydrangea,DCS,05,RGW, 24.00 ,-,"12""H - 15""S", 170 , 5 ," 4,673 "," 13,031 ",12/31/14  ,     ,          ,     ,          
OR,086312S,SuperTwo,HYD MAC LD R RHAPSODY BLUE PAF,Hydrangea macrophylla 'ES14' PPAF                           ,Let's Dance®  Rhapsody Blue Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,,, 18 , 5 ,     , 18 ,06/01/15  ,     ,          ,     ,          
OR,089932S,SuperTwo,HYD MAC PARAPLU TM PPAF,Hydrangea macrophylla 'SMHMP1' P.P.A.F.                     ,Paraplu®  Bigleaf Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,-,"12""H - 12""S",     , 5 , 32 ,     ,          ,     ,          ,     ,          
CA,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Hydrangea paniculata 'SMHPLQF' P.P.A.F. Can. P.B.R.A.F      ,Little Quick Fire™  Hardy Hydrangea,Hydrangea,DCS,03,PW, 10.50 ,-,"8""H - 8""S", 40 , 10 ,     , 40 ,02/01/15  ,     ,          ,     ,          
CA,089952S,SuperTwo,HYD P LITTLE QUICK FIRE R PPAF,Hydrangea paniculata 'SMHPLQF' P.P.A.F. Can. P.B.R.A.F      ,Little Quick Fire™  Hardy Hydrangea,Hydrangea,DCS,03,PW, 17.00 ,-,"10""H - 12""S", 10 , 5 ,     , 10 ,02/01/15  ,     ,          ,     ,          
OR,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,Hydrangea,DCS,03,PW, 10.50 ,BUDS & BLOOMS,"10""H - 8""S",     , 10 , 13 ,     ,          ,     ,          ,     ,          
CA,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,Hydrangea,DCS,03,PW, 10.50 ,-,"10""H - 10""S",     , 10 , 106 , 106 ,02/01/15  ,     ,          ,     ,          
CA,089945,#5,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,Hydrangea,DCS,03,PW, 24.00 ,-,"18""H - 15""S", 37 , 5 , 37 , 37 ,02/01/15  ,     ,          ,     ,          
OR,093172,#2,HYD QUER MUNCHKIN,Hydrangea quercifolia 'Munchkin'                            ,Munchkin Oakleaf Hydrangea                                  ,Hydrangea,DCS,05,, 16.50 ,-,10''H - 12''S, 27 , 5 , 27 ,     ,          ,     ,          ,     ,          
OR,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,-,12''H - 10''S,     , 10 , 153 ,     ,          ,     ,          ,     ,          
CA,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 10.50 ,-,"8""H - 12""S", 15 , 10 , 183 ,     ,          ,     ,          ,     ,          
OR,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,LIGHT BUDS,12''H - 12''S, 25 , 5 , 411 ,     ,          ,     ,          ,     ,          
CA,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,-,"10""H - 12""S", 41 , 5 , 41 , 41 ,04/01/15  ,     ,          ,     ,          
CA,065381,#1,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St John's Wort                                   ,Deciduous sumr flower'g shrub,DCS,05,BHC, 8.50 ,-,"10""H - 8""S", 23 , 10 ,     , 23 ,03/01/15  ,     ,          ,     ,          
CA,065382,#2,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St John's Wort                                   ,Deciduous sumr flower'g shrub,DCS,05,BHC, 14.50 ,,, 8 , 5 ,     , 8 ,03/01/15  ,     ,          ,     ,          
OR,080891S,SuperOne TM,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,Deciduous sumr flower'g shrub,DCS,04,PW, 10.50 ,,"8""H - 8""S", 25 , 10 ,     , 25 ,06/01/15  ,     ,          ,     ,          
OR,080892S,SuperTwo,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,-,"10""H - 12""S",     , 5 , 8 ,     ,          ,     ,          ,     ,          
CA,080892S,SuperTwo,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,,"10""H - 12""S", 85 , 5 ,     , 334 ,03/01/15  ,     ,          ,     ,          
OR,086352S,SuperTwo,ILEX VERT MR POPPINS R,Ilex verticillata 'FarrowMP' P.P.A.F.                       ,Mr. Poppins™  Winterberry,Deciduous fall/winter interest,DCS,03,PW, 16.50 ,-,16''H - 10''S,     , 5 , 96 ,     ,          ,     ,          ,     ,          
OR,093182,#2,KIRENGESHOMA PALMATA,Kirengeshoma palmata                                        ,Yellow Wax Bells                                            ,Mid/late tall flowering,PRN,05,HIN, 14.25 ,-,CAN FULL, 5 , 5 ,     , 5 ,04/01/15  ,     ,          ,     ,          
OR,07993UT,LittleOne,LAURUS NOB LITTLE RAGU TM PPAF,Laurus nobilis 'MonRik' P.P.A.F.                            ,Little Ragu™  Sweet Bay,Edible berries/fruit,EVS,08,, 4.75 ,,, 48 , 16 ,     , 48 ,11/01/14  ,     ,          ,     ,          
OR,074231,#1,LAVAN INT RIVERINA TM THOMAS,Lavandula intermedia 'Riverina Thomas'                      ,Riverina Thomas French Lavender                             ,Mid spring border flowering,PRN,05,PPP, 6.75 ,-,, 32 , 10 , 32 , 32 ,05/01/15  ,     ,          ,     ,          
OR,086691,#1,LAVAN PEN WITH LOVE TM PP22709,"Lavandula stoechas ssp. pedunculata 'Bentley' P.P. #22,709  ",With Love™  Lavender,Mid spring border flowering,PRN,06,PPP, 6.75 ,BUDS & BLOOMS,, 47 , 10 , 214 , 293 ,06/01/15  ,     ,          ,     ,          
CA,088871,#1,LAVANDULA STO SILVER ANOUK,Lavandula stoechas 'Silver Anouk' P.P.# 20068               ,Silver Anouk Spanish Lavender                               ,Early spring border flowering,PRN,06,, 5.50 ,-,"4""H- 5""S", 41 , 10 , 41 , 41 ,03/01/15  ,     ,          ,     ,          
CA,068181,#1,LAVANDULA STO X VIR RGL SPLNDR,Lavandula 'Regal Splendour'                                 ,Regal Splendour Lavender                                    ,Early spring border flowering,PRN,07,DNL, 5.50 ,-,6''H - 8''S, 17 , 10 ,     , 17 ,04/01/15  ,     ,          ,     ,          
CA,068182,#2,LAVANDULA STO X VIR RGL SPLNDR,Lavandula 'Regal Splendour'                                 ,Regal Splendour Lavender                                    ,Early spring border flowering,PRN,07,DNL, 15.00 ,-,"8""H - 10""S", 8 , 5 ,     , 137 ,04/01/15  ,     ,          ,     ,          
CA,077631,#1,LOBELIA LAXIFLORA,Lobelia laxiflora                                           ,Mexican Cardinal Flower                                     ,Mid spring border flowering,PRN,09,, 4.90 ,-,"8""H-8""S", 17 , 10 ,     , 17 ,03/01/15  ,     ,          ,     ,          
CA,072511,#1,LOBELIA X SPE RUSSIAN PRINCESS,Lobelia x speciosa 'Russian Princess'                       ,Russian Princess Lobelia                                    ,Mid spring border flowering,PRN,04,, 5.50 ,-,"6""H-6""S", 24 , 10 ,     , 24 ,04/01/15  ,     ,          ,     ,          
CA,086361S,SuperOne TM,LONICERA P SCENTSATION PP16240,Lonicera periclymenum 'Scentsation' P.P.#16240              ,Scentsation Honeysuckle                                     ,Hardy vine,VIN,04,PW, 9.00 ,-,3/4''STAKE, 238 , 10 , 53 , 238 ,11/25/14  ,     ,          ,     ,          
CA,086365,#5,LONICERA P SCENTSATION PP16240,Lonicera periclymenum 'Scentsation' P.P.#16240              ,Scentsation Honeysuckle                                     ,Hardy vine,VIN,04,PW, 27.50 ,,, 99 , 5 ,     , 99 ,05/01/15  ,     ,          ,     ,          
OR,084391,#1 STAKED,LONICERA PCHES & CREAM PP21839,"Lonicera periclymenum 'Inov 86' P.P.#21,839                 ",Peaches and Cream Honeysuckle                               ,Hardy vine,VIN,04,BHC, 8.00 ,-,FULL STK, 49 , 10 ,     , 49 ,05/01/15  ,     ,          ,     ,          
OR,059635TR,#5 TREE,MAG X ROSE MARIE,Magnolia 'Rose Marie'                                       ,Rose Marie Magnolia                                         ,Deciduous early flower'g Shrub,TRE,05,LDE, 42.50 ,-,"54""H", 2 , 2 , 2 ,     ,          ,     ,          ,     ,          
OR,059637TR,#7 TREE,MAG X ROSE MARIE,Magnolia 'Rose Marie'                                       ,Rose Marie Magnolia                                         ,Deciduous early flower'g Shrub,TRE,05,LDE, 76.00 ,-,"80""H", 14 , 2 , 14 ,     ,          ,     ,          ,     ,          
CA,09238UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Mandevilla x 'Sunparacore' P.P.A.F.                         ,Sun Parasol®  Garden Crimson Mandevilla,Tropical flowering vine,VIN,10,, 4.20 ,BUDS & BLOOMS,CAN FULL, 500 , 16 ," 5,508 "," 6,374 ",03/01/15  ," 6,374 ",04/01/15  ,     ,          
CA,016001,#1,NAND DOM CHIME,Nandina domestica 'Chime'                                   ,Chime Heavenly Bamboo                                       ,Evergreen small shrub/hedge,EVS,04,HIN, 7.25 ,,, 33 , 10 ,     , 33 ,04/01/15  ,     ,          ,     ,          
OR,016002,#2,NAND DOM CHIME,Nandina domestica 'Chime'                                   ,Chime Heavenly Bamboo                                       ,Evergreen small shrub/hedge,EVS,04,HIN, 15.00 ,,, 12 , 5 ,     , 12 ,05/01/15  ,     ,          ,     ,          
OR,055661,#1,OPHIOPOGON FORMOSANUM,Ophiopogon formosanum                                       ,Taiwan Mondo Grass                                          ,Grass-like plant,GRS,07,HIN, 5.25 ,,,     , 10 , 142 , 142 ,03/01/15  ,     ,          ,     ,          
CA,079181,#1,PACHYPHYTUM HOOKERI,Pachyphytum hookeri                                         ,Hooker's Pachyphytum                                        ,Succulent/cactus/yucca,CAC,09,, 6.50 ,-,CAN FULL, 10 , 10 , 10 , 10 ,12/31/14  ,     ,          ,     ,          
CA,089482,#2,PACHYSTACHYS LUTEA,Pachystachys lutea                                          ,Golden Shrimp Plant                                         ,Sun/shade foliage-groundcover,PRN,10,, 13.00 ,,, 8 , 5 ,     , 596 ,03/01/15  ,     ,          ,     ,          
OR,062722,#2,PAEONIA TENUIFOLIA EARLY SCOUT,Paeonia x 'Early Scout'                                     ,Early Scout Fernleaf Peony                                  ,Paeonia,PRN,03,, 19.50 ,-,, 5 , 5 ,     , 5 ,03/01/15  ,     ,          ,     ,          
CA,079441,#1,PENST PRPLE RIDING HOOD P23067,"Penstemon schmidel 'Purple Riding Hood' P.P. #23,067        ",Purple Riding Hood Beardtongue                              ,Mid spring interm. flowering,PRN,05,, 6.35 ,-,"8""H -6""S", 21 , 10 ,     , 21 ,03/01/15  ,     ,          ,     ,          
CA,097741,#1,PENSTEMON PARRYI,Penstemon parryi                                            ,Parry's Penstemon                                           ,Mid spring interm. flowering,PRN,08,, 4.90 ,,,     , 10 ,     , 743 ,04/01/15  ,     ,          ,     ,          
CA,097741S,SuperOne TM,PENSTEMON PARRYI,Penstemon parryi                                            ,Parry's Penstemon                                           ,Mid spring interm. flowering,PRN,08,, 7.50 ,-,"8""H",     , 10 ,     , 180 ,03/01/15  ,     ,          ,     ,          
OR,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,CUT BACK,, 42 , 10 , 567 , 567 ,04/01/15  ,     ,          ,     ,          
CA,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,BUDS & BLOOMS,"8""H-8""S", 41 , 10 , 249 , 249 ,04/01/15  ,     ,          ,     ,          
CA,084782,#2,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 16.25 ,BUDS & BLOOMS,"10""H-10""S", 8 , 5 , 8 , 8 ,04/01/15  ,     ,          ,     ,          
OR,043411,#1,PHLOMIS FRUTICOSA,Phlomis fruticosa                                           ,Jerusalem Sage                                              ,Mid/late border flowering,PRN,06,, 5.50 ,-,.,     , 10 , 92 ,     ,          ,     ,          ,     ,          
OR,043412,#2,PHLOMIS FRUTICOSA,Phlomis fruticosa                                           ,Jerusalem Sage                                              ,Mid/late border flowering,PRN,06,, 12.25 ,-,,     , 5 , 154 ,     ,          ,     ,          ,     ,          
OR,085861,#1,PHYGELIUS CAPENSIS MAGENTA,Phygelius capensis 'Magenta'                                ,Magenta Cape Fuchsia                                        ,Mid/late interm. flowering,PRN,07,, 5.75 ,-,,     , 10 , 589 , 899 ,04/01/15  ," 1,058 ",06/01/15  ,     ,          
CA,079391,#1,PHYGELIUS CHERRY RIPE PPAF,"Phygelius 'Blacher' P.P.# 17,948                            ",Cherry Ripe Cape Fuchsia                                    ,Mid/late interm. flowering,PRN,07,Y, 5.75 ,,, 42 , 10 ,     , 515 ,04/01/15  ,     ,          ,     ,          
OR,409892,#2,PHYSOCARPUS OP PETITE PLUM R,Physocarpus opulifolius 'IPXD2' P.P.A.F.                    ,Petite Plum®  Ninebark,Deciduous shrub/hedge,DCS,03,, 15.25 ,,, 50 , 5 ,     , 50 ,10/01/14  ,     ,          ,     ,          
OR,068262,#2,PHYSOCARPUS OPU DART'S GOLD,Physocarpus opulifolius 'Dart's Gold'                       ,Dart's Gold Ninebark                                        ,Deciduous shrub/hedge,DCS,03,, 14.25 ,-,12''H - 12''S,     , 5 , 47 ,     ,          ,     ,          ,     ,          
OR,068265,#5,PHYSOCARPUS OPU DART'S GOLD,Physocarpus opulifolius 'Dart's Gold'                       ,Dart's Gold Ninebark                                        ,Deciduous shrub/hedge,DCS,03,, 20.50 ,-,16''H - 15''S, 56 , 5 , 56 ,     ,          ,     ,          ,     ,          
CA,089981S,SuperOne TM,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,Deciduous shrub/hedge,DCS,03,PW, 10.50 ,-,"12""H - 10""S", 155 , 10 ,     , 155 ,04/01/15  ,     ,          ,     ,          
OR,089982S,SuperTwo,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,Deciduous shrub/hedge,DCS,03,PW, 17.00 ,-,"8""H - 10""S", 6 , 5 , 6 ,     ,          ,     ,          ,     ,          
CA,089982S,SuperTwo,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,Deciduous shrub/hedge,DCS,03,PW, 17.00 ,-,"15""H - 12""S", 13 , 5 ,     , 13 ,04/01/15  ,     ,          ,     ,          
OR,036275,#5,PICEA GL PENDULA,                                                            ,                                                            ,Picea,CON,02,, 37.00 ,,, 57 , 5 ,     , 57 ,05/01/15  ,     ,          ,     ,          
OR,047615,#5,PICEA OMORIKA SKY TRAILS,Picea omorika 'Sky Trails'                                  ,Sky Trails Serbian Spruce                                   ,Picea,CON,04,, 41.50 ,,"30""H -16""S", 10 , 5 ,     , 10 ,05/15/15  ,     ,          ,     ,          
OR,04761M,#10 Squat,PICEA OMORIKA SKY TRAILS,Picea omorika 'Sky Trails'                                  ,Sky Trails Serbian Spruce                                   ,Picea,CON,04,, 79.00 ,-,"44""H -21""S", 13 , 2 , 13 ,     ,          ,     ,          ,     ,          
OR,03874M,#10 Squat,PICEA PUN SPARKLER R,Picea pungens var. glauca 'MonWal'                          ,Sparkler®  Colorado Blue Spruce,Picea,CON,02,, 79.00 ,-,"42""H - 21""S", 12 , 2 , 8 , 12 ,05/01/15  ,     ,          ,     ,          
OR,051215,#5,PIERIS J RIVER NYMPH TM,Pieris japonica 'River Run'                                 ,River Nymph™  Lily of the Valley Shrub (Enchanted Fore,Evergreen early flower'g shrub,EVS,06,SVS, 26.00 ,-,"14""H - 18""S",     , 5 , 28 ,     ,          ,     ,          ,     ,          
OR,049491,#1,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,Evergreen early flower'g shrub,EVS,06,, 8.00 ,,"3""H - 5""S",     , 10 ,     , 887 ,04/01/15  ,     ,          ,     ,          
OR,051175,#5,PINUS MUGO SLOWMOUND,Pinus mugo 'Slowmound'                                      ,Slowmound Mugo Pine                                         ,Pinus,CON,02,, 23.50 ,-,"24""H", 16 , 5 , 16 ,     ,          ,     ,          ,     ,          
OR,049125,#5,PINUS STROBUS MACOPIN,Pinus strobus 'Macopiin'                                    ,Macopin Eastern White Pine                                  ,Pinus,CON,03,, 41.50 ,-,, 7 , 5 , 7 ,     ,          ,     ,          ,     ,          
OR,051422,#2,PITT TEN TASMAN RUFFLES,Pittosporum tenuifolium 'Tasman Ruffles'                    ,Tasman Ruffles Pittosporum                                  ,Evergreen large shrub/hedge,EVS,07,HIN, 18.00 ,-,"14""H - 12''S",     , 5 , 235 , 291 ,05/01/15  ,     ,          ,     ,          
CA,093361,#1,POLIOMINTHA BUSTAMANTE HINKLEY,Poliomintha bustamante 'Hinkley'                            ,Hinkley Frosted Mint                                        ,Mid/late interm. flowering,PRN,06,HIN, 6.35 ,-,"6""H - 8""S",     , 10 ,     , 40 ,04/01/15  ,     ,          ,     ,          
OR,053842,#2,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,Mid/late interm. flowering,EVS,07,HIN, 14.50 ,-,"18""H - 12""S",     , 5 , 197 ,     ,          ,     ,          ,     ,          
OR,053845,#5,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,Mid/late interm. flowering,EVS,07,HIN, 22.00 ,-,"16""H - 16""S",     , 5 , 187 ,     ,          ,     ,          ,     ,          
OR,043082,#2,PSEUDOPANAX LAETUS,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,Evergreen large shrub/hedge,EVS,07,HIN, 16.50 ,-,"12""H - 12""S",     , 5 , 395 , 395 ,06/01/15  ,     ,          ,     ,          
OR,04308P18SA,"4"" Pot",PSEUDOPANAX LAETUS,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,Evergreen large shrub/hedge,EVS,07,HIN, 2.00 ,,,     ,     , 140 ,     ,          ,     ,          ,     ,          
OR,084701,#1,PULMONARIA DE VROOMAN'S PRIDE,Pulmonaria 'De Vroomen's Pride'                             ,De Vroomen's Pride Lungwort                                 ,Shade foliage/flower,PRN,03,, 6.35 ,-,, 13 , 10 , 13 , 13 ,04/01/15  ,     ,          ,     ,          
CA,021372,#2,RHAPH INDICA BALLERINA,Rhaphiolepis indica 'Ballerina'                             ,Ballerina Indian Hawthorne                                  ,Evergreen early flower'g shrub,EVS,08,, 14.50 ,-,"10""H - 12""S",     , 5 , 22 ,     ,          ,     ,          ,     ,          
OR,016235,#5,RHOD (H-1) HELSINKI UNIVERSITY,Rhododendron x 'Helsinki University' (H-1)                  ,Helsinki University Rhododendron                            ,Rhododendron,RHO,03,OLD, 26.50 ,-,15''H - 16''S, 8 , 5 , 8 ,     ,          ,     ,          ,     ,          
OR,020195,#5,RHOD (H-1) RTR MARCH MADNESS,Rhododendron x 'March Madness' (H-1) Raise the Roof® ,March Madness Rhododendron                                  ,Rhododendron,RHO,04,UOC, 27.50 ,-,14''H - 18''S, 10 , 5 , 10 ,     ,          ,     ,          ,     ,          
OR,081592,#2,RHOD (H-2) CHERRY CHEESECAKE,Rhododendron x 'Cherry Cheesecake'                          ,Cherry Cheesecake Rhododendron                              ,Rhododendron,RHO,05,, 17.50 ,-,"10""H - 12""S",     , 5 , 12 ,     ,          ,     ,          ,     ,          
OR,079572,#2,ROSA FLWR CAR R PNK SPLSH PPAF,Rosa x 'Noasplash' P.P.A.F.                                 ,Flower Carpet®  Pink Splash Groundcover Rose,Rosa,ROS,05,ATI, 15.50 ,,, 25 , 5 , 25 ,     ,          ,     ,          ,     ,          
CA,079572,#2,ROSA FLWR CAR R PNK SPLSH PPAF,Rosa x 'Noasplash' P.P.A.F.                                 ,Flower Carpet®  Pink Splash Groundcover Rose,Rosa,ROS,05,ATI, 15.50 ,LIGHT BUD & BLOOM,"6""H - 10""S", 49 , 5 ," 4,623 "," 8,218 ",12/31/14  ,     ,          ,     ,          
CA,080722S,SuperTwo,ROSA OSO EASY R MNGO SALSA PAF,Rosa x 'ChewperAdventure' P.P.A.F. Can. P.B.R.A.F.          ,Oso Easy®  Mango Salsa Rose,Rosa,ROS,04,PW, 16.50 ,BUDS & BLOOMS,"12""S",     , 5 , 158 ,     ,          ,     ,          ,     ,          
OR,080731S,SuperOne TM,ROSA OSO EASY R STBY CR P20601,"Rosa x 'Hormeteorie' P.P.#20,601 Can. P.B.R.A.F.            ",Oso Easy®  Strawberry Crush Rose,Rosa,ROS,04,PW, 10.00 ,BUDS & BLOOMS,10''H - 10''S, 3 , 10 , 3 ,     ,          ,     ,          ,     ,          
CA,080731S,SuperOne TM,ROSA OSO EASY R STBY CR P20601,"Rosa x 'Hormeteorie' P.P.#20,601 Can. P.B.R.A.F.            ",Oso Easy®  Strawberry Crush Rose,Rosa,ROS,04,PW, 10.00 ,LIGHT BUDS,"6""H - 10""S",     , 10 , 20 ,     ,          ,     ,          ,     ,          
