Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Royalty Code,YOUR 2014 ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND
 QTY 
READY DATE","3RD 
QTY 
AVAIL","3RD 
QTY 
READY DATE",2014 List Price,Condition,Current Specs
CA,    ,061571,#1,GR-MIS SIN VARIEGATUS,Variegated Japanese Silver Grass                            ,GRS,05,,,     ," 1,161 ",05/01/14  ,     ,          , 6.25 ,-,"9""H"
CA,    ,061641,#1,GR-MIS SIN YAKUSHIMA,Dwarf Maiden Grass                                          ,GRS,05,,, 20 ,,,     ,          , 6.25 ,CUT BACK,"3""H"
CA,    ,061795,#5,GR-PAN VIR HEAVY METAL,Heavy Metal Blue Switch Grass                               ,GRS,04,,, 10 ,     ,          ,     ,          , 17.50 ,CUT BACK,"4""H"
CA,    ,063881,#1,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                     ,GRS,04,,, 209 ,     ,          ,     ,          , 6.25 ,CUT BACK,"3""H"
CA,    ,064261,#1,GR-PENN ALO HAMELN,Dwarf Fountain Grass                                        ,GRS,04,,," 2,429 ",,,     ,          , 6.25 ,CUT BACK,CAN FULL
CA,    ,064262,#2,GR-PENN ALO HAMELN,Dwarf Fountain Grass                                        ,GRS,04,,, 2 ,     ,          ,     ,          , 13.50 ,-,CAN FULL
CA,    ,063591,#1,GR-PENN ALO LITTLE BUNNY,Little Bunny Dwarf Fountain Grass                           ,GRS,05,,, 17 ,,,     ,          , 6.25 ,-,CAN FULL
CA,    ,005791,#1,GR-SCHIZACHYRIUM SCO THE BLUES,The Blues Little Bluestem                                   ,GRS,03,,, 249 ,     ,          ,     ,          , 6.25 ,-,"6""H"
CA,    ,005792,#2,GR-SCHIZACHYRIUM SCO THE BLUES,The Blues Little Bluestem                                   ,GRS,03,,, 40 ,     ,          ,     ,          , 13.50 ,-,"8""H"
CA,    ,039991,#1,HELLE X IVORY PRINCE PP16199,Ivory Prince Lenten Rose                                    ,PRN,04,PHI,,     , 28 ,04/15/14  ,     ,          , 9.00 ,-,CAN FULL
CA,    ,040111,#1,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                 ,PRN,04,,,     , 15 ,04/01/14  ,     ,          , 4.75 ,,2-3 FANS
CA,    ,023101,#1,HEUCHERA FROSTED VIOLET P15085,Frosted Violet Coral Bells                                  ,PRN,04,PPT,,     ," 2,244 ",03/15/14  ,     ,          , 4.75 ,-,CAN FULL
CA,    ,040451,#1,HEUCHERA PALACE PURPLE,Palace Purple Coral Bells                                   ,PRN,04,,, 64 ,     ,          ,     ,          , 4.75 ,-,CAN FULL
CA,    ,002111,#1,HIB SYR APHRODITE,Aphrodite Rose Of Sharon                                    ,DCS,05,,, 331 ," 3,447 ",04/15/14  ,     ,          , 5.75 ,BREAKING DORMANCY,"9""H - 6""S"
CA,    ,002115,#5,HIB SYR APHRODITE,Aphrodite Rose Of Sharon                                    ,DCS,05,,, 117 , 723 ,04/15/14  ,     ,          , 19.25 ,BREAKING DORMANCY,"18""H - 12""S"
CA,    ,002115PT,#5 PATIO TREE,HIB SYR APHRODITE,Aphrodite Rose Of Sharon                                    ,DCS,05,,, 34 ,,,,          , 38.50 ,DORMANT,"15""S *"
CA,2011,074501S,SuperOne TM,HIB SYR BLU CHIFFON TM PP20574,Blue Chiffon™  Rose of Sharon,DCS,05,PW,,     , 309 ,05/01/14  ,     ,          , 9.75 ,-,"10""H"
CA,2011,074502S,SuperTwo,HIB SYR BLU CHIFFON TM PP20574,Blue Chiffon™  Rose of Sharon,DCS,05,PW,,     , 39 ,04/15/14  ,     ,          , 16.00 ,-,"18""H *"
CA,    ,041661,#1,HIB SYR BLUSHING BRIDE,Blushing Bride Rose Of Sharon                               ,DCS,05,,," 2,145 "," 3,188 ",04/15/14  ,     ,          , 5.75 ,BREAKING DORMANCY,"9""H - 6""S"
CA,    ,041665,#5,HIB SYR BLUSHING BRIDE,Blushing Bride Rose Of Sharon                               ,DCS,05,,, 998 ,,,     ,          , 19.25 ,BREAKING DORMANCY,"23""H - 15""S *"
CA,    ,041665PT,#5 PATIO TREE,HIB SYR BLUSHING BRIDE,Blushing Bride Rose Of Sharon                               ,DCS,05,,, 167 ,,,     ,          , 38.50 ,BREAKING DORMANCY,"15""S *"
CA,2011,074841S,SuperOne TM,HIB SYR CHINA CHIFFON TM PPAF,China Chiffon™  Rose of Sharon,DCS,05,PW,, 110 , 196 ,05/01/14  ,     ,          , 9.75 ,BREAKING DORMANCY,"8""H"
CA,    ,002205,#5,HIB SYR COLLIE MULLENS,Collie Mullens Rose Of Sharon                               ,DCS,05,,, 162 ,,,,, 19.25 ,BREAKING DORMANCY,"18""H - 12""S"
CA,    ,002205PT,#5 PATIO TREE,HIB SYR COLLIE MULLENS,Collie Mullens Rose Of Sharon                               ,DCS,05,,, 11 ,,,,, 38.50 ,DORMANT,"12""S"
CA,    ,002251,#1,HIB SYR DIANA,Diana Rose Of Sharon                                        ,DCS,05,,, 515 ,,,,, 5.75 ,BREAKING DORMANCY,"9""H - 6""S"
CA,    ,002255PT,#5 PATIO TREE,HIB SYR DIANA,Diana Rose Of Sharon                                        ,DCS,05,,, 235 ,,,,, 38.50 ,BREAKING DORMANCY,"12""S"
CA,    ,002261,#1,HIB SYR HELENE,Helene Rose Of Sharon                                       ,DCS,05,,," 2,228 "," 2,968 ",04/15/14  ,     ,          , 5.75 ,BREAKING DORMANCY,"9""H - 6""S"
CA,    ,002265PT,#5 PATIO TREE,HIB SYR HELENE,Helene Rose Of Sharon                                       ,DCS,05,,, 277 , 370 ,05/15/14  ,     ,          , 38.50 ,BREAKING DORMANCY,"15""S *"
CA,    ,016961S,SuperOne TM,HIB SYR LAV CHIFFON TM PP12619,Lavender Chiffon™  Rose of Sharon,DCS,05,PW,,     , 989 ,05/01/14  ,     ,          , 9.75 ,-,"12""H"
CA,    ,016962S,SuperTwo,HIB SYR LAV CHIFFON TM PP12619,Lavender Chiffon™  Rose of Sharon,DCS,05,PW,, 278 ,     ,          ,     ,          , 16.00 ,-,"12""H"
CA,2011,074491S,SuperOne TM,HIB SYR LIL' KIM TM PP19547,Lil' Kim™  Rose of Sharon,DCS,05,PW,, 496 ,,,     ,          , 9.75 ,DORMANT,"9""H"
CA,    ,002301,#1,HIB SYR MINERVA,Minerva Rose Of Sharon                                      ,DCS,05,,,     , 161 ,05/01/14  ,     ,          , 5.75 ,-,"12""H - 6""S *"
CA,    ,002305PT,#5 PATIO TREE,HIB SYR MINERVA,Minerva Rose Of Sharon                                      ,DCS,05,,,     , 12 ,05/15/14  ,     ,          , 38.50 ,-,"12""S"
CA,2011,074831S,SuperOne TM,HIB SYR SUGAR TIP R PP20579,Sugar Tip®  Rose of Sharon,DCS,05,PW,,     , 47 ,05/01/14  ,     ,          , 9.75 ,-,"12""H"
CA,2011,074851S,SuperOne TM,HIB SYR WHT CHIFFON TM PP12612,White Chiffon™  Rose of Sharon,DCS,05,PW,, 10 ,     ,          ,     ,          , 9.75 ,DORMANT,"8""H"
CA,2011,074532S,SuperTwo,HYD A INVINCE SPIRIT R PP20765,Invincibelle®  Spirit Hydrangea,DCS,03,PW,,     ," 2,401 ",04/15/14  ,     ,          , 16.00 ,DORMANT,"10""H - 12""S"
CA,2011,074535,#5,HYD A INVINCE SPIRIT R PP20765,Invincibelle®  Spirit Hydrangea,DCS,03,PW,,     ," 2,590 ",04/15/14  ,     ,          , 19.75 ,DORMANT,"12""H - 12""S"
CA,2011,019212S,SuperTwo,HYD ARB WHITE DOME R PP14168,White Dome®  Hydrangea,DCS,03,PW,,     , 108 ,04/01/14  ,     ,          , 16.00 ,-,"10""H - 10""S"
CA,2011,019215,#5,HYD ARB WHITE DOME R PP14168,White Dome®  Hydrangea,DCS,03,PW,,     , 37 ,04/15/14  ,     ,          , 22.00 ,DORMANT,"12""H - 15""S"
CA,2013,092752,#2,HYD M ENCHANTRESS R PPAF,Enchantress®  Hydrangea,DCS,05,RGW,," 7,433 ",     ,          ,     ,          , 16.25 ,BREAKING DORMANCY,"8""H - 8""S"
CA,2013,092755,#5,HYD M ENCHANTRESS R PPAF,Enchantress®  Hydrangea,DCS,05,RGW,, 837 ," 5,423 ",05/01/14  ,     ,          , 22.50 ,BREAKING DORMANCY,"10""H - 10""S"
CA,    ,017311S,SuperOne TM,HYD M ENDLESS SUMMER R PP15298,Endless Summer®  Hydrangea,DCS,04,BNI,," 12,063 ",     ,          ,     ,          , 8.75 ,BREAKING DORMANCY,"5""H - 8""S"
CA,    ,017312S,SuperTwo,HYD M ENDLESS SUMMER R PP15298,Endless Summer®  Hydrangea,DCS,04,BNI,," 5,434 ",,,     ,          , 15.00 ,BREAKING DORMANCY,"7""H - 10""S"
CA,    ,017315,#5,HYD M ENDLESS SUMMER R PP15298,Endless Summer®  Hydrangea,DCS,04,BNI,, 695 ,     ,          ,     ,          , 21.50 ,BREAKING DORMANCY,"12""H - 15""S"
CA,2011,074561S,SuperOne TM,HYD MAC CTYLN TM PARIS PP10906,Cityline®  Paris Bigleaf Hydrangea,DCS,05,PW,,     , 25 ,04/01/14  ,     ,          , 9.75 ,-,"8""H - 8""S"
CA,2011,074562S,SuperTwo,HYD MAC CTYLN TM PARIS PP10906,Cityline®  Paris Bigleaf Hydrangea,DCS,05,PW,,     , 76 ,04/15/14  ,     ,          , 16.00 ,-,"10""H - 12""S"
CA,2011,074541S,SuperOne TM,HYD MAC CTYLN TM RIO,Cityline®  Rio Bigleaf Hydrangea,DCS,05,PW,,     , 115 ,04/01/14  ,     ,          , 9.75 ,-,"8""H - 10""S"
CA,2011,074542S,SuperTwo,HYD MAC CTYLN TM RIO,Cityline®  Rio Bigleaf Hydrangea,DCS,05,PW,,     , 49 ,04/15/14  ,     ,          , 16.00 ,-,"10""H - 12""S"
CA,2012,077461S,SuperOne TM,HYD MAC LD R BIG EASY PPAF,Let's Dance®  Big Easy Hydrangea,DCS,05,PW,, 48 ,,,     ,          , 9.75 ,BREAKING DORMANCY,"6""H - 8""S"
CA,2012,077462S,SuperTwo,HYD MAC LD R BIG EASY PPAF,Let's Dance®  Big Easy Hydrangea,DCS,05,PW,, 44 ,,,     ,          , 16.00 ,BREAKING DORMANCY,"12""H - 12""S"
CA,2012,077465,#5,HYD MAC LD R BIG EASY PPAF,Let's Dance®  Big Easy Hydrangea,DCS,05,PW,, 170 ,,,     ,          , 22.00 ,BREAKING DORMANCY,"14""H - 15""S"
CA,2011,074592S,SuperTwo,HYD MAC LD R MOONLIGHT PP20020,Let's Dance®  Moonlight Hydrangea,DCS,05,PW,, 314 ,     ,          ,     ,          , 16.00 ,-,"12""H - 12""S"
CA,2011,074595,#5,HYD MAC LD R MOONLIGHT PP20020,Let's Dance®  Moonlight Hydrangea,DCS,05,PW,, 361 ,     ,          ,     ,          , 22.00 ,-,"14""H - 14""S"
CA,2011,074582S,SuperTwo,HYD MAC LD R STARLIGHT PP20019,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,05,PW,, 488 ,     ,          ,     ,          , 16.00 ,BREAKING DORMANCY,"12""H - 12""S"
CA,2011,074585,#5,HYD MAC LD R STARLIGHT PP20019,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,05,PW,,, 133 ,04/01/14  ,     ,          , 22.00 ,BREAKING DORMANCY,"14""H - 12""S"
CA,    ,041921,#1,HYD MAC MARIESII VARIEGATA,Mariesii Variegated Lacecap Hydrangea                       ,DCS,05,,, 10 ,     ,          ,     ,          , 6.50 ,-,"6""H - 8""S"
CA,    ,041961,#1,HYD MAC NIKKO BLUE,Nikko Blue Hydrangea                                        ,DCS,05,,," 2,842 ",,,     ,          , 6.50 ,-,"6""H - 8""S"
CA,    ,041965,#5,HYD MAC NIKKO BLUE,Nikko Blue Hydrangea                                        ,DCS,05,,," 3,471 ",     ,          ,     ,          , 18.75 ,-,"8""H - 12""S"
CA,    ,023752,#2,HYD MAC PENNY MAC,Penny Mac Hydrangea                                         ,DCS,05,,, 237 ,     ,          ,     ,          , 15.00 ,-,"8""H - 10""S"
CA,    ,023755,#5,HYD MAC PENNY MAC,Penny Mac Hydrangea                                         ,DCS,05,,, 29 ,     ,          ,     ,          , 20.25 ,BREAKING DORMANCY,"14""H - 15""S"
CA,    ,042071,#1,HYD MAC PINK ELF R (PIA),Pink Elf®  French Hydrangea,DCS,05,,," 1,280 ",     ,          ,     ,          , 7.00 ,BREAKING DORMANCY,"6""H - 8""S"
CA,    ,042072,#2,HYD MAC PINK ELF R (PIA),Pink Elf®  French Hydrangea,DCS,05,,, 54 ,     ,          ,     ,          , 15.25 ,BREAKING DORMANCY,"8""H - 12""S"
CA,    ,041971,#1,HYD MAC PINK N PRETTY R,Pink 'N Pretty®  Hydrangea,DCS,05,,," 1,170 ",,,     ,          , 6.50 ,-,"8""H - 8""S"
CA,    ,041975,#5,HYD MAC PINK N PRETTY R,Pink 'N Pretty®  Hydrangea,DCS,05,,, 139 ,     ,          ,     ,          , 19.25 ,-,"12""H - 15""S"
CA,    ,041981,#1,HYD MAC RED N PRETTY R,Red 'N Pretty®  Hydrangea,DCS,05,,," 2,481 ",,,     ,          , 6.50 ,-,"6""H - 8""S"
CA,2014,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea,DCS,03,PW,,     , 150 ,04/01/14  ,     ,          , 9.75 ,,
CA,2014,089952S,SuperTwo,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea,DCS,03,PW,,     , 65 ,05/01/14  ,     ,          , 16.00 ,,
CA,2012,080951S,SuperOne TM,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea,DCS,03,PW,,     , 5 ,04/01/14  ,     ,          , 9.75 ,-,"12""H - 10""S"
CA,2014,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Fire Light™  Hardy Hydrangea,DCS,03,PW,,     , 90 ,04/01/14  ,     ,          , 9.75 ,,"12""H - 10""S"
CA,2014,089945,#5,HYD PAN FIRE LIGHT TM PPAF,Fire Light™  Hardy Hydrangea,DCS,03,PW,,     , 58 ,05/01/14  ,     ,          , 22.00 ,,"16""H - 14""S"
CA,    ,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,PW,, 908 ,,,     ,          , 9.75 ,BREAKING DORMANCY,"8""H - 10""S"
CA,    ,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,PW,," 1,460 ",     ,          ,     ,          , 16.00 ,BREAKING DORMANCY,"10""H - 12""S"
CA,    ,024375,#5,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,PW,," 3,137 ",,,     ,          , 22.00 ,BREAKING DORMANCY,"12""H - 13""S"
CA,    ,024375PT,#5 PATIO TREE,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,PW,, 17 ,     ,          ,     ,          , 36.50 ,BREAKING DORMANCY,"15""S"
CA,    ,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea,DCS,03,PW,, 365 ,     ,          ,     ,          , 16.00 ,CUT BACK,.
CA,2011,074611S,SuperOne TM,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,PW,, 261 ,     ,          ,     ,          , 9.75 ,DORMANT,"6""H - 12""S"
CA,2011,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,PW,, 5 ,,,     ,          , 16.00 ,DORMANT,"18""H - 12""S"
CA,2011,074601S,SuperOne TM,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea,DCS,03,PW,, 263 ,     ,          ,     ,          , 9.75 ,BREAKING DORMANCY,"10""H - 10""S"
CA,    ,042061,#1,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea                                ,DCS,05,,,     , 30 ,05/01/14  ,     ,          , 8.00 ,-,"10""H - 8""S"
CA,2013,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,05,PW,, 68 ,,,     ,          , 16.00 ,-,"12""H - 12""S"
CA,2013,065381,#1,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort                                   ,DCS,05,BHC,, 26 ,     ,          ,     ,          , 8.00 ,BUDS,"10""H - 8""S"
CA,2013,065385,#5,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort                                   ,DCS,05,BHC,,     , 14 ,04/01/14  ,     ,          , 21.75 ,-,"18""H - 15""S"
CA,    ,042131,#1,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,,, 127 ,,,     ,          , 7.00 ,BREAKING DORMANCY,"10""H - 8""S"
CA,    ,042135,#5,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,,,     , 15 ,04/01/14  ,     ,          , 19.25 ,BREAKING DORMANCY,"15""H - 15""S *"
CA,    ,047605PP,#5 POMPON,JUN C HETZII GLAUCA,Hetz Blue Juniper                                           ,CON,04,,, 2 ,     ,          ,     ,          , 60.00 ,-,5-7 ARMS
CA,    ,047609PP,#15 POMPON,JUN C HETZII GLAUCA,Hetz Blue Juniper                                           ,CON,04,,, 1 ,     ,          ,     ,          , 105.00 ,-,"32""H - 32""S"
CA,    ,048002PP,#2 POMPON,JUN C MINT JULEP R,Mint Julep®  Juniper,CON,03,,, 2 ,     ,          ,     ,          , 36.50 ,-,"22""H - 22""S"
CA,    ,048002SP,#2 SPIRAL,JUN C MINT JULEP R,Mint Julep®  Juniper,CON,03,,, 6 ,     ,          ,     ,          , 44.00 ,-,"32""H"
CA,    ,048305OP,#5 ORIENTAL POMPON,JUN C PFITZERIANA GLAUCA,Blue Pfitzer Juniper                                        ,CON,03,,, 4 ,     ,          ,     ,          , 70.00 ,-,"60""H"
CA,    ,048451,#1,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,,,     , 297 ,05/28/14  ,     ,          , 5.75 ,-,"12""S"
CA,    ,048451BO,#1 BONSAI,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,,, 6 ,     ,          ,     ,          , 15.00 ,-,5-7 BALLS
CA,    ,048452OP,#2 ORIENTAL POMPON,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,,, 5 ,     ,          ,     ,          , 42.50 ,-,"32""H"
CA,    ,048131,#1,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,,, 66 ,     ,          ,     ,          , 6.00 ,-,"8""S"
CA,    ,048135,#5,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,,, 34 ,     ,          ,     ,          , 17.50 ,-,"20""S"
CA,    ,049905,#5,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper,CON,03,OLD,,     , 5 ,05/01/14  ,     ,          , 16.75 ,-,"16""S"
CA,    ,050302,#2,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                     ,CON,03,,, 61 ,     ,          ,     ,          , 12.50 ,WINTER COLOR,"12""S"
CA,    ,050305,#5,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                     ,CON,03,,, 100 ,     ,          ,     ,          , 16.75 ,WINTER COLOR,"22""S"
CA,    ,051701,#1,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,,, 10 ,     ,          ,     ,          , 5.75 ,-,"10""S"
CA,    ,051705,#5,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,,, 48 ,     ,          ,     ,          , 17.00 ,-,"18""S"
CA,    ,051751,#1,JUN SA CALGARY CARPET R,Calgary Carpet®  Juniper,CON,03,,, 2 ,     ,          ,     ,          , 5.75 ,-,"10""S"
CA,    ,051655,#5,JUN SA MOOR-DENSE R,Moor-Dense®  Juniper,CON,03,,, 47 ,     ,          ,     ,          , 17.00 ,-,"21""S"
CA,    ,052001,#1,JUN SA TAMARISCIFOLIA NEW BLUE,New Blue Tamarix Juniper                                    ,CON,03,,, 20 ,     ,          ,     ,          , 5.75 ,-,"8""S"
CA,    ,052002,#2,JUN SA TAMARISCIFOLIA NEW BLUE,New Blue Tamarix Juniper                                    ,CON,03,,, 4 ,     ,          ,     ,          , 12.50 ,-,"14""S"
CA,    ,052155,#5,JUN SC BLUE CREEPER R,Blue Creeper®  Juniper,CON,03,,, 23 ,     ,          ,     ,          , 16.75 ,-,"20""S"
CA,    ,052305,#5,JUN SC COLOGREEN,Cologreen Juniper                                           ,CON,03,,, 101 , 267 ,05/31/14  ,     ,          , 24.00 ,WINTER COLOR,"36""H - 12""S"
CA,    ,052507,#7,JUN SC GRAY GLEAM,Gray Gleam Juniper                                          ,CON,04,,, 5 ,     ,          ,     ,          , 55.00 ,-,"40""H - 18""S"
CA,    ,052705,#5,JUN SC MEDORA,Medora Juniper                                              ,CON,03,,,     , 30 ,05/31/14  ,     ,          , 24.00 ,-,"40""H - 12""S"
CA,    ,052707,#7,JUN SC MEDORA,Medora Juniper                                              ,CON,03,,, 5 ,,,,          , 55.00 ,-,"48""H - 18""S"
CA,    ,054001,#1,JUN SC SKYROCKET,Skyrocket Juniper                                           ,CON,04,,, 15 ,     ,          ,     ,          , 7.50 ,-,"18""H - 6""S"
CA,    ,054005,#5,JUN SC SKYROCKET,Skyrocket Juniper                                           ,CON,04,,, 12 , 331 ,05/31/14  ,     ,          , 24.00 ,-,"36""H - 10""S"
CA,    ,053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Tolleson's Blue Weeping Juniper                             ,CON,03,,, 7 ,     ,          ,     ,          , 55.00 ,-,"60H  - 24""S"
CA,    ,053655,#5,JUN V BLUE ARROW,Blue Arrow Juniper                                          ,CON,04,,,     , 311 ,05/31/14  ,     ,          , 24.00 ,-,"40""H"
CA,    ,054222,#2,KNIPHOFIA UV FLAMENCO,Flamenco Red Hot Poker                                      ,PRN,05,,,     , 192 ,04/01/14  ,,, 12.50 ,-,"13""H"
CA,    ,024901,#1,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                   ,PRN,04,HOR,, 10 ,     ,          ,     ,          , 4.75 ,-,CAN FULL
CA,    ,057312,#2,LAVANDULA ANG MUNSTEAD,Munstead Lavender                                           ,PRN,05,,,     , 15 ,04/01/14  ,     ,          , 14.50 ,-,"9""H - 10''S *"
CA,    ,028131,#1,LAVANDULA X INT PROVENCE,Provence French Lavender                                    ,PRN,05,,,     , 510 ,04/15/14  ,     ,          , 5.50 ,-,"7""H - 7""S *"
CA,    ,020771,#1,LEPTODERMIS OBLONGA,Himalayan Leptodermis                                       ,DCS,05,,, 486 ,,,,          , 7.75 ,DORMANT,"10""H - 8""S *"
CA,    ,020772,#2,LEPTODERMIS OBLONGA,Himalayan Leptodermis                                       ,DCS,05,,, 462 ,     ,          ,     ,          , 14.75 ,DORMANT,"12""H - 12""S *"
CA,    ,059051,#1 BUSH,LONICERA JAP HALLIANA,Hall's Japanese Honeysuckle                                 ,VIN,04,,, 969 ,     ,          ,     ,          , 6.25 ,-,"6""H - 8""S"
CA,    ,059051ST,#1 STAKED,LONICERA JAP HALLIANA,Hall's Japanese Honeysuckle                                 ,VIN,04,,, 20 ,     ,          ,     ,          , 7.50 ,-,"24""H"
CA,    ,059055ST,#5 STAKED,LONICERA JAP HALLIANA,Hall's Japanese Honeysuckle                                 ,VIN,04,,," 1,013 ",,,,          , 22.00 ,-,48''H
CA,2013,086361S,SuperOne TM,LONICERA P SCENTSATION PP16240,Scentsation Honeysuckle                                     ,VIN,04,PW,, 162 ,,,,          , 8.75 ,LIGHT BUDS,24''H
CA,    ,059211,#1 STAKED,LONICERA PER WINCHESTER,Winchester Honeysuckle                                      ,VIN,05,,, 975 ,     ,          ,     ,          , 7.75 ,BREAKING DORMANCY,24''H
CA,    ,059215,#5 STAKED,LONICERA PER WINCHESTER,Winchester Honeysuckle                                      ,VIN,05,,, 528 ,     ,          ,     ,          , 26.00 ,BREAKING DORMANCY,"48""H"
CA,    ,059205,#5 STAKED,LONICERA SEMP MAGNIFICA,Trumpet Honeysuckle                                         ,VIN,04,,, 322 ,     ,          ,     ,          , 26.00 ,BREAKING DORMANCY,48''H
CA,2011,067831,#1 STAKED,LONICERA SEMP MAJOR WHEELER,Major Wheeler Coral Honeysuckle                             ,VIN,04,,,     ," 1,609 ",04/01/14  ,     ,          , 7.75 ,-,24''H
CA,    ,059271,#1 STAKED,LONICERA X BRO DROPMORE SCARLT,Dropmore Scarlet Trumpet Honeysuckle                        ,VIN,04,,, 100 ,     ,          ,     ,          , 7.75 ,BREAKING DORMANCY,"24""H"
CA,    ,059275,#5 STAKED,LONICERA X BRO DROPMORE SCARLT,Dropmore Scarlet Trumpet Honeysuckle                        ,VIN,04,,, 180 ,     ,          ,     ,          , 26.00 ,BREAKING DORMANCY,48''H
CA,    ,058991,#1 STAKED,LONICERA X GOLDFLAME,Goldflame Honeysuckle                                       ,VIN,04,,," 1,960 ",     ,          ,     ,          , 7.75 ,BUDS,24''H
CA,    ,058995,#5 STAKED,LONICERA X GOLDFLAME,Goldflame Honeysuckle                                       ,VIN,04,,, 5 ,     ,          ,     ,          , 26.00 ,BUDS,48''H
CA,    ,059111,#1 STAKED,LONICERA X MANDARIN PP11083,Mandarin Honeysuckle                                        ,VIN,04,BNI,, 64 ,     ,          ,     ,          , 7.75 ,BREAKING DORMANCY,"24""H"
CA,    ,059115,#5 STAKED,LONICERA X MANDARIN PP11083,Mandarin Honeysuckle                                        ,VIN,04,BNI,, 559 ,     ,          ,     ,          , 26.00 ,BREAKING DORMANCY,"48""H"
CA,    ,06015M,#10 Squat,MAG X SOUL ALEXANDRINA,Alexander Magnolia                                          ,DCS,05,,, 9 ,     ,          ,     ,          , 54.00 ,BREAKING DORMANCY,"30""H - 18""S"
CA,2010,06109MT,#10 Tall TREE,MALUS X ANNA APPLE,Anna Apple                                                  ,TRE,05,,, 17 ,     ,          ,     ,          , 45.00 ,LIGHT BUD & BLOOM,"58""H - 24""S"
CA,    ,06104MT,#10 Tall TREE,MALUS X GOLDEN DELICIOUS APPLE,Golden Delicious Apple                                      ,TRE,04,OLD,, 375 ,     ,          ,     ,          , 45.00 ,BREAKING DORMANCY,"64""H - 24""S"
CA,2011,06105MT,#10 Tall TREE,MALUS X GRANNY SMITH APPLE,Granny Smith Apple                                          ,TRE,05,,, 128 ,     ,          ,     ,          , 45.00 ,-,"64""H - 24""S"
CA,2010,05898MT,#10 Tall TREE,MALUS X HONEYCRISP TM APPLE,Honeycrisp™  Apple,TRE,04,OLD,, 417 ,     ,          ,     ,          , 50.00 ,BREAKING DORMANCY,"60""H - 24""S"
CA,2010,05896MT,#10 Tall TREE,MALUS X RED DELICIOUS APPLE,Red Delicious Apple                                         ,TRE,04,,, 107 ,     ,          ,     ,          , 45.00 ,BREAKING DORMANCY,"64""H - 24""S"
CA,    ,062281,#1,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint                                        ,PRN,04,,,     , 9 ,04/01/14  ,     ,          , 4.75 ,-,CAN FULL
CA,2012,067771,#1,ORIGANUM LIBANOTICUM,Cascading Hopflower Oregano                                 ,PRN,04,PLC,,     , 1 ,04/01/14  ,     ,          , 4.75 ,-,CAN FULL
CA,2012,069701,#1,OTHONNA CAPENSIS,Little Pickles Ice Plant                                    ,CAC,05,,,     , 19 ,04/01/14  ,     ,          , 6.25 ,LIGHT BUDS,CAN FULL
CA,2010,047085,#5,PAEONIA ITOH KEIKO TM (PK D D),Keiko™ (Adored) Itoh Peony,PRN,04,DRS,, 201 ,     ,          ,     ,          , 41.00 ,EMERGING,5 EYES
